종목,테스트,파라미터,시작연도,방향,시대 구간,날짜,종가,등락률(%),당시 순위,사건 번호,z-score,종가 1일,종가 2일,종가 3일,종가 1주,종가 2주,종가 1개월,익일시가 1일
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2007-08-16,21695.0,-6.04,2,6,-3.91,-3.2,1.68,1.52,5.65,8.39,9.2,-3.23
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2008-09-16,17980.0,-5.91,3,8,-3.59,2.78,0.06,6.12,6.87,3.84,-12.43,0.22
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2008-10-08,16900.0,-4.79,5,8,-2.34,0.3,-3.88,-0.5,3.43,-12.84,-15.38,-0.24
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2008-10-16,15745.0,-9.93,1,8,-4.22,-1.3,0.35,-0.16,-12.35,-5.87,-9.21,-4.01
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2008-10-22,14730.0,-6.3,3,8,-2.43,-6.31,-17.45,-16.5,-12.49,5.63,-15.61,-1.5
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2008-10-23,13800.0,-6.31,3,8,-2.34,-11.88,-10.87,-2.9,7.39,3.62,-4.35,-11.88
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2008-10-24,12160.0,-11.88,1,8,-4.25,1.15,10.2,6.0,23.77,22.78,4.36,3.36
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2008-11-06,14300.0,-8.1,3,8,-2.04,4.41,6.99,3.5,-0.7,-13.08,-5.63,7.8
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2008-11-20,12430.0,-6.82,4,8,-1.62,6.19,2.09,4.91,12.63,6.6,24.3,9.09
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2020-03-19,20240.0,-7.33,4,10,-4.3,7.68,1.36,10.77,14.85,16.9,26.56,4.66
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2024-08-05,33260.0,-9.18,3,11,-8.58,2.77,5.11,4.33,6.98,11.03,4.34,-1.17
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2026-03-03,86705.0,-7.88,5,12,-3.84,-12.46,-3.62,-3.63,-4.39,-2.39,-5.23,-8.86
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2026-03-04,75900.0,-12.46,1,12,-5.36,10.11,10.09,3.07,10.44,17.75,3.02,-0.53
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2026-06-08,119560.0,-8.75,5,13,-2.56,8.84,3.54,3.59,13.99,24.08,3.47,4.29
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2026-06-23,132820.0,-10.47,3,13,-2.87,4.01,9.8,3.43,4.34,-6.86,-14.75,2.6
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2026-07-13,108820.0,-9.77,5,13,-2.4,0.83,7.27,0.17,-0.62,-12.08,-5.12,0.83
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2026-07-28,95675.0,-11.19,3,13,-2.45,-6.34,-8.4,13.74,4.87,3.75,14.07,-7.26
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2003-01-03,8530.0,4.28,2,1,,0.94,-1.29,-1.17,-5.04,-3.75,-9.61,1.41
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2003-01-13,8380.0,3.46,5,1,1.77,0.36,-0.48,0.24,-2.27,-8.71,-10.5,0.6
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2003-02-17,7780.0,4.99,1,1,2.86,0.26,-0.39,0.77,2.96,-1.67,-8.87,-0.26
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2003-02-24,8010.0,2.69,10,1,1.47,-4.0,-4.74,-5.87,-4.49,-10.61,-9.36,-2.41
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2003-03-03,7650.0,2.82,10,1,1.48,-2.61,-4.84,-5.62,-6.41,-11.11,-8.24,-1.46
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2003-03-14,7070.0,3.67,5,1,1.88,-3.82,0.28,0.71,6.51,2.83,10.04,-3.27
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2003-03-18,7090.0,4.26,4,1,2.08,0.42,4.8,6.21,2.4,-0.99,14.53,0.28
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2003-03-20,7430.0,4.35,2,1,2.07,1.35,0.27,-2.29,-3.23,-3.63,10.09,0.94
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2003-04-07,7690.0,5.34,1,1,2.59,-0.26,-2.86,-2.34,1.17,6.11,2.6,1.19
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2003-10-10,9780.0,4.04,8,2,3.06,0.1,1.43,0.72,1.94,-1.02,5.32,0.62
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2004-03-17,11680.0,3.64,10,3,3.22,-0.17,1.03,-1.54,-1.46,0.68,2.83,-0.93
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2004-05-19,10140.0,5.19,2,4,2.73,-2.47,0.2,1.48,2.07,-2.47,-6.61,-1.1
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2004-06-07,10420.0,4.2,8,4,1.88,-0.1,-1.82,-4.22,-9.79,-7.68,-5.66,-1.14
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2005-11-23,16600.0,4.34,5,5,3.14,-0.42,-0.54,-0.54,0.0,2.26,5.21,-0.45
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2007-08-20,22060.0,5.05,3,6,2.82,-0.16,1.68,3.9,3.83,8.34,5.51,-0.74
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2007-11-26,23600.0,4.45,5,7,2.81,0.47,-1.4,0.85,2.92,3.26,4.45,3.27
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2008-09-08,19070.0,5.07,3,8,3.46,-1.63,-0.5,-1.94,-5.72,0.76,-11.12,-1.5
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2008-09-19,19080.0,6.06,1,8,3.24,-0.47,0.71,1.94,0.68,-7.34,-17.61,-1.09
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2008-10-14,17840.0,6.1,1,8,2.76,-2.02,-11.74,-12.89,-11.88,-24.89,-16.76,-0.17
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2008-10-28,13400.0,8.94,1,8,2.84,-3.81,10.6,12.31,13.66,10.45,1.49,-7.96
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2008-10-30,14820.0,14.97,1,8,4.4,1.55,0.67,2.77,-3.51,-4.18,-3.54,2.21
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2008-11-21,13200.0,6.19,3,8,1.45,-3.86,-1.21,3.03,8.3,2.23,16.82,-3.79
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2008-12-08,14610.0,8.26,3,8,1.86,-0.27,3.42,4.21,4.07,5.54,7.67,-1.02
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2009-01-28,15380.0,6.36,4,9,1.74,0.72,0.13,-1.5,3.19,2.28,-9.04,-0.13
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2011-09-27,22700.0,5.36,8,11,2.42,-1.08,1.76,1.85,-3.48,4.74,11.45,-1.9
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2020-03-20,21795.0,7.68,4,12,4.01,-5.87,2.87,8.76,9.22,8.28,16.22,1.41
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2020-03-24,22420.0,9.29,2,12,4.04,5.73,3.68,6.18,7.43,11.17,15.08,2.66
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2020-03-25,23705.0,5.73,10,12,2.18,-1.94,0.42,-0.17,-3.16,3.61,7.21,-1.9
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2020-06-16,28340.0,6.14,8,13,2.17,-0.28,-0.56,-0.21,-0.65,-0.95,3.48,-0.05
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2025-04-10,32920.0,6.16,8,15,4.66,-0.3,0.33,1.32,0.73,2.86,7.21,1.37
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2026-02-03,78290.0,7.69,5,16,4.12,1.4,-2.91,-3.95,0.19,10.23,5.89,2.25
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2026-03-05,83570.0,10.11,2,16,3.5,-0.01,-6.39,-0.8,-0.44,3.81,-3.58,2.21
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2026-04-01,82170.0,8.94,5,16,2.46,-4.84,-1.94,-0.51,8.31,12.77,21.58,-6.04
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2026-04-08,89000.0,7.53,9,16,1.96,-1.97,-0.39,-1.26,4.12,9.33,36.86,-1.2
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2026-05-06,113270.0,7.57,9,16,1.92,2.07,2.24,7.54,8.29,0.06,5.55,0.27
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2026-05-21,123060.0,8.58,6,16,2.13,0.24,3.0,6.13,9.55,-2.84,7.93,-0.61
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2026-06-09,130130.0,8.84,6,16,2.47,-4.87,-4.83,-0.66,7.24,2.07,-10.19,-1.68
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2026-07-31,108820.0,24.17,1,16,4.95,-8.93,-7.8,-4.15,-9.86,1.14,-0.86,-2.82
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-01-07,8420.0,-2.21,9,1,,0.12,-2.85,-3.8,-0.12,-3.21,-10.33,-0.47
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-01-09,8180.0,-2.97,3,1,,-0.98,2.44,2.81,2.69,-0.98,-9.05,-2.06
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-01-17,8210.0,-2.26,10,1,-1.19,-0.24,-0.73,-2.31,-4.14,-6.09,-4.99,1.74
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-01-24,7870.0,-2.84,4,1,-1.54,-2.8,-1.52,-4.7,-2.03,-5.46,-2.29,-1.29
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-01-27,7650.0,-2.8,5,1,-1.54,1.31,-1.96,-0.78,0.78,-3.53,-0.26,2.11
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-01-29,7500.0,-3.23,2,1,-1.76,1.2,2.8,2.8,0.67,-2.0,-0.8,0.66
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-02-25,7690.0,-4.0,1,1,-2.15,-0.78,-1.95,-3.25,-3.12,-8.71,-5.72,-1.17
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-03-04,7450.0,-2.61,10,1,-1.35,-2.28,-3.09,-4.3,-5.77,-4.83,-4.56,-1.36
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-03-17,6800.0,-3.82,3,1,-1.89,4.26,4.71,9.26,9.56,3.24,16.03,0.71
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-03-31,7020.0,-3.44,4,1,-1.62,0.0,1.28,1.99,9.54,10.83,8.83,0.43
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-04-22,7890.0,-3.31,5,1,-1.52,-0.51,-2.41,-5.83,-3.17,0.0,-1.52,-1.26
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-04-25,7430.0,-3.51,4,1,-1.62,0.27,2.83,2.69,3.23,3.77,7.4,1.5
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-05-13,7780.0,-2.99,9,1,-1.36,-0.9,0.77,-0.77,-2.31,-0.64,7.33,-0.52
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-09-22,9140.0,-4.19,1,2,-3.44,0.66,1.42,-0.88,-2.63,1.75,10.28,0.99
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-10-23,9720.0,-3.57,5,2,-2.63,-0.41,1.03,3.7,5.35,5.45,2.88,-0.1
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2003-11-19,10010.0,-4.12,2,2,-2.75,-0.1,-0.1,-2.4,1.8,4.7,3.8,-0.7
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2004-04-29,11380.0,-4.37,1,4,-3.46,-1.67,-1.23,-0.26,-3.87,-13.09,-7.73,-0.8
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2004-05-06,10920.0,-3.79,7,4,-2.73,0.18,-6.23,-6.23,-5.86,-9.43,-4.58,0.55
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2004-05-10,10240.0,-6.4,1,4,-4.43,0.0,3.12,0.39,-7.91,0.49,-0.1,0.29
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2004-05-14,9890.0,-3.79,8,4,-2.2,-4.65,-2.53,2.53,2.73,8.19,-2.93,-4.26
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2004-05-17,9430.0,-4.65,2,4,-2.6,2.23,7.53,4.88,9.12,11.35,1.7,4.22
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2004-06-03,9890.0,-4.17,5,4,-1.93,1.11,5.36,5.26,0.91,-1.72,-1.62,0.7
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2004-06-11,9490.0,-4.91,2,4,-2.14,-0.95,1.16,1.05,-0.21,5.69,0.84,-0.11
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2007-07-27,24005.0,-4.74,3,6,-4.64,1.02,2.06,-2.31,-1.06,-4.02,-3.06,2.52
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2007-08-01,23450.0,-4.29,6,6,-3.5,-0.23,1.28,-0.26,2.49,-7.48,2.15,-1.08
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2007-08-10,23040.0,-4.56,5,6,-3.25,1.61,0.22,-5.84,-4.25,-0.59,2.0,1.47
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2007-08-16,21695.0,-6.04,2,6,-3.91,-3.2,1.68,1.52,5.65,8.39,9.2,-3.23
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2008-09-16,17980.0,-5.91,3,8,-3.59,2.78,0.06,6.12,6.87,3.84,-12.43,0.22
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2008-10-08,16900.0,-4.79,5,8,-2.34,0.3,-3.88,-0.5,3.43,-12.84,-15.38,-0.24
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2008-10-16,15745.0,-9.93,1,8,-4.22,-1.3,0.35,-0.16,-12.35,-5.87,-9.21,-4.01
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2008-10-22,14730.0,-6.3,3,8,-2.43,-6.31,-17.45,-16.5,-12.49,5.63,-15.61,-1.5
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2008-10-23,13800.0,-6.31,3,8,-2.34,-11.88,-10.87,-2.9,7.39,3.62,-4.35,-11.88
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2008-10-24,12160.0,-11.88,1,8,-4.25,1.15,10.2,6.0,23.77,22.78,4.36,3.36
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2008-11-06,14300.0,-8.1,3,8,-2.04,4.41,6.99,3.5,-0.7,-13.08,-5.63,7.8
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2008-11-20,12430.0,-6.82,4,8,-1.62,6.19,2.09,4.91,12.63,6.6,24.3,9.09
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2009-01-15,14800.0,-5.97,9,9,-1.42,2.09,3.24,0.84,0.0,2.36,0.71,1.07
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2011-08-19,22475.0,-6.12,8,10,-3.78,-1.8,1.87,0.73,2.34,7.07,7.36,-1.8
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2020-03-19,20240.0,-7.33,4,12,-4.3,7.68,1.36,10.77,14.85,16.9,26.56,4.66
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2024-08-05,33260.0,-9.18,3,14,-8.58,2.77,5.11,4.33,6.98,11.03,4.34,-1.17
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2026-03-03,86705.0,-7.88,5,16,-3.84,-12.46,-3.62,-3.63,-4.39,-2.39,-5.23,-8.86
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2026-03-04,75900.0,-12.46,1,16,-5.36,10.11,10.09,3.07,10.44,17.75,3.02,-0.53
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2026-03-09,78230.0,-6.38,10,16,-2.04,5.97,7.15,6.35,6.08,3.57,5.8,0.24
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2026-03-23,81025.0,-6.5,9,16,-1.91,3.06,4.3,0.71,-2.89,0.89,19.62,-1.45
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2026-06-08,119560.0,-8.75,5,16,-2.56,8.84,3.54,3.59,13.99,24.08,3.47,4.29
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2026-06-23,132820.0,-10.47,3,16,-2.87,4.01,9.8,3.43,4.34,-6.86,-14.75,2.6
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2026-07-02,123530.0,-8.17,7,16,-2.15,6.06,5.34,0.15,-4.72,-11.76,-19.77,5.33
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2026-07-13,108820.0,-9.77,5,16,-2.4,0.83,7.27,0.17,-0.62,-12.08,-5.12,0.83
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2026-07-28,95675.0,-11.19,3,16,-2.45,-6.34,-8.4,13.74,4.87,3.75,14.07,-7.26
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2026-08-03,99105.0,-8.93,8,16,-1.55,1.24,5.24,-0.21,-0.85,9.53,4.43,-0.39
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-01-03,8530.0,4.28,2,1,,0.94,-1.29,-1.17,-5.04,-3.75,-9.61,1.41
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-01-06,8610.0,0.94,19,1,,-2.21,-2.09,-4.99,-2.67,-4.88,-10.34,-4.21
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-01-13,8380.0,3.46,5,1,1.77,0.36,-0.48,0.24,-2.27,-8.71,-10.5,0.6
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-01-23,8100.0,1.0,18,1,0.54,-2.84,-5.56,-4.32,-6.3,-8.64,-1.11,-3.08
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-01-28,7750.0,1.31,16,1,0.71,-3.23,-2.06,-0.52,-0.39,-3.23,-2.71,-3.6
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-01-30,7590.0,1.2,18,1,0.64,1.58,1.58,1.71,-2.5,-2.37,0.79,1.31
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-02-03,7710.0,1.58,13,1,0.84,0.0,0.13,-2.08,-3.5,0.91,-3.37,-0.52
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-02-12,7500.0,1.63,13,1,0.92,-2.0,-1.2,3.73,3.33,1.73,-9.07,-2.13
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-02-17,7780.0,4.99,1,1,2.86,0.26,-0.39,0.77,2.96,-1.67,-8.87,-0.26
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-02-24,8010.0,2.69,10,1,1.47,-4.0,-4.74,-5.87,-4.49,-10.61,-9.36,-2.41
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-03-03,7650.0,2.82,10,1,1.48,-2.61,-4.84,-5.62,-6.41,-11.11,-8.24,-1.46
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-03-14,7070.0,3.67,5,1,1.88,-3.82,0.28,0.71,6.51,2.83,10.04,-3.27
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-03-18,7090.0,4.26,4,1,2.08,0.42,4.8,6.21,2.4,-0.99,14.53,0.28
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-03-20,7430.0,4.35,2,1,2.07,1.35,0.27,-2.29,-3.23,-3.63,10.09,0.94
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-04-04,7300.0,1.96,18,1,0.94,5.34,5.07,2.33,4.11,12.05,7.26,2.95
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-04-07,7690.0,5.34,1,1,2.59,-0.26,-2.86,-2.34,1.17,6.11,2.6,1.19
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-04-14,7780.0,2.37,18,1,1.1,1.41,4.37,3.08,4.88,-4.24,-0.77,-0.13
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-04-16,8120.0,2.92,14,1,1.34,-1.23,0.74,0.49,-3.33,-6.03,-6.4,-0.25
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-04-29,7640.0,2.55,17,1,1.16,-0.13,-0.26,0.39,3.27,1.05,7.46,-0.26
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-05-23,7730.0,3.34,11,1,1.55,0.52,0.0,2.59,3.23,6.21,8.8,1.17
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-05-28,7930.0,2.59,18,1,1.21,0.63,0.63,3.53,1.77,5.3,8.83,1.27
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-06-02,8210.0,2.88,16,1,1.38,-1.95,-1.71,-1.34,0.61,3.9,6.09,-1.11
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-10-10,9780.0,4.04,8,2,3.06,0.1,1.43,0.72,1.94,-1.02,5.32,0.62
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2003-10-28,10080.0,2.65,20,2,1.85,0.5,1.59,0.79,2.18,1.09,1.09,-0.78
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2004-03-17,11680.0,3.64,10,3,3.22,-0.17,1.03,-1.54,-1.46,0.68,2.83,-0.93
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2004-05-12,10560.0,3.12,15,4,1.9,-2.65,-6.34,-10.7,-3.98,-1.99,-10.13,-1.91
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2004-05-19,10140.0,5.19,2,4,2.73,-2.47,0.2,1.48,2.07,-2.47,-6.61,-1.1
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2004-05-27,10350.0,3.5,13,4,1.66,1.84,3.38,1.45,-4.44,-3.57,-3.09,0.38
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2004-06-07,10420.0,4.2,8,4,1.88,-0.1,-1.82,-4.22,-9.79,-7.68,-5.66,-1.14
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2004-06-24,9840.0,3.25,17,4,1.38,1.93,0.91,2.03,2.03,-2.85,-4.07,1.72
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2004-10-04,11330.0,4.04,11,5,3.16,0.35,0.97,0.26,0.0,-4.24,-3.35,-0.44
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2004-10-28,10720.0,3.47,16,5,2.46,1.4,0.47,2.15,2.61,3.54,2.89,2.26
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2005-11-23,16600.0,4.34,5,6,3.14,-0.42,-0.54,-0.54,0.0,2.26,5.21,-0.45
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2006-06-16,16390.0,3.73,13,8,2.7,-1.16,-3.51,-2.93,-2.38,2.75,-1.53,-1.16
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2006-07-20,16670.0,3.51,17,9,2.26,-0.42,-1.02,0.54,2.16,1.74,4.11,0.88
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2007-08-20,22060.0,5.05,3,10,2.82,-0.16,1.68,3.9,3.83,8.34,5.51,-0.74
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2007-09-19,24205.0,4.0,14,10,2.06,-0.06,0.68,2.17,3.08,5.91,0.6,0.77
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2007-11-26,23600.0,4.45,5,12,2.81,0.47,-1.4,0.85,2.92,3.26,4.45,3.27
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-07-21,20140.0,3.65,18,14,2.81,-0.17,2.14,3.97,1.89,-1.59,-1.51,1.06
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-09-08,19070.0,5.07,3,15,3.46,-1.63,-0.5,-1.94,-5.72,0.76,-11.12,-1.5
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-09-19,19080.0,6.06,1,15,3.24,-0.47,0.71,1.94,0.68,-7.34,-17.61,-1.09
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-10-14,17840.0,6.1,1,15,2.76,-2.02,-11.74,-12.89,-11.88,-24.89,-16.76,-0.17
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-10-28,13400.0,8.94,1,15,2.84,-3.81,10.6,12.31,13.66,10.45,1.49,-7.96
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-10-30,14820.0,14.97,1,15,4.4,1.55,0.67,2.77,-3.51,-4.18,-3.54,2.21
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-11-07,14930.0,4.41,11,15,1.08,2.48,-0.87,-0.54,-4.25,-11.59,-2.14,1.59
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-11-21,13200.0,6.19,3,15,1.45,-3.86,-1.21,3.03,8.3,2.23,16.82,-3.79
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-11-26,13600.0,4.29,16,15,0.97,2.94,5.11,2.72,-0.99,11.1,7.94,0.39
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-12-08,14610.0,8.26,3,15,1.86,-0.27,3.42,4.21,4.07,5.54,7.67,-1.02
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2008-12-15,15205.0,4.5,12,15,0.99,-0.07,0.39,1.25,1.41,-2.33,-0.62,0.3
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2009-01-28,15380.0,6.36,4,16,1.74,0.72,0.13,-1.5,3.19,2.28,-9.04,-0.13
