날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액
2016-12-01,254.84,255.23,254.06,254.48,59348372,3209992183908,1084272192792810
2016-12-02,253.93,254.22,252.06,252.88,55138585,2836609702659,1076886657655130
2016-12-05,252.12,253.04,251.52,252.14,50360824,2177874869458,1074131832795350
2016-12-06,253.88,256.27,253.85,255.63,61484818,3064703989249,1089371189868610
2016-12-07,256.57,257.05,255.96,256.34,54699576,2887478487232,1090691918641875
2016-12-08,258.79,262.0,258.63,262.0,74290339,4066091773233,1113759330427125
2016-12-09,261.24,261.29,260.34,260.91,58353707,2936298538273,1109436229265255
2016-12-12,261.59,261.69,259.89,260.72,56950418,2720614717520,1109545712132475
2016-12-13,260.38,261.72,260.08,261.63,77992348,3061200423323,1114136751094090
2016-12-14,262.64,262.86,261.12,262.0,55929094,2503848970921,1116753489613620
2016-12-15,259.9,262.08,259.82,261.45,55035212,2420554316722,1115535789596835
2016-12-16,261.59,262.91,261.16,262.56,60475001,2966409150236,1118493612344395
2016-12-19,262.03,263.22,261.86,261.93,46955399,2145966064263,1115735527025965
2016-12-20,262.78,263.26,262.14,262.59,51200598,2231068476745,1117862323054220
2016-12-21,263.76,264.42,262.1,262.1,62168086,2549895248190,1115648656157595
2016-12-22,262.71,262.92,261.66,261.97,53376423,2376817062691,1114876092761115
2016-12-23,262.1,262.26,261.3,261.61,46535716,2263079615337,1114644922566870
2016-12-26,261.83,262.27,261.36,261.9,45262568,1920270190425,1115959487289270
2016-12-27,262.35,262.85,261.79,262.49,52535692,2140360995766,1118675166411320
2016-12-28,259.65,260.59,259.52,259.7,54257286,2288224628871,1105964177531600
2016-12-29,259.02,260.04,258.62,260.01,48685043,2298802955232,1106917147411705
2017-01-02,259.42,261.21,258.64,260.36,36913098,1865849599741,1106997092147985
2017-01-03,261.55,263.0,260.72,262.97,61838711,2893837634982,1117580157318395
2017-01-04,263.19,263.27,262.47,263.12,68765255,3001392772662,1117984626398040
2017-01-05,262.88,262.94,261.64,261.98,78823343,3328611035594,1114665343270930
2017-01-06,263.01,263.61,262.66,263.2,56571680,2541335924779,1118831228667865
2017-01-09,263.83,264.55,263.34,263.74,59178996,2880966547653,1119540181124230
2017-01-10,263.15,263.88,262.83,263.73,60748649,2641088642250,1118244085478140
2017-01-11,264.24,268.91,264.18,268.15,76588092,3547032946773,1136279179673675
2017-01-12,268.48,269.95,267.93,269.95,70686267,3226230840360,1143573498972875
2017-01-13,268.34,268.68,267.66,267.91,61589373,2991314400598,1136986157333730
2017-01-16,267.71,268.53,265.37,266.15,63875675,3010311082049,1129771001992950
2017-01-17,266.65,268.53,266.33,267.37,64796636,2685024597659,1135549644463730
2017-01-18,267.64,267.96,265.37,267.08,56660039,2629579829105,1135971684673860
2017-01-19,269.3,270.01,266.39,267.7,59532818,3003151900499,1137823995699125
2017-01-20,266.45,267.35,266.18,266.52,55384328,2669327046806,1136607124865675
2017-01-23,266.77,267.84,265.53,267.12,56738408,2558354380536,1137995811290385
2017-01-24,267.79,268.25,266.24,267.3,54347701,2743461593617,1138531940134210
2017-01-25,268.65,269.04,267.28,268.15,63437525,3291481770270,1140070317110725
2017-01-26,269.15,271.21,268.47,270.48,70097760,3571290477565,1148821891052350
2017-01-31,269.61,270.0,268.09,268.09,69680296,3636560417407,1138934838276820
2017-02-01,269.16,269.97,268.87,269.56,65867724,3350004451571,1145494391337370
2017-02-02,269.63,271.25,268.01,268.49,76734549,3868242774876,1140446269324010
2017-02-03,269.1,269.62,267.37,268.85,71589138,3579325988152,1141803837114265
2017-02-06,270.65,271.08,268.75,269.49,71640529,2983511312712,1144555712216600
2017-02-07,269.52,269.68,268.51,268.97,71251793,3276875904494,1142817097485310
2017-02-08,268.51,268.56,265.76,267.72,64572994,3533479603559,1137301559816420
2017-02-09,267.99,268.91,267.21,267.69,72700925,3470745469192,1137535630910420
2017-02-10,269.04,269.72,268.43,268.66,83141378,3769872878334,1142966848140920
2017-02-13,268.48,268.85,267.88,268.81,71066151,3072695368686,1144363396169830
2017-02-14,268.82,269.34,267.05,267.9,68621518,3411326468152,1141490324613455
2017-02-15,267.64,269.47,267.06,268.81,75724901,3611295291065,1145568054480280
2017-02-16,269.48,270.22,268.32,268.93,65399494,3210117757042,1144792140619860
2017-02-17,267.6,269.02,267.6,268.84,59750742,3780681567916,1143534022300025
2017-02-20,269.41,269.92,268.57,269.73,54535018,2488967990762,1146142771985895
2017-02-21,269.9,273.13,269.7,272.11,61709519,2973030766243,1156100984357850
2017-02-22,272.61,273.15,271.96,272.85,64581121,3244636955444,1158406729002745
2017-02-23,272.61,273.18,272.18,272.89,64488761,3504080335955,1158885263775635
2017-02-24,272.61,272.84,269.76,270.38,116666716,4279795208511,1150929575394445
2017-02-27,270.35,270.62,268.72,268.97,81075967,3371652548314,1145971181197820
2017-02-28,269.27,270.62,269.1,270.06,88888146,4046477192797,1149357016046845
2017-03-02,272.14,273.34,271.35,272.65,105762247,5114289328517,1156924747045235
2017-03-03,271.03,271.48,268.77,269.77,78076004,4036706881748,1143616505881070
2017-03-06,269.07,270.74,268.36,270.41,72120004,3629015884884,1145019235760030
2017-03-07,270.22,272.45,269.96,271.87,69476314,3052229774703,1152268594103770
2017-03-08,271.65,273.21,271.32,272.29,68167291,3455465278146,1153199468254110
2017-03-09,272.73,272.97,271.56,271.62,71716179,3569604025825,1150393759579565
2017-03-10,271.08,273.0,270.24,272.29,67632712,3266066501785,1153039605480805
2017-03-13,273.03,276.25,272.79,275.41,72075754,3239505858962,1165015919903045
2017-03-14,276.8,278.2,276.51,277.89,80672576,3928311788211,1175513855448555
2017-03-15,276.91,278.22,276.78,277.89,72419269,3396841381065,1175678590499850
2017-03-16,280.99,281.35,279.26,280.11,86725649,3815009101867,1184720958451225
2017-03-17,280.02,281.95,279.65,281.86,86561511,3892151714750,1193294807029695
2017-03-20,281.08,281.16,280.0,280.75,59316709,2964130799778,1188881395609005
2017-03-21,281.54,284.4,281.23,283.84,82816507,4424450501663,1201235006492040
2017-03-22,281.07,282.66,280.85,282.63,89305234,4351699982749,1196310142737875
2017-03-23,283.29,284.38,282.58,282.81,76370251,3931736496589,1198464005646735
2017-03-24,282.66,284.0,281.49,282.31,71004116,3834194006246,1195701562123315
2017-03-27,281.1,281.79,279.98,280.36,70908557,3657208946182,1188588795331290
2017-03-28,281.85,282.24,280.5,281.25,62564692,3195522972405,1193245578225880
2017-03-29,282.52,282.54,281.27,281.86,68195387,3877385456321,1195112707240115
2017-03-30,282.44,283.11,280.95,281.66,58287059,3095291057341,1194153765256840
2017-03-31,282.03,282.09,280.63,280.64,59369890,3112035087961,1191188595644015
2017-04-03,281.51,282.35,280.85,281.6,56544977,2858771606810,1194769321261970
2017-04-04,281.25,281.77,280.32,280.92,59581842,2946839544384,1191670238557715
2017-04-05,280.99,281.36,278.76,280.74,72393402,3330415973020,1190581843257990
2017-04-06,279.57,279.81,278.2,279.47,56812702,2822200201082,1185546774214950
2017-04-07,279.64,279.82,277.63,279.01,65058927,3005078542167,1184443741747535
2017-04-10,278.69,278.69,276.5,277.21,59920338,2635239580020,1175491042833385
2017-04-11,276.55,277.46,275.01,275.49,59390435,2796799509961,1168920062352140
2017-04-12,276.11,276.43,275.28,276.21,57613345,2739490821873,1171738290626950
2017-04-13,276.38,279.12,275.66,279.12,74096570,3466707770644,1183379442840470
2017-04-14,277.59,278.14,276.12,277.31,44577916,2142152920288,1175793556050780
2017-04-17,278.06,279.06,277.49,278.1,47713679,2370882093420,1180366269202520
2017-04-18,279.36,279.42,277.05,278.23,54714303,2673853297531,1180982687550675
2017-04-19,277.66,278.07,275.97,276.49,65259961,3291528491196,1174709569008810
2017-04-20,276.32,278.04,275.75,277.76,69505228,3983707731483,1181257097865175
2017-04-21,279.44,280.89,278.8,280.05,60449939,3640332873920,1188718194124895
2017-04-24,281.66,282.04,280.81,281.96,68129347,3004659290541,1195183748636950
2017-04-25,282.17,285.47,282.0,285.41,76977206,4030219621724,1208214739954310
2017-04-26,286.04,287.22,285.79,286.78,84108088,4215145671269,1214348095602525
2017-04-27,285.8,287.76,285.52,287.34,83543761,4866320024649,1215760412239190
2017-04-28,288.51,289.02,286.76,287.21,78761769,4560138138224,1214235293508765
2017-05-02,288.6,291.12,288.39,289.65,69806537,3701778827984,1223214323374015
2017-05-04,290.53,292.47,290.53,292.47,65038449,3546391393710,1235315844292895
2017-05-08,292.95,299.86,292.66,299.86,102035695,5504366533365,1266356436050050
2017-05-10,299.81,304.26,295.53,296.19,128100790,7090216099536,1250415869167055
2017-05-11,297.25,300.22,296.35,299.75,111189592,6146382407734,1268153361908910
2017-05-12,299.78,300.1,297.84,298.25,74390373,4024927661163,1262070638763460
2017-05-15,298.54,299.84,297.51,298.87,58674063,3175292119949,1264872758189735
2017-05-16,301.25,301.65,298.05,299.67,97285311,4728249025339,1268200244262480
2017-05-17,299.02,299.95,297.9,299.34,77839180,3813702220278,1267241095136775
2017-05-18,296.34,298.78,295.66,298.47,83316998,4109496744043,1263529704573880
2017-05-19,298.26,299.1,297.44,298.08,74781456,4399637291383,1263954422130370
2017-05-22,299.76,300.7,298.98,300.63,71066311,4423982378271,1273743232905755
2017-05-23,301.44,303.7,300.41,301.36,76648597,4238907893213,1256788782140475
2017-05-24,302.32,302.79,301.23,301.71,111991199,4181738161733,1258810122642195
2017-05-25,302.83,305.34,302.18,305.22,100091464,4643095281047,1273549217155570
2017-05-26,305.41,308.51,305.07,306.96,98095084,4626936418970,1280116190959210
2017-05-29,307.98,309.32,305.13,306.52,105979749,4119367978723,1279391655247630
2017-05-30,306.89,306.99,303.11,304.59,94122923,3968559582728,1272470381738175
2017-05-31,303.79,306.18,303.64,304.67,114684218,5769616075756,1273148757305420
2017-06-01,304.74,305.3,302.99,304.03,77246409,3827520109606,1271016778356350
2017-06-02,305.34,308.01,305.27,307.83,94028198,4466469343282,1285820513353265
2017-06-05,308.52,308.59,306.79,307.33,76116505,3689379635448,1283522371842705
2017-06-07,306.94,307.59,305.42,305.68,87994842,4502015378494,1277235097061695
2017-06-08,305.7,306.87,304.17,306.25,126075318,5920742834949,1280550324872185
2017-06-09,307.51,310.02,307.17,309.38,118710845,5543439126906,1332220834624650
2017-06-12,307.74,308.31,305.59,306.24,95851668,4656924479869,1318460257557190
2017-06-13,306.25,308.29,306.25,308.02,94388271,4408346559037,1327830417459580
2017-06-14,309.53,310.05,307.03,307.95,113446691,5291755069722,1326062344538705
2017-06-15,308.02,308.83,305.04,306.69,95414968,4625017221360,1319878082029395
2017-06-16,306.97,307.4,305.82,306.79,87835200,4725309999146,1320147114116145
2017-06-19,307.14,309.29,306.19,308.61,87803667,4292948678945,1325692729763035
2017-06-20,310.55,310.63,308.72,309.31,122387584,5779857996548,1325623249355265
2017-06-21,307.61,308.0,306.13,307.52,100934522,5255532671796,1319174374355985
2017-06-22,308.6,309.47,307.28,309.47,88484411,5648665657717,1327541903241625
2017-06-23,309.36,310.58,308.96,310.26,81460822,4880608456865,1331793342560020
2017-06-26,310.53,312.22,310.13,311.89,71899575,4169265405501,1338493148364740
2017-06-27,311.72,312.95,311.05,312.12,131745542,5529692522547,1339945643529240
2017-06-28,310.71,312.03,310.47,310.84,94923309,4998786017186,1334460069795825
2017-06-29,312.86,313.79,312.26,312.56,103106398,4508043625118,1341807900500780
2017-06-30,310.61,311.76,310.17,311.76,73223855,4225147805607,1339025178879285
2017-07-03,312.5,312.93,310.85,312.39,71751189,3900279448225,1341377137672185
2017-07-04,312.42,312.82,309.78,310.46,89184202,3887904035617,1333881835666435
2017-07-05,309.87,312.1,309.64,311.77,68312133,3842856737633,1338273489327310
2017-07-06,312.17,312.5,310.76,311.88,73586251,4034016703868,1337740522493755
2017-07-07,310.17,311.45,309.62,310.66,87671047,4571904238144,1329213585212765
2017-07-10,311.65,312.41,310.72,311.46,78671662,4046085444637,1334512530234970
2017-07-11,312.04,313.7,311.5,313.59,85934694,4011831099383,1342624458250680
2017-07-12,313.5,314.3,313.21,313.58,89115637,4345038802843,1340998793681200
2017-07-13,315.46,318.4,315.03,316.35,94915778,5140028204848,1351566358784185
2017-07-14,317.7,318.29,316.81,317.35,103194905,4350949240541,1355018167226915
2017-07-17,319.22,319.45,317.86,318.52,74535407,3956107361590,1359770453000345
2017-07-18,318.38,318.66,317.59,318.65,80887404,3703523330434,1360047678859595
2017-07-19,319.15,319.15,317.52,318.91,77075918,4089738540956,1362161188082100
2017-07-20,319.68,320.99,318.67,320.61,81103749,4321284297954,1369002128816160
2017-07-21,320.17,322.01,320.0,321.79,81102212,4191060011473,1373666227826050
2017-07-24,321.74,322.01,320.82,322.01,71711973,3680032962481,1374958086678035
2017-07-25,321.7,322.16,319.72,320.15,82694588,4409107020732,1368676981797445
2017-07-26,320.86,320.9,318.68,319.46,96654810,5283667421831,1365826484143005
2017-07-27,320.63,321.46,319.51,320.51,75487143,4276044809860,1370736602700235
2017-07-28,319.01,319.18,313.72,314.13,100379903,5777687016973,1346070037591910
2017-07-31,312.73,314.81,312.2,314.6,82978153,4358661971770,1346389438671855
2017-08-01,313.58,318.58,313.19,317.04,81842515,4303444539531,1357196724581115
2017-08-02,318.58,318.86,317.17,317.69,94041237,4201632570722,1357504241813810
2017-08-03,316.95,317.02,310.22,312.29,112323353,5304688528206,1334558823995525
2017-08-04,312.8,314.14,311.89,313.46,79345689,4111330293008,1340017883975695
2017-08-07,314.34,315.75,313.24,313.96,68357456,3562379220222,1341636724647135
2017-08-08,314.94,315.66,311.99,313.4,71588473,3666878727665,1338812752148700
2017-08-09,311.2,312.34,309.18,309.52,73811324,3802938704545,1323776360345785
2017-08-10,308.3,309.78,305.73,308.37,105187032,5202078299618,1319199144150405
2017-08-11,303.37,304.96,301.32,302.72,96750588,5160368030587,1296563732939165
2017-08-14,304.99,305.84,303.75,304.93,68089765,3779420441647,1307341200131255
2017-08-16,308.27,308.66,306.59,307.16,89402156,5022495097405,1315345624727195
2017-08-17,307.85,309.58,307.16,309.02,99260891,3740044959407,1322753287421875
2017-08-18,305.91,309.08,305.9,308.39,77615713,3369481032122,1320805140581905
2017-08-21,309.09,309.09,307.56,308.14,62873236,3028510658956,1319266576231540
2017-08-22,308.66,309.93,308.5,309.34,63192141,3070649428736,1325014409006155
2017-08-23,311.02,311.52,308.85,309.71,62660515,3205871980477,1325803419556455
2017-08-24,310.14,311.73,309.72,310.73,72198296,3744399219094,1331582570221090
2017-08-25,311.56,312.16,310.24,311.21,73859701,3662322151911,1332871125278425
2017-08-28,310.69,311.79,308.89,309.53,63867035,3210055847361,1327349065534200
2017-08-29,307.46,308.64,304.24,308.64,65554242,3445292081432,1323831396648940
2017-08-30,309.08,309.65,308.45,309.65,59533620,3451742776832,1328097471284700
2017-08-31,309.77,310.33,307.14,308.28,99272919,4371104132993,1321900436891980
2017-09-01,308.85,309.43,306.82,307.78,75664939,3862823650911,1318737915008570
2017-09-04,302.52,306.38,302.45,304.19,67728884,3434817486588,1303188999854555
2017-09-05,305.64,305.66,303.06,304.06,75190110,3862075783184,1302165051375340
2017-09-06,303.62,303.85,302.41,303.18,91537909,4350192849941,1298425342019460
2017-09-07,304.4,307.56,304.36,306.97,80368098,3848102302363,1313734563712085
2017-09-08,307.68,308.1,306.63,307.43,69035548,3757208132138,1313768294595625
2017-09-11,309.06,311.26,308.95,309.83,81058065,3981428177595,1323310770005760
2017-09-12,311.7,311.78,309.53,310.42,70412925,3755631811743,1326413933751830
2017-09-13,311.16,312.24,309.76,310.0,86743767,4592953998402,1323642216809425
2017-09-14,310.82,312.52,309.75,312.52,132258809,5441369368074,1334353813618495
2017-09-15,311.19,313.69,310.82,313.69,92788509,5218226371873,1347714719765640
2017-09-18,314.31,318.93,314.17,318.93,77353516,4339807764038,1367640371511760
2017-09-19,319.04,319.45,318.03,318.51,89265871,4453909356371,1366785008223840
2017-09-20,319.1,320.4,317.19,318.48,93158499,4725764747922,1365387656774715
2017-09-21,318.38,319.23,317.4,318.25,92117705,4788179812346,1362955312124790
2017-09-22,318.06,319.15,315.47,316.71,91114385,5079817066442,1353975501193245
2017-09-25,316.81,317.35,315.3,316.4,78658264,3986503652476,1351434126442640
2017-09-26,314.96,315.68,313.68,314.29,85806558,5059062765312,1346625663704615
2017-09-27,314.73,314.73,313.32,313.82,66673270,3878777344869,1345174508760355
2017-09-28,314.32,315.17,312.88,313.85,70539657,4014682387427,1344739929952940
2017-09-29,314.6,316.45,314.6,316.27,63212819,3942332277837,1356680366440295
2017-10-10,321.29,324.0,320.57,322.49,99579460,6696477250165,1381601094396545
2017-10-11,323.97,326.2,323.43,326.12,86127576,5308125671841,1395918798287380
2017-10-12,326.58,328.11,325.96,328.11,98833956,5505867078538,1405915643113125
2017-10-13,327.7,328.44,326.65,327.35,100703167,5976336117190,1406164760355950
2017-10-16,328.57,329.42,326.99,327.82,85193431,5243513341722,1410007239089225
2017-10-17,328.69,329.21,327.84,328.51,76864867,4456197492170,1412695911593365
2017-10-18,328.06,329.43,327.13,328.4,75593716,4838133908848,1412061449782965
2017-10-19,328.67,329.34,326.04,326.47,90044307,5844648236747,1405590148842335
2017-10-20,327.08,328.89,327.02,328.89,99616734,4811962825188,1415385606907835
2017-10-23,330.24,330.55,328.5,329.45,75013146,3964089821601,1415681082837640
2017-10-24,329.34,330.12,328.91,328.96,70814509,3814863366273,1415494763398860
2017-10-25,329.75,330.05,327.84,329.31,83839076,4076001898485,1416180108805345
2017-10-26,328.63,329.65,326.99,326.99,99449481,5830162510812,1408608321570695
2017-10-27,327.5,329.75,326.62,329.23,90502528,5186494788997,1417691545829445
2017-10-30,331.72,331.72,329.62,330.38,90392456,5737414310921,1420850694186475
2017-10-31,330.05,334.4,329.66,333.57,97634681,6234497042555,1434067202612060
2017-11-01,335.67,338.76,335.6,338.76,93840159,6268921749341,1454874441112425
2017-11-02,339.33,339.59,336.83,337.53,86219221,4743178222815,1448931934389815
2017-11-03,339.08,339.12,336.16,338.83,75755995,4313773291422,1453951804882275
2017-11-06,338.66,339.01,334.53,337.4,77983014,4375053479306,1448758557657640
2017-11-07,337.23,338.35,336.0,336.76,114245452,4772268101923,1445900390940375
2017-11-08,335.2,338.9,335.02,337.8,114008667,4603473031337,1449826868582520
2017-11-09,338.55,338.59,334.99,337.14,108972254,5742598762293,1448016402540055
2017-11-10,335.64,336.69,334.63,335.96,86246292,4298247634462,1443186160259295
2017-11-13,336.63,337.34,333.73,334.33,91507408,5045467255450,1435251000438910
2017-11-14,334.63,334.73,333.13,333.62,94187998,4767107625951,1432598747447015
2017-11-15,333.39,333.6,331.36,332.17,112556915,5612815301377,1428277737655455
2017-11-16,332.75,334.92,331.84,334.36,82133725,4299695988858,1437247548871285
2017-11-17,336.05,338.04,334.18,334.18,92925135,5109579186620,1436307513207290
2017-11-20,334.43,335.18,332.26,332.92,76767515,4366587250714,1431347392198580
2017-11-21,333.78,334.92,332.7,333.51,123280202,5328132986233,1433482593901790
2017-11-22,335.93,337.05,334.62,335.49,114422106,5631658882909,1439647317017320
2017-11-23,335.66,335.89,333.99,334.51,71015884,3542189526854,1436501424807660
2017-11-24,334.77,335.44,333.86,335.44,73264290,3240654233821,1440451695656125
2017-11-27,335.24,335.61,329.47,329.53,91207728,5051998137445,1417601491817910
2017-11-28,330.19,331.58,328.51,330.99,93026253,4971143235249,1422055124863200
2017-11-29,331.41,332.22,330.04,330.68,67852315,3906430409257,1420924391546145
2017-11-30,328.45,329.55,324.82,325.25,121247727,7818042818452,1398292675192410
2017-12-01,326.85,326.85,324.5,324.78,82199536,4572000493507,1397961037491530
2017-12-04,326.31,328.77,324.88,328.77,91082609,4583920367963,1414455233748600
2017-12-05,326.77,330.17,326.34,329.61,97569907,4296909571016,1418601116247400
2017-12-06,329.48,329.51,324.52,324.52,129647868,4700538225592,1397045334074890
2017-12-07,325.31,325.53,322.39,323.59,128719433,4874456398164,1392516364145845
2017-12-08,324.84,325.38,323.42,324.68,125459527,4135934800605,1392307254729910
2017-12-11,325.13,325.4,323.34,325.09,90620838,3722365705237,1399568906125225
2017-12-12,325.15,325.26,323.27,324.07,91125283,4039764211083,1394067214187330
2017-12-13,324.14,326.58,323.13,326.18,90539672,4182221522775,1405237663502935
2017-12-14,327.0,331.22,324.74,324.74,134155182,7272529973656,1398150282775565
2017-12-15,327.39,328.34,325.36,326.23,128652626,4878527064241,1405849427898625
2017-12-18,327.09,327.16,325.64,326.6,103730896,3593469759174,1406408775747340
2017-12-19,327.62,329.43,325.82,326.76,86085462,4205242935363,1405614319080270
2017-12-20,326.2,327.51,325.55,325.79,66251852,3727956598415,1402329249456150
2017-12-21,325.82,325.88,319.72,319.72,86541346,4507851681486,1377043146794080
2017-12-22,320.86,321.89,319.55,321.21,81169545,3914488598346,1382722712877235
2017-12-26,322.14,323.43,318.89,318.89,87522605,4721094978690,1374770757674485
2017-12-27,318.18,320.25,316.9,320.25,74283096,4023741701524,1379639830446335
2017-12-28,320.63,324.74,320.34,324.74,68940395,3382317505504,1397907314288555
2018-01-02,325.73,326.45,324.3,326.0,70743522,3696938947310,1404095469835810
2018-01-03,327.13,328.37,326.56,327.13,109848429,4684188040857,1407647304383995
2018-01-04,329.52,329.52,324.58,324.58,106564749,5672704382845,1396461293869855
2018-01-05,326.06,329.03,325.78,328.97,96164059,4876293484694,1412870728164375
2018-01-08,330.83,331.65,328.47,331.28,88480267,5119132468670,1424437858427550
2018-01-09,330.67,332.7,328.53,330.25,100983981,5782221228526,1422983737262555
2018-01-10,330.87,330.97,327.07,327.61,140728353,6932605706198,1414797887385730
2018-01-11,326.92,327.98,325.07,325.67,120937660,6069708598483,1405429263823275
2018-01-12,327.34,327.5,324.22,326.72,143376639,7230028153840,1410526099749390
2018-01-15,328.57,328.94,326.21,327.39,98449639,4606554901242,1414074677247875
2018-01-16,327.44,330.5,326.65,330.02,107815819,5264950740754,1424522942779050
2018-01-17,329.31,330.21,328.03,329.19,95197163,4888699784862,1420446925606830
2018-01-18,331.03,331.88,328.77,329.13,94897476,5090818410244,1419577648525815
2018-01-19,329.81,330.55,328.51,329.52,94693624,4704660816767,1421625672085050
2018-01-22,328.78,328.84,324.56,326.27,80821473,4661310148889,1409777788832385
2018-01-23,327.42,330.93,327.17,330.93,102543043,5157944203365,1429932674007690
2018-01-24,330.37,332.44,329.86,330.91,89710389,4997151797348,1429778867392680
2018-01-25,330.67,334.5,330.6,334.08,124683283,5700828530578,1442844598844185
2018-01-26,333.75,335.38,332.51,335.38,112866799,5884213779499,1448851150715025
2018-01-29,337.28,339.27,337.05,338.05,121234328,5917987438499,1461734313346550
2018-01-30,336.62,337.88,333.4,333.4,109651135,5931311549926,1442586422939785
2018-01-31,332.38,338.48,331.65,333.38,113798703,8884895388505,1441797403935160
2018-02-01,335.06,335.66,332.93,333.36,92493025,5953451583993,1443208457463360
2018-02-02,332.69,332.69,326.3,327.01,100573692,6408709919865,1417450397129950
2018-02-05,322.05,324.64,320.6,323.29,101936202,6168728067747,1400044416108470
2018-02-06,316.62,319.15,312.62,318.01,126683154,6854096008937,1377437023527260
2018-02-07,322.06,322.1,310.47,310.48,106916193,6252780309871,1344909701656465
2018-02-08,310.84,314.24,309.95,311.62,111638307,5905890951276,1347972854808195
2018-02-09,303.54,306.34,303.47,304.83,103308860,5512310921604,1319969227979100
2018-02-12,306.91,309.65,305.17,308.13,84613588,4303749220930,1332027236886155
2018-02-13,310.45,314.15,309.23,310.87,86757409,5052463198110,1341625269517900
2018-02-14,313.33,315.53,312.81,314.4,69232691,4149119110998,1355676502116060
2018-02-19,318.42,318.8,314.51,316.61,70084091,4078959743687,1365877366247890
2018-02-20,315.19,315.73,312.2,312.83,56031782,2967903679399,1350259635042455
2018-02-21,313.14,314.95,310.99,314.47,61420889,3764450559063,1357921540127125
2018-02-22,312.72,313.49,311.13,312.17,65201706,3251475776057,1349034102772795
2018-02-23,313.89,316.81,313.89,316.81,74326791,3719487099366,1370017119215655
2018-02-26,318.49,318.6,316.12,317.34,86345770,4003107100180,1373184512472610
2018-02-27,319.52,320.71,316.83,316.83,69195047,3777421346195,1369933776397685
2018-02-28,315.89,317.42,312.75,312.86,94901084,4933486017674,1353122736719940
2018-03-02,310.11,310.42,306.88,308.35,83585114,4092223914284,1335205397415940
2018-03-05,308.39,308.79,304.46,304.58,66486940,3451553812164,1319702607602995
2018-03-06,308.15,310.65,306.95,310.46,87806119,4533913722593,1342035261159030
2018-03-07,311.57,314.11,309.11,311.14,97307265,4928516947187,1342468216809310
2018-03-08,313.62,314.78,311.04,314.78,92592366,5046134101187,1357584956315160
2018-03-09,316.06,320.47,314.87,317.67,108412925,6916213129444,1415540265804305
2018-03-12,321.32,321.86,319.69,320.7,93547167,5082724733785,1429157340908040
2018-03-13,320.98,322.98,320.37,322.98,96756675,6428334212083,1436782841048265
2018-03-14,320.72,322.27,320.39,321.99,76075102,4848382595776,1432227055429215
2018-03-15,322.06,323.44,319.76,322.74,70221874,4399708565866,1435672084935840
2018-03-16,322.94,323.42,320.3,322.88,75856708,4896884586195,1436371636700120
2018-03-19,322.57,322.8,319.72,320.35,73051142,3924348149248,1425172400940100
2018-03-20,317.79,321.8,317.66,321.79,65015460,3816578254530,1431332803739000
2018-03-21,322.19,322.85,321.46,321.6,72017719,3986168595990,1431105317958430
2018-03-22,322.97,324.72,321.8,323.32,91616742,4598417209385,1438261353833725
2018-03-23,316.6,317.13,311.78,312.42,102460781,5671106560859,1391951072101940
2018-03-26,311.93,314.89,309.85,314.89,82453842,4443560071792,1404241158541320
2018-03-27,317.22,317.39,315.24,316.34,86172586,4820883424696,1413983860585185
2018-03-28,312.54,313.06,310.35,311.81,95208146,5789953178110,1394547361080760
2018-03-29,312.03,314.45,310.8,313.82,85494465,5569632559635,1404376441312340
2018-03-30,316.19,316.92,314.59,314.61,111256198,4472189548599,1408629659884020
2018-04-02,315.56,317.07,313.62,314.0,85963494,4400454489396,1407880247344240
2018-04-03,311.03,313.38,309.91,313.38,132269356,5453352254817,1406833421136845
2018-04-04,314.21,314.21,308.33,308.54,139804489,5688338907308,1386599671503465
2018-04-05,311.12,314.53,310.3,313.04,103602013,4852504584667,1404289230327580
2018-04-06,310.39,312.32,309.73,311.61,107254276,5046007551580,1399155465006190
2018-04-09,310.88,313.88,310.86,313.45,101642863,4810820726362,1408046256946825
2018-04-10,312.53,314.77,309.58,313.94,91825928,5287167765273,1412002890704140
2018-04-11,314.83,315.45,312.44,312.94,108373705,5368637897175,1407050811323445
2018-04-12,313.92,314.69,312.99,313.22,95163393,5390376253794,1406194136853120
2018-04-13,314.42,315.71,313.77,314.86,92858837,4625669081700,1415589267936555
2018-04-16,316.45,316.53,314.14,315.17,69234245,3833345852808,1416301245405855
2018-04-17,315.44,316.48,313.95,314.64,73081680,4003327793719,1414490251535780
2018-04-18,316.58,319.28,316.55,318.64,93161795,4917966735822,1430335701176590
2018-04-19,319.26,320.68,318.47,320.12,116870128,6578700418608,1433385996038560
2018-04-20,318.6,319.39,317.29,317.89,104385114,5345885639513,1426536554435950
2018-04-23,317.32,318.28,316.5,317.89,108889156,5812715567493,1424825508882685
2018-04-24,318.24,318.3,314.43,315.86,94691235,5594169737265,1417954741444500
2018-04-25,313.09,314.43,312.1,313.99,82175475,5418152313108,1408977886184555
2018-04-26,315.55,319.06,314.95,318.08,91035948,5786385760497,1425693696281185
2018-04-27,321.39,322.93,319.43,320.8,92189979,6173782303342,1436697634545765
2018-04-30,321.93,323.58,321.66,323.56,139570146,5985825526445,1450065079171690
2018-05-02,323.56,323.97,321.99,322.53,158304073,7941117223702,1442209441034350
2018-05-03,322.83,322.95,320.55,320.55,117280149,5474854199761,1431904433277620
2018-05-04,320.56,321.0,316.75,316.75,173911992,8093694656764,1416192312961470
