Date,Open,High,Low,Close,Volume
2009-06-25,479635.1935,481134.4439,457271.3748,457833.5938,8
2009-06-26,462706.2194,468765.6906,455209.9663,461206.9688,16
2009-06-29,457271.4735,463268.4765,446651.7809,447463.875,17
2009-06-30,447963.5895,468640.7542,443091.025,458395.875,38
2009-07-01,452898.5935,454460.3128,439967.5578,453585.75,40
2009-07-02,471139.4327,491066.9691,470889.5577,489755.125,36
2009-07-06,504622.8207,509058.1042,488505.8749,488630.8125,62
2009-07-07,491254.4574,518990.5941,490817.176,518116.0312,73
2009-07-08,510369.8722,537293.9132,506059.5269,518053.5312,112
2009-07-09,509682.6545,520989.501,504497.747,516929.0312,72
2009-07-10,524925.2845,530797.3513,511556.9624,520365.0625,86
2009-07-13,514930.0065,526424.2587,481384.2812,481696.625,98
2009-07-14,477511.2827,488068.5049,472951.0624,473263.4062,100
2009-07-15,454897.6021,457146.4779,428598.2488,431784.1562,134
2009-07-16,436219.3785,438030.9727,415042.4676,420414.7812,113
2009-07-17,421476.8443,427848.6597,417791.1864,420227.4688,92
2009-07-20,412418.9406,419165.5698,404610.3421,407296.5,143
2009-07-21,397488.904,415479.9152,396801.7473,401112.0938,173
2009-07-22,408733.1906,409482.8159,393928.0911,400737.1875,180
2009-07-23,400487.2565,400987.0066,369065.4673,374687.6562,330
2009-07-24,379560.2212,385244.8788,368753.1247,370064.9688,142
2009-07-27,370814.6897,377686.2558,365754.7184,366441.875,205
2009-07-28,373813.0947,380809.5965,366191.9053,370064.9688,312
2009-07-29,376999.032,381684.1899,371126.9676,374625.2188,203
2009-07-30,360507.3433,363255.9698,349262.9625,361319.4375,255
2009-07-31,362506.3133,365442.3458,353635.7469,360757.1875,175
2009-08-03,348950.5327,355072.4719,342078.9683,343703.1562,271
2009-08-04,347263.9088,349575.2533,338768.1556,340454.8125,258
2009-08-05,339517.7179,351449.2514,338643.1553,344015.4688,273
2009-08-06,338580.7769,353198.4709,336956.5886,348388.375,235
2009-08-07,337206.5013,343265.9735,326274.464,334832.6875,257
2009-08-10,339392.8761,343828.1594,334645.2489,336956.5938,183
2009-08-11,341329.3109,352011.4691,340829.5608,350262.3438,177
2009-08-12,350699.6921,351324.3799,330084.997,338143.4688,314
2009-08-13,333583.2196,343578.2225,330084.9686,330459.7812,239
2009-08-14,330522.2478,348575.7216,330397.3103,338393.3125,220
2009-08-17,357696.1855,364817.6254,356509.2788,363630.7188,202
2009-08-18,360507.2838,362318.8782,350262.4051,353385.8438,203
2009-08-19,362631.1925,362943.5364,341516.7493,344140.4375,302
2009-08-20,343578.2858,345514.8179,332021.5616,333958.0938,184
2009-08-21,326024.5358,327711.1927,312718.6868,314530.2812,211
2009-08-24,310532.2796,317778.6575,305409.8401,314592.75,223
2009-08-25,310907.0308,314780.0941,303660.6543,313218.375,258
2009-08-26,315529.7509,318653.1893,308345.8425,312531.25,247
