Date,Contract,ContractName,Open,High,Low,Close,Volume,Settle,OpenInterest,Spot
2015-11-23,KR4106KC0002,코스닥150 F 201512,1098.4,1099.5,1083.5,1090.4,356,1090.4,47,1104.98
2015-11-23,KR4106L30005,코스닥150 F 201603,1080.0,1080.0,1080.0,1080.0,1,1080.0,1,1104.98
2015-11-23,KR4106L60002,코스닥150 F 201606,,,,,0,1094.0,0,1104.98
2015-11-23,KR4106L90009,코스닥150 F 201609,,,,,0,1098.3,0,1104.98
2015-11-23,KR4106LC0001,코스닥150 F 201612,,,,,0,1102.7,0,1104.98
2015-11-23,KR4106M60000,코스닥150 F 201706,,,,,0,1106.2,0,1104.98
2015-11-23,KR4106MC0000,코스닥150 F 201712,,,,,0,1115.2,0,1104.98
2015-11-24,KR4106KC0002,코스닥150 F 201512,1090.3,1090.3,1082.6,1084.2,447,1084.2,77,1100.4
2015-11-24,KR4106L30005,코스닥150 F 201603,1080.0,1080.0,1080.0,1080.0,1,1080.0,2,1100.4
2015-11-24,KR4106L60002,코스닥150 F 201606,,,,,0,1087.7,0,1100.4
2015-11-24,KR4106L90009,코스닥150 F 201609,,,,,0,1092.0,0,1100.4
2015-11-24,KR4106LC0001,코스닥150 F 201612,,,,,0,1096.3,0,1100.4
2015-11-24,KR4106M60000,코스닥150 F 201706,,,,,0,1099.9,0,1100.4
2015-11-24,KR4106MC0000,코스닥150 F 201712,,,,,0,1108.8,0,1100.4
2015-11-25,KR4106KC0002,코스닥150 F 201512,1084.2,1086.1,1082.4,1084.8,430,1084.8,156,1101.09
2015-11-25,KR4106L30005,코스닥150 F 201603,1080.0,1080.0,1080.0,1080.0,1,1080.0,3,1101.09
2015-11-25,KR4106L60002,코스닥150 F 201606,,,,,0,1088.4,0,1101.09
2015-11-25,KR4106L90009,코스닥150 F 201609,,,,,0,1092.7,0,1101.09
2015-11-25,KR4106LC0001,코스닥150 F 201612,,,,,0,1097.0,0,1101.09
2015-11-25,KR4106M60000,코스닥150 F 201706,,,,,0,1100.5,0,1101.09
2015-11-25,KR4106MC0000,코스닥150 F 201712,,,,,0,1109.4,0,1101.09
2015-11-26,KR4106KC0002,코스닥150 F 201512,1084.8,1096.7,1084.8,1096.6,282,1096.6,180,1108.28
2015-11-26,KR4106L30005,코스닥150 F 201603,,,,,0,1095.9,3,1108.28
2015-11-26,KR4106L60002,코스닥150 F 201606,,,,,0,1100.3,0,1108.28
2015-11-26,KR4106L90009,코스닥150 F 201609,,,,,0,1104.7,0,1108.28
2015-11-26,KR4106LC0001,코스닥150 F 201612,,,,,0,1109.1,0,1108.28
2015-11-26,KR4106M60000,코스닥150 F 201706,,,,,0,1112.8,0,1108.28
2015-11-26,KR4106MC0000,코스닥150 F 201712,,,,,0,1121.9,0,1108.28
2015-11-27,KR4106KC0002,코스닥150 F 201512,1096.6,1101.0,1091.6,1094.0,295,1094.0,241,1110.18
2015-11-27,KR4106L30005,코스닥150 F 201603,,,,,0,1093.3,3,1110.18
2015-11-27,KR4106L60002,코스닥150 F 201606,,,,,0,1097.8,0,1110.18
2015-11-27,KR4106L90009,코스닥150 F 201609,,,,,0,1102.3,0,1110.18
2015-11-27,KR4106LC0001,코스닥150 F 201612,,,,,0,1106.7,0,1110.18
2015-11-27,KR4106M60000,코스닥150 F 201706,,,,,0,1110.4,0,1110.18
2015-11-27,KR4106MC0000,코스닥150 F 201712,,,,,0,1119.6,0,1110.18
2015-11-30,KR4106KC0002,코스닥150 F 201512,1094.0,1094.0,1085.1,1086.7,392,1086.7,263,1102.28
2015-11-30,KR4106L30005,코스닥150 F 201603,,,,,0,1086.0,3,1102.28
2015-11-30,KR4106L60002,코스닥150 F 201606,,,,,0,1090.5,0,1102.28
2015-11-30,KR4106L90009,코스닥150 F 201609,,,,,0,1094.9,0,1102.28
2015-11-30,KR4106LC0001,코스닥150 F 201612,,,,,0,1099.3,0,1102.28
2015-11-30,KR4106M60000,코스닥150 F 201706,,,,,0,1103.1,0,1102.28
2015-11-30,KR4106MC0000,코스닥150 F 201712,,,,,0,1112.2,0,1102.28
2015-12-01,KR4106KC0002,코스닥150 F 201512,1086.9,1100.2,1086.9,1098.0,618,1098.0,359,1115.8
2015-12-01,KR4106L30005,코스닥150 F 201603,,,,,0,1097.4,3,1115.8
2015-12-01,KR4106L60002,코스닥150 F 201606,,,,,0,1102.1,0,1115.8
2015-12-01,KR4106L90009,코스닥150 F 201609,,,,,0,1106.7,0,1115.8
2015-12-01,KR4106LC0001,코스닥150 F 201612,,,,,0,1111.3,0,1115.8
2015-12-01,KR4106M60000,코스닥150 F 201706,,,,,0,1115.3,0,1115.8
2015-12-01,KR4106MC0000,코스닥150 F 201712,,,,,0,1124.9,0,1115.8
2015-12-02,KR4106KC0002,코스닥150 F 201512,1098.0,1111.0,1098.0,1104.4,404,1104.4,421,1113.07
2015-12-02,KR4106L30005,코스닥150 F 201603,,,,,0,1103.9,3,1113.07
2015-12-02,KR4106L60002,코스닥150 F 201606,,,,,0,1108.5,0,1113.07
2015-12-02,KR4106L90009,코스닥150 F 201609,,,,,0,1113.1,0,1113.07
2015-12-02,KR4106LC0001,코스닥150 F 201612,,,,,0,1117.6,0,1113.07
2015-12-02,KR4106M60000,코스닥150 F 201706,,,,,0,1121.7,0,1113.07
2015-12-02,KR4106MC0000,코스닥150 F 201712,,,,,0,1131.2,0,1113.07
2015-12-03,KR4106KC0002,코스닥150 F 201512,1103.1,1107.0,1094.4,1106.7,514,1106.7,524,1113.48
2015-12-03,KR4106L30005,코스닥150 F 201603,1095.0,1095.0,1095.0,1095.0,53,1095.0,55,1113.48
2015-12-03,KR4106L60002,코스닥150 F 201606,,,,,0,1110.8,0,1113.48
2015-12-03,KR4106L90009,코스닥150 F 201609,,,,,0,1115.4,0,1113.48
2015-12-03,KR4106LC0001,코스닥150 F 201612,,,,,0,1120.0,0,1113.48
2015-12-03,KR4106M60000,코스닥150 F 201706,,,,,0,1124.1,0,1113.48
2015-12-03,KR4106MC0000,코스닥150 F 201712,,,,,0,1133.6,0,1113.48
2015-12-04,KR4106KC0002,코스닥150 F 201512,1106.6,1106.6,1098.3,1100.0,451,1100.0,537,1100.99
2015-12-04,KR4106L30005,코스닥150 F 201603,1095.0,1103.0,1095.0,1095.2,11,1095.2,65,1100.99
2015-12-04,KR4106L60002,코스닥150 F 201606,,,,,0,1104.0,0,1100.99
2015-12-04,KR4106L90009,코스닥150 F 201609,,,,,0,1108.5,0,1100.99
2015-12-04,KR4106LC0001,코스닥150 F 201612,,,,,0,1113.1,0,1100.99
2015-12-04,KR4106M60000,코스닥150 F 201706,,,,,0,1117.0,0,1100.99
2015-12-04,KR4106MC0000,코스닥150 F 201712,,,,,0,1126.4,0,1100.99
2015-12-07,KR4106KC0002,코스닥150 F 201512,1094.7,1106.0,1094.7,1096.6,171,1096.6,523,1093.13
2015-12-07,KR4106L30005,코스닥150 F 201603,1099.0,1099.2,1091.5,1091.6,106,1091.6,104,1093.13
2015-12-07,KR4106L60002,코스닥150 F 201606,,,,,0,1100.5,0,1093.13
2015-12-07,KR4106L90009,코스닥150 F 201609,,,,,0,1105.0,0,1093.13
2015-12-07,KR4106LC0001,코스닥150 F 201612,,,,,0,1109.5,0,1093.13
2015-12-07,KR4106M60000,코스닥150 F 201706,,,,,0,1113.4,0,1093.13
2015-12-07,KR4106MC0000,코스닥150 F 201712,,,,,0,1122.7,0,1093.13
2015-12-08,KR4106KC0002,코스닥150 F 201512,1092.7,1092.7,1063.3,1064.2,168,1064.2,504,1065.38
2015-12-08,KR4106L30005,코스닥150 F 201603,1090.9,1090.9,1060.0,1062.4,289,1062.4,158,1065.38
2015-12-08,KR4106L60002,코스닥150 F 201606,,,,,0,1067.9,0,1065.38
2015-12-08,KR4106L90009,코스닥150 F 201609,,,,,0,1072.3,0,1065.38
2015-12-08,KR4106LC0001,코스닥150 F 201612,,,,,0,1076.7,0,1065.38
2015-12-08,KR4106M60000,코스닥150 F 201706,,,,,0,1080.3,0,1065.38
2015-12-08,KR4106MC0000,코스닥150 F 201712,,,,,0,1089.4,0,1065.38
2015-12-09,KR4106KC0002,코스닥150 F 201512,1064.2,1065.0,1052.0,1062.3,111,1062.3,486,1059.22
2015-12-09,KR4106L30005,코스닥150 F 201603,1062.4,1064.7,1057.6,1057.6,361,1057.6,205,1059.22
2015-12-09,KR4106L60002,코스닥150 F 201606,,,,,0,1065.9,0,1059.22
2015-12-09,KR4106L90009,코스닥150 F 201609,,,,,0,1070.3,0,1059.22
2015-12-09,KR4106LC0001,코스닥150 F 201612,,,,,0,1074.6,0,1059.22
2015-12-09,KR4106M60000,코스닥150 F 201706,,,,,0,1078.2,0,1059.22
2015-12-09,KR4106MC0000,코스닥150 F 201712,,,,,0,1087.3,0,1059.22
2015-12-10,KR4106KC0002,코스닥150 F 201512,1062.3,1063.8,1042.0,1048.6,197,1048.6,0,1048.33
2015-12-10,KR4106L30005,코스닥150 F 201603,1057.6,1059.2,1035.1,1042.3,813,1042.3,319,1048.33
2015-12-10,KR4106L60002,코스닥150 F 201606,,,,,0,1046.6,0,1048.33
2015-12-10,KR4106L90009,코스닥150 F 201609,,,,,0,1050.9,0,1048.33
2015-12-10,KR4106LC0001,코스닥150 F 201612,,,,,0,1055.2,0,1048.33
2015-12-10,KR4106M60000,코스닥150 F 201706,,,,,0,1059.2,0,1048.33
2015-12-10,KR4106MC0000,코스닥150 F 201712,,,,,0,1068.1,0,1048.33
2015-12-11,KR4106L30005,코스닥150 F 201603,1043.1,1049.1,1024.6,1025.7,689,1025.7,451,1032.94
2015-12-11,KR4106L60002,코스닥150 F 201606,,,,,0,1030.0,0,1032.94
2015-12-11,KR4106L90009,코스닥150 F 201609,,,,,0,1034.2,0,1032.94
2015-12-11,KR4106LC0001,코스닥150 F 201612,,,,,0,1038.5,0,1032.94
2015-12-11,KR4106M60000,코스닥150 F 201706,,,,,0,1042.5,0,1032.94
2015-12-11,KR4106MC0000,코스닥150 F 201712,,,,,0,1051.3,0,1032.94
2015-12-11,KR4106NC0009,코스닥150 F 201812,,,,,0,1063.7,0,1032.94
2015-12-14,KR4106L30005,코스닥150 F 201603,1020.0,1020.0,990.1,990.2,835,990.2,637,998.08
2015-12-14,KR4106L60002,코스닥150 F 201606,,,,,0,994.4,0,998.08
2015-12-14,KR4106L90009,코스닥150 F 201609,,,,,0,998.5,0,998.08
2015-12-14,KR4106LC0001,코스닥150 F 201612,,,,,0,1002.6,0,998.08
2015-12-14,KR4106M60000,코스닥150 F 201706,,,,,0,1006.3,0,998.08
2015-12-14,KR4106MC0000,코스닥150 F 201712,,,,,0,1014.8,0,998.08
2015-12-14,KR4106NC0009,코스닥150 F 201812,,,,,0,1026.7,0,998.08
2015-12-15,KR4106L30005,코스닥150 F 201603,990.2,1000.5,988.3,1000.1,1555,1000.1,1725,1014.53
2015-12-15,KR4106L60002,코스닥150 F 201606,,,,,0,1004.3,0,1014.53
2015-12-15,KR4106L90009,코스닥150 F 201609,,,,,0,1008.5,0,1014.53
2015-12-15,KR4106LC0001,코스닥150 F 201612,,,,,0,1012.7,0,1014.53
2015-12-15,KR4106M60000,코스닥150 F 201706,,,,,0,1016.6,0,1014.53
2015-12-15,KR4106MC0000,코스닥150 F 201712,,,,,0,1025.2,0,1014.53
2015-12-15,KR4106NC0009,코스닥150 F 201812,,,,,0,1037.3,0,1014.53
2015-12-16,KR4106L30005,코스닥150 F 201603,1005.1,1020.0,1005.0,1005.6,18574,1005.6,19961,1025.14
2015-12-16,KR4106L60002,코스닥150 F 201606,,,,,0,1009.9,0,1025.14
2015-12-16,KR4106L90009,코스닥150 F 201609,,,,,0,1014.1,0,1025.14
2015-12-16,KR4106LC0001,코스닥150 F 201612,,,,,0,1018.3,0,1025.14
2015-12-16,KR4106M60000,코스닥150 F 201706,,,,,0,1022.3,0,1025.14
2015-12-16,KR4106MC0000,코스닥150 F 201712,,,,,0,1031.0,0,1025.14
2015-12-16,KR4106NC0009,코스닥150 F 201812,,,,,0,1043.3,0,1025.14
2015-12-17,KR4106L30005,코스닥150 F 201603,1006.2,1025.5,1006.2,1025.0,1324,1025.0,20229,1040.02
2015-12-17,KR4106L60002,코스닥150 F 201606,,,,,0,1029.3,0,1040.02
2015-12-17,KR4106L90009,코스닥150 F 201609,,,,,0,1033.6,0,1040.02
2015-12-17,KR4106LC0001,코스닥150 F 201612,,,,,0,1037.9,0,1040.02
2015-12-17,KR4106M60000,코스닥150 F 201706,,,,,0,1042.0,0,1040.02
2015-12-17,KR4106MC0000,코스닥150 F 201712,,,,,0,1050.8,0,1040.02
2015-12-17,KR4106NC0009,코스닥150 F 201812,,,,,0,1063.4,0,1040.02
2015-12-18,KR4106L30005,코스닥150 F 201603,1017.5,1044.5,1010.0,1043.7,2078,1043.7,20773,1057.22
2015-12-18,KR4106L60002,코스닥150 F 201606,,,,,0,1048.1,0,1057.22
2015-12-18,KR4106L90009,코스닥150 F 201609,,,,,0,1052.5,0,1057.22
2015-12-18,KR4106LC0001,코스닥150 F 201612,,,,,0,1056.8,0,1057.22
2015-12-18,KR4106M60000,코스닥150 F 201706,,,,,0,1061.1,0,1057.22
2015-12-18,KR4106MC0000,코스닥150 F 201712,,,,,0,1070.1,0,1057.22
2015-12-18,KR4106NC0009,코스닥150 F 201812,,,,,0,1082.9,0,1057.22
2015-12-21,KR4106L30005,코스닥150 F 201603,1043.7,1049.9,1042.2,1042.9,1095,1042.9,20933,1058.28
2015-12-21,KR4106L60002,코스닥150 F 201606,,,,,0,1047.3,0,1058.28
2015-12-21,KR4106L90009,코스닥150 F 201609,,,,,0,1051.7,0,1058.28
2015-12-21,KR4106LC0001,코스닥150 F 201612,,,,,0,1056.1,0,1058.28
2015-12-21,KR4106M60000,코스닥150 F 201706,,,,,0,1060.3,0,1058.28
2015-12-21,KR4106MC0000,코스닥150 F 201712,,,,,0,1069.3,0,1058.28
2015-12-21,KR4106NC0009,코스닥150 F 201812,,,,,0,1082.2,0,1058.28
2015-12-22,KR4106L30005,코스닥150 F 201603,1047.0,1047.0,1032.0,1033.8,1803,1033.8,20872,1050.68
2015-12-22,KR4106L60002,코스닥150 F 201606,,,,,0,1038.1,0,1050.68
2015-12-22,KR4106L90009,코스닥150 F 201609,,,,,0,1042.5,0,1050.68
2015-12-22,KR4106LC0001,코스닥150 F 201612,,,,,0,1046.8,0,1050.68
2015-12-22,KR4106M60000,코스닥150 F 201706,,,,,0,1051.0,0,1050.68
2015-12-22,KR4106MC0000,코스닥150 F 201712,,,,,0,1059.9,0,1050.68
2015-12-22,KR4106NC0009,코스닥150 F 201812,,,,,0,1072.6,0,1050.68
2015-12-23,KR4106L30005,코스닥150 F 201603,1036.0,1043.5,1030.1,1030.1,3410,1030.1,20865,1040.61
2015-12-23,KR4106L60002,코스닥150 F 201606,,,,,0,1034.4,0,1040.61
2015-12-23,KR4106L90009,코스닥150 F 201609,,,,,0,1038.7,0,1040.61
2015-12-23,KR4106LC0001,코스닥150 F 201612,,,,,0,1043.0,0,1040.61
2015-12-23,KR4106M60000,코스닥150 F 201706,,,,,0,1047.1,0,1040.61
2015-12-23,KR4106MC0000,코스닥150 F 201712,,,,,0,1056.0,0,1040.61
2015-12-23,KR4106NC0009,코스닥150 F 201812,,,,,0,1068.5,0,1040.61
2015-12-24,KR4106L30005,코스닥150 F 201603,1032.0,1035.0,1023.2,1023.3,2103,1023.3,20991,1032.02
2015-12-24,KR4106L60002,코스닥150 F 201606,,,,,0,1027.5,0,1032.02
2015-12-24,KR4106L90009,코스닥150 F 201609,,,,,0,1031.8,0,1032.02
2015-12-24,KR4106LC0001,코스닥150 F 201612,,,,,0,1036.0,0,1032.02
2015-12-24,KR4106M60000,코스닥150 F 201706,,,,,0,1040.1,0,1032.02
2015-12-24,KR4106MC0000,코스닥150 F 201712,,,,,0,1048.8,0,1032.02
2015-12-24,KR4106NC0009,코스닥150 F 201812,,,,,0,1061.3,0,1032.02
2015-12-28,KR4106L30005,코스닥150 F 201603,1023.0,1031.9,1019.9,1023.3,2679,1023.3,21522,1028.05
2015-12-28,KR4106L60002,코스닥150 F 201606,,,,,0,1027.5,0,1028.05
2015-12-28,KR4106L90009,코스닥150 F 201609,,,,,0,1031.8,0,1028.05
2015-12-28,KR4106LC0001,코스닥150 F 201612,,,,,0,1036.0,0,1028.05
2015-12-28,KR4106M60000,코스닥150 F 201706,,,,,0,1040.0,0,1028.05
2015-12-28,KR4106MC0000,코스닥150 F 201712,,,,,0,1048.8,0,1028.05
2015-12-28,KR4106NC0009,코스닥150 F 201812,,,,,0,1061.1,0,1028.05
2015-12-29,KR4106L30005,코스닥150 F 201603,1030.0,1080.1,1024.0,1080.1,3120,1080.1,22682,1081.19
2015-12-29,KR4106L60002,코스닥150 F 201606,,,,,0,1084.6,0,1081.19
2015-12-29,KR4106L90009,코스닥150 F 201609,,,,,0,1089.0,0,1081.19
2015-12-29,KR4106LC0001,코스닥150 F 201612,,,,,0,1093.5,0,1081.19
2015-12-29,KR4106M60000,코스닥150 F 201706,,,,,0,1098.0,0,1081.19
2015-12-29,KR4106MC0000,코스닥150 F 201712,,,,,0,1107.2,0,1081.19
2015-12-29,KR4106NC0009,코스닥150 F 201812,,,,,0,1120.5,0,1081.19
2015-12-30,KR4106L30005,코스닥150 F 201603,1083.0,1091.3,1078.0,1089.5,2038,1089.5,23116,1095.46
2015-12-30,KR4106L60002,코스닥150 F 201606,,,,,0,1094.1,0,1095.46
2015-12-30,KR4106L90009,코스닥150 F 201609,,,,,0,1098.6,0,1095.46
2015-12-30,KR4106LC0001,코스닥150 F 201612,,,,,0,1103.1,0,1095.46
2015-12-30,KR4106M60000,코스닥150 F 201706,,,,,0,1107.8,0,1095.46
2015-12-30,KR4106MC0000,코스닥150 F 201712,,,,,0,1117.1,0,1095.46
2015-12-30,KR4106NC0009,코스닥150 F 201812,,,,,0,1130.7,0,1095.46
2016-01-04,KR4106L30005,코스닥150 F 201603,1090.0,1097.9,1002.6,1064.7,2474,1064.7,22677,1088.23
2016-01-04,KR4106L60002,코스닥150 F 201606,,,,,0,1069.2,0,1088.23
2016-01-04,KR4106L90009,코스닥150 F 201609,,,,,0,1073.8,0,1088.23
2016-01-04,KR4106LC0001,코스닥150 F 201612,,,,,0,1078.2,0,1088.23
2016-01-04,KR4106M60000,코스닥150 F 201706,,,,,0,1082.8,0,1088.23
2016-01-04,KR4106MC0000,코스닥150 F 201712,,,,,0,1092.1,0,1088.23
2016-01-04,KR4106NC0009,코스닥150 F 201812,,,,,0,1105.5,0,1088.23
2016-01-05,KR4106L30005,코스닥150 F 201603,1064.7,1084.7,1052.9,1081.2,5953,1081.2,19857,1099.12
2016-01-05,KR4106L60002,코스닥150 F 201606,,,,,0,1085.8,0,1099.12
2016-01-05,KR4106L90009,코스닥150 F 201609,,,,,0,1090.3,0,1099.12
2016-01-05,KR4106LC0001,코스닥150 F 201612,,,,,0,1094.9,0,1099.12
2016-01-05,KR4106M60000,코스닥150 F 201706,,,,,0,1099.5,0,1099.12
2016-01-05,KR4106MC0000,코스닥150 F 201712,,,,,0,1108.9,0,1099.12
2016-01-05,KR4106NC0009,코스닥150 F 201812,,,,,0,1122.5,0,1099.12
2016-01-06,KR4106L30005,코스닥150 F 201603,1083.8,1092.4,1072.1,1090.6,3967,1090.6,18707,1110.01
2016-01-06,KR4106L60002,코스닥150 F 201606,,,,,0,1095.2,0,1110.01
2016-01-06,KR4106L90009,코스닥150 F 201609,,,,,0,1099.8,0,1110.01
2016-01-06,KR4106LC0001,코스닥150 F 201612,,,,,0,1104.4,0,1110.01
2016-01-06,KR4106M60000,코스닥150 F 201706,,,,,0,1109.1,0,1110.01
2016-01-06,KR4106MC0000,코스닥150 F 201712,,,,,0,1118.6,0,1110.01
2016-01-06,KR4106NC0009,코스닥150 F 201812,,,,,0,1132.4,0,1110.01
2016-01-07,KR4106L30005,코스닥150 F 201603,1090.6,1094.7,1069.5,1076.8,4087,1076.8,16590,1099.01
2016-01-07,KR4106L60002,코스닥150 F 201606,,,,,0,1081.4,0,1099.01
2016-01-07,KR4106L90009,코스닥150 F 201609,,,,,0,1085.9,0,1099.01
2016-01-07,KR4106LC0001,코스닥150 F 201612,,,,,0,1090.4,0,1099.01
2016-01-07,KR4106M60000,코스닥150 F 201706,,,,,0,1095.1,0,1099.01
2016-01-07,KR4106MC0000,코스닥150 F 201712,,,,,0,1104.5,0,1099.01
2016-01-07,KR4106NC0009,코스닥150 F 201812,,,,,0,1118.1,0,1099.01
2016-01-08,KR4106L30005,코스닥150 F 201603,1057.1,1089.4,1055.7,1087.0,5667,1087.0,13913,1110.38
2016-01-08,KR4106L60002,코스닥150 F 201606,,,,,0,1091.7,0,1110.38
2016-01-08,KR4106L90009,코스닥150 F 201609,,,,,0,1096.3,0,1110.38
2016-01-08,KR4106LC0001,코스닥150 F 201612,,,,,0,1100.8,0,1110.38
2016-01-08,KR4106M60000,코스닥150 F 201706,,,,,0,1105.6,0,1110.38
2016-01-08,KR4106MC0000,코스닥150 F 201712,,,,,0,1115.1,0,1110.38
2016-01-08,KR4106NC0009,코스닥150 F 201812,,,,,0,1128.9,0,1110.38
2016-01-11,KR4106L30005,코스닥150 F 201603,1082.0,1090.1,1062.9,1065.0,1977,1102.1,14026,1099.14
2016-01-11,KR4106L60002,코스닥150 F 201606,,,,,0,1106.7,0,1099.14
2016-01-11,KR4106L90009,코스닥150 F 201609,,,,,0,1111.2,0,1099.14
2016-01-11,KR4106LC0001,코스닥150 F 201612,,,,,0,1115.8,0,1099.14
2016-01-11,KR4106M60000,코스닥150 F 201706,,,,,0,1120.4,0,1099.14
2016-01-11,KR4106MC0000,코스닥150 F 201712,,,,,0,1129.8,0,1099.14
2016-01-11,KR4106NC0009,코스닥150 F 201812,,,,,0,1143.4,0,1099.14
2016-01-12,KR4106L30005,코스닥150 F 201603,1069.6,1085.0,1056.3,1056.3,2096,1056.3,14142,1089.9
2016-01-12,KR4106L60002,코스닥150 F 201606,,,,,0,1097.3,0,1089.9
2016-01-12,KR4106L90009,코스닥150 F 201609,,,,,0,1101.8,0,1089.9
2016-01-12,KR4106LC0001,코스닥150 F 201612,,,,,0,1106.3,0,1089.9
2016-01-12,KR4106M60000,코스닥150 F 201706,,,,,0,1110.9,0,1089.9
2016-01-12,KR4106MC0000,코스닥150 F 201712,,,,,0,1120.2,0,1089.9
2016-01-12,KR4106NC0009,코스닥150 F 201812,,,,,0,1133.7,0,1089.9
2016-01-13,KR4106L30005,코스닥150 F 201603,1065.1,1084.2,1064.3,1081.2,3678,1081.2,12657,1120.33
2016-01-13,KR4106L60002,코스닥150 F 201606,,,,,0,1127.9,0,1120.33
2016-01-13,KR4106L90009,코스닥150 F 201609,,,,,0,1132.6,0,1120.33
2016-01-13,KR4106LC0001,코스닥150 F 201612,,,,,0,1137.2,0,1120.33
2016-01-13,KR4106M60000,코스닥150 F 201706,,,,,0,1142.0,0,1120.33
2016-01-13,KR4106MC0000,코스닥150 F 201712,,,,,0,1151.6,0,1120.33
2016-01-13,KR4106NC0009,코스닥150 F 201812,,,,,0,1165.6,0,1120.33
2016-01-14,KR4106L30005,코스닥150 F 201603,1065.0,1078.7,1060.0,1075.0,4640,1075.0,10052,1114.79
2016-01-14,KR4106L60002,코스닥150 F 201606,,,,,0,1122.3,0,1114.79
2016-01-14,KR4106L90009,코스닥150 F 201609,,,,,0,1126.9,0,1114.79
2016-01-14,KR4106LC0001,코스닥150 F 201612,,,,,0,1131.5,0,1114.79
2016-01-14,KR4106M60000,코스닥150 F 201706,,,,,0,1136.3,0,1114.79
2016-01-14,KR4106MC0000,코스닥150 F 201712,,,,,0,1145.8,0,1114.79
2016-01-14,KR4106NC0009,코스닥150 F 201812,,,,,0,1159.7,0,1114.79
2016-01-15,KR4106L30005,코스닥150 F 201603,1080.0,1092.9,1066.2,1070.0,2496,1070.0,10211,1098.25
2016-01-15,KR4106L60002,코스닥150 F 201606,,,,,0,1105.6,0,1098.25
2016-01-15,KR4106L90009,코스닥150 F 201609,,,,,0,1110.1,0,1098.25
2016-01-15,KR4106LC0001,코스닥150 F 201612,,,,,0,1114.7,0,1098.25
2016-01-15,KR4106M60000,코스닥150 F 201706,,,,,0,1119.3,0,1098.25
2016-01-15,KR4106MC0000,코스닥150 F 201712,,,,,0,1128.7,0,1098.25
2016-01-15,KR4106NC0009,코스닥150 F 201812,,,,,0,1142.3,0,1098.25
2016-01-18,KR4106L30005,코스닥150 F 201603,1059.8,1083.0,1059.8,1076.9,2732,1076.9,10104,1126.97
2016-01-18,KR4106L60002,코스닥150 F 201606,,,,,0,1081.5,0,1126.97
2016-01-18,KR4106L90009,코스닥150 F 201609,,,,,0,1086.2,0,1126.97
2016-01-18,KR4106LC0001,코스닥150 F 201612,,,,,0,1090.9,0,1126.97
2016-01-18,KR4106M60000,코스닥150 F 201706,,,,,0,1095.7,0,1126.97
2016-01-18,KR4106MC0000,코스닥150 F 201712,,,,,0,1105.4,0,1126.97
2016-01-18,KR4106NC0009,코스닥150 F 201812,,,,,0,1119.5,0,1126.97
2016-01-19,KR4106L30005,코스닥150 F 201603,1072.7,1081.4,1069.6,1077.5,1730,1077.5,10365,1126.27
2016-01-19,KR4106L60002,코스닥150 F 201606,,,,,0,1082.2,0,1126.27
2016-01-19,KR4106L90009,코스닥150 F 201609,,,,,0,1086.9,0,1126.27
2016-01-19,KR4106LC0001,코스닥150 F 201612,,,,,0,1091.5,0,1126.27
2016-01-19,KR4106M60000,코스닥150 F 201706,,,,,0,1096.4,0,1126.27
2016-01-19,KR4106MC0000,코스닥150 F 201712,,,,,0,1106.0,0,1126.27
2016-01-19,KR4106NC0009,코스닥150 F 201812,,,,,0,1120.1,0,1126.27
2016-01-20,KR4106L30005,코스닥150 F 201603,1082.0,1082.0,1047.0,1067.0,1594,1067.0,10177,1114.61
2016-01-20,KR4106L60002,코스닥150 F 201606,,,,,0,1071.6,0,1114.61
2016-01-20,KR4106L90009,코스닥150 F 201609,,,,,0,1076.2,0,1114.61
2016-01-20,KR4106LC0001,코스닥150 F 201612,,,,,0,1080.8,0,1114.61
2016-01-20,KR4106M60000,코스닥150 F 201706,,,,,0,1085.6,0,1114.61
2016-01-20,KR4106MC0000,코스닥150 F 201712,,,,,0,1095.1,0,1114.61
2016-01-20,KR4106NC0009,코스닥150 F 201812,,,,,0,1109.0,0,1114.61
2016-01-21,KR4106L30005,코스닥150 F 201603,1072.0,1082.0,1053.4,1070.6,1791,1070.6,10098,1110.15
2016-01-21,KR4106L60002,코스닥150 F 201606,,,,,0,1075.3,0,1110.15
2016-01-21,KR4106L90009,코스닥150 F 201609,,,,,0,1079.9,0,1110.15
2016-01-21,KR4106LC0001,코스닥150 F 201612,,,,,0,1084.4,0,1110.15
2016-01-21,KR4106M60000,코스닥150 F 201706,,,,,0,1089.2,0,1110.15
2016-01-21,KR4106MC0000,코스닥150 F 201712,,,,,0,1098.7,0,1110.15
2016-01-21,KR4106NC0009,코스닥150 F 201812,,,,,0,1112.5,0,1110.15
2016-01-22,KR4106L30005,코스닥150 F 201603,1080.5,1080.5,1066.5,1078.0,1177,1078.0,10195,1115.34
2016-01-22,KR4106L60002,코스닥150 F 201606,,,,,0,1082.6,0,1115.34
2016-01-22,KR4106L90009,코스닥150 F 201609,,,,,0,1087.3,0,1115.34
2016-01-22,KR4106LC0001,코스닥150 F 201612,,,,,0,1091.9,0,1115.34
2016-01-22,KR4106M60000,코스닥150 F 201706,,,,,0,1096.6,0,1115.34
2016-01-22,KR4106MC0000,코스닥150 F 201712,,,,,0,1106.2,0,1115.34
2016-01-22,KR4106NC0009,코스닥150 F 201812,,,,,0,1120.1,0,1115.34
