종목,월,방향,손절선(%),손절적용,구간,신호,제외,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 코스닥150,4,위,-9.0,가능,최근 10년,10,0,-16.96,-1.7,20.0,0.86,53.76,8,3.86,-7.77,2.94,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150,4,위,-9.0,가능,최근 5년,5,0,-1.34,-0.27,40.0,1.164,46.2,3,3.86,-2.51,2.66,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150,4,위,-10.0,가능,전체,11,0,-18.63,-1.69,18.18,0.898,52.67,9,3.86,-7.77,2.79,0,0,7.0,예,2016-04-20,2026-04-20
KODEX 코스닥150,4,위,-10.0,가능,앞 절반,5,0,-9.52,-1.9,0.0,0.0,100.0,5,-0.8,-2.86,0.75,0,0,6.6,아니오,2016-04-20,2020-04-20
KODEX 코스닥150,4,위,-10.0,가능,뒤 절반,6,0,-9.11,-1.52,33.33,0.676,59.68,4,3.86,-7.77,3.88,0,0,7.33,아니오,2021-04-20,2026-04-20
KODEX 코스닥150,4,위,-10.0,가능,최근 10년,10,0,-16.96,-1.7,20.0,0.86,53.76,8,3.86,-7.77,2.94,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150,4,위,-10.0,가능,최근 5년,5,0,-1.34,-0.27,40.0,1.164,46.2,3,3.86,-2.51,2.66,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150,4,위,무손절,가능,전체,11,0,-18.63,-1.69,18.18,0.898,52.67,9,3.86,-7.77,2.79,0,0,7.0,예,2016-04-20,2026-04-20
KODEX 코스닥150,4,위,무손절,가능,앞 절반,5,0,-9.52,-1.9,0.0,0.0,100.0,5,-0.8,-2.86,0.75,0,0,6.6,아니오,2016-04-20,2020-04-20
KODEX 코스닥150,4,위,무손절,가능,뒤 절반,6,0,-9.11,-1.52,33.33,0.676,59.68,4,3.86,-7.77,3.88,0,0,7.33,아니오,2021-04-20,2026-04-20
KODEX 코스닥150,4,위,무손절,가능,최근 10년,10,0,-16.96,-1.7,20.0,0.86,53.76,8,3.86,-7.77,2.94,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150,4,위,무손절,가능,최근 5년,5,0,-1.34,-0.27,40.0,1.164,46.2,3,3.86,-2.51,2.66,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150,5,아래,-3.0,가능,전체,11,0,-15.98,-1.45,18.18,0.593,62.79,9,1.42,-3.0,1.66,0,4,6.09,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,아래,-3.0,가능,앞 절반,5,0,-6.67,-1.33,20.0,0.701,58.79,4,1.42,-3.0,1.8,0,1,7.4,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,아래,-3.0,가능,뒤 절반,6,0,-9.31,-1.55,16.67,0.488,67.22,5,1.01,-3.0,1.7,0,3,5.0,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,아래,-3.0,가능,최근 10년,10,0,-13.42,-1.34,20.0,0.612,62.04,8,1.42,-3.0,1.71,0,4,6.0,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,아래,-3.0,가능,최근 5년,5,0,-8.84,-1.77,20.0,0.409,70.99,4,1.01,-3.0,1.81,0,3,4.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,아래,-4.0,가능,전체,11,0,-17.52,-1.59,18.18,0.547,64.66,9,1.42,-4.0,1.87,0,2,6.91,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,아래,-4.0,가능,앞 절반,5,0,-5.94,-1.19,20.0,0.771,56.48,4,1.42,-2.56,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,아래,-4.0,가능,뒤 절반,6,0,-11.59,-1.93,16.67,0.399,71.46,5,1.01,-4.0,2.11,0,2,6.17,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,아래,-4.0,가능,최근 10년,10,0,-14.97,-1.5,20.0,0.557,64.21,8,1.42,-4.0,1.94,0,2,6.9,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,아래,-4.0,가능,최근 5년,5,0,-11.12,-2.22,20.0,0.332,75.09,4,1.01,-4.0,2.22,0,2,6.0,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,아래,-5.0,가능,전체,11,0,-19.52,-1.77,18.18,0.497,66.81,9,1.42,-5.0,2.15,0,2,7.09,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,아래,-5.0,가능,앞 절반,5,0,-5.94,-1.19,20.0,0.771,56.48,4,1.42,-2.56,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,아래,-5.0,가능,뒤 절반,6,0,-13.59,-2.26,16.67,0.345,74.37,5,1.01,-5.0,2.53,0,2,6.5,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,아래,-5.0,가능,최근 10년,10,0,-16.97,-1.7,20.0,0.5,66.68,8,1.42,-5.0,2.25,0,2,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,아래,-5.0,가능,최근 5년,5,0,-13.12,-2.62,20.0,0.285,77.83,4,1.01,-5.0,2.65,0,2,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,아래,-6.0,가능,전체,11,0,-19.91,-1.81,18.18,0.488,67.19,9,1.42,-6.0,2.23,0,1,7.09,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,아래,-6.0,가능,앞 절반,5,0,-5.94,-1.19,20.0,0.771,56.48,4,1.42,-2.56,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,아래,-6.0,가능,뒤 절반,6,0,-13.97,-2.33,16.67,0.336,74.86,5,1.01,-6.0,2.66,0,1,6.5,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,아래,-6.0,가능,최근 10년,10,0,-17.35,-1.74,20.0,0.49,67.11,8,1.42,-6.0,2.34,0,1,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,아래,-6.0,가능,최근 5년,5,0,-13.51,-2.7,20.0,0.277,78.29,4,1.01,-6.0,2.79,0,1,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,아래,-7.0,가능,전체,11,0,-20.91,-1.9,18.18,0.467,68.15,9,1.42,-7.0,2.43,0,1,7.09,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,아래,-7.0,가능,앞 절반,5,0,-5.94,-1.19,20.0,0.771,56.48,4,1.42,-2.56,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,아래,-7.0,가능,뒤 절반,6,0,-14.97,-2.5,16.67,0.315,76.06,5,1.01,-7.0,2.95,0,1,6.5,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,아래,-7.0,가능,최근 10년,10,0,-18.35,-1.84,20.0,0.467,68.19,8,1.42,-7.0,2.55,0,1,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,아래,-7.0,가능,최근 5년,5,0,-14.51,-2.9,20.0,0.259,79.4,4,1.01,-7.0,3.11,0,1,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,아래,-8.0,가능,전체,11,0,-21.91,-1.99,18.18,0.448,69.06,9,1.42,-8.0,2.65,0,1,7.18,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,아래,-8.0,가능,앞 절반,5,0,-5.94,-1.19,20.0,0.771,56.48,4,1.42,-2.56,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,아래,-8.0,가능,뒤 절반,6,0,-15.97,-2.66,16.67,0.296,77.15,5,1.01,-8.0,3.27,0,1,6.67,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,아래,-8.0,가능,최근 10년,10,0,-19.35,-1.94,20.0,0.445,69.2,8,1.42,-8.0,2.79,0,1,7.2,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,아래,-8.0,가능,최근 5년,5,0,-15.51,-3.1,20.0,0.244,80.41,4,1.01,-8.0,3.45,0,1,6.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,아래,-9.0,가능,전체,11,0,-22.91,-2.08,18.18,0.43,69.91,9,1.42,-9.0,2.89,0,1,7.18,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,아래,-9.0,가능,앞 절반,5,0,-5.94,-1.19,20.0,0.771,56.48,4,1.42,-2.56,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,아래,-9.0,가능,뒤 절반,6,0,-16.97,-2.83,16.67,0.28,78.14,5,1.01,-9.0,3.6,0,1,6.67,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,아래,-9.0,가능,최근 10년,10,0,-20.35,-2.04,20.0,0.426,70.15,8,1.42,-9.0,3.04,0,1,7.2,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,아래,-9.0,가능,최근 5년,5,0,-16.51,-3.3,20.0,0.23,81.32,4,1.01,-9.0,3.82,0,1,6.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,아래,-10.0,가능,전체,11,0,-23.91,-2.17,18.18,0.414,70.72,9,1.42,-10.0,3.13,0,1,7.18,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,아래,-10.0,가능,앞 절반,5,0,-5.94,-1.19,20.0,0.771,56.48,4,1.42,-2.56,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,아래,-10.0,가능,뒤 절반,6,0,-17.97,-3.0,16.67,0.265,79.05,5,1.01,-10.0,3.95,0,1,6.67,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,아래,-10.0,가능,최근 10년,10,0,-21.35,-2.14,20.0,0.408,71.04,8,1.42,-10.0,3.3,0,1,7.2,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,아래,-10.0,가능,최근 5년,5,0,-17.51,-3.5,20.0,0.217,82.14,4,1.01,-10.0,4.2,0,1,6.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,아래,무손절,가능,전체,11,0,-20.39,-1.85,18.18,0.478,67.66,9,1.42,-6.48,2.33,0,0,7.55,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,아래,무손절,가능,앞 절반,5,0,-5.94,-1.19,20.0,0.771,56.48,4,1.42,-2.56,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,아래,무손절,가능,뒤 절반,6,0,-14.45,-2.41,16.67,0.325,75.45,5,1.01,-6.48,2.8,0,0,7.33,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,아래,무손절,가능,최근 10년,10,0,-17.83,-1.78,20.0,0.478,67.64,8,1.42,-6.48,2.44,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,아래,무손절,가능,최근 5년,5,0,-13.99,-2.8,20.0,0.268,78.84,4,1.01,-6.48,2.94,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,위,-3.0,가능,전체,11,0,18.81,1.71,81.82,1.265,44.14,2,6.48,-3.0,2.58,0,1,7.18,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,위,-3.0,가능,앞 절반,5,0,4.35,0.87,80.0,0.613,62.0,1,2.56,-3.0,2.3,0,1,7.0,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,위,-3.0,가능,뒤 절반,6,0,14.45,2.41,83.33,3.074,24.55,1,6.48,-1.01,2.8,0,0,7.33,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,위,-3.0,가능,최근 10년,10,0,16.25,1.62,80.0,1.264,44.17,2,6.48,-3.0,2.71,0,1,7.2,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,위,-3.0,가능,최근 5년,5,0,13.99,2.8,80.0,3.726,21.16,1,6.48,-1.01,2.94,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,위,-4.0,가능,전체,11,0,20.39,1.85,81.82,2.092,32.34,2,6.48,-1.42,2.33,0,0,7.55,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,위,-4.0,가능,앞 절반,5,0,5.94,1.19,80.0,1.298,43.52,1,2.56,-1.42,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,위,-4.0,가능,뒤 절반,6,0,14.45,2.41,83.33,3.074,24.55,1,6.48,-1.01,2.8,0,0,7.33,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,위,-4.0,가능,최근 10년,10,0,17.83,1.78,80.0,2.09,32.36,2,6.48,-1.42,2.44,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,위,-4.0,가능,최근 5년,5,0,13.99,2.8,80.0,3.726,21.16,1,6.48,-1.01,2.94,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,위,-5.0,가능,전체,11,0,20.39,1.85,81.82,2.092,32.34,2,6.48,-1.42,2.33,0,0,7.55,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,위,-5.0,가능,앞 절반,5,0,5.94,1.19,80.0,1.298,43.52,1,2.56,-1.42,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,위,-5.0,가능,뒤 절반,6,0,14.45,2.41,83.33,3.074,24.55,1,6.48,-1.01,2.8,0,0,7.33,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,위,-5.0,가능,최근 10년,10,0,17.83,1.78,80.0,2.09,32.36,2,6.48,-1.42,2.44,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,위,-5.0,가능,최근 5년,5,0,13.99,2.8,80.0,3.726,21.16,1,6.48,-1.01,2.94,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,위,-6.0,가능,전체,11,0,20.39,1.85,81.82,2.092,32.34,2,6.48,-1.42,2.33,0,0,7.55,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,위,-6.0,가능,앞 절반,5,0,5.94,1.19,80.0,1.298,43.52,1,2.56,-1.42,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,위,-6.0,가능,뒤 절반,6,0,14.45,2.41,83.33,3.074,24.55,1,6.48,-1.01,2.8,0,0,7.33,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,위,-6.0,가능,최근 10년,10,0,17.83,1.78,80.0,2.09,32.36,2,6.48,-1.42,2.44,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,위,-6.0,가능,최근 5년,5,0,13.99,2.8,80.0,3.726,21.16,1,6.48,-1.01,2.94,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,위,-7.0,가능,전체,11,0,20.39,1.85,81.82,2.092,32.34,2,6.48,-1.42,2.33,0,0,7.55,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,위,-7.0,가능,앞 절반,5,0,5.94,1.19,80.0,1.298,43.52,1,2.56,-1.42,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,위,-7.0,가능,뒤 절반,6,0,14.45,2.41,83.33,3.074,24.55,1,6.48,-1.01,2.8,0,0,7.33,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,위,-7.0,가능,최근 10년,10,0,17.83,1.78,80.0,2.09,32.36,2,6.48,-1.42,2.44,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,위,-7.0,가능,최근 5년,5,0,13.99,2.8,80.0,3.726,21.16,1,6.48,-1.01,2.94,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,위,-8.0,가능,전체,11,0,20.39,1.85,81.82,2.092,32.34,2,6.48,-1.42,2.33,0,0,7.55,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,위,-8.0,가능,앞 절반,5,0,5.94,1.19,80.0,1.298,43.52,1,2.56,-1.42,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,위,-8.0,가능,뒤 절반,6,0,14.45,2.41,83.33,3.074,24.55,1,6.48,-1.01,2.8,0,0,7.33,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,위,-8.0,가능,최근 10년,10,0,17.83,1.78,80.0,2.09,32.36,2,6.48,-1.42,2.44,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,위,-8.0,가능,최근 5년,5,0,13.99,2.8,80.0,3.726,21.16,1,6.48,-1.01,2.94,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,위,-9.0,가능,전체,11,0,20.39,1.85,81.82,2.092,32.34,2,6.48,-1.42,2.33,0,0,7.55,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,위,-9.0,가능,앞 절반,5,0,5.94,1.19,80.0,1.298,43.52,1,2.56,-1.42,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,위,-9.0,가능,뒤 절반,6,0,14.45,2.41,83.33,3.074,24.55,1,6.48,-1.01,2.8,0,0,7.33,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,위,-9.0,가능,최근 10년,10,0,17.83,1.78,80.0,2.09,32.36,2,6.48,-1.42,2.44,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,위,-9.0,가능,최근 5년,5,0,13.99,2.8,80.0,3.726,21.16,1,6.48,-1.01,2.94,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,위,-10.0,가능,전체,11,0,20.39,1.85,81.82,2.092,32.34,2,6.48,-1.42,2.33,0,0,7.55,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,위,-10.0,가능,앞 절반,5,0,5.94,1.19,80.0,1.298,43.52,1,2.56,-1.42,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,위,-10.0,가능,뒤 절반,6,0,14.45,2.41,83.33,3.074,24.55,1,6.48,-1.01,2.8,0,0,7.33,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,위,-10.0,가능,최근 10년,10,0,17.83,1.78,80.0,2.09,32.36,2,6.48,-1.42,2.44,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,위,-10.0,가능,최근 5년,5,0,13.99,2.8,80.0,3.726,21.16,1,6.48,-1.01,2.94,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,5,위,무손절,가능,전체,11,0,20.39,1.85,81.82,2.092,32.34,2,6.48,-1.42,2.33,0,0,7.55,예,2016-05-20,2026-05-20
KODEX 코스닥150,5,위,무손절,가능,앞 절반,5,0,5.94,1.19,80.0,1.298,43.52,1,2.56,-1.42,1.66,0,0,7.8,아니오,2016-05-20,2020-05-20
KODEX 코스닥150,5,위,무손절,가능,뒤 절반,6,0,14.45,2.41,83.33,3.074,24.55,1,6.48,-1.01,2.8,0,0,7.33,아니오,2021-05-20,2026-05-20
KODEX 코스닥150,5,위,무손절,가능,최근 10년,10,0,17.83,1.78,80.0,2.09,32.36,2,6.48,-1.42,2.44,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150,5,위,무손절,가능,최근 5년,5,0,13.99,2.8,80.0,3.726,21.16,1,6.48,-1.01,2.94,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150,6,아래,-3.0,가능,전체,11,0,13.17,1.2,72.73,1.106,47.49,3,7.77,-3.0,3.06,0,2,6.18,예,2016-06-20,2026-06-19
KODEX 코스닥150,6,아래,-3.0,가능,앞 절반,5,0,8.22,1.64,80.0,0.935,51.68,1,7.77,-3.0,3.93,0,1,6.2,아니오,2016-06-20,2020-06-19
KODEX 코스닥150,6,아래,-3.0,가능,뒤 절반,6,0,4.95,0.83,66.67,1.159,46.33,2,4.12,-3.0,2.46,0,1,6.17,아니오,2021-06-18,2026-06-19
KODEX 코스닥150,6,아래,-3.0,가능,최근 10년,10,0,12.31,1.23,70.0,1.209,45.28,3,7.77,-3.0,3.22,0,2,6.0,예,2017-06-20,2026-06-19
KODEX 코스닥150,6,아래,-3.0,가능,최근 5년,5,0,5.71,1.14,80.0,0.726,57.93,1,4.12,-3.0,2.6,0,1,5.8,아니오,2022-06-20,2026-06-19
KODEX 코스닥150,6,아래,-4.0,가능,전체,11,0,17.53,1.59,81.82,1.04,49.01,2,7.77,-4.0,2.92,0,1,6.82,예,2016-06-20,2026-06-19
KODEX 코스닥150,6,아래,-4.0,가능,앞 절반,5,0,7.22,1.44,80.0,0.701,58.79,1,7.77,-4.0,4.24,0,1,6.4,아니오,2016-06-20,2020-06-19
KODEX 코스닥150,6,아래,-4.0,가능,뒤 절반,6,0,10.31,1.72,83.33,2.912,25.56,1,4.12,-0.76,1.62,0,0,7.17,아니오,2021-06-18,2026-06-19
KODEX 코스닥150,6,아래,-4.0,가능,최근 10년,10,0,16.66,1.67,80.0,1.125,47.06,2,7.77,-4.0,3.06,0,1,6.7,예,2017-06-20,2026-06-19
KODEX 코스닥150,6,아래,-4.0,가능,최근 5년,5,0,11.07,2.21,100.0,,,0,4.12,1.13,1.2,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150,6,아래,-5.0,가능,전체,11,0,21.36,1.94,81.82,5.31,15.85,2,7.77,-0.76,2.36,0,0,7.18,예,2016-06-20,2026-06-19
KODEX 코스닥150,6,아래,-5.0,가능,앞 절반,5,0,11.05,2.21,80.0,16.273,5.79,1,7.77,-0.17,3.23,0,0,7.2,아니오,2016-06-20,2020-06-19
KODEX 코스닥150,6,아래,-5.0,가능,뒤 절반,6,0,10.31,1.72,83.33,2.912,25.56,1,4.12,-0.76,1.62,0,0,7.17,아니오,2021-06-18,2026-06-19
KODEX 코스닥150,6,아래,-5.0,가능,최근 10년,10,0,20.49,2.05,80.0,5.742,14.83,2,7.77,-0.76,2.46,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150,6,아래,-5.0,가능,최근 5년,5,0,11.07,2.21,100.0,,,0,4.12,1.13,1.2,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150,6,아래,-6.0,가능,전체,11,0,21.36,1.94,81.82,5.31,15.85,2,7.77,-0.76,2.36,0,0,7.18,예,2016-06-20,2026-06-19
KODEX 코스닥150,6,아래,-6.0,가능,앞 절반,5,0,11.05,2.21,80.0,16.273,5.79,1,7.77,-0.17,3.23,0,0,7.2,아니오,2016-06-20,2020-06-19
KODEX 코스닥150,6,아래,-6.0,가능,뒤 절반,6,0,10.31,1.72,83.33,2.912,25.56,1,4.12,-0.76,1.62,0,0,7.17,아니오,2021-06-18,2026-06-19
KODEX 코스닥150,6,아래,-6.0,가능,최근 10년,10,0,20.49,2.05,80.0,5.742,14.83,2,7.77,-0.76,2.46,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150,6,아래,-6.0,가능,최근 5년,5,0,11.07,2.21,100.0,,,0,4.12,1.13,1.2,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150,6,아래,-7.0,가능,전체,11,0,21.36,1.94,81.82,5.31,15.85,2,7.77,-0.76,2.36,0,0,7.18,예,2016-06-20,2026-06-19
KODEX 코스닥150,6,아래,-7.0,가능,앞 절반,5,0,11.05,2.21,80.0,16.273,5.79,1,7.77,-0.17,3.23,0,0,7.2,아니오,2016-06-20,2020-06-19
KODEX 코스닥150,6,아래,-7.0,가능,뒤 절반,6,0,10.31,1.72,83.33,2.912,25.56,1,4.12,-0.76,1.62,0,0,7.17,아니오,2021-06-18,2026-06-19
KODEX 코스닥150,6,아래,-7.0,가능,최근 10년,10,0,20.49,2.05,80.0,5.742,14.83,2,7.77,-0.76,2.46,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150,6,아래,-7.0,가능,최근 5년,5,0,11.07,2.21,100.0,,,0,4.12,1.13,1.2,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150,6,아래,-8.0,가능,전체,11,0,21.36,1.94,81.82,5.31,15.85,2,7.77,-0.76,2.36,0,0,7.18,예,2016-06-20,2026-06-19
KODEX 코스닥150,6,아래,-8.0,가능,앞 절반,5,0,11.05,2.21,80.0,16.273,5.79,1,7.77,-0.17,3.23,0,0,7.2,아니오,2016-06-20,2020-06-19
KODEX 코스닥150,6,아래,-8.0,가능,뒤 절반,6,0,10.31,1.72,83.33,2.912,25.56,1,4.12,-0.76,1.62,0,0,7.17,아니오,2021-06-18,2026-06-19
KODEX 코스닥150,6,아래,-8.0,가능,최근 10년,10,0,20.49,2.05,80.0,5.742,14.83,2,7.77,-0.76,2.46,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150,6,아래,-8.0,가능,최근 5년,5,0,11.07,2.21,100.0,,,0,4.12,1.13,1.2,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150,6,아래,-9.0,가능,전체,11,0,21.36,1.94,81.82,5.31,15.85,2,7.77,-0.76,2.36,0,0,7.18,예,2016-06-20,2026-06-19
KODEX 코스닥150,6,아래,-9.0,가능,앞 절반,5,0,11.05,2.21,80.0,16.273,5.79,1,7.77,-0.17,3.23,0,0,7.2,아니오,2016-06-20,2020-06-19
KODEX 코스닥150,6,아래,-9.0,가능,뒤 절반,6,0,10.31,1.72,83.33,2.912,25.56,1,4.12,-0.76,1.62,0,0,7.17,아니오,2021-06-18,2026-06-19
KODEX 코스닥150,6,아래,-9.0,가능,최근 10년,10,0,20.49,2.05,80.0,5.742,14.83,2,7.77,-0.76,2.46,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150,6,아래,-9.0,가능,최근 5년,5,0,11.07,2.21,100.0,,,0,4.12,1.13,1.2,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150,6,아래,-10.0,가능,전체,11,0,21.36,1.94,81.82,5.31,15.85,2,7.77,-0.76,2.36,0,0,7.18,예,2016-06-20,2026-06-19
KODEX 코스닥150,6,아래,-10.0,가능,앞 절반,5,0,11.05,2.21,80.0,16.273,5.79,1,7.77,-0.17,3.23,0,0,7.2,아니오,2016-06-20,2020-06-19
KODEX 코스닥150,6,아래,-10.0,가능,뒤 절반,6,0,10.31,1.72,83.33,2.912,25.56,1,4.12,-0.76,1.62,0,0,7.17,아니오,2021-06-18,2026-06-19
KODEX 코스닥150,6,아래,-10.0,가능,최근 10년,10,0,20.49,2.05,80.0,5.742,14.83,2,7.77,-0.76,2.46,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150,6,아래,-10.0,가능,최근 5년,5,0,11.07,2.21,100.0,,,0,4.12,1.13,1.2,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150,6,아래,무손절,가능,전체,11,0,21.36,1.94,81.82,5.31,15.85,2,7.77,-0.76,2.36,0,0,7.18,예,2016-06-20,2026-06-19
KODEX 코스닥150,6,아래,무손절,가능,앞 절반,5,0,11.05,2.21,80.0,16.273,5.79,1,7.77,-0.17,3.23,0,0,7.2,아니오,2016-06-20,2020-06-19
KODEX 코스닥150,6,아래,무손절,가능,뒤 절반,6,0,10.31,1.72,83.33,2.912,25.56,1,4.12,-0.76,1.62,0,0,7.17,아니오,2021-06-18,2026-06-19
KODEX 코스닥150,6,아래,무손절,가능,최근 10년,10,0,20.49,2.05,80.0,5.742,14.83,2,7.77,-0.76,2.46,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150,6,아래,무손절,가능,최근 5년,5,0,11.07,2.21,100.0,,,0,4.12,1.13,1.2,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150,6,위,-3.0,가능,전체,11,0,-19.81,-1.8,18.18,0.202,83.17,9,0.76,-3.0,1.48,0,6,5.09,예,2016-06-20,2026-06-19
