종목,월,방향,손절선(%),손절적용,구간,신호,제외,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 코스닥150선물인버스,4,아래,-10.0,가능,앞 절반,5,0,-10.74,-2.15,20.0,0.239,80.72,4,0.68,-7.29,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,아래,-10.0,가능,뒤 절반,5,0,0.3,0.06,40.0,1.595,38.53,3,4.1,-2.33,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,아래,-10.0,가능,최근 10년,10,0,-10.44,-1.04,30.0,0.822,54.89,7,4.1,-7.29,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,아래,-10.0,가능,최근 5년,5,0,0.3,0.06,40.0,1.595,38.53,3,4.1,-2.33,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,아래,무손절,가능,전체,10,0,-10.44,-1.04,30.0,0.822,54.89,7,4.1,-7.29,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,아래,무손절,가능,앞 절반,5,0,-10.74,-2.15,20.0,0.239,80.72,4,0.68,-7.29,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,아래,무손절,가능,뒤 절반,5,0,0.3,0.06,40.0,1.595,38.53,3,4.1,-2.33,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,아래,무손절,가능,최근 10년,10,0,-10.44,-1.04,30.0,0.822,54.89,7,4.1,-7.29,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,아래,무손절,가능,최근 5년,5,0,0.3,0.06,40.0,1.595,38.53,3,4.1,-2.33,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-3.0,가능,전체,10,0,8.71,0.87,70.0,0.932,51.75,3,7.29,-3.47,3.06,2,0,6.3,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-3.0,가능,앞 절반,5,0,10.74,2.15,80.0,4.186,19.28,1,7.29,-0.68,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,위,-3.0,가능,뒤 절반,5,0,-2.03,-0.41,60.0,0.465,68.24,2,2.33,-3.47,2.76,2,0,5.8,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-3.0,가능,최근 10년,10,0,8.71,0.87,70.0,0.932,51.75,3,7.29,-3.47,3.06,2,0,6.3,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-3.0,가능,최근 5년,5,0,-2.03,-0.41,60.0,0.465,68.24,2,2.33,-3.47,2.76,2,0,5.8,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-4.0,가능,전체,10,0,7.44,0.74,70.0,0.796,55.69,3,7.29,-4.0,3.26,0,2,6.6,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-4.0,가능,앞 절반,5,0,10.74,2.15,80.0,4.186,19.28,1,7.29,-0.68,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,위,-4.0,가능,뒤 절반,5,0,-3.3,-0.66,60.0,0.391,71.87,2,2.33,-4.0,3.1,0,2,6.4,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-4.0,가능,최근 10년,10,0,7.44,0.74,70.0,0.796,55.69,3,7.29,-4.0,3.26,0,2,6.6,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-4.0,가능,최근 5년,5,0,-3.3,-0.66,60.0,0.391,71.87,2,2.33,-4.0,3.1,0,2,6.4,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-5.0,가능,전체,10,0,6.33,0.63,70.0,0.706,58.61,3,7.29,-5.0,3.45,0,1,6.7,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-5.0,가능,앞 절반,5,0,10.74,2.15,80.0,4.186,19.28,1,7.29,-0.68,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,위,-5.0,가능,뒤 절반,5,0,-4.4,-0.88,60.0,0.344,74.4,2,2.33,-5.0,3.41,0,1,6.6,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-5.0,가능,최근 10년,10,0,6.33,0.63,70.0,0.706,58.61,3,7.29,-5.0,3.45,0,1,6.7,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-5.0,가능,최근 5년,5,0,-4.4,-0.88,60.0,0.344,74.4,2,2.33,-5.0,3.41,0,1,6.6,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-6.0,가능,전체,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-6.0,가능,앞 절반,5,0,10.74,2.15,80.0,4.186,19.28,1,7.29,-0.68,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,위,-6.0,가능,뒤 절반,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-6.0,가능,최근 10년,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-6.0,가능,최근 5년,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-7.0,가능,전체,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-7.0,가능,앞 절반,5,0,10.74,2.15,80.0,4.186,19.28,1,7.29,-0.68,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,위,-7.0,가능,뒤 절반,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-7.0,가능,최근 10년,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-7.0,가능,최근 5년,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-8.0,가능,전체,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-8.0,가능,앞 절반,5,0,10.74,2.15,80.0,4.186,19.28,1,7.29,-0.68,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,위,-8.0,가능,뒤 절반,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-8.0,가능,최근 10년,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-8.0,가능,최근 5년,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-9.0,가능,전체,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-9.0,가능,앞 절반,5,0,10.74,2.15,80.0,4.186,19.28,1,7.29,-0.68,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,위,-9.0,가능,뒤 절반,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-9.0,가능,최근 10년,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-9.0,가능,최근 5년,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-10.0,가능,전체,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-10.0,가능,앞 절반,5,0,10.74,2.15,80.0,4.186,19.28,1,7.29,-0.68,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,위,-10.0,가능,뒤 절반,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-10.0,가능,최근 10년,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,-10.0,가능,최근 5년,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,무손절,가능,전체,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,무손절,가능,앞 절반,5,0,10.74,2.15,80.0,4.186,19.28,1,7.29,-0.68,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,위,무손절,가능,뒤 절반,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,무손절,가능,최근 10년,10,0,10.44,1.04,70.0,1.217,45.11,3,7.29,-4.1,2.9,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,무손절,가능,최근 5년,5,0,-0.3,-0.06,60.0,0.627,61.47,2,2.33,-4.1,2.56,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,5,아래,-3.0,가능,전체,10,0,15.65,1.56,80.0,0.902,52.58,2,7.35,-3.0,3.09,0,2,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-3.0,가능,앞 절반,5,0,2.92,0.58,80.0,0.493,66.97,1,2.21,-3.0,2.12,0,1,6.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,아래,-3.0,가능,뒤 절반,5,0,12.73,2.55,80.0,1.311,43.28,1,7.35,-3.0,3.82,0,1,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-3.0,가능,최근 10년,10,0,15.65,1.56,80.0,0.902,52.58,2,7.35,-3.0,3.09,0,2,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-3.0,가능,최근 5년,5,0,12.73,2.55,80.0,1.311,43.28,1,7.35,-3.0,3.82,0,1,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-4.0,가능,전체,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-4.0,가능,앞 절반,5,0,4.8,0.96,80.0,1.323,43.04,1,2.21,-1.12,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,아래,-4.0,가능,뒤 절반,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-4.0,가능,최근 10년,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-4.0,가능,최근 5년,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-5.0,가능,전체,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-5.0,가능,앞 절반,5,0,4.8,0.96,80.0,1.323,43.04,1,2.21,-1.12,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,아래,-5.0,가능,뒤 절반,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-5.0,가능,최근 10년,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-5.0,가능,최근 5년,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-6.0,가능,전체,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-6.0,가능,앞 절반,5,0,4.8,0.96,80.0,1.323,43.04,1,2.21,-1.12,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,아래,-6.0,가능,뒤 절반,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-6.0,가능,최근 10년,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-6.0,가능,최근 5년,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-7.0,가능,전체,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-7.0,가능,앞 절반,5,0,4.8,0.96,80.0,1.323,43.04,1,2.21,-1.12,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,아래,-7.0,가능,뒤 절반,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-7.0,가능,최근 10년,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-7.0,가능,최근 5년,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-8.0,가능,전체,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-8.0,가능,앞 절반,5,0,4.8,0.96,80.0,1.323,43.04,1,2.21,-1.12,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,아래,-8.0,가능,뒤 절반,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-8.0,가능,최근 10년,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-8.0,가능,최근 5년,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-9.0,가능,전체,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-9.0,가능,앞 절반,5,0,4.8,0.96,80.0,1.323,43.04,1,2.21,-1.12,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,아래,-9.0,가능,뒤 절반,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-9.0,가능,최근 10년,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-9.0,가능,최근 5년,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-10.0,가능,전체,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-10.0,가능,앞 절반,5,0,4.8,0.96,80.0,1.323,43.04,1,2.21,-1.12,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,아래,-10.0,가능,뒤 절반,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-10.0,가능,최근 10년,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,-10.0,가능,최근 5년,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,무손절,가능,전체,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,무손절,가능,앞 절반,5,0,4.8,0.96,80.0,1.323,43.04,1,2.21,-1.12,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,아래,무손절,가능,뒤 절반,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,무손절,가능,최근 10년,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,무손절,가능,최근 5년,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-3.0,가능,전체,10,0,-14.69,-1.47,20.0,0.526,65.55,8,1.12,-3.0,1.64,0,4,6.0,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-3.0,가능,앞 절반,5,0,-5.6,-1.12,20.0,0.666,60.01,4,1.12,-3.0,1.56,0,1,7.4,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,위,-3.0,가능,뒤 절반,5,0,-9.09,-1.82,20.0,0.433,69.79,4,1.1,-3.0,1.81,0,3,4.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-3.0,가능,최근 10년,10,0,-14.69,-1.47,20.0,0.526,65.55,8,1.12,-3.0,1.64,0,4,6.0,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-3.0,가능,최근 5년,5,0,-9.09,-1.82,20.0,0.433,69.79,4,1.1,-3.0,1.81,0,3,4.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-4.0,가능,전체,10,0,-16.0,-1.6,20.0,0.488,67.22,8,1.12,-4.0,1.84,0,2,6.9,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-4.0,가능,앞 절반,5,0,-4.8,-0.96,20.0,0.756,56.96,4,1.12,-2.21,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,위,-4.0,가능,뒤 절반,5,0,-11.2,-2.24,20.0,0.359,73.6,4,1.1,-4.0,2.19,0,2,6.0,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-4.0,가능,최근 10년,10,0,-16.0,-1.6,20.0,0.488,67.22,8,1.12,-4.0,1.84,0,2,6.9,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-4.0,가능,최근 5년,5,0,-11.2,-2.24,20.0,0.359,73.6,4,1.1,-4.0,2.19,0,2,6.0,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-5.0,가능,전체,10,0,-17.08,-1.71,20.0,0.461,68.47,8,1.12,-5.0,2.02,0,1,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-5.0,가능,앞 절반,5,0,-4.8,-0.96,20.0,0.756,56.96,4,1.12,-2.21,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,위,-5.0,가능,뒤 절반,5,0,-12.28,-2.46,20.0,0.33,75.19,4,1.1,-5.0,2.44,0,1,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-5.0,가능,최근 10년,10,0,-17.08,-1.71,20.0,0.461,68.47,8,1.12,-5.0,2.02,0,1,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-5.0,가능,최근 5년,5,0,-12.28,-2.46,20.0,0.33,75.19,4,1.1,-5.0,2.44,0,1,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-6.0,가능,전체,10,0,-18.08,-1.81,20.0,0.438,69.55,8,1.12,-6.0,2.21,0,1,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-6.0,가능,앞 절반,5,0,-4.8,-0.96,20.0,0.756,56.96,4,1.12,-2.21,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,위,-6.0,가능,뒤 절반,5,0,-13.28,-2.66,20.0,0.307,76.51,4,1.1,-6.0,2.72,0,1,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-6.0,가능,최근 10년,10,0,-18.08,-1.81,20.0,0.438,69.55,8,1.12,-6.0,2.21,0,1,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-6.0,가능,최근 5년,5,0,-13.28,-2.66,20.0,0.307,76.51,4,1.1,-6.0,2.72,0,1,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-7.0,가능,전체,10,0,-19.08,-1.91,20.0,0.417,70.56,8,1.12,-7.0,2.44,0,1,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-7.0,가능,앞 절반,5,0,-4.8,-0.96,20.0,0.756,56.96,4,1.12,-2.21,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,위,-7.0,가능,뒤 절반,5,0,-14.28,-2.86,20.0,0.287,77.7,4,1.1,-7.0,3.05,0,1,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-7.0,가능,최근 10년,10,0,-19.08,-1.91,20.0,0.417,70.56,8,1.12,-7.0,2.44,0,1,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-7.0,가능,최근 5년,5,0,-14.28,-2.86,20.0,0.287,77.7,4,1.1,-7.0,3.05,0,1,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-8.0,가능,전체,10,0,-20.08,-2.01,20.0,0.399,71.5,8,1.12,-8.0,2.68,0,1,7.2,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-8.0,가능,앞 절반,5,0,-4.8,-0.96,20.0,0.756,56.96,4,1.12,-2.21,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,위,-8.0,가능,뒤 절반,5,0,-15.28,-3.06,20.0,0.269,78.77,4,1.1,-8.0,3.4,0,1,6.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-8.0,가능,최근 10년,10,0,-20.08,-2.01,20.0,0.399,71.5,8,1.12,-8.0,2.68,0,1,7.2,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-8.0,가능,최근 5년,5,0,-15.28,-3.06,20.0,0.269,78.77,4,1.1,-8.0,3.4,0,1,6.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-9.0,가능,전체,10,0,-21.08,-2.11,20.0,0.381,72.39,8,1.12,-9.0,2.93,0,1,7.2,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-9.0,가능,앞 절반,5,0,-4.8,-0.96,20.0,0.756,56.96,4,1.12,-2.21,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,위,-9.0,가능,뒤 절반,5,0,-16.28,-3.26,20.0,0.254,79.75,4,1.1,-9.0,3.77,0,1,6.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-9.0,가능,최근 10년,10,0,-21.08,-2.11,20.0,0.381,72.39,8,1.12,-9.0,2.93,0,1,7.2,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-9.0,가능,최근 5년,5,0,-16.28,-3.26,20.0,0.254,79.75,4,1.1,-9.0,3.77,0,1,6.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-10.0,가능,전체,10,0,-22.08,-2.21,20.0,0.366,73.22,8,1.12,-10.0,3.2,0,1,7.2,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-10.0,가능,앞 절반,5,0,-4.8,-0.96,20.0,0.756,56.96,4,1.12,-2.21,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,위,-10.0,가능,뒤 절반,5,0,-17.28,-3.46,20.0,0.24,80.63,4,1.1,-10.0,4.16,0,1,6.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,-10.0,가능,최근 10년,10,0,-22.08,-2.21,20.0,0.366,73.22,8,1.12,-10.0,3.2,0,1,7.2,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,-10.0,가능,최근 5년,5,0,-17.28,-3.46,20.0,0.24,80.63,4,1.1,-10.0,4.16,0,1,6.6,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,무손절,가능,전체,10,0,-19.43,-1.94,20.0,0.411,70.89,8,1.12,-7.35,2.52,0,0,7.6,예,2017-05-19,2026-05-20
