종목,월,방향,손절선(%),구간,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 200,9,위,-9.0,전체,23,-31.55,-1.37,39.13,0.348,74.16,1.01,-2.9,14,2.25,-9.0,3.0,0,1,6.17,예,2003-09-19,2025-09-19
KODEX 200,9,위,-9.0,앞 절반,11,-12.84,-1.17,45.45,0.404,71.22,1.3,-3.23,6,2.25,-9.0,3.59,0,1,6.0,예,2003-09-19,2013-09-17
KODEX 200,9,위,-9.0,뒤 절반,12,-18.7,-1.56,33.33,0.243,80.45,0.65,-2.66,8,1.14,-8.09,2.5,0,0,6.33,예,2014-09-19,2025-09-19
KODEX 200,9,위,-9.0,최근 10년,10,-14.26,-1.43,40.0,0.23,81.28,0.65,-2.81,6,1.14,-8.09,2.73,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 200,9,위,-9.0,최근 5년,5,-12.38,-2.48,40.0,0.103,90.69,0.45,-4.43,3,0.59,-8.09,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 200,9,위,-10.0,전체,23,-32.55,-1.42,39.13,0.34,74.62,1.01,-2.98,14,2.25,-10.0,3.12,0,1,6.17,예,2003-09-19,2025-09-19
KODEX 200,9,위,-10.0,앞 절반,11,-13.84,-1.26,45.45,0.384,72.25,1.3,-3.39,6,2.25,-10.0,3.82,0,1,6.0,예,2003-09-19,2013-09-17
KODEX 200,9,위,-10.0,뒤 절반,12,-18.7,-1.56,33.33,0.243,80.45,0.65,-2.66,8,1.14,-8.09,2.5,0,0,6.33,예,2014-09-19,2025-09-19
KODEX 200,9,위,-10.0,최근 10년,10,-14.26,-1.43,40.0,0.23,81.28,0.65,-2.81,6,1.14,-8.09,2.73,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 200,9,위,-10.0,최근 5년,5,-12.38,-2.48,40.0,0.103,90.69,0.45,-4.43,3,0.59,-8.09,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 200,9,위,무손절,전체,23,-25.93,-1.13,39.13,0.404,71.21,1.01,-2.5,14,2.25,-8.09,2.55,0,0,6.35,예,2003-09-19,2025-09-19
KODEX 200,9,위,무손절,앞 절반,11,-7.23,-0.66,45.45,0.569,63.73,1.3,-2.29,6,2.25,-6.71,2.64,0,0,6.36,예,2003-09-19,2013-09-17
KODEX 200,9,위,무손절,뒤 절반,12,-18.7,-1.56,33.33,0.243,80.45,0.65,-2.66,8,1.14,-8.09,2.5,0,0,6.33,예,2014-09-19,2025-09-19
KODEX 200,9,위,무손절,최근 10년,10,-14.26,-1.43,40.0,0.23,81.28,0.65,-2.81,6,1.14,-8.09,2.73,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 200,9,위,무손절,최근 5년,5,-12.38,-2.48,40.0,0.103,90.69,0.45,-4.43,3,0.59,-8.09,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 200,10,아래,-3.0,전체,24,7.88,0.33,50.0,1.307,43.34,2.79,-2.14,12,5.68,-3.0,2.88,0,5,7.12,예,2002-10-18,2025-10-20
KODEX 200,10,아래,-3.0,앞 절반,12,1.64,0.14,50.0,1.124,47.09,2.49,-2.22,6,4.75,-3.0,2.84,0,3,6.92,예,2002-10-18,2013-10-18
KODEX 200,10,아래,-3.0,뒤 절반,12,6.23,0.52,50.0,1.506,39.91,3.09,-2.05,6,5.68,-3.0,3.04,0,2,7.33,예,2014-10-20,2025-10-20
KODEX 200,10,아래,-3.0,최근 10년,10,9.98,1.0,60.0,1.442,40.96,3.09,-2.15,4,5.68,-3.0,3.1,0,2,7.1,예,2016-10-20,2025-10-20
KODEX 200,10,아래,-3.0,최근 5년,5,1.7,0.34,60.0,0.856,53.88,2.57,-3.0,2,4.01,-3.0,3.18,0,2,6.4,아니오,2021-10-20,2025-10-20
KODEX 200,10,아래,-4.0,전체,24,7.21,0.3,54.17,1.074,48.22,2.62,-2.44,11,5.68,-4.57,3.04,1,2,7.46,예,2002-10-18,2025-10-20
KODEX 200,10,아래,-4.0,앞 절반,12,3.15,0.26,58.33,0.897,52.71,2.21,-2.46,5,4.75,-4.0,2.91,0,2,7.33,예,2002-10-18,2013-10-18
KODEX 200,10,아래,-4.0,뒤 절반,12,4.07,0.34,50.0,1.281,43.85,3.09,-2.42,6,5.68,-4.57,3.3,1,0,7.58,예,2014-10-20,2025-10-20
KODEX 200,10,아래,-4.0,최근 10년,10,7.81,0.78,60.0,1.151,46.49,3.09,-2.69,4,5.68,-4.57,3.44,1,0,7.4,예,2016-10-20,2025-10-20
KODEX 200,10,아래,-4.0,최근 5년,5,-0.46,-0.09,60.0,0.629,61.4,2.57,-4.08,2,4.01,-4.57,3.77,1,0,7.0,아니오,2021-10-20,2025-10-20
KODEX 200,10,아래,-5.0,전체,24,4.78,0.2,54.17,0.985,50.39,2.62,-2.66,11,5.68,-5.0,3.2,0,3,7.46,예,2002-10-18,2025-10-20
KODEX 200,10,아래,-5.0,앞 절반,12,1.15,0.1,58.33,0.772,56.45,2.21,-2.86,5,4.75,-5.0,3.19,0,2,7.33,예,2002-10-18,2013-10-18
KODEX 200,10,아래,-5.0,뒤 절반,12,3.64,0.3,50.0,1.244,44.57,3.09,-2.49,6,5.68,-5.0,3.35,0,1,7.58,예,2014-10-20,2025-10-20
KODEX 200,10,아래,-5.0,최근 10년,10,7.38,0.74,60.0,1.107,47.46,3.09,-2.79,4,5.68,-5.0,3.51,0,1,7.4,예,2016-10-20,2025-10-20
KODEX 200,10,아래,-5.0,최근 5년,5,-0.89,-0.18,60.0,0.597,62.6,2.57,-4.3,2,4.01,-5.0,3.9,0,1,7.0,아니오,2021-10-20,2025-10-20
KODEX 200,10,아래,-6.0,전체,24,2.49,0.1,54.17,0.913,52.27,2.62,-2.86,11,5.68,-6.0,3.37,0,2,7.75,예,2002-10-18,2025-10-20
KODEX 200,10,아래,-6.0,앞 절반,12,-0.15,-0.01,58.33,0.707,58.57,2.21,-3.12,5,4.75,-6.0,3.39,0,1,7.75,예,2002-10-18,2013-10-18
KODEX 200,10,아래,-6.0,뒤 절반,12,2.64,0.22,50.0,1.166,46.17,3.09,-2.65,6,5.68,-6.0,3.51,0,1,7.75,예,2014-10-20,2025-10-20
KODEX 200,10,아래,-6.0,최근 10년,10,6.38,0.64,60.0,1.016,49.6,3.09,-3.04,4,5.68,-6.0,3.7,0,1,7.6,예,2016-10-20,2025-10-20
KODEX 200,10,아래,-6.0,최근 5년,5,-1.89,-0.38,60.0,0.535,65.14,2.57,-4.8,2,4.01,-6.0,4.22,0,1,7.4,아니오,2021-10-20,2025-10-20
KODEX 200,10,아래,-7.0,전체,24,-1.91,-0.08,54.17,0.801,55.52,2.62,-3.26,11,5.68,-8.71,3.76,2,0,7.83,예,2002-10-18,2025-10-20
KODEX 200,10,아래,-7.0,앞 절반,12,-2.86,-0.24,58.33,0.603,62.39,2.21,-3.66,5,4.75,-8.71,3.88,1,0,7.83,예,2002-10-18,2013-10-18
KODEX 200,10,아래,-7.0,뒤 절반,12,0.95,0.08,50.0,1.054,48.69,3.09,-2.94,6,5.68,-7.69,3.8,1,0,7.83,예,2014-10-20,2025-10-20
KODEX 200,10,아래,-7.0,최근 10년,10,4.69,0.47,60.0,0.892,52.85,3.09,-3.47,4,5.68,-7.69,4.06,1,0,7.7,예,2016-10-20,2025-10-20
KODEX 200,10,아래,-7.0,최근 5년,5,-3.58,-0.72,60.0,0.455,68.73,2.57,-5.64,2,4.01,-7.69,4.81,1,0,7.6,아니오,2021-10-20,2025-10-20
KODEX 200,10,아래,-8.0,전체,24,-2.22,-0.09,54.17,0.794,55.73,2.62,-3.29,11,5.68,-8.71,3.79,1,1,7.83,예,2002-10-18,2025-10-20
KODEX 200,10,아래,-8.0,앞 절반,12,-2.86,-0.24,58.33,0.603,62.39,2.21,-3.66,5,4.75,-8.71,3.88,1,0,7.83,예,2002-10-18,2013-10-18
KODEX 200,10,아래,-8.0,뒤 절반,12,0.64,0.05,50.0,1.036,49.13,3.09,-2.99,6,5.68,-8.0,3.86,0,1,7.83,예,2014-10-20,2025-10-20
KODEX 200,10,아래,-8.0,최근 10년,10,4.38,0.44,60.0,0.873,53.4,3.09,-3.54,4,5.68,-8.0,4.13,0,1,7.7,예,2016-10-20,2025-10-20
KODEX 200,10,아래,-8.0,최근 5년,5,-3.89,-0.78,60.0,0.443,69.31,2.57,-5.8,2,4.01,-8.0,4.92,0,1,7.6,아니오,2021-10-20,2025-10-20
KODEX 200,10,아래,-9.0,전체,24,-2.79,-0.12,54.17,0.782,56.12,2.62,-3.34,11,5.68,-9.0,3.84,0,1,7.88,예,2002-10-18,2025-10-20
KODEX 200,10,아래,-9.0,앞 절반,12,-3.15,-0.26,58.33,0.593,62.76,2.21,-3.72,5,4.75,-9.0,3.93,0,1,7.83,예,2002-10-18,2013-10-18
KODEX 200,10,아래,-9.0,뒤 절반,12,0.36,0.03,50.0,1.02,49.51,3.09,-3.03,6,5.68,-8.28,3.91,0,0,7.92,예,2014-10-20,2025-10-20
KODEX 200,10,아래,-9.0,최근 10년,10,4.1,0.41,60.0,0.856,53.88,3.09,-3.61,4,5.68,-8.28,4.19,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 200,10,아래,-9.0,최근 5년,5,-4.17,-0.83,60.0,0.433,69.81,2.57,-5.94,2,4.01,-8.28,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,10,아래,-10.0,전체,24,-0.36,-0.02,54.17,0.837,54.43,2.62,-3.12,11,5.68,-8.28,3.62,0,0,7.92,예,2002-10-18,2025-10-20
KODEX 200,10,아래,-10.0,앞 절반,12,-0.72,-0.06,58.33,0.682,59.44,2.21,-3.23,5,4.75,-6.57,3.48,0,0,7.92,예,2002-10-18,2013-10-18
KODEX 200,10,아래,-10.0,뒤 절반,12,0.36,0.03,50.0,1.02,49.51,3.09,-3.03,6,5.68,-8.28,3.91,0,0,7.92,예,2014-10-20,2025-10-20
KODEX 200,10,아래,-10.0,최근 10년,10,4.1,0.41,60.0,0.856,53.88,3.09,-3.61,4,5.68,-8.28,4.19,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 200,10,아래,-10.0,최근 5년,5,-4.17,-0.83,60.0,0.433,69.81,2.57,-5.94,2,4.01,-8.28,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,10,아래,무손절,전체,24,-0.36,-0.02,54.17,0.837,54.43,2.62,-3.12,11,5.68,-8.28,3.62,0,0,7.92,예,2002-10-18,2025-10-20
KODEX 200,10,아래,무손절,앞 절반,12,-0.72,-0.06,58.33,0.682,59.44,2.21,-3.23,5,4.75,-6.57,3.48,0,0,7.92,예,2002-10-18,2013-10-18
KODEX 200,10,아래,무손절,뒤 절반,12,0.36,0.03,50.0,1.02,49.51,3.09,-3.03,6,5.68,-8.28,3.91,0,0,7.92,예,2014-10-20,2025-10-20
KODEX 200,10,아래,무손절,최근 10년,10,4.1,0.41,60.0,0.856,53.88,3.09,-3.61,4,5.68,-8.28,4.19,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 200,10,아래,무손절,최근 5년,5,-4.17,-0.83,60.0,0.433,69.81,2.57,-5.94,2,4.01,-8.28,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,10,위,-3.0,전체,24,-12.7,-0.53,33.33,1.343,42.69,3.24,-2.41,16,8.28,-4.65,3.27,2,8,6.17,예,2002-10-18,2025-10-20
KODEX 200,10,위,-3.0,앞 절반,12,-15.76,-1.31,16.67,1.645,37.8,3.86,-2.35,10,6.57,-3.36,2.88,1,6,4.92,예,2002-10-18,2013-10-18
KODEX 200,10,위,-3.0,뒤 절반,12,3.06,0.26,50.0,1.202,45.41,3.03,-2.52,6,8.28,-4.65,3.56,1,2,7.42,예,2014-10-20,2025-10-20
KODEX 200,10,위,-3.0,최근 10년,10,-0.68,-0.07,40.0,1.432,41.11,3.61,-2.52,6,8.28,-4.65,3.83,1,2,7.2,예,2016-10-20,2025-10-20
KODEX 200,10,위,-3.0,최근 5년,5,5.18,1.04,40.0,2.66,27.32,5.94,-2.23,3,8.28,-3.0,4.8,0,1,7.4,아니오,2021-10-20,2025-10-20
KODEX 200,10,위,-4.0,전체,24,-13.05,-0.54,37.5,1.142,46.7,3.15,-2.76,15,8.28,-4.65,3.53,2,6,6.62,예,2002-10-18,2025-10-20
KODEX 200,10,위,-4.0,앞 절반,12,-14.12,-1.18,25.0,1.257,44.31,3.39,-2.7,9,6.57,-4.31,3.33,1,4,5.67,예,2002-10-18,2013-10-18
KODEX 200,10,위,-4.0,뒤 절반,12,1.06,0.09,50.0,1.062,48.5,3.03,-2.86,6,8.28,-4.65,3.75,1,2,7.58,예,2014-10-20,2025-10-20
KODEX 200,10,위,-4.0,최근 10년,10,-2.68,-0.27,40.0,1.265,44.14,3.61,-2.86,6,8.28,-4.65,4.02,1,2,7.4,예,2016-10-20,2025-10-20
KODEX 200,10,위,-4.0,최근 5년,5,4.18,0.84,40.0,2.314,30.17,5.94,-2.57,3,8.28,-4.0,5.02,0,1,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,10,위,-5.0,전체,24,-2.49,-0.1,45.83,1.102,47.58,3.12,-2.84,13,8.28,-5.0,3.73,0,4,7.12,예,2002-10-18,2025-10-20
KODEX 200,10,위,-5.0,앞 절반,12,-2.81,-0.23,41.67,1.192,45.61,3.23,-2.71,7,6.57,-5.0,3.8,0,3,6.67,예,2002-10-18,2013-10-18
KODEX 200,10,위,-5.0,뒤 절반,12,0.32,0.03,50.0,1.018,49.55,3.03,-2.98,6,8.28,-5.0,3.83,0,1,7.58,예,2014-10-20,2025-10-20
KODEX 200,10,위,-5.0,최근 10년,10,-3.42,-0.34,40.0,1.213,45.19,3.61,-2.98,6,8.28,-5.0,4.1,0,1,7.4,예,2016-10-20,2025-10-20
KODEX 200,10,위,-5.0,최근 5년,5,4.17,0.83,40.0,2.312,30.19,5.94,-2.57,3,8.28,-4.01,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,10,위,-6.0,전체,24,-5.19,-0.22,45.83,1.027,49.34,3.12,-3.04,13,8.28,-6.0,3.9,0,3,7.25,예,2002-10-18,2025-10-20
KODEX 200,10,위,-6.0,앞 절반,12,-4.51,-0.38,41.67,1.094,47.75,3.23,-2.95,7,6.57,-6.0,4.01,0,2,6.83,예,2002-10-18,2013-10-18
KODEX 200,10,위,-6.0,뒤 절반,12,-0.68,-0.06,50.0,0.964,50.91,3.03,-3.15,6,8.28,-6.0,3.96,0,1,7.67,예,2014-10-20,2025-10-20
KODEX 200,10,위,-6.0,최근 10년,10,-4.42,-0.44,40.0,1.149,46.54,3.61,-3.15,6,8.28,-6.0,4.24,0,1,7.5,예,2016-10-20,2025-10-20
KODEX 200,10,위,-6.0,최근 5년,5,4.17,0.83,40.0,2.312,30.19,5.94,-2.57,3,8.28,-4.01,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,10,위,-7.0,전체,24,-3.21,-0.13,45.83,1.081,48.06,3.12,-2.89,13,8.28,-7.0,3.87,0,2,7.58,예,2002-10-18,2025-10-20
KODEX 200,10,위,-7.0,앞 절반,12,-1.53,-0.13,41.67,1.279,43.88,3.23,-2.53,7,6.57,-7.0,3.81,0,1,7.33,예,2002-10-18,2013-10-18
KODEX 200,10,위,-7.0,뒤 절반,12,-1.68,-0.14,50.0,0.916,52.2,3.03,-3.31,6,8.28,-7.0,4.1,0,1,7.83,예,2014-10-20,2025-10-20
KODEX 200,10,위,-7.0,최근 10년,10,-5.42,-0.54,40.0,1.091,47.83,3.61,-3.31,6,8.28,-7.0,4.39,0,1,7.7,예,2016-10-20,2025-10-20
KODEX 200,10,위,-7.0,최근 5년,5,4.17,0.83,40.0,2.312,30.19,5.94,-2.57,3,8.28,-4.01,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,10,위,-8.0,전체,24,-2.89,-0.12,45.83,1.09,47.84,3.12,-2.87,13,8.28,-8.0,3.86,0,1,7.62,예,2002-10-18,2025-10-20
KODEX 200,10,위,-8.0,앞 절반,12,-2.53,-0.21,41.67,1.21,45.24,3.23,-2.67,7,6.57,-8.0,3.98,0,1,7.33,예,2002-10-18,2013-10-18
KODEX 200,10,위,-8.0,뒤 절반,12,-0.36,-0.03,50.0,0.981,50.49,3.03,-3.09,6,8.28,-5.68,3.91,0,0,7.92,예,2014-10-20,2025-10-20
KODEX 200,10,위,-8.0,최근 10년,10,-4.1,-0.41,40.0,1.168,46.12,3.61,-3.09,6,8.28,-5.68,4.19,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 200,10,위,-8.0,최근 5년,5,4.17,0.83,40.0,2.312,30.19,5.94,-2.57,3,8.28,-4.01,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,10,위,-9.0,전체,24,-3.89,-0.16,45.83,1.062,48.51,3.12,-2.94,13,8.28,-9.0,3.95,0,1,7.62,예,2002-10-18,2025-10-20
KODEX 200,10,위,-9.0,앞 절반,12,-3.53,-0.29,41.67,1.149,46.53,3.23,-2.81,7,6.57,-9.0,4.16,0,1,7.33,예,2002-10-18,2013-10-18
KODEX 200,10,위,-9.0,뒤 절반,12,-0.36,-0.03,50.0,0.981,50.49,3.03,-3.09,6,8.28,-5.68,3.91,0,0,7.92,예,2014-10-20,2025-10-20
KODEX 200,10,위,-9.0,최근 10년,10,-4.1,-0.41,40.0,1.168,46.12,3.61,-3.09,6,8.28,-5.68,4.19,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 200,10,위,-9.0,최근 5년,5,4.17,0.83,40.0,2.312,30.19,5.94,-2.57,3,8.28,-4.01,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,10,위,-10.0,전체,24,-6.22,-0.26,45.83,1.001,49.98,3.12,-3.12,13,8.28,-11.33,4.2,1,0,7.67,예,2002-10-18,2025-10-20
KODEX 200,10,위,-10.0,앞 절반,12,-5.86,-0.49,41.67,1.028,49.32,3.23,-3.15,7,6.57,-11.33,4.63,1,0,7.42,예,2002-10-18,2013-10-18
KODEX 200,10,위,-10.0,뒤 절반,12,-0.36,-0.03,50.0,0.981,50.49,3.03,-3.09,6,8.28,-5.68,3.91,0,0,7.92,예,2014-10-20,2025-10-20
KODEX 200,10,위,-10.0,최근 10년,10,-4.1,-0.41,40.0,1.168,46.12,3.61,-3.09,6,8.28,-5.68,4.19,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 200,10,위,-10.0,최근 5년,5,4.17,0.83,40.0,2.312,30.19,5.94,-2.57,3,8.28,-4.01,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,10,위,무손절,전체,24,0.36,0.02,45.83,1.194,45.57,3.12,-2.62,13,8.28,-5.68,3.62,0,0,7.92,예,2002-10-18,2025-10-20
KODEX 200,10,위,무손절,앞 절반,12,0.72,0.06,41.67,1.465,40.56,3.23,-2.21,7,6.57,-4.75,3.48,0,0,7.92,예,2002-10-18,2013-10-18
KODEX 200,10,위,무손절,뒤 절반,12,-0.36,-0.03,50.0,0.981,50.49,3.03,-3.09,6,8.28,-5.68,3.91,0,0,7.92,예,2014-10-20,2025-10-20
KODEX 200,10,위,무손절,최근 10년,10,-4.1,-0.41,40.0,1.168,46.12,3.61,-3.09,6,8.28,-5.68,4.19,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 200,10,위,무손절,최근 5년,5,4.17,0.83,40.0,2.312,30.19,5.94,-2.57,3,8.28,-4.01,5.02,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 200,11,아래,-3.0,전체,24,-19.4,-0.81,29.17,1.077,48.16,2.21,-2.05,17,4.14,-3.23,2.26,1,6,6.5,예,2002-11-20,2025-11-20
KODEX 200,11,아래,-3.0,앞 절반,12,-18.91,-1.58,16.67,0.934,51.7,2.17,-2.33,10,4.13,-3.23,2.07,1,4,6.33,예,2002-11-20,2013-11-20
KODEX 200,11,아래,-3.0,뒤 절반,12,-0.49,-0.04,41.67,1.341,42.72,2.22,-1.66,7,4.14,-3.0,2.26,0,2,6.67,예,2014-11-20,2025-11-20
KODEX 200,11,아래,-3.0,최근 10년,10,1.16,0.12,50.0,1.116,47.25,2.22,-1.99,5,4.14,-3.0,2.43,0,2,6.8,예,2016-11-18,2025-11-20
KODEX 200,11,아래,-3.0,최근 5년,5,4.67,0.93,60.0,2.041,32.88,2.31,-1.13,2,4.14,-1.16,2.2,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 200,11,아래,-4.0,전체,24,-22.52,-0.94,29.17,0.988,50.3,2.21,-2.23,17,4.14,-5.88,2.52,1,2,6.88,예,2002-11-20,2025-11-20
KODEX 200,11,아래,-4.0,앞 절반,12,-23.29,-1.94,16.67,0.786,55.98,2.17,-2.76,10,4.13,-5.88,2.48,1,1,6.67,예,2002-11-20,2013-11-20
KODEX 200,11,아래,-4.0,뒤 절반,12,0.77,0.06,41.67,1.504,39.94,2.22,-1.48,7,4.14,-4.0,2.23,0,1,7.08,예,2014-11-20,2025-11-20
KODEX 200,11,아래,-4.0,최근 10년,10,2.42,0.24,50.0,1.278,43.9,2.22,-1.74,5,4.14,-4.0,2.39,0,1,7.3,예,2016-11-18,2025-11-20
KODEX 200,11,아래,-4.0,최근 5년,5,4.67,0.93,60.0,2.041,32.88,2.31,-1.13,2,4.14,-1.16,2.2,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 200,11,아래,-5.0,전체,24,-21.44,-0.89,29.17,1.017,49.58,2.21,-2.17,17,4.14,-5.88,2.51,1,1,6.88,예,2002-11-20,2025-11-20
KODEX 200,11,아래,-5.0,앞 절반,12,-24.29,-2.02,16.67,0.759,56.86,2.17,-2.86,10,4.13,-5.88,2.57,1,1,6.67,예,2002-11-20,2013-11-20
KODEX 200,11,아래,-5.0,뒤 절반,12,2.84,0.24,41.67,1.882,34.7,2.22,-1.18,7,4.14,-1.92,1.94,0,0,7.08,예,2014-11-20,2025-11-20
KODEX 200,11,아래,-5.0,최근 10년,10,4.49,0.45,50.0,1.679,37.32,2.22,-1.32,5,4.14,-1.92,2.04,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 200,11,아래,-5.0,최근 5년,5,4.67,0.93,60.0,2.041,32.88,2.31,-1.13,2,4.14,-1.16,2.2,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 200,11,아래,-6.0,전체,24,-22.56,-0.94,29.17,0.987,50.32,2.21,-2.24,17,4.14,-6.0,2.6,0,2,6.88,예,2002-11-20,2025-11-20
KODEX 200,11,아래,-6.0,앞 절반,12,-25.4,-2.12,16.67,0.73,57.79,2.17,-2.97,10,4.13,-6.0,2.71,0,2,6.67,예,2002-11-20,2013-11-20
KODEX 200,11,아래,-6.0,뒤 절반,12,2.84,0.24,41.67,1.882,34.7,2.22,-1.18,7,4.14,-1.92,1.94,0,0,7.08,예,2014-11-20,2025-11-20
KODEX 200,11,아래,-6.0,최근 10년,10,4.49,0.45,50.0,1.679,37.32,2.22,-1.32,5,4.14,-1.92,2.04,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 200,11,아래,-6.0,최근 5년,5,4.67,0.93,60.0,2.041,32.88,2.31,-1.13,2,4.14,-1.16,2.2,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 200,11,아래,-7.0,전체,24,-23.67,-0.99,29.17,0.959,51.05,2.21,-2.3,17,4.14,-7.0,2.7,0,1,7.0,예,2002-11-20,2025-11-20
KODEX 200,11,아래,-7.0,앞 절반,12,-26.52,-2.21,16.67,0.704,58.69,2.17,-3.09,10,4.13,-7.0,2.86,0,1,6.92,예,2002-11-20,2013-11-20
KODEX 200,11,아래,-7.0,뒤 절반,12,2.84,0.24,41.67,1.882,34.7,2.22,-1.18,7,4.14,-1.92,1.94,0,0,7.08,예,2014-11-20,2025-11-20
KODEX 200,11,아래,-7.0,최근 10년,10,4.49,0.45,50.0,1.679,37.32,2.22,-1.32,5,4.14,-1.92,2.04,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 200,11,아래,-7.0,최근 5년,5,4.67,0.93,60.0,2.041,32.88,2.31,-1.13,2,4.14,-1.16,2.2,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 200,11,아래,-8.0,전체,24,-24.67,-1.03,29.17,0.935,51.68,2.21,-2.36,17,4.14,-8.0,2.8,0,1,7.0,예,2002-11-20,2025-11-20
KODEX 200,11,아래,-8.0,앞 절반,12,-27.52,-2.29,16.67,0.682,59.46,2.17,-3.19,10,4.13,-8.0,3.03,0,1,6.92,예,2002-11-20,2013-11-20
KODEX 200,11,아래,-8.0,뒤 절반,12,2.84,0.24,41.67,1.882,34.7,2.22,-1.18,7,4.14,-1.92,1.94,0,0,7.08,예,2014-11-20,2025-11-20
KODEX 200,11,아래,-8.0,최근 10년,10,4.49,0.45,50.0,1.679,37.32,2.22,-1.32,5,4.14,-1.92,2.04,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 200,11,아래,-8.0,최근 5년,5,4.67,0.93,60.0,2.041,32.88,2.31,-1.13,2,4.14,-1.16,2.2,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 200,11,아래,-9.0,전체,24,-25.67,-1.07,29.17,0.912,52.29,2.21,-2.42,17,4.14,-9.0,2.92,0,1,7.04,예,2002-11-20,2025-11-20
KODEX 200,11,아래,-9.0,앞 절반,12,-28.52,-2.38,16.67,0.661,60.2,2.17,-3.29,10,4.13,-9.0,3.2,0,1,7.0,예,2002-11-20,2013-11-20
KODEX 200,11,아래,-9.0,뒤 절반,12,2.84,0.24,41.67,1.882,34.7,2.22,-1.18,7,4.14,-1.92,1.94,0,0,7.08,예,2014-11-20,2025-11-20
KODEX 200,11,아래,-9.0,최근 10년,10,4.49,0.45,50.0,1.679,37.32,2.22,-1.32,5,4.14,-1.92,2.04,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 200,11,아래,-9.0,최근 5년,5,4.67,0.93,60.0,2.041,32.88,2.31,-1.13,2,4.14,-1.16,2.2,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 200,11,아래,-10.0,전체,24,-28.86,-1.2,29.17,0.847,54.15,2.21,-2.61,17,4.14,-12.19,3.34,1,0,7.08,예,2002-11-20,2025-11-20
KODEX 200,11,아래,-10.0,앞 절반,12,-31.7,-2.64,16.67,0.603,62.4,2.17,-3.6,10,4.13,-12.19,3.87,1,0,7.08,예,2002-11-20,2013-11-20
KODEX 200,11,아래,-10.0,뒤 절반,12,2.84,0.24,41.67,1.882,34.7,2.22,-1.18,7,4.14,-1.92,1.94,0,0,7.08,예,2014-11-20,2025-11-20
KODEX 200,11,아래,-10.0,최근 10년,10,4.49,0.45,50.0,1.679,37.32,2.22,-1.32,5,4.14,-1.92,2.04,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 200,11,아래,-10.0,최근 5년,5,4.67,0.93,60.0,2.041,32.88,2.31,-1.13,2,4.14,-1.16,2.2,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 200,11,아래,무손절,전체,24,-31.68,-1.32,29.17,0.796,55.68,2.21,-2.77,17,4.14,-15.0,3.76,0,0,7.12,예,2002-11-20,2025-11-20
KODEX 200,11,아래,무손절,앞 절반,12,-34.52,-2.88,16.67,0.559,64.15,2.17,-3.89,10,4.13,-15.0,4.53,0,0,7.17,예,2002-11-20,2013-11-20
KODEX 200,11,아래,무손절,뒤 절반,12,2.84,0.24,41.67,1.882,34.7,2.22,-1.18,7,4.14,-1.92,1.94,0,0,7.08,예,2014-11-20,2025-11-20
