종목,월,방향,손절선(%),진입일,진입가,청산일,보유일,청산가,수익률(%),청산 사유
KODEX 200,6,아래,무손절,2005-06-20,12810.0,2005-06-30,8,12940.0,-1.01,기한청산
KODEX 200,6,아래,무손절,2006-06-20,15815.0,2006-06-30,8,16840.0,-6.48,기한청산
KODEX 200,6,아래,무손절,2007-06-20,22595.0,2007-06-29,7,22380.0,0.95,기한청산
KODEX 200,6,아래,무손절,2008-06-20,22125.0,2008-06-30,6,21500.0,2.82,기한청산
KODEX 200,6,아래,무손절,2009-06-19,17780.0,2009-06-30,7,18030.0,-1.41,기한청산
KODEX 200,6,아래,무손절,2010-06-18,22525.0,2010-06-30,8,22205.0,1.42,기한청산
KODEX 200,6,아래,무손절,2011-06-20,26670.0,2011-06-30,8,27745.0,-4.03,기한청산
KODEX 200,6,아래,무손절,2012-06-20,25415.0,2012-06-29,7,24595.0,3.23,기한청산
KODEX 200,6,아래,무손절,2013-06-20,23980.0,2013-06-28,6,24170.0,-0.79,기한청산
KODEX 200,6,아래,무손절,2014-06-20,25505.0,2014-06-30,6,26000.0,-1.94,기한청산
KODEX 200,6,아래,무손절,2015-06-19,24970.0,2015-06-30,7,25155.0,-0.74,기한청산
KODEX 200,6,아래,무손절,2016-06-20,24450.0,2016-06-30,8,24400.0,0.2,기한청산
KODEX 200,6,아래,무손절,2017-06-20,31040.0,2017-06-30,8,31325.0,-0.92,기한청산
KODEX 200,6,아래,무손절,2018-06-20,30440.0,2018-06-29,7,30045.0,1.3,기한청산
KODEX 200,6,아래,무손절,2019-06-20,27595.0,2019-06-28,6,27820.0,-0.82,기한청산
KODEX 200,6,아래,무손절,2020-06-19,28280.0,2020-06-30,7,28070.0,0.74,기한청산
KODEX 200,6,아래,무손절,2021-06-18,43470.0,2021-06-30,8,43895.0,-0.98,기한청산
KODEX 200,6,아래,무손절,2022-06-20,31510.0,2022-06-30,8,30875.0,2.02,기한청산
KODEX 200,6,아래,무손절,2023-06-20,34295.0,2023-06-30,8,33960.0,0.98,기한청산
KODEX 200,6,아래,무손절,2024-06-20,38560.0,2024-06-28,6,38545.0,0.04,기한청산
KODEX 200,6,아래,무손절,2025-06-20,40640.0,2025-06-30,6,41700.0,-2.61,기한청산
KODEX 200,6,아래,무손절,2026-06-19,146910.0,2026-06-30,7,138580.0,5.67,기한청산
KODEX 200,6,위,-3.0,2003-06-20,8710.0,2003-06-24,2,8420.0,-3.33,갭손절
KODEX 200,6,위,-3.0,2004-06-18,9470.0,2004-06-30,8,10170.0,7.39,기한청산
KODEX 200,6,위,-3.0,2005-06-20,12810.0,2005-06-30,8,12940.0,1.01,기한청산
KODEX 200,6,위,-3.0,2006-06-20,15815.0,2006-06-30,8,16840.0,6.48,기한청산
KODEX 200,6,위,-3.0,2007-06-20,22595.0,2007-06-29,7,22380.0,-0.95,기한청산
KODEX 200,6,위,-3.0,2008-06-20,22125.0,2008-06-27,5,21461.0,-3.0,장중손절
KODEX 200,6,위,-3.0,2009-06-19,17780.0,2009-06-30,7,18030.0,1.41,기한청산
KODEX 200,6,위,-3.0,2010-06-18,22525.0,2010-06-30,8,22205.0,-1.42,기한청산
KODEX 200,6,위,-3.0,2011-06-20,26670.0,2011-06-30,8,27745.0,4.03,기한청산
KODEX 200,6,위,-3.0,2012-06-20,25415.0,2012-06-22,2,24653.0,-3.0,장중손절
KODEX 200,6,위,-3.0,2013-06-20,23980.0,2013-06-25,3,23261.0,-3.0,장중손절
KODEX 200,6,위,-3.0,2014-06-20,25505.0,2014-06-30,6,26000.0,1.94,기한청산
KODEX 200,6,위,-3.0,2015-06-19,24970.0,2015-06-30,7,25155.0,0.74,기한청산
KODEX 200,6,위,-3.0,2016-06-20,24450.0,2016-06-24,4,23716.0,-3.0,장중손절
KODEX 200,6,위,-3.0,2017-06-20,31040.0,2017-06-30,8,31325.0,0.92,기한청산
KODEX 200,6,위,-3.0,2018-06-20,30440.0,2018-06-29,7,30045.0,-1.3,기한청산
KODEX 200,6,위,-3.0,2019-06-20,27595.0,2019-06-28,6,27820.0,0.82,기한청산
KODEX 200,6,위,-3.0,2020-06-19,28280.0,2020-06-30,7,28070.0,-0.74,기한청산
KODEX 200,6,위,-3.0,2021-06-18,43470.0,2021-06-30,8,43895.0,0.98,기한청산
KODEX 200,6,위,-3.0,2022-06-20,31510.0,2022-06-23,3,30565.0,-3.0,장중손절
KODEX 200,6,위,-3.0,2023-06-20,34295.0,2023-06-30,8,33960.0,-0.98,기한청산
KODEX 200,6,위,-3.0,2024-06-20,38560.0,2024-06-28,6,38545.0,-0.04,기한청산
KODEX 200,6,위,-3.0,2025-06-20,40640.0,2025-06-30,6,41700.0,2.61,기한청산
KODEX 200,6,위,-3.0,2026-06-19,146910.0,2026-06-23,2,142503.0,-3.0,장중손절
KODEX 200,6,위,-4.0,2003-06-20,8710.0,2003-06-30,6,8510.0,-2.3,기한청산
KODEX 200,6,위,-4.0,2004-06-18,9470.0,2004-06-30,8,10170.0,7.39,기한청산
KODEX 200,6,위,-4.0,2005-06-20,12810.0,2005-06-30,8,12940.0,1.01,기한청산
KODEX 200,6,위,-4.0,2006-06-20,15815.0,2006-06-30,8,16840.0,6.48,기한청산
KODEX 200,6,위,-4.0,2007-06-20,22595.0,2007-06-29,7,22380.0,-0.95,기한청산
KODEX 200,6,위,-4.0,2008-06-20,22125.0,2008-06-30,6,21500.0,-2.82,기한청산
KODEX 200,6,위,-4.0,2009-06-19,17780.0,2009-06-30,7,18030.0,1.41,기한청산
KODEX 200,6,위,-4.0,2010-06-18,22525.0,2010-06-30,8,22205.0,-1.42,기한청산
KODEX 200,6,위,-4.0,2011-06-20,26670.0,2011-06-30,8,27745.0,4.03,기한청산
KODEX 200,6,위,-4.0,2012-06-20,25415.0,2012-06-25,3,24398.0,-4.0,장중손절
KODEX 200,6,위,-4.0,2013-06-20,23980.0,2013-06-28,6,24170.0,0.79,기한청산
KODEX 200,6,위,-4.0,2014-06-20,25505.0,2014-06-30,6,26000.0,1.94,기한청산
KODEX 200,6,위,-4.0,2015-06-19,24970.0,2015-06-30,7,25155.0,0.74,기한청산
KODEX 200,6,위,-4.0,2016-06-20,24450.0,2016-06-30,8,24400.0,-0.2,기한청산
KODEX 200,6,위,-4.0,2017-06-20,31040.0,2017-06-30,8,31325.0,0.92,기한청산
KODEX 200,6,위,-4.0,2018-06-20,30440.0,2018-06-29,7,30045.0,-1.3,기한청산
KODEX 200,6,위,-4.0,2019-06-20,27595.0,2019-06-28,6,27820.0,0.82,기한청산
KODEX 200,6,위,-4.0,2020-06-19,28280.0,2020-06-30,7,28070.0,-0.74,기한청산
KODEX 200,6,위,-4.0,2021-06-18,43470.0,2021-06-30,8,43895.0,0.98,기한청산
KODEX 200,6,위,-4.0,2022-06-20,31510.0,2022-06-30,8,30875.0,-2.02,기한청산
KODEX 200,6,위,-4.0,2023-06-20,34295.0,2023-06-30,8,33960.0,-0.98,기한청산
KODEX 200,6,위,-4.0,2024-06-20,38560.0,2024-06-28,6,38545.0,-0.04,기한청산
KODEX 200,6,위,-4.0,2025-06-20,40640.0,2025-06-30,6,41700.0,2.61,기한청산
KODEX 200,6,위,-4.0,2026-06-19,146910.0,2026-06-23,2,141034.0,-4.0,장중손절
KODEX 200,6,위,-5.0,2003-06-20,8710.0,2003-06-30,6,8510.0,-2.3,기한청산
KODEX 200,6,위,-5.0,2004-06-18,9470.0,2004-06-30,8,10170.0,7.39,기한청산
KODEX 200,6,위,-5.0,2005-06-20,12810.0,2005-06-30,8,12940.0,1.01,기한청산
KODEX 200,6,위,-5.0,2006-06-20,15815.0,2006-06-30,8,16840.0,6.48,기한청산
KODEX 200,6,위,-5.0,2007-06-20,22595.0,2007-06-29,7,22380.0,-0.95,기한청산
KODEX 200,6,위,-5.0,2008-06-20,22125.0,2008-06-30,6,21500.0,-2.82,기한청산
KODEX 200,6,위,-5.0,2009-06-19,17780.0,2009-06-30,7,18030.0,1.41,기한청산
KODEX 200,6,위,-5.0,2010-06-18,22525.0,2010-06-30,8,22205.0,-1.42,기한청산
KODEX 200,6,위,-5.0,2011-06-20,26670.0,2011-06-30,8,27745.0,4.03,기한청산
KODEX 200,6,위,-5.0,2012-06-20,25415.0,2012-06-25,3,24144.0,-5.0,장중손절
KODEX 200,6,위,-5.0,2013-06-20,23980.0,2013-06-28,6,24170.0,0.79,기한청산
KODEX 200,6,위,-5.0,2014-06-20,25505.0,2014-06-30,6,26000.0,1.94,기한청산
KODEX 200,6,위,-5.0,2015-06-19,24970.0,2015-06-30,7,25155.0,0.74,기한청산
KODEX 200,6,위,-5.0,2016-06-20,24450.0,2016-06-30,8,24400.0,-0.2,기한청산
KODEX 200,6,위,-5.0,2017-06-20,31040.0,2017-06-30,8,31325.0,0.92,기한청산
KODEX 200,6,위,-5.0,2018-06-20,30440.0,2018-06-29,7,30045.0,-1.3,기한청산
KODEX 200,6,위,-5.0,2019-06-20,27595.0,2019-06-28,6,27820.0,0.82,기한청산
KODEX 200,6,위,-5.0,2020-06-19,28280.0,2020-06-30,7,28070.0,-0.74,기한청산
KODEX 200,6,위,-5.0,2021-06-18,43470.0,2021-06-30,8,43895.0,0.98,기한청산
KODEX 200,6,위,-5.0,2022-06-20,31510.0,2022-06-30,8,30875.0,-2.02,기한청산
KODEX 200,6,위,-5.0,2023-06-20,34295.0,2023-06-30,8,33960.0,-0.98,기한청산
KODEX 200,6,위,-5.0,2024-06-20,38560.0,2024-06-28,6,38545.0,-0.04,기한청산
KODEX 200,6,위,-5.0,2025-06-20,40640.0,2025-06-30,6,41700.0,2.61,기한청산
KODEX 200,6,위,-5.0,2026-06-19,146910.0,2026-06-23,2,139564.0,-5.0,장중손절
KODEX 200,6,위,-6.0,2003-06-20,8710.0,2003-06-30,6,8510.0,-2.3,기한청산
KODEX 200,6,위,-6.0,2004-06-18,9470.0,2004-06-30,8,10170.0,7.39,기한청산
KODEX 200,6,위,-6.0,2005-06-20,12810.0,2005-06-30,8,12940.0,1.01,기한청산
KODEX 200,6,위,-6.0,2006-06-20,15815.0,2006-06-30,8,16840.0,6.48,기한청산
KODEX 200,6,위,-6.0,2007-06-20,22595.0,2007-06-29,7,22380.0,-0.95,기한청산
KODEX 200,6,위,-6.0,2008-06-20,22125.0,2008-06-30,6,21500.0,-2.82,기한청산
KODEX 200,6,위,-6.0,2009-06-19,17780.0,2009-06-30,7,18030.0,1.41,기한청산
KODEX 200,6,위,-6.0,2010-06-18,22525.0,2010-06-30,8,22205.0,-1.42,기한청산
KODEX 200,6,위,-6.0,2011-06-20,26670.0,2011-06-30,8,27745.0,4.03,기한청산
KODEX 200,6,위,-6.0,2012-06-20,25415.0,2012-06-27,5,23890.0,-6.0,장중손절
KODEX 200,6,위,-6.0,2013-06-20,23980.0,2013-06-28,6,24170.0,0.79,기한청산
KODEX 200,6,위,-6.0,2014-06-20,25505.0,2014-06-30,6,26000.0,1.94,기한청산
KODEX 200,6,위,-6.0,2015-06-19,24970.0,2015-06-30,7,25155.0,0.74,기한청산
KODEX 200,6,위,-6.0,2016-06-20,24450.0,2016-06-30,8,24400.0,-0.2,기한청산
KODEX 200,6,위,-6.0,2017-06-20,31040.0,2017-06-30,8,31325.0,0.92,기한청산
KODEX 200,6,위,-6.0,2018-06-20,30440.0,2018-06-29,7,30045.0,-1.3,기한청산
KODEX 200,6,위,-6.0,2019-06-20,27595.0,2019-06-28,6,27820.0,0.82,기한청산
KODEX 200,6,위,-6.0,2020-06-19,28280.0,2020-06-30,7,28070.0,-0.74,기한청산
KODEX 200,6,위,-6.0,2021-06-18,43470.0,2021-06-30,8,43895.0,0.98,기한청산
KODEX 200,6,위,-6.0,2022-06-20,31510.0,2022-06-30,8,30875.0,-2.02,기한청산
KODEX 200,6,위,-6.0,2023-06-20,34295.0,2023-06-30,8,33960.0,-0.98,기한청산
KODEX 200,6,위,-6.0,2024-06-20,38560.0,2024-06-28,6,38545.0,-0.04,기한청산
KODEX 200,6,위,-6.0,2025-06-20,40640.0,2025-06-30,6,41700.0,2.61,기한청산
KODEX 200,6,위,-6.0,2026-06-19,146910.0,2026-06-23,2,138095.0,-6.0,장중손절
KODEX 200,6,위,-7.0,2003-06-20,8710.0,2003-06-30,6,8510.0,-2.3,기한청산
KODEX 200,6,위,-7.0,2004-06-18,9470.0,2004-06-30,8,10170.0,7.39,기한청산
KODEX 200,6,위,-7.0,2005-06-20,12810.0,2005-06-30,8,12940.0,1.01,기한청산
KODEX 200,6,위,-7.0,2006-06-20,15815.0,2006-06-30,8,16840.0,6.48,기한청산
KODEX 200,6,위,-7.0,2007-06-20,22595.0,2007-06-29,7,22380.0,-0.95,기한청산
KODEX 200,6,위,-7.0,2008-06-20,22125.0,2008-06-30,6,21500.0,-2.82,기한청산
KODEX 200,6,위,-7.0,2009-06-19,17780.0,2009-06-30,7,18030.0,1.41,기한청산
KODEX 200,6,위,-7.0,2010-06-18,22525.0,2010-06-30,8,22205.0,-1.42,기한청산
KODEX 200,6,위,-7.0,2011-06-20,26670.0,2011-06-30,8,27745.0,4.03,기한청산
KODEX 200,6,위,-7.0,2012-06-20,25415.0,2012-06-29,7,24595.0,-3.23,기한청산
KODEX 200,6,위,-7.0,2013-06-20,23980.0,2013-06-28,6,24170.0,0.79,기한청산
KODEX 200,6,위,-7.0,2014-06-20,25505.0,2014-06-30,6,26000.0,1.94,기한청산
KODEX 200,6,위,-7.0,2015-06-19,24970.0,2015-06-30,7,25155.0,0.74,기한청산
KODEX 200,6,위,-7.0,2016-06-20,24450.0,2016-06-30,8,24400.0,-0.2,기한청산
KODEX 200,6,위,-7.0,2017-06-20,31040.0,2017-06-30,8,31325.0,0.92,기한청산
KODEX 200,6,위,-7.0,2018-06-20,30440.0,2018-06-29,7,30045.0,-1.3,기한청산
KODEX 200,6,위,-7.0,2019-06-20,27595.0,2019-06-28,6,27820.0,0.82,기한청산
KODEX 200,6,위,-7.0,2020-06-19,28280.0,2020-06-30,7,28070.0,-0.74,기한청산
KODEX 200,6,위,-7.0,2021-06-18,43470.0,2021-06-30,8,43895.0,0.98,기한청산
KODEX 200,6,위,-7.0,2022-06-20,31510.0,2022-06-30,8,30875.0,-2.02,기한청산
KODEX 200,6,위,-7.0,2023-06-20,34295.0,2023-06-30,8,33960.0,-0.98,기한청산
KODEX 200,6,위,-7.0,2024-06-20,38560.0,2024-06-28,6,38545.0,-0.04,기한청산
KODEX 200,6,위,-7.0,2025-06-20,40640.0,2025-06-30,6,41700.0,2.61,기한청산
KODEX 200,6,위,-7.0,2026-06-19,146910.0,2026-06-23,2,136626.0,-7.0,장중손절
KODEX 200,6,위,-8.0,2003-06-20,8710.0,2003-06-30,6,8510.0,-2.3,기한청산
KODEX 200,6,위,-8.0,2004-06-18,9470.0,2004-06-30,8,10170.0,7.39,기한청산
KODEX 200,6,위,-8.0,2005-06-20,12810.0,2005-06-30,8,12940.0,1.01,기한청산
KODEX 200,6,위,-8.0,2006-06-20,15815.0,2006-06-30,8,16840.0,6.48,기한청산
KODEX 200,6,위,-8.0,2007-06-20,22595.0,2007-06-29,7,22380.0,-0.95,기한청산
KODEX 200,6,위,-8.0,2008-06-20,22125.0,2008-06-30,6,21500.0,-2.82,기한청산
KODEX 200,6,위,-8.0,2009-06-19,17780.0,2009-06-30,7,18030.0,1.41,기한청산
KODEX 200,6,위,-8.0,2010-06-18,22525.0,2010-06-30,8,22205.0,-1.42,기한청산
KODEX 200,6,위,-8.0,2011-06-20,26670.0,2011-06-30,8,27745.0,4.03,기한청산
KODEX 200,6,위,-8.0,2012-06-20,25415.0,2012-06-29,7,24595.0,-3.23,기한청산
KODEX 200,6,위,-8.0,2013-06-20,23980.0,2013-06-28,6,24170.0,0.79,기한청산
KODEX 200,6,위,-8.0,2014-06-20,25505.0,2014-06-30,6,26000.0,1.94,기한청산
KODEX 200,6,위,-8.0,2015-06-19,24970.0,2015-06-30,7,25155.0,0.74,기한청산
KODEX 200,6,위,-8.0,2016-06-20,24450.0,2016-06-30,8,24400.0,-0.2,기한청산
KODEX 200,6,위,-8.0,2017-06-20,31040.0,2017-06-30,8,31325.0,0.92,기한청산
KODEX 200,6,위,-8.0,2018-06-20,30440.0,2018-06-29,7,30045.0,-1.3,기한청산
KODEX 200,6,위,-8.0,2019-06-20,27595.0,2019-06-28,6,27820.0,0.82,기한청산
KODEX 200,6,위,-8.0,2020-06-19,28280.0,2020-06-30,7,28070.0,-0.74,기한청산
KODEX 200,6,위,-8.0,2021-06-18,43470.0,2021-06-30,8,43895.0,0.98,기한청산
KODEX 200,6,위,-8.0,2022-06-20,31510.0,2022-06-30,8,30875.0,-2.02,기한청산
KODEX 200,6,위,-8.0,2023-06-20,34295.0,2023-06-30,8,33960.0,-0.98,기한청산
KODEX 200,6,위,-8.0,2024-06-20,38560.0,2024-06-28,6,38545.0,-0.04,기한청산
KODEX 200,6,위,-8.0,2025-06-20,40640.0,2025-06-30,6,41700.0,2.61,기한청산
KODEX 200,6,위,-8.0,2026-06-19,146910.0,2026-06-23,2,135157.0,-8.0,장중손절
KODEX 200,6,위,-9.0,2003-06-20,8710.0,2003-06-30,6,8510.0,-2.3,기한청산
KODEX 200,6,위,-9.0,2004-06-18,9470.0,2004-06-30,8,10170.0,7.39,기한청산
KODEX 200,6,위,-9.0,2005-06-20,12810.0,2005-06-30,8,12940.0,1.01,기한청산
KODEX 200,6,위,-9.0,2006-06-20,15815.0,2006-06-30,8,16840.0,6.48,기한청산
KODEX 200,6,위,-9.0,2007-06-20,22595.0,2007-06-29,7,22380.0,-0.95,기한청산
KODEX 200,6,위,-9.0,2008-06-20,22125.0,2008-06-30,6,21500.0,-2.82,기한청산
KODEX 200,6,위,-9.0,2009-06-19,17780.0,2009-06-30,7,18030.0,1.41,기한청산
KODEX 200,6,위,-9.0,2010-06-18,22525.0,2010-06-30,8,22205.0,-1.42,기한청산
KODEX 200,6,위,-9.0,2011-06-20,26670.0,2011-06-30,8,27745.0,4.03,기한청산
KODEX 200,6,위,-9.0,2012-06-20,25415.0,2012-06-29,7,24595.0,-3.23,기한청산
KODEX 200,6,위,-9.0,2013-06-20,23980.0,2013-06-28,6,24170.0,0.79,기한청산
KODEX 200,6,위,-9.0,2014-06-20,25505.0,2014-06-30,6,26000.0,1.94,기한청산
KODEX 200,6,위,-9.0,2015-06-19,24970.0,2015-06-30,7,25155.0,0.74,기한청산
KODEX 200,6,위,-9.0,2016-06-20,24450.0,2016-06-30,8,24400.0,-0.2,기한청산
KODEX 200,6,위,-9.0,2017-06-20,31040.0,2017-06-30,8,31325.0,0.92,기한청산
KODEX 200,6,위,-9.0,2018-06-20,30440.0,2018-06-29,7,30045.0,-1.3,기한청산
KODEX 200,6,위,-9.0,2019-06-20,27595.0,2019-06-28,6,27820.0,0.82,기한청산
KODEX 200,6,위,-9.0,2020-06-19,28280.0,2020-06-30,7,28070.0,-0.74,기한청산
KODEX 200,6,위,-9.0,2021-06-18,43470.0,2021-06-30,8,43895.0,0.98,기한청산
KODEX 200,6,위,-9.0,2022-06-20,31510.0,2022-06-30,8,30875.0,-2.02,기한청산
KODEX 200,6,위,-9.0,2023-06-20,34295.0,2023-06-30,8,33960.0,-0.98,기한청산
KODEX 200,6,위,-9.0,2024-06-20,38560.0,2024-06-28,6,38545.0,-0.04,기한청산
KODEX 200,6,위,-9.0,2025-06-20,40640.0,2025-06-30,6,41700.0,2.61,기한청산
KODEX 200,6,위,-9.0,2026-06-19,146910.0,2026-06-23,2,133688.0,-9.0,장중손절
KODEX 200,6,위,-10.0,2003-06-20,8710.0,2003-06-30,6,8510.0,-2.3,기한청산
KODEX 200,6,위,-10.0,2004-06-18,9470.0,2004-06-30,8,10170.0,7.39,기한청산
KODEX 200,6,위,-10.0,2005-06-20,12810.0,2005-06-30,8,12940.0,1.01,기한청산
KODEX 200,6,위,-10.0,2006-06-20,15815.0,2006-06-30,8,16840.0,6.48,기한청산
KODEX 200,6,위,-10.0,2007-06-20,22595.0,2007-06-29,7,22380.0,-0.95,기한청산
KODEX 200,6,위,-10.0,2008-06-20,22125.0,2008-06-30,6,21500.0,-2.82,기한청산
KODEX 200,6,위,-10.0,2009-06-19,17780.0,2009-06-30,7,18030.0,1.41,기한청산
KODEX 200,6,위,-10.0,2010-06-18,22525.0,2010-06-30,8,22205.0,-1.42,기한청산
KODEX 200,6,위,-10.0,2011-06-20,26670.0,2011-06-30,8,27745.0,4.03,기한청산
KODEX 200,6,위,-10.0,2012-06-20,25415.0,2012-06-29,7,24595.0,-3.23,기한청산
KODEX 200,6,위,-10.0,2013-06-20,23980.0,2013-06-28,6,24170.0,0.79,기한청산
KODEX 200,6,위,-10.0,2014-06-20,25505.0,2014-06-30,6,26000.0,1.94,기한청산
KODEX 200,6,위,-10.0,2015-06-19,24970.0,2015-06-30,7,25155.0,0.74,기한청산
KODEX 200,6,위,-10.0,2016-06-20,24450.0,2016-06-30,8,24400.0,-0.2,기한청산
KODEX 200,6,위,-10.0,2017-06-20,31040.0,2017-06-30,8,31325.0,0.92,기한청산
KODEX 200,6,위,-10.0,2018-06-20,30440.0,2018-06-29,7,30045.0,-1.3,기한청산
KODEX 200,6,위,-10.0,2019-06-20,27595.0,2019-06-28,6,27820.0,0.82,기한청산
KODEX 200,6,위,-10.0,2020-06-19,28280.0,2020-06-30,7,28070.0,-0.74,기한청산
KODEX 200,6,위,-10.0,2021-06-18,43470.0,2021-06-30,8,43895.0,0.98,기한청산
KODEX 200,6,위,-10.0,2022-06-20,31510.0,2022-06-30,8,30875.0,-2.02,기한청산
KODEX 200,6,위,-10.0,2023-06-20,34295.0,2023-06-30,8,33960.0,-0.98,기한청산
KODEX 200,6,위,-10.0,2024-06-20,38560.0,2024-06-28,6,38545.0,-0.04,기한청산
KODEX 200,6,위,-10.0,2025-06-20,40640.0,2025-06-30,6,41700.0,2.61,기한청산
KODEX 200,6,위,-10.0,2026-06-19,146910.0,2026-06-24,3,132219.0,-10.0,장중손절
KODEX 200,6,위,무손절,2003-06-20,8710.0,2003-06-30,6,8510.0,-2.3,기한청산
KODEX 200,6,위,무손절,2004-06-18,9470.0,2004-06-30,8,10170.0,7.39,기한청산
KODEX 200,6,위,무손절,2005-06-20,12810.0,2005-06-30,8,12940.0,1.01,기한청산
KODEX 200,6,위,무손절,2006-06-20,15815.0,2006-06-30,8,16840.0,6.48,기한청산
KODEX 200,6,위,무손절,2007-06-20,22595.0,2007-06-29,7,22380.0,-0.95,기한청산
KODEX 200,6,위,무손절,2008-06-20,22125.0,2008-06-30,6,21500.0,-2.82,기한청산
KODEX 200,6,위,무손절,2009-06-19,17780.0,2009-06-30,7,18030.0,1.41,기한청산
KODEX 200,6,위,무손절,2010-06-18,22525.0,2010-06-30,8,22205.0,-1.42,기한청산
KODEX 200,6,위,무손절,2011-06-20,26670.0,2011-06-30,8,27745.0,4.03,기한청산
KODEX 200,6,위,무손절,2012-06-20,25415.0,2012-06-29,7,24595.0,-3.23,기한청산
KODEX 200,6,위,무손절,2013-06-20,23980.0,2013-06-28,6,24170.0,0.79,기한청산
KODEX 200,6,위,무손절,2014-06-20,25505.0,2014-06-30,6,26000.0,1.94,기한청산
KODEX 200,6,위,무손절,2015-06-19,24970.0,2015-06-30,7,25155.0,0.74,기한청산
KODEX 200,6,위,무손절,2016-06-20,24450.0,2016-06-30,8,24400.0,-0.2,기한청산
KODEX 200,6,위,무손절,2017-06-20,31040.0,2017-06-30,8,31325.0,0.92,기한청산
KODEX 200,6,위,무손절,2018-06-20,30440.0,2018-06-29,7,30045.0,-1.3,기한청산
KODEX 200,6,위,무손절,2019-06-20,27595.0,2019-06-28,6,27820.0,0.82,기한청산
KODEX 200,6,위,무손절,2020-06-19,28280.0,2020-06-30,7,28070.0,-0.74,기한청산
KODEX 200,6,위,무손절,2021-06-18,43470.0,2021-06-30,8,43895.0,0.98,기한청산
KODEX 200,6,위,무손절,2022-06-20,31510.0,2022-06-30,8,30875.0,-2.02,기한청산
KODEX 200,6,위,무손절,2023-06-20,34295.0,2023-06-30,8,33960.0,-0.98,기한청산
KODEX 200,6,위,무손절,2024-06-20,38560.0,2024-06-28,6,38545.0,-0.04,기한청산
KODEX 200,6,위,무손절,2025-06-20,40640.0,2025-06-30,6,41700.0,2.61,기한청산
KODEX 200,6,위,무손절,2026-06-19,146910.0,2026-06-30,7,138580.0,-5.67,기한청산
KODEX 200,7,아래,-3.0,2003-07-18,8920.0,2003-07-28,6,9188.0,-3.0,장중손절
KODEX 200,7,아래,-3.0,2004-07-20,9480.0,2004-07-30,8,9480.0,-0.0,기한청산
KODEX 200,7,아래,-3.0,2005-07-20,13850.0,2005-07-29,7,14266.0,-3.0,장중손절
KODEX 200,7,아래,-3.0,2006-07-20,16670.0,2006-07-31,7,17225.0,-3.33,갭손절
KODEX 200,7,아래,-3.0,2007-07-20,25270.0,2007-07-31,7,24500.0,3.05,기한청산
KODEX 200,7,아래,-3.0,2008-07-18,19430.0,2008-07-21,1,20013.0,-3.0,장중손절
KODEX 200,7,아래,-3.0,2009-07-20,19400.0,2009-07-27,5,19982.0,-3.0,장중손절
KODEX 200,7,아래,-3.0,2010-07-20,22675.0,2010-07-30,8,23025.0,-1.54,기한청산
KODEX 200,7,아래,-3.0,2011-07-20,28350.0,2011-07-29,7,27865.0,1.71,기한청산
KODEX 200,7,아래,-3.0,2012-07-20,24175.0,2012-07-31,7,24900.0,-3.0,장중손절
KODEX 200,7,아래,-3.0,2013-07-19,24215.0,2013-07-31,8,24775.0,-2.31,기한청산
KODEX 200,7,아래,-3.0,2014-07-18,26075.0,2014-07-30,8,26857.0,-3.0,장중손절
KODEX 200,7,아래,-3.0,2015-07-20,24875.0,2015-07-31,9,24305.0,2.29,기한청산
KODEX 200,7,아래,-3.0,2016-07-20,24970.0,2016-07-29,7,25115.0,-0.58,기한청산
KODEX 200,7,아래,-3.0,2017-07-20,32190.0,2017-07-31,7,31460.0,2.27,기한청산
KODEX 200,7,아래,-3.0,2018-07-20,29815.0,2018-07-31,7,29805.0,0.03,기한청산
KODEX 200,7,아래,-3.0,2019-07-19,27545.0,2019-07-31,8,26670.0,3.18,기한청산
KODEX 200,7,아래,-3.0,2020-07-20,29155.0,2020-07-28,6,30030.0,-3.0,장중손절
KODEX 200,7,아래,-3.0,2021-07-20,42880.0,2021-07-30,8,42485.0,0.92,기한청산
KODEX 200,7,아래,-3.0,2022-07-20,31710.0,2022-07-29,7,32661.0,-3.0,장중손절
KODEX 200,7,아래,-3.0,2023-07-20,34350.0,2023-07-31,7,34635.0,-0.83,기한청산
KODEX 200,7,아래,-3.0,2024-07-19,38625.0,2024-07-31,8,38125.0,1.29,기한청산
KODEX 200,7,아래,-3.0,2025-07-18,43340.0,2025-07-31,9,43925.0,-1.35,기한청산
KODEX 200,7,아래,-3.0,2026-07-20,104095.0,2026-07-21,1,107218.0,-3.0,장중손절
KODEX 200,7,아래,-4.0,2003-07-18,8920.0,2003-07-31,9,9110.0,-2.13,기한청산
KODEX 200,7,아래,-4.0,2004-07-20,9480.0,2004-07-30,8,9480.0,-0.0,기한청산
KODEX 200,7,아래,-4.0,2005-07-20,13850.0,2005-07-29,7,14260.0,-2.96,기한청산
KODEX 200,7,아래,-4.0,2006-07-20,16670.0,2006-07-31,7,17025.0,-2.13,기한청산
KODEX 200,7,아래,-4.0,2007-07-20,25270.0,2007-07-31,7,24500.0,3.05,기한청산
KODEX 200,7,아래,-4.0,2008-07-18,19430.0,2008-07-21,1,20207.0,-4.0,장중손절
KODEX 200,7,아래,-4.0,2009-07-20,19400.0,2009-07-31,9,20176.0,-4.0,장중손절
KODEX 200,7,아래,-4.0,2010-07-20,22675.0,2010-07-30,8,23025.0,-1.54,기한청산
