Date,Value
2022-10-17,20091.87
2022-10-18,18834.45
2022-10-19,19593.49
2022-10-20,20446.88
2022-10-21,20511.66
2022-10-24,19026.57
2022-10-25,19211.25
2022-10-26,19259.19
2022-10-27,18517.27
2022-10-28,19013.76
2022-10-31,18521.49
2022-11-01,18581.69
2022-11-02,18693.75
2022-11-03,19331.8
2022-11-04,19250.69
2022-11-07,18717.6
2022-11-08,17815.46
2022-11-09,18028.42
2022-11-10,18796.22
2022-11-11,16641.36
2022-11-14,16868.71
2022-11-15,15628.89
2022-11-16,15945.85
2022-11-17,16234.22
2022-11-18,16654.88
2022-11-21,17509.13
2022-11-22,17967.41
2022-11-23,16933.12
2022-11-24,16316.9
2022-11-25,16763.61
2022-11-28,17548.68
2022-11-29,16880.73
2022-11-30,16894.88
2022-12-01,16204.94
2022-12-02,17023.02
2022-12-05,16800.06
2022-12-06,17468.84
2022-12-07,17657.72
2022-12-08,17473.38
2022-12-09,17282.87
2022-12-12,17710.96
2022-12-13,17488.88
2022-12-14,16941.97
2022-12-15,17387.52
2022-12-16,17911.64
2022-12-19,17805.6
2022-12-20,18630.87
2022-12-21,18232.35
2022-12-22,17419.25
2022-12-23,18870.94
2022-12-26,18072.82
2022-12-27,17498.84
2022-12-28,18520.87
2022-12-29,19333.82
2023-01-02,19761.04
2023-01-03,19509.55
2023-01-04,19287.02
2023-01-05,19680.16
2023-01-06,18906.22
2023-01-09,18195.92
2023-01-10,18864.79
2023-01-11,17936.29
2023-01-12,17858.55
2023-01-13,17984.53
2023-01-16,17667.26
2023-01-17,18308.01
2023-01-18,18157.21
2023-01-19,18180.22
2023-01-20,17938.51
2023-01-25,17222.04
2023-01-26,16695.11
2023-01-27,16818.7
2023-01-30,17031.34
2023-01-31,16985.94
2023-02-01,16167.91
2023-02-02,15503.23
2023-02-03,15405.49
2023-02-06,15773.09
2023-02-07,15019.18
2023-02-08,14790.76
2023-02-09,14351.33
2023-02-10,14628.37
2023-02-13,14602.2
2023-02-14,14250.59
2023-02-15,14785.76
2023-02-16,13578.64
2023-02-17,14146.77
2023-02-20,13261.55
2023-02-21,13140.17
2023-02-22,13930.41
2023-02-23,13697.69
2023-02-24,13986.87
2023-02-27,13877.26
2023-02-28,13274.76
2023-03-02,13820.49
2023-03-03,12888.84
2023-03-06,12232.07
2023-03-07,12311.94
2023-03-08,12420.17
2023-03-09,12645.7
2023-03-10,13353.04
2023-03-13,12991.87
2023-03-14,14049.95
2023-03-15,12995.52
2023-03-16,13201.26
2023-03-17,12637.23
2023-03-20,12748.05
2023-03-21,12565.06
2023-03-22,12152.51
2023-03-23,12253.11
2023-03-24,11890.73
2023-03-27,11804.4
2023-03-28,11803.15
2023-03-29,11394.3
2023-03-30,11117.3
2023-03-31,11019.71
2023-04-03,10854.79
2023-04-04,10888.26
2023-04-05,10259.35
2023-04-06,10426.31
2023-04-07,9815.0
2023-04-10,9207.06
2023-04-11,8937.53
2023-04-12,9355.33
2023-04-13,9357.37
2023-04-14,9114.12
2023-04-17,9055.99
2023-04-18,9043.38
2023-04-19,9191.33
2023-04-20,9775.83
2023-04-21,10211.74
2023-04-24,10593.71
2023-04-25,10955.62
2023-04-26,10887.74
2023-04-27,10016.63
2023-04-28,10175.88
2023-05-02,9793.48
2023-05-03,10380.32
2023-05-04,10238.92
2023-05-08,10430.23
2023-05-09,10655.86
2023-05-10,10841.37
2023-05-11,11263.2
2023-05-12,11149.44
2023-05-15,11266.3
2023-05-16,11062.39
2023-05-17,10467.35
2023-05-18,10649.96
2023-05-19,10419.67
2023-05-22,10109.83
2023-05-23,9783.89
2023-05-24,9993.97
2023-05-25,10215.52
2023-05-26,10265.41
2023-05-30,9946.91
2023-05-31,9801.94
2023-06-01,9630.08
2023-06-02,9543.86
2023-06-05,9621.4
2023-06-07,9200.75
2023-06-08,9481.37
2023-06-09,9045.93
2023-06-12,8974.53
2023-06-13,8645.77
2023-06-14,9421.53
2023-06-15,9298.56
2023-06-16,8897.46
2023-06-19,8918.98
2023-06-20,9152.83
2023-06-21,9458.68
2023-06-22,9310.37
2023-06-23,9443.72
2023-06-26,9307.17
2023-06-27,9454.55
2023-06-28,9771.46
2023-06-29,9805.21
2023-06-30,9469.97
2023-07-03,8792.96
2023-07-04,8935.13
2023-07-05,8809.1
2023-07-06,9072.99
2023-07-07,9209.8
2023-07-10,9403.71
2023-07-11,8874.58
2023-07-12,8871.23
2023-07-13,8661.46
2023-07-14,8471.6
2023-07-17,8506.41
2023-07-18,7791.72
2023-07-19,7429.82
2023-07-20,7388.13
2023-07-21,7229.05
2023-07-24,7121.65
2023-07-25,6573.13
2023-07-26,7236.68
2023-07-27,7772.64
2023-07-28,7115.04
2023-07-31,6597.77
2023-08-01,6695.32
2023-08-02,7337.53
2023-08-03,6798.78
2023-08-04,7013.18
2023-08-07,7614.61
2023-08-08,7600.19
2023-08-09,7174.86
2023-08-10,7189.93
2023-08-11,7308.64
2023-08-14,7623.94
2023-08-16,7985.15
2023-08-17,7592.51
2023-08-18,7881.14
2023-08-21,7469.72
2023-08-22,7296.64
2023-08-23,7595.31
2023-08-24,7212.81
2023-08-25,7244.81
2023-08-28,7107.0
2023-08-29,7114.26
2023-08-30,7067.29
2023-08-31,7017.82
2023-09-01,7242.85
2023-09-04,7312.82
2023-09-05,7432.39
2023-09-06,7546.57
2023-09-07,7787.12
2023-09-08,7542.28
2023-09-11,7731.97
2023-09-12,7840.26
2023-09-13,8114.99
2023-09-14,7808.64
2023-09-15,7847.07
2023-09-18,7937.73
2023-09-19,7989.87
2023-09-20,7827.04
2023-09-21,8297.07
2023-09-22,8306.01
2023-09-25,8644.56
2023-09-26,8932.45
2023-09-27,8542.78
2023-10-04,9329.58
2023-10-05,9340.48
2023-10-06,9118.5
2023-10-10,9639.77
2023-10-11,8960.14
2023-10-12,8447.2
2023-10-13,8806.35
2023-10-16,9012.82
2023-10-17,8809.96
2023-10-18,9142.86
2023-10-19,9583.88
2023-10-20,10012.69
2023-10-23,10041.3
2023-10-24,9349.12
2023-10-25,10034.2
2023-10-26,10754.41
2023-10-27,10476.66
2023-10-30,10276.99
2023-10-31,10976.76
2023-11-01,11034.63
2023-11-02,9895.48
2023-11-03,9645.6
2023-11-06,6854.92
2023-11-07,7584.91
2023-11-08,8047.15
2023-11-09,8185.23
2023-11-10,8517.93
2023-11-13,8829.1
2023-11-14,8244.2
2023-11-15,7897.57
2023-11-16,7979.81
2023-11-17,8387.87
2023-11-20,7931.13
2023-11-21,7986.99
2023-11-22,8034.67
2023-11-23,7974.92
2023-11-24,8104.19
2023-11-27,8188.35
2023-11-28,7934.65
2023-11-29,7804.54
2023-11-30,7568.36
2023-12-01,7665.1
2023-12-04,7608.06
2023-12-05,7979.72
2023-12-06,7767.52
2023-12-07,7969.77
2023-12-08,7435.02
2023-12-11,7317.44
2023-12-12,7269.55
2023-12-13,7408.56
2023-12-14,7091.86
2023-12-15,7121.62
2023-12-18,6870.85
2023-12-19,6679.47
2023-12-20,6630.72
2023-12-21,6765.3
2023-12-22,6912.7
2023-12-26,6985.4
2023-12-27,6697.51
2023-12-28,6552.6
2024-01-02,6552.06
2024-01-03,6758.42
2024-01-04,6879.42
2024-01-05,6626.85
2024-01-08,6709.16
2024-01-09,6560.15
2024-01-10,6812.97
2024-01-11,6633.46
2024-01-12,6878.27
2024-01-15,7104.62
2024-01-16,7124.19
2024-01-17,7501.21
2024-01-18,7376.26
2024-01-19,7550.42
2024-01-22,7704.11
2024-01-23,7624.29
2024-01-24,7872.45
2024-01-25,8080.87
2024-01-26,7568.84
2024-01-29,7923.3
2024-01-30,7783.45
2024-01-31,8241.42
2024-02-01,8040.96
2024-02-02,7660.28
2024-02-05,7893.6
2024-02-06,7996.57
2024-02-07,7766.58
2024-02-08,7366.85
2024-02-13,7079.74
2024-02-14,6971.85
2024-02-15,6889.16
2024-02-16,6911.98
2024-02-19,6854.02
2024-02-20,6766.43
2024-02-21,6730.11
2024-02-22,6660.61
2024-02-23,6554.26
2024-02-26,6517.85
2024-02-27,6763.36
2024-02-28,6480.91
2024-02-29,6380.57
2024-03-04,6188.54
2024-03-05,6298.52
2024-03-06,6187.29
2024-03-07,6302.56
2024-03-08,5993.58
2024-03-11,5988.14
2024-03-12,5659.18
2024-03-13,5720.78
2024-03-14,5716.31
2024-03-15,5883.89
2024-03-18,5639.96
2024-03-19,5649.43
2024-03-20,5676.5
2024-03-21,5405.36
2024-03-22,5437.06
2024-03-25,5184.2
2024-03-26,5079.24
2024-03-27,5208.34
2024-03-28,5258.01
2024-03-29,5350.77
2024-04-01,5342.74
2024-04-02,5693.96
2024-04-03,5886.13
2024-04-04,5837.72
2024-04-05,6126.23
2024-04-08,6173.29
2024-04-09,6133.38
2024-04-11,6197.37
2024-04-12,6144.91
2024-04-15,6241.68
2024-04-16,6521.9
2024-04-17,6635.39
2024-04-18,6183.55
2024-04-19,6382.32
2024-04-22,6161.62
2024-04-23,6176.86
2024-04-24,5904.35
2024-04-25,6087.74
2024-04-26,6024.43
2024-04-29,5831.15
2024-04-30,5844.32
2024-05-02,5929.16
2024-05-03,5925.31
2024-05-07,5879.89
2024-05-08,5883.49
2024-05-09,5981.11
2024-05-10,6117.08
2024-05-13,6311.49
2024-05-14,6224.68
2024-05-16,6067.28
2024-05-17,6656.45
2024-05-20,6664.76
2024-05-21,6567.34
2024-05-22,6591.89
2024-05-23,6701.22
2024-05-24,6794.19
2024-05-27,6504.54
2024-05-28,6559.37
2024-05-29,6806.13
2024-05-30,6912.76
2024-05-31,6730.17
2024-06-03,6622.09
2024-06-04,6528.33
2024-06-05,6326.11
2024-06-07,5950.38
2024-06-10,6122.93
2024-06-11,5965.75
2024-06-12,6028.36
2024-06-13,6072.71
2024-06-14,6216.8
2024-06-17,6235.01
2024-06-18,6214.78
2024-06-19,6152.75
2024-06-20,6302.42
2024-06-21,6277.28
2024-06-24,6452.4
2024-06-25,6387.68
2024-06-26,6463.44
2024-06-27,6418.42
2024-06-28,6463.62
2024-07-01,6223.73
2024-07-02,6553.25
2024-07-03,6204.41
2024-07-04,6085.21
2024-07-05,5864.55
2024-07-08,5799.26
2024-07-09,5760.97
2024-07-10,5782.16
2024-07-11,5862.82
2024-07-12,5907.35
2024-07-15,5891.16
2024-07-16,6098.83
2024-07-17,6301.11
2024-07-18,6364.56
2024-07-19,6249.79
2024-07-22,6649.29
2024-07-23,6506.76
2024-07-24,6456.27
2024-07-25,6770.07
2024-07-26,6791.81
2024-07-29,6502.02
2024-07-30,6574.49
2024-07-31,6578.76
2024-08-01,6338.55
2024-08-02,6946.83
2024-08-05,8738.27
2024-08-06,7068.13
2024-08-07,6774.43
2024-08-08,6970.04
2024-08-09,6546.17
2024-08-12,6518.07
2024-08-13,6603.12
2024-08-14,6335.22
2024-08-16,6123.37
2024-08-19,6338.66
2024-08-20,6184.16
2024-08-21,6361.79
2024-08-22,6455.57
2024-08-23,6376.18
2024-08-26,6514.33
2024-08-27,6597.45
2024-08-28,6573.19
2024-08-29,6698.37
2024-08-30,6474.53
2024-09-02,6326.68
2024-09-03,6589.96
2024-09-04,7156.8
2024-09-05,7290.23
2024-09-06,7753.59
2024-09-09,7462.94
2024-09-10,7780.93
2024-09-11,7695.69
2024-09-12,7058.57
2024-09-13,7083.76
2024-09-19,6834.62
2024-09-20,6607.07
2024-09-23,6566.78
2024-09-24,6175.83
2024-09-25,6455.67
2024-09-26,6057.91
2024-09-27,6213.3
2024-09-30,6368.07
2024-10-02,6228.08
2024-10-04,6077.38
2024-10-07,5883.01
2024-10-08,5966.44
2024-10-10,5985.98
2024-10-11,6172.08
2024-10-14,6203.33
2024-10-15,6069.16
2024-10-16,6284.06
2024-10-17,6269.9
2024-10-18,6536.91
2024-10-21,6319.61
2024-10-22,6717.94
2024-10-23,6525.61
2024-10-24,6745.39
2024-10-25,6869.63
2024-10-28,6494.15
2024-10-29,6345.6
2024-10-30,6553.75
2024-10-31,6413.46
2024-11-01,6796.2
2024-11-04,6030.94
2024-11-05,6150.78
2024-11-06,6352.68
2024-11-07,6564.66
2024-11-08,6330.01
2024-11-11,6548.89
2024-11-12,6787.73
2024-11-13,7222.37
2024-11-14,7434.23
2024-11-15,7228.85
2024-11-18,7099.51
2024-11-19,7406.19
2024-11-20,7581.19
2024-11-21,7465.86
2024-11-22,7899.85
2024-11-25,7079.53
2024-11-26,7392.81
2024-11-27,7432.29
2024-11-28,7411.12
2024-11-29,7833.95
2024-12-02,7814.79
2024-12-03,7357.17
2024-12-04,7716.4
2024-12-05,7720.85
2024-12-06,7918.24
2024-12-09,8557.17
2024-12-10,7728.4
2024-12-11,7704.54
2024-12-12,7387.72
2024-12-13,7353.76
2024-12-16,7332.49
2024-12-17,7550.82
2024-12-18,7417.77
2024-12-19,7912.82
2024-12-20,8177.64
2024-12-23,7889.54
2024-12-24,7818.51
2024-12-26,7881.67
2024-12-27,8139.47
2024-12-30,7851.54
2025-01-02,7734.72
2025-01-03,7195.93
2025-01-06,6949.98
2025-01-07,6887.56
2025-01-08,6875.32
2025-01-09,6832.28
2025-01-10,6958.26
2025-01-13,7194.58
2025-01-14,6919.49
2025-01-15,7081.55
2025-01-16,6696.53
2025-01-17,6729.84
2025-01-20,6609.97
2025-01-21,6662.1
2025-01-22,6507.22
2025-01-23,6599.35
2025-01-24,6441.95
2025-01-31,6468.46
2025-02-03,6989.51
2025-02-04,6590.55
2025-02-05,6406.25
2025-02-06,6254.46
2025-02-07,6197.72
2025-02-10,6099.27
2025-02-11,6146.69
2025-02-12,6161.6
2025-02-13,6121.84
2025-02-14,5888.07
2025-02-17,5749.44
2025-02-18,5722.35
2025-02-19,5647.4
2025-02-20,5807.99
2025-02-21,5638.2
2025-02-24,5649.37
2025-02-25,5683.08
2025-02-26,5699.82
2025-02-27,5603.59
2025-02-28,6075.97
2025-03-04,6175.26
2025-03-05,6025.14
2025-03-06,6303.17
2025-03-07,6494.22
