Date,Value
2016-12-27,10054.22
2016-12-28,10078.07
2016-12-29,10066.17
2017-01-02,10058.1
2017-01-03,10019.64
2017-01-04,10045.82
2017-01-05,9870.47
2017-01-06,9941.76
2017-01-09,10070.22
2017-01-10,9956.28
2017-01-11,9963.78
2017-01-12,9871.53
2017-01-13,9786.87
2017-01-16,9846.28
2017-01-17,9788.41
2017-01-18,9704.48
2017-01-19,9813.25
2017-01-20,9752.86
2017-01-23,9707.15
2017-01-24,9714.04
2017-01-25,9723.46
2017-01-26,9662.27
2017-01-31,9688.6
2017-02-01,9650.59
2017-02-02,9546.3
2017-02-03,9564.52
2017-02-06,9481.48
2017-02-07,9538.7
2017-02-08,9562.31
2017-02-09,9558.49
2017-02-10,9591.46
2017-02-13,9598.38
2017-02-14,9485.2
2017-02-15,9522.72
2017-02-16,9521.8
2017-02-17,9565.68
2017-02-20,9572.5
2017-02-21,9557.77
2017-02-22,9531.34
2017-02-23,9492.48
2017-02-24,9440.43
2017-02-27,9464.03
2017-02-28,9430.23
2017-03-02,9532.41
2017-03-03,9643.66
2017-03-06,9655.7
2017-03-07,9575.65
2017-03-08,9564.77
2017-03-09,9659.45
2017-03-10,9664.08
2017-03-13,9550.09
2017-03-14,9595.37
2017-03-15,9546.98
2017-03-16,9448.67
2017-03-17,9435.34
2017-03-20,9349.4
2017-03-21,9345.49
2017-03-22,9376.35
2017-03-23,9365.13
2017-03-24,9365.63
2017-03-27,9290.59
2017-03-28,9299.37
2017-03-29,9307.87
2017-03-30,9322.7
2017-03-31,9340.04
2017-04-03,9316.94
2017-04-04,9374.98
2017-04-05,9388.71
2017-04-06,9464.27
2017-04-07,9474.68
2017-04-10,9542.94
2017-04-11,9579.0
2017-04-12,9538.9
2017-04-13,9440.62
2017-04-14,9523.27
2017-04-17,9510.85
2017-04-18,9542.01
2017-04-19,9522.2
2017-04-20,9519.1
2017-04-21,9482.77
2017-04-24,9448.77
2017-04-25,9404.74
2017-04-26,9417.53
2017-04-27,9445.65
2017-04-28,9503.41
2017-05-02,9456.19
2017-05-04,9476.46
2017-05-08,9466.12
2017-05-10,9504.28
2017-05-11,9438.86
2017-05-12,9428.72
2017-05-15,9392.21
2017-05-16,9332.36
2017-05-17,9351.87
2017-05-18,9407.43
2017-05-19,9433.03
2017-05-22,9347.92
2017-05-23,9397.42
2017-05-24,9417.63
2017-05-25,9345.07
2017-05-26,9370.79
2017-05-29,9388.37
2017-05-30,9407.03
2017-05-31,9356.35
2017-06-01,9393.67
2017-06-02,9389.88
2017-06-05,9356.82
2017-06-07,9400.55
2017-06-08,9392.52
2017-06-09,9405.47
2017-06-12,9438.2
2017-06-13,9449.88
2017-06-14,9406.77
2017-06-15,9407.66
2017-06-16,9497.79
2017-06-19,9484.61
2017-06-20,9506.58
2017-06-21,9571.96
2017-06-22,9551.48
2017-06-23,9528.21
2017-06-26,9512.48
2017-06-27,9520.38
2017-06-28,9580.46
2017-06-29,9558.26
2017-06-30,9585.01
2017-07-03,9603.78
2017-07-04,9635.2
2017-07-05,9630.6
2017-07-06,9693.91
2017-07-07,9672.84
2017-07-10,9637.66
2017-07-11,9646.33
2017-07-12,9600.94
2017-07-13,9524.5
2017-07-14,9505.84
2017-07-17,9457.63
2017-07-18,9415.2
2017-07-19,9406.11
2017-07-20,9435.15
2017-07-21,9375.29
2017-07-24,9336.84
