날짜,종가,NAV,괴리율
2017-11-08,8635,8635.41,-0.0
2017-11-09,8630,8637.53,-0.09
2017-11-10,8665,8673.25,-0.1
2017-11-13,8710,8737.83,-0.32
2017-11-14,8680,8682.04,-0.02
2017-11-15,8595,8590.76,0.05
2017-11-16,8420,8419.72,0.0
2017-11-17,8365,8362.25,0.03
2017-11-20,8395,8411.9,-0.2
2017-11-21,8340,8338.8,0.01
2017-11-22,8235,8210.2,0.3
2017-11-23,8180,8179.77,0.0
2017-11-24,8175,8190.89,-0.19
2017-11-27,8210,8232.99,-0.28
2017-11-28,8165,8167.01,-0.02
2017-11-29,8055,8033.85,0.26
2017-11-30,8205,8215.2,-0.12
2017-12-01,8180,8191.51,-0.14
2017-12-04,8215,8221.9,-0.08
2017-12-05,8170,8175.89,-0.07
2017-12-06,8300,8295.56,0.05
2017-12-07,8285,8314.88,-0.36
2017-12-08,8290,8292.44,-0.03
2017-12-11,8270,8277.53,-0.09
2017-12-12,8280,8268.75,0.14
2017-12-13,8265,8245.39,0.24
2017-12-14,8225,8215.95,0.11
2017-12-15,8240,8240.92,-0.01
2017-12-18,8220,8226.74,-0.08
2017-12-19,8170,8163.39,0.08
2017-12-20,8105,8100.6,0.05
2017-12-21,8120,8127.69,-0.09
2017-12-22,8090,8089.78,0.0
2017-12-26,8040,8041.62,-0.02
2017-12-27,8000,7997.71,0.03
2017-12-28,7965,7939.46,0.32
2018-01-02,7825,7817.31,0.1
2018-01-03,7865,7866.89,-0.02
2018-01-04,7830,7832.96,-0.04
2018-01-05,7845,7845.34,-0.0
2018-01-08,7890,7898.18,-0.1
2018-01-09,7895,7910.83,-0.2
2018-01-10,7980,7985.97,-0.07
2018-01-11,7985,7984.99,0.0
2018-01-12,7875,7852.18,0.29
2018-01-15,7840,7844.69,-0.06
2018-01-16,7840,7838.58,0.02
2018-01-17,7930,7943.03,-0.16
2018-01-18,7950,7966.65,-0.21
2018-01-19,7895,7888.75,0.08
2018-01-22,7945,7956.85,-0.15
2018-01-23,7945,7963.73,-0.24
2018-01-24,7945,7958.76,-0.17
2018-01-25,7795,7796.31,-0.02
2018-01-26,7870,7872.06,-0.03
2018-01-29,7890,7902.91,-0.16
2018-01-30,8005,8014.47,-0.12
2018-01-31,7930,7928.25,0.02
2018-02-01,7985,7992.67,-0.1
2018-02-02,8095,8113.3,-0.23
2018-02-05,8235,8251.04,-0.19
2018-02-06,8255,8280.69,-0.31
2018-02-07,8215,8195.48,0.24
2018-02-08,8215,8234.85,-0.24
2018-02-09,8275,8285.0,-0.12
2018-02-12,8170,8185.38,-0.19
2018-02-13,8165,8182.48,-0.21
2018-02-14,8060,8070.24,-0.13
2018-02-19,7920,7909.91,0.13
2018-02-20,8005,8012.44,-0.09
2018-02-21,8050,8060.5,-0.13
2018-02-22,8160,8173.2,-0.16
2018-02-23,8095,8092.95,0.03
2018-02-26,8015,8019.94,-0.06
2018-02-27,7990,7978.18,0.15
2018-02-28,8160,8161.91,-0.02
2018-03-02,8120,8125.74,-0.07
2018-03-05,8140,8152.76,-0.16
2018-03-06,8045,8058.15,-0.16
2018-03-07,7955,7955.48,-0.01
2018-03-08,7960,7978.89,-0.24
2018-03-09,7955,7958.73,-0.05
2018-03-12,7895,7888.93,0.08
2018-03-13,7915,7930.55,-0.2
2018-03-14,7885,7885.35,-0.0
2018-03-15,7895,7891.0,0.05
2018-03-16,7915,7915.61,-0.01
2018-03-19,7985,7985.14,-0.0
2018-03-20,7940,7949.93,-0.12
2018-03-21,7985,7995.23,-0.13
2018-03-22,7980,7980.15,-0.0
2018-03-23,8125,8129.6,-0.06
2018-03-26,8110,8108.98,0.01
2018-03-27,7950,7955.67,-0.07
2018-03-28,7965,7987.07,-0.28
2018-03-29,7905,7894.83,0.13
2018-03-30,7880,7867.56,0.16
2018-04-02,7775,7757.53,0.23
2018-04-03,7750,7746.78,0.04
2018-04-04,7805,7806.84,-0.02
2018-04-05,7815,7823.21,-0.1
2018-04-06,7950,7953.83,-0.05
2018-04-09,7930,7921.34,0.11
2018-04-10,7910,7916.46,-0.08
2018-04-11,7910,7923.18,-0.17
2018-04-12,7960,7972.41,-0.16
2018-04-13,7975,7975.51,-0.01
2018-04-16,8025,8035.86,-0.14
2018-04-17,7930,7936.55,-0.08
2018-04-18,7950,7951.51,-0.02
2018-04-19,7860,7862.55,-0.03
2018-04-20,7930,7944.85,-0.19
2018-04-23,7955,7966.71,-0.15
2018-04-24,8075,8103.17,-0.35
2018-04-25,8135,8160.79,-0.32
2018-04-26,8140,8138.45,0.02
2018-04-27,8080,8081.62,-0.02
2018-04-30,7960,7962.53,-0.03
2018-05-02,8070,8082.37,-0.15
2018-05-03,8075,8086.19,-0.14
2018-05-04,8085,8106.57,-0.27
2018-05-08,8080,8087.83,-0.1
2018-05-09,8145,8171.28,-0.32
2018-05-10,8035,8030.96,0.05
2018-05-11,7995,7990.42,0.06
2018-05-14,7970,7969.92,0.0
2018-05-15,8055,8055.23,-0.0
2018-05-16,8100,8116.08,-0.2
2018-05-17,8150,8161.24,-0.14
2018-05-18,8110,8114.37,-0.05
2018-05-21,8210,8218.1,-0.1
2018-05-23,8140,8145.52,-0.07
2018-05-24,8130,8137.88,-0.1
2018-05-25,8115,8113.9,0.01
2018-05-28,8050,8061.82,-0.15
2018-05-29,8090,8113.15,-0.29
2018-05-30,8145,8156.36,-0.14
2018-05-31,8110,8109.2,0.01
2018-06-01,8065,8084.59,-0.24
2018-06-04,8030,8036.0,-0.07
2018-06-05,8015,8014.24,0.01
2018-06-07,7985,7990.17,-0.06
2018-06-08,8085,8085.34,-0.0
2018-06-11,8070,8085.66,-0.19
2018-06-12,8100,8121.19,-0.26
2018-06-14,8190,8211.9,-0.27
2018-06-15,8400,8414.97,-0.18
2018-06-18,8540,8534.97,0.06
2018-06-19,8595,8620.15,-0.29
2018-06-20,8530,8549.36,-0.23
2018-06-21,8640,8642.14,-0.02
2018-06-22,8590,8576.21,0.16
2018-06-25,8720,8734.61,-0.17
2018-06-26,8695,8702.75,-0.09
2018-06-27,8740,8751.58,-0.13
2018-06-28,8830,8856.41,-0.3
2018-06-29,8700,8706.44,-0.07
2018-07-02,8780,8777.62,0.03
2018-07-03,8765,8756.77,0.09
2018-07-04,8705,8714.22,-0.11
2018-07-05,8770,8759.65,0.12
2018-07-06,8715,8724.99,-0.11
2018-07-09,8670,8673.56,-0.04
2018-07-10,8730,8731.97,-0.02
2018-07-11,8780,8790.66,-0.12
2018-07-12,8885,8894.55,-0.11
2018-07-13,8860,8863.28,-0.04
2018-07-16,8930,8925.56,0.05
2018-07-17,8850,8867.31,-0.2
2018-07-18,8985,8989.44,-0.05
2018-07-19,8990,9005.62,-0.17
2018-07-20,9000,9021.54,-0.24
2018-07-23,8975,8970.8,0.05
2018-07-24,9025,9057.04,-0.35
2018-07-25,8890,8894.41,-0.05
2018-07-26,8795,8810.3,-0.17
2018-07-27,8765,8742.18,0.26
2018-07-30,8795,8804.57,-0.11
2018-07-31,8780,8782.53,-0.03
2018-08-01,8820,8811.0,0.1
2018-08-02,8880,8885.03,-0.06
2018-08-03,8925,8928.3,-0.04
2018-08-06,8855,8865.2,-0.12
2018-08-07,8855,8856.63,-0.02
2018-08-08,8800,8800.21,-0.0
2018-08-09,8760,8774.93,-0.17
2018-08-10,8930,8943.97,-0.16
2018-08-13,9010,9025.09,-0.17
2018-08-14,8935,8943.07,-0.09
2018-08-16,8950,8959.59,-0.11
2018-08-17,8895,8882.27,0.14
2018-08-20,8855,8848.67,0.07
2018-08-21,8780,8786.84,-0.08
2018-08-22,8790,8785.48,0.05
2018-08-23,8825,8827.28,-0.03
2018-08-24,8790,8780.23,0.11
2018-08-27,8710,8708.96,0.01
2018-08-28,8635,8654.34,-0.22
2018-08-29,8650,8662.4,-0.14
2018-08-30,8630,8649.1,-0.22
2018-08-31,8695,8707.52,-0.14
2018-09-03,8665,8656.85,0.09
2018-09-04,8730,8734.54,-0.05
2018-09-05,8815,8822.34,-0.08
2018-09-06,8860,8870.93,-0.12
2018-09-07,8845,8844.19,0.01
2018-09-10,8935,8962.67,-0.31
2018-09-11,8885,8899.03,-0.16
2018-09-12,8940,8950.42,-0.12
2018-09-13,8855,8864.05,-0.1
2018-09-14,8770,8761.27,0.1
2018-09-17,8915,8919.95,-0.06
2018-09-18,8855,8869.56,-0.16
2018-09-19,8825,8822.34,0.03
2018-09-20,8820,8822.46,-0.03
2018-09-21,8735,8740.33,-0.06
2018-09-27,8695,8710.96,-0.18
2018-09-28,8645,8649.48,-0.05
2018-10-01,8675,8690.86,-0.18
2018-10-02,8800,8797.76,0.03
2018-10-04,8960,8972.61,-0.14
2018-10-05,8975,8973.27,0.02
2018-10-08,9020,9027.69,-0.09
2018-10-10,9030,9045.05,-0.17
2018-10-11,9195,9208.07,-0.14
2018-10-12,9000,9016.32,-0.18
2018-10-15,9055,9051.53,0.04
2018-10-16,8935,8963.65,-0.32
2018-10-17,8930,8910.57,0.22
2018-10-18,9050,9061.14,-0.12
2018-10-19,9000,9010.63,-0.12
2018-10-22,8945,8955.97,-0.12
2018-10-23,9095,9098.54,-0.04
2018-10-24,9020,9015.29,0.05
2018-10-25,9105,9106.42,-0.02
2018-10-26,9160,9169.3,-0.1
2018-10-29,9155,9173.2,-0.2
2018-10-30,9135,9132.4,0.03
2018-10-31,9135,9142.55,-0.08
2018-11-01,9120,9105.31,0.16
2018-11-02,8865,8849.25,0.18
2018-11-05,8875,8891.71,-0.19
2018-11-06,8875,8898.17,-0.26
2018-11-07,8870,8891.31,-0.24
