종목,테스트,파라미터,시작연도,방향,시대 구간,구간,표본,거는 방향,적중률(%),방향 기대값(%),합산 수익률(%),기준선(%),기준선 대비 차이(%p),1차 판정
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,2일,8,위,62.5,0.68,5.46,49.9,12.6,후보
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,3일,8,위,62.5,1.54,12.31,49.95,12.55,후보
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,1주,8,위,50.0,-0.12,-0.96,49.94,0.06,제외
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,2주,8,아래,62.5,-0.02,-0.14,49.96,12.54,제외
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,1개월,8,아래,62.5,0.99,7.9,49.99,12.51,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1일,1,아래,100.0,4.25,4.25,44.21,55.79,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,2일,1,아래,100.0,2.49,2.49,42.57,57.43,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,3일,1,아래,100.0,1.83,1.83,42.17,57.83,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1주,1,아래,100.0,4.68,4.68,41.03,58.97,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,2주,1,위,100.0,0.29,0.29,62.45,37.55,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1개월,1,위,100.0,4.71,4.71,65.46,34.54,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1일,2,위,100.0,8.03,16.05,55.73,44.27,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2일,2,아래,50.0,0.11,0.21,42.57,7.43,제외
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,3일,2,위,100.0,3.83,7.66,57.83,42.17,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1주,2,위,100.0,0.44,0.88,58.85,41.15,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2주,2,위,100.0,10.83,21.65,62.45,37.55,후보
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1개월,2,위,100.0,19.1,38.2,65.46,34.54,후보
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,1일,3,위,100.0,6.77,20.31,49.97,50.03,후보
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,2일,3,위,66.67,0.76,2.28,49.97,16.7,후보
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3일,3,위,100.0,3.16,9.48,50.0,50.0,후보
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,1주,3,위,100.0,1.85,5.56,49.94,50.06,후보
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,2주,3,위,66.67,7.12,21.36,49.97,16.7,후보
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,1개월,3,위,66.67,11.16,33.49,50.0,16.67,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1일,1,아래,100.0,4.25,4.25,44.21,55.79,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,2일,1,아래,100.0,2.49,2.49,42.57,57.43,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,3일,1,아래,100.0,1.83,1.83,42.17,57.83,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1주,1,아래,100.0,4.68,4.68,41.03,58.97,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,2주,1,위,100.0,0.29,0.29,62.45,37.55,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1개월,1,위,100.0,4.71,4.71,65.46,34.54,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1일,2,위,100.0,8.03,16.05,55.73,44.27,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2일,2,아래,50.0,0.11,0.21,42.57,7.43,제외
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,3일,2,위,100.0,3.83,7.66,57.83,42.17,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1주,2,위,100.0,0.44,0.88,58.85,41.15,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2주,2,위,100.0,10.83,21.65,62.45,37.55,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1개월,2,위,100.0,19.1,38.2,65.46,34.54,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,1일,3,위,100.0,6.77,20.31,49.97,50.03,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,2일,3,위,66.67,0.76,2.28,49.97,16.7,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3일,3,위,100.0,3.16,9.48,50.0,50.0,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,1주,3,위,100.0,1.85,5.56,49.94,50.06,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,2주,3,위,66.67,7.12,21.36,49.97,16.7,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,1개월,3,위,66.67,11.16,33.49,50.0,16.67,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,1일,5,아래,80.0,3.63,18.17,44.21,35.79,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,2일,5,아래,60.0,0.96,4.81,42.57,17.43,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,3일,5,아래,60.0,2.61,13.05,42.17,17.83,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,1주,5,위,60.0,-2.14,-10.7,58.85,1.15,제외
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,2주,5,위,80.0,1.92,9.58,62.45,17.55,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,1개월,5,위,100.0,9.51,47.57,65.46,34.54,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1일,3,위,100.0,7.17,21.5,55.73,44.27,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,2일,3,위,66.67,0.21,0.64,57.37,9.29,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3일,3,위,66.67,-0.25,-0.74,57.83,8.84,제외
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1주,3,위,66.67,-3.89,-11.66,58.85,7.81,제외
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,2주,3,위,66.67,3.24,9.72,62.45,4.22,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1개월,3,위,100.0,13.22,39.66,65.46,34.54,후보
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,1일,8,위,87.5,4.96,39.67,49.97,37.53,후보
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,2일,8,위,62.5,0.68,5.46,49.97,12.53,후보
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,3일,8,위,62.5,1.54,12.31,50.0,12.5,후보
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,1주,8,위,50.0,-0.12,-0.96,49.94,0.06,제외
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,2주,8,아래,62.5,-0.02,-0.14,49.97,12.53,제외
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,1개월,8,아래,62.5,0.99,7.9,50.0,12.5,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,1일,25,아래,60.0,1.03,25.65,45.25,14.75,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,2일,25,아래,52.0,0.41,10.15,45.46,6.54,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,3일,25,위,56.0,0.85,21.26,54.56,1.44,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,1주,25,위,64.0,1.4,34.94,56.04,7.96,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,2주,25,위,64.0,1.35,33.84,56.91,7.09,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,1개월,25,아래,44.0,-1.56,-39.08,41.8,2.2,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,1일,36,위,55.56,0.36,13.02,53.24,2.31,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2일,36,위,69.44,1.14,41.12,54.01,15.44,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,3일,36,위,61.11,1.28,46.05,54.56,6.55,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,1주,36,위,61.11,2.78,100.04,56.04,5.07,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,2주,36,아래,41.67,-2.18,-78.41,42.82,-1.15,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,1개월,36,아래,52.78,-0.64,-23.21,41.8,10.98,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,1일,61,위,57.38,0.63,38.68,49.25,8.13,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,2일,61,위,62.3,0.84,51.27,49.73,12.56,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,3일,61,위,54.1,0.41,24.79,49.7,4.4,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,1주,61,위,49.18,1.07,65.09,49.74,-0.56,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,2주,61,아래,50.82,-0.73,-44.57,49.86,0.96,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,1개월,61,아래,54.1,0.26,15.87,49.91,4.18,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,1일,38,아래,65.79,1.07,40.56,45.25,20.54,후보
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2일,38,아래,50.0,0.45,17.11,45.46,4.54,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,3일,38,아래,50.0,-0.51,-19.25,44.84,5.16,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,1주,38,위,57.89,0.98,37.37,56.04,1.86,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,2주,38,위,60.53,0.6,22.96,56.91,3.62,후보
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,1개월,38,위,60.53,2.46,93.46,58.03,2.5,후보
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,1일,49,위,55.1,0.44,21.63,53.24,1.86,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2일,49,위,67.35,1.12,54.89,54.01,13.34,후보
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,3일,49,위,57.14,0.81,39.5,54.56,2.58,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,1주,49,아래,44.9,-1.78,-87.01,43.45,1.45,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,2주,49,아래,44.9,-1.36,-66.59,42.82,2.08,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,1개월,49,아래,51.02,-0.48,-23.44,41.8,9.22,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,1일,87,위,59.77,0.71,62.19,49.25,10.52,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,2일,87,위,59.77,0.83,72.0,49.73,10.04,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,3일,87,위,54.02,0.23,20.24,49.7,4.32,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,1주,87,아래,50.57,-0.57,-49.64,49.74,0.83,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,2주,87,아래,51.72,-0.5,-43.63,49.86,1.86,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,1개월,87,아래,55.17,0.8,70.02,49.91,5.26,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,1일,72,아래,58.33,0.54,38.82,45.25,13.08,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2일,72,아래,48.61,0.4,28.99,45.46,3.15,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,3일,72,아래,47.22,0.04,3.09,44.84,2.38,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,1주,72,아래,43.06,-0.42,-30.31,43.45,-0.39,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,2주,72,아래,45.83,0.37,26.88,42.82,3.02,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,1개월,71,아래,47.89,-1.35,-95.98,41.8,6.09,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,1일,86,위,61.63,0.7,60.4,53.24,8.38,후보
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,2일,86,위,61.63,1.64,140.74,54.01,7.62,후보
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,3일,86,위,60.47,1.28,110.2,54.56,5.9,후보
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,1주,86,위,58.14,2.16,185.4,56.04,2.1,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,2주,86,위,60.47,2.17,186.72,56.91,3.56,후보
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,1개월,86,아래,43.02,-2.27,-194.98,41.8,1.22,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,1일,158,위,60.13,0.63,99.21,49.25,10.88,후보
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,2일,158,위,55.7,1.07,169.73,49.73,5.96,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,3일,158,위,54.43,0.72,113.29,49.7,4.73,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,1주,158,위,51.27,0.98,155.09,49.74,1.52,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,2주,158,위,53.8,1.35,213.6,49.86,3.93,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,1개월,157,위,52.87,0.63,99.01,49.91,2.95,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,1일,17,아래,70.59,1.32,22.43,45.24,25.35,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,2일,17,아래,52.94,0.63,10.68,45.59,7.36,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,3일,17,아래,47.06,-1.04,-17.66,44.94,2.12,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,1주,17,위,64.71,1.79,30.38,56.07,8.63,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,2주,17,위,82.35,2.71,46.12,56.39,25.96,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,1개월,17,위,58.82,2.2,37.4,57.52,1.31,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,1일,19,위,68.42,0.54,10.18,53.39,15.03,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,2일,19,위,73.68,0.87,16.61,53.98,19.7,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,3일,19,위,63.16,1.54,29.31,54.5,8.66,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,1주,19,위,63.16,4.17,79.32,56.07,7.08,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,2주,19,위,57.89,3.51,66.65,56.39,1.51,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,1개월,19,아래,52.63,-0.03,-0.53,42.33,10.3,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,1일,36,위,69.44,0.91,32.61,49.32,20.13,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,2일,36,위,63.89,0.76,27.29,49.78,14.1,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,3일,36,위,55.56,0.32,11.65,49.72,5.84,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,1주,36,아래,50.0,-1.36,-48.94,49.8,0.2,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,2주,36,아래,61.11,-0.57,-20.53,49.9,11.21,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,1개월,36,아래,55.56,1.02,36.87,49.92,5.63,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,1일,25,아래,72.0,1.22,30.56,45.24,26.76,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,2일,25,아래,48.0,0.35,8.7,45.59,2.41,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,3일,25,아래,48.0,-1.29,-32.19,44.94,3.06,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,1주,25,위,64.0,2.12,53.01,56.07,7.93,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,2주,25,위,80.0,2.6,64.98,56.39,23.61,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,1개월,25,위,68.0,4.28,106.91,57.52,10.48,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,1일,26,위,69.23,1.02,26.56,53.39,15.84,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,2일,26,위,80.77,1.73,45.03,53.98,26.78,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,3일,26,위,65.38,1.45,37.63,54.5,10.89,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,1주,26,위,57.69,3.14,81.77,56.07,1.62,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,2주,26,위,61.54,2.72,70.84,56.39,5.15,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,1개월,26,위,57.69,0.8,20.84,57.52,0.17,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,1일,51,위,70.59,1.12,57.12,49.32,21.27,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,2일,51,위,64.71,1.05,53.73,49.78,14.92,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,3일,51,위,56.86,0.11,5.44,49.72,7.14,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,1주,51,아래,50.98,-0.56,-28.76,49.8,1.18,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,2주,51,아래,58.82,-0.12,-5.87,49.9,8.93,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,1개월,51,아래,54.9,1.69,86.07,49.92,4.98,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,1일,40,아래,67.5,0.7,28.08,45.24,22.26,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,2일,40,아래,52.5,0.53,21.19,45.59,6.91,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,3일,40,아래,52.5,-0.23,-9.24,44.94,7.56,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,1주,40,위,57.5,1.13,45.02,56.07,1.43,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,2주,40,위,67.5,0.53,21.4,56.39,11.11,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,1개월,39,위,58.97,3.09,120.63,57.52,1.46,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,1일,48,위,70.83,1.18,56.68,53.39,17.44,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,2일,48,위,75.0,2.66,127.88,53.98,21.02,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,3일,48,위,68.75,2.11,101.16,54.5,14.25,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,1주,48,위,66.67,3.56,170.81,56.07,10.59,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,2주,48,위,68.75,3.65,175.38,56.39,12.36,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,1개월,48,위,68.75,3.77,180.83,57.52,11.23,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,1일,88,위,69.32,0.96,84.76,49.32,20.0,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,2일,88,위,64.77,1.69,149.07,49.78,14.99,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,3일,88,위,61.36,1.04,91.91,49.72,11.64,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,1주,88,위,54.55,1.43,125.79,49.8,4.74,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,2주,88,위,52.27,1.75,153.98,49.9,2.38,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,1개월,87,위,56.32,0.69,60.2,49.92,6.4,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,1일,14,아래,71.43,1.59,22.32,45.93,25.5,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,2일,14,아래,50.0,0.74,10.42,46.48,3.52,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,3일,14,아래,50.0,-0.96,-13.45,46.1,3.9,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,1주,14,위,64.29,1.69,23.63,54.73,9.56,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,2주,14,위,78.57,2.3,32.26,55.0,23.57,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,1개월,14,아래,50.0,-1.59,-22.23,43.9,6.1,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,1일,16,위,68.75,0.67,10.75,52.96,15.79,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,2일,16,위,68.75,0.79,12.65,53.11,15.64,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,3일,16,위,68.75,2.25,35.94,53.31,15.44,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,1주,16,위,68.75,4.94,78.99,54.73,14.02,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,2주,16,위,62.5,3.93,62.87,55.0,7.5,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,1개월,16,아래,56.25,0.48,7.6,43.9,12.35,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,1일,30,위,70.0,1.1,33.07,49.45,20.55,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,2일,30,위,60.0,0.77,23.07,49.79,10.21,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,3일,30,위,60.0,0.75,22.48,49.71,10.29,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,1주,30,위,53.33,1.85,55.36,49.83,3.51,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,2주,30,아래,56.67,-1.02,-30.61,49.9,6.76,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,1개월,30,아래,53.33,0.99,29.84,49.95,3.39,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,1일,22,아래,72.73,1.38,30.45,45.93,26.8,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,2일,22,위,54.55,-0.38,-8.43,53.11,1.44,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,3일,22,아래,50.0,-1.27,-27.99,46.1,3.9,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,1주,22,위,63.64,2.1,46.25,54.73,8.91,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,2주,22,위,77.27,2.32,51.11,55.0,22.27,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,1개월,22,위,63.64,4.17,91.74,55.99,7.65,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,1일,22,위,72.73,1.24,27.37,52.96,19.76,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,2일,22,위,77.27,1.81,39.79,53.11,24.17,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,3일,22,위,72.73,2.02,44.52,53.31,19.41,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,1주,22,위,59.09,3.59,78.94,54.73,4.36,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,2주,22,위,68.18,3.39,74.54,55.0,13.18,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,1개월,22,아래,45.45,-0.48,-10.55,43.9,1.55,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,1일,44,위,72.73,1.31,57.82,49.45,23.28,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,2일,44,위,61.36,1.1,48.23,49.79,11.57,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,3일,44,위,61.36,0.38,16.53,49.71,11.66,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,1주,44,아래,50.0,-0.74,-32.69,49.83,0.17,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,2주,44,아래,54.55,-0.53,-23.43,49.9,4.64,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,1개월,44,아래,54.55,1.85,81.19,49.95,4.6,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,1일,34,아래,64.71,0.77,26.33,45.93,18.78,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,2일,34,아래,50.0,0.5,17.08,46.48,3.52,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,3일,34,아래,55.88,-0.15,-5.26,46.1,9.78,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,1주,34,위,55.88,1.04,35.41,54.73,1.16,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,2주,34,위,61.76,-0.08,-2.86,55.0,6.76,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,1개월,33,아래,45.45,-3.1,-102.28,43.9,1.55,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,1일,41,위,70.73,1.32,54.05,52.96,17.77,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,2일,41,위,73.17,2.93,120.2,53.11,20.06,후보
