종목,테스트,파라미터,시작연도,방향,시대 구간,사건,구간,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%)
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,3일,1,0,1,-1.83,-1.83,0.0,100.0,-1.83,-1.83,
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1주,1,0,1,-4.68,-4.68,0.0,100.0,-4.68,-4.68,
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,2주,1,0,1,0.29,0.29,100.0,0.0,0.29,0.29,
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1개월,1,0,1,4.71,4.71,100.0,0.0,4.71,4.71,
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,1,1일,2,0,2,8.03,8.03,100.0,0.0,8.47,7.58,0.63
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,1,2일,2,0,2,-0.11,-0.11,50.0,50.0,4.31,-4.52,6.25
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,1,3일,2,0,2,3.83,3.83,100.0,0.0,4.94,2.72,1.57
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,1,1주,2,0,2,0.44,0.44,100.0,0.0,0.69,0.19,0.35
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,1,2주,2,0,2,10.83,10.83,100.0,0.0,13.43,8.22,3.68
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,1,1개월,2,0,2,19.1,19.1,100.0,0.0,23.7,14.5,6.51
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,2,1일,3,0,3,6.77,7.58,100.0,0.0,8.47,4.25,2.22
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,2,2일,3,0,3,0.76,2.49,66.67,33.33,4.31,-4.52,4.66
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,2,3일,3,0,3,3.16,2.72,100.0,0.0,4.94,1.83,1.6
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,2,1주,3,0,3,1.85,0.69,100.0,0.0,4.68,0.19,2.46
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,2,2주,3,0,3,7.12,8.22,66.67,33.33,13.43,-0.29,6.93
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,2,1개월,3,0,3,11.16,14.5,66.67,33.33,23.7,-4.71,14.5
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,3,1일,5,0,5,-3.63,-3.04,20.0,80.0,1.84,-11.98,5.21
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,3,2일,5,0,5,-0.96,-2.46,40.0,60.0,4.49,-5.3,3.77
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,3,3일,5,0,5,-2.61,-1.83,40.0,60.0,2.35,-8.18,4.53
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,3,1주,5,0,5,-2.14,0.73,60.0,40.0,3.67,-11.25,5.92
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,3,2주,5,0,5,1.92,1.47,80.0,20.0,6.94,-3.66,4.06
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,3,1개월,5,0,5,9.51,10.15,100.0,0.0,17.08,1.0,6.69
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,1,1일,3,0,3,7.17,7.58,100.0,0.0,8.47,5.45,1.56
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,1,2일,3,0,3,0.21,0.85,66.67,33.33,4.31,-4.52,4.45
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,1,3일,3,0,3,-0.25,2.72,66.67,33.33,4.94,-8.39,7.14
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,1,1주,3,0,3,-3.89,0.19,66.67,33.33,0.69,-12.54,7.5
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,1,2주,3,0,3,3.24,8.22,66.67,33.33,13.43,-11.94,13.4
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,1,1개월,3,0,3,13.22,14.5,100.0,0.0,23.7,1.46,11.18
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,3,1일,8,0,8,4.96,4.85,87.5,12.5,11.98,-1.84,4.42
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,3,2일,8,0,8,0.68,1.66,62.5,37.5,5.3,-4.52,3.73
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,3,3일,8,0,8,1.54,2.27,62.5,37.5,8.18,-8.39,5.34
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,3,1주,8,0,8,-0.12,-0.27,50.0,50.0,11.25,-12.54,6.77
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,3,2주,8,0,8,0.02,-0.88,37.5,62.5,13.43,-11.94,8.24
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,3,1개월,8,0,8,-0.99,-2.86,37.5,62.5,23.7,-17.08,14.13
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1일,1,0,1,-4.25,-4.25,0.0,100.0,-4.25,-4.25,
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,2일,1,0,1,-2.49,-2.49,0.0,100.0,-2.49,-2.49,
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,3일,1,0,1,-1.83,-1.83,0.0,100.0,-1.83,-1.83,
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1주,1,0,1,-4.68,-4.68,0.0,100.0,-4.68,-4.68,
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,2주,1,0,1,0.29,0.29,100.0,0.0,0.29,0.29,
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1개월,1,0,1,4.71,4.71,100.0,0.0,4.71,4.71,
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1,1일,2,0,2,8.03,8.03,100.0,0.0,8.47,7.58,0.63
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1,2일,2,0,2,-0.11,-0.11,50.0,50.0,4.31,-4.52,6.25
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1,3일,2,0,2,3.83,3.83,100.0,0.0,4.94,2.72,1.57
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1,1주,2,0,2,0.44,0.44,100.0,0.0,0.69,0.19,0.35
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1,2주,2,0,2,10.83,10.83,100.0,0.0,13.43,8.22,3.68
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1,1개월,2,0,2,19.1,19.1,100.0,0.0,23.7,14.5,6.51
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,2,1일,3,0,3,6.77,7.58,100.0,0.0,8.47,4.25,2.22
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,2,2일,3,0,3,0.76,2.49,66.67,33.33,4.31,-4.52,4.66
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,2,3일,3,0,3,3.16,2.72,100.0,0.0,4.94,1.83,1.6
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,2,1주,3,0,3,1.85,0.69,100.0,0.0,4.68,0.19,2.46
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,2,2주,3,0,3,7.12,8.22,66.67,33.33,13.43,-0.29,6.93
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,2,1개월,3,0,3,11.16,14.5,66.67,33.33,23.7,-4.71,14.5
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1일,1,0,1,-4.25,-4.25,0.0,100.0,-4.25,-4.25,
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,2일,1,0,1,-2.49,-2.49,0.0,100.0,-2.49,-2.49,
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,3일,1,0,1,-1.83,-1.83,0.0,100.0,-1.83,-1.83,
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1주,1,0,1,-4.68,-4.68,0.0,100.0,-4.68,-4.68,
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,2주,1,0,1,0.29,0.29,100.0,0.0,0.29,0.29,
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1개월,1,0,1,4.71,4.71,100.0,0.0,4.71,4.71,
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1,1일,2,0,2,8.03,8.03,100.0,0.0,8.47,7.58,0.63
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1,2일,2,0,2,-0.11,-0.11,50.0,50.0,4.31,-4.52,6.25
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1,3일,2,0,2,3.83,3.83,100.0,0.0,4.94,2.72,1.57
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1,1주,2,0,2,0.44,0.44,100.0,0.0,0.69,0.19,0.35
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1,2주,2,0,2,10.83,10.83,100.0,0.0,13.43,8.22,3.68
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1,1개월,2,0,2,19.1,19.1,100.0,0.0,23.7,14.5,6.51
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,2,1일,3,0,3,6.77,7.58,100.0,0.0,8.47,4.25,2.22
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,2,2일,3,0,3,0.76,2.49,66.67,33.33,4.31,-4.52,4.66
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,2,3일,3,0,3,3.16,2.72,100.0,0.0,4.94,1.83,1.6
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,2,1주,3,0,3,1.85,0.69,100.0,0.0,4.68,0.19,2.46
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,2,2주,3,0,3,7.12,8.22,66.67,33.33,13.43,-0.29,6.93
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,2,1개월,3,0,3,11.16,14.5,66.67,33.33,23.7,-4.71,14.5
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,3,1일,5,0,5,-3.63,-3.04,20.0,80.0,1.84,-11.98,5.21
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,3,2일,5,0,5,-0.96,-2.46,40.0,60.0,4.49,-5.3,3.77
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,3,3일,5,0,5,-2.61,-1.83,40.0,60.0,2.35,-8.18,4.53
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,3,1주,5,0,5,-2.14,0.73,60.0,40.0,3.67,-11.25,5.92
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,3,2주,5,0,5,1.92,1.47,80.0,20.0,6.94,-3.66,4.06
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,3,1개월,5,0,5,9.51,10.15,100.0,0.0,17.08,1.0,6.69
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1,1일,3,0,3,7.17,7.58,100.0,0.0,8.47,5.45,1.56
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1,2일,3,0,3,0.21,0.85,66.67,33.33,4.31,-4.52,4.45
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1,3일,3,0,3,-0.25,2.72,66.67,33.33,4.94,-8.39,7.14
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1,1주,3,0,3,-3.89,0.19,66.67,33.33,0.69,-12.54,7.5
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1,2주,3,0,3,3.24,8.22,66.67,33.33,13.43,-11.94,13.4
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1,1개월,3,0,3,13.22,14.5,100.0,0.0,23.7,1.46,11.18
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,3,1일,8,0,8,4.96,4.85,87.5,12.5,11.98,-1.84,4.42
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,3,2일,8,0,8,0.68,1.66,62.5,37.5,5.3,-4.52,3.73
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,3,3일,8,0,8,1.54,2.27,62.5,37.5,8.18,-8.39,5.34
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,3,1주,8,0,8,-0.12,-0.27,50.0,50.0,11.25,-12.54,6.77
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,3,2주,8,0,8,0.02,-0.88,37.5,62.5,13.43,-11.94,8.24
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,3,1개월,8,0,8,-0.99,-2.86,37.5,62.5,23.7,-17.08,14.13
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1일,25,0,25,-1.03,-0.26,40.0,60.0,5.73,-8.93,2.96
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,2일,25,0,25,-0.41,-0.39,48.0,52.0,10.6,-11.74,4.26
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,3일,25,0,25,0.85,0.71,56.0,44.0,12.31,-12.89,4.84
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1주,25,0,25,1.4,2.07,64.0,32.0,13.66,-11.88,5.96
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,2주,25,0,25,1.35,2.26,64.0,36.0,12.77,-24.89,7.95
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1개월,25,0,25,1.56,2.6,56.0,44.0,21.58,-17.61,11.03
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1일,36,0,36,0.36,0.48,55.56,38.89,10.11,-12.46,4.66
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,2일,36,0,36,1.14,1.39,69.44,30.56,10.2,-17.45,5.59
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,3일,36,0,36,1.28,1.76,61.11,38.89,13.74,-16.5,5.34
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1주,36,0,36,2.78,2.24,61.11,38.89,23.77,-12.49,7.52
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,2주,36,0,36,2.18,2.49,55.56,41.67,24.08,-13.09,9.38
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1개월,36,0,36,0.64,-0.18,47.22,52.78,26.56,-15.61,9.83
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,13,1일,61,0,61,0.63,0.27,57.38,39.34,10.11,-12.46,4.03
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,13,2일,61,0,61,0.84,1.03,62.3,37.7,11.74,-17.45,5.06
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,13,3일,61,0,61,0.41,0.51,54.1,45.9,13.74,-16.5,5.21
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,13,1주,61,0,61,1.07,-0.0,49.18,49.18,23.77,-13.66,7.18
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,13,2주,61,0,61,0.73,-0.59,47.54,50.82,24.89,-13.09,8.93
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,13,1개월,61,0,61,-0.26,-0.8,45.9,54.1,26.56,-21.58,10.31
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1일,38,0,38,-1.07,-0.28,34.21,65.79,5.73,-8.93,2.61
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,2일,38,0,38,-0.45,-0.13,50.0,50.0,10.6,-11.74,3.77
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,3일,38,0,38,0.51,0.03,50.0,50.0,12.31,-12.89,4.53
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1주,38,0,38,0.98,0.95,57.89,39.47,13.66,-11.88,5.88
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,2주,38,0,38,0.6,1.6,60.53,39.47,12.77,-24.89,7.33
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1개월,38,0,38,2.46,3.96,60.53,39.47,36.86,-17.61,11.36
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1일,49,0,49,0.44,0.27,55.1,40.82,10.11,-12.46,4.27
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,2일,49,0,49,1.12,1.36,67.35,32.65,10.2,-17.45,5.17
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,3일,49,0,49,0.81,0.71,57.14,42.86,13.74,-16.5,4.9
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1주,49,0,49,1.78,0.78,53.06,44.9,23.77,-12.49,6.9
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,2주,49,0,49,1.36,0.89,53.06,44.9,24.08,-13.09,8.83
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1개월,49,0,49,0.48,-0.1,48.98,51.02,26.56,-19.77,9.7
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,16,1일,87,0,87,0.71,0.27,59.77,37.93,10.11,-12.46,3.63
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,16,2일,87,0,87,0.83,0.56,59.77,40.23,11.74,-17.45,4.6
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,16,3일,87,0,87,0.23,0.21,54.02,45.98,13.74,-16.5,4.76
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,16,1주,87,0,87,0.57,-0.12,47.13,50.57,23.77,-13.66,6.58
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,16,2주,87,0,87,0.5,-0.59,47.13,51.72,24.89,-13.09,8.22
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,16,1개월,87,0,87,-0.8,-1.52,44.83,55.17,26.56,-36.86,10.5
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,19,1일,72,0,72,-0.54,-0.16,40.28,58.33,7.57,-8.93,2.63
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,19,2일,72,0,72,-0.4,0.06,50.0,48.61,10.6,-11.74,3.72
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,19,3일,72,0,72,-0.04,0.33,52.78,47.22,12.31,-12.89,4.53
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,19,1주,72,0,72,0.42,0.71,54.17,43.06,13.66,-11.88,5.14
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,19,2주,72,0,72,-0.37,0.71,54.17,45.83,12.77,-24.93,7.47
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,19,1개월,72,1,71,1.35,0.79,52.11,47.89,36.86,-23.42,9.96
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,20,1일,86,0,86,0.7,0.6,61.63,34.88,10.11,-12.46,3.77
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,20,2일,86,0,86,1.64,1.22,61.63,38.37,21.44,-17.45,5.09
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,20,3일,86,0,86,1.28,0.81,60.47,39.53,13.74,-16.5,4.64
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,20,1주,86,0,86,2.16,2.07,58.14,39.53,23.77,-12.49,6.45
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,20,2주,86,0,86,2.17,2.91,60.47,38.37,24.08,-25.15,8.54
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,20,1개월,86,0,86,2.27,1.71,56.98,43.02,26.56,-19.77,9.35
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,25,1일,158,0,158,0.63,0.31,60.13,37.34,10.11,-12.46,3.29
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,25,2일,158,0,158,1.07,0.55,55.7,43.67,21.44,-17.45,4.55
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,25,3일,158,0,158,0.72,0.45,54.43,45.57,13.74,-16.5,4.62
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,25,1주,158,0,158,0.98,0.26,51.27,46.2,23.77,-13.66,6.01
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,25,2주,158,0,158,1.35,1.22,53.8,45.57,24.93,-25.15,8.1
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,25,1개월,158,1,157,0.63,0.77,52.87,47.13,26.56,-36.86,9.76
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,8,1일,17,0,17,-1.32,-0.42,29.41,70.59,5.73,-8.93,3.38
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,8,2일,17,0,17,-0.63,-0.5,47.06,52.94,10.6,-11.74,4.99
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,8,3일,17,0,17,1.04,0.85,52.94,47.06,12.31,-12.89,5.64
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,8,1주,17,0,17,1.79,2.92,64.71,29.41,13.66,-11.88,6.82
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,8,2주,17,0,17,2.71,3.26,82.35,17.65,12.77,-24.89,8.94
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,8,1개월,17,0,17,2.2,4.45,58.82,41.18,21.58,-17.61,11.6
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,6,1일,19,0,19,0.54,1.15,68.42,31.58,10.11,-12.46,6.31
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,6,2일,19,0,19,0.87,1.68,73.68,26.32,10.2,-17.45,7.31
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,6,3일,19,0,19,1.54,3.07,63.16,36.84,13.74,-16.5,6.49
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,6,1주,19,0,19,4.17,4.87,63.16,36.84,23.77,-12.49,9.14
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,6,2주,19,0,19,3.51,3.75,57.89,42.11,24.08,-13.08,11.45
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,6,1개월,19,0,19,0.03,-3.06,47.37,52.63,26.56,-15.61,12.23
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,9,1일,36,0,36,0.91,0.92,69.44,30.56,10.11,-12.46,5.09
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,9,2일,36,0,36,0.76,0.88,63.89,36.11,11.74,-17.45,6.24
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,9,3일,36,0,36,0.32,0.53,55.56,44.44,13.74,-16.5,6.16
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,9,1주,36,0,36,1.36,-0.09,47.22,50.0,23.77,-13.66,8.56
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,9,2주,36,0,36,0.57,-2.25,38.89,61.11,24.89,-13.08,10.67
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,9,1개월,36,0,36,-1.02,-3.7,44.44,55.56,26.56,-21.58,11.82
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,10,1일,25,0,25,-1.22,-0.42,28.0,72.0,5.73,-8.93,2.97
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,10,2일,25,0,25,-0.35,0.13,52.0,48.0,10.6,-11.74,4.3
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,10,3일,25,0,25,1.29,0.85,52.0,48.0,12.31,-12.89,4.95
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,10,1주,25,0,25,2.12,2.92,64.0,32.0,13.66,-11.88,6.25
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,10,2주,25,0,25,2.6,2.86,80.0,20.0,12.77,-24.89,7.58
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,10,1개월,25,0,25,4.28,5.51,68.0,32.0,36.86,-17.61,12.21
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,7,1일,26,0,26,1.02,1.42,69.23,30.77,10.11,-12.46,5.61
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,7,2일,26,0,26,1.73,2.08,80.77,19.23,10.2,-17.45,6.45
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,7,3일,26,0,26,1.45,0.79,65.38,34.62,13.74,-16.5,5.62
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,7,1주,26,0,26,3.14,2.96,57.69,38.46,23.77,-12.49,8.14
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,7,2주,26,0,26,2.72,3.6,61.54,38.46,24.08,-13.08,10.5
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,7,1개월,26,0,26,0.8,2.08,57.69,42.31,26.56,-19.77,11.94
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,12,1일,51,0,51,1.12,1.08,70.59,29.41,10.11,-12.46,4.47
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,12,2일,51,0,51,1.05,1.21,64.71,35.29,11.74,-17.45,5.49
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,12,3일,51,0,51,0.11,0.21,56.86,43.14,13.74,-16.5,5.43
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,12,1주,51,0,51,0.56,-0.19,45.1,50.98,23.77,-13.66,7.68
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,12,2주,51,0,51,0.12,-2.07,41.18,58.82,24.89,-13.08,9.48
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,12,1개월,51,0,51,-1.69,-3.48,45.1,54.9,26.56,-36.86,12.23
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,14,1일,40,0,40,-0.7,-0.29,32.5,67.5,7.57,-8.93,3.05
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,14,2일,40,0,40,-0.53,-0.44,47.5,52.5,10.6,-11.74,4.38
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,14,3일,40,0,40,0.23,-0.19,47.5,52.5,12.31,-12.89,5.28
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,14,1주,40,0,40,1.13,0.8,57.5,40.0,13.66,-11.88,5.91
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,14,2주,40,0,40,0.53,2.15,67.5,32.5,12.77,-24.93,8.84
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,14,1개월,40,1,39,3.09,4.11,58.97,41.03,36.86,-23.42,11.5
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,15,1일,48,0,48,1.18,1.38,70.83,29.17,10.11,-12.46,4.79
