종목,테스트,파라미터,시작연도,방향,시대 구간,사건,구간,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%)
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,15,2일,48,0,48,2.66,2.45,75.0,25.0,21.44,-17.45,6.18
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,15,3일,48,0,48,2.11,2.5,68.75,31.25,13.74,-16.5,5.24
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,15,1주,48,0,48,3.56,4.48,66.67,31.25,23.77,-12.49,7.25
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,15,2주,48,0,48,3.65,3.94,68.75,31.25,24.08,-25.15,9.94
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,15,1개월,48,0,48,3.77,3.25,68.75,31.25,26.56,-19.77,10.75
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,20,1일,88,0,88,0.96,0.88,69.32,30.68,10.11,-12.46,4.08
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,20,2일,88,0,88,1.69,1.32,64.77,35.23,21.44,-17.45,5.51
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,20,3일,88,0,88,1.04,0.72,61.36,38.64,13.74,-16.5,5.36
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,20,1주,88,0,88,1.43,1.66,54.55,43.18,23.77,-13.66,7.04
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,20,2주,88,0,88,1.75,0.92,52.27,47.73,24.93,-25.15,9.64
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,20,1개월,88,1,87,0.69,1.51,56.32,43.68,26.56,-36.86,11.55
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,5,1일,14,0,14,-1.59,-1.05,28.57,71.43,5.73,-8.93,3.68
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,5,2일,14,0,14,-0.74,-0.18,50.0,50.0,10.6,-11.74,5.5
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,5,3일,14,0,14,0.96,0.71,50.0,50.0,12.31,-12.89,6.19
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,5,1주,14,0,14,1.69,1.93,64.29,35.71,13.66,-11.88,7.52
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,5,2주,14,0,14,2.3,3.04,78.57,21.43,12.77,-24.89,9.78
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,5,1개월,14,0,14,1.59,0.32,50.0,50.0,21.58,-17.61,12.78
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,5,1일,16,0,16,0.67,1.96,68.75,31.25,10.11,-12.46,6.84
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,5,2일,16,0,16,0.79,1.73,68.75,31.25,10.2,-17.45,8.0
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,5,3일,16,0,16,2.25,3.46,68.75,31.25,13.74,-16.5,6.74
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,5,1주,16,0,16,4.94,5.87,68.75,31.25,23.77,-12.49,9.64
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,5,2주,16,0,16,3.93,3.79,62.5,37.5,24.08,-13.08,12.28
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,5,1개월,16,0,16,-0.48,-4.73,43.75,56.25,26.56,-15.61,13.14
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,1일,30,0,30,1.1,1.39,70.0,30.0,10.11,-12.46,5.52
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,2일,30,0,30,0.77,0.86,60.0,40.0,11.74,-17.45,6.83
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3일,30,0,30,0.75,1.15,60.0,40.0,13.74,-16.5,6.58
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,1주,30,0,30,1.85,1.94,53.33,46.67,23.77,-13.66,9.2
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,2주,30,0,30,1.02,-1.69,43.33,56.67,24.89,-13.08,11.44
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,1개월,30,0,30,-0.99,-2.92,46.67,53.33,26.56,-21.58,12.76
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,7,1일,22,0,22,-1.38,-0.78,27.27,72.73,5.73,-8.93,3.14
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,7,2일,22,0,22,-0.38,0.23,54.55,45.45,10.6,-11.74,4.57
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,7,3일,22,0,22,1.27,0.58,50.0,50.0,12.31,-12.89,5.24
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,7,1주,22,0,22,2.1,1.96,63.64,36.36,13.66,-11.88,6.66
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,7,2주,22,0,22,2.32,2.57,77.27,22.73,12.77,-24.89,8.0
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,7,1개월,22,0,22,4.17,5.72,63.64,36.36,36.86,-17.61,13.05
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,6,1일,22,0,22,1.24,2.43,72.73,27.27,10.11,-12.46,6.04
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,6,2일,22,0,22,1.81,3.39,77.27,22.73,10.2,-17.45,7.03
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,6,3일,22,0,22,2.02,1.96,72.73,27.27,13.74,-16.5,5.83
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,6,1주,22,0,22,3.59,3.88,59.09,36.36,23.77,-12.49,8.66
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,6,2주,22,0,22,3.39,3.69,68.18,31.82,24.08,-13.08,11.03
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,6,1개월,22,0,22,0.48,1.86,54.55,45.45,26.56,-19.77,12.86
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,9,1일,44,0,44,1.31,1.43,72.73,27.27,10.11,-12.46,4.76
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,9,2일,44,0,44,1.1,0.89,61.36,38.64,11.74,-17.45,5.9
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,9,3일,44,0,44,0.38,0.59,61.36,38.64,13.74,-16.5,5.73
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,9,1주,44,0,44,0.74,-0.09,47.73,50.0,23.77,-13.66,8.16
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,9,2주,44,0,44,0.53,-0.95,45.45,54.55,24.89,-13.08,9.95
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,9,1개월,44,0,44,-1.85,-3.91,45.45,54.55,26.56,-36.86,13.02
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,9,1일,34,0,34,-0.77,-0.29,35.29,64.71,7.57,-8.93,3.31
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,9,2일,34,0,34,-0.5,-0.13,50.0,50.0,10.6,-11.74,4.71
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,9,3일,34,0,34,0.15,-0.36,44.12,55.88,12.31,-12.89,5.67
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,9,1주,34,0,34,1.04,0.71,55.88,44.12,13.66,-11.88,6.36
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,9,2주,34,0,34,-0.08,0.95,61.76,38.24,12.77,-24.93,9.42
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,9,1개월,34,1,33,3.1,3.48,54.55,45.45,36.86,-23.42,12.48
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,11,1일,41,0,41,1.32,1.68,70.73,29.27,10.11,-12.46,5.13
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,11,2일,41,0,41,2.93,3.22,73.17,26.83,21.44,-17.45,6.66
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,11,3일,41,0,41,2.64,3.5,75.61,24.39,13.74,-16.5,5.37
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,11,1주,41,0,41,3.92,4.69,68.29,29.27,23.77,-12.49,7.64
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,11,2주,41,0,41,4.19,4.23,70.73,29.27,24.08,-25.15,10.47
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,11,1개월,41,0,41,4.11,4.34,70.73,29.27,26.56,-19.77,11.51
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,13,1일,75,0,75,1.07,1.08,68.0,32.0,10.11,-12.46,4.38
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,13,2일,75,0,75,1.83,1.4,62.67,37.33,21.44,-17.45,5.94
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,13,3일,75,0,75,1.37,0.84,66.67,33.33,13.74,-16.5,5.64
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,13,1주,75,0,75,1.67,2.89,57.33,41.33,23.77,-13.66,7.47
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,13,2주,75,0,75,2.33,2.13,56.0,44.0,24.93,-25.15,10.16
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,13,1개월,75,1,74,0.89,1.66,59.46,40.54,26.56,-36.86,12.4
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,3,1일,6,0,6,-2.09,-2.43,33.33,66.67,5.73,-8.93,5.41
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,3,2일,6,0,6,-2.08,-2.43,33.33,66.67,3.68,-7.8,4.68
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,3,3일,6,0,6,0.92,-0.66,33.33,66.67,8.76,-4.15,5.36
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,3,1주,6,0,6,2.47,3.81,66.67,33.33,9.22,-9.86,7.35
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,3,2주,6,0,6,7.9,9.26,100.0,0.0,12.77,1.14,4.53
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,3,1개월,6,0,6,9.05,10.48,66.67,33.33,21.58,-3.58,10.13
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,4,1일,8,0,8,1.93,3.39,75.0,25.0,10.11,-12.46,7.83
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,4,2일,8,0,8,3.14,4.33,75.0,25.0,10.09,-8.4,6.5
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,4,3일,8,0,8,4.43,3.51,87.5,12.5,13.74,-3.63,5.52
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,4,1주,8,0,8,6.31,5.92,75.0,25.0,14.85,-4.39,6.74
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,4,2주,8,0,8,6.52,7.39,62.5,37.5,24.08,-12.08,12.95
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,4,1개월,8,0,8,3.29,3.24,62.5,37.5,26.56,-14.75,12.69
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,4,1일,14,0,14,2.0,3.39,71.43,28.57,10.11,-12.46,6.66
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,4,2일,14,0,14,2.69,3.23,71.43,28.57,10.09,-8.4,5.61
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,4,3일,14,0,14,2.14,3.25,78.57,21.43,13.74,-8.76,5.92
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,4,1주,14,0,14,2.54,2.39,57.14,42.86,14.85,-9.22,8.1
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,4,2주,14,0,14,0.34,-3.1,35.71,64.29,24.08,-12.77,12.37
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,4,1개월,14,0,14,-2.0,-2.13,50.0,50.0,26.56,-21.58,12.9
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,5,1일,14,0,14,-1.48,-0.69,28.57,71.43,5.73,-8.93,3.71
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,5,2일,14,0,14,-0.75,-0.03,50.0,50.0,3.68,-7.8,3.61
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,5,3일,14,0,14,1.43,-0.19,42.86,57.14,8.76,-4.15,4.13
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,5,1주,14,0,14,2.68,2.42,64.29,35.71,9.55,-9.86,5.94
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,5,2주,14,0,14,4.73,3.71,85.71,14.29,12.77,-2.84,4.86
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,5,1개월,14,0,14,8.85,7.21,78.57,21.43,36.86,-10.19,11.48
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,4,1일,13,0,13,2.3,3.06,76.92,23.08,10.11,-12.46,6.3
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,4,2일,13,0,13,3.77,5.11,84.62,15.38,10.09,-8.4,5.16
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,4,3일,13,0,13,3.32,3.07,84.62,15.38,13.74,-3.63,4.73
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,4,1주,13,0,13,3.88,4.34,61.54,38.46,14.85,-4.72,6.55
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,4,2주,13,0,13,4.73,3.75,69.23,30.77,24.08,-12.08,11.24
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,4,1개월,13,0,13,3.37,4.34,69.23,30.77,26.56,-19.77,12.75
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,7,1일,27,0,27,1.87,1.94,74.07,25.93,10.11,-12.46,5.04
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,7,2일,27,0,27,2.21,1.94,66.67,33.33,10.09,-8.4,4.6
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,7,3일,27,0,27,0.86,0.66,70.37,29.63,13.74,-8.76,4.97
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,7,1주,27,0,27,0.48,-0.19,48.15,51.85,14.85,-9.55,6.97
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,7,2주,27,0,27,-0.18,-2.07,40.74,59.26,24.08,-12.77,9.66
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,7,1개월,27,0,27,-2.96,-5.12,44.44,55.56,26.56,-36.86,13.4
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,6,1일,22,0,22,-0.99,-0.49,36.36,63.64,7.57,-8.93,3.82
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,6,2일,22,0,22,-1.18,-0.98,40.91,59.09,9.81,-10.83,4.44
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,6,3일,22,0,22,-0.46,-0.73,31.82,68.18,9.99,-10.8,5.64
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,6,1주,22,0,22,1.3,0.46,54.55,45.45,13.11,-9.86,6.33
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,6,2주,22,0,22,0.76,1.6,68.18,31.82,12.77,-24.93,9.29
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,6,1개월,22,1,21,6.22,5.98,66.67,33.33,36.86,-23.42,12.78
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,7,1일,25,0,25,1.67,2.22,64.0,36.0,10.11,-12.46,5.62
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,7,2일,25,0,25,4.38,4.3,76.0,24.0,21.44,-8.4,6.13
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,7,3일,25,0,25,3.52,3.59,80.0,20.0,13.74,-6.07,4.96
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,7,1주,25,0,25,5.0,4.95,72.0,28.0,16.4,-4.72,6.09
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,7,2주,25,0,25,6.65,5.22,76.0,24.0,24.08,-12.08,9.64
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,7,1개월,25,0,25,7.2,7.36,80.0,20.0,26.56,-19.77,11.35
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,1일,47,0,47,1.35,1.08,63.83,36.17,10.11,-12.46,4.82
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,2일,47,0,47,2.88,2.81,68.09,31.91,21.44,-9.81,5.59
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3일,47,0,47,2.08,1.64,74.47,25.53,13.74,-9.99,5.45
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,1주,47,0,47,2.05,3.0,59.57,40.43,16.4,-13.11,6.91
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,2주,47,0,47,3.18,1.54,55.32,44.68,24.93,-12.77,10.09
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,1개월,47,1,46,1.07,2.32,58.7,41.3,26.56,-36.86,13.67
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1일,1,0,1,-1.08,-1.08,0.0,100.0,-1.08,-1.08,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,2일,1,0,1,1.76,1.76,100.0,0.0,1.76,1.76,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,3일,1,0,1,1.85,1.85,100.0,0.0,1.85,1.85,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1주,1,0,1,-3.48,-3.48,0.0,100.0,-3.48,-3.48,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,2주,1,0,1,4.74,4.74,100.0,0.0,4.74,4.74,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1개월,1,0,1,11.45,11.45,100.0,0.0,11.45,11.45,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,1일,1,0,1,-1.8,-1.8,0.0,100.0,-1.8,-1.8,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,2일,1,0,1,1.87,1.87,100.0,0.0,1.87,1.87,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,3일,1,0,1,0.73,0.73,100.0,0.0,0.73,0.73,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,1주,1,0,1,2.34,2.34,100.0,0.0,2.34,2.34,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,2주,1,0,1,7.07,7.07,100.0,0.0,7.07,7.07,
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,1개월,1,0,1,7.36,7.36,100.0,0.0,7.36,7.36,
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,1일,2,0,2,-0.36,-0.36,50.0,50.0,1.08,-1.8,2.04
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,2일,2,0,2,0.05,0.05,50.0,50.0,1.87,-1.76,2.57
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,3일,2,0,2,-0.56,-0.56,50.0,50.0,0.73,-1.85,1.83
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,1주,2,0,2,2.91,2.91,100.0,0.0,3.48,2.34,0.81
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,2주,2,0,2,1.17,1.17,50.0,50.0,7.07,-4.74,8.35
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,1개월,2,0,2,-2.05,-2.05,50.0,50.0,7.36,-11.45,13.31
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,1,1일,2,0,2,-0.22,-0.22,50.0,50.0,0.64,-1.08,1.21
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,1,2일,2,0,2,0.18,0.18,50.0,50.0,1.76,-1.4,2.24
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,1,3일,2,0,2,-2.79,-2.79,50.0,50.0,1.85,-7.43,6.57
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,1,1주,2,0,2,-4.59,-4.59,0.0,100.0,-3.48,-5.7,1.57
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,1,2주,2,0,2,1.6,1.6,50.0,50.0,4.74,-1.54,4.44
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,1,1개월,2,0,2,4.91,4.91,50.0,50.0,11.45,-1.63,9.25
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,2,1일,4,0,4,-0.65,-1.3,25.0,75.0,2.22,-2.2,2.0
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,2,2일,4,0,4,3.13,3.13,100.0,0.0,4.4,1.87,1.04
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,2,3일,4,0,4,2.54,2.82,100.0,0.0,3.77,0.73,1.48
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,2,1주,4,0,4,2.3,2.79,75.0,25.0,4.95,-1.35,2.66
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,2,2주,4,0,4,3.85,5.04,75.0,25.0,7.07,-1.76,3.86
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,2,1개월,4,0,4,5.94,5.2,100.0,0.0,12.73,0.61,5.32
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,2,1일,6,0,6,-0.36,-0.72,33.33,66.67,2.22,-2.2,1.7
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,2,2일,6,0,6,2.03,2.46,83.33,16.67,4.4,-1.76,2.14
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,2,3일,6,0,6,2.62,2.82,83.33,16.67,7.43,-1.85,3.15
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,2,1주,6,0,6,3.06,3.36,83.33,16.67,5.7,-1.35,2.48
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,2,2주,6,0,6,2.04,3.21,66.67,33.33,7.07,-4.74,4.56
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,2,1개월,6,0,6,2.32,2.33,83.33,16.67,12.73,-11.45,8.09
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,3,1일,6,0,6,-2.09,-2.43,33.33,66.67,5.73,-8.93,5.41
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,3,2일,6,0,6,-2.08,-2.43,33.33,66.67,3.68,-7.8,4.68
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,3,3일,6,0,6,0.92,-0.66,33.33,66.67,8.76,-4.15,5.36
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,3,1주,6,0,6,2.47,3.81,66.67,33.33,9.22,-9.86,7.35
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,3,2주,6,0,6,7.9,9.26,100.0,0.0,12.77,1.14,4.53
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,3,1개월,6,0,6,9.05,10.48,66.67,33.33,21.58,-3.58,10.13
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,4,1일,8,0,8,1.93,3.39,75.0,25.0,10.11,-12.46,7.83
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,4,2일,8,0,8,3.14,4.33,75.0,25.0,10.09,-8.4,6.5
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,4,3일,8,0,8,4.43,3.51,87.5,12.5,13.74,-3.63,5.52
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,4,1주,8,0,8,6.31,5.92,75.0,25.0,14.85,-4.39,6.74
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,4,2주,8,0,8,6.52,7.39,62.5,37.5,24.08,-12.08,12.95
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,4,1개월,8,0,8,3.29,3.24,62.5,37.5,26.56,-14.75,12.69
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,4,1일,14,0,14,2.0,3.39,71.43,28.57,10.11,-12.46,6.66
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,4,2일,14,0,14,2.69,3.23,71.43,28.57,10.09,-8.4,5.61
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,4,3일,14,0,14,2.14,3.25,78.57,21.43,13.74,-8.76,5.92
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,4,1주,14,0,14,2.54,2.39,57.14,42.86,14.85,-9.22,8.1
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,4,2주,14,0,14,0.34,-3.1,35.71,64.29,24.08,-12.77,12.37
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,4,1개월,14,0,14,-2.0,-2.13,50.0,50.0,26.56,-21.58,12.9
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,4,1일,13,0,13,-1.51,-0.3,30.77,69.23,5.73,-8.93,3.86
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,4,2일,13,0,13,-0.94,-0.39,46.15,53.85,3.68,-7.8,3.68
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,4,3일,13,0,13,1.4,-0.21,38.46,61.54,8.76,-4.15,4.3
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,4,1주,13,0,13,3.15,4.12,69.23,30.77,9.55,-9.86,5.9
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,4,2주,13,0,13,4.73,3.61,84.62,15.38,12.77,-2.84,5.06
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,4,1개월,13,0,13,8.64,7.21,76.92,23.08,36.86,-10.19,11.92
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,3,1일,12,0,12,2.65,3.53,83.33,16.67,10.11,-12.46,6.46
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,3,2일,12,0,12,3.93,5.18,83.33,16.67,10.09,-8.4,5.35
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,3,3일,12,0,12,3.54,3.25,83.33,16.67,13.74,-3.63,4.87
