대상,격자 칸,진입 달력일,청산 상대 거래일,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 코스닥150,16일 → 말일-1,16,-1,최근 5년,60,0,60,-0.28,-0.62,48.33,51.67,30.96,-21.91,6.87,4.68,4.93,29,31,1099,0,1099,0.06,0.17,51.14,48.68,35.46,-36.21,6.93,4.52,4.63,562,535,-0.35,-0.79,-2.8,2.99,0.6673,0.3307,0.6753,0.6743,,False,예
KODEX 코스닥150,16일 → 말일,16,0,앞 절반,65,0,65,-0.21,0.3,50.77,46.15,14.77,-11.18,4.97,3.59,4.41,33,30,1246,0,1246,0.05,0.0,49.92,49.52,28.6,-19.99,4.9,3.69,3.63,622,617,-0.25,0.3,0.85,-3.36,0.6044,0.6334,1.0,0.7083,,True,예
KODEX 코스닥150,16일 → 말일,16,0,뒤 절반,66,0,66,-0.24,-0.24,48.48,51.52,28.37,-11.22,6.3,4.53,4.72,32,34,1264,0,1264,0.09,0.26,51.74,48.02,32.77,-27.22,6.24,4.29,4.43,654,607,-0.33,-0.5,-3.26,3.49,0.6563,0.5704,0.7173,0.6214,,False,예
KODEX 코스닥150,16일 → 말일,16,0,최근 10년,120,0,120,-0.34,-0.12,49.17,50.0,28.37,-11.22,5.83,4.17,4.77,59,60,2328,0,2328,0.07,0.12,50.9,48.75,32.77,-27.22,5.77,4.14,4.18,1185,1135,-0.4,-0.25,-1.74,1.25,0.4266,0.6623,0.7872,0.8641,,False,예
KODEX 코스닥150,16일 → 말일,16,0,최근 5년,60,0,60,-0.23,-0.77,48.33,51.67,28.37,-11.22,6.52,4.73,4.86,29,31,1159,0,1159,0.13,0.26,51.94,47.8,32.77,-27.22,6.43,4.44,4.56,602,554,-0.35,-1.03,-3.61,3.87,0.6334,0.1489,0.5744,0.5654,,False,예
KODEX 코스닥150,16일 → 말일+1,16,1,앞 절반,65,0,65,0.31,0.32,50.77,47.69,10.57,-11.06,4.81,4.17,3.79,33,31,1310,0,1310,0.55,0.17,51.3,48.17,23.89,-19.89,4.77,4.09,3.22,672,631,-0.24,0.15,-0.53,-0.48,0.6753,0.9421,1.0,1.0,,False,예
KODEX 코스닥150,16일 → 말일+1,16,1,뒤 절반,66,0,66,-0.21,-0.49,48.48,51.52,20.82,-10.65,5.81,4.6,4.74,32,34,1329,0,1329,0.16,0.41,53.65,45.9,24.97,-24.99,5.76,4.1,4.45,713,610,-0.37,-0.91,-5.16,5.62,0.5884,0.1638,0.4705,0.3986,,False,예
KODEX 코스닥150,16일 → 말일+1,16,1,최근 10년,120,0,120,-0.06,-0.23,49.17,50.83,20.82,-11.06,5.47,4.49,4.46,59,61,2448,0,2448,0.35,0.31,52.49,47.02,24.97,-24.99,5.44,4.23,3.98,1285,1151,-0.41,-0.53,-3.33,3.82,0.4256,0.3137,0.5205,0.4545,,False,예
KODEX 코스닥150,16일 → 말일+1,16,1,최근 5년,60,0,60,-0.21,-1.14,46.67,53.33,20.82,-10.65,5.91,4.9,4.69,28,32,1219,0,1219,0.16,0.31,52.5,47.01,24.97,-24.99,5.87,4.29,4.44,640,573,-0.38,-1.45,-5.84,6.33,0.6394,0.041,0.4056,0.3437,,False,예
KODEX 코스닥150,16일 → 말일+2,16,2,앞 절반,65,0,65,0.46,0.54,52.31,46.15,13.47,-10.08,5.26,4.57,4.18,34,30,1310,0,1310,0.69,0.42,52.75,46.95,27.15,-14.99,5.08,4.41,3.48,691,615,-0.23,0.11,-0.44,-0.79,0.6923,0.8771,1.0,1.0,,False,예
KODEX 코스닥150,16일 → 말일+2,16,2,뒤 절반,66,0,66,-0.4,0.49,51.52,48.48,26.14,-12.84,6.41,4.37,5.48,34,32,1329,0,1329,0.01,0.25,52.07,47.33,30.47,-19.82,6.4,4.45,4.88,692,629,-0.41,0.25,-0.55,1.16,0.5864,0.7333,1.0,0.8921,,True,예
KODEX 코스닥150,16일 → 말일+2,16,2,최근 10년,120,0,120,-0.14,0.45,50.83,49.17,26.14,-12.84,6.02,4.57,5.01,61,59,2448,0,2448,0.28,0.25,51.72,47.88,30.47,-19.82,5.97,4.59,4.37,1266,1172,-0.43,0.2,-0.88,1.29,0.4426,0.7233,0.9161,0.8482,,True,예
KODEX 코스닥150,16일 → 말일+2,16,2,최근 5년,60,0,60,-0.41,0.14,50.0,50.0,26.14,-12.84,6.58,4.67,5.49,30,30,1219,0,1219,-0.0,0.21,51.6,47.99,30.47,-19.82,6.58,4.64,5.0,629,585,-0.41,-0.07,-1.6,2.01,0.6454,0.955,0.8981,0.8831,,False,예
KODEX 코스닥150,16일 → 말일+3,16,3,앞 절반,65,0,65,0.41,1.03,55.38,44.62,14.22,-17.62,5.86,4.64,4.85,36,29,1310,0,1310,0.6,0.6,54.05,45.73,27.98,-21.05,5.56,4.49,4.01,708,599,-0.19,0.42,1.34,-1.11,0.7762,0.6464,0.8901,0.8991,,False,예
KODEX 코스닥150,16일 → 말일+3,16,3,뒤 절반,65,0,65,-0.05,0.1,50.77,47.69,25.49,-16.82,6.62,4.78,5.19,33,31,1309,0,1309,0.12,0.47,54.16,45.76,29.79,-19.42,6.55,4.57,5.14,709,599,-0.17,-0.36,-3.39,1.93,0.8611,0.6074,0.5954,0.7932,,True,예
KODEX 코스닥150,16일 → 말일+3,16,3,최근 10년,119,0,119,0.01,0.9,52.1,47.06,25.49,-17.62,6.4,4.79,5.28,62,56,2428,0,2428,0.35,0.52,53.79,46.09,29.79,-21.05,6.3,4.73,4.77,1306,1119,-0.34,0.38,-1.69,0.97,0.5814,0.5405,0.7762,0.9201,,False,예
KODEX 코스닥150,16일 → 말일+3,16,3,최근 5년,59,0,59,-0.09,0.0,49.15,49.15,25.49,-16.82,6.77,5.05,5.23,29,29,1199,0,1199,0.18,0.44,53.46,46.46,29.79,-19.42,6.8,4.87,5.2,641,557,-0.27,-0.44,-4.31,2.7,0.7562,0.6414,0.5824,0.7862,,False,예
KODEX 코스닥150,17일 → 말일-3,17,-3,앞 절반,65,0,65,-0.63,-0.16,47.69,52.31,4.51,-9.45,3.35,2.13,3.14,31,34,1055,0,1055,-0.39,-0.05,49.29,50.14,17.32,-17.8,4.42,2.9,3.62,520,529,-0.24,-0.12,-1.6,2.17,0.6484,0.9121,0.8042,0.8042,,False,예
KODEX 코스닥150,17일 → 말일-3,17,-3,뒤 절반,66,0,66,-0.07,0.5,53.03,46.97,18.38,-12.87,4.87,3.17,3.73,35,31,1068,0,1068,0.21,0.07,50.75,48.69,22.44,-28.75,5.48,4.0,3.73,542,520,-0.28,0.43,2.28,-1.72,0.6913,0.4945,0.7123,0.8082,,True,예
KODEX 코스닥150,17일 → 말일-3,17,-3,최근 10년,120,0,120,-0.37,0.12,50.0,50.0,18.38,-12.87,4.31,2.78,3.53,60,60,1968,0,1968,0.03,0.1,51.12,48.37,22.44,-28.75,5.1,3.59,3.74,1006,952,-0.4,0.02,-1.12,1.63,0.3736,0.984,0.8352,0.7672,,False,예
KODEX 코스닥150,17일 → 말일-3,17,-3,최근 5년,60,0,60,-0.13,0.47,51.67,48.33,18.38,-12.87,5.09,3.41,3.92,31,29,979,0,979,0.17,0.04,50.15,49.23,22.44,-28.75,5.7,4.23,3.96,491,482,-0.3,0.43,1.51,-0.9,0.6613,0.5135,0.8871,0.8801,,True,예
KODEX 코스닥150,17일 → 말일-2,17,-2,앞 절반,65,0,65,-0.47,0.49,53.85,41.54,5.3,-11.91,3.75,2.3,4.11,35,27,1119,0,1119,-0.23,0.05,50.31,49.06,19.42,-20.03,4.62,3.14,3.68,563,549,-0.24,0.44,3.53,-7.52,0.6713,0.3307,0.6094,0.2398,,True,예
KODEX 코스닥150,17일 → 말일-2,17,-2,뒤 절반,66,0,66,-0.47,0.35,53.03,46.97,27.24,-18.08,6.01,3.34,4.77,35,31,1133,0,1133,-0.22,-0.21,47.48,52.16,31.61,-33.08,6.33,4.21,4.26,538,591,-0.25,0.56,5.55,-5.19,0.6893,0.3127,0.3716,0.4436,,True,예
KODEX 코스닥150,17일 → 말일-2,17,-2,최근 10년,120,0,120,-0.53,0.41,53.33,45.0,27.24,-18.08,5.17,2.9,4.61,64,54,2088,0,2088,-0.14,0.04,50.19,49.47,31.61,-33.08,5.7,3.78,4.12,1048,1033,-0.39,0.37,3.14,-4.47,0.4446,0.3097,0.5105,0.3387,,True,예
KODEX 코스닥150,17일 → 말일-2,17,-2,최근 5년,60,0,60,-0.52,0.33,51.67,48.33,27.24,-18.08,6.26,3.57,4.88,31,29,1039,0,1039,-0.22,-0.21,47.74,51.97,31.61,-33.08,6.58,4.43,4.49,496,540,-0.3,0.54,3.93,-3.64,0.6583,0.3926,0.6014,0.6024,,True,예
KODEX 코스닥150,17일 → 말일-1,17,-1,앞 절반,65,0,65,-0.24,0.14,50.77,49.23,6.87,-9.92,3.83,2.8,3.37,33,32,1183,0,1183,-0.0,0.05,50.13,49.62,21.47,-18.22,4.54,3.4,3.44,593,587,-0.23,0.1,0.64,-0.39,0.6414,0.8012,1.0,1.0,,True,예
KODEX 코스닥150,17일 → 말일-1,17,-1,뒤 절반,66,0,66,-0.24,0.48,51.52,48.48,30.96,-21.91,6.5,4.01,4.75,34,32,1198,0,1198,0.03,0.16,51.42,48.25,35.46,-36.21,6.69,4.28,4.49,616,578,-0.27,0.32,0.1,0.24,0.7233,0.6044,1.0,1.0,,True,예
KODEX 코스닥150,17일 → 말일-1,17,-1,최근 10년,120,0,120,-0.32,0.1,50.0,50.0,30.96,-21.91,5.5,3.55,4.19,60,60,2208,0,2208,0.07,0.15,51.36,48.32,35.46,-36.21,5.89,3.99,4.09,1134,1067,-0.4,-0.05,-1.36,1.68,0.4675,0.988,0.8611,0.7782,,False,예
KODEX 코스닥150,17일 → 말일-1,17,-1,최근 5년,60,0,60,-0.26,0.21,50.0,50.0,30.96,-21.91,6.74,4.29,4.81,30,30,1099,0,1099,0.06,0.17,51.14,48.68,35.46,-36.21,6.93,4.52,4.63,562,535,-0.32,0.04,-1.14,1.32,0.6873,0.9011,0.8791,0.8791,,False,예
KODEX 코스닥150,17일 → 말일,17,0,앞 절반,65,0,65,-0.25,0.24,52.31,46.15,10.34,-11.87,4.51,3.19,4.17,34,30,1247,0,1247,0.04,0.0,49.88,49.56,28.6,-19.99,4.9,3.69,3.63,622,618,-0.29,0.24,2.43,-3.41,0.5904,0.6094,0.6893,0.6044,,True,예
KODEX 코스닥150,17일 → 말일,17,0,뒤 절반,66,0,66,-0.19,-0.46,45.45,54.55,28.37,-11.45,6.22,4.73,4.29,30,36,1263,0,1263,0.09,0.26,51.78,47.98,32.77,-27.22,6.24,4.29,4.43,654,606,-0.28,-0.72,-6.33,6.56,0.6693,0.3067,0.2847,0.2328,,False,예
KODEX 코스닥150,17일 → 말일,17,0,최근 10년,120,0,120,-0.35,-0.39,46.67,52.5,28.37,-11.87,5.58,4.14,4.34,56,63,2328,0,2328,0.07,0.12,50.9,48.75,32.77,-27.22,5.77,4.14,4.18,1185,1135,-0.41,-0.51,-4.24,3.75,0.4176,0.3157,0.4166,0.4625,,False,예
KODEX 코스닥150,17일 → 말일,17,0,최근 5년,60,0,60,-0.2,-0.71,45.0,55.0,28.37,-11.45,6.41,4.9,4.37,27,33,1159,0,1159,0.13,0.26,51.94,47.8,32.77,-27.22,6.43,4.44,4.56,602,554,-0.33,-0.97,-6.94,7.2,0.6553,0.1698,0.2717,0.2737,,False,예
KODEX 코스닥150,17일 → 말일+1,17,1,앞 절반,65,0,65,0.27,0.0,49.23,49.23,8.71,-11.75,4.44,3.97,3.42,32,32,1311,0,1311,0.55,0.17,51.26,48.21,23.89,-19.89,4.77,4.09,3.22,672,632,-0.27,-0.17,-2.03,1.02,0.6713,0.7502,0.7922,0.8971,,False,예
KODEX 코스닥150,17일 → 말일+1,17,1,뒤 절반,66,0,66,-0.16,0.19,50.0,48.48,20.82,-11.41,5.75,4.36,4.83,33,32,1328,0,1328,0.16,0.41,53.61,45.93,24.97,-24.99,5.76,4.1,4.45,712,610,-0.32,-0.21,-3.61,2.55,0.6404,0.7403,0.6154,0.7083,,False,예
KODEX 코스닥150,17일 → 말일+1,17,1,최근 10년,120,0,120,-0.07,-0.02,49.17,50.0,20.82,-11.75,5.26,4.23,4.3,59,60,2448,0,2448,0.35,0.31,52.49,47.02,24.97,-24.99,5.44,4.23,3.98,1285,1151,-0.42,-0.32,-3.33,2.98,0.4206,0.5564,0.5205,0.5864,,False,예
KODEX 코스닥150,17일 → 말일+1,17,1,최근 5년,60,0,60,-0.19,-0.02,48.33,50.0,20.82,-11.41,5.83,4.56,4.78,29,30,1219,0,1219,0.16,0.31,52.5,47.01,24.97,-24.99,5.87,4.29,4.44,640,573,-0.35,-0.33,-4.17,2.99,0.6823,0.6883,0.5854,0.6803,,False,예
KODEX 코스닥150,17일 → 말일+2,17,2,앞 절반,65,0,65,0.42,0.43,53.85,46.15,10.48,-9.13,4.86,4.04,3.81,35,30,1311,0,1311,0.69,0.42,52.71,46.99,27.15,-14.99,5.08,4.41,3.48,691,616,-0.27,0.01,1.14,-0.83,0.6813,0.951,0.8941,0.8901,,False,예
KODEX 코스닥150,17일 → 말일+2,17,2,뒤 절반,66,0,66,-0.35,0.55,56.06,43.94,26.14,-15.02,6.43,4.02,5.91,37,29,1328,0,1328,0.01,0.24,52.03,47.36,30.47,-19.82,6.41,4.46,4.88,691,629,-0.36,0.3,4.03,-3.43,0.6464,0.6793,0.5185,0.5964,,True,예
KODEX 코스닥150,17일 → 말일+2,17,2,최근 10년,120,0,120,-0.15,0.46,53.33,46.67,26.14,-15.02,5.84,4.12,5.03,64,56,2448,0,2448,0.28,0.25,51.72,47.88,30.47,-19.82,5.97,4.59,4.37,1266,1172,-0.43,0.21,1.62,-1.21,0.4346,0.7053,0.7133,0.7762,,True,예
KODEX 코스닥150,17일 → 말일+2,17,2,최근 5년,60,0,60,-0.38,0.51,55.0,45.0,26.14,-15.02,6.58,4.19,5.96,33,27,1219,0,1219,-0.0,0.21,51.6,47.99,30.47,-19.82,6.58,4.64,5.0,629,585,-0.37,0.3,3.4,-2.99,0.6783,0.6414,0.5924,0.5914,,True,예
KODEX 코스닥150,17일 → 말일+3,17,3,앞 절반,65,0,65,0.36,1.04,56.92,43.08,10.44,-16.75,5.43,4.16,4.67,37,28,1311,0,1311,0.59,0.6,54.0,45.77,27.98,-21.05,5.56,4.49,4.01,708,600,-0.23,0.44,2.92,-2.69,0.7253,0.5874,0.6154,0.7223,,False,예
KODEX 코스닥150,17일 → 말일+3,17,3,뒤 절반,65,0,65,0.01,0.91,53.85,46.15,25.49,-16.39,6.62,4.54,5.28,35,30,1308,0,1308,0.12,0.47,54.13,45.8,29.79,-19.42,6.55,4.58,5.14,708,599,-0.12,0.44,-0.28,0.36,0.8691,0.5435,1.0,1.0,,False,예
KODEX 코스닥150,17일 → 말일+3,17,3,최근 10년,119,0,119,0.0,0.95,53.78,46.22,25.49,-16.75,6.19,4.44,5.17,64,55,2428,0,2428,0.35,0.52,53.79,46.09,29.79,-21.05,6.3,4.73,4.77,1306,1119,-0.35,0.43,-0.01,0.13,0.5674,0.4855,1.0,1.0,,False,예
KODEX 코스닥150,17일 → 말일+3,17,3,최근 5년,59,0,59,-0.05,0.91,52.54,47.46,25.49,-16.39,6.77,4.71,5.33,31,28,1199,0,1199,0.18,0.44,53.46,46.46,29.79,-19.42,6.8,4.87,5.2,641,557,-0.24,0.47,-0.92,1.0,0.7872,0.5405,1.0,1.0,,True,예
KODEX 코스닥150,18일 → 말일-3,18,-3,앞 절반,65,0,65,-0.39,0.05,52.31,47.69,7.44,-10.15,3.38,2.15,3.18,34,31,1056,0,1056,-0.39,-0.05,49.24,50.19,17.32,-17.8,4.42,2.9,3.63,520,530,0.0,0.1,3.07,-2.5,0.997,0.7982,0.7023,0.7083,,True,예
KODEX 코스닥150,18일 → 말일-3,18,-3,뒤 절반,66,0,66,-0.15,-0.08,45.45,53.03,18.38,-12.78,4.55,3.22,3.05,30,35,1068,0,1068,0.21,0.07,50.75,48.69,22.44,-28.75,5.48,4.0,3.73,542,520,-0.36,-0.15,-5.29,4.34,0.6294,0.7612,0.4595,0.5285,,False,예
KODEX 코스닥150,18일 → 말일-3,18,-3,최근 10년,120,0,120,-0.24,-0.08,47.5,51.67,18.38,-12.78,4.13,2.87,3.1,57,62,1968,0,1968,0.03,0.1,51.12,48.37,22.44,-28.75,5.1,3.59,3.74,1006,952,-0.26,-0.18,-3.62,3.29,0.5754,0.6114,0.4416,0.4965,,False,예
KODEX 코스닥150,18일 → 말일-3,18,-3,최근 5년,60,0,60,-0.14,-0.06,46.67,51.67,18.38,-12.78,4.76,3.38,3.32,28,31,979,0,979,0.17,0.04,50.15,49.23,22.44,-28.75,5.7,4.23,3.96,491,482,-0.31,-0.1,-3.49,2.43,0.6603,0.8611,0.5914,0.7932,,False,예
KODEX 코스닥150,18일 → 말일-2,18,-2,앞 절반,65,0,65,-0.24,0.14,50.77,47.69,8.78,-10.33,3.72,2.61,3.27,33,31,1120,0,1120,-0.23,0.05,50.27,49.11,19.42,-20.03,4.62,3.14,3.68,563,550,-0.0,0.09,0.5,-1.41,1.0,0.8781,1.0,0.8871,,True,예
KODEX 코스닥150,18일 → 말일-2,18,-2,뒤 절반,66,0,66,-0.55,-0.15,50.0,50.0,27.24,-18.08,5.76,3.17,4.27,33,33,1133,0,1133,-0.22,-0.21,47.48,52.16,31.61,-33.08,6.33,4.22,4.26,538,591,-0.33,0.06,2.52,-2.16,0.6364,0.9191,0.7023,0.8102,,False,예
KODEX 코스닥150,18일 → 말일-2,18,-2,최근 10년,120,0,120,-0.39,0.02,50.0,49.17,27.24,-18.08,5.02,3.05,3.9,60,59,2088,0,2088,-0.14,0.04,50.19,49.47,31.61,-33.08,5.7,3.78,4.12,1048,1033,-0.25,-0.02,-0.19,-0.31,0.6154,0.965,1.0,1.0,,False,예
KODEX 코스닥150,18일 → 말일-2,18,-2,최근 5년,60,0,60,-0.52,-0.15,50.0,50.0,27.24,-18.08,6.02,3.43,4.46,30,30,1039,0,1039,-0.22,-0.21,47.74,51.97,31.61,-33.08,6.58,4.43,4.49,496,540,-0.3,0.06,2.26,-1.97,0.6573,0.9071,0.8062,0.7992,,False,예
KODEX 코스닥150,18일 → 말일-1,18,-1,앞 절반,65,0,65,-0.0,0.13,52.31,47.69,11.58,-8.05,3.79,2.86,3.14,34,31,1184,0,1184,-0.0,0.05,50.08,49.66,21.47,-18.22,4.54,3.4,3.44,593,588,0.0,0.09,2.22,-1.97,0.977,0.8402,0.7982,0.8022,,True,예
KODEX 코스닥150,18일 → 말일-1,18,-1,뒤 절반,66,0,66,-0.32,-0.07,48.48,50.0,30.96,-21.91,6.26,3.79,4.31,32,33,1198,0,1198,0.04,0.16,51.42,48.25,35.46,-36.21,6.69,4.28,4.49,616,578,-0.35,-0.23,-2.93,1.75,0.6723,0.7782,0.7263,0.8092,,False,예
KODEX 코스닥150,18일 → 말일-1,18,-1,최근 10년,120,0,120,-0.19,-0.06,49.17,50.0,30.96,-21.91,5.36,3.53,3.84,59,60,2208,0,2208,0.07,0.15,51.36,48.32,35.46,-36.21,5.89,3.99,4.09,1134,1067,-0.26,-0.21,-2.19,1.68,0.6464,0.7363,0.7193,0.7782,,False,예
KODEX 코스닥150,18일 → 말일-1,18,-1,최근 5년,60,0,60,-0.26,-0.28,48.33,51.67,30.96,-21.91,6.51,4.1,4.34,29,31,1099,0,1099,0.06,0.17,51.14,48.68,35.46,-36.21,6.93,4.52,4.63,562,535,-0.32,-0.45,-2.8,2.99,0.6873,0.6094,0.6753,0.6743,,False,예
KODEX 코스닥150,18일 → 말일,18,0,앞 절반,65,0,65,-0.02,-0.2,49.23,50.77,18.13,-10.04,4.61,3.52,3.45,32,33,1248,0,1248,0.04,0.0,49.84,49.6,28.6,-19.99,4.9,3.69,3.64,622,619,-0.05,-0.2,-0.61,1.17,0.8991,0.6633,0.8911,0.9021,,False,예
KODEX 코스닥150,18일 → 말일,18,0,뒤 절반,66,0,66,-0.27,-0.11,50.0,50.0,28.37,-11.23,5.97,3.87,4.41,33,33,1263,0,1263,0.1,0.26,51.86,47.9,32.77,-27.22,6.24,4.29,4.44,655,605,-0.37,-0.37,-1.86,2.1,0.5614,0.5894,0.7972,0.7023,,False,예
KODEX 코스닥150,18일 → 말일,18,0,최근 10년,120,0,120,-0.21,-0.47,47.5,52.5,28.37,-11.23,5.51,3.99,4.0,57,63,2328,0,2328,0.07,0.12,50.9,48.75,32.77,-27.22,5.77,4.14,4.18,1185,1135,-0.27,-0.59,-3.4,3.75,0.5854,0.2218,0.5235,0.4625,,False,예
KODEX 코스닥150,18일 → 말일,18,0,최근 5년,60,0,60,-0.2,-0.11,50.0,50.0,28.37,-11.23,6.17,4.12,4.52,30,30,1159,0,1159,0.13,0.26,51.94,47.8,32.77,-27.22,6.43,4.44,4.56,602,554,-0.32,-0.37,-1.94,2.2,0.6583,0.6254,0.7922,0.7902,,False,예
KODEX 코스닥150,18일 → 말일+1,18,1,앞 절반,65,0,65,0.51,-0.05,46.15,52.31,13.8,-9.92,4.42,4.43,2.94,30,34,1312,0,1312,0.54,0.16,51.22,48.25,23.89,-19.89,4.77,4.09,3.22,672,633,-0.04,-0.21,-5.07,4.06,0.981,0.6833,0.4176,0.5015,,True,예
KODEX 코스닥150,18일 → 말일+1,18,1,뒤 절반,66,0,66,-0.25,0.04,50.0,50.0,20.82,-10.02,5.39,3.85,4.35,33,33,1328,0,1328,0.15,0.4,53.54,46.01,24.97,-24.99,5.76,4.11,4.45,711,611,-0.4,-0.35,-3.54,3.99,0.5375,0.5884,0.6434,0.5524,,False,예
KODEX 코스닥150,18일 → 말일+1,18,1,최근 10년,120,0,120,0.06,-0.08,47.5,52.5,20.82,-10.02,5.1,4.29,3.76,57,63,2448,0,2448,0.35,0.31,52.49,47.02,24.97,-24.99,5.44,4.23,3.98,1285,1151,-0.28,-0.39,-4.99,5.48,0.5704,0.4685,0.3057,0.2458,,True,예
KODEX 코스닥150,18일 → 말일+1,18,1,최근 5년,60,0,60,-0.19,-0.05,48.33,51.67,20.82,-10.02,5.49,4.17,4.27,29,31,1219,0,1219,0.16,0.31,52.5,47.01,24.97,-24.99,5.87,4.29,4.44,640,573,-0.35,-0.36,-4.17,4.66,0.6783,0.6364,0.5854,0.4985,,False,예
KODEX 코스닥150,18일 → 말일+2,18,2,앞 절반,65,0,65,0.66,0.18,52.31,47.69,16.79,-8.86,4.93,4.3,3.33,34,31,1312,0,1312,0.69,0.42,52.67,47.03,27.15,-14.99,5.08,4.41,3.48,691,617,-0.03,-0.23,-0.36,0.66,0.988,0.7882,1.0,1.0,,False,예
KODEX 코스닥150,18일 → 말일+2,18,2,뒤 절반,66,0,66,-0.43,-0.21,50.0,50.0,26.14,-12.29,6.17,4.05,4.91,33,33,1328,0,1328,0.01,0.24,51.96,47.44,30.47,-19.82,6.41,4.46,4.88,690,630,-0.43,-0.45,-1.96,2.56,0.5564,0.4376,0.8012,0.7083,,False,예
KODEX 코스닥150,18일 → 말일+2,18,2,최근 10년,120,0,120,-0.01,-0.16,49.17,50.83,26.14,-12.29,5.79,4.4,4.28,59,61,2448,0,2448,0.28,0.25,51.72,47.88,30.47,-19.82,5.97,4.59,4.37,1266,1172,-0.29,-0.41,-2.55,2.96,0.5964,0.4715,0.6454,0.5894,,False,예
KODEX 코스닥150,18일 → 말일+2,18,2,최근 5년,60,0,60,-0.38,-0.21,50.0,50.0,26.14,-12.29,6.35,4.27,5.02,30,30,1219,0,1219,-0.0,0.21,51.6,47.99,30.47,-19.82,6.58,4.64,5.0,629,585,-0.38,-0.42,-1.6,2.01,0.6783,0.5824,0.8981,0.8831,,False,예
KODEX 코스닥150,18일 → 말일+3,18,3,앞 절반,65,0,65,0.6,1.17,55.38,44.62,17.56,-16.5,5.51,4.44,4.17,36,29,1312,0,1312,0.59,0.58,53.96,45.81,27.98,-21.05,5.56,4.49,4.01,708,601,0.01,0.59,1.42,-1.19,0.978,0.4965,0.8991,0.8871,,False,예
KODEX 코스닥150,18일 → 말일+3,18,3,뒤 절반,65,0,65,-0.14,0.26,50.77,49.23,25.49,-15.05,6.41,4.43,4.86,33,32,1307,0,1307,0.12,0.48,54.09,45.83,29.79,-19.42,6.55,4.58,5.14,707,599,-0.27,-0.23,-3.32,3.4,0.7133,0.7283,0.6334,0.6344,,True,예
KODEX 코스닥150,18일 → 말일+3,18,3,최근 10년,119,0,119,0.11,0.43,52.1,47.9,25.49,-16.5,6.17,4.57,4.75,62,57,2428,0,2428,0.35,0.52,53.79,46.09,29.79,-21.05,6.3,4.73,4.77,1306,1119,-0.24,-0.09,-1.69,1.81,0.7013,0.9071,0.7762,0.7712,,False,예
KODEX 코스닥150,18일 → 말일+3,18,3,최근 5년,59,0,59,-0.13,0.26,50.85,49.15,25.49,-15.05,6.59,4.62,5.03,30,29,1199,0,1199,0.18,0.44,53.46,46.46,29.79,-19.42,6.8,4.87,5.2,641,557,-0.31,-0.19,-2.61,2.7,0.7173,0.8551,0.7882,0.7862,,True,예
KODEX 코스닥150,19일 → 말일-3,19,-3,앞 절반,65,0,65,-0.48,-0.41,41.54,58.46,16.97,-10.15,3.71,2.52,2.6,27,38,1056,0,1056,-0.4,-0.05,49.15,50.28,17.32,-17.8,4.42,2.9,3.63,519,531,-0.08,-0.36,-7.61,8.18,0.8791,0.4885,0.2238,0.2098,,False,예
KODEX 코스닥150,19일 → 말일-3,19,-3,뒤 절반,66,0,66,0.0,-0.19,42.42,57.58,17.2,-12.78,4.12,3.24,2.38,28,38,1068,0,1068,0.21,0.07,50.66,48.78,22.44,-28.75,5.48,4.0,3.72,541,521,-0.21,-0.26,-8.23,8.79,0.7822,0.6264,0.2098,0.1818,,True,예
KODEX 코스닥150,19일 → 말일-3,19,-3,최근 10년,120,0,120,-0.18,-0.36,41.67,58.33,17.2,-12.78,4.04,3.09,2.51,50,70,1968,0,1968,0.03,0.1,51.12,48.37,22.44,-28.75,5.1,3.59,3.74,1006,952,-0.2,-0.46,-9.45,9.96,0.6494,0.2118,0.034,0.022,,False,예
KODEX 코스닥150,19일 → 말일-3,19,-3,최근 5년,60,0,60,0.01,-0.18,43.33,56.67,17.2,-12.78,4.27,3.31,2.51,26,34,979,0,979,0.17,0.04,50.15,49.23,22.44,-28.75,5.7,4.23,3.96,491,482,-0.16,-0.22,-6.82,7.43,0.8162,0.7393,0.2777,0.2787,,True,예
KODEX 코스닥150,19일 → 말일-2,19,-2,앞 절반,65,0,65,-0.32,-0.1,41.54,58.46,18.42,-12.08,4.15,3.01,2.68,27,38,1120,0,1120,-0.24,0.05,50.18,49.2,19.42,-20.03,4.62,3.14,3.69,562,551,-0.08,-0.15,-8.64,9.27,0.9101,0.7003,0.1389,0.1129,,False,예
KODEX 코스닥150,19일 → 말일-2,19,-2,뒤 절반,66,0,66,-0.4,-0.39,46.97,53.03,25.98,-18.08,5.37,3.27,3.65,31,35,1133,0,1133,-0.22,-0.21,47.48,52.16,31.61,-33.08,6.33,4.22,4.26,538,591,-0.18,-0.18,-0.51,0.87,0.7692,0.7023,0.9111,0.9041,,False,예
