종목,만기월,방향,손절선(%),진입일,진입가,청산 목표일,청산일,보유일,청산가,수익률(%),청산 사유
KODEX 200,9,위,-3.5,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-3.5,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-3.5,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-3.5,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-3.5,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-3.5,2008.9.11,18700,2008.9.19,2008.9.16,2,17700,-5.35,갭손절
KODEX 200,9,위,-3.5,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-3.5,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-3.5,2011.9.8,23865,2011.9.16,2011.9.14,2,23030,-3.5,장중손절
KODEX 200,9,위,-3.5,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-3.5,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-3.5,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-3.5,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-3.5,2016.9.8,25935,2016.9.16,2016.9.12,2,25027,-3.5,장중손절
KODEX 200,9,위,-3.5,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-3.5,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-3.5,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-3.5,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-3.5,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-3.5,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-3.5,2023.9.14,34150,2023.9.22,2023.9.22,6,32955,-3.5,장중손절
KODEX 200,9,위,-3.5,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-3.5,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-4,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-4,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-4,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-4,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-4,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-4,2008.9.11,18700,2008.9.19,2008.9.16,2,17700,-5.35,갭손절
KODEX 200,9,위,-4,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-4,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-4,2011.9.8,23865,2011.9.16,2011.9.14,2,22910,-4,장중손절
KODEX 200,9,위,-4,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-4,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-4,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-4,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-4,2016.9.8,25935,2016.9.16,2016.9.13,3,25075,-3.32,기한청산
KODEX 200,9,위,-4,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-4,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-4,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-4,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-4,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-4,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-4,2023.9.14,34150,2023.9.22,2023.9.22,6,33200,-2.78,기한청산
KODEX 200,9,위,-4,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-4,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-4.5,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-4.5,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-4.5,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-4.5,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-4.5,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-4.5,2008.9.11,18700,2008.9.19,2008.9.16,2,17700,-5.35,갭손절
KODEX 200,9,위,-4.5,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-4.5,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-4.5,2011.9.8,23865,2011.9.16,2011.9.14,2,22791,-4.5,장중손절
KODEX 200,9,위,-4.5,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-4.5,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-4.5,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-4.5,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-4.5,2016.9.8,25935,2016.9.16,2016.9.13,3,25075,-3.32,기한청산
KODEX 200,9,위,-4.5,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-4.5,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-4.5,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-4.5,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-4.5,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-4.5,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-4.5,2023.9.14,34150,2023.9.22,2023.9.22,6,33200,-2.78,기한청산
KODEX 200,9,위,-4.5,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-4.5,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-5,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-5,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-5,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-5,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-5,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-5,2008.9.11,18700,2008.9.19,2008.9.16,2,17700,-5.35,갭손절
KODEX 200,9,위,-5,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-5,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-5,2011.9.8,23865,2011.9.16,2011.9.14,2,22672,-5,장중손절
KODEX 200,9,위,-5,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-5,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-5,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-5,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-5,2016.9.8,25935,2016.9.16,2016.9.13,3,25075,-3.32,기한청산
KODEX 200,9,위,-5,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-5,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-5,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-5,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-5,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-5,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-5,2023.9.14,34150,2023.9.22,2023.9.22,6,33200,-2.78,기한청산
KODEX 200,9,위,-5,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-5,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-5.5,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-5.5,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-5.5,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-5.5,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-5.5,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-5.5,2008.9.11,18700,2008.9.19,2008.9.16,2,17672,-5.5,장중손절
KODEX 200,9,위,-5.5,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-5.5,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-5.5,2011.9.8,23865,2011.9.16,2011.9.16,4,23885,0.08,기한청산
KODEX 200,9,위,-5.5,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-5.5,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-5.5,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-5.5,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-5.5,2016.9.8,25935,2016.9.16,2016.9.13,3,25075,-3.32,기한청산
KODEX 200,9,위,-5.5,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-5.5,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-5.5,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-5.5,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-5.5,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-5.5,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-5.5,2023.9.14,34150,2023.9.22,2023.9.22,6,33200,-2.78,기한청산
KODEX 200,9,위,-5.5,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-5.5,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-6,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-6,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-6,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-6,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-6,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-6,2008.9.11,18700,2008.9.19,2008.9.19,5,19080,2.03,기한청산
KODEX 200,9,위,-6,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-6,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-6,2011.9.8,23865,2011.9.16,2011.9.16,4,23885,0.08,기한청산
KODEX 200,9,위,-6,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-6,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-6,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-6,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-6,2016.9.8,25935,2016.9.16,2016.9.13,3,25075,-3.32,기한청산
KODEX 200,9,위,-6,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-6,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-6,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-6,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-6,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-6,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-6,2023.9.14,34150,2023.9.22,2023.9.22,6,33200,-2.78,기한청산
KODEX 200,9,위,-6,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-6,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-6.5,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-6.5,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-6.5,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-6.5,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-6.5,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-6.5,2008.9.11,18700,2008.9.19,2008.9.19,5,19080,2.03,기한청산
KODEX 200,9,위,-6.5,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-6.5,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-6.5,2011.9.8,23865,2011.9.16,2011.9.16,4,23885,0.08,기한청산
KODEX 200,9,위,-6.5,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-6.5,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-6.5,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-6.5,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-6.5,2016.9.8,25935,2016.9.16,2016.9.13,3,25075,-3.32,기한청산
KODEX 200,9,위,-6.5,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-6.5,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-6.5,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-6.5,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-6.5,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-6.5,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-6.5,2023.9.14,34150,2023.9.22,2023.9.22,6,33200,-2.78,기한청산
KODEX 200,9,위,-6.5,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-6.5,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-7,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-7,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-7,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-7,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-7,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-7,2008.9.11,18700,2008.9.19,2008.9.19,5,19080,2.03,기한청산
KODEX 200,9,위,-7,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-7,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-7,2011.9.8,23865,2011.9.16,2011.9.16,4,23885,0.08,기한청산
KODEX 200,9,위,-7,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-7,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-7,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-7,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-7,2016.9.8,25935,2016.9.16,2016.9.13,3,25075,-3.32,기한청산
KODEX 200,9,위,-7,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-7,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-7,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-7,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-7,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-7,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-7,2023.9.14,34150,2023.9.22,2023.9.22,6,33200,-2.78,기한청산
KODEX 200,9,위,-7,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-7,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-7.5,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-7.5,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-7.5,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-7.5,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-7.5,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-7.5,2008.9.11,18700,2008.9.19,2008.9.19,5,19080,2.03,기한청산
KODEX 200,9,위,-7.5,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-7.5,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-7.5,2011.9.8,23865,2011.9.16,2011.9.16,4,23885,0.08,기한청산
KODEX 200,9,위,-7.5,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-7.5,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-7.5,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-7.5,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-7.5,2016.9.8,25935,2016.9.16,2016.9.13,3,25075,-3.32,기한청산
KODEX 200,9,위,-7.5,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-7.5,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-7.5,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-7.5,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-7.5,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-7.5,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-7.5,2023.9.14,34150,2023.9.22,2023.9.22,6,33200,-2.78,기한청산
KODEX 200,9,위,-7.5,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-7.5,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-8,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-8,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-8,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-8,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-8,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-8,2008.9.11,18700,2008.9.19,2008.9.19,5,19080,2.03,기한청산
KODEX 200,9,위,-8,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-8,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-8,2011.9.8,23865,2011.9.16,2011.9.16,4,23885,0.08,기한청산
KODEX 200,9,위,-8,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-8,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-8,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-8,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-8,2016.9.8,25935,2016.9.16,2016.9.13,3,25075,-3.32,기한청산
KODEX 200,9,위,-8,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-8,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-8,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-8,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-8,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-8,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-8,2023.9.14,34150,2023.9.22,2023.9.22,6,33200,-2.78,기한청산
KODEX 200,9,위,-8,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-8,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-8.5,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-8.5,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-8.5,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-8.5,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-8.5,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-8.5,2008.9.11,18700,2008.9.19,2008.9.19,5,19080,2.03,기한청산
KODEX 200,9,위,-8.5,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-8.5,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
KODEX 200,9,위,-8.5,2011.9.8,23865,2011.9.16,2011.9.16,4,23885,0.08,기한청산
KODEX 200,9,위,-8.5,2012.9.13,25750,2012.9.21,2012.9.21,6,26390,2.49,기한청산
KODEX 200,9,위,-8.5,2013.9.12,26125,2013.9.20,2013.9.17,3,26140,0.06,기한청산
KODEX 200,9,위,-8.5,2014.9.11,26050,2014.9.19,2014.9.19,6,26265,0.83,기한청산
KODEX 200,9,위,-8.5,2015.9.10,23465,2015.9.18,2015.9.18,6,24115,2.77,기한청산
KODEX 200,9,위,-8.5,2016.9.8,25935,2016.9.16,2016.9.13,3,25075,-3.32,기한청산
KODEX 200,9,위,-8.5,2017.9.14,31210,2017.9.22,2017.9.22,6,31675,1.49,기한청산
KODEX 200,9,위,-8.5,2018.9.13,29300,2018.9.21,2018.9.21,6,30085,2.68,기한청산
KODEX 200,9,위,-8.5,2019.9.11,27085,2019.9.20,2019.9.20,5,27640,2.05,기한청산
KODEX 200,9,위,-8.5,2020.9.10,31625,2020.9.18,2020.9.18,6,31820,0.62,기한청산
KODEX 200,9,위,-8.5,2021.9.9,40725,2021.9.17,2021.9.17,6,41070,0.85,기한청산
KODEX 200,9,위,-8.5,2022.9.8,30930,2022.9.16,2022.9.16,4,30880,-0.16,기한청산
KODEX 200,9,위,-8.5,2023.9.14,34150,2023.9.22,2023.9.22,6,33200,-2.78,기한청산
KODEX 200,9,위,-8.5,2024.9.12,34415,2024.9.20,2024.9.20,3,34515,0.29,기한청산
KODEX 200,9,위,-8.5,2025.9.11,45465,2025.9.19,2025.9.19,6,47485,4.44,기한청산
KODEX 200,9,위,-9,2003.9.9,9850,2003.9.19,2003.9.19,5,9540,-3.15,기한청산
KODEX 200,9,위,-9,2004.9.9,10420,2004.9.17,2004.9.17,6,10900,4.61,기한청산
KODEX 200,9,위,-9,2005.9.8,14725,2005.9.16,2005.9.16,6,15180,3.09,기한청산
KODEX 200,9,위,-9,2006.9.14,17710,2006.9.22,2006.9.22,6,17620,-0.51,기한청산
KODEX 200,9,위,-9,2007.9.13,23345,2007.9.21,2007.9.21,6,24370,4.39,기한청산
KODEX 200,9,위,-9,2008.9.11,18700,2008.9.19,2008.9.19,5,19080,2.03,기한청산
KODEX 200,9,위,-9,2009.9.10,21600,2009.9.18,2009.9.18,6,22380,3.61,기한청산
KODEX 200,9,위,-9,2010.9.9,23305,2010.9.17,2010.9.17,6,23830,2.25,기한청산
