레벨,레벨가,목표가,매수일,매수 판정환율,매수 집행가,매도일,매도 판정환율,매도 집행가,투입액,매수비용,회수액,매도비용,매도과세,실현손익,이탈 보너스,보유일
18,1154.2226,1163.4564,2016-03-22,1153.6,1153.6,2016-03-24,1166.3,1166.3,3016819.0,5430.0,3039061.0,5480.0,0.0,22242.0,9061.0,2
17,1145.0621,1154.2226,2016-03-31,1143.5,1143.5,2016-04-05,1155.1,1155.1,6019280.0,10835.0,6058472.0,10925.0,0.0,39192.0,12884.0,5
16,1135.9743,1145.0621,2016-04-20,1135.2,1135.2,2016-04-25,1147.8,1147.8,6008829.0,10816.0,6053671.0,10916.0,0.0,44842.0,18590.0,5
17,1145.0621,1154.2226,2016-04-19,1136.3,1136.3,2016-05-04,1154.3,1154.3,6011257.0,10820.0,6084518.0,10972.0,0.0,73260.0,47049.0,15
18,1154.2226,1163.4564,2016-03-30,1150.8,1150.8,2016-05-09,1165.8,1165.8,3015809.0,5428.0,3044130.0,5489.0,0.0,28321.0,15155.0,40
19,1163.4564,1172.764,2016-03-18,1162.5,1162.5,2016-05-16,1179.7,1179.7,3023672.0,5443.0,3057373.0,5513.0,0.0,33701.0,20511.0,59
20,1172.764,1182.1462,2016-03-18,1162.5,1162.5,2016-05-18,1182.6,1182.6,3023672.0,5443.0,3064889.0,5527.0,0.0,41217.0,28040.0,61
21,1182.1462,1191.6033,2016-03-17,1173.3,1173.3,2016-05-19,1191.7,1191.7,3030900.0,5456.0,3067359.0,5531.0,0.0,36459.0,23242.0,63
21,1182.1462,1191.6033,2016-05-26,1180.4,1180.4,2016-05-30,1191.8,1191.8,3047381.0,5485.0,3065745.0,5528.0,0.0,18364.0,5043.0,4
19,1163.4564,1172.764,2016-06-07,1162.7,1162.7,2016-06-13,1173.4,1173.4,3037666.0,5468.0,3054595.0,5508.0,0.0,16928.0,3647.0,6
18,1154.2226,1163.4564,2016-06-23,1150.2,1150.2,2016-06-24,1179.9,1179.9,3029192.0,5453.0,3096234.0,5583.0,0.0,67042.0,53888.0,1
19,1163.4564,1172.764,2016-06-20,1160.8,1160.8,2016-06-24,1179.9,1179.9,3037394.0,5467.0,3076267.0,5547.0,0.0,38873.0,25632.0,4
20,1172.764,1182.1462,2016-06-07,1162.7,1162.7,2016-06-27,1182.3,1182.3,3037666.0,5468.0,3077763.0,5550.0,0.0,40097.0,26857.0,20
17,1145.0621,1154.2226,2016-07-01,1145.0,1145.0,2016-07-05,1155.4,1155.4,6055225.0,10899.0,6088247.0,10979.0,0.0,33022.0,6546.0,4
18,1154.2226,1163.4564,2016-06-30,1151.8,1151.8,2016-07-06,1165.6,1165.6,3033739.0,5461.0,3059045.0,5516.0,0.0,25306.0,12056.0,6
12,1100.3387,1109.1414,2016-08-10,1095.4,1095.4,2016-08-19,1117.6,1117.6,5945152.0,10701.0,6043824.0,10898.0,0.0,98671.0,72795.0,9
13,1109.1414,1118.0145,2016-08-01,1108.0,1108.0,2016-08-22,1126.5,1126.5,5981255.0,10766.0,6059250.0,10926.0,0.0,77995.0,51924.0,21
11,1091.6058,1100.3387,2016-09-07,1090.0,1090.0,2016-09-12,1113.5,1113.5,5940878.0,10694.0,6047133.0,10904.0,0.0,106255.0,80411.0,5
12,1100.3387,1109.1414,2016-09-07,1090.0,1090.0,2016-09-12,1113.5,1113.5,5940878.0,10694.0,6047133.0,10904.0,0.0,106255.0,80411.0,5
13,1109.1414,1118.0145,2016-09-05,1105.1,1105.1,2016-09-13,1118.8,1118.8,5984505.0,10772.0,6036903.0,10886.0,0.0,52399.0,26267.0,8
12,1100.3387,1109.1414,2016-09-27,1096.5,1096.5,2016-10-05,1113.7,1113.7,5974033.0,10753.0,6045919.0,10902.0,0.0,71886.0,45835.0,8
13,1109.1414,1118.0145,2016-09-22,1103.3,1103.3,2016-10-11,1120.4,1120.4,5993482.0,10788.0,6064484.0,10936.0,0.0,71001.0,44864.0,19
14,1118.0145,1126.9587,2016-08-01,1108.0,1108.0,2016-10-13,1135.9,1135.9,5981255.0,10766.0,6109811.0,11017.0,0.0,128556.0,102576.0,73
15,1126.9587,1135.9743,2016-07-28,1124.4,1124.4,2016-10-17,1137.9,1137.9,6021123.0,10838.0,6071499.0,10948.0,0.0,50375.0,24080.0,81
15,1126.9587,1135.9743,2016-10-19,1123.2,1123.2,2016-10-27,1142.5,1142.5,6060345.0,10909.0,6142308.0,11076.0,0.0,81963.0,55552.0,8
16,1135.9743,1145.0621,2016-07-15,1133.9,1133.9,2016-11-02,1149.8,1149.8,6040382.0,10873.0,6103052.0,11005.0,0.0,62670.0,36312.0,110
16,1135.9743,1145.0621,2016-11-08,1135.0,1135.0,2016-11-09,1149.5,1149.5,6094576.0,10970.0,6150235.0,11090.0,0.0,55659.0,29051.0,1
17,1145.0621,1154.2226,2016-07-14,1137.4,1137.4,2016-11-11,1164.8,1164.8,6047449.0,10885.0,6170857.0,11128.0,0.0,123408.0,97128.0,120
18,1154.2226,1163.4564,2016-07-11,1146.7,1146.7,2016-11-11,1164.8,1164.8,3031461.0,5457.0,3068235.0,5533.0,0.0,36774.0,23556.0,123
19,1163.4564,1172.764,2016-06-29,1160.2,1160.2,2016-11-17,1175.9,1175.9,3040366.0,5473.0,3070425.0,5537.0,0.0,30059.0,16789.0,141
20,1172.764,1182.1462,2016-06-28,1171.3,1171.3,2016-11-18,1183.2,1183.2,3048461.0,5487.0,3068356.0,5533.0,0.0,19895.0,6572.0,143
19,1163.4564,1172.764,2016-12-08,1158.5,1158.5,2016-12-15,1178.5,1178.5,3075224.0,5535.0,3117062.0,5621.0,0.0,41838.0,28437.0,7
20,1172.764,1182.1462,2016-11-28,1170.4,1170.4,2016-12-16,1183.9,1183.9,3083485.0,5550.0,3107833.0,5604.0,0.0,24348.0,10879.0,18
21,1182.1462,1191.6033,2016-06-07,1162.7,1162.7,2016-12-20,1193.4,1193.4,3037666.0,5468.0,3106659.0,5602.0,0.0,68992.0,55805.0,196
22,1191.6033,1201.1362,2016-03-14,1186.1,1186.1,2016-12-23,1203.0,1203.0,3038541.0,5469.0,3070750.0,5537.0,0.0,32210.0,18952.0,284
22,1191.6033,1201.1362,2017-01-05,1186.3,1186.3,2017-01-09,1208.3,1208.3,3099188.0,5579.0,3145309.0,5672.0,0.0,46121.0,32622.0,4
16,1135.9743,1145.0621,2017-02-24,1131.5,1131.5,2017-03-03,1156.1,1156.1,6123454.0,11022.0,6234081.0,11242.0,0.0,110627.0,83991.0,7
17,1145.0621,1154.2226,2017-02-06,1137.9,1137.9,2017-03-03,1156.1,1156.1,6133564.0,11040.0,6209253.0,11197.0,0.0,75689.0,48946.0,25
14,1118.0145,1126.9587,2017-03-27,1112.8,1112.8,2017-04-06,1133.2,1133.2,6090729.0,10963.0,6180077.0,11144.0,0.0,89348.0,62817.0,10
15,1126.9587,1135.9743,2017-03-20,1120.1,1120.1,2017-04-10,1142.2,1142.2,6107831.0,10994.0,6205939.0,11191.0,0.0,98108.0,71518.0,21
16,1135.9743,1145.0621,2017-03-16,1132.0,1132.0,2017-04-11,1145.8,1145.8,6133566.0,11040.0,6186009.0,11155.0,0.0,52443.0,25658.0,26
15,1126.9587,1135.9743,2017-04-25,1125.4,1125.4,2017-04-28,1137.9,1137.9,6134979.0,11043.0,6180810.0,11146.0,0.0,45831.0,19028.0,3
14,1118.0145,1126.9587,2017-05-16,1116.0,1116.0,2017-05-19,1127.2,1127.2,6116731.0,11010.0,6155896.0,11101.0,0.0,39165.0,12430.0,3
14,1118.0145,1126.9587,2017-05-25,1116.5,1116.5,2017-06-12,1127.3,1127.3,6120987.0,11018.0,6157967.0,11104.0,0.0,36980.0,10223.0,18
15,1126.9587,1135.9743,2017-05-15,1123.6,1123.6,2017-06-21,1144.0,1144.0,6135427.0,11044.0,6224353.0,11224.0,0.0,88926.0,62199.0,37
16,1135.9743,1145.0621,2017-04-13,1129.7,1129.7,2017-07-03,1146.9,1146.9,6143051.0,11057.0,6214149.0,11206.0,0.0,71098.0,44305.0,81
17,1145.0621,1154.2226,2017-03-13,1144.4,1144.4,2017-07-06,1157.4,1157.4,6157537.0,11084.0,6205086.0,11189.0,0.0,47549.0,20650.0,115
14,1118.0145,1126.9587,2017-07-24,1114.0,1114.0,2017-08-03,1128.8,1128.8,6134821.0,11043.0,6193967.0,11169.0,0.0,59145.0,32367.0,10
15,1126.9587,1135.9743,2017-07-18,1123.1,1123.1,2017-08-10,1142.0,1142.0,6156343.0,11081.0,6237429.0,11248.0,0.0,81086.0,54253.0,23
15,1126.9587,1135.9743,2017-08-28,1120.1,1120.1,2017-09-22,1136.5,1136.5,6027863.0,10850.0,6094122.0,10989.0,0.0,66259.0,39962.0,25
16,1135.9743,1145.0621,2017-07-14,1133.3,1133.3,2017-09-28,1149.1,1149.1,6178387.0,11121.0,6241991.0,11256.0,0.0,63605.0,36643.0,76
10,1082.9423,1091.6058,2017-11-29,1076.8,1076.8,2017-12-06,1093.7,1093.7,9062267.0,16312.0,9171390.0,16538.0,0.0,109123.0,69605.0,7
8,1065.821,1074.3475,2018-01-02,1061.2,1061.2,2018-02-02,1079.7,1079.7,8968085.0,16143.0,9091608.0,16394.0,0.0,123523.0,84445.0,31
9,1074.3475,1082.9423,2017-12-27,1074.1,1074.1,2018-02-05,1088.5,1088.5,9056076.0,16301.0,9144478.0,16490.0,0.0,88402.0,48874.0,40
10,1082.9423,1091.6058,2017-12-20,1080.9,1080.9,2018-02-09,1092.1,1092.1,9097297.0,16375.0,9158501.0,16515.0,0.0,61204.0,21447.0,51
9,1074.3475,1082.9423,2018-02-19,1067.6,1067.6,2018-02-22,1084.3,1084.3,9254702.0,16658.0,9365662.0,16889.0,0.0,110960.0,70602.0,3
8,1065.821,1074.3475,2018-03-12,1065.2,1065.2,2018-03-23,1082.2,1082.2,9246772.0,16644.0,9360556.0,16879.0,0.0,113784.0,73467.0,11
7,1057.3621,1065.821,2018-04-02,1056.6,1056.6,2018-04-06,1069.6,1069.6,9195371.0,16552.0,9275027.0,16725.0,0.0,79656.0,39502.0,4
8,1065.821,1074.3475,2018-03-30,1063.5,1063.5,2018-04-24,1076.8,1076.8,9249175.0,16649.0,9331161.0,16826.0,0.0,81986.0,41601.0,25
9,1074.3475,1082.9423,2018-02-26,1073.4,1073.4,2018-05-21,1085.4,1085.4,9301491.0,16743.0,9371647.0,16899.0,0.0,70156.0,29520.0,84
9,1074.3475,1082.9423,2018-05-28,1074.2,1074.2,2018-06-14,1083.1,1083.1,9358768.0,16846.0,9402367.0,16955.0,0.0,43599.0,2665.0,17
10,1082.9423,1091.6058,2018-02-14,1077.2,1077.2,2018-06-15,1097.7,1097.7,9315221.0,16767.0,9458355.0,17056.0,0.0,143134.0,102570.0,121
11,1091.6058,1100.3387,2017-11-22,1089.1,1089.1,2018-06-18,1104.8,1104.8,9130918.0,16436.0,9229230.0,16643.0,0.0,98312.0,58475.0,208
12,1100.3387,1109.1414,2017-11-17,1097.5,1097.5,2018-06-21,1112.8,1112.8,9173386.0,16512.0,9267815.0,16712.0,0.0,94430.0,54399.0,216
13,1109.1414,1118.0145,2017-11-16,1101.4,1101.4,2018-06-28,1124.2,1124.2,9191881.0,16545.0,9348416.0,16857.0,0.0,156535.0,116535.0,224
14,1118.0145,1126.9587,2017-11-01,1114.5,1114.5,2018-07-16,1129.2,1129.2,6160513.0,11089.0,6219319.0,11215.0,0.0,58806.0,31914.0,257
14,1118.0145,1126.9587,2018-08-09,1117.2,1117.2,2018-08-10,1128.9,1128.9,6426751.0,11568.0,6470698.0,11668.0,0.0,43947.0,15862.0,1
13,1109.1414,1118.0145,2018-08-30,1108.6,1108.6,2018-09-05,1121.5,1121.5,6410862.0,11540.0,6462134.0,11653.0,0.0,51272.0,23270.0,6
14,1118.0145,1126.9587,2018-08-27,1113.8,1113.8,2018-09-10,1128.4,1128.4,6424788.0,11565.0,6485594.0,11695.0,0.0,60807.0,32761.0,14
14,1118.0145,1126.9587,2018-09-14,1116.6,1116.6,2018-10-04,1129.9,1129.9,6439968.0,11592.0,6493237.0,11709.0,0.0,53269.0,25142.0,20
15,1126.9587,1135.9743,2017-10-26,1124.6,1124.6,2018-10-11,1144.4,1144.4,5921611.0,10659.0,6004195.0,10827.0,0.0,82584.0,56782.0,350
15,1126.9587,1135.9743,2018-10-17,1126.5,1126.5,2018-10-23,1137.6,1137.6,6477831.0,11660.0,6518132.0,11754.0,0.0,40301.0,11985.0,6
14,1118.0145,1126.9587,2018-11-08,1117.3,1117.3,2018-11-09,1128.3,1128.3,6462307.0,11632.0,6502458.0,11726.0,0.0,40150.0,11903.0,1
13,1109.1414,1118.0145,2018-12-04,1105.3,1105.3,2018-12-06,1120.3,1120.3,6438279.0,11589.0,6502181.0,11725.0,0.0,63903.0,35803.0,2
14,1118.0145,1126.9587,2018-12-03,1110.7,1110.7,2018-12-11,1130.1,1130.1,6453319.0,11616.0,6542419.0,11798.0,0.0,89100.0,60980.0,8
14,1118.0145,1126.9587,2018-12-28,1115.7,1115.7,2019-01-03,1127.7,1127.7,6480063.0,11664.0,6526202.0,11768.0,0.0,46139.0,17824.0,6
14,1118.0145,1126.9587,2019-01-11,1116.4,1116.4,2019-01-21,1128.1,1128.1,6486680.0,11676.0,6531085.0,11777.0,0.0,44406.0,16059.0,10
14,1118.0145,1126.9587,2019-01-28,1117.7,1117.7,2019-02-15,1128.7,1128.7,6496907.0,11694.0,6537250.0,11788.0,0.0,40342.0,11943.0,18
15,1126.9587,1135.9743,2018-11-02,1121.6,1121.6,2019-03-08,1136.2,1136.2,6471869.0,11649.0,6532533.0,11780.0,0.0,60664.0,32412.0,126
16,1135.9743,1145.0621,2017-10-10,1135.1,1135.1,2019-04-24,1150.9,1150.9,5941340.0,10694.0,6002373.0,10824.0,0.0,61033.0,35106.0,561
17,1145.0621,1154.2226,2017-07-13,1136.3,1136.3,2019-04-25,1160.5,1160.5,6184525.0,11132.0,6293520.0,11349.0,0.0,108995.0,82089.0,651
18,1154.2226,1163.4564,2017-02-02,1146.8,1146.8,2019-04-30,1168.2,1168.2,3074117.0,5533.0,3120218.0,5627.0,0.0,46102.0,32713.0,817
19,1163.4564,1172.764,2017-01-26,1159.2,1159.2,2019-05-09,1179.8,1179.8,3083813.0,5551.0,3127326.0,5639.0,0.0,43513.0,30077.0,833
20,1172.764,1182.1462,2017-01-18,1166.7,1166.7,2019-05-13,1187.5,1187.5,3088735.0,5560.0,3132493.0,5649.0,0.0,43759.0,30302.0,845
21,1182.1462,1191.6033,2017-01-13,1174.7,1174.7,2019-05-17,1195.7,1195.7,3093789.0,5569.0,3137770.0,5658.0,0.0,43981.0,30502.0,854
19,1163.4564,1172.764,2019-06-20,1162.1,1162.1,2019-07-08,1182.0,1182.0,3245523.0,5842.0,3289227.0,5931.0,0.0,43704.0,29559.0,18
20,1172.764,1182.1462,2019-06-20,1162.1,1162.1,2019-07-26,1184.8,1184.8,3245523.0,5842.0,3297019.0,5945.0,0.0,51495.0,37365.0,36
21,1182.1462,1191.6033,2019-06-03,1182.1,1182.1,2019-08-02,1198.0,1198.0,3256767.0,5862.0,3288701.0,5930.0,0.0,31934.0,17720.0,60
22,1191.6033,1201.1362,2017-01-12,1184.7,1184.7,2019-08-05,1215.3,1215.3,3099931.0,5580.0,3168562.0,5714.0,0.0,68631.0,55170.0,935
23,1201.1362,1210.7452,2016-03-11,1193.1,1193.1,2019-08-05,1215.3,1215.3,3042246.0,5476.0,3087708.0,5568.0,0.0,45461.0,32211.0,1242
24,1210.7452,1220.4312,2016-03-04,1203.4,1203.4,2019-08-13,1222.2,1222.2,3046803.0,5484.0,3083271.0,5560.0,0.0,36469.0,23182.0,1257
22,1191.6033,1201.1362,2019-09-11,1191.0,1191.0,2019-10-02,1206.0,1206.0,3206680.0,5772.0,3235388.0,5834.0,0.0,28707.0,14706.0,21
19,1163.4564,1172.764,2019-10-29,1163.0,1163.0,2019-11-21,1178.1,1178.1,6386491.0,11496.0,6446142.0,11624.0,0.0,59651.0,31771.0,23
20,1172.764,1182.1462,2019-10-21,1172.0,1172.0,2019-12-02,1183.1,1183.1,3199078.0,5758.0,3217761.0,5802.0,0.0,18683.0,4697.0,42
21,1182.1462,1191.6033,2019-10-18,1181.5,1181.5,2019-12-04,1194.3,1194.3,3205224.0,5769.0,3228295.0,5821.0,0.0,23071.0,9066.0,47
19,1163.4564,1172.764,2019-12-20,1160.6,1160.6,2020-01-28,1176.7,1176.7,6397730.0,11516.0,6463150.0,11655.0,0.0,65420.0,37501.0,39
20,1172.764,1182.1462,2019-12-13,1171.7,1171.7,2020-01-30,1185.0,1185.0,3206407.0,5772.0,3231139.0,5827.0,0.0,24732.0,10725.0,48
21,1182.1462,1191.6033,2019-12-13,1171.7,1171.7,2020-01-31,1191.8,1191.8,3206407.0,5772.0,3249681.0,5860.0,0.0,43274.0,29300.0,49
21,1182.1462,1191.6033,2020-02-06,1179.8,1179.8,2020-02-20,1198.7,1198.7,3218970.0,5794.0,3258774.0,5876.0,0.0,39803.0,25769.0,14
22,1191.6033,1201.1362,2019-10-11,1188.8,1188.8,2020-02-21,1209.2,1209.2,3209032.0,5776.0,3252360.0,5865.0,0.0,43327.0,29342.0,133
23,1201.1362,1210.7452,2019-09-05,1200.2,1200.2,2020-02-24,1220.2,1220.2,3211147.0,5780.0,3252915.0,5866.0,0.0,41768.0,27771.0,172
21,1182.1462,1191.6033,2020-03-05,1181.2,1181.2,2020-03-06,1192.3,1192.3,3225277.0,5805.0,3243876.0,5850.0,0.0,18599.0,4498.0,1
22,1191.6033,1201.1362,2020-03-04,1187.8,1187.8,2020-03-09,1204.2,1204.2,3229324.0,5813.0,3262136.0,5882.0,0.0,32812.0,18719.0,5
23,1201.1362,1210.7452,2020-03-02,1193.7,1193.7,2020-03-13,1219.3,1219.3,3232508.0,5819.0,3289956.0,5933.0,0.0,57448.0,43386.0,11
24,1210.7452,1220.4312,2019-08-20,1208.3,1208.3,2020-03-16,1226.0,1226.0,3285411.0,5914.0,3321548.0,5990.0,0.0,36137.0,21804.0,209
25,1220.4312,1230.1947,2016-03-03,1214.6,1214.6,2020-03-17,1243.5,1243.5,3051749.0,5493.0,3113125.0,5614.0,0.0,61375.0,48112.0,1475
26,1230.1947,1240.0362,2010-06-14,1222.2,1222.2,2020-03-17,1243.5,1243.5,2070141.0,3726.0,2098643.0,3784.0,0.0,28502.0,19481.0,3564
27,1240.0362,1249.9565,2010-06-14,1222.2,1222.2,2020-03-19,1285.7,1285.7,2070141.0,3726.0,2169864.0,3913.0,0.0,99723.0,90830.0,3566
28,1249.9565,1259.9562,2009-07-21,1248.5,1248.5,2020-03-19,1285.7,1285.7,1013123.0,1824.0,1039557.0,1875.0,0.0,26434.0,22042.0,3894
29,1259.9562,1270.0358,2009-07-17,1259.5,1259.5,2020-03-19,1285.7,1285.7,1014160.0,1825.0,1031533.0,1860.0,0.0,17373.0,12960.0,3898
30,1270.0358,1280.1961,2009-07-16,1265.7,1265.7,2020-03-19,1285.7,1285.7,1014774.0,1827.0,1027101.0,1852.0,0.0,12327.0,7903.0,3899
24,1210.7452,1220.4312,2020-03-27,1210.6,1210.6,2020-03-30,1224.4,1224.4,3252609.0,5855.0,3277854.0,5911.0,0.0,25245.0,11037.0,3
25,1220.4312,1230.1947,2020-03-27,1210.6,1210.6,2020-04-01,1230.5,1230.5,3252609.0,5855.0,3294185.0,5940.0,0.0,41576.0,27397.0,5
24,1210.7452,1220.4312,2020-04-10,1208.8,1208.8,2020-04-16,1228.7,1228.7,3401082.0,6122.0,3444638.0,6212.0,0.0,43556.0,28730.0,6
25,1220.4312,1230.1947,2020-04-09,1219.5,1219.5,2020-04-22,1232.2,1232.2,3405907.0,6131.0,3428999.0,6183.0,0.0,23092.0,8207.0,13
25,1220.4312,1230.1947,2020-04-29,1218.2,1218.2,2020-05-15,1231.0,1231.0,3408300.0,6135.0,3431725.0,6188.0,0.0,23424.0,8530.0,16
26,1230.1947,1240.0362,2020-03-25,1229.9,1229.9,2020-05-25,1244.2,1244.2,3259767.0,5868.0,3285807.0,5925.0,0.0,26040.0,11802.0,61
22,1191.6033,1201.1362,2020-06-10,1191.2,1191.2,2020-06-12,1203.8,1203.8,3250212.0,5850.0,3272777.0,5902.0,0.0,22565.0,8363.0,2
23,1201.1362,1210.7452,2020-06-09,1197.7,1197.7,2020-06-15,1216.0,1216.0,3253810.0,5857.0,3291644.0,5936.0,0.0,37834.0,23643.0,6
19,1163.4564,1172.764,2020-09-18,1160.3,1160.3,2020-09-28,1173.6,1173.6,6470086.0,11646.0,6520711.0,11758.0,0.0,50626.0,22363.0,10
15,1126.9587,1135.9743,2020-10-27,1125.5,1125.5,2020-11-04,1137.7,1137.7,6396376.0,11513.0,6442455.0,11617.0,0.0,46079.0,18131.0,8
10,1082.9423,1091.6058,2020-12-04,1082.1,1082.1,2020-12-14,1091.8,1091.8,9384001.0,16891.0,9434065.0,17012.0,0.0,50064.0,9030.0,10
11,1091.6058,1100.3387,2020-12-04,1082.1,1082.1,2020-12-21,1102.7,1102.7,9384001.0,16891.0,9528250.0,17182.0,0.0,144249.0,103385.0,17
10,1082.9423,1091.6058,2021-01-04,1082.1,1082.1,2021-01-11,1097.3,1097.3,9396012.0,16913.0,9493726.0,17120.0,0.0,97714.0,56713.0,7
11,1091.6058,1100.3387,2020-12-30,1086.3,1086.3,2021-01-18,1103.9,1103.9,9423337.0,16962.0,9541569.0,17206.0,0.0,118232.0,77149.0,19
12,1100.3387,1109.1414,2020-12-03,1097.0,1097.0,2021-01-28,1119.6,1119.6,9469469.0,17045.0,9629795.0,17365.0,0.0,160326.0,119116.0,56
13,1109.1414,1118.0145,2020-11-17,1106.6,1106.6,2021-01-28,1119.6,1119.6,9518297.0,17133.0,9595478.0,17303.0,0.0,77181.0,35607.0,72
12,1100.3387,1109.1414,2021-02-16,1100.1,1100.1,2021-02-22,1110.4,1110.4,9534635.0,17162.0,9589291.0,17292.0,0.0,54656.0,12970.0,6
13,1109.1414,1118.0145,2021-02-10,1107.0,1107.0,2021-02-26,1123.5,1123.5,9570333.0,17227.0,9678045.0,17452.0,0.0,107712.0,65966.0,16
14,1118.0145,1126.9587,2020-11-09,1113.9,1113.9,2021-03-08,1133.2,1133.2,6367539.0,11462.0,6454567.0,11639.0,0.0,87028.0,59280.0,119
15,1126.9587,1135.9743,2020-11-06,1120.4,1120.4,2021-03-09,1140.3,1140.3,6385896.0,11495.0,6475943.0,11678.0,0.0,90047.0,62224.0,123
13,1109.1414,1118.0145,2021-04-29,1108.2,1108.2,2021-05-03,1124.0,1124.0,9603876.0,17287.0,9705767.0,17502.0,0.0,101891.0,59987.0,4
14,1118.0145,1126.9587,2021-04-07,1116.3,1116.3,2021-05-13,1129.3,1129.3,6425944.0,11567.0,6477396.0,11680.0,0.0,51452.0,23384.0,36
13,1109.1414,1118.0145,2021-06-01,1105.9,1105.9,2021-06-17,1130.4,1130.4,9819327.0,17675.0,10000763.0,18034.0,0.0,181436.0,138732.0,16
14,1118.0145,1126.9587,2021-05-26,1116.9,1116.9,2021-06-17,1130.4,1130.4,6580821.0,11845.0,6636408.0,11967.0,0.0,55587.0,26848.0,22
15,1126.9587,1135.9743,2021-03-18,1123.7,1123.7,2021-06-23,1137.7,1137.7,6445827.0,11602.0,6502661.0,11726.0,0.0,56835.0,28689.0,97
15,1126.9587,1135.9743,2021-06-30,1126.1,1126.1,2021-07-07,1138.1,1138.1,6622425.0,11920.0,6668922.0,12026.0,0.0,46497.0,17559.0,7
16,1135.9743,1145.0621,2020-10-21,1131.9,1131.9,2021-07-09,1149.1,1149.1,6412633.0,11543.0,6486662.0,11697.0,0.0,74029.0,46060.0,261
17,1145.0621,1154.2226,2020-10-15,1143.2,1143.2,2021-07-26,1155.0,1155.0,6438531.0,11589.0,6481592.0,11688.0,0.0,43061.0,14923.0,284
17,1145.0621,1154.2226,2021-08-04,1143.6,1143.6,2021-08-11,1156.4,1156.4,6675198.0,12015.0,6725634.0,12128.0,0.0,50436.0,21274.0,7
18,1154.2226,1163.4564,2020-10-08,1153.3,1153.3,2021-08-13,1169.0,1169.0,6459126.0,11626.0,6523506.0,11763.0,0.0,64381.0,36191.0,309
19,1163.4564,1172.764,2020-10-05,1163.4,1163.4,2021-08-17,1176.3,1176.3,6477590.0,11660.0,6525858.0,11768.0,0.0,48268.0,19968.0,316
19,1163.4564,1172.764,2021-08-31,1159.5,1159.5,2021-09-13,1176.0,1176.0,6718564.0,12093.0,6789662.0,12243.0,0.0,71098.0,41783.0,13
20,1172.764,1182.1462,2020-09-18,1160.3,1160.3,2021-09-28,1184.4,1184.4,6470086.0,11646.0,6580718.0,11867.0,0.0,110632.0,82477.0,375
21,1182.1462,1191.6033,2020-08-19,1181.2,1181.2,2021-10-06,1192.3,1192.3,3247871.0,5846.0,3266601.0,5890.0,0.0,18729.0,4530.0,413
20,1172.764,1182.1462,2021-10-25,1168.4,1168.4,2021-11-04,1182.6,1182.6,6744413.0,12140.0,6801828.0,12265.0,0.0,57415.0,27962.0,10
21,1182.1462,1191.6033,2021-10-19,1178.7,1178.7,2021-11-26,1193.3,1193.3,6759443.0,12167.0,6818555.0,12296.0,0.0,59113.0,29597.0,38
21,1182.1462,1191.6033,2021-12-01,1179.2,1179.2,2021-12-21,1192.9,1192.9,6769830.0,12186.0,6823850.0,12305.0,0.0,54020.0,24449.0,20
22,1191.6033,1201.1362,2020-07-31,1191.3,1191.3,2022-01-07,1201.5,1201.5,3253464.0,5856.0,3269518.0,5896.0,0.0,16054.0,1825.0,525
22,1191.6033,1201.1362,2022-01-12,1190.5,1190.5,2022-01-27,1202.8,1202.8,6792964.0,12227.0,6838462.0,12331.0,0.0,45498.0,15811.0,15
22,1191.6033,1201.1362,2022-02-14,1191.1,1191.1,2022-02-24,1202.4,1202.4,6801015.0,12242.0,6840843.0,12336.0,0.0,39828.0,10095.0,10
23,1201.1362,1210.7452,2020-06-24,1199.4,1199.4,2022-03-04,1214.2,1214.2,3256583.0,5862.0,3284910.0,5924.0,0.0,28327.0,14107.0,618
24,1210.7452,1220.4312,2020-06-05,1207.1,1207.1,2022-03-07,1227.1,1227.1,3258292.0,5865.0,3300364.0,5951.0,0.0,42072.0,27869.0,640
25,1220.4312,1230.1947,2020-06-03,1216.8,1216.8,2022-03-08,1237.0,1237.0,3262436.0,5872.0,3304666.0,5959.0,0.0,42230.0,28009.0,643
26,1230.1947,1240.0362,2020-06-01,1225.0,1225.0,2022-03-14,1242.3,1242.3,3265466.0,5878.0,3299672.0,5950.0,0.0,34205.0,19957.0,651
24,1210.7452,1220.4312,2022-03-18,1207.6,1207.6,2022-03-28,1227.3,1227.3,3416977.0,6151.0,3460229.0,6240.0,0.0,43252.0,28355.0,10
24,1210.7452,1220.4312,2022-03-30,1209.6,1209.6,2022-04-08,1225.1,1225.1,3420012.0,6156.0,3451378.0,6224.0,0.0,31366.0,16435.0,9
25,1220.4312,1230.1947,2022-03-17,1214.3,1214.3,2022-04-11,1233.1,1233.1,3420091.0,6156.0,3460550.0,6240.0,0.0,40459.0,25544.0,25
26,1230.1947,1240.0362,2022-03-17,1214.3,1214.3,2022-04-25,1249.9,1249.9,3420091.0,6156.0,3507697.0,6325.0,0.0,87606.0,72776.0,39
27,1240.0362,1249.9565,2020-03-25,1229.9,1229.9,2022-04-26,1250.8,1250.8,3259767.0,5868.0,3303237.0,5957.0,0.0,43470.0,29263.0,762
29,1259.9562,1270.0358,2022-04-29,1255.9,1255.9,2022-05-06,1272.7,1272.7,3441430.0,6195.0,3474922.0,6266.0,0.0,33492.0,18471.0,7
