레벨,레벨가,목표가,매수일,매수 판정환율,매수 집행가,매도일,매도 판정환율,매도 집행가,투입액,매수비용,회수액,매도비용,매도과세,실현손익,이탈 보너스,보유일
19,1163.4564,1172.764,2010-08-06,1161.8,1161.8,2010-08-11,1182.5,1182.5,2055303.0,3700.0,2084399.0,3759.0,0.0,29096.0,20141.0,5
20,1172.764,1182.1462,2010-08-02,1172.5,1172.5,2010-08-11,1182.5,1182.5,2060013.0,3708.0,2070110.0,3733.0,0.0,10097.0,1087.0,9
20,1172.764,1182.1462,2010-08-19,1172.7,1172.7,2010-08-20,1183.0,1183.0,2062514.0,3713.0,2073146.0,3738.0,0.0,10632.0,1612.0,1
21,1182.1462,1191.6033,2010-07-27,1181.5,1181.5,2010-08-25,1196.0,1196.0,2063961.0,3715.0,2081777.0,3754.0,0.0,17815.0,8802.0,29
14,1118.0145,1126.9587,2010-10-06,1118.0,1118.0,2010-10-12,1131.5,1131.5,2037339.0,3667.0,2054524.0,3705.0,0.0,17185.0,8287.0,6
14,1118.0145,1126.9587,2010-10-14,1110.9,1110.9,2010-10-19,1130.5,1130.5,2033932.0,3661.0,2062373.0,3719.0,0.0,28441.0,19579.0,5
14,1118.0145,1126.9587,2010-10-25,1116.3,1116.3,2010-10-27,1128.0,1128.0,2038824.0,3670.0,2052783.0,3702.0,0.0,13959.0,5049.0,2
13,1109.1414,1118.0145,2010-11-04,1107.5,1107.5,2010-11-12,1127.8,1127.8,2087203.0,3757.0,2117816.0,3819.0,0.0,30613.0,21521.0,8
14,1118.0145,1126.9587,2010-11-01,1116.6,1116.6,2010-11-12,1127.8,1127.8,2093129.0,3768.0,2106520.0,3799.0,0.0,13391.0,4242.0,11
15,1126.9587,1135.9743,2010-10-04,1122.3,1122.3,2010-11-17,1144.9,1144.9,2039906.0,3672.0,2073499.0,3739.0,0.0,33593.0,24714.0,44
15,1126.9587,1135.9743,2010-11-22,1125.7,1125.7,2010-11-23,1137.5,1137.5,2102336.0,3784.0,2116733.0,3817.0,0.0,14397.0,5209.0,1
16,1135.9743,1145.0621,2010-10-01,1130.4,1130.4,2010-11-26,1159.5,1159.5,2044499.0,3680.0,2089588.0,3768.0,0.0,45089.0,36210.0,56
17,1145.0621,1154.2226,2010-09-29,1142.0,1142.0,2010-11-26,1159.5,1159.5,2051384.0,3692.0,2075328.0,3742.0,0.0,23944.0,14997.0,58
16,1135.9743,1145.0621,2010-12-06,1133.2,1133.2,2010-12-08,1146.0,1146.0,2128160.0,3831.0,2144457.0,3867.0,0.0,16298.0,7001.0,2
17,1145.0621,1154.2226,2010-12-03,1138.5,1138.5,2010-12-15,1154.8,1154.8,2131007.0,3836.0,2153743.0,3884.0,0.0,22735.0,13438.0,12
13,1109.1414,1118.0145,2011-02-07,1107.5,1107.5,2011-02-11,1128.6,1128.6,2215729.0,3988.0,2249822.0,4057.0,0.0,34093.0,24444.0,4
14,1118.0145,1126.9587,2011-01-13,1114.2,1114.2,2011-02-11,1128.6,1128.6,2218270.0,3993.0,2238857.0,4037.0,0.0,20587.0,10903.0,29
14,1118.0145,1126.9587,2011-02-17,1117.4,1117.4,2011-02-22,1127.6,1127.6,2225022.0,4005.0,2237257.0,4034.0,0.0,12235.0,2506.0,5
14,1118.0145,1126.9587,2011-03-04,1114.6,1114.6,2011-03-14,1129.7,1129.7,3640311.0,6553.0,3676358.0,6629.0,0.0,36046.0,20158.0,10
8,1065.821,1074.3475,2011-05-02,1065.0,1065.0,2011-05-04,1074.9,1074.9,3979161.0,7162.0,4001705.0,7216.0,0.0,22544.0,5147.0,2
9,1074.3475,1082.9423,2011-04-28,1071.2,1071.2,2011-05-06,1083.2,1083.2,3700471.0,6661.0,3728467.0,6723.0,0.0,27995.0,11829.0,8
10,1082.9423,1091.6058,2011-04-20,1082.2,1082.2,2011-05-23,1097.9,1097.9,3717661.0,6692.0,3758030.0,6777.0,0.0,40368.0,24149.0,33
11,1091.6058,1100.3387,2011-04-01,1091.1,1091.1,2011-05-25,1101.8,1101.8,3728226.0,6711.0,3751246.0,6764.0,0.0,23020.0,6723.0,54
9,1074.3475,1082.9423,2011-06-22,1073.9,1073.9,2011-06-27,1085.6,1085.6,4009342.0,7217.0,4038445.0,7282.0,0.0,29104.0,11586.0,5
7,1057.3621,1065.821,2011-07-08,1057.0,1057.0,2011-07-12,1066.5,1066.5,3978965.0,7162.0,4000287.0,7214.0,0.0,21322.0,3923.0,4
7,1057.3621,1065.821,2011-07-20,1055.3,1055.3,2011-08-05,1067.4,1067.4,3978321.0,7161.0,4009463.0,7230.0,0.0,31142.0,13764.0,16
8,1065.821,1074.3475,2011-07-04,1063.5,1063.5,2011-08-08,1082.5,1082.5,3991983.0,7186.0,4048687.0,7301.0,0.0,56704.0,39312.0,35
9,1074.3475,1082.9423,2011-06-30,1067.7,1067.7,2011-08-09,1088.1,1088.1,4000576.0,7201.0,4062349.0,7325.0,0.0,61773.0,44352.0,40
9,1074.3475,1082.9423,2011-08-16,1070.0,1070.0,2011-08-19,1087.4,1087.4,4307835.0,7754.0,4362142.0,7866.0,0.0,54306.0,35526.0,3
8,1065.821,1074.3475,2011-09-01,1061.3,1061.3,2011-09-06,1074.9,1074.9,4568293.0,8223.0,4610192.0,8313.0,0.0,41899.0,21954.0,5
9,1074.3475,1082.9423,2011-08-29,1074.0,1074.0,2011-09-14,1107.8,1107.8,4320484.0,7777.0,4440426.0,8007.0,0.0,119942.0,101224.0,16
10,1082.9423,1091.6058,2011-05-27,1082.5,1082.5,2011-09-14,1107.8,1107.8,4020985.0,7238.0,4100162.0,7394.0,0.0,79177.0,61699.0,110
11,1091.6058,1100.3387,2011-05-26,1088.3,1088.3,2011-09-14,1107.8,1107.8,4030893.0,7256.0,4088360.0,7372.0,0.0,57467.0,39906.0,111
12,1100.3387,1109.1414,2011-03-31,1096.7,1096.7,2011-09-15,1116.4,1116.4,3624161.0,6523.0,3675992.0,6629.0,0.0,51831.0,36042.0,168
13,1109.1414,1118.0145,2011-03-30,1104.2,1104.2,2011-09-19,1137.0,1137.0,3634044.0,6541.0,3728533.0,6723.0,0.0,94489.0,78734.0,173
14,1118.0145,1126.9587,2011-03-25,1114.2,1114.2,2011-09-19,1137.0,1137.0,3645385.0,6562.0,3706601.0,6684.0,0.0,61216.0,45351.0,178
15,1126.9587,1135.9743,2011-01-03,1126.5,1126.5,2011-09-19,1137.0,1137.0,2225667.0,4006.0,2238333.0,4036.0,0.0,12665.0,2935.0,259
16,1135.9743,1145.0621,2010-12-30,1134.8,1134.8,2011-09-20,1148.4,1148.4,2132588.0,3839.0,2150384.0,3878.0,0.0,17796.0,8482.0,264
17,1145.0621,1154.2226,2010-12-30,1134.8,1134.8,2011-09-22,1179.8,1179.8,2132588.0,3839.0,2209180.0,3984.0,0.0,76592.0,67385.0,266
18,1154.2226,1163.4564,2010-09-27,1148.2,1148.2,2011-09-22,1179.8,1179.8,2054555.0,3698.0,2103506.0,3793.0,0.0,48951.0,40035.0,360
19,1163.4564,1172.764,2010-09-13,1160.8,1160.8,2011-09-22,1179.8,1179.8,2059532.0,3707.0,2085713.0,3761.0,0.0,26182.0,17203.0,374
20,1172.764,1182.1462,2010-09-06,1171.2,1171.2,2011-09-26,1195.8,1195.8,2063785.0,3715.0,2099554.0,3786.0,0.0,35769.0,26789.0,385
21,1182.1462,1191.6033,2010-09-02,1180.5,1180.5,2011-09-26,1195.8,1195.8,2067542.0,3722.0,2086805.0,3763.0,0.0,19264.0,10238.0,389
20,1172.764,1182.1462,2011-09-28,1171.2,1171.2,2011-10-04,1194.0,1194.0,4777394.0,8599.0,4852879.0,8751.0,0.0,75485.0,54685.0,6
21,1182.1462,1191.6033,2011-09-27,1173.1,1173.1,2011-10-04,1194.0,1194.0,3186164.0,5735.0,3231265.0,5827.0,0.0,45101.0,31219.0,7
16,1135.9743,1145.0621,2011-10-19,1131.9,1131.9,2011-10-21,1147.4,1147.4,4732116.0,8518.0,4779663.0,8619.0,0.0,47547.0,26895.0,2
13,1109.1414,1118.0145,2011-10-28,1104.9,1104.9,2011-11-02,1121.8,1121.8,4682232.0,8428.0,4736751.0,8542.0,0.0,54519.0,34098.0,5
14,1118.0145,1126.9587,2011-10-27,1115.2,1115.2,2011-11-03,1129.9,1129.9,4704818.0,8469.0,4749689.0,8565.0,0.0,44871.0,24334.0,7
14,1118.0145,1126.9587,2011-11-04,1110.7,1110.7,2011-11-10,1134.2,1134.2,4699932.0,8460.0,4782110.0,8623.0,0.0,82178.0,61730.0,6
15,1126.9587,1135.9743,2011-10-27,1115.2,1115.2,2011-11-16,1136.6,1136.6,4704818.0,8469.0,4777854.0,8616.0,0.0,73036.0,52549.0,20
16,1135.9743,1145.0621,2011-10-24,1134.4,1134.4,2011-11-22,1145.3,1145.3,4739458.0,8531.0,4767787.0,8597.0,0.0,28329.0,7610.0,29
17,1145.0621,1154.2226,2011-10-17,1140.5,1140.5,2011-11-24,1158.5,1158.5,4746564.0,8544.0,4804136.0,8663.0,0.0,57571.0,36874.0,38
18,1154.2226,1163.4564,2011-10-17,1140.5,1140.5,2011-11-25,1164.8,1164.8,4746564.0,8544.0,4830261.0,8710.0,0.0,83696.0,63046.0,39
15,1126.9587,1135.9743,2011-12-01,1126.1,1126.1,2011-12-09,1146.5,1146.5,4747947.0,8546.0,4816572.0,8685.0,0.0,68625.0,47942.0,8
16,1135.9743,1145.0621,2011-12-01,1126.1,1126.1,2011-12-09,1146.5,1146.5,4747947.0,8546.0,4816572.0,8685.0,0.0,68625.0,47942.0,8
17,1145.0621,1154.2226,2011-11-30,1143.0,1143.0,2011-12-14,1156.2,1156.2,4777403.0,8599.0,4815194.0,8683.0,0.0,37790.0,16922.0,14
18,1154.2226,1163.4564,2011-11-29,1145.4,1145.4,2011-12-19,1174.8,1174.8,4781066.0,8606.0,4886148.0,8811.0,0.0,105082.0,84319.0,20
19,1163.4564,1172.764,2011-10-13,1155.9,1155.9,2011-12-19,1174.8,1174.8,4766429.0,8580.0,4826941.0,8704.0,0.0,60511.0,39732.0,67
18,1154.2226,1163.4564,2011-12-21,1147.7,1147.7,2012-01-09,1163.6,1163.6,4801052.0,8642.0,4850057.0,8746.0,0.0,49005.0,28054.0,19
14,1118.0145,1126.9587,2012-02-08,1115.8,1115.8,2012-02-16,1131.9,1131.9,4755453.0,8560.0,4806719.0,8668.0,0.0,51266.0,30518.0,8
14,1118.0145,1126.9587,2012-03-02,1115.5,1115.5,2012-03-15,1127.8,1127.8,4761280.0,8570.0,4796465.0,8649.0,0.0,35186.0,14384.0,13
15,1126.9587,1135.9743,2012-01-25,1125.9,1125.9,2012-03-26,1141.6,1141.6,4773749.0,8593.0,4822907.0,8697.0,0.0,49158.0,28326.0,61
15,1126.9587,1135.9743,2012-04-03,1121.8,1121.8,2012-04-09,1138.2,1138.2,6547679.0,11786.0,6619507.0,11937.0,0.0,71828.0,43263.0,6
16,1135.9743,1145.0621,2012-01-20,1134.3,1134.3,2012-05-11,1146.6,1146.6,4788166.0,8619.0,4822679.0,8696.0,0.0,34513.0,13592.0,112
17,1145.0621,1154.2226,2012-01-18,1141.8,1141.8,2012-05-16,1165.7,1165.7,4800478.0,8641.0,4883333.0,8806.0,0.0,82855.0,61967.0,119
18,1154.2226,1163.4564,2012-01-13,1148.3,1148.3,2012-05-16,1165.7,1165.7,4809158.0,8656.0,4864471.0,8772.0,0.0,55313.0,34337.0,124
19,1163.4564,1172.764,2011-12-20,1162.2,1162.2,2012-05-18,1172.8,1172.8,4820639.0,8677.0,4847109.0,8741.0,0.0,26470.0,5392.0,150
19,1163.4564,1172.764,2012-05-22,1163.2,1163.2,2012-05-23,1172.9,1172.9,5509576.0,9917.0,5535539.0,9982.0,0.0,25963.0,1865.0,1
20,1172.764,1182.1462,2011-10-10,1171.4,1171.4,2012-05-25,1185.5,1185.5,4784237.0,8612.0,4824409.0,8700.0,0.0,40172.0,19279.0,228
16,1135.9743,1145.0621,2012-07-04,1135.8,1135.8,2012-07-12,1151.5,1151.5,5477269.0,9859.0,5533008.0,9977.0,0.0,55739.0,31836.0,8
15,1126.9587,1135.9743,2012-08-01,1126.5,1126.5,2012-08-28,1136.7,1136.7,5466439.0,9840.0,5496096.0,9911.0,0.0,29657.0,5754.0,27
7,1057.3621,1065.821,2013-01-11,1054.7,1054.7,2013-01-23,1066.2,1066.2,8051340.0,14492.0,8109854.0,14624.0,0.0,58514.0,23336.0,12
8,1065.821,1074.3475,2013-01-02,1063.5,1063.5,2013-01-25,1074.5,1074.5,8110301.0,14599.0,8164715.0,14723.0,0.0,54414.0,18970.0,23
9,1074.3475,1082.9423,2012-12-13,1073.0,1073.0,2013-01-28,1093.5,1093.5,8167785.0,14702.0,8293895.0,14956.0,0.0,126109.0,90543.0,46
10,1082.9423,1091.6058,2012-11-20,1082.2,1082.2,2013-01-28,1093.5,1093.5,8217731.0,14792.0,8273672.0,14919.0,0.0,55941.0,20029.0,69
10,1082.9423,1091.6058,2013-01-29,1082.5,1082.5,2013-02-01,1097.4,1097.4,8249068.0,14848.0,8332533.0,15026.0,0.0,83465.0,47466.0,3
10,1082.9423,1091.6058,2013-02-15,1078.3,1078.3,2013-03-04,1093.2,1093.2,8236099.0,14825.0,8319873.0,15003.0,0.0,83774.0,47832.0,17
10,1082.9423,1091.6058,2013-03-06,1082.6,1082.6,2013-03-11,1094.8,1094.8,8267117.0,14881.0,8330211.0,15021.0,0.0,63094.0,26978.0,5
11,1091.6058,1100.3387,2012-10-30,1091.5,1091.5,2013-03-14,1109.0,1109.0,8263594.0,14874.0,8365885.0,15086.0,0.0,102291.0,66262.0,135
12,1100.3387,1109.1414,2012-10-25,1098.2,1098.2,2013-03-15,1110.3,1110.3,5529653.0,9953.0,5570471.0,10045.0,0.0,40818.0,16659.0,141
13,1109.1414,1118.0145,2012-10-16,1107.2,1107.2,2013-03-22,1119.3,1119.3,5554590.0,9998.0,5595096.0,10089.0,0.0,40506.0,16237.0,157
13,1109.1414,1118.0145,2013-03-26,1105.7,1105.7,2013-04-04,1123.8,1123.8,5601771.0,10083.0,5672992.0,10230.0,0.0,71221.0,46801.0,9
14,1118.0145,1126.9587,2012-09-14,1117.2,1117.2,2013-04-05,1131.8,1131.8,5575831.0,10036.0,5628381.0,10149.0,0.0,52550.0,28210.0,203
15,1126.9587,1135.9743,2012-09-12,1126.4,1126.4,2013-04-08,1140.1,1140.1,5598553.0,10077.0,5646265.0,10182.0,0.0,47712.0,23263.0,208
11,1091.6058,1100.3387,2013-05-07,1091.4,1091.4,2013-05-10,1106.1,1106.1,8360536.0,15049.0,8442668.0,15224.0,0.0,82132.0,45641.0,3
12,1100.3387,1109.1414,2013-05-03,1097.1,1097.1,2013-05-13,1111.7,1111.7,5591382.0,10064.0,5645412.0,10180.0,0.0,54031.0,29625.0,10
13,1109.1414,1118.0145,2013-04-29,1107.2,1107.2,2013-05-23,1128.7,1128.7,5621654.0,10119.0,5710205.0,10297.0,0.0,88551.0,64074.0,24
14,1118.0145,1126.9587,2013-04-16,1115.2,1115.2,2013-05-23,1128.7,1128.7,5640978.0,10154.0,5688730.0,10258.0,0.0,47752.0,23117.0,37
14,1118.0145,1126.9587,2013-06-05,1115.8,1115.8,2013-06-10,1127.3,1127.3,5662638.0,10193.0,5700423.0,10279.0,0.0,37785.0,13037.0,5
15,1126.9587,1135.9743,2013-04-15,1120.5,1120.5,2013-06-20,1145.7,1145.7,5654343.0,10178.0,5760715.0,10388.0,0.0,106371.0,81784.0,66
16,1135.9743,1145.0621,2012-07-31,1130.6,1130.6,2013-06-20,1145.7,1145.7,5476967.0,9859.0,5530154.0,9972.0,0.0,53187.0,29280.0,324
17,1145.0621,1154.2226,2012-07-03,1138.3,1138.3,2013-06-21,1154.7,1154.7,5482379.0,9868.0,5541363.0,9992.0,0.0,58984.0,35065.0,353
16,1135.9743,1145.0621,2013-07-01,1132.4,1132.4,2013-07-08,1152.3,1152.3,5473880.0,9853.0,5550040.0,10008.0,0.0,76160.0,52309.0,7
7,1057.3621,1065.821,2013-10-23,1055.8,1055.8,2013-11-11,1072.5,1072.5,8057024.0,14503.0,8155027.0,14706.0,0.0,98004.0,62872.0,19
7,1057.3621,1065.821,2013-11-19,1056.4,1056.4,2014-01-07,1068.3,1068.3,8070300.0,14527.0,8131856.0,14664.0,0.0,61555.0,26299.0,49
7,1057.3621,1065.821,2014-01-13,1056.7,1056.7,2014-01-22,1067.4,1067.4,8082604.0,14549.0,8135082.0,14670.0,0.0,52478.0,17152.0,9
8,1065.821,1074.3475,2013-10-16,1065.5,1065.5,2014-01-24,1080.4,1080.4,8117522.0,14612.0,8201433.0,14789.0,0.0,83911.0,48488.0,100
9,1074.3475,1082.9423,2013-09-23,1073.8,1073.8,2014-01-27,1083.6,1083.6,8162843.0,14693.0,8207713.0,14801.0,0.0,44870.0,9179.0,126
9,1074.3475,1082.9423,2014-01-29,1070.4,1070.4,2014-02-03,1084.5,1084.5,8183950.0,14731.0,8261931.0,14898.0,0.0,77981.0,42256.0,5
8,1065.821,1074.3475,2014-02-12,1062.4,1062.4,2014-02-24,1074.5,1074.5,8142088.0,14656.0,8205203.0,14796.0,0.0,63114.0,27546.0,12
8,1065.821,1074.3475,2014-02-26,1065.4,1065.4,2014-03-20,1076.2,1076.2,8165912.0,14699.0,8219021.0,14821.0,0.0,53110.0,17419.0,22
6,1048.9703,1057.3621,2014-04-09,1041.4,1041.4,2014-10-01,1062.7,1062.7,8015488.0,14428.0,8150011.0,14696.0,0.0,134523.0,99639.0,175
7,1057.3621,1065.821,2014-04-02,1056.6,1056.6,2014-10-06,1069.0,1069.0,8118274.0,14613.0,8184006.0,14758.0,0.0,65732.0,30273.0,187
6,1048.9703,1057.3621,2014-10-29,1047.3,1047.3,2014-10-31,1068.5,1068.5,8270848.0,14888.0,8407921.0,15162.0,0.0,137072.0,101074.0,2
7,1057.3621,1065.821,2014-10-21,1054.7,1054.7,2014-10-31,1068.5,1068.5,5546929.0,9984.0,5599295.0,10097.0,0.0,52366.0,28151.0,10
8,1065.821,1074.3475,2014-03-31,1064.7,1064.7,2014-11-04,1076.5,1076.5,8170447.0,14707.0,8231287.0,14843.0,0.0,60840.0,25144.0,218
9,1074.3475,1082.9423,2014-02-07,1074.3,1074.3,2014-11-05,1083.6,1083.6,8210663.0,14779.0,8251954.0,14880.0,0.0,41291.0,5383.0,271
10,1082.9423,1091.6058,2013-09-16,1082.2,1082.2,2014-11-07,1093.7,1093.7,5470776.0,9847.0,5509025.0,9934.0,0.0,38249.0,14343.0,417
11,1091.6058,1100.3387,2013-09-09,1086.8,1086.8,2014-11-14,1100.5,1100.5,5485213.0,9873.0,5534381.0,9980.0,0.0,49168.0,25218.0,431
12,1100.3387,1109.1414,2013-09-03,1097.9,1097.9,2014-11-20,1115.1,1115.1,5518698.0,9934.0,5584995.0,10071.0,0.0,66297.0,42232.0,443
12,1100.3387,1109.1414,2014-11-27,1098.4,1098.4,2014-12-01,1113.5,1113.5,5734146.0,10321.0,5792067.0,10445.0,0.0,57921.0,32896.0,4
11,1091.6058,1100.3387,2014-12-16,1086.7,1086.7,2014-12-18,1101.5,1101.5,5701643.0,10263.0,5758508.0,10384.0,0.0,56865.0,31981.0,2
12,1100.3387,1109.1414,2014-12-15,1099.1,1099.1,2015-01-05,1109.9,1109.9,5741010.0,10334.0,5776570.0,10417.0,0.0,35560.0,10465.0,21
10,1082.9423,1091.6058,2015-01-12,1081.4,1081.4,2015-01-29,1093.9,1093.9,5689963.0,10242.0,5735032.0,10342.0,0.0,45069.0,20215.0,17
11,1091.6058,1100.3387,2015-01-09,1090.0,1090.0,2015-02-02,1103.3,1103.3,5719088.0,10294.0,5768050.0,10401.0,0.0,48962.0,23987.0,24
11,1091.6058,1100.3387,2015-02-04,1084.1,1084.1,2015-02-12,1110.7,1110.7,5707574.0,10274.0,5826585.0,10507.0,0.0,119011.0,94213.0,8
12,1100.3387,1109.1414,2015-01-06,1098.8,1098.8,2015-02-12,1110.7,1110.7,5746812.0,10344.0,5788156.0,10437.0,0.0,41344.0,16234.0,37
12,1100.3387,1109.1414,2015-02-13,1097.0,1097.0,2015-02-24,1109.9,1109.9,5757507.0,10364.0,5804260.0,10467.0,0.0,46753.0,21605.0,11
12,1100.3387,1109.1414,2015-02-25,1099.0,1099.0,2015-03-09,1112.1,1112.1,5767257.0,10381.0,5815011.0,10486.0,0.0,47755.0,22567.0,12
13,1109.1414,1118.0145,2013-09-02,1100.5,1100.5,2015-03-10,1122.6,1122.6,5526366.0,9947.0,5617069.0,10129.0,0.0,90703.0,66648.0,554
14,1118.0145,1126.9587,2013-07-16,1118.0,1118.0,2015-03-13,1128.5,1128.5,5446860.0,9804.0,5478240.0,9879.0,0.0,31381.0,7567.0,605
9,1074.3475,1082.9423,2015-04-27,1073.0,1073.0,2015-05-07,1089.7,1089.7,5693518.0,10248.0,5761334.0,10389.0,0.0,67816.0,42987.0,10
10,1082.9423,1091.6058,2015-04-20,1079.2,1079.2,2015-05-12,1095.8,1095.8,5715775.0,10288.0,5782819.0,10428.0,0.0,67044.0,42117.0,22
11,1091.6058,1100.3387,2015-04-06,1084.8,1084.8,2015-05-26,1101.0,1101.0,5733599.0,10320.0,5798292.0,10456.0,0.0,64693.0,39683.0,50
12,1100.3387,1109.1414,2015-04-02,1095.5,1095.5,2015-06-01,1110.2,1110.2,5767511.0,10382.0,5823880.0,10502.0,0.0,56369.0,31195.0,60
13,1109.1414,1118.0145,2015-03-24,1104.6,1104.6,2015-06-08,1123.3,1123.3,5794173.0,10430.0,5871070.0,10587.0,0.0,76898.0,51644.0,76
13,1109.1414,1118.0145,2015-06-10,1108.2,1108.2,2015-06-16,1118.6,1118.6,5826749.0,10488.0,5860277.0,10568.0,0.0,33528.0,8053.0,6
12,1100.3387,1109.1414,2015-06-22,1098.8,1098.8,2015-06-25,1110.0,1110.0,5801929.0,10443.0,5839987.0,10531.0,0.0,38058.0,12700.0,3
13,1109.1414,1118.0145,2015-06-18,1107.1,1107.1,2015-06-29,1125.3,1125.3,5826313.0,10487.0,5900793.0,10641.0,0.0,74480.0,49082.0,11
14,1118.0145,1126.9587,2015-03-19,1117.2,1117.2,2015-07-07,1130.2,1130.2,5828033.0,10490.0,5874644.0,10593.0,0.0,46610.0,21154.0,110
15,1126.9587,1135.9743,2013-07-11,1122.1,1122.1,2015-07-08,1136.7,1136.7,5455952.0,9821.0,5507062.0,9931.0,0.0,51110.0,27292.0,727
16,1135.9743,1145.0621,2013-07-10,1135.8,1135.8,2015-07-16,1149.2,1149.2,5485836.0,9875.0,5530593.0,9973.0,0.0,44757.0,20797.0,736
17,1145.0621,1154.2226,2013-06-28,1142.0,1142.0,2015-07-21,1158.3,1158.3,5737557.0,10328.0,5798519.0,10456.0,0.0,60962.0,35928.0,753
18,1154.2226,1163.4564,2012-06-20,1151.0,1151.0,2015-07-23,1165.1,1165.1,5502919.0,9905.0,5550296.0,10009.0,0.0,47377.0,23347.0,1128
19,1163.4564,1172.764,2012-06-18,1157.1,1157.1,2015-08-05,1173.6,1173.6,5512291.0,9922.0,5570786.0,10045.0,0.0,58495.0,34444.0,1143
19,1163.4564,1172.764,2015-08-10,1163.2,1163.2,2015-08-11,1179.1,1179.1,2986248.0,5375.0,3016180.0,5439.0,0.0,29932.0,16899.0,1
20,1172.764,1182.1462,2012-06-07,1171.5,1171.5,2015-08-12,1190.8,1190.8,5528464.0,9951.0,5599331.0,10097.0,0.0,70867.0,46767.0,1161
21,1182.1462,1191.6033,2011-10-07,1178.5,1178.5,2015-08-21,1195.0,1195.0,3193857.0,5749.0,3226926.0,5819.0,0.0,33068.0,19131.0,1414
20,1172.764,1182.1462,2015-09-01,1171.8,1171.8,2015-09-03,1190.3,1190.3,3065491.0,5518.0,3102688.0,5595.0,0.0,37197.0,23830.0,2
21,1182.1462,1191.6033,2015-08-28,1173.6,1173.6,2015-09-04,1193.4,1193.4,2998598.0,5397.0,3038221.0,5479.0,0.0,39623.0,26553.0,7
22,1191.6033,1201.1362,2010-07-26,1191.1,1191.1,2015-09-07,1203.7,1203.7,2067881.0,3722.0,2082240.0,3755.0,0.0,14359.0,5322.0,1869
19,1163.4564,1172.764,2015-09-18,1162.8,1162.8,2015-09-21,1174.7,1174.7,3062721.0,5513.0,3082936.0,5559.0,0.0,20215.0,6830.0,3
20,1172.764,1182.1462,2015-09-17,1165.9,1165.9,2015-09-23,1191.2,1191.2,3064887.0,5517.0,3120133.0,5626.0,0.0,55245.0,41913.0,6
21,1182.1462,1191.6033,2015-09-16,1175.9,1175.9,2015-09-24,1192.5,1192.5,3071195.0,5528.0,3103348.0,5596.0,0.0,32153.0,18752.0,8
15,1126.9587,1135.9743,2015-10-19,1121.0,1121.0,2015-10-22,1138.6,1138.6,5801710.0,10443.0,5871603.0,10588.0,0.0,69893.0,44594.0,3
15,1126.9587,1135.9743,2015-10-23,1124.7,1124.7,2015-10-29,1142.3,1142.3,5811812.0,10461.0,5881528.0,10606.0,0.0,69716.0,44372.0,6
16,1135.9743,1145.0621,2015-10-15,1130.2,1130.2,2015-11-09,1157.2,1157.2,2908694.0,5236.0,2967470.0,5351.0,0.0,58776.0,46135.0,25
17,1145.0621,1154.2226,2015-10-12,1143.5,1143.5,2015-11-09,1157.2,1157.2,2919559.0,5255.0,2943911.0,5309.0,0.0,24352.0,11601.0,28
18,1154.2226,1163.4564,2015-10-12,1143.5,1143.5,2015-11-13,1163.8,1163.8,2919559.0,5255.0,2960701.0,5339.0,0.0,41142.0,28422.0,32
19,1163.4564,1172.764,2015-10-07,1161.3,1161.3,2015-11-16,1174.1,1174.1,2931836.0,5277.0,2953490.0,5326.0,0.0,21654.0,8844.0,40
17,1145.0621,1154.2226,2015-11-25,1143.4,1143.4,2015-11-30,1158.1,1158.1,2928069.0,5271.0,2955046.0,5329.0,0.0,26977.0,14194.0,5
18,1154.2226,1163.4564,2015-11-24,1153.8,1153.8,2015-12-02,1164.3,1164.3,2936029.0,5285.0,2952092.0,5323.0,0.0,16063.0,3225.0,8
19,1163.4564,1172.764,2015-11-19,1161.7,1161.7,2015-12-08,1178.6,1178.6,2941311.0,5294.0,2973367.0,5362.0,0.0,32056.0,19224.0,19
20,1172.764,1182.1462,2015-10-05,1172.4,1172.4,2015-12-14,1184.8,1184.8,2939017.0,5290.0,2959419.0,5337.0,0.0,20402.0,7559.0,70
20,1172.764,1182.1462,2015-12-24,1167.8,1167.8,2016-01-04,1187.7,1187.7,2950448.0,5311.0,2989933.0,5392.0,0.0,39484.0,26626.0,11
21,1182.1462,1191.6033,2015-10-01,1176.3,1176.3,2016-01-06,1197.9,1197.9,2941116.0,5294.0,2984350.0,5382.0,0.0,43234.0,30423.0,97
22,1191.6033,1201.1362,2015-09-09,1189.4,1189.4,2016-01-11,1209.8,1209.8,3078339.0,5541.0,3119875.0,5626.0,0.0,41536.0,28121.0,124
23,1201.1362,1210.7452,2010-07-23,1198.8,1198.8,2016-01-14,1213.4,1213.4,2070571.0,3727.0,2088251.0,3766.0,0.0,17679.0,8637.0,2001
23,1201.1362,1210.7452,2016-01-22,1200.1,1200.1,2016-02-03,1219.3,1219.3,2973452.0,5352.0,3010157.0,5428.0,0.0,36705.0,23741.0,12
23,1201.1362,1210.7452,2016-02-05,1197.4,1197.4,2016-02-12,1211.7,1211.7,3040035.0,5472.0,3065276.0,5527.0,0.0,25241.0,11964.0,7
24,1210.7452,1220.4312,2010-07-08,1209.3,1209.3,2016-02-17,1227.1,1227.1,2072352.0,3730.0,2095292.0,3778.0,0.0,22940.0,13900.0,2050
25,1220.4312,1230.1947,2010-06-16,1210.9,1210.9,2016-02-19,1234.4,1234.4,2066887.0,3720.0,2099421.0,3786.0,0.0,32534.0,23535.0,2074
