대상,월,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
2203,3,뒤 절반,9,0,9,0.46,-0.52,44.44,55.56,19.09,-9.74,8.71,162,0,162,0.76,0.84,55.56,44.44,31.42,-12.43,7.18,-0.3,-1.37,-11.11,11.11,,,,,표본 부족으로 검정 불가,True,아니오
2203,3,최근 10년,10,0,10,0.7,0.09,50.0,50.0,19.09,-9.74,8.24,201,0,201,0.54,0.98,57.21,42.79,31.42,-12.43,6.64,0.17,-0.89,-7.21,7.21,0.9301,0.7972,0.7393,0.7393,,False,예
2203,3,최근 5년,5,0,5,-1.48,0.71,60.0,40.0,7.17,-9.74,7.21,99,0,99,-0.53,1.17,57.58,42.42,12.92,-12.43,6.87,-0.95,-0.46,2.42,-2.42,,,,,표본 부족으로 검정 불가,True,아니오
2203,4,앞 절반,8,0,8,-1.19,-1.78,25.0,75.0,3.27,-4.33,2.87,143,0,143,-0.97,-0.88,33.57,66.43,5.76,-8.53,2.48,-0.22,-0.89,-8.57,8.57,,,,,표본 부족으로 검정 불가,False,아니오
2203,4,뒤 절반,9,0,9,-1.28,-0.94,33.33,66.67,3.76,-7.02,2.96,161,0,161,0.25,-0.24,46.58,53.42,13.37,-7.53,4.12,-1.52,-0.7,-13.25,13.25,,,,,표본 부족으로 검정 불가,False,아니오
2203,4,최근 10년,10,0,10,-1.29,-1.18,30.0,70.0,3.76,-7.02,2.79,201,0,201,-0.13,-0.41,42.79,57.21,13.37,-7.53,3.87,-1.16,-0.77,-12.79,12.79,0.3716,0.5215,0.5375,0.5375,,False,예
2203,4,최근 5년,5,0,5,-0.3,-0.89,40.0,60.0,3.76,-2.61,2.68,101,0,101,0.62,0.11,52.48,47.52,12.08,-6.61,4.12,-0.92,-1.0,-12.48,12.48,,,,,표본 부족으로 검정 불가,False,아니오
2203,5,앞 절반,8,0,8,1.64,1.94,87.5,12.5,5.17,-1.9,2.05,130,0,130,0.75,0.92,61.54,38.46,8.41,-5.87,2.5,0.9,1.02,25.96,-25.96,,,,,표본 부족으로 검정 불가,False,아니오
2203,5,뒤 절반,9,0,9,1.92,1.07,77.78,22.22,6.2,-1.2,2.42,152,0,152,0.56,1.22,69.08,30.92,11.17,-11.15,3.98,1.35,-0.15,8.7,-8.7,,,,,표본 부족으로 검정 불가,False,아니오
2203,5,최근 10년,10,0,10,1.92,1.51,80.0,20.0,6.2,-1.2,2.28,186,0,186,0.81,1.39,72.58,27.42,11.17,-11.15,3.88,1.11,0.12,7.42,-7.42,0.3457,0.8212,0.7323,0.7323,,False,예
2203,5,최근 5년,5,0,5,2.83,3.31,80.0,20.0,6.2,-0.75,2.74,93,0,93,0.51,1.03,66.67,33.33,9.69,-7.72,4.07,2.32,2.27,13.33,-13.33,,,,,표본 부족으로 검정 불가,False,아니오
2203,6,앞 절반,8,0,8,0.66,0.15,62.5,37.5,5.62,-1.24,2.12,137,0,137,1.16,0.97,71.53,28.47,8.95,-7.9,2.95,-0.5,-0.82,-9.03,9.03,,,,,표본 부족으로 검정 불가,False,아니오
