대상,격자 칸,진입 달력일,청산 상대 거래일,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
229200,16일 → 말일+3,16,3,130,0,130,0.18,0.92,53.08,46.15,25.49,-17.62,6.23,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.23,0.35,-1.35,0.73,0.6533,0.5445,0.7872,0.8581,,False,예
229200,17일 → 말일-3,17,-3,131,0,131,-0.35,0.36,50.38,49.62,18.38,-12.87,4.18,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.28,0.31,0.13,0.43,0.4905,0.4186,1.0,0.9421,,True,예
229200,17일 → 말일-2,17,-2,131,0,131,-0.47,0.36,53.44,44.27,27.24,-18.08,5.0,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.27,0.4,4.09,-5.9,0.5514,0.2288,0.3477,0.1678,,True,예
229200,17일 → 말일-1,17,-1,131,0,131,-0.24,0.24,51.15,48.85,30.96,-21.91,5.32,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.28,0.11,0.01,0.32,0.5674,0.6923,1.0,1.0,,True,예
229200,17일 → 말일,17,0,131,0,131,-0.22,-0.24,48.85,50.38,28.37,-11.87,5.42,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.3,-0.38,-2.17,1.8,0.5604,0.4366,0.6214,0.6873,,False,예
229200,17일 → 말일+1,17,1,131,0,131,0.05,0.0,49.62,48.85,20.82,-11.75,5.13,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.3,-0.29,-2.87,1.82,0.4995,0.5045,0.5215,0.6424,,False,예
229200,17일 → 말일+2,17,2,131,0,131,0.03,0.52,54.96,45.04,26.14,-15.02,5.7,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.31,0.18,2.59,-2.14,0.5524,0.7532,0.5524,0.6753,,False,예
229200,17일 → 말일+3,17,3,130,0,130,0.18,0.97,55.38,44.62,25.49,-16.75,6.04,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.23,0.4,0.96,-0.81,0.6553,0.4785,0.8631,0.9381,,False,예
229200,18일 → 말일-3,18,-3,131,0,131,-0.27,-0.04,48.85,50.38,18.38,-12.78,4.0,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.2,-0.08,-1.4,1.19,0.6084,0.8202,0.7363,0.7922,,False,예
229200,18일 → 말일-2,18,-2,131,0,131,-0.39,0.04,50.38,48.85,27.24,-18.08,4.84,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.2,0.08,1.04,-1.32,0.6603,0.8392,0.8571,0.7892,,True,예
229200,18일 → 말일-1,18,-1,131,0,131,-0.16,0.04,50.38,48.85,30.96,-21.91,5.17,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.21,-0.1,-0.76,0.32,0.6743,0.9121,0.9271,1.0,,True,예
229200,18일 → 말일,18,0,131,0,131,-0.14,-0.2,49.62,50.38,28.37,-11.23,5.32,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.22,-0.33,-1.4,1.8,0.6683,0.4735,0.7612,0.6873,,False,예
