종목,만기월,방향,손절선(%),손절적용,진입일,진입가,청산 목표일,청산일,보유일,청산가,수익률(%),청산 사유
SPY,9,아래,무손절,가능,2012-09-21,145.87,2012-09-28,2012-09-28,5,143.97,1.3,기한청산
SPY,9,아래,무손절,가능,2013-09-20,170.72,2013-09-27,2013-09-27,5,168.91,1.06,기한청산
SPY,9,아래,무손절,가능,2014-09-19,200.7,2014-09-26,2014-09-26,5,197.9,1.4,기한청산
SPY,9,아래,무손절,가능,2015-09-18,195.45,2015-09-25,2015-09-25,5,192.85,1.33,기한청산
SPY,9,아래,무손절,가능,2016-09-16,213.37,2016-09-23,2016-09-23,5,215.99,-1.23,기한청산
SPY,9,아래,무손절,가능,2017-09-15,249.19,2017-09-22,2017-09-22,5,249.44,-0.1,기한청산
SPY,9,아래,무손절,가능,2018-09-21,291.99,2018-09-28,2018-09-28,5,290.72,0.43,기한청산
SPY,9,아래,무손절,가능,2019-09-20,298.28,2019-09-27,2019-09-27,5,295.4,0.97,기한청산
SPY,9,아래,무손절,가능,2020-09-18,330.65,2020-09-25,2020-09-25,5,328.73,0.58,기한청산
SPY,9,아래,무손절,가능,2021-09-17,441.4,2021-09-24,2021-09-24,5,443.91,-0.57,기한청산
SPY,9,아래,무손절,가능,2022-09-16,385.56,2022-09-23,2022-09-23,5,367.95,4.57,기한청산
SPY,9,아래,무손절,가능,2023-09-15,443.37,2023-09-22,2023-09-22,5,430.42,2.92,기한청산
SPY,9,아래,무손절,가능,2024-09-20,568.25,2024-09-27,2024-09-27,5,571.47,-0.57,기한청산
SPY,9,아래,무손절,가능,2025-09-19,663.7,2025-09-26,2025-09-26,5,661.82,0.28,기한청산
SPY,9,아래,-1.0,가능,1993-09-17,45.8125,1993-09-24,1993-09-24,5,45.7812,0.07,기한청산
SPY,9,아래,-1.0,가능,1994-09-16,47.0156,1994-09-23,1994-09-23,5,45.9062,2.36,기한청산
SPY,9,아래,-1.0,가능,1995-09-15,58.4375,1995-09-22,1995-09-22,5,58.3125,0.21,기한청산
SPY,9,아래,-1.0,가능,1996-09-20,68.6406,1996-09-27,1996-09-27,5,68.6875,-0.07,기한청산
SPY,9,아래,-1.0,가능,1997-09-19,95.0312,1997-09-26,1997-09-22,1,95.9815,-1.0,장중손절
SPY,9,아래,-1.0,가능,1998-09-18,102.0938,1998-09-25,1998-09-21,1,103.1147,-1.0,장중손절
SPY,9,아래,-1.0,가능,1999-09-17,133.75,1999-09-24,1999-09-24,5,127.75,4.49,기한청산
SPY,9,아래,-1.0,가능,2000-09-15,146.0,2000-09-22,2000-09-22,5,145.2812,0.49,기한청산
SPY,9,아래,-1.0,가능,2001-09-21,97.28,2001-09-28,2001-09-24,1,99.72,-2.51,갭손절
SPY,9,아래,-1.0,가능,2002-09-20,84.35,2002-09-27,2002-09-26,4,85.1935,-1.0,장중손절
SPY,9,아래,-1.0,가능,2003-09-19,103.67,2003-09-26,2003-09-26,5,99.95,3.59,기한청산
SPY,9,아래,-1.0,가능,2004-09-17,113.15,2004-09-24,2004-09-24,5,111.46,1.49,기한청산
SPY,9,아래,-1.0,가능,2005-09-16,123.5,2005-09-23,2005-09-23,5,121.44,1.67,기한청산
SPY,9,아래,-1.0,가능,2006-09-15,131.96,2006-09-22,2006-09-22,5,131.47,0.37,기한청산
SPY,9,아래,-1.0,가능,2007-09-21,151.97,2007-09-28,2007-09-28,5,152.58,-0.4,기한청산
SPY,9,아래,-1.0,가능,2008-09-19,124.12,2008-09-26,2008-09-26,5,120.85,2.63,기한청산
SPY,9,아래,-1.0,가능,2009-09-18,106.72,2009-09-25,2009-09-23,3,107.7872,-1.0,장중손절
SPY,9,아래,-1.0,가능,2010-09-17,112.49,2010-09-24,2010-09-20,1,113.6149,-1.0,장중손절
SPY,9,아래,-1.0,가능,2011-09-16,121.52,2011-09-23,2011-09-23,5,113.54,6.57,기한청산
SPY,9,아래,-1.0,가능,2012-09-21,145.87,2012-09-28,2012-09-28,5,143.97,1.3,기한청산
SPY,9,아래,-1.0,가능,2013-09-20,170.72,2013-09-27,2013-09-27,5,168.91,1.06,기한청산
SPY,9,아래,-1.0,가능,2014-09-19,200.7,2014-09-26,2014-09-26,5,197.9,1.4,기한청산
SPY,9,아래,-1.0,가능,2015-09-18,195.45,2015-09-25,2015-09-21,1,197.4045,-1.0,장중손절
SPY,9,아래,-1.0,가능,2016-09-16,213.37,2016-09-23,2016-09-21,3,215.5037,-1.0,장중손절
SPY,9,아래,-1.0,가능,2017-09-15,249.19,2017-09-22,2017-09-22,5,249.44,-0.1,기한청산
SPY,9,아래,-1.0,가능,2018-09-21,291.99,2018-09-28,2018-09-28,5,290.72,0.43,기한청산
SPY,9,아래,-1.0,가능,2019-09-20,298.28,2019-09-27,2019-09-27,5,295.4,0.97,기한청산
SPY,9,아래,-1.0,가능,2020-09-18,330.65,2020-09-25,2020-09-25,5,328.73,0.58,기한청산
SPY,9,아래,-1.0,가능,2021-09-17,441.4,2021-09-24,2021-09-24,5,443.91,-0.57,기한청산
SPY,9,아래,-1.0,가능,2022-09-16,385.56,2022-09-23,2022-09-23,5,367.95,4.57,기한청산
SPY,9,아래,-1.0,가능,2023-09-15,443.37,2023-09-22,2023-09-22,5,430.42,2.92,기한청산
SPY,9,아래,-1.0,가능,2024-09-20,568.25,2024-09-27,2024-09-26,4,574.38,-1.08,갭손절
SPY,9,아래,-1.0,가능,2025-09-19,663.7,2025-09-26,2025-09-26,5,661.82,0.28,기한청산
SPY,9,아래,-1.5,가능,1993-09-17,45.8125,1993-09-24,1993-09-24,5,45.7812,0.07,기한청산
SPY,9,아래,-1.5,가능,1994-09-16,47.0156,1994-09-23,1994-09-23,5,45.9062,2.36,기한청산
SPY,9,아래,-1.5,가능,1995-09-15,58.4375,1995-09-22,1995-09-22,5,58.3125,0.21,기한청산
SPY,9,아래,-1.5,가능,1996-09-20,68.6406,1996-09-27,1996-09-27,5,68.6875,-0.07,기한청산
SPY,9,아래,-1.5,가능,1997-09-19,95.0312,1997-09-26,1997-09-26,5,94.4688,0.59,기한청산
SPY,9,아래,-1.5,가능,1998-09-18,102.0938,1998-09-25,1998-09-22,2,103.6252,-1.5,장중손절
SPY,9,아래,-1.5,가능,1999-09-17,133.75,1999-09-24,1999-09-24,5,127.75,4.49,기한청산
SPY,9,아래,-1.5,가능,2000-09-15,146.0,2000-09-22,2000-09-22,5,145.2812,0.49,기한청산
SPY,9,아래,-1.5,가능,2001-09-21,97.28,2001-09-28,2001-09-24,1,99.72,-2.51,갭손절
SPY,9,아래,-1.5,가능,2002-09-20,84.35,2002-09-27,2002-09-26,4,85.6152,-1.5,장중손절
SPY,9,아래,-1.5,가능,2003-09-19,103.67,2003-09-26,2003-09-26,5,99.95,3.59,기한청산
SPY,9,아래,-1.5,가능,2004-09-17,113.15,2004-09-24,2004-09-24,5,111.46,1.49,기한청산
SPY,9,아래,-1.5,가능,2005-09-16,123.5,2005-09-23,2005-09-23,5,121.44,1.67,기한청산
SPY,9,아래,-1.5,가능,2006-09-15,131.96,2006-09-22,2006-09-22,5,131.47,0.37,기한청산
SPY,9,아래,-1.5,가능,2007-09-21,151.97,2007-09-28,2007-09-28,5,152.58,-0.4,기한청산
SPY,9,아래,-1.5,가능,2008-09-19,124.12,2008-09-26,2008-09-26,5,120.85,2.63,기한청산
SPY,9,아래,-1.5,가능,2009-09-18,106.72,2009-09-25,2009-09-25,5,104.45,2.13,기한청산
SPY,9,아래,-1.5,가능,2010-09-17,112.49,2010-09-24,2010-09-20,1,114.1773,-1.5,장중손절
SPY,9,아래,-1.5,가능,2011-09-16,121.52,2011-09-23,2011-09-23,5,113.54,6.57,기한청산
SPY,9,아래,-1.5,가능,2012-09-21,145.87,2012-09-28,2012-09-28,5,143.97,1.3,기한청산
SPY,9,아래,-1.5,가능,2013-09-20,170.72,2013-09-27,2013-09-27,5,168.91,1.06,기한청산
SPY,9,아래,-1.5,가능,2014-09-19,200.7,2014-09-26,2014-09-26,5,197.9,1.4,기한청산
SPY,9,아래,-1.5,가능,2015-09-18,195.45,2015-09-25,2015-09-25,5,192.85,1.33,기한청산
SPY,9,아래,-1.5,가능,2016-09-16,213.37,2016-09-23,2016-09-22,4,217.0,-1.7,갭손절
SPY,9,아래,-1.5,가능,2017-09-15,249.19,2017-09-22,2017-09-22,5,249.44,-0.1,기한청산
SPY,9,아래,-1.5,가능,2018-09-21,291.99,2018-09-28,2018-09-28,5,290.72,0.43,기한청산
SPY,9,아래,-1.5,가능,2019-09-20,298.28,2019-09-27,2019-09-27,5,295.4,0.97,기한청산
SPY,9,아래,-1.5,가능,2020-09-18,330.65,2020-09-25,2020-09-25,5,328.73,0.58,기한청산
SPY,9,아래,-1.5,가능,2021-09-17,441.4,2021-09-24,2021-09-24,5,443.91,-0.57,기한청산
SPY,9,아래,-1.5,가능,2022-09-16,385.56,2022-09-23,2022-09-23,5,367.95,4.57,기한청산
SPY,9,아래,-1.5,가능,2023-09-15,443.37,2023-09-22,2023-09-22,5,430.42,2.92,기한청산
SPY,9,아래,-1.5,가능,2024-09-20,568.25,2024-09-27,2024-09-27,5,571.47,-0.57,기한청산
SPY,9,아래,-1.5,가능,2025-09-19,663.7,2025-09-26,2025-09-26,5,661.82,0.28,기한청산
SPY,9,아래,-2.0,가능,1993-09-17,45.8125,1993-09-24,1993-09-24,5,45.7812,0.07,기한청산
SPY,9,아래,-2.0,가능,1994-09-16,47.0156,1994-09-23,1994-09-23,5,45.9062,2.36,기한청산
SPY,9,아래,-2.0,가능,1995-09-15,58.4375,1995-09-22,1995-09-22,5,58.3125,0.21,기한청산
SPY,9,아래,-2.0,가능,1996-09-20,68.6406,1996-09-27,1996-09-27,5,68.6875,-0.07,기한청산
SPY,9,아래,-2.0,가능,1997-09-19,95.0312,1997-09-26,1997-09-26,5,94.4688,0.59,기한청산
SPY,9,아래,-2.0,가능,1998-09-18,102.0938,1998-09-25,1998-09-23,3,104.1357,-2.0,장중손절
SPY,9,아래,-2.0,가능,1999-09-17,133.75,1999-09-24,1999-09-24,5,127.75,4.49,기한청산
SPY,9,아래,-2.0,가능,2000-09-15,146.0,2000-09-22,2000-09-22,5,145.2812,0.49,기한청산
SPY,9,아래,-2.0,가능,2001-09-21,97.28,2001-09-28,2001-09-24,1,99.72,-2.51,갭손절
SPY,9,아래,-2.0,가능,2002-09-20,84.35,2002-09-27,2002-09-27,5,82.75,1.9,기한청산
SPY,9,아래,-2.0,가능,2003-09-19,103.67,2003-09-26,2003-09-26,5,99.95,3.59,기한청산
SPY,9,아래,-2.0,가능,2004-09-17,113.15,2004-09-24,2004-09-24,5,111.46,1.49,기한청산
SPY,9,아래,-2.0,가능,2005-09-16,123.5,2005-09-23,2005-09-23,5,121.44,1.67,기한청산
SPY,9,아래,-2.0,가능,2006-09-15,131.96,2006-09-22,2006-09-22,5,131.47,0.37,기한청산
SPY,9,아래,-2.0,가능,2007-09-21,151.97,2007-09-28,2007-09-28,5,152.58,-0.4,기한청산
SPY,9,아래,-2.0,가능,2008-09-19,124.12,2008-09-26,2008-09-26,5,120.85,2.63,기한청산
SPY,9,아래,-2.0,가능,2009-09-18,106.72,2009-09-25,2009-09-25,5,104.45,2.13,기한청산
SPY,9,아래,-2.0,가능,2010-09-17,112.49,2010-09-24,2010-09-21,2,114.7398,-2.0,장중손절
SPY,9,아래,-2.0,가능,2011-09-16,121.52,2011-09-23,2011-09-23,5,113.54,6.57,기한청산
SPY,9,아래,-2.0,가능,2012-09-21,145.87,2012-09-28,2012-09-28,5,143.97,1.3,기한청산
SPY,9,아래,-2.0,가능,2013-09-20,170.72,2013-09-27,2013-09-27,5,168.91,1.06,기한청산
SPY,9,아래,-2.0,가능,2014-09-19,200.7,2014-09-26,2014-09-26,5,197.9,1.4,기한청산
SPY,9,아래,-2.0,가능,2015-09-18,195.45,2015-09-25,2015-09-25,5,192.85,1.33,기한청산
SPY,9,아래,-2.0,가능,2016-09-16,213.37,2016-09-23,2016-09-23,5,215.99,-1.23,기한청산
SPY,9,아래,-2.0,가능,2017-09-15,249.19,2017-09-22,2017-09-22,5,249.44,-0.1,기한청산
SPY,9,아래,-2.0,가능,2018-09-21,291.99,2018-09-28,2018-09-28,5,290.72,0.43,기한청산
SPY,9,아래,-2.0,가능,2019-09-20,298.28,2019-09-27,2019-09-27,5,295.4,0.97,기한청산
SPY,9,아래,-2.0,가능,2020-09-18,330.65,2020-09-25,2020-09-25,5,328.73,0.58,기한청산
SPY,9,아래,-2.0,가능,2021-09-17,441.4,2021-09-24,2021-09-24,5,443.91,-0.57,기한청산
SPY,9,아래,-2.0,가능,2022-09-16,385.56,2022-09-23,2022-09-23,5,367.95,4.57,기한청산
SPY,9,아래,-2.0,가능,2023-09-15,443.37,2023-09-22,2023-09-22,5,430.42,2.92,기한청산
SPY,9,아래,-2.0,가능,2024-09-20,568.25,2024-09-27,2024-09-27,5,571.47,-0.57,기한청산
SPY,9,아래,-2.0,가능,2025-09-19,663.7,2025-09-26,2025-09-26,5,661.82,0.28,기한청산
SPY,9,아래,-2.5,가능,1993-09-17,45.8125,1993-09-24,1993-09-24,5,45.7812,0.07,기한청산
SPY,9,아래,-2.5,가능,1994-09-16,47.0156,1994-09-23,1994-09-23,5,45.9062,2.36,기한청산
SPY,9,아래,-2.5,가능,1995-09-15,58.4375,1995-09-22,1995-09-22,5,58.3125,0.21,기한청산
SPY,9,아래,-2.5,가능,1996-09-20,68.6406,1996-09-27,1996-09-27,5,68.6875,-0.07,기한청산
SPY,9,아래,-2.5,가능,1997-09-19,95.0312,1997-09-26,1997-09-26,5,94.4688,0.59,기한청산
SPY,9,아래,-2.5,가능,1998-09-18,102.0938,1998-09-25,1998-09-23,3,104.6461,-2.5,장중손절
SPY,9,아래,-2.5,가능,1999-09-17,133.75,1999-09-24,1999-09-24,5,127.75,4.49,기한청산
SPY,9,아래,-2.5,가능,2000-09-15,146.0,2000-09-22,2000-09-22,5,145.2812,0.49,기한청산
SPY,9,아래,-2.5,가능,2001-09-21,97.28,2001-09-28,2001-09-24,1,99.72,-2.51,갭손절
SPY,9,아래,-2.5,가능,2002-09-20,84.35,2002-09-27,2002-09-27,5,82.75,1.9,기한청산
SPY,9,아래,-2.5,가능,2003-09-19,103.67,2003-09-26,2003-09-26,5,99.95,3.59,기한청산
SPY,9,아래,-2.5,가능,2004-09-17,113.15,2004-09-24,2004-09-24,5,111.46,1.49,기한청산
SPY,9,아래,-2.5,가능,2005-09-16,123.5,2005-09-23,2005-09-23,5,121.44,1.67,기한청산
SPY,9,아래,-2.5,가능,2006-09-15,131.96,2006-09-22,2006-09-22,5,131.47,0.37,기한청산
SPY,9,아래,-2.5,가능,2007-09-21,151.97,2007-09-28,2007-09-28,5,152.58,-0.4,기한청산
SPY,9,아래,-2.5,가능,2008-09-19,124.12,2008-09-26,2008-09-26,5,120.85,2.63,기한청산
SPY,9,아래,-2.5,가능,2009-09-18,106.72,2009-09-25,2009-09-25,5,104.45,2.13,기한청산
SPY,9,아래,-2.5,가능,2010-09-17,112.49,2010-09-24,2010-09-24,5,114.82,-2.07,기한청산
SPY,9,아래,-2.5,가능,2011-09-16,121.52,2011-09-23,2011-09-23,5,113.54,6.57,기한청산
SPY,9,아래,-2.5,가능,2012-09-21,145.87,2012-09-28,2012-09-28,5,143.97,1.3,기한청산
SPY,9,아래,-2.5,가능,2013-09-20,170.72,2013-09-27,2013-09-27,5,168.91,1.06,기한청산
SPY,9,아래,-2.5,가능,2014-09-19,200.7,2014-09-26,2014-09-26,5,197.9,1.4,기한청산
SPY,9,아래,-2.5,가능,2015-09-18,195.45,2015-09-25,2015-09-25,5,192.85,1.33,기한청산
SPY,9,아래,-2.5,가능,2016-09-16,213.37,2016-09-23,2016-09-23,5,215.99,-1.23,기한청산
SPY,9,아래,-2.5,가능,2017-09-15,249.19,2017-09-22,2017-09-22,5,249.44,-0.1,기한청산
SPY,9,아래,-2.5,가능,2018-09-21,291.99,2018-09-28,2018-09-28,5,290.72,0.43,기한청산
SPY,9,아래,-2.5,가능,2019-09-20,298.28,2019-09-27,2019-09-27,5,295.4,0.97,기한청산
SPY,9,아래,-2.5,가능,2020-09-18,330.65,2020-09-25,2020-09-25,5,328.73,0.58,기한청산
SPY,9,아래,-2.5,가능,2021-09-17,441.4,2021-09-24,2021-09-24,5,443.91,-0.57,기한청산
SPY,9,아래,-2.5,가능,2022-09-16,385.56,2022-09-23,2022-09-23,5,367.95,4.57,기한청산
SPY,9,아래,-2.5,가능,2023-09-15,443.37,2023-09-22,2023-09-22,5,430.42,2.92,기한청산
SPY,9,아래,-2.5,가능,2024-09-20,568.25,2024-09-27,2024-09-27,5,571.47,-0.57,기한청산
SPY,9,아래,-2.5,가능,2025-09-19,663.7,2025-09-26,2025-09-26,5,661.82,0.28,기한청산
SPY,9,아래,-3.0,가능,1993-09-17,45.8125,1993-09-24,1993-09-24,5,45.7812,0.07,기한청산
SPY,9,아래,-3.0,가능,1994-09-16,47.0156,1994-09-23,1994-09-23,5,45.9062,2.36,기한청산
SPY,9,아래,-3.0,가능,1995-09-15,58.4375,1995-09-22,1995-09-22,5,58.3125,0.21,기한청산
SPY,9,아래,-3.0,가능,1996-09-20,68.6406,1996-09-27,1996-09-27,5,68.6875,-0.07,기한청산
SPY,9,아래,-3.0,가능,1997-09-19,95.0312,1997-09-26,1997-09-26,5,94.4688,0.59,기한청산
SPY,9,아래,-3.0,가능,1998-09-18,102.0938,1998-09-25,1998-09-23,3,105.1566,-3.0,장중손절
SPY,9,아래,-3.0,가능,1999-09-17,133.75,1999-09-24,1999-09-24,5,127.75,4.49,기한청산
SPY,9,아래,-3.0,가능,2000-09-15,146.0,2000-09-22,2000-09-22,5,145.2812,0.49,기한청산
SPY,9,아래,-3.0,가능,2001-09-21,97.28,2001-09-28,2001-09-24,1,100.1984,-3.0,장중손절
SPY,9,아래,-3.0,가능,2002-09-20,84.35,2002-09-27,2002-09-27,5,82.75,1.9,기한청산
SPY,9,아래,-3.0,가능,2003-09-19,103.67,2003-09-26,2003-09-26,5,99.95,3.59,기한청산
SPY,9,아래,-3.0,가능,2004-09-17,113.15,2004-09-24,2004-09-24,5,111.46,1.49,기한청산
SPY,9,아래,-3.0,가능,2005-09-16,123.5,2005-09-23,2005-09-23,5,121.44,1.67,기한청산
SPY,9,아래,-3.0,가능,2006-09-15,131.96,2006-09-22,2006-09-22,5,131.47,0.37,기한청산
SPY,9,아래,-3.0,가능,2007-09-21,151.97,2007-09-28,2007-09-28,5,152.58,-0.4,기한청산
SPY,9,아래,-3.0,가능,2008-09-19,124.12,2008-09-26,2008-09-26,5,120.85,2.63,기한청산
SPY,9,아래,-3.0,가능,2009-09-18,106.72,2009-09-25,2009-09-25,5,104.45,2.13,기한청산
SPY,9,아래,-3.0,가능,2010-09-17,112.49,2010-09-24,2010-09-24,5,114.82,-2.07,기한청산
SPY,9,아래,-3.0,가능,2011-09-16,121.52,2011-09-23,2011-09-23,5,113.54,6.57,기한청산
SPY,9,아래,-3.0,가능,2012-09-21,145.87,2012-09-28,2012-09-28,5,143.97,1.3,기한청산
SPY,9,아래,-3.0,가능,2013-09-20,170.72,2013-09-27,2013-09-27,5,168.91,1.06,기한청산
SPY,9,아래,-3.0,가능,2014-09-19,200.7,2014-09-26,2014-09-26,5,197.9,1.4,기한청산
SPY,9,아래,-3.0,가능,2015-09-18,195.45,2015-09-25,2015-09-25,5,192.85,1.33,기한청산
SPY,9,아래,-3.0,가능,2016-09-16,213.37,2016-09-23,2016-09-23,5,215.99,-1.23,기한청산
SPY,9,아래,-3.0,가능,2017-09-15,249.19,2017-09-22,2017-09-22,5,249.44,-0.1,기한청산
SPY,9,아래,-3.0,가능,2018-09-21,291.99,2018-09-28,2018-09-28,5,290.72,0.43,기한청산
SPY,9,아래,-3.0,가능,2019-09-20,298.28,2019-09-27,2019-09-27,5,295.4,0.97,기한청산
SPY,9,아래,-3.0,가능,2020-09-18,330.65,2020-09-25,2020-09-25,5,328.73,0.58,기한청산
SPY,9,아래,-3.0,가능,2021-09-17,441.4,2021-09-24,2021-09-24,5,443.91,-0.57,기한청산
SPY,9,아래,-3.0,가능,2022-09-16,385.56,2022-09-23,2022-09-23,5,367.95,4.57,기한청산
SPY,9,아래,-3.0,가능,2023-09-15,443.37,2023-09-22,2023-09-22,5,430.42,2.92,기한청산
SPY,9,아래,-3.0,가능,2024-09-20,568.25,2024-09-27,2024-09-27,5,571.47,-0.57,기한청산
SPY,9,아래,-3.0,가능,2025-09-19,663.7,2025-09-26,2025-09-26,5,661.82,0.28,기한청산
SPY,9,아래,-3.5,가능,1993-09-17,45.8125,1993-09-24,1993-09-24,5,45.7812,0.07,기한청산
SPY,9,아래,-3.5,가능,1994-09-16,47.0156,1994-09-23,1994-09-23,5,45.9062,2.36,기한청산
SPY,9,아래,-3.5,가능,1995-09-15,58.4375,1995-09-22,1995-09-22,5,58.3125,0.21,기한청산
SPY,9,아래,-3.5,가능,1996-09-20,68.6406,1996-09-27,1996-09-27,5,68.6875,-0.07,기한청산
SPY,9,아래,-3.5,가능,1997-09-19,95.0312,1997-09-26,1997-09-26,5,94.4688,0.59,기한청산
SPY,9,아래,-3.5,가능,1998-09-18,102.0938,1998-09-25,1998-09-23,3,105.6671,-3.5,장중손절
SPY,9,아래,-3.5,가능,1999-09-17,133.75,1999-09-24,1999-09-24,5,127.75,4.49,기한청산
SPY,9,아래,-3.5,가능,2000-09-15,146.0,2000-09-22,2000-09-22,5,145.2812,0.49,기한청산
SPY,9,아래,-3.5,가능,2001-09-21,97.28,2001-09-28,2001-09-24,1,100.6848,-3.5,장중손절
SPY,9,아래,-3.5,가능,2002-09-20,84.35,2002-09-27,2002-09-27,5,82.75,1.9,기한청산
SPY,9,아래,-3.5,가능,2003-09-19,103.67,2003-09-26,2003-09-26,5,99.95,3.59,기한청산
SPY,9,아래,-3.5,가능,2004-09-17,113.15,2004-09-24,2004-09-24,5,111.46,1.49,기한청산
SPY,9,아래,-3.5,가능,2005-09-16,123.5,2005-09-23,2005-09-23,5,121.44,1.67,기한청산
SPY,9,아래,-3.5,가능,2006-09-15,131.96,2006-09-22,2006-09-22,5,131.47,0.37,기한청산
SPY,9,아래,-3.5,가능,2007-09-21,151.97,2007-09-28,2007-09-28,5,152.58,-0.4,기한청산
SPY,9,아래,-3.5,가능,2008-09-19,124.12,2008-09-26,2008-09-26,5,120.85,2.63,기한청산
SPY,9,아래,-3.5,가능,2009-09-18,106.72,2009-09-25,2009-09-25,5,104.45,2.13,기한청산
SPY,9,아래,-3.5,가능,2010-09-17,112.49,2010-09-24,2010-09-24,5,114.82,-2.07,기한청산
SPY,9,아래,-3.5,가능,2011-09-16,121.52,2011-09-23,2011-09-23,5,113.54,6.57,기한청산
SPY,9,아래,-3.5,가능,2012-09-21,145.87,2012-09-28,2012-09-28,5,143.97,1.3,기한청산
SPY,9,아래,-3.5,가능,2013-09-20,170.72,2013-09-27,2013-09-27,5,168.91,1.06,기한청산
SPY,9,아래,-3.5,가능,2014-09-19,200.7,2014-09-26,2014-09-26,5,197.9,1.4,기한청산
SPY,9,아래,-3.5,가능,2015-09-18,195.45,2015-09-25,2015-09-25,5,192.85,1.33,기한청산
SPY,9,아래,-3.5,가능,2016-09-16,213.37,2016-09-23,2016-09-23,5,215.99,-1.23,기한청산
SPY,9,아래,-3.5,가능,2017-09-15,249.19,2017-09-22,2017-09-22,5,249.44,-0.1,기한청산
SPY,9,아래,-3.5,가능,2018-09-21,291.99,2018-09-28,2018-09-28,5,290.72,0.43,기한청산
SPY,9,아래,-3.5,가능,2019-09-20,298.28,2019-09-27,2019-09-27,5,295.4,0.97,기한청산
SPY,9,아래,-3.5,가능,2020-09-18,330.65,2020-09-25,2020-09-25,5,328.73,0.58,기한청산
SPY,9,아래,-3.5,가능,2021-09-17,441.4,2021-09-24,2021-09-24,5,443.91,-0.57,기한청산
SPY,9,아래,-3.5,가능,2022-09-16,385.56,2022-09-23,2022-09-23,5,367.95,4.57,기한청산
SPY,9,아래,-3.5,가능,2023-09-15,443.37,2023-09-22,2023-09-22,5,430.42,2.92,기한청산
SPY,9,아래,-3.5,가능,2024-09-20,568.25,2024-09-27,2024-09-27,5,571.47,-0.57,기한청산
SPY,9,아래,-3.5,가능,2025-09-19,663.7,2025-09-26,2025-09-26,5,661.82,0.28,기한청산
SPY,9,아래,-4.0,가능,1993-09-17,45.8125,1993-09-24,1993-09-24,5,45.7812,0.07,기한청산
SPY,9,아래,-4.0,가능,1994-09-16,47.0156,1994-09-23,1994-09-23,5,45.9062,2.36,기한청산
SPY,9,아래,-4.0,가능,1995-09-15,58.4375,1995-09-22,1995-09-22,5,58.3125,0.21,기한청산
SPY,9,아래,-4.0,가능,1996-09-20,68.6406,1996-09-27,1996-09-27,5,68.6875,-0.07,기한청산
SPY,9,아래,-4.0,가능,1997-09-19,95.0312,1997-09-26,1997-09-26,5,94.4688,0.59,기한청산
SPY,9,아래,-4.0,가능,1998-09-18,102.0938,1998-09-25,1998-09-23,3,106.1776,-4.0,장중손절
SPY,9,아래,-4.0,가능,1999-09-17,133.75,1999-09-24,1999-09-24,5,127.75,4.49,기한청산
SPY,9,아래,-4.0,가능,2000-09-15,146.0,2000-09-22,2000-09-22,5,145.2812,0.49,기한청산
SPY,9,아래,-4.0,가능,2001-09-21,97.28,2001-09-28,2001-09-25,2,101.1712,-4.0,장중손절
SPY,9,아래,-4.0,가능,2002-09-20,84.35,2002-09-27,2002-09-27,5,82.75,1.9,기한청산
SPY,9,아래,-4.0,가능,2003-09-19,103.67,2003-09-26,2003-09-26,5,99.95,3.59,기한청산
SPY,9,아래,-4.0,가능,2004-09-17,113.15,2004-09-24,2004-09-24,5,111.46,1.49,기한청산
SPY,9,아래,-4.0,가능,2005-09-16,123.5,2005-09-23,2005-09-23,5,121.44,1.67,기한청산
SPY,9,아래,-4.0,가능,2006-09-15,131.96,2006-09-22,2006-09-22,5,131.47,0.37,기한청산
SPY,9,아래,-4.0,가능,2007-09-21,151.97,2007-09-28,2007-09-28,5,152.58,-0.4,기한청산
SPY,9,아래,-4.0,가능,2008-09-19,124.12,2008-09-26,2008-09-26,5,120.85,2.63,기한청산
SPY,9,아래,-4.0,가능,2009-09-18,106.72,2009-09-25,2009-09-25,5,104.45,2.13,기한청산
SPY,9,아래,-4.0,가능,2010-09-17,112.49,2010-09-24,2010-09-24,5,114.82,-2.07,기한청산
SPY,9,아래,-4.0,가능,2011-09-16,121.52,2011-09-23,2011-09-23,5,113.54,6.57,기한청산
SPY,9,아래,-4.0,가능,2012-09-21,145.87,2012-09-28,2012-09-28,5,143.97,1.3,기한청산
SPY,9,아래,-4.0,가능,2013-09-20,170.72,2013-09-27,2013-09-27,5,168.91,1.06,기한청산
SPY,9,아래,-4.0,가능,2014-09-19,200.7,2014-09-26,2014-09-26,5,197.9,1.4,기한청산
SPY,9,아래,-4.0,가능,2015-09-18,195.45,2015-09-25,2015-09-25,5,192.85,1.33,기한청산
SPY,9,아래,-4.0,가능,2016-09-16,213.37,2016-09-23,2016-09-23,5,215.99,-1.23,기한청산
SPY,9,아래,-4.0,가능,2017-09-15,249.19,2017-09-22,2017-09-22,5,249.44,-0.1,기한청산
SPY,9,아래,-4.0,가능,2018-09-21,291.99,2018-09-28,2018-09-28,5,290.72,0.43,기한청산
SPY,9,아래,-4.0,가능,2019-09-20,298.28,2019-09-27,2019-09-27,5,295.4,0.97,기한청산
SPY,9,아래,-4.0,가능,2020-09-18,330.65,2020-09-25,2020-09-25,5,328.73,0.58,기한청산
SPY,9,아래,-4.0,가능,2021-09-17,441.4,2021-09-24,2021-09-24,5,443.91,-0.57,기한청산
