종목,만기월,방향,손절선(%),손절적용,구간,신호,제외,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
SPY,12,위,-9.0,가능,뒤 절반,17,,19.6,1.15,82.35,2.238,30.89,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,-9.0,가능,최근 10년,10,,9.46,0.95,80.0,16.822,5.61,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,-9.0,가능,최근 5년,5,,5.24,1.05,80.0,14.199,6.58,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-9.5,가능,전체,33,0.0,23.53,0.71,69.7,1.469,40.5,10,3.95,-2.9,1.53,0,0,4.3,예,1993-12-17,2025-12-19
SPY,12,위,-9.5,가능,앞 절반,16,,3.93,0.25,56.25,1.169,46.11,7,3.53,-2.9,1.58,0,0,4.31,예,1993-12-17,2008-12-19
SPY,12,위,-9.5,가능,뒤 절반,17,,19.6,1.15,82.35,2.238,30.89,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,-9.5,가능,최근 10년,10,,9.46,0.95,80.0,16.822,5.61,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,-9.5,가능,최근 5년,5,,5.24,1.05,80.0,14.199,6.58,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
SPY,12,위,-10.0,가능,전체,33,0.0,23.53,0.71,69.7,1.469,40.5,10,3.95,-2.9,1.53,0,0,4.3,예,1993-12-17,2025-12-19
SPY,12,위,-10.0,가능,앞 절반,16,,3.93,0.25,56.25,1.169,46.11,7,3.53,-2.9,1.58,0,0,4.31,예,1993-12-17,2008-12-19
SPY,12,위,-10.0,가능,뒤 절반,17,,19.6,1.15,82.35,2.238,30.89,3,3.95,-1.93,1.38,0,0,4.29,예,2009-12-18,2025-12-19
SPY,12,위,-10.0,가능,최근 10년,10,,9.46,0.95,80.0,16.822,5.61,2,2.93,-0.09,1.0,0,0,4.4,예,2016-12-16,2025-12-19
SPY,12,위,-10.0,가능,최근 5년,5,,5.24,1.05,80.0,14.199,6.58,1,2.33,-0.09,0.9,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,9,아래,무손절,가능,전체,27,0.0,29.84,1.11,66.67,1.5,40.0,9,5.78,-3.48,2.49,0,0,5.0,예,1999-09-17,2025-09-19
QQQ,9,아래,무손절,가능,앞 절반,13,,16.73,1.29,69.23,1.177,45.93,4,5.78,-3.48,3.08,0,0,5.0,예,1999-09-17,2011-09-16
QQQ,9,아래,무손절,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,무손절,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,무손절,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-1.0,가능,전체,27,0.0,9.83,0.36,40.74,2.26,30.67,16,5.78,-3.16,2.2,3,12,3.44,예,1999-09-17,2025-09-19
QQQ,9,아래,-1.0,가능,앞 절반,13,,5.63,0.43,30.77,3.385,22.81,9,5.78,-3.16,2.83,1,8,2.85,예,1999-09-17,2011-09-16
QQQ,9,아래,-1.0,가능,뒤 절반,14,,4.2,0.3,50.0,1.638,37.91,7,3.48,-1.32,1.52,2,4,4.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-1.0,가능,최근 10년,10,,1.85,0.19,50.0,1.338,42.78,5,3.48,-1.32,1.62,2,3,4.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-1.0,가능,최근 5년,5,,2.18,0.44,60.0,1.392,41.8,2,3.48,-1.0,1.84,0,2,4.2,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-1.5,가능,전체,27,0.0,17.07,0.63,55.56,1.5,40.0,12,5.78,-3.16,2.47,3,8,4.04,예,1999-09-17,2025-09-19
QQQ,9,아래,-1.5,가능,앞 절반,13,,12.33,0.95,53.85,1.806,35.64,6,5.78,-3.16,3.08,2,4,3.62,예,1999-09-17,2011-09-16
QQQ,9,아래,-1.5,가능,뒤 절반,14,,4.74,0.34,57.14,1.175,45.99,6,3.48,-2.27,1.8,1,4,4.43,예,2012-09-21,2025-09-19
QQQ,9,아래,-1.5,가능,최근 10년,10,,-0.92,-0.09,50.0,0.888,52.95,5,3.48,-2.27,1.88,1,4,4.2,예,2016-09-16,2025-09-19
QQQ,9,아래,-1.5,가능,최근 5년,5,,0.41,0.08,60.0,0.739,57.49,2,3.48,-2.27,2.22,1,1,4.4,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-2.0,가능,전체,27,0.0,25.29,0.94,62.96,1.424,41.26,10,5.78,-3.16,2.58,3,4,4.37,예,1999-09-17,2025-09-19
QQQ,9,아래,-2.0,가능,앞 절반,13,,13.8,1.06,61.54,1.38,42.01,5,5.78,-3.16,3.13,2,3,4.0,예,1999-09-17,2011-09-16
QQQ,9,아래,-2.0,가능,뒤 절반,14,,11.49,0.82,64.29,1.555,39.14,5,4.77,-2.27,2.04,1,1,4.71,예,2012-09-21,2025-09-19
QQQ,9,아래,-2.0,가능,최근 10년,10,,5.83,0.58,60.0,1.285,43.76,4,4.77,-2.27,2.32,1,1,4.6,예,2016-09-16,2025-09-19
QQQ,9,아래,-2.0,가능,최근 5년,5,,6.68,1.34,80.0,0.988,50.31,1,4.77,-2.27,2.8,1,0,4.8,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-2.5,가능,전체,27,0.0,25.1,0.93,62.96,1.409,41.51,10,5.78,-3.16,2.6,3,2,4.67,예,1999-09-17,2025-09-19
QQQ,9,아래,-2.5,가능,앞 절반,13,,11.99,0.92,61.54,1.192,45.62,5,5.78,-3.16,3.29,3,2,4.31,예,1999-09-17,2011-09-16
QQQ,9,아래,-2.5,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-2.5,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-2.5,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-3.0,가능,전체,27,0.0,24.08,0.89,62.96,1.333,42.86,10,5.78,-3.16,2.66,1,3,4.74,예,1999-09-17,2025-09-19
QQQ,9,아래,-3.0,가능,앞 절반,13,,10.97,0.84,61.54,1.107,47.47,5,5.78,-3.16,3.38,1,3,4.46,예,1999-09-17,2011-09-16
QQQ,9,아래,-3.0,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-3.0,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-3.0,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-3.5,가능,전체,27,0.0,27.4,1.01,66.67,1.289,43.68,9,5.78,-3.5,2.63,0,3,4.78,예,1999-09-17,2025-09-19
QQQ,9,아래,-3.5,가능,앞 절반,13,,14.29,1.1,69.23,0.949,51.3,4,5.78,-3.5,3.34,0,3,4.54,예,1999-09-17,2011-09-16
QQQ,9,아래,-3.5,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-3.5,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-3.5,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-4.0,가능,전체,27,0.0,26.42,0.98,66.67,1.22,45.04,9,5.78,-4.0,2.7,0,2,4.78,예,1999-09-17,2025-09-19
QQQ,9,아래,-4.0,가능,앞 절반,13,,13.31,1.02,69.23,0.881,53.17,4,5.78,-4.0,3.45,0,2,4.54,예,1999-09-17,2011-09-16
QQQ,9,아래,-4.0,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-4.0,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-4.0,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-4.5,가능,전체,27,0.0,28.14,1.04,66.67,1.347,42.61,9,5.78,-4.5,2.61,0,1,4.85,예,1999-09-17,2025-09-19
QQQ,9,아래,-4.5,가능,앞 절반,13,,15.03,1.16,69.23,1.009,49.79,4,5.78,-4.5,3.3,0,1,4.69,예,1999-09-17,2011-09-16
QQQ,9,아래,-4.5,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-4.5,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-4.5,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-5.0,가능,전체,27,0.0,27.64,1.02,66.67,1.307,43.34,9,5.78,-5.0,2.65,0,1,4.85,예,1999-09-17,2025-09-19
QQQ,9,아래,-5.0,가능,앞 절반,13,,14.53,1.12,69.23,0.968,50.82,4,5.78,-5.0,3.37,0,1,4.69,예,1999-09-17,2011-09-16
QQQ,9,아래,-5.0,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-5.0,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-5.0,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-5.5,가능,전체,27,0.0,27.14,1.01,66.67,1.27,44.05,9,5.78,-5.5,2.7,0,1,4.85,예,1999-09-17,2025-09-19
QQQ,9,아래,-5.5,가능,앞 절반,13,,14.03,1.08,69.23,0.93,51.81,4,5.78,-5.5,3.45,0,1,4.69,예,1999-09-17,2011-09-16
QQQ,9,아래,-5.5,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-5.5,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-5.5,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-6.0,가능,전체,27,0.0,26.64,0.99,66.67,1.235,44.74,9,5.78,-6.0,2.74,0,1,4.85,예,1999-09-17,2025-09-19
QQQ,9,아래,-6.0,가능,앞 절반,13,,13.53,1.04,69.23,0.895,52.77,4,5.78,-6.0,3.53,0,1,4.69,예,1999-09-17,2011-09-16
QQQ,9,아래,-6.0,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-6.0,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-6.0,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-6.5,가능,전체,27,0.0,26.14,0.97,66.67,1.202,45.41,9,5.78,-6.5,2.79,0,1,4.89,예,1999-09-17,2025-09-19
QQQ,9,아래,-6.5,가능,앞 절반,13,,13.03,1.0,69.23,0.863,53.68,4,5.78,-6.5,3.62,0,1,4.77,예,1999-09-17,2011-09-16
QQQ,9,아래,-6.5,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-6.5,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-6.5,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-7.0,가능,전체,27,0.0,25.64,0.95,66.67,1.171,46.07,9,5.78,-7.0,2.85,0,1,4.89,예,1999-09-17,2025-09-19
QQQ,9,아래,-7.0,가능,앞 절반,13,,12.53,0.96,69.23,0.833,54.56,4,5.78,-7.0,3.7,0,1,4.77,예,1999-09-17,2011-09-16
QQQ,9,아래,-7.0,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-7.0,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-7.0,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-7.5,가능,전체,27,0.0,25.14,0.93,66.67,1.141,46.71,9,5.78,-7.5,2.9,0,1,4.89,예,1999-09-17,2025-09-19
QQQ,9,아래,-7.5,가능,앞 절반,13,,12.03,0.93,69.23,0.805,55.41,4,5.78,-7.5,3.8,0,1,4.77,예,1999-09-17,2011-09-16
QQQ,9,아래,-7.5,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-7.5,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-7.5,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-8.0,가능,전체,27,0.0,29.84,1.11,66.67,1.5,40.0,9,5.78,-3.48,2.49,0,0,5.0,예,1999-09-17,2025-09-19
QQQ,9,아래,-8.0,가능,앞 절반,13,,16.73,1.29,69.23,1.177,45.93,4,5.78,-3.48,3.08,0,0,5.0,예,1999-09-17,2011-09-16
QQQ,9,아래,-8.0,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-8.0,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-8.0,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-8.5,가능,전체,27,0.0,29.84,1.11,66.67,1.5,40.0,9,5.78,-3.48,2.49,0,0,5.0,예,1999-09-17,2025-09-19
QQQ,9,아래,-8.5,가능,앞 절반,13,,16.73,1.29,69.23,1.177,45.93,4,5.78,-3.48,3.08,0,0,5.0,예,1999-09-17,2011-09-16
QQQ,9,아래,-8.5,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-8.5,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-8.5,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-9.0,가능,전체,27,0.0,29.84,1.11,66.67,1.5,40.0,9,5.78,-3.48,2.49,0,0,5.0,예,1999-09-17,2025-09-19
QQQ,9,아래,-9.0,가능,앞 절반,13,,16.73,1.29,69.23,1.177,45.93,4,5.78,-3.48,3.08,0,0,5.0,예,1999-09-17,2011-09-16
QQQ,9,아래,-9.0,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-9.0,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-9.0,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-9.5,가능,전체,27,0.0,29.84,1.11,66.67,1.5,40.0,9,5.78,-3.48,2.49,0,0,5.0,예,1999-09-17,2025-09-19
QQQ,9,아래,-9.5,가능,앞 절반,13,,16.73,1.29,69.23,1.177,45.93,4,5.78,-3.48,3.08,0,0,5.0,예,1999-09-17,2011-09-16
QQQ,9,아래,-9.5,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-9.5,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-9.5,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,9,아래,-10.0,가능,전체,27,0.0,29.84,1.11,66.67,1.5,40.0,9,5.78,-3.48,2.49,0,0,5.0,예,1999-09-17,2025-09-19
QQQ,9,아래,-10.0,가능,앞 절반,13,,16.73,1.29,69.23,1.177,45.93,4,5.78,-3.48,3.08,0,0,5.0,예,1999-09-17,2011-09-16
QQQ,9,아래,-10.0,가능,뒤 절반,14,,13.11,0.94,64.29,2.082,32.45,5,4.77,-1.76,1.88,0,0,5.0,예,2012-09-21,2025-09-19
QQQ,9,아래,-10.0,가능,최근 10년,10,,7.45,0.74,60.0,1.73,36.63,4,4.77,-1.76,2.13,0,0,5.0,예,2016-09-16,2025-09-19
QQQ,9,아래,-10.0,가능,최근 5년,5,,8.06,1.61,80.0,2.504,28.53,1,4.77,-0.89,2.4,0,0,5.0,아니오,2021-09-17,2025-09-19
QQQ,12,위,무손절,가능,전체,27,0.0,14.29,0.53,62.96,1.04,49.02,10,7.68,-5.28,2.56,0,0,4.3,예,1999-12-17,2025-12-19
QQQ,12,위,무손절,가능,앞 절반,13,,4.15,0.32,53.85,1.119,47.19,6,7.68,-5.28,3.29,0,0,4.31,예,1999-12-17,2011-12-16
QQQ,12,위,무손절,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,무손절,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,무손절,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-1.0,가능,전체,27,0.0,12.09,0.45,51.85,1.881,34.71,13,7.68,-1.39,1.92,3,8,3.04,예,1999-12-17,2025-12-19
QQQ,12,위,-1.0,가능,앞 절반,13,,9.44,0.73,46.15,2.984,25.1,7,7.68,-1.0,2.52,0,6,2.85,예,1999-12-17,2011-12-16
QQQ,12,위,-1.0,가능,뒤 절반,14,,2.66,0.19,57.14,1.097,47.68,6,2.51,-1.39,1.16,3,2,3.21,예,2012-12-21,2025-12-19
QQQ,12,위,-1.0,가능,최근 10년,10,,-0.73,-0.07,50.0,0.847,54.15,5,1.11,-1.39,0.98,3,1,3.1,예,2016-12-16,2025-12-19
QQQ,12,위,-1.0,가능,최근 5년,5,,0.22,0.04,60.0,0.729,57.84,2,1.11,-1.39,1.15,1,1,3.0,아니오,2021-12-17,2025-12-19
QQQ,12,위,-1.5,가능,전체,27,0.0,10.62,0.39,55.56,1.348,42.58,12,7.68,-1.76,2.08,1,9,3.26,예,1999-12-17,2025-12-19
QQQ,12,위,-1.5,가능,앞 절반,13,,9.9,0.76,53.85,1.944,33.97,6,7.68,-1.76,2.69,1,4,3.23,예,1999-12-17,2011-12-16
QQQ,12,위,-1.5,가능,뒤 절반,14,,0.71,0.05,57.14,0.82,54.95,6,2.51,-1.5,1.33,0,5,3.29,예,2012-12-21,2025-12-19
QQQ,12,위,-1.5,가능,최근 10년,10,,-2.17,-0.22,50.0,0.649,60.64,5,1.11,-1.5,1.15,0,4,3.1,예,2016-12-16,2025-12-19
QQQ,12,위,-1.5,가능,최근 5년,5,,-0.39,-0.08,60.0,0.58,63.29,2,1.11,-1.5,1.31,0,2,3.0,아니오,2021-12-17,2025-12-19
QQQ,12,위,-2.0,가능,전체,27,0.0,12.56,0.47,59.26,1.206,45.34,11,7.68,-2.0,2.24,0,8,3.52,예,1999-12-17,2025-12-19
QQQ,12,위,-2.0,가능,앞 절반,13,,9.23,0.71,53.85,1.789,35.86,6,7.68,-2.0,2.77,0,4,3.54,예,1999-12-17,2011-12-16
QQQ,12,위,-2.0,가능,뒤 절반,14,,3.33,0.24,64.29,0.782,56.11,5,3.12,-2.0,1.68,0,4,3.5,예,2012-12-21,2025-12-19
QQQ,12,위,-2.0,가능,최근 10년,10,,0.95,0.1,60.0,0.769,56.52,4,3.12,-2.0,1.67,0,3,3.4,예,2016-12-16,2025-12-19
QQQ,12,위,-2.0,가능,최근 5년,5,,3.73,0.75,80.0,0.716,58.26,1,3.12,-2.0,1.82,0,1,3.6,아니오,2021-12-17,2025-12-19
QQQ,12,위,-2.5,가능,전체,27,0.0,11.75,0.44,59.26,1.149,46.52,11,7.68,-2.5,2.31,0,5,3.81,예,1999-12-17,2025-12-19
QQQ,12,위,-2.5,가능,앞 절반,13,,7.75,0.6,53.85,1.524,39.62,6,7.68,-2.5,2.89,0,3,3.77,예,1999-12-17,2011-12-16
QQQ,12,위,-2.5,가능,뒤 절반,14,,4.0,0.29,64.29,0.851,54.03,5,3.12,-2.5,1.7,0,2,3.86,예,2012-12-21,2025-12-19
QQQ,12,위,-2.5,가능,최근 10년,10,,1.79,0.18,60.0,0.89,52.9,4,3.12,-2.5,1.68,0,2,3.8,예,2016-12-16,2025-12-19
QQQ,12,위,-2.5,가능,최근 5년,5,,3.23,0.65,80.0,0.573,63.57,1,3.12,-2.5,2.02,0,1,3.8,아니오,2021-12-17,2025-12-19
QQQ,12,위,-3.0,가능,전체,27,0.0,15.91,0.59,62.96,1.139,46.75,10,7.68,-3.0,2.42,0,4,4.04,예,1999-12-17,2025-12-19
QQQ,12,위,-3.0,가능,앞 절반,13,,6.25,0.48,53.85,1.325,43.02,6,7.68,-3.0,3.03,0,3,3.85,예,1999-12-17,2011-12-16
QQQ,12,위,-3.0,가능,뒤 절반,14,,9.65,0.69,71.43,1.1,47.62,4,3.66,-3.0,1.79,0,1,4.21,예,2012-12-21,2025-12-19
QQQ,12,위,-3.0,가능,최근 10년,10,,7.45,0.75,70.0,1.385,41.93,3,3.66,-3.0,1.83,0,1,4.3,예,2016-12-16,2025-12-19
QQQ,12,위,-3.0,가능,최근 5년,5,,2.73,0.55,80.0,0.478,67.68,1,3.12,-3.0,2.21,0,1,4.2,아니오,2021-12-17,2025-12-19
QQQ,12,위,-3.5,가능,전체,27,0.0,14.03,0.52,62.96,1.026,49.36,10,7.68,-3.5,2.53,0,3,4.04,예,1999-12-17,2025-12-19
QQQ,12,위,-3.5,가능,앞 절반,13,,4.88,0.38,53.85,1.183,45.82,6,7.68,-3.5,3.17,0,2,3.85,예,1999-12-17,2011-12-16
QQQ,12,위,-3.5,가능,뒤 절반,14,,9.15,0.65,71.43,1.009,49.79,4,3.66,-3.5,1.88,0,1,4.21,예,2012-12-21,2025-12-19
QQQ,12,위,-3.5,가능,최근 10년,10,,6.95,0.7,70.0,1.204,45.36,3,3.66,-3.5,1.94,0,1,4.3,예,2016-12-16,2025-12-19
QQQ,12,위,-3.5,가능,최근 5년,5,,2.23,0.45,80.0,0.409,70.96,1,3.12,-3.5,2.42,0,1,4.2,아니오,2021-12-17,2025-12-19
QQQ,12,위,-4.0,가능,전체,27,0.0,14.09,0.52,62.96,1.029,49.29,10,7.68,-4.0,2.54,0,2,4.15,예,1999-12-17,2025-12-19
QQQ,12,위,-4.0,가능,앞 절반,13,,5.43,0.42,53.85,1.236,44.72,6,7.68,-4.0,3.13,0,1,4.08,예,1999-12-17,2011-12-16
QQQ,12,위,-4.0,가능,뒤 절반,14,,8.65,0.62,71.43,0.931,51.78,4,3.66,-4.0,1.96,0,1,4.21,예,2012-12-21,2025-12-19
QQQ,12,위,-4.0,가능,최근 10년,10,,6.45,0.65,70.0,1.066,48.41,3,3.66,-4.0,2.07,0,1,4.3,예,2016-12-16,2025-12-19
QQQ,12,위,-4.0,가능,최근 5년,5,,1.73,0.35,80.0,0.358,73.63,1,3.12,-4.0,2.62,0,1,4.2,아니오,2021-12-17,2025-12-19
QQQ,12,위,-4.5,가능,전체,27,0.0,15.07,0.56,62.96,1.086,47.94,10,7.68,-4.5,2.49,0,1,4.19,예,1999-12-17,2025-12-19
QQQ,12,위,-4.5,가능,앞 절반,13,,4.93,0.38,53.85,1.188,45.71,6,7.68,-4.5,3.19,0,1,4.08,예,1999-12-17,2011-12-16
QQQ,12,위,-4.5,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-4.5,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-4.5,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-5.0,가능,전체,27,0.0,14.57,0.54,62.96,1.056,48.63,10,7.68,-5.0,2.53,0,1,4.19,예,1999-12-17,2025-12-19
QQQ,12,위,-5.0,가능,앞 절반,13,,4.43,0.34,53.85,1.143,46.66,6,7.68,-5.0,3.26,0,1,4.08,예,1999-12-17,2011-12-16
QQQ,12,위,-5.0,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
