종목,테스트,파라미터,시작연도,방향,시대 구간,신호,사건,베이스라인,구간,기준,신호 표본,베이스라인 표본,평균 초과(%p),중앙값 초과(%p),승률 초과(%p)
QQQ,테스트 B(연속 등락),N=7,2003,연속 상승,전체,48,43,조건부 EMA200,1개월,익일시가,48,1111,-0.42,-1.81,6.01
QQQ,테스트 B(연속 등락),N=7,2003,연속 상승,전체,48,43,조건부 EMA200,3개월,종가,48,1111,-3.27,-5.2,-7.05
QQQ,테스트 B(연속 등락),N=7,2003,연속 상승,전체,48,43,조건부 EMA200,3개월,익일시가,48,1111,-3.3,-5.07,-8.95
QQQ,테스트 B(연속 등락),N=7,2003,연속 상승,전체,48,43,조건부 EMA200,6개월,종가,47,1103,-3.59,-2.49,3.06
QQQ,테스트 B(연속 등락),N=7,2003,연속 상승,전체,48,43,조건부 EMA200,6개월,익일시가,47,1103,-3.63,-3.0,3.06
QQQ,테스트 B(연속 등락),N=7,2003,연속 상승,전체,48,43,조건부 EMA200,1년,종가,46,1103,-9.44,-12.61,5.27
QQQ,테스트 B(연속 등락),N=7,2003,연속 상승,전체,48,43,조건부 EMA200,1년,익일시가,46,1103,-9.49,-12.48,5.27
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,1일,종가,8,5943,-1.01,-0.78,-30.04
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,1일,익일시가,8,5943,-0.64,-0.8,-40.6
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,1주,종가,8,5939,-0.86,-0.87,-21.33
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,1주,익일시가,8,5939,-0.48,-1.28,-20.24
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,1개월,종가,8,5923,-5.49,-2.93,-27.5
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,1개월,익일시가,8,5923,-5.08,-2.48,-15.19
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,3개월,종가,8,5881,-4.28,-0.43,-10.0
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,3개월,익일시가,8,5881,-3.88,-0.86,-9.87
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,6개월,종가,8,5818,-2.47,-0.07,-3.27
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,6개월,익일시가,8,5818,-2.01,0.34,-3.0
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,1년,종가,8,5692,4.51,3.24,1.68
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,단순 보유,1년,익일시가,8,5692,5.05,4.11,1.66
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,1일,종가,8,1226,-1.03,-0.77,-27.28
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,1일,익일시가,8,1226,-0.7,-0.83,-40.35
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,1주,종가,8,1226,-0.96,-1.02,-20.0
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,1주,익일시가,8,1226,-0.62,-1.38,-17.88
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,1개월,종가,8,1226,-5.94,-4.03,-26.77
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,1개월,익일시가,8,1226,-5.57,-3.69,-14.03
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,3개월,종가,8,1226,-5.59,-2.36,-10.26
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,3개월,익일시가,8,1226,-5.22,-2.94,-10.01
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,6개월,종가,8,1214,-4.85,-2.41,-2.1
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,6개월,익일시가,8,1214,-4.43,-2.1,-2.1
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,1년,종가,8,1214,-0.96,-3.82,4.14
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 SMA200,1년,익일시가,8,1214,-0.47,-2.99,4.14
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,1일,종가,8,1111,-1.04,-0.78,-27.39
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,1일,익일시가,8,1111,-0.7,-0.82,-39.8
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,1주,종가,8,1111,-1.02,-1.1,-20.2
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,1주,익일시가,8,1111,-0.67,-1.47,-18.04
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,1개월,종가,8,1111,-6.01,-4.08,-25.51
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,1개월,익일시가,8,1111,-5.63,-3.64,-12.74
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,3개월,종가,8,1111,-6.21,-3.29,-11.22
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,3개월,익일시가,8,1111,-5.83,-3.81,-11.04
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,6개월,종가,8,1103,-6.36,-3.73,-2.79
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,6개월,익일시가,8,1103,-5.93,-3.65,-2.79
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,1년,종가,8,1103,-2.93,-5.17,3.64
QQQ,테스트 B(연속 등락),N=7,2003,연속 하락,전체,8,6,조건부 EMA200,1년,익일시가,8,1103,-2.43,-4.45,3.64
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,1일,종가,24,5943,0.12,-0.03,3.29
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,1일,익일시가,24,5943,0.12,0.16,1.06
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,1주,종가,24,5939,0.86,0.53,12.0
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,1주,익일시가,24,5939,0.85,0.41,21.43
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,1개월,종가,24,5923,0.69,0.69,1.67
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,1개월,익일시가,24,5923,0.68,0.35,1.48
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,3개월,종가,24,5881,-1.05,-2.13,-5.84
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,3개월,익일시가,24,5881,-1.05,-1.8,-5.7
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,6개월,종가,23,5818,0.66,1.37,-4.36
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,6개월,익일시가,23,5818,0.64,1.44,-4.09
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,1년,종가,22,5692,0.92,1.5,5.09
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,단순 보유,1년,익일시가,22,5692,0.9,1.48,5.07
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,1일,종가,24,1226,0.1,-0.03,6.05
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,1일,익일시가,24,1226,0.06,0.13,1.31
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,1주,종가,24,1226,0.76,0.38,13.33
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,1주,익일시가,24,1226,0.71,0.3,23.78
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,1개월,종가,24,1226,0.24,-0.41,2.39
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,1개월,익일시가,24,1226,0.19,-0.86,2.64
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,3개월,종가,24,1226,-2.35,-4.06,-6.09
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,3개월,익일시가,24,1226,-2.4,-3.87,-5.85
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,6개월,종가,23,1214,-1.71,-0.98,-3.19
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,6개월,익일시가,23,1214,-1.78,-1.0,-3.19
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,1년,종가,22,1214,-4.55,-5.56,7.55
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 SMA200,1년,익일시가,22,1214,-4.61,-5.63,7.55
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,1일,종가,24,1111,0.08,-0.04,5.95
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,1일,익일시가,24,1111,0.06,0.13,1.87
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,1주,종가,24,1111,0.7,0.3,13.14
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,1주,익일시가,24,1111,0.67,0.22,23.63
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,1개월,종가,24,1111,0.17,-0.46,3.66
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,1개월,익일시가,24,1111,0.14,-0.81,3.93
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,3개월,종가,24,1111,-2.98,-4.99,-7.05
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,3개월,익일시가,24,1111,-3.01,-4.75,-6.87
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,6개월,종가,23,1103,-3.23,-2.29,-3.87
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,6개월,익일시가,23,1103,-3.28,-2.55,-3.87
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,1년,종가,22,1103,-6.52,-6.9,7.05
QQQ,테스트 B(연속 등락),N=8,2003,연속 상승,전체,24,22,조건부 EMA200,1년,익일시가,22,1103,-6.57,-7.08,7.05
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,1일,종가,6,5943,1.73,0.09,-5.04
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,1일,익일시가,6,5943,0.83,0.07,-3.1
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,1주,종가,6,5939,1.33,0.9,41.17
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,1주,익일시가,6,5939,0.5,0.69,25.6
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,1개월,종가,6,5923,-0.68,-1.54,-15.0
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,1개월,익일시가,6,5923,-1.46,-1.92,-15.19
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,3개월,종가,6,5881,1.67,3.71,-5.84
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,3개월,익일시가,6,5881,0.92,3.48,-5.7
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,6개월,종가,6,5818,5.76,6.36,21.73
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,6개월,익일시가,6,5818,4.93,6.06,5.33
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,1년,종가,6,5692,11.71,10.82,14.18
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,단순 보유,1년,익일시가,6,5692,10.62,10.94,14.16
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,1일,종가,6,1226,1.71,0.1,-2.28
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,1일,익일시가,6,1226,0.77,0.04,-2.85
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,1주,종가,6,1226,1.22,0.75,42.5
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,1주,익일시가,6,1226,0.36,0.59,27.95
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,1개월,종가,6,1226,-1.13,-2.64,-14.27
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,1개월,익일시가,6,1226,-1.95,-3.13,-14.03
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,3개월,종가,6,1226,0.36,1.78,-6.09
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,3개월,익일시가,6,1226,-0.43,1.4,-5.85
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,6개월,종가,6,1214,3.38,4.02,22.9
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,6개월,익일시가,6,1214,2.51,3.63,6.23
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,1년,종가,6,1214,6.24,3.75,16.64
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 SMA200,1년,익일시가,6,1214,5.1,3.83,16.64
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,1일,종가,6,1111,1.7,0.09,-2.39
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,1일,익일시가,6,1111,0.77,0.04,-2.3
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,1주,종가,6,1111,1.17,0.68,42.3
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,1주,익일시가,6,1111,0.31,0.5,27.8
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,1개월,종가,6,1111,-1.2,-2.69,-13.01
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,1개월,익일시가,6,1111,-2.01,-3.08,-12.74
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,3개월,종가,6,1111,-0.26,0.84,-7.05
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,3개월,익일시가,6,1111,-1.04,0.53,-6.87
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,6개월,종가,6,1103,1.86,2.7,22.21
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,6개월,익일시가,6,1103,1.0,2.08,5.55
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,1년,종가,6,1103,4.27,2.41,16.14
QQQ,테스트 B(연속 등락),N=8,2003,연속 하락,전체,6,5,조건부 EMA200,1년,익일시가,6,1103,3.15,2.38,16.14
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,1일,종가,14,5943,0.18,-0.03,9.25
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,1일,익일시가,14,5943,0.08,-0.02,-3.1
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,1주,종가,14,5939,1.04,0.4,26.88
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,1주,익일시가,14,5939,0.94,0.57,27.98
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,1개월,종가,14,5923,1.59,0.62,13.57
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,1개월,익일시가,14,5923,1.48,0.4,13.38
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,3개월,종가,14,5881,-0.0,-0.65,6.07
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,3개월,익일시가,14,5881,-0.11,-0.54,6.2
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,6개월,종가,13,5818,0.44,3.5,-1.35
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,6개월,익일시가,13,5818,0.35,3.88,-1.08
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,1년,종가,12,5692,2.27,5.23,-2.49
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,단순 보유,1년,익일시가,12,5692,2.18,5.39,-2.51
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,1일,종가,14,1226,0.16,-0.03,12.0
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,1일,익일시가,14,1226,0.02,-0.05,-2.85
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,1주,종가,14,1226,0.94,0.25,28.21
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,1주,익일시가,14,1226,0.8,0.46,30.33
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,1개월,종가,14,1226,1.13,-0.48,14.3
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,1개월,익일시가,14,1226,0.99,-0.81,14.54
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,3개월,종가,14,1226,-1.31,-2.58,5.81
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,3개월,익일시가,14,1226,-1.46,-2.61,6.06
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,6개월,종가,13,1214,-1.94,1.15,-0.18
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,6개월,익일시가,13,1214,-2.07,1.44,-0.18
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,1년,종가,12,1214,-3.2,-1.84,-0.03
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 SMA200,1년,익일시가,12,1214,-3.34,-1.72,-0.03
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,1일,종가,14,1111,0.15,-0.03,11.9
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,1일,익일시가,14,1111,0.02,-0.04,-2.3
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,1주,종가,14,1111,0.89,0.18,28.02
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,1주,익일시가,14,1111,0.76,0.38,30.18
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,1개월,종가,14,1111,1.07,-0.54,15.57
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,1개월,익일시가,14,1111,0.94,-0.76,15.84
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,3개월,종가,14,1111,-1.93,-3.51,4.85
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,3개월,익일시가,14,1111,-2.07,-3.49,5.03
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,6개월,종가,13,1103,-3.45,-0.16,-0.86
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,6개월,익일시가,13,1103,-3.57,-0.11,-0.86
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,1년,종가,12,1103,-5.17,-3.18,-0.53
QQQ,테스트 B(연속 등락),N=9,2003,연속 상승,전체,14,14,조건부 EMA200,1년,익일시가,12,1103,-5.29,-3.17,-0.53
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,1일,종가,3,5943,1.56,2.26,11.63
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,1일,익일시가,3,5943,0.9,0.68,13.56
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,1주,종가,3,5939,2.16,1.55,41.17
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,1주,익일시가,3,5939,1.5,1.44,42.26
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,1개월,종가,3,5923,3.91,3.86,35.0
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,1개월,익일시가,3,5923,3.24,3.68,34.81
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,3개월,종가,3,5881,8.88,7.63,27.5
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,3개월,익일시가,3,5881,8.14,7.47,27.63
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,6개월,종가,3,5818,10.21,12.45,21.73
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,6개월,익일시가,3,5818,9.42,10.6,22.0
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,1년,종가,3,5692,13.17,14.42,14.18
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,단순 보유,1년,익일시가,3,5692,12.28,14.2,14.16
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,1일,종가,3,1226,1.54,2.26,14.38
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,1일,익일시가,3,1226,0.84,0.65,13.81
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,1주,종가,3,1226,2.06,1.4,42.5
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,1주,익일시가,3,1226,1.36,1.33,44.62
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,1개월,종가,3,1226,3.46,2.76,35.73
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,1개월,익일시가,3,1226,2.74,2.46,35.97
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,3개월,종가,3,1226,7.57,5.7,27.24
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,3개월,익일시가,3,1226,6.79,5.39,27.49
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,6개월,종가,3,1214,7.84,10.11,22.9
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,6개월,익일시가,3,1214,6.99,8.17,22.9
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,1년,종가,3,1214,7.7,7.36,16.64
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 SMA200,1년,익일시가,3,1214,6.76,7.09,16.64
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,1일,종가,3,1111,1.53,2.26,14.28
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,1일,익일시가,3,1111,0.84,0.65,14.37
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,1주,종가,3,1111,2.01,1.32,42.3
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,1주,익일시가,3,1111,1.31,1.25,44.46
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,1개월,종가,3,1111,3.4,2.71,36.99
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,1개월,익일시가,3,1111,2.69,2.52,37.26
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,3개월,종가,3,1111,6.95,4.77,26.28
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,3개월,익일시가,3,1111,6.18,4.52,26.46
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,6개월,종가,3,1103,6.32,8.79,22.21
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,6개월,익일시가,3,1103,5.49,6.62,22.21
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,1년,종가,3,1103,5.73,6.02,16.14
QQQ,테스트 B(연속 등락),N=9,2003,연속 하락,전체,3,3,조건부 EMA200,1년,익일시가,3,1103,4.81,5.64,16.14
QQQ,테스트 B(연속 등락),N=10,2003,연속 상승,전체,9,9,단순 보유,1일,종가,9,5943,0.34,0.22,11.63
QQQ,테스트 B(연속 등락),N=10,2003,연속 상승,전체,9,9,단순 보유,1일,익일시가,9,5943,0.4,0.43,13.56
QQQ,테스트 B(연속 등락),N=10,2003,연속 상승,전체,9,9,단순 보유,1주,종가,9,5939,0.69,0.49,7.84
QQQ,테스트 B(연속 등락),N=10,2003,연속 상승,전체,9,9,단순 보유,1주,익일시가,9,5939,0.75,0.26,20.04
QQQ,테스트 B(연속 등락),N=10,2003,연속 상승,전체,9,9,단순 보유,1개월,종가,9,5923,1.46,1.14,1.67
QQQ,테스트 B(연속 등락),N=10,2003,연속 상승,전체,9,9,단순 보유,1개월,익일시가,9,5923,1.52,1.0,1.48
QQQ,테스트 B(연속 등락),N=10,2003,연속 상승,전체,9,9,단순 보유,3개월,종가,9,5881,-2.43,-3.54,-5.84
QQQ,테스트 B(연속 등락),N=10,2003,연속 상승,전체,9,9,단순 보유,3개월,익일시가,9,5881,-2.36,-3.32,-5.7
QQQ,테스트 B(연속 등락),N=10,2003,연속 상승,전체,9,9,단순 보유,6개월,종가,8,5818,-2.6,3.25,-15.77
