종목,테스트,파라미터,시작연도,방향,시대 구간,신호,사건,베이스라인,구간,기준,신호 표본,베이스라인 표본,평균 초과(%p),중앙값 초과(%p),승률 초과(%p)
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,단순 보유,1개월,종가,8,5310,4.73,1.85,4.97
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,단순 보유,1개월,익일시가,8,5310,4.81,1.89,17.98
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,단순 보유,3개월,종가,8,5268,11.6,6.9,25.43
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,단순 보유,3개월,익일시가,8,5268,11.69,7.0,25.62
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,단순 보유,6개월,종가,8,5205,21.8,13.95,15.52
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,단순 보유,6개월,익일시가,8,5205,21.84,14.08,15.52
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,단순 보유,1년,종가,6,5079,-7.85,1.56,4.67
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,단순 보유,1년,익일시가,6,5079,-7.71,1.77,4.86
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,1일,종가,8,1987,0.05,-0.2,-2.59
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,1일,익일시가,8,1987,0.1,-0.14,-13.03
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,1주,종가,8,1987,0.68,1.45,6.89
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,1주,익일시가,8,1987,0.74,1.23,7.49
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,1개월,종가,8,1987,5.15,1.97,5.83
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,1개월,익일시가,8,1987,5.2,1.94,19.09
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,3개월,종가,8,1987,13.32,6.97,26.81
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,3개월,익일시가,8,1987,13.37,7.02,26.91
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,6개월,종가,8,1987,25.14,14.36,15.97
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,6개월,익일시가,8,1987,25.15,14.49,15.66
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,1년,종가,6,1987,-10.47,2.18,-0.12
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 SMA200,1년,익일시가,6,1987,-10.36,2.51,-0.02
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,1일,종가,8,1902,0.04,-0.2,-2.42
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,1일,익일시가,8,1902,0.1,-0.14,-13.03
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,1주,종가,8,1902,0.72,1.49,7.93
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,1주,익일시가,8,1902,0.77,1.29,8.35
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,1개월,종가,8,1900,5.18,1.95,5.97
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,1개월,익일시가,8,1900,5.22,1.96,19.32
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,3개월,종가,8,1900,12.94,6.61,23.82
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,3개월,익일시가,8,1900,12.99,6.71,24.08
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,6개월,종가,8,1900,24.25,13.64,11.95
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,6개월,익일시가,8,1900,24.25,13.72,11.68
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,1년,종가,6,1900,-11.01,1.44,-2.28
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 상승,전체,8,8,조건부 EMA200,1년,익일시가,6,1900,-10.9,1.76,-2.23
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,1일,종가,1,5330,-0.21,-0.24,-53.34
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,1일,익일시가,1,5330,-0.29,-0.3,-49.76
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,1주,종가,1,5326,-2.33,-2.41,-56.06
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,1주,익일시가,1,5326,-2.41,-2.51,-55.16
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,1개월,종가,1,5310,-2.35,-2.26,-57.53
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,1개월,익일시가,1,5310,-2.44,-2.33,-57.02
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,3개월,종가,1,5268,-6.28,-5.2,-62.07
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,3개월,익일시가,1,5268,-6.36,-5.29,-61.88
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,6개월,종가,1,5205,-2.59,1.39,40.52
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,6개월,익일시가,1,5205,-2.68,1.31,40.52
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,1년,종가,1,5079,-13.9,-7.16,-62.0
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,단순 보유,1년,익일시가,1,5079,-13.99,-7.32,-61.8
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,1일,종가,1,1987,-0.19,-0.23,-52.59
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,1일,익일시가,1,1987,-0.31,-0.32,-50.53
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,1주,종가,1,1987,-2.26,-2.45,-55.61
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,1주,익일시가,1,1987,-2.37,-2.54,-55.01
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,1개월,종가,1,1987,-1.93,-2.14,-56.67
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,1개월,익일시가,1,1987,-2.04,-2.29,-55.91
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,3개월,종가,1,1987,-4.57,-5.13,-60.69
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,3개월,익일시가,1,1987,-4.68,-5.27,-60.59
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,6개월,종가,1,1987,0.75,1.79,40.97
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,6개월,익일시가,1,1987,0.63,1.72,40.66
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,1년,종가,1,1987,-16.51,-6.55,-66.78
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 SMA200,1년,익일시가,1,1987,-16.63,-6.59,-66.68
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,1일,종가,1,1902,-0.2,-0.23,-52.42
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,1일,익일시가,1,1902,-0.31,-0.32,-50.53
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,1주,종가,1,1902,-2.22,-2.41,-54.57
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,1주,익일시가,1,1902,-2.33,-2.48,-54.15
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,1개월,종가,1,1900,-1.91,-2.16,-56.53
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,1개월,익일시가,1,1900,-2.03,-2.26,-55.68
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,3개월,종가,1,1900,-4.95,-5.49,-63.68
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,3개월,익일시가,1,1900,-5.07,-5.58,-63.42
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,6개월,종가,1,1900,-0.14,1.07,36.95
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,6개월,익일시가,1,1900,-0.26,0.95,36.68
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,1년,종가,1,1900,-17.06,-7.28,-68.95
KODEX 200,테스트 B(연속 등락),N=9,2005,연속 하락,전체,1,1,조건부 EMA200,1년,익일시가,1,1900,-17.18,-7.34,-68.89
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,1일,종가,4,5330,0.72,0.51,46.66
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,1일,익일시가,4,5330,0.48,0.46,25.24
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,1주,종가,4,5326,1.67,2.39,18.94
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,1주,익일시가,4,5326,1.41,2.02,19.84
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,1개월,종가,4,5310,8.67,9.48,17.47
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,1개월,익일시가,4,5310,8.36,9.3,17.98
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,3개월,종가,4,5268,10.02,12.85,12.93
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,3개월,익일시가,4,5268,9.66,12.66,13.12
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,6개월,종가,4,5205,29.49,35.24,15.52
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,6개월,익일시가,4,5205,28.99,34.19,15.52
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,1년,종가,2,5079,-9.52,-2.79,-12.0
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,단순 보유,1년,익일시가,2,5079,-9.41,-2.74,-11.8
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,1일,종가,4,1987,0.74,0.51,47.41
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,1일,익일시가,4,1987,0.47,0.44,24.47
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,1주,종가,4,1987,1.74,2.36,19.39
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,1주,익일시가,4,1987,1.45,1.99,19.99
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,1개월,종가,4,1987,9.09,9.6,18.33
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,1개월,익일시가,4,1987,8.75,9.35,19.09
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,3개월,종가,4,1987,11.73,12.92,14.31
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,3개월,익일시가,4,1987,11.34,12.68,14.41
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,6개월,종가,4,1987,32.82,35.65,15.97
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,6개월,익일시가,4,1987,32.3,34.6,15.66
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,1년,종가,2,1987,-12.14,-2.17,-16.78
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 SMA200,1년,익일시가,2,1987,-12.05,-2.01,-16.68
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,1일,종가,4,1902,0.74,0.51,47.58
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,1일,익일시가,4,1902,0.46,0.44,24.47
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,1주,종가,4,1902,1.78,2.39,20.43
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,1주,익일시가,4,1902,1.49,2.05,20.85
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,1개월,종가,4,1900,9.12,9.58,18.47
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,1개월,익일시가,4,1900,8.77,9.38,19.32
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,3개월,종가,4,1900,11.35,12.56,11.32
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,3개월,익일시가,4,1900,10.95,12.37,11.58
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,6개월,종가,4,1900,31.94,34.92,11.95
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,6개월,익일시가,4,1900,31.41,33.83,11.68
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,1년,종가,2,1900,-12.68,-2.9,-18.95
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 상승,전체,4,4,조건부 EMA200,1년,익일시가,2,1900,-12.59,-2.75,-18.89
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,1일,종가,1,5330,0.13,0.1,46.66
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,1일,익일시가,1,5330,-0.25,-0.26,-49.76
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,1주,종가,1,5326,-2.28,-2.36,-56.06
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,1주,익일시가,1,5326,-2.65,-2.74,-55.16
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,1개월,종가,1,5310,-2.48,-2.38,-57.53
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,1개월,익일시가,1,5310,-2.85,-2.75,-57.02
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,3개월,종가,1,5268,-5.93,-4.85,-62.07
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,3개월,익일시가,1,5268,-6.3,-5.22,-61.88
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,6개월,종가,1,5205,-2.5,1.48,40.52
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,6개월,익일시가,1,5205,-2.91,1.09,40.52
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,1년,종가,1,5079,-13.98,-7.25,-62.0
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,단순 보유,1년,익일시가,1,5079,-14.37,-7.7,-61.8
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,1일,종가,1,1987,0.15,0.11,47.41
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,1일,익일시가,1,1987,-0.26,-0.28,-50.53
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,1주,종가,1,1987,-2.2,-2.39,-55.61
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,1주,익일시가,1,1987,-2.61,-2.78,-55.01
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,1개월,종가,1,1987,-2.06,-2.26,-56.67
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,1개월,익일시가,1,1987,-2.46,-2.7,-55.91
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,3개월,종가,1,1987,-4.22,-4.78,-60.69
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,3개월,익일시가,1,1987,-4.62,-5.2,-60.59
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,6개월,종가,1,1987,0.84,1.88,40.97
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,6개월,익일시가,1,1987,0.4,1.5,40.66
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,1년,종가,1,1987,-16.6,-6.63,-66.78
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 SMA200,1년,익일시가,1,1987,-17.01,-6.97,-66.68
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,1일,종가,1,1902,0.14,0.11,47.58
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,1일,익일시가,1,1902,-0.27,-0.28,-50.53
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,1주,종가,1,1902,-2.17,-2.36,-54.57
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,1주,익일시가,1,1902,-2.57,-2.72,-54.15
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,1개월,종가,1,1900,-2.03,-2.28,-56.53
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,1개월,익일시가,1,1900,-2.44,-2.68,-55.68
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,3개월,종가,1,1900,-4.59,-5.14,-63.68
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,3개월,익일시가,1,1900,-5.0,-5.51,-63.42
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,6개월,종가,1,1900,-0.05,1.16,36.95
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,6개월,익일시가,1,1900,-0.49,0.73,36.68
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,1년,종가,1,1900,-17.14,-7.36,-68.95
KODEX 200,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1,조건부 EMA200,1년,익일시가,1,1900,-17.55,-7.71,-68.89
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,1일,종가,14,4588,-1.64,-1.12,-24.33
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,1일,익일시가,14,4588,-0.97,-0.6,-13.61
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,1주,종가,14,4584,1.48,1.68,9.57
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,1주,익일시가,14,4584,2.14,1.84,17.79
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,1개월,종가,13,4568,0.85,0.72,-2.15
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,1개월,익일시가,13,4568,1.15,-2.14,-9.36
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,3개월,종가,13,4526,12.18,11.87,16.89
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,3개월,익일시가,13,4526,12.56,8.11,17.11
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,6개월,종가,11,4463,12.63,24.75,15.46
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,6개월,익일시가,11,4463,12.95,22.43,15.43
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,1년,종가,10,4337,37.13,43.3,41.13
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,단순 보유,1년,익일시가,10,4337,37.47,42.19,41.34
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,1일,종가,14,1931,-1.62,-1.12,-23.84
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,1일,익일시가,14,1931,-0.99,-0.62,-14.73
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,1주,종가,14,1931,1.54,1.6,9.24
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,1주,익일시가,14,1931,2.16,1.76,16.9
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,1개월,종가,13,1931,1.21,0.74,-1.82
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,1개월,익일시가,13,1931,1.47,-2.11,-8.64
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,3개월,종가,13,1931,13.75,11.75,17.37
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,3개월,익일시가,13,1931,14.09,7.99,17.47
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,6개월,종가,11,1931,15.47,24.57,14.88
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,6개월,익일시가,11,1931,15.76,22.37,14.57
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,1년,종가,10,1931,34.8,42.12,34.18
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 SMA200,1년,익일시가,10,1931,35.11,41.02,34.28
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,1일,종가,14,1876,-1.63,-1.12,-23.83
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,1일,익일시가,14,1876,-0.99,-0.62,-14.87
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,1주,종가,14,1876,1.57,1.63,9.97
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,1주,익일시가,14,1876,2.19,1.8,17.48
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,1개월,종가,13,1874,1.2,0.66,-2.24
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,1개월,익일시가,13,1874,1.46,-2.17,-9.02
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,3개월,종가,13,1874,13.3,11.25,13.74
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,3개월,익일시가,13,1874,13.65,7.55,14.01
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,6개월,종가,11,1874,14.48,23.58,10.19
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,6개월,익일시가,11,1874,14.77,21.36,9.92
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,1년,종가,10,1874,33.9,41.13,31.48
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,조건부 EMA200,1년,익일시가,10,1874,34.2,39.97,31.54
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,1일,종가,16,4588,0.63,1.89,15.85
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,1일,익일시가,16,4588,-0.15,-0.01,0.68
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,1주,종가,16,4584,4.73,5.61,14.04
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,1주,익일시가,16,4584,3.95,2.7,15.11
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,1개월,종가,14,4568,-2.11,-5.57,-13.14
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,1개월,익일시가,14,4568,-2.85,-4.15,-26.95
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,3개월,종가,12,4526,13.85,6.12,14.97
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,3개월,익일시가,12,4526,13.21,8.39,6.86
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,6개월,종가,10,4463,15.72,21.85,32.73
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,6개월,익일시가,10,4463,16.1,25.93,32.71
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,1년,종가,10,4337,39.51,42.17,41.13
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,단순 보유,1년,익일시가,10,4337,39.83,48.18,41.34
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,조건부 SMA200,1일,종가,16,1931,0.65,1.89,16.34
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,조건부 SMA200,1일,익일시가,16,1931,-0.17,-0.03,-0.44
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,조건부 SMA200,1주,종가,16,1931,4.79,5.53,13.7
