종목,테스트,파라미터,시작연도,방향,시대 구간,신호,사건,구간,표본,치우친 쪽,적중률(%),방향 기대값(%),합산 수익률(%),1차 판정
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,2일,3,위,66.67,0.76,2.28,후보
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,3일,3,위,100.0,3.16,9.48,후보
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,1주,3,위,100.0,1.85,5.56,후보
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,2주,3,위,66.67,7.12,21.36,후보
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,1개월,3,위,66.67,11.16,33.49,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,1일,1,아래,100.0,4.25,4.25,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,2일,1,아래,100.0,2.49,2.49,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,3일,1,아래,100.0,1.83,1.83,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,1주,1,아래,100.0,4.68,4.68,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,2주,1,위,100.0,0.29,0.29,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,1개월,1,위,100.0,4.71,4.71,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,1일,2,위,100.0,8.03,16.05,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,2일,2,위,50.0,-0.11,-0.21,제외
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,3일,2,위,100.0,3.83,7.66,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,1주,2,위,100.0,0.44,0.88,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,2주,2,위,100.0,10.83,21.65,후보
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,1개월,2,위,100.0,19.1,38.2,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,1일,3,위,100.0,6.77,20.31,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,2일,3,위,66.67,0.76,2.28,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,3일,3,위,100.0,3.16,9.48,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,1주,3,위,100.0,1.85,5.56,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,2주,3,위,66.67,7.12,21.36,후보
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,1개월,3,위,66.67,11.16,33.49,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,1일,5,아래,80.0,3.63,18.17,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,2일,5,아래,60.0,0.96,4.81,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,3일,5,아래,60.0,2.61,13.05,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,1주,5,위,60.0,-2.14,-10.7,제외
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,2주,5,위,80.0,1.92,9.58,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,1개월,5,위,100.0,9.51,47.57,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,1일,3,위,100.0,7.17,21.5,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,2일,3,위,66.67,0.21,0.64,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,3일,3,위,66.67,-0.25,-0.74,제외
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,1주,3,위,66.67,-3.89,-11.66,제외
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,2주,3,위,66.67,3.24,9.72,후보
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,1개월,3,위,100.0,13.22,39.66,후보
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,1일,8,위,87.5,4.96,39.67,후보
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,2일,8,위,62.5,0.68,5.46,후보
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,3일,8,위,62.5,1.54,12.31,후보
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,1주,8,위,50.0,-0.12,-0.96,제외
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,2주,8,아래,62.5,-0.02,-0.14,제외
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,1개월,8,아래,62.5,0.99,7.9,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,1일,25,아래,60.0,1.03,25.65,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,2일,25,아래,52.0,0.41,10.15,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,3일,25,위,56.0,0.85,21.26,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,1주,25,위,64.0,1.4,34.94,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,2주,25,위,64.0,1.35,33.84,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,1개월,25,위,56.0,1.56,39.08,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,1일,36,위,55.56,0.36,13.02,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,2일,36,위,69.44,1.14,41.12,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,3일,36,위,61.11,1.28,46.05,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,1주,36,위,61.11,2.78,100.04,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,2주,36,위,55.56,2.18,78.41,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,1개월,36,아래,52.78,-0.64,-23.21,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,1일,61,위,57.38,0.63,38.68,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,2일,61,위,62.3,0.84,51.27,후보
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,3일,61,위,54.1,0.41,24.79,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,1주,61,위,49.18,1.07,65.09,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,2주,61,아래,50.82,-0.73,-44.57,제외
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,1개월,61,아래,54.1,0.26,15.87,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,1일,38,아래,65.79,1.07,40.56,후보
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,2일,38,위,50.0,-0.45,-17.11,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,3일,38,위,50.0,0.51,19.25,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,1주,38,위,57.89,0.98,37.37,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,2주,38,위,60.53,0.6,22.96,후보
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,1개월,38,위,60.53,2.46,93.46,후보
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,49,10,1일,49,위,55.1,0.44,21.63,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,49,10,2일,49,위,67.35,1.12,54.89,후보
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,49,10,3일,49,위,57.14,0.81,39.5,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,49,10,1주,49,위,53.06,1.78,87.01,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,49,10,2주,49,위,53.06,1.36,66.59,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,49,10,1개월,49,아래,51.02,-0.48,-23.44,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,87,16,1일,87,위,59.77,0.71,62.19,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,87,16,2일,87,위,59.77,0.83,72.0,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,87,16,3일,87,위,54.02,0.23,20.24,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,87,16,1주,87,아래,50.57,-0.57,-49.64,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,87,16,2주,87,아래,51.72,-0.5,-43.63,제외
KODEX 200,테스트 A(역대급 등락),K=10,2003,역방향 전체,전체,87,16,1개월,87,아래,55.17,0.8,70.02,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,72,19,1일,72,아래,58.33,0.54,38.82,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,72,19,2일,72,위,50.0,-0.4,-28.99,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,72,19,3일,72,위,52.78,-0.04,-3.09,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,72,19,1주,72,위,54.17,0.42,30.31,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,72,19,2주,72,위,54.17,-0.37,-26.88,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,72,19,1개월,71,위,52.11,1.35,95.98,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,86,20,1일,86,위,61.63,0.7,60.4,후보
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,86,20,2일,86,위,61.63,1.64,140.74,후보
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,86,20,3일,86,위,60.47,1.28,110.2,후보
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,86,20,1주,86,위,58.14,2.16,185.4,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,86,20,2주,86,위,60.47,2.17,186.72,후보
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭락,전체,86,20,1개월,86,위,56.98,2.27,194.98,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,158,25,1일,158,위,60.13,0.63,99.21,후보
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,158,25,2일,158,위,55.7,1.07,169.73,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,158,25,3일,158,위,54.43,0.72,113.29,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,158,25,1주,158,위,51.27,0.98,155.09,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,158,25,2주,158,위,53.8,1.35,213.6,제외
KODEX 200,테스트 A(역대급 등락),K=20,2003,역방향 전체,전체,158,25,1개월,157,위,52.87,0.63,99.01,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,17,8,1일,17,아래,70.59,1.32,22.43,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,17,8,2일,17,아래,52.94,0.63,10.68,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,17,8,3일,17,위,52.94,1.04,17.66,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,17,8,1주,17,위,64.71,1.79,30.38,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,17,8,2주,17,위,82.35,2.71,46.12,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭등,전체,17,8,1개월,17,위,58.82,2.2,37.4,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,19,6,1일,19,위,68.42,0.54,10.18,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,19,6,2일,19,위,73.68,0.87,16.61,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,19,6,3일,19,위,63.16,1.54,29.31,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,19,6,1주,19,위,63.16,4.17,79.32,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,19,6,2주,19,위,57.89,3.51,66.65,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,폭락,전체,19,6,1개월,19,아래,52.63,-0.03,-0.53,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,36,9,1일,36,위,69.44,0.91,32.61,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,36,9,2일,36,위,63.89,0.76,27.29,후보
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,36,9,3일,36,위,55.56,0.32,11.65,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,36,9,1주,36,아래,50.0,-1.36,-48.94,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,36,9,2주,36,아래,61.11,-0.57,-20.53,제외
KODEX 200,테스트 A(역대급 등락),K=5,2005,역방향 전체,전체,36,9,1개월,36,아래,55.56,1.02,36.87,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,25,10,1일,25,아래,72.0,1.22,30.56,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,25,10,2일,25,위,52.0,-0.35,-8.7,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,25,10,3일,25,위,52.0,1.29,32.19,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,25,10,1주,25,위,64.0,2.12,53.01,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,25,10,2주,25,위,80.0,2.6,64.98,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭등,전체,25,10,1개월,25,위,68.0,4.28,106.91,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,26,7,1일,26,위,69.23,1.02,26.56,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,26,7,2일,26,위,80.77,1.73,45.03,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,26,7,3일,26,위,65.38,1.45,37.63,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,26,7,1주,26,위,57.69,3.14,81.77,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,26,7,2주,26,위,61.54,2.72,70.84,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,폭락,전체,26,7,1개월,26,위,57.69,0.8,20.84,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,51,12,1일,51,위,70.59,1.12,57.12,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,51,12,2일,51,위,64.71,1.05,53.73,후보
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,51,12,3일,51,위,56.86,0.11,5.44,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,51,12,1주,51,아래,50.98,-0.56,-28.76,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,51,12,2주,51,아래,58.82,-0.12,-5.87,제외
KODEX 200,테스트 A(역대급 등락),K=10,2005,역방향 전체,전체,51,12,1개월,51,아래,54.9,1.69,86.07,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,40,14,1일,40,아래,67.5,0.7,28.08,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,40,14,2일,40,아래,52.5,0.53,21.19,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,40,14,3일,40,아래,52.5,-0.23,-9.24,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,40,14,1주,40,위,57.5,1.13,45.02,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,40,14,2주,40,위,67.5,0.53,21.4,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭등,전체,40,14,1개월,39,위,58.97,3.09,120.63,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,48,15,1일,48,위,70.83,1.18,56.68,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,48,15,2일,48,위,75.0,2.66,127.88,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,48,15,3일,48,위,68.75,2.11,101.16,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,48,15,1주,48,위,66.67,3.56,170.81,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,48,15,2주,48,위,68.75,3.65,175.38,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,폭락,전체,48,15,1개월,48,위,68.75,3.77,180.83,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,88,20,1일,88,위,69.32,0.96,84.76,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,88,20,2일,88,위,64.77,1.69,149.07,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,88,20,3일,88,위,61.36,1.04,91.91,후보
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,88,20,1주,88,위,54.55,1.43,125.79,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,88,20,2주,88,위,52.27,1.75,153.98,제외
KODEX 200,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,88,20,1개월,87,위,56.32,0.69,60.2,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,1일,14,아래,71.43,1.59,22.32,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,2일,14,위,50.0,-0.74,-10.42,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,3일,14,위,50.0,0.96,13.45,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,1주,14,위,64.29,1.69,23.63,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,2주,14,위,78.57,2.3,32.26,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭등,전체,14,5,1개월,14,위,50.0,1.59,22.23,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,1일,16,위,68.75,0.67,10.75,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,2일,16,위,68.75,0.79,12.65,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,3일,16,위,68.75,2.25,35.94,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,1주,16,위,68.75,4.94,78.99,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,2주,16,위,62.5,3.93,62.87,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,폭락,전체,16,5,1개월,16,아래,56.25,0.48,7.6,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,30,6,1일,30,위,70.0,1.1,33.07,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,30,6,2일,30,위,60.0,0.77,23.07,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,30,6,3일,30,위,60.0,0.75,22.48,후보
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,30,6,1주,30,위,53.33,1.85,55.36,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,30,6,2주,30,아래,56.67,-1.02,-30.61,제외
KODEX 200,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,30,6,1개월,30,아래,53.33,0.99,29.84,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,22,7,1일,22,아래,72.73,1.38,30.45,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,22,7,2일,22,위,54.55,-0.38,-8.43,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,22,7,3일,22,위,50.0,1.27,27.99,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,22,7,1주,22,위,63.64,2.1,46.25,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,22,7,2주,22,위,77.27,2.32,51.11,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭등,전체,22,7,1개월,22,위,63.64,4.17,91.74,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,22,6,1일,22,위,72.73,1.24,27.37,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,22,6,2일,22,위,77.27,1.81,39.79,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,22,6,3일,22,위,72.73,2.02,44.52,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,22,6,1주,22,위,59.09,3.59,78.94,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,22,6,2주,22,위,68.18,3.39,74.54,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,폭락,전체,22,6,1개월,22,위,54.55,0.48,10.55,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,44,9,1일,44,위,72.73,1.31,57.82,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,44,9,2일,44,위,61.36,1.1,48.23,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,44,9,3일,44,위,61.36,0.38,16.53,후보
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,44,9,1주,44,아래,50.0,-0.74,-32.69,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,44,9,2주,44,아래,54.55,-0.53,-23.43,제외
KODEX 200,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,44,9,1개월,44,아래,54.55,1.85,81.19,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,34,9,1일,34,아래,64.71,0.77,26.33,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,34,9,2일,34,위,50.0,-0.5,-17.08,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,34,9,3일,34,아래,55.88,-0.15,-5.26,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,34,9,1주,34,위,55.88,1.04,35.41,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,34,9,2주,34,위,61.76,-0.08,-2.86,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭등,전체,34,9,1개월,33,위,54.55,3.1,102.28,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,41,11,1일,41,위,70.73,1.32,54.05,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,41,11,2일,41,위,73.17,2.93,120.2,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,41,11,3일,41,위,75.61,2.64,108.2,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,41,11,1주,41,위,68.29,3.92,160.84,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,41,11,2주,41,위,70.73,4.19,171.87,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,41,11,1개월,41,위,70.73,4.11,168.46,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,75,13,1일,75,위,68.0,1.07,80.37,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,75,13,2일,75,위,62.67,1.83,137.28,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,75,13,3일,75,위,66.67,1.37,102.94,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,75,13,1주,75,위,57.33,1.67,125.43,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,75,13,2주,75,위,56.0,2.33,174.73,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,75,13,1개월,74,위,59.46,0.89,66.19,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,6,3,1일,6,아래,66.67,2.09,12.53,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,6,3,2일,6,아래,66.67,2.08,12.5,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,6,3,3일,6,아래,66.67,-0.92,-5.52,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,6,3,1주,6,위,66.67,2.47,14.84,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,6,3,2주,6,위,100.0,7.9,47.4,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,6,3,1개월,6,위,66.67,9.05,54.32,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,8,4,1일,8,위,75.0,1.93,15.43,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,8,4,2일,8,위,75.0,3.14,25.15,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,8,4,3일,8,위,87.5,4.43,35.47,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,8,4,1주,8,위,75.0,6.31,50.45,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,8,4,2주,8,위,62.5,6.52,52.19,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,8,4,1개월,8,위,62.5,3.29,26.36,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,14,4,1일,14,위,71.43,2.0,27.95,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,14,4,2일,14,위,71.43,2.69,37.65,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,14,4,3일,14,위,78.57,2.14,29.95,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,14,4,1주,14,위,57.14,2.54,35.6,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,14,4,2주,14,아래,64.29,-0.34,-4.79,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,14,4,1개월,14,위,50.0,-2.0,-27.96,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,14,5,1일,14,아래,71.43,1.48,20.66,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,14,5,2일,14,위,50.0,-0.75,-10.51,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,14,5,3일,14,아래,57.14,-1.43,-20.06,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,14,5,1주,14,위,64.29,2.68,37.47,후보
