종목,테스트,파라미터,시작연도,방향,시대 구간,신호,사건,베이스라인,구간,신호 표본,베이스라인 표본,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p)
QQQ,테스트 A(역대급 등락),K=20,2005,폭등,전체,7,4,조건부 SMA200,1개월,7,1106,1.94,1.88,8.5,-8.5
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,단순 보유,1일,7,5465,4.56,5.32,30.58,-30.11
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,단순 보유,2일,7,5464,1.42,1.56,14.69,-14.29
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,단순 보유,3일,7,5463,0.4,2.38,-0.77,0.9
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,단순 보유,1주,7,5461,-1.0,-0.33,12.3,-12.12
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,단순 보유,2주,7,5456,0.98,2.92,-4.57,4.73
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,단순 보유,1개월,7,5445,3.26,-0.28,-7.76,7.85
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,조건부 SMA200,1일,7,1106,4.54,5.34,33.82,-33.63
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,조건부 SMA200,2일,7,1106,1.39,1.56,17.99,-17.63
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,조건부 SMA200,3일,7,1106,0.36,2.32,2.26,-2.17
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,조건부 SMA200,1주,7,1106,-1.07,-0.51,13.38,-13.2
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,조건부 SMA200,2주,7,1106,0.76,2.3,-4.34,4.52
QQQ,테스트 A(역대급 등락),K=20,2005,폭락,전체,7,3,조건부 SMA200,1개월,7,1106,2.87,-1.37,-5.79,5.79
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,단순 보유,1일,14,10930,3.94,3.8,35.95,-35.48
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,단순 보유,2일,14,10928,1.82,2.13,14.49,-14.08
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,단순 보유,3일,14,10926,1.58,2.27,7.21,-7.08
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,단순 보유,1주,14,10922,0.39,0.11,7.23,-7.05
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,단순 보유,2주,14,10912,1.82,1.69,0.08,0.08
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,단순 보유,1개월,14,10890,0.46,-0.73,-7.1,7.19
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,조건부 SMA200,1일,14,2212,3.94,3.8,35.8,-35.62
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,조건부 SMA200,2일,14,2212,1.82,2.13,14.47,-14.1
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,조건부 SMA200,3일,14,2212,1.58,2.27,7.19,-7.1
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,조건부 SMA200,1주,14,2212,0.39,0.11,7.23,-7.05
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,조건부 SMA200,2주,14,2212,1.82,1.69,0.09,0.09
QQQ,테스트 A(역대급 등락),K=20,2005,역방향 전체,전체,14,5,조건부 SMA200,1개월,14,2212,0.46,-0.73,-7.14,7.14
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,단순 보유,1일,3,4711,-3.01,-4.36,-55.17,55.59
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,단순 보유,2일,3,4710,-4.24,-2.74,-24.03,24.27
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,단순 보유,3일,3,4709,-2.45,-2.2,-24.9,25.02
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,단순 보유,1주,3,4707,-1.75,-5.24,-26.24,26.41
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,단순 보유,2주,3,4702,-8.51,-6.55,-28.9,28.98
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,단순 보유,1개월,3,4691,-7.22,-9.79,-33.01,33.05
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,조건부 SMA200,1일,3,964,-3.03,-4.33,-51.45,51.66
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,조건부 SMA200,2일,3,964,-4.26,-2.75,-20.19,20.5
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,조건부 SMA200,3일,3,964,-2.5,-2.32,-21.75,21.85
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,조건부 SMA200,1주,3,964,-1.79,-5.43,-24.65,24.76
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,조건부 SMA200,2주,3,964,-8.68,-7.16,-27.77,27.87
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,3,2,조건부 SMA200,1개월,3,964,-7.46,-10.57,-30.36,30.36
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,단순 보유,1일,3,4711,7.09,7.47,44.83,-44.41
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,단순 보유,2일,3,4710,1.65,4.06,9.3,-9.07
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,단순 보유,3일,3,4709,5.19,4.57,41.77,-41.64
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,단순 보유,1주,3,4707,-0.03,-0.36,40.43,-40.26
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,단순 보유,2주,3,4702,7.85,7.2,37.77,-37.69
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,단순 보유,1개월,3,4691,11.18,12.59,0.33,-0.28
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,조건부 SMA200,1일,3,964,7.08,7.51,48.55,-48.34
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,조건부 SMA200,2일,3,964,1.62,4.05,13.14,-12.83
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,조건부 SMA200,3일,3,964,5.14,4.44,44.92,-44.81
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,조건부 SMA200,1주,3,964,-0.08,-0.56,42.01,-41.91
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,조건부 SMA200,2주,3,964,7.68,6.59,38.9,-38.8
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,3,2,조건부 SMA200,1개월,3,964,10.95,11.8,2.97,-2.97
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,단순 보유,1일,6,9422,5.05,4.88,50.21,-49.79
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,단순 보유,2일,6,9420,2.94,3.4,16.78,-16.55
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,단순 보유,3일,6,9418,3.82,3.83,33.4,-33.27
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,단순 보유,1주,6,9414,0.86,0.44,33.42,-33.25
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,단순 보유,2주,6,9404,8.18,6.87,33.38,-33.29
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,단순 보유,1개월,6,9382,9.2,11.1,16.69,-16.65
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,조건부 SMA200,1일,6,1928,5.05,4.88,50.1,-49.9
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,조건부 SMA200,2일,6,1928,2.94,3.4,16.82,-16.51
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,조건부 SMA200,3일,6,1928,3.82,3.83,33.39,-33.28
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,조건부 SMA200,1주,6,1928,0.86,0.44,33.39,-33.28
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,조건부 SMA200,2주,6,1928,8.18,6.87,33.39,-33.28
QQQ,테스트 A(역대급 등락),K=5,2008,역방향 전체,전체,6,3,조건부 SMA200,1개월,6,1928,9.2,11.1,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,단순 보유,1일,3,4711,-3.01,-4.36,-55.17,55.59
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,단순 보유,2일,3,4710,-4.24,-2.74,-24.03,24.27
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,단순 보유,3일,3,4709,-2.45,-2.2,-24.9,25.02
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,단순 보유,1주,3,4707,-1.75,-5.24,-26.24,26.41
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,단순 보유,2주,3,4702,-8.51,-6.55,-28.9,28.98
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,단순 보유,1개월,3,4691,-7.22,-9.79,-33.01,33.05
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,조건부 SMA200,1일,3,964,-3.03,-4.33,-51.45,51.66
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,조건부 SMA200,2일,3,964,-4.26,-2.75,-20.19,20.5
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,조건부 SMA200,3일,3,964,-2.5,-2.32,-21.75,21.85
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,조건부 SMA200,1주,3,964,-1.79,-5.43,-24.65,24.76
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,조건부 SMA200,2주,3,964,-8.68,-7.16,-27.77,27.87
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,3,2,조건부 SMA200,1개월,3,964,-7.46,-10.57,-30.36,30.36
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,단순 보유,1일,4,4711,6.02,6.39,44.83,-44.41
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,단순 보유,2일,4,4710,1.65,2.8,17.63,-17.4
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,단순 보유,3일,4,4709,3.13,3.46,16.77,-16.64
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,단순 보유,1주,4,4707,-2.06,-0.44,15.43,-15.26
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,단순 보유,2주,4,4702,3.94,5.02,12.77,-12.69
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,단순 보유,1개월,4,4691,4.1,5.11,-16.34,16.38
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,조건부 SMA200,1일,4,964,6.01,6.43,48.55,-48.34
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,조건부 SMA200,2일,4,964,1.63,2.8,21.47,-21.16
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,조건부 SMA200,3일,4,964,3.09,3.33,19.92,-19.81
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,조건부 SMA200,1주,4,964,-2.11,-0.64,17.01,-16.91
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,조건부 SMA200,2주,4,964,3.78,4.4,13.9,-13.8
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,4,2,조건부 SMA200,1개월,4,964,3.86,4.33,-13.69,13.69
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,단순 보유,1일,7,9422,4.74,4.33,50.21,-49.79
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,단순 보유,2일,7,9420,2.78,2.49,21.55,-21.31
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,단순 보유,3일,7,9418,2.87,2.72,21.49,-21.36
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,단순 보유,1주,7,9414,-0.38,0.19,21.51,-21.34
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,단순 보유,2주,7,9404,5.99,5.52,21.47,-21.39
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,단순 보유,1개월,7,9382,5.64,7.88,7.16,-7.12
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,조건부 SMA200,1일,7,1928,4.74,4.33,50.1,-49.9
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,조건부 SMA200,2일,7,1928,2.78,2.49,21.58,-21.27
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,조건부 SMA200,3일,7,1928,2.87,2.72,21.48,-21.38
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,조건부 SMA200,1주,7,1928,-0.38,0.19,21.48,-21.38
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,조건부 SMA200,2주,7,1928,5.99,5.52,21.48,-21.38
QQQ,테스트 A(역대급 등락),K=10,2008,역방향 전체,전체,7,3,조건부 SMA200,1개월,7,1928,5.64,7.88,7.14,-7.14
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,단순 보유,1일,7,4711,-3.32,-3.15,-40.88,41.31
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,단순 보유,2일,7,4710,-2.22,-2.71,-14.51,14.74
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,단순 보유,3일,7,4709,-2.77,-2.2,-15.37,15.5
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,단순 보유,1주,7,4707,-1.8,0.17,-2.43,2.6
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,단순 보유,2주,7,4702,-2.7,-0.73,-5.09,5.17
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,단순 보유,1개월,7,4691,2.23,2.8,5.09,-5.05
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,조건부 SMA200,1일,7,964,-3.33,-3.12,-37.17,37.37
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,조건부 SMA200,2일,7,964,-2.25,-2.72,-10.67,10.98
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,조건부 SMA200,3일,7,964,-2.81,-2.32,-12.23,12.33
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,조건부 SMA200,1주,7,964,-1.84,-0.02,-0.84,0.95
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,조건부 SMA200,2주,7,964,-2.86,-1.35,-3.96,4.06
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,7,4,조건부 SMA200,1개월,7,964,1.99,2.02,7.74,-7.74
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,단순 보유,1일,7,4711,4.55,5.31,30.55,-30.12
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,단순 보유,2일,7,4710,1.41,1.54,14.06,-13.83
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,단순 보유,3일,7,4709,0.39,2.35,-1.09,1.21
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,단순 보유,1주,7,4707,-1.02,-0.36,11.86,-11.69
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,단순 보유,2주,7,4702,0.94,2.83,-5.09,5.17
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,단순 보유,1개월,7,4691,3.15,-0.45,-9.2,9.24
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,조건부 SMA200,1일,7,964,4.54,5.35,34.26,-34.05
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,조건부 SMA200,2일,7,964,1.39,1.54,17.9,-17.59
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,조건부 SMA200,3일,7,964,0.35,2.22,2.06,-1.96
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,조건부 SMA200,1주,7,964,-1.07,-0.56,13.44,-13.34
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,조건부 SMA200,2주,7,964,0.77,2.22,-3.96,4.06
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,7,3,조건부 SMA200,1개월,7,964,2.92,-1.23,-6.55,6.55
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,단순 보유,1일,14,9422,3.94,3.8,35.93,-35.5
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,단순 보유,2일,14,9420,1.82,2.13,14.4,-14.17
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,단순 보유,3일,14,9418,1.58,2.27,7.21,-7.08
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,단순 보유,1주,14,9414,0.39,0.11,7.23,-7.06
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,단순 보유,2주,14,9404,1.82,1.69,0.04,0.04
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,단순 보유,1개월,14,9382,0.46,-0.73,-7.12,7.16
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,조건부 SMA200,1일,14,1928,3.94,3.8,35.82,-35.61
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,조건부 SMA200,2일,14,1928,1.82,2.13,14.44,-14.13
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,조건부 SMA200,3일,14,1928,1.58,2.27,7.19,-7.09
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,조건부 SMA200,1주,14,1928,0.39,0.11,7.19,-7.09
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,조건부 SMA200,2주,14,1928,1.82,1.69,0.05,0.05
QQQ,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,14,5,조건부 SMA200,1개월,14,1928,0.46,-0.73,-7.14,7.14
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,단순 보유,1일,1,3954,-4.33,-4.37,-55.54,55.87
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,단순 보유,2일,1,3953,-2.64,-2.74,-57.88,58.08
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,단순 보유,3일,1,3952,-2.05,-2.2,-58.73,58.83
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,단순 보유,1주,1,3950,-5.05,-5.24,-59.92,60.05
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,단순 보유,2주,1,3945,-0.43,-0.72,37.21,-37.14
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,단순 보유,1개월,1,3934,3.21,2.89,32.99,-32.97
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,조건부 SMA200,1일,1,633,-4.37,-4.35,-52.45,52.45
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,조건부 SMA200,2일,1,633,-2.73,-2.91,-55.92,56.08
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,조건부 SMA200,3일,1,633,-2.19,-2.45,-57.66,57.66
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,조건부 SMA200,1주,1,633,-5.26,-5.51,-59.72,59.72
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,조건부 SMA200,2주,1,633,-0.98,-1.53,35.86,-35.86
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,전체,1,1,조건부 SMA200,1개월,1,633,2.33,1.5,33.18,-33.18
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,단순 보유,1일,2,3954,7.95,7.91,44.46,-44.13
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,단순 보유,2일,2,3953,-0.25,-0.36,-7.88,8.08
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,단순 보유,3일,2,3952,3.61,3.46,41.27,-41.17
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,단순 보유,1주,2,3950,0.07,-0.12,40.08,-39.95
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,단순 보유,2주,2,3945,10.11,9.81,37.21,-37.14
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,단순 보유,1개월,2,3934,17.6,17.27,32.99,-32.97
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,조건부 SMA200,1일,2,633,7.91,7.93,47.55,-47.55
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,조건부 SMA200,2일,2,633,-0.35,-0.53,-5.92,6.08
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,조건부 SMA200,3일,2,633,3.46,3.21,42.34,-42.34
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,조건부 SMA200,1주,2,633,-0.14,-0.39,40.28,-40.28
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,조건부 SMA200,2주,2,633,9.56,9.01,35.86,-35.86
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,전체,2,1,조건부 SMA200,1개월,2,633,16.72,15.88,33.18,-33.18
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,단순 보유,1일,3,7908,6.77,7.58,50.16,-49.84
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,단순 보유,2일,3,7906,0.76,2.49,16.77,-16.57
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,단순 보유,3일,3,7904,3.16,2.72,50.05,-49.95
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,단순 보유,1주,3,7900,1.85,0.69,50.06,-49.94
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,단순 보유,2주,3,7890,7.12,8.22,16.7,-16.63
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,단순 보유,1개월,3,7868,11.16,14.5,16.68,-16.65
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,조건부 SMA200,1일,3,1266,6.77,7.58,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,조건부 SMA200,2일,3,1266,0.76,2.49,16.75,-16.59
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,조건부 SMA200,3일,3,1266,3.16,2.72,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,조건부 SMA200,1주,3,1266,1.85,0.69,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,조건부 SMA200,2주,3,1266,7.12,8.22,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3,2,조건부 SMA200,1개월,3,1266,11.16,14.5,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,단순 보유,1일,1,3954,-4.33,-4.37,-55.54,55.87
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,단순 보유,2일,1,3953,-2.64,-2.74,-57.88,58.08
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,단순 보유,3일,1,3952,-2.05,-2.2,-58.73,58.83
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,단순 보유,1주,1,3950,-5.05,-5.24,-59.92,60.05
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,단순 보유,2주,1,3945,-0.43,-0.72,37.21,-37.14
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,단순 보유,1개월,1,3934,3.21,2.89,32.99,-32.97
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,조건부 SMA200,1일,1,633,-4.37,-4.35,-52.45,52.45
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,조건부 SMA200,2일,1,633,-2.73,-2.91,-55.92,56.08
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,조건부 SMA200,3일,1,633,-2.19,-2.45,-57.66,57.66
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,조건부 SMA200,1주,1,633,-5.26,-5.51,-59.72,59.72
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,조건부 SMA200,2주,1,633,-0.98,-1.53,35.86,-35.86
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,전체,1,1,조건부 SMA200,1개월,1,633,2.33,1.5,33.18,-33.18
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,단순 보유,1일,2,3954,7.95,7.91,44.46,-44.13
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,단순 보유,2일,2,3953,-0.25,-0.36,-7.88,8.08
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,단순 보유,3일,2,3952,3.61,3.46,41.27,-41.17
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,단순 보유,1주,2,3950,0.07,-0.12,40.08,-39.95
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,단순 보유,2주,2,3945,10.11,9.81,37.21,-37.14
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,단순 보유,1개월,2,3934,17.6,17.27,32.99,-32.97
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,조건부 SMA200,1일,2,633,7.91,7.93,47.55,-47.55
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,조건부 SMA200,2일,2,633,-0.35,-0.53,-5.92,6.08
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,조건부 SMA200,3일,2,633,3.46,3.21,42.34,-42.34
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,조건부 SMA200,1주,2,633,-0.14,-0.39,40.28,-40.28
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,조건부 SMA200,2주,2,633,9.56,9.01,35.86,-35.86
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,전체,2,1,조건부 SMA200,1개월,2,633,16.72,15.88,33.18,-33.18
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,단순 보유,1일,3,7908,6.77,7.58,50.16,-49.84
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,단순 보유,2일,3,7906,0.76,2.49,16.77,-16.57
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,단순 보유,3일,3,7904,3.16,2.72,50.05,-49.95
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,단순 보유,1주,3,7900,1.85,0.69,50.06,-49.94
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,단순 보유,2주,3,7890,7.12,8.22,16.7,-16.63
