종목,테스트,파라미터,시작연도,방향,시대 구간,신호,사건,베이스라인,구간,신호 표본,베이스라인 표본,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p)
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,단순 보유,1개월,3,7868,11.16,14.5,16.68,-16.65
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,조건부 SMA200,1일,3,1266,6.77,7.58,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,조건부 SMA200,2일,3,1266,0.76,2.49,16.75,-16.59
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,조건부 SMA200,3일,3,1266,3.16,2.72,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,조건부 SMA200,1주,3,1266,1.85,0.69,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,조건부 SMA200,2주,3,1266,7.12,8.22,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3,2,조건부 SMA200,1개월,3,1266,11.16,14.5,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,단순 보유,1일,5,3954,-3.71,-3.16,-35.54,35.87
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,단순 보유,2일,5,3953,-1.11,-2.71,-17.88,18.08
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,단순 보유,3일,5,3952,-2.83,-2.2,-18.73,18.83
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,단순 보유,1주,5,3950,-2.5,0.17,0.08,0.05
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,단순 보유,2주,5,3945,1.2,0.46,17.21,-17.14
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,단순 보유,1개월,5,3934,8.01,8.32,32.99,-32.97
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,조건부 SMA200,1일,5,633,-3.75,-3.14,-32.45,32.45
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,조건부 SMA200,2일,5,633,-1.21,-2.88,-15.92,16.08
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,조건부 SMA200,3일,5,633,-2.97,-2.45,-17.66,17.66
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,조건부 SMA200,1주,5,633,-2.72,-0.1,0.28,-0.28
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,조건부 SMA200,2주,5,633,0.64,-0.34,15.86,-15.86
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,전체,5,3,조건부 SMA200,1개월,5,633,7.13,6.93,33.18,-33.18
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,단순 보유,1일,3,3954,7.09,7.47,44.46,-44.13
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,단순 보유,2일,3,3953,0.07,0.6,8.79,-8.58
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,단순 보유,3일,3,3952,-0.47,2.35,7.94,-7.84
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,단순 보유,1주,3,3950,-4.25,-0.37,6.74,-6.62
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,단순 보유,2주,3,3945,2.52,7.21,3.88,-3.8
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,단순 보유,1개월,3,3934,11.72,12.67,32.99,-32.97
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,조건부 SMA200,1일,3,633,7.05,7.48,47.55,-47.55
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,조건부 SMA200,2일,3,633,-0.03,0.43,10.74,-10.58
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,조건부 SMA200,3일,3,633,-0.61,2.1,9.0,-9.0
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,조건부 SMA200,1주,3,633,-4.46,-0.64,6.95,-6.95
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,조건부 SMA200,2주,3,633,1.97,6.4,2.53,-2.53
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,전체,3,1,조건부 SMA200,1개월,3,633,10.84,11.28,33.18,-33.18
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,단순 보유,1일,8,7908,4.96,4.85,37.66,-37.34
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,단순 보유,2일,8,7906,0.68,1.66,12.6,-12.4
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,단순 보유,3일,8,7904,1.54,2.27,12.55,-12.45
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,단순 보유,1주,8,7900,-0.12,-0.27,0.06,0.06
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,단순 보유,2주,8,7890,0.02,-0.88,-12.46,12.54
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,단순 보유,1개월,8,7868,-0.99,-2.86,-12.49,12.51
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,조건부 SMA200,1일,8,1266,4.96,4.85,37.5,-37.5
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,조건부 SMA200,2일,8,1266,0.68,1.66,12.58,-12.42
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,조건부 SMA200,3일,8,1266,1.54,2.27,12.5,-12.5
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,조건부 SMA200,1주,8,1266,-0.12,-0.27,0.0,0.0
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,조건부 SMA200,2주,8,1266,0.02,-0.88,-12.5,12.5
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,8,3,조건부 SMA200,1개월,8,1266,-0.99,-2.86,-12.5,12.5
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,단순 보유,1일,1,1690,-4.34,-4.38,-55.68,55.74
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,단순 보유,2일,1,1689,-2.66,-2.8,-57.31,57.37
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,단순 보유,3일,1,1688,-2.08,-2.24,-57.76,57.76
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,단순 보유,1주,1,1686,-5.1,-5.32,-58.9,59.02
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,단순 보유,2주,1,1681,-0.52,-0.94,37.54,-37.48
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,단순 보유,1개월,1,1670,3.01,2.44,34.73,-34.73
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,조건부 SMA200,1일,1,332,-4.3,-4.22,-48.8,48.8
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,조건부 SMA200,2일,1,332,-2.58,-2.66,-51.81,52.11
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,조건부 SMA200,3일,1,332,-1.93,-1.94,-51.2,51.2
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,조건부 SMA200,1주,1,332,-4.92,-5.2,-54.52,54.52
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,조건부 SMA200,2주,1,332,-0.42,-0.72,47.29,-47.29
QQQ,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1,1,조건부 SMA200,1개월,1,332,3.23,3.68,46.69,-46.69
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,단순 보유,1일,2,1690,7.94,7.9,44.32,-44.26
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,단순 보유,2일,2,1689,-0.27,-0.42,-7.31,7.37
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,단순 보유,3일,2,1688,3.58,3.41,42.24,-42.24
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,단순 보유,1주,2,1686,0.02,-0.2,41.1,-40.98
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,단순 보유,2주,2,1681,10.01,9.6,37.54,-37.48
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,단순 보유,1개월,2,1670,17.4,16.82,34.73,-34.73
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,조건부 SMA200,1일,2,332,7.98,8.06,51.2,-51.2
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,조건부 SMA200,2일,2,332,-0.2,-0.28,-1.81,2.11
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,조건부 SMA200,3일,2,332,3.72,3.72,48.8,-48.8
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,조건부 SMA200,1주,2,332,0.2,-0.08,45.48,-45.48
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,조건부 SMA200,2주,2,332,10.12,9.81,47.29,-47.29
QQQ,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2,1,조건부 SMA200,1개월,2,332,17.62,18.07,46.69,-46.69
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,단순 보유,1일,3,3380,6.77,7.58,50.03,-49.97
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,단순 보유,2일,3,3378,0.76,2.49,16.7,-16.64
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,단순 보유,3일,3,3376,3.16,2.72,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,단순 보유,1주,3,3372,1.85,0.69,50.06,-49.94
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,단순 보유,2주,3,3362,7.12,8.22,16.7,-16.64
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,단순 보유,1개월,3,3340,11.16,14.5,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,조건부 SMA200,1일,3,664,6.77,7.58,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,조건부 SMA200,2일,3,664,0.76,2.49,16.82,-16.52
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,조건부 SMA200,3일,3,664,3.16,2.72,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,조건부 SMA200,1주,3,664,1.85,0.69,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,조건부 SMA200,2주,3,664,7.12,8.22,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3,2,조건부 SMA200,1개월,3,664,11.16,14.5,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,단순 보유,1일,1,1690,-4.34,-4.38,-55.68,55.74
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,단순 보유,2일,1,1689,-2.66,-2.8,-57.31,57.37
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,단순 보유,3일,1,1688,-2.08,-2.24,-57.76,57.76
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,단순 보유,1주,1,1686,-5.1,-5.32,-58.9,59.02
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,단순 보유,2주,1,1681,-0.52,-0.94,37.54,-37.48
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,단순 보유,1개월,1,1670,3.01,2.44,34.73,-34.73
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,조건부 SMA200,1일,1,332,-4.3,-4.22,-48.8,48.8
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,조건부 SMA200,2일,1,332,-2.58,-2.66,-51.81,52.11
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,조건부 SMA200,3일,1,332,-1.93,-1.94,-51.2,51.2
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,조건부 SMA200,1주,1,332,-4.92,-5.2,-54.52,54.52
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,조건부 SMA200,2주,1,332,-0.42,-0.72,47.29,-47.29
QQQ,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1,1,조건부 SMA200,1개월,1,332,3.23,3.68,46.69,-46.69
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,단순 보유,1일,2,1690,7.94,7.9,44.32,-44.26
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,단순 보유,2일,2,1689,-0.27,-0.42,-7.31,7.37
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,단순 보유,3일,2,1688,3.58,3.41,42.24,-42.24
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,단순 보유,1주,2,1686,0.02,-0.2,41.1,-40.98
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,단순 보유,2주,2,1681,10.01,9.6,37.54,-37.48
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,단순 보유,1개월,2,1670,17.4,16.82,34.73,-34.73
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,조건부 SMA200,1일,2,332,7.98,8.06,51.2,-51.2
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,조건부 SMA200,2일,2,332,-0.2,-0.28,-1.81,2.11
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,조건부 SMA200,3일,2,332,3.72,3.72,48.8,-48.8
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,조건부 SMA200,1주,2,332,0.2,-0.08,45.48,-45.48
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,조건부 SMA200,2주,2,332,10.12,9.81,47.29,-47.29
QQQ,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2,1,조건부 SMA200,1개월,2,332,17.62,18.07,46.69,-46.69
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,단순 보유,1일,3,3380,6.77,7.58,50.03,-49.97
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,단순 보유,2일,3,3378,0.76,2.49,16.7,-16.64
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,단순 보유,3일,3,3376,3.16,2.72,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,단순 보유,1주,3,3372,1.85,0.69,50.06,-49.94
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,단순 보유,2주,3,3362,7.12,8.22,16.7,-16.64
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,단순 보유,1개월,3,3340,11.16,14.5,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,조건부 SMA200,1일,3,664,6.77,7.58,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,조건부 SMA200,2일,3,664,0.76,2.49,16.82,-16.52
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,조건부 SMA200,3일,3,664,3.16,2.72,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,조건부 SMA200,1주,3,664,1.85,0.69,50.0,-50.0
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,조건부 SMA200,2주,3,664,7.12,8.22,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3,2,조건부 SMA200,1개월,3,664,11.16,14.5,16.67,-16.67
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,단순 보유,1일,5,1690,-3.72,-3.17,-35.68,35.74
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,단순 보유,2일,5,1689,-1.13,-2.77,-17.31,17.37
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,단순 보유,3일,5,1688,-2.86,-2.24,-17.76,17.76
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,단순 보유,1주,5,1686,-2.56,0.09,1.1,-0.98
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,단순 보유,2주,5,1681,1.1,0.25,17.54,-17.48
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,단순 보유,1개월,5,1670,7.81,7.87,34.73,-34.73
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,조건부 SMA200,1일,5,332,-3.69,-3.01,-28.8,28.8
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,조건부 SMA200,2일,5,332,-1.06,-2.63,-11.81,12.11
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,조건부 SMA200,3일,5,332,-2.72,-1.94,-11.2,11.2
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,조건부 SMA200,1주,5,332,-2.38,0.21,5.48,-5.48
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,조건부 SMA200,2주,5,332,1.21,0.46,27.29,-27.29
QQQ,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3,조건부 SMA200,1개월,5,332,8.03,9.11,46.69,-46.69
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,단순 보유,1일,3,1690,7.08,7.45,44.32,-44.26
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,단순 보유,2일,3,1689,0.05,0.54,9.35,-9.3
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,단순 보유,3일,3,1688,-0.5,2.3,8.91,-8.91
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,단순 보유,1주,3,1686,-4.3,-0.45,7.77,-7.65
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,단순 보유,2주,3,1681,2.42,6.99,4.2,-4.14
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,단순 보유,1개월,3,1670,11.52,12.22,34.73,-34.73
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,조건부 SMA200,1일,3,332,7.12,7.61,51.2,-51.2
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,조건부 SMA200,2일,3,332,0.12,0.68,14.86,-14.56
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,조건부 SMA200,3일,3,332,-0.35,2.61,15.46,-15.46
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,조건부 SMA200,1주,3,332,-4.12,-0.33,12.15,-12.15
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,조건부 SMA200,2주,3,332,2.53,7.21,13.96,-13.96
QQQ,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3,1,조건부 SMA200,1개월,3,332,11.74,13.47,46.69,-46.69
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,단순 보유,1일,8,3380,4.96,4.85,37.53,-37.47
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,단순 보유,2일,8,3378,0.68,1.66,12.53,-12.47
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,단순 보유,3일,8,3376,1.54,2.27,12.5,-12.5
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,단순 보유,1주,8,3372,-0.12,-0.27,0.06,0.06
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,단순 보유,2주,8,3362,0.02,-0.88,-12.47,12.53
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,단순 보유,1개월,8,3340,-0.99,-2.86,-12.5,12.5
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,조건부 SMA200,1일,8,664,4.96,4.85,37.5,-37.5
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,조건부 SMA200,2일,8,664,0.68,1.66,12.65,-12.35
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,조건부 SMA200,3일,8,664,1.54,2.27,12.5,-12.5
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,조건부 SMA200,1주,8,664,-0.12,-0.27,0.0,0.0
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,조건부 SMA200,2주,8,664,0.02,-0.88,-12.5,12.5
QQQ,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,8,3,조건부 SMA200,1개월,8,664,-0.99,-2.86,-12.5,12.5
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,단순 보유,1일,25,5856,-1.08,-0.34,-13.24,14.75
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,단순 보유,2일,25,5855,-0.52,-0.55,-6.06,6.59
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,단순 보유,3일,25,5854,0.69,0.48,1.4,-0.81
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,단순 보유,1주,25,5852,1.13,1.72,7.95,-11.44
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,단순 보유,2주,25,5847,0.82,1.62,7.03,-6.76
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,단순 보유,1개월,25,5836,0.41,1.5,-2.07,2.24
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,조건부 SMA200,1일,25,2085,-1.06,-0.34,-12.61,13.72
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,조건부 SMA200,2일,25,2085,-0.48,-0.51,-5.14,5.57
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,조건부 SMA200,3일,25,2085,0.73,0.52,2.0,-1.37
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,조건부 SMA200,1주,25,2085,1.19,1.69,8.17,-11.93
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,조건부 SMA200,2주,25,2085,0.95,1.68,7.84,-7.6
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,25,10,조건부 SMA200,1개월,25,2085,0.83,1.7,-0.79,0.88
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,단순 보유,1일,36,5856,0.31,0.4,2.31,-6.36
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,단순 보유,2일,36,5855,1.03,1.23,15.39,-14.86
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,단순 보유,3일,36,5854,1.12,1.53,6.52,-5.92
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,단순 보유,1주,36,5852,2.51,1.89,5.06,-4.55
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,단순 보유,2주,36,5847,1.64,1.85,-1.41,-1.09
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,단순 보유,1개월,36,5836,-0.51,-1.28,-10.85,11.02
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,조건부 SMA200,1일,36,2085,0.32,0.4,2.94,-7.39
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,조건부 SMA200,2일,36,2085,1.07,1.26,16.3,-15.87
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,조건부 SMA200,3일,36,2085,1.16,1.57,7.11,-6.48
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,조건부 SMA200,1주,36,2085,2.58,1.86,5.28,-5.04
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,조건부 SMA200,2주,36,2085,1.77,1.92,-0.61,-1.93
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,36,10,조건부 SMA200,1개월,36,2085,-0.09,-1.08,-9.56,9.66
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,단순 보유,1일,61,11712,0.63,0.27,8.13,-9.9
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,단순 보유,2일,61,11710,0.84,1.03,12.56,-12.03
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,단순 보유,3일,61,11708,0.41,0.51,4.4,-3.8
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,단순 보유,1주,61,11704,1.07,-0.0,-0.56,-0.56
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,단순 보유,2주,61,11694,0.73,-0.59,-2.32,0.96
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,단순 보유,1개월,61,11672,-0.26,-0.8,-4.01,4.18
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,조건부 SMA200,1일,61,4170,0.63,0.27,7.93,-10.1
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,조건부 SMA200,2일,61,4170,0.84,1.03,12.51,-12.08
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,조건부 SMA200,3일,61,4170,0.41,0.51,4.41,-3.79
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,조건부 SMA200,1주,61,4170,1.07,-0.0,-0.7,-0.7
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,조건부 SMA200,2주,61,4170,0.73,-0.59,-2.34,0.94
KODEX 200,테스트 A(역대급 등락),K=5,2003,역방향 전체,전체,61,13,조건부 SMA200,1개월,61,4170,-0.26,-0.8,-4.05,4.15
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,단순 보유,1일,38,5856,-1.12,-0.36,-19.03,20.54
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,단순 보유,2일,38,5855,-0.56,-0.29,-4.06,4.59
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,단순 보유,3일,38,5854,0.34,-0.2,-4.6,5.19
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,단순 보유,1주,38,5852,0.71,0.6,1.85,-3.96
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,단순 보유,2주,38,5847,0.07,0.97,3.56,-3.28
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,38,14,단순 보유,1개월,38,5836,1.31,2.87,2.46,-2.28
