대상,격자 칸,표본,방향,적중률(%),방향 기대값(%),합산 수익률(%),기준선(%),기준선 대비 차이(%p),우연확률,시기 구간,가장 약한 시기(%),1차 판정,뒷받침,미충족
KODEX 코스닥150,21일 → 말일+3,130,위,54.62,0.36,46.84,54.42,0.19,1.0,2,52.31,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,21일 → 말일-1,131,아래,49.62,0.02,2.1,48.53,1.09,0.8591,2,45.45,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,21일 → 말일-2,130,아래,53.08,0.25,32.44,50.18,2.9,0.5155,2,47.69,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,21일 → 말일-3,130,아래,53.08,0.12,15.3,49.19,3.89,0.3726,2,50.77,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,22일 → 말일,131,아래,51.91,-0.07,-8.77,48.59,3.32,0.4615,2,48.48,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,22일 → 말일+1,131,위,52.67,0.34,44.65,52.48,0.19,1.0,2,49.23,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,22일 → 말일+2,131,아래,49.62,-0.34,-43.94,47.18,2.44,0.6124,2,49.23,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,22일 → 말일+3,130,위,56.92,0.42,55.2,54.42,2.5,0.5874,2,55.38,제외,1/3,차이 · 우연확률
KODEX 코스닥150,22일 → 말일-1,131,위,53.44,0.05,6.06,51.14,2.3,0.5874,2,47.69,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,22일 → 말일-2,130,아래,53.08,0.19,24.34,50.18,2.9,0.5155,2,49.23,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,22일 → 말일-3,126,아래,50.0,0.06,6.98,49.19,0.81,0.8681,2,46.03,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,23일 → 말일,131,위,53.44,0.27,34.81,51.02,2.41,0.5674,2,50.77,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,23일 → 말일+1,131,위,55.73,0.54,70.98,52.48,3.24,0.4625,2,53.85,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,23일 → 말일+2,131,아래,48.09,-0.52,-68.65,47.18,0.91,0.8791,2,46.15,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,23일 → 말일+3,130,위,59.23,0.62,80.27,54.42,4.81,0.2677,2,58.46,제외,1/3,차이 · 우연확률
KODEX 코스닥150,23일 → 말일-1,131,위,51.91,0.25,33.12,51.14,0.77,0.8482,2,50.77,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,23일 → 말일-2,129,위,50.39,0.01,1.76,49.34,1.04,0.8422,2,44.62,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,23일 → 말일-3,121,위,51.24,0.16,19.19,50.26,0.98,0.9341,2,46.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,24일 → 말일,131,위,56.49,0.31,41.14,51.02,5.47,0.2128,2,53.03,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,24일 → 말일+1,131,위,54.2,0.6,78.52,52.48,1.71,0.7233,2,51.52,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,24일 → 말일+2,131,위,54.2,0.59,76.83,52.37,1.83,0.6773,2,46.97,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,24일 → 말일+3,130,위,55.38,0.69,89.94,54.42,0.96,0.8631,2,46.15,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,24일 → 말일-1,130,위,57.69,0.3,38.91,51.14,6.55,0.1289,2,55.38,제외,1/3,차이 · 우연확률
KODEX 코스닥150,24일 → 말일-2,125,위,52.0,0.07,8.65,49.34,2.66,0.5794,2,46.03,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,24일 → 말일-3,110,아래,49.09,-0.18,-19.35,49.19,-0.1,1.0,2,47.27,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,25일 → 말일,131,위,56.49,0.26,34.13,51.02,5.47,0.2128,2,53.03,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,25일 → 말일+1,131,위,54.96,0.54,71.15,52.48,2.48,0.5874,2,53.03,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,25일 → 말일+2,131,위,53.44,0.53,69.47,52.37,1.06,0.8052,2,48.48,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,25일 → 말일+3,130,위,55.38,0.65,83.98,54.42,0.96,0.8631,2,52.31,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,25일 → 말일-1,128,위,57.03,0.25,31.56,51.14,5.89,0.1738,2,53.12,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,25일 → 말일-2,120,위,52.5,0.08,9.73,49.34,3.16,0.5025,2,48.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150,25일 → 말일-3,84,위,57.14,0.21,18.01,50.26,6.89,0.2058,2,54.76,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,15일 → 말일,121,위,49.59,0.13,15.62,46.2,3.38,0.4496,2,46.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,15일 → 말일+1,121,위,45.45,-0.25,-30.09,43.69,1.76,0.7003,2,43.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,15일 → 말일+2,121,위,48.76,-0.17,-20.34,44.5,4.26,0.3367,2,48.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,15일 → 말일+3,120,위,45.83,-0.31,-37.15,42.82,3.01,0.5105,2,45.0,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,15일 → 말일-1,121,위,46.28,0.13,16.29,45.7,0.58,0.9281,2,43.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,15일 → 말일-2,121,아래,52.07,-0.43,-52.04,51.67,0.4,0.9281,2,47.54,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,15일 → 말일-3,121,위,50.41,0.18,21.4,45.99,4.43,0.3417,2,48.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,16일 → 말일,121,위,48.76,0.22,26.36,46.2,2.56,0.5714,2,48.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,16일 → 말일+1,121,위,49.59,-0.16,-18.84,43.69,5.9,0.1868,2,46.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,16일 → 말일+2,121,위,46.28,-0.08,-9.45,44.5,1.78,0.7093,2,45.9,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,16일 → 말일+3,120,위,42.5,-0.22,-26.24,42.82,-0.32,1.0,2,41.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,16일 → 말일-1,121,위,47.11,0.22,26.22,45.7,1.4,0.7682,2,45.0,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,16일 → 말일-2,121,아래,55.37,-0.51,-61.79,51.67,3.71,0.3736,2,52.46,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,16일 → 말일-3,121,위,51.24,0.26,31.5,45.99,5.25,0.2577,2,50.0,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,17일 → 말일,121,위,50.41,0.22,27.2,46.2,4.21,0.3377,2,50.0,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,17일 → 말일+1,121,위,48.76,-0.15,-17.62,43.69,5.07,0.2498,2,47.54,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,17일 → 말일+2,121,위,44.63,-0.07,-8.34,44.5,0.13,1.0,2,42.62,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,17일 → 말일+3,120,아래,57.5,0.21,25.43,56.4,1.1,0.8482,2,56.67,제외,1/3,차이 · 우연확률
KODEX 코스닥150선물인버스,17일 → 말일-1,121,위,47.11,0.22,27.15,45.7,1.4,0.7682,2,46.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,17일 → 말일-2,121,아래,54.55,-0.52,-63.11,51.67,2.88,0.5095,2,52.46,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,17일 → 말일-3,121,위,50.41,0.27,33.15,45.99,4.43,0.3417,2,47.54,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,18일 → 말일,121,위,51.24,0.13,15.25,46.2,5.04,0.2587,2,49.18,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,18일 → 말일+1,121,위,47.11,-0.25,-30.09,43.69,3.42,0.4446,2,44.26,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,18일 → 말일+2,121,위,47.93,-0.17,-20.18,44.5,3.43,0.4316,2,47.54,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,18일 → 말일+3,120,위,45.0,-0.27,-32.74,42.82,2.18,0.6404,2,43.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,18일 → 말일-1,121,위,47.11,0.12,14.95,45.7,1.4,0.7682,2,45.0,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,18일 → 말일-2,121,위,47.93,0.42,50.77,47.0,0.93,0.9221,2,47.54,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,18일 → 말일-3,121,위,51.24,0.17,20.87,45.99,5.25,0.2577,2,49.18,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,19일 → 말일,121,위,52.07,0.09,10.5,46.2,5.86,0.1968,2,45.9,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,19일 → 말일+1,121,위,49.59,-0.29,-34.86,43.69,5.9,0.1868,2,45.9,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,19일 → 말일+2,121,위,47.93,-0.2,-23.64,44.5,3.43,0.4316,2,45.9,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,19일 → 말일+3,120,위,45.0,-0.32,-37.81,42.82,2.18,0.6404,2,43.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,19일 → 말일-1,121,위,47.11,0.08,9.91,45.7,1.4,0.7682,2,45.9,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,19일 → 말일-2,121,위,51.24,0.38,45.69,47.0,4.24,0.3776,2,50.82,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,19일 → 말일-3,121,위,54.55,0.13,15.64,45.99,8.56,0.0659,2,49.18,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,20일 → 말일,121,위,52.89,0.13,15.29,46.2,6.69,0.1349,2,50.82,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,20일 → 말일+1,121,위,49.59,-0.24,-29.59,43.69,5.9,0.1868,2,45.9,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,20일 → 말일+2,121,위,49.59,-0.15,-18.42,44.5,5.08,0.2438,2,45.9,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,20일 → 말일+3,120,위,44.17,-0.29,-35.16,42.82,1.34,0.7832,2,41.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,20일 → 말일-1,121,위,49.59,0.12,14.61,45.7,3.88,0.3976,2,47.54,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,20일 → 말일-2,121,위,49.59,0.42,50.9,47.0,2.58,0.6304,2,45.0,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,20일 → 말일-3,120,위,53.33,0.18,21.56,45.99,7.35,0.1149,2,51.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,21일 → 말일,121,위,50.41,-0.04,-4.7,46.2,4.21,0.3377,2,45.9,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,21일 → 말일+1,121,위,47.11,-0.41,-49.55,43.69,3.42,0.4446,2,42.62,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,21일 → 말일+2,121,위,48.76,-0.32,-38.34,44.5,4.26,0.3367,2,45.9,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,21일 → 말일+3,120,위,45.0,-0.41,-49.55,42.82,2.18,0.6404,2,41.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,21일 → 말일-1,121,위,46.28,-0.05,-5.53,45.7,0.58,0.9281,2,39.34,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,21일 → 말일-2,120,위,51.67,0.26,30.65,47.0,4.66,0.3297,2,43.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,21일 → 말일-3,120,위,50.0,0.0,0.51,45.99,4.01,0.3916,2,48.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,22일 → 말일,121,위,45.45,-0.11,-13.18,46.2,-0.75,0.9271,2,37.7,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,22일 → 말일+1,121,아래,56.2,0.48,57.73,54.93,1.27,0.7862,2,51.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,22일 → 말일+2,121,위,47.93,-0.38,-46.2,44.5,3.43,0.4316,2,45.9,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,22일 → 말일+3,120,위,45.0,-0.48,-57.87,42.82,2.18,0.6404,2,38.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,22일 → 말일-1,121,아래,54.55,0.12,14.31,53.26,1.28,0.7912,2,46.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,22일 → 말일-2,120,위,50.0,0.18,21.75,47.0,3.0,0.5604,2,45.0,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,22일 → 말일-3,116,위,49.14,-0.07,-8.06,45.99,3.15,0.5514,2,41.38,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,23일 → 말일,121,아래,54.55,0.32,38.51,52.82,1.73,0.7043,2,48.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,23일 → 말일+1,121,아래,56.2,0.69,82.91,54.93,1.27,0.7862,2,53.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,23일 → 말일+2,121,아래,54.55,0.6,73.12,54.93,-0.38,1.0,2,54.1,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,23일 → 말일+3,120,아래,58.33,0.7,84.41,56.4,1.93,0.7163,2,55.0,제외,1/3,차이 · 우연확률
KODEX 코스닥150선물인버스,23일 → 말일-1,121,아래,56.2,0.31,38.06,53.26,2.94,0.5195,2,51.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,23일 → 말일-2,119,위,48.74,-0.03,-3.26,47.0,1.74,0.7632,2,44.07,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,23일 → 말일-3,111,위,46.85,-0.29,-31.87,45.99,0.86,0.9201,2,39.29,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,24일 → 말일,121,아래,54.55,0.29,35.61,52.82,1.73,0.7043,2,52.46,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,24일 → 말일+1,121,아래,55.37,0.65,78.79,54.93,0.44,0.9341,2,52.46,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,24일 → 말일+2,121,위,47.11,-0.57,-68.48,44.5,2.6,0.5604,2,43.33,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,24일 → 말일+3,120,위,44.17,-0.69,-82.59,42.82,1.34,0.7832,2,41.67,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,24일 → 말일-1,120,아래,57.5,0.3,35.99,53.26,4.24,0.3437,2,56.67,제외,1/3,차이 · 우연확률
KODEX 코스닥150선물인버스,24일 → 말일-2,115,아래,51.3,0.02,1.77,51.67,-0.36,1.0,2,44.83,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,24일 → 말일-3,102,위,49.02,-0.22,-22.31,45.99,3.03,0.6074,2,49.02,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,25일 → 말일,121,아래,52.89,0.2,24.31,52.82,0.08,1.0,2,49.18,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,25일 → 말일+1,121,아래,54.55,0.56,67.88,54.93,-0.38,1.0,2,54.1,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,25일 → 말일+2,121,아래,55.37,0.47,57.47,54.93,0.44,0.9401,2,52.46,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,25일 → 말일+3,120,아래,57.5,0.61,73.43,56.4,1.1,0.8482,2,56.67,제외,1/3,차이 · 우연확률
KODEX 코스닥150선물인버스,25일 → 말일-1,118,아래,55.93,0.21,25.0,53.26,2.67,0.5824,2,54.24,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,25일 → 말일-2,111,아래,53.15,-0.0,-0.4,51.67,1.49,0.7772,2,46.43,제외,0/3,차이 · 우연확률 · 시기
KODEX 코스닥150선물인버스,25일 → 말일-3,77,아래,53.25,0.23,17.94,52.8,0.45,1.0,2,50.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,15일 → 말일,200,아래,50.5,0.11,22.6,48.14,2.36,0.5315,2,49.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,15일 → 말일+1,200,아래,46.5,-0.1,-19.53,46.14,0.36,0.955,2,46.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,15일 → 말일+2,200,아래,48.0,-0.13,-25.08,46.38,1.62,0.6643,2,47.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,15일 → 말일+3,200,아래,48.5,-0.15,-30.5,46.65,1.85,0.5914,2,48.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,15일 → 말일-1,200,위,50.5,-0.23,-46.0,50.45,0.05,1.0,2,49.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,15일 → 말일-2,200,아래,53.0,0.52,104.86,52.61,0.39,1.0,2,49.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,15일 → 말일-3,200,아래,52.0,0.35,70.13,50.14,1.86,0.6044,2,51.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,16일 → 말일,200,아래,50.0,0.21,41.73,48.14,1.86,0.6294,2,49.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,16일 → 말일+1,200,아래,48.5,-0.0,-0.92,46.14,2.36,0.5255,2,46.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,16일 → 말일+2,200,아래,48.0,-0.03,-6.02,46.38,1.62,0.6643,2,47.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,16일 → 말일+3,200,아래,48.5,-0.06,-11.54,46.65,1.85,0.5914,2,48.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,16일 → 말일-1,200,아래,51.5,0.33,65.38,49.53,1.97,0.6244,2,50.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,16일 → 말일-2,200,위,47.5,-0.62,-124.4,47.36,0.14,0.9391,2,44.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,16일 → 말일-3,200,아래,50.5,0.45,89.51,50.14,0.36,0.9351,2,49.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,17일 → 말일,200,아래,51.0,0.21,41.11,48.14,2.86,0.4376,2,49.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,17일 → 말일+1,200,아래,49.5,-0.01,-1.92,46.14,3.36,0.3457,2,48.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,17일 → 말일+2,200,아래,47.5,-0.04,-7.15,46.38,1.12,0.7762,2,47.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,17일 → 말일+3,200,아래,47.0,-0.06,-12.4,46.65,0.35,0.9441,2,46.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,17일 → 말일-1,200,아래,50.0,0.32,64.61,49.53,0.47,0.9491,2,48.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,17일 → 말일-2,200,위,48.5,-0.62,-123.55,47.36,1.14,0.7373,2,45.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,17일 → 말일-3,200,위,51.0,-0.44,-88.49,49.86,1.14,0.7612,2,48.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,18일 → 말일,200,아래,50.5,0.16,31.88,48.14,2.36,0.5315,2,50.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,18일 → 말일+1,200,아래,48.5,-0.05,-10.26,46.14,2.36,0.5255,2,47.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,18일 → 말일+2,200,아래,48.0,-0.08,-15.86,46.38,1.62,0.6643,2,46.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,18일 → 말일+3,200,아래,48.5,-0.11,-21.01,46.65,1.85,0.5914,2,48.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,18일 → 말일-1,200,아래,50.5,0.28,55.86,49.53,0.97,0.8332,2,47.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,18일 → 말일-2,200,위,48.0,-0.57,-114.85,47.36,0.64,0.8472,2,48.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,18일 → 말일-3,200,아래,50.5,0.4,79.83,50.14,0.36,0.9351,2,46.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,19일 → 말일,200,아래,49.0,0.06,11.1,48.14,0.86,0.8372,2,49.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,19일 → 말일+1,200,아래,50.5,-0.15,-30.36,46.14,4.36,0.2308,2,49.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,19일 → 말일+2,200,아래,50.0,-0.19,-37.31,46.38,3.62,0.3057,2,49.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,19일 → 말일+3,200,아래,48.5,-0.21,-41.23,46.65,1.85,0.5914,2,47.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,19일 → 말일-1,200,아래,51.0,0.18,35.72,49.53,1.47,0.7273,2,47.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,19일 → 말일-2,200,아래,56.0,0.48,95.04,52.61,3.39,0.3786,2,55.0,제외,1/3,차이 · 우연확률
코스닥150 지수,19일 → 말일-3,200,아래,54.0,0.3,60.26,50.14,3.86,0.2697,2,50.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,20일 → 말일,200,아래,49.5,0.09,17.23,48.14,1.36,0.7363,2,47.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,20일 → 말일+1,200,아래,47.5,-0.12,-24.99,46.14,1.36,0.7253,2,43.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,20일 → 말일+2,200,아래,48.5,-0.16,-32.08,46.38,2.12,0.5544,2,45.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,20일 → 말일+3,200,위,55.0,0.18,36.46,53.35,1.65,0.6384,2,53.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,20일 → 말일-1,200,아래,51.0,0.21,41.41,49.53,1.47,0.7273,2,50.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,20일 → 말일-2,200,아래,55.0,0.5,100.26,52.61,2.39,0.5654,2,55.0,제외,1/3,차이 · 우연확률
코스닥150 지수,20일 → 말일-3,199,아래,53.27,0.33,64.86,50.14,3.13,0.3776,2,49.49,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,21일 → 말일,200,아래,50.0,0.03,6.74,48.14,1.86,0.6294,2,48.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,21일 → 말일+1,200,아래,47.0,-0.18,-35.25,46.14,0.86,0.8432,2,46.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,21일 → 말일+2,200,아래,48.0,-0.21,-42.54,46.38,1.62,0.6643,2,46.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,21일 → 말일+3,200,위,56.0,0.23,46.53,53.35,2.65,0.4476,2,55.0,제외,1/3,차이 · 우연확률
코스닥150 지수,21일 → 말일-1,200,아래,50.5,0.15,30.83,49.53,0.97,0.8332,2,50.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,21일 → 말일-2,199,아래,53.27,0.45,89.94,52.61,0.65,0.954,2,50.51,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,21일 → 말일-3,199,아래,54.77,0.27,54.54,50.14,4.64,0.1888,2,53.54,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,22일 → 말일,200,아래,51.0,-0.04,-7.69,48.14,2.86,0.4376,2,51.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,22일 → 말일+1,200,아래,47.0,-0.25,-49.88,46.14,0.86,0.8432,2,45.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,22일 → 말일+2,200,아래,48.0,-0.29,-57.33,46.38,1.62,0.6643,2,46.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,22일 → 말일+3,200,위,56.5,0.3,60.81,53.35,3.15,0.3666,2,56.0,제외,1/3,차이 · 우연확률
코스닥150 지수,22일 → 말일-1,200,아래,50.5,0.08,16.49,49.53,0.97,0.8332,2,46.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,22일 → 말일-2,199,아래,54.27,0.38,75.75,52.61,1.66,0.7363,2,53.54,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,22일 → 말일-3,195,아래,51.79,0.2,39.83,50.14,1.66,0.6563,2,50.52,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,23일 → 말일,200,위,52.0,0.26,52.8,51.86,0.14,1.0,2,52.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,23일 → 말일+1,200,위,55.5,0.48,95.19,53.84,1.66,0.6743,2,51.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,23일 → 말일+2,200,위,55.0,0.5,100.66,53.62,1.38,0.7193,2,54.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,23일 → 말일+3,200,위,58.5,0.52,104.84,53.35,5.15,0.1429,2,57.0,제외,1/3,차이 · 우연확률
코스닥150 지수,23일 → 말일-1,200,위,51.0,0.15,29.35,50.45,0.55,0.8931,2,49.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,23일 → 말일-2,198,위,47.98,-0.16,-30.88,47.36,0.62,0.8422,2,47.47,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,23일 → 말일-3,187,아래,50.27,-0.03,-4.92,50.14,0.13,1.0,2,47.87,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,24일 → 말일,200,위,54.0,0.29,57.69,51.86,2.14,0.5844,2,53.0,제외,0/3,차이 · 우연확률 · 시기
