지수,롤 규칙,판정일,집행일,근월물,근월물 이름,차월물,차월물 이름,조정계수,근월물 미결제약정,차월물 미결제약정,규칙대로 못 한 롤
KOSDAQ150,만기 전 고정,,2016-06-01,KR4106L60002,코스닥150 F 201606,KR4106L90009,코스닥150 F 201609,0.9703166226912929,16479.0,132.0,False
KOSDAQ150,만기 전 고정,,2016-09-01,KR4106L90009,코스닥150 F 201609,KR4106LC0001,코스닥150 F 201612,0.9745028548926954,17568.0,516.0,False
KOSDAQ150,만기 전 고정,,2016-12-01,KR4106LC0001,코스닥150 F 201612,KR4106M30003,코스닥150 F 201703,0.9906405051871899,34469.0,676.0,False
KOSDAQ150,만기 전 고정,,2017-03-02,KR4106M30003,코스닥150 F 201703,KR4106M60000,코스닥150 F 201706,0.9863646360237519,43361.0,692.0,False
KOSDAQ150,만기 전 고정,,2017-05-31,KR4106M60000,코스닥150 F 201706,KR4106M90007,코스닥150 F 201709,0.9923973644196655,37093.0,164.0,False
KOSDAQ150,만기 전 고정,,2017-09-07,KR4106M90007,코스닥150 F 201709,KR4106MC0000,코스닥150 F 201712,0.9922854387656702,42570.0,38.0,False
KOSDAQ150,만기 전 고정,,2017-12-07,KR4106MC0000,코스닥150 F 201712,KR4106N30001,코스닥150 F 201803,0.9882380073800738,82231.0,1935.0,False
KOSDAQ150,만기 전 고정,,2018-02-28,KR4106N30001,코스닥150 F 201803,KR4106N60008,코스닥150 F 201806,1.0051398828887443,145305.0,12655.0,False
KOSDAQ150,만기 전 고정,,2018-06-05,KR4106N60008,코스닥150 F 201806,KR4106N90005,코스닥150 F 201809,0.9953586785884923,163105.0,4786.0,False
KOSDAQ150,만기 전 고정,,2018-09-06,KR4106N90005,코스닥150 F 201809,KR4106NC0009,코스닥150 F 201812,0.9997799457199443,172102.0,1046.0,False
KOSDAQ150,만기 전 고정,,2018-12-06,KR4106NC0009,코스닥150 F 201812,KR4106P30006,코스닥150 F 201903,0.9944425147620702,187234.0,72.0,False
KOSDAQ150,만기 전 고정,,2019-03-07,KR4106P30006,코스닥150 F 201903,KR4106P60003,코스닥150 F 201906,1.0004089979550101,197714.0,85.0,False
KOSDAQ150,만기 전 고정,,2019-06-05,KR4106P60003,코스닥150 F 201906,KR4106P90000,코스닥150 F 201909,0.9968835930339137,205579.0,66.0,False
KOSDAQ150,만기 전 고정,,2019-09-04,KR4106P90000,코스닥150 F 201909,KR4106PC0007,코스닥150 F 201912,0.9998910200523103,230385.0,10598.0,False
KOSDAQ150,만기 전 고정,,2019-12-05,KR4106PC0007,코스닥150 F 201912,KR4106Q30004,코스닥150 F 202003,0.9944811167622551,211266.0,30779.0,False
KOSDAQ150,만기 전 고정,,2020-03-05,KR4106Q30004,코스닥150 F 202003,KR4106Q60001,코스닥150 F 202006,0.9984671980380135,274350.0,10651.0,False
KOSDAQ150,만기 전 고정,,2020-06-04,KR4106Q60001,코스닥150 F 202006,KR4106Q90008,코스닥150 F 202009,0.9890946858230915,264940.0,3080.0,False
KOSDAQ150,만기 전 고정,,2020-09-03,KR4106Q90008,코스닥150 F 202009,KR4106QC0006,코스닥150 F 202012,0.9959082273856497,252453.0,307.0,False
KOSDAQ150,만기 전 고정,,2020-12-03,KR4106QC0006,코스닥150 F 202012,KR4106R30002,코스닥150 F 202103,0.989247311827957,250916.0,551.0,False
KOSDAQ150,만기 전 고정,,2021-03-04,KR4106R30002,코스닥150 F 202103,KR4106R60009,코스닥150 F 202106,0.9919454321166824,223835.0,80.0,False
KOSDAQ150,만기 전 고정,,2021-06-03,KR4106R60009,코스닥150 F 202106,KR4106R90006,코스닥150 F 202109,0.9942734430923408,221945.0,1666.0,False
KOSDAQ150,만기 전 고정,,2021-09-02,KR4106R90006,코스닥150 F 202109,KR4106RC0005,코스닥150 F 202112,0.9913735899137359,245339.0,331.0,False
KOSDAQ150,만기 전 고정,,2021-12-02,KR4106RC0005,코스닥150 F 202112,KR4106S30000,코스닥150 F 202203,0.9853510226644555,238052.0,1092.0,False
KOSDAQ150,만기 전 고정,,2022-03-02,KR4106S30000,코스닥150 F 202203,KR4106S60007,코스닥150 F 202206,0.9907538003447736,239095.0,14366.0,False
KOSDAQ150,만기 전 고정,,2022-05-31,KR4106S60007,코스닥150 F 202206,KR4106S90004,코스닥150 F 202209,0.9839496459480723,244008.0,10279.0,False
KOSDAQ150,만기 전 고정,,2022-09-01,KR4106S90004,코스닥150 F 202209,KR4106SC0004,코스닥150 F 202212,0.9958024470840403,260877.0,6516.0,False
KOSDAQ150,만기 전 고정,,2022-12-01,KR4106SC0004,코스닥150 F 202212,KR4106T30008,코스닥150 F 202303,0.9953899708345093,257789.0,4943.0,False
KOSDAQ150,만기 전 고정,,2023-03-02,KR4106T30008,코스닥150 F 202303,KR4106T60005,코스닥150 F 202306,1.0072986203827325,252959.0,5460.0,False
KOSDAQ150,만기 전 고정,,2023-05-31,KR4106T60005,코스닥150 F 202306,KR4106T90002,코스닥150 F 202309,1.0016073478760046,278915.0,1735.0,False
KOSDAQ150,만기 전 고정,,2023-09-07,KR4106T90002,코스닥150 F 202309,KR4106TC0003,코스닥150 F 202312,0.997079564071515,294107.0,7947.0,False
KOSDAQ150,만기 전 고정,,2023-12-07,KR4106TC0003,코스닥150 F 202312,KR4106V30004,코스닥150 F 202403,0.994235862283845,240596.0,8676.0,False
KOSDAQ150,만기 전 고정,,2024-03-07,KR4106V30004,코스닥150 F 202403,KR4106V60001,코스닥150 F 202406,0.9997872038587033,280583.0,6902.0,False
KOSDAQ150,만기 전 고정,,2024-06-05,KR4106V60001,코스닥150 F 202406,KR4106V90008,코스닥150 F 202409,1.0012307246796497,317869.0,2203.0,False
KOSDAQ150,만기 전 고정,,2024-09-05,KR4106V90008,코스닥150 F 202409,KR4106VC0009,코스닥150 F 202412,1.0075689016865488,304718.0,3061.0,False
KOSDAQ150,만기 전 고정,,2024-12-05,KR4106VC0009,코스닥150 F 202412,KR4106W30002,코스닥150 F 202503,1.0045454545454546,347529.0,2457.0,False
KOSDAQ150,만기 전 고정,,2025-03-06,KR4106W30002,코스닥150 F 202503,KR4106W60009,코스닥150 F 202506,1.0025769044934771,338393.0,1375.0,False
KOSDAQ150,만기 전 고정,,2025-06-04,KR4106W60009,코스닥150 F 202506,KR4106W90006,코스닥150 F 202509,1.0042830079894574,325172.0,1105.0,False
KOSDAQ150,만기 전 고정,,2025-09-04,KR4106W90006,코스닥150 F 202509,KR4106WC0008,코스닥150 F 202512,1.000964105606645,303686.0,8606.0,False
KOSDAQ150,만기 전 고정,,2025-12-04,KR4106WC0008,코스닥150 F 202512,KR4A06630003,코스닥150 F 202603,1.0008724915866882,296336.0,4260.0,False
KOSDAQ150,만기 전 고정,,2026-03-05,KR4A06630003,코스닥150 F 202603,KR4A06660000,코스닥150 F 202606,1.0056832859726168,464166.0,2140.0,False
KOSDAQ150,만기 전 고정,,2026-06-04,KR4A06660000,코스닥150 F 202606,KR4A06690007,코스닥150 F 202609,1.0047966743058145,386051.0,5941.0,False
