날짜,NAV,시가,고가,저가,종가,거래량,거래대금,기초지수
2018-07-17,8867.31,8915,8925,8840,8850,124003,1102559070,1145.95
2018-07-18,8989.44,8915,8985,8890,8985,306325,2739231295,1153.91
2018-07-19,9005.62,8960,8990,8925,8990,239522,2146328835,1154.93
2018-07-20,9021.54,9005,9090,8960,9000,717954,6479683170,1156.15
2018-07-23,8970.8,8905,8975,8890,8975,190214,1699807390,1152.58
2018-07-24,9057.04,9015,9070,8995,9025,181067,1634136565,1158.39
2018-07-25,8894.41,8930,8950,8865,8890,142898,1273109850,1147.69
2018-07-26,8810.3,8765,8820,8750,8795,113660,998807700,1142.69
2018-07-27,8742.18,8855,8870,8720,8765,81746,718617265,1137.69
2018-07-30,8804.57,8750,8795,8700,8795,80031,699922235,1142.18
2018-07-31,8782.53,8760,8790,8730,8780,47577,416635485,1140.45
2018-08-01,8811.0,8720,8825,8720,8820,75274,662733735,1142.38
2018-08-02,8885.03,8785,8885,8770,8880,77957,688308050,1147.18
2018-08-03,8928.3,8935,8950,8885,8925,93583,834683060,1149.93
2018-08-06,8865.2,8875,8885,8830,8855,77172,684009325,1146.06
2018-08-07,8856.63,8880,8915,8855,8855,86407,767426935,1145.14
2018-08-08,8800.21,8775,8810,8760,8800,61357,538703235,1141.57
2018-08-09,8774.93,8780,8805,8745,8760,56290,492986625,1140.04
2018-08-10,8943.97,8850,8955,8850,8930,227965,2026631000,1151.05
2018-08-13,9025.09,9000,9050,8945,9010,276044,2488613185,1156.15
2018-08-14,8943.07,9065,9065,8935,8935,123764,1114529715,1150.95
2018-08-16,8959.59,9040,9050,8915,8950,134356,1209757060,1151.6
2018-08-17,8882.27,8930,8940,8880,8895,242823,2160910225,1146.5
2018-08-20,8848.67,8815,8855,8805,8855,157373,1388502075,1144.46
2018-08-21,8786.84,8780,8800,8760,8780,216956,1903843140,1140.58
2018-08-22,8785.48,8745,8795,8745,8790,57409,504004115,1140.38
2018-08-23,8827.28,8790,8845,8780,8825,72252,636729250,1143.13
2018-08-24,8780.23,8885,8890,8770,8790,206878,1830470015,1140.07
2018-08-27,8708.96,8710,8735,8700,8710,127588,1111551875,1135.38
2018-08-28,8654.34,8650,8675,8630,8635,70104,606246770,1132.01
2018-08-29,8662.4,8625,8660,8600,8650,118744,1024502635,1132.52
2018-08-30,8649.1,8650,8665,8605,8630,85649,740364645,1131.6
2018-08-31,8707.52,8720,8725,8680,8695,139579,1214913620,1135.28
2018-09-03,8656.85,8735,8765,8640,8665,236254,2057029280,1131.91
2018-09-04,8734.54,8685,8745,8680,8730,157117,1367872580,1137.32
2018-09-05,8822.34,8780,8820,8710,8815,59207,520044450,1142.93
2018-09-06,8870.93,8810,8880,8765,8860,149797,1320985090,1146.09
2018-09-07,8844.19,8870,8890,8825,8845,236104,2091699490,1144.56
2018-09-10,8962.67,8915,8960,8895,8935,133949,1195317485,1152.11
2018-09-11,8899.03,8945,8975,8870,8885,117476,1047630470,1148.03
2018-09-12,8950.42,8880,8945,8880,8940,74717,666374605,1151.19
2018-09-13,8864.05,8825,8870,8780,8855,65484,577679430,1145.54
2018-09-14,8761.27,8805,8830,8770,8770,207668,1828726650,1138.67
2018-09-17,8919.95,8825,8955,8825,8915,116611,1037554810,1149.39
2018-09-18,8869.56,8950,8960,8845,8855,85933,766586905,1145.82
2018-09-19,8822.34,8835,8885,8810,8825,26139,231327955,1142.96
2018-09-20,8822.46,8795,8835,8780,8820,99778,879419725,1143.06
2018-09-21,8740.33,8765,8790,8735,8735,198322,1735826280,1137.35
2018-09-27,8710.96,8760,8760,8655,8695,253255,2207180260,1135.82
2018-09-28,8649.48,8710,8720,8625,8645,111373,964005595,1131.73
2018-10-01,8690.86,8640,8695,8635,8675,36507,316073220,1134.18
2018-10-02,8797.76,8700,8800,8700,8800,97813,856622565,1141.12
2018-10-04,8972.61,8895,8975,8885,8960,277531,2481041600,1152.76
2018-10-05,8973.27,9010,9015,8950,8975,212765,1908964740,1152.65
2018-10-08,9027.69,9010,9025,8960,9020,191051,1719626460,1156.33
2018-10-10,9045.05,8975,9030,8975,9030,84427,760222825,1157.45
2018-10-11,9208.07,9145,9200,9115,9195,477299,4370942180,1167.56
2018-10-12,9016.32,9105,9105,8965,9000,135457,1224711360,1154.69
2018-10-15,9051.53,9005,9060,9005,9055,27583,249223485,1157.35
2018-10-16,8963.65,9005,9020,8910,8935,67659,606039105,1151.63
2018-10-17,8910.57,8885,8945,8855,8930,89619,796906035,1148.06
2018-10-18,9061.14,8950,9050,8950,9050,106173,956771755,1157.86
2018-10-19,9010.63,9105,9125,8975,9000,112069,1015543105,1154.59
2018-10-22,8955.97,9010,9065,8930,8945,49554,446191390,1150.81
2018-10-23,9098.54,9030,9110,9030,9095,109733,996023875,1160.0
2018-10-24,9015.29,9050,9080,8960,9020,114113,1028252925,1155.0
2018-10-25,9106.42,9125,9150,9070,9105,172190,1568787920,1160.82
2018-10-26,9169.3,9085,9195,9070,9160,279214,2557945675,1164.7
2018-10-29,9173.2,9140,9160,9075,9155,118569,1081222850,1164.8
2018-10-30,9132.4,9205,9210,9115,9135,109121,999782695,1162.45
2018-10-31,9142.55,9140,9160,9100,9135,65025,593829745,1163.17
2018-11-01,9105.31,9145,9160,9085,9120,106675,972933410,1160.62
2018-11-02,8849.25,8930,8970,8830,8865,220190,1960503560,1144.08
2018-11-05,8891.71,8825,8905,8825,8875,237198,2105084980,1147.24
2018-11-06,8898.17,8850,8900,8845,8875,66987,594317105,1147.45
2018-11-07,8891.31,8860,8905,8795,8870,114091,1009223640,1146.93
2018-11-08,8784.58,8790,8825,8785,8790,148393,1306262320,1139.99
2018-11-09,8959.79,8830,8960,8830,8955,120129,1070785020,1151.53
2018-11-12,9066.93,9005,9060,8975,9045,181432,1634866575,1158.37
2018-11-13,9051.25,9125,9150,9000,9030,243031,2213478635,1157.55
2018-11-14,9072.84,9010,9070,8965,9055,80120,723166155,1158.78
2018-11-15,8992.32,9020,9050,8960,8980,118874,1068623255,1153.16
2018-11-16,8982.42,8975,9010,8940,8985,56118,503506535,1153.06
2018-11-19,8973.48,8880,9000,8880,8970,176611,1577549500,1152.14
2018-11-20,8943.93,8975,8980,8920,8935,77583,694388220,1150.4
2018-11-21,9008.53,9000,9045,8980,9000,148465,1337313060,1154.39
2018-11-22,8988.36,8995,8995,8960,8990,95098,854177215,1153.16
2018-11-23,9004.6,8990,9030,8970,9000,141364,1273449585,1154.18
2018-11-26,8984.14,9030,9035,8965,8985,65101,585560310,1152.86
2018-11-27,8996.49,8980,9005,8970,8980,45896,412450335,1153.67
2018-11-28,8948.87,8990,9015,8940,8950,68498,615017830,1150.61
2018-11-29,8841.98,8870,8900,8830,8835,143537,1271764450,1143.76
2018-11-30,8856.42,8820,8890,8805,8855,126755,1121369165,1144.58
2018-12-03,8694.31,8775,8800,8700,8700,199340,1742232360,1134.06
2018-12-04,8636.23,8680,8740,8620,8620,122468,1062638250,1130.48
2018-12-05,8748.48,8700,8775,8695,8750,141894,1238957800,1137.63
2018-12-06,8854.61,8745,8845,8745,8845,199197,1753321705,1144.78
2018-12-07,8834.63,8800,8835,8775,8835,147604,1300238875,1143.25
2018-12-10,8955.1,8915,8945,8870,8945,104874,935251200,1151.32
2018-12-11,9010.88,8955,9000,8955,8990,163530,1469037350,1154.69
2018-12-12,8978.13,8965,8980,8935,8970,76219,682366445,1152.55
2018-12-13,8908.06,8935,8940,8865,8890,98846,878991155,1147.17
2018-12-14,9011.87,8935,9020,8930,9005,160936,1445762815,1154.05
2018-12-17,9022.14,9040,9040,8990,9015,82220,741688420,1154.56
2018-12-18,9011.13,9045,9045,8970,9000,69669,626851125,1154.15
2018-12-19,8920.15,8970,8970,8895,8900,126981,1132853695,1148.12
2018-12-20,8973.08,8985,9020,8960,8975,96298,865760960,1151.39
2018-12-21,8915.36,8925,8950,8885,8905,76861,684942050,1147.71
2018-12-24,8955.86,8970,8985,8915,8940,55656,498160585,1150.57
2018-12-26,8972.85,8990,8990,8930,8940,72644,650929340,1151.49
2018-12-27,8885.14,8900,8925,8855,8880,83428,741416095,1145.97
2018-12-28,8822.49,8875,8895,8815,8825,116171,1026145525,1141.67
2019-01-02,8870.41,8785,8890,8785,8870,45245,400713085,1144.84
2019-01-03,9006.79,8950,9035,8940,9005,225366,2026237190,1153.54
2019-01-04,8965.04,8970,9000,8915,8950,122966,1101397475,1150.88
2019-01-07,8850.87,8845,8880,8810,8855,259486,2293699835,1143.51
2019-01-08,8944.98,8840,8950,8840,8925,115276,1027374715,1149.75
2019-01-09,8917.17,8910,8940,8850,8910,94158,837284545,1147.81
2019-01-10,8865.24,8860,8910,8830,8860,115781,1024846605,1144.33
2019-01-11,8831.53,8860,8870,8815,8825,58762,519215020,1142.29
2019-01-14,8934.84,8870,8935,8855,8930,128225,1141979530,1148.83
2019-01-15,8904.21,8625,8920,8625,8895,33447,296998925,1146.69
2019-01-16,8884.25,8910,8945,8870,8890,48553,433185440,1145.36
2019-01-17,8930.0,8890,8930,8880,8930,34178,304501155,1148.25
2019-01-18,8928.5,8920,8935,8895,8915,28329,252293460,1148.02
2019-01-21,9016.67,8950,9015,8945,9005,89516,803605835,1153.65
2019-01-22,9070.1,9040,9065,9020,9055,129667,1172251415,1157.13
2019-01-23,9023.6,9065,9065,8980,9010,57486,518326830,1154.06
2019-01-24,9039.33,8985,9055,8970,9030,21233,191534460,1155.18
2019-01-25,8915.01,9015,9025,8915,8915,67659,606118760,1147.09
2019-01-28,8862.24,8865,8880,8810,8855,182736,1615869435,1143.72
2019-01-29,8846.19,8880,8895,8825,8840,106462,942686880,1142.69
2019-01-30,8838.95,8845,8870,8830,8840,89834,794443155,1142.18
2019-01-31,8778.58,8760,8790,8720,8775,270455,2369703420,1138.19
2019-02-01,8879.44,8785,8875,8755,8870,382904,3379796575,1144.64
2019-02-07,8954.51,8890,8965,8890,8965,217462,1943330470,1149.55
2019-02-08,8959.66,8995,9000,8940,8955,79489,712432120,1149.96
2019-02-11,8970.2,8940,8990,8930,8965,51926,465612060,1150.58
2019-02-12,8965.01,8990,9005,8945,8955,70935,637269695,1150.27
2019-02-13,8930.98,8910,8955,8900,8920,42009,374819880,1148.02
2019-02-14,8993.03,8975,8995,8965,8980,100129,899066780,1152.08
2019-02-15,9051.19,8995,9035,8995,9030,132286,1192827265,1155.8
2019-02-18,8996.21,9005,9005,8950,8985,40745,365321930,1152.21
2019-02-19,9040.7,9000,9030,9000,9030,69369,625516895,1155.29
2019-02-20,8961.82,8950,8970,8910,8955,77223,690074685,1149.96
2019-02-21,8991.97,8950,9000,8940,8990,67335,604692805,1151.91
2019-02-22,8990.97,9000,9015,8985,8995,55725,501226880,1151.8
2019-02-25,8915.84,8945,8945,8910,8920,63990,570716665,1146.89
2019-02-26,8882.06,8865,8895,8865,8890,188953,1679262590,1144.74
2019-02-27,8908.76,8850,8890,8850,8890,47884,424757395,1146.68
2019-02-28,8977.42,8875,8975,8875,8975,88484,788640235,1150.78
2019-03-04,8994.81,8980,9000,8965,8980,100253,900847845,1152.11
2019-03-05,8997.11,9015,9015,8980,8985,67805,609744060,1152.11
2019-03-06,9054.24,9005,9070,9000,9050,132942,1200923660,1155.7
2019-03-07,9051.64,9050,9070,9020,9060,79880,722485060,1155.49
2019-03-08,9174.06,9135,9180,9100,9165,103429,944909080,1163.38
2019-03-11,9136.69,9150,9175,9120,9145,60661,554923735,1160.82
2019-03-12,9074.99,9095,9095,9030,9070,46979,425202835,1156.92
2019-03-13,9120.72,9060,9130,9060,9115,22020,200377685,1159.69
2019-03-14,9154.22,9095,9170,9070,9155,12534,114538080,1161.94
2019-03-15,9199.78,9140,9225,9120,9180,318088,2922679195,1164.68
2019-03-18,9118.6,9175,9185,9100,9105,69612,636642655,1159.65
2019-03-19,9093.7,9105,9140,9065,9095,13160,119642820,1157.91
2019-03-20,9082.08,9095,9105,9060,9080,22822,207251205,1157.19
2019-03-21,9048.16,9025,9045,8990,9040,49406,445193635,1155.14
2019-03-22,9076.95,9050,9095,9035,9085,17295,156874115,1156.78
2019-03-25,9154.19,9170,9180,9135,9145,97917,896715990,1161.81
2019-03-26,9138.88,9130,9145,9100,9145,33048,301128910,1160.68
2019-03-27,9157.02,9160,9170,9145,9165,61506,563250590,1161.81
2019-03-28,9193.11,9235,9240,9190,9200,43432,400370680,1164.06
2019-03-29,9177.06,9185,9205,9175,9175,14937,137225645,1163.04
2019-04-01,9155.21,9170,9170,9105,9145,18034,164711390,1161.7
2019-04-02,9196.73,9140,9205,9130,9190,62889,577387215,1164.37
2019-04-03,9166.57,9195,9210,9145,9165,63571,582800955,1162.42
2019-04-04,9194.16,9150,9205,9150,9200,27709,254228295,1164.06
2019-04-05,9204.49,9205,9215,9185,9200,42512,390940780,1164.78
2019-04-08,9322.15,9205,9320,9200,9320,112839,1046703250,1172.26
2019-04-09,9287.05,9295,9315,9275,9290,137486,1277968940,1169.8
2019-04-10,9246.55,9280,9320,9240,9240,119648,1110193685,1167.14
2019-04-11,9239.81,9225,9270,9225,9235,125536,1160179685,1166.86
2019-04-12,9263.81,9275,9295,9235,9240,17077,158171315,1168.23
2019-04-15,9156.4,9185,9190,9130,9150,79329,726457270,1161.26
2019-04-16,9199.19,9155,9205,9155,9195,47607,437392390,1163.92
2019-04-17,9181.22,9210,9220,9170,9180,45207,415876345,1162.69
2019-04-18,9210.83,9160,9215,9160,9210,34200,314537870,1164.74
2019-04-19,9210.87,9210,9225,9200,9215,26490,243918675,1164.54
2019-04-22,9298.2,9185,9305,9185,9290,46355,430151570,1170.08
2019-04-23,9299.8,9280,9295,9250,9295,16487,152942980,1170.18
2019-04-24,9437.8,9310,9425,9300,9425,140178,1313503075,1179.0
2019-04-25,9609.8,9545,9610,9525,9590,236560,2262538695,1189.56
2019-04-26,9605.94,9610,9625,9540,9610,194189,1863407180,1189.26
2019-04-29,9586.78,9555,9590,9550,9570,89270,854137620,1188.23
2019-04-30,9757.97,9590,9730,9580,9730,93584,904812090,1198.9
2019-05-02,9696.61,9705,9705,9610,9695,106995,1034072390,1194.9
2019-05-03,9769.49,9740,9795,9735,9765,292616,2854039735,1199.31
2019-05-07,9719.9,9780,9835,9715,9715,133439,1303113255,1196.33
2019-05-08,9761.31,9800,9805,9735,9755,158462,1548536575,1198.9
2019-05-09,9938.08,9795,9925,9785,9925,277585,2734290740,1209.77
2019-05-10,9895.47,9915,9980,9855,9880,227088,2249053955,1207.21
2019-05-13,10064.18,9920,10065,9920,10065,446214,4449690145,1217.26
2019-05-14,10091.78,10115,10120,10020,10100,361283,3637607440,1218.9
2019-05-15,10084.85,10090,10140,10070,10095,214137,2162190790,1218.38
2019-05-16,10128.05,10050,10155,10050,10125,143271,1448714520,1221.02
2019-05-17,10189.66,10140,10210,10100,10205,294758,2989995550,1224.68
2019-05-20,10188.99,10180,10185,10140,10185,178662,1815479535,1224.78
2019-05-21,10197.85,10160,10195,10145,10195,193690,1969105735,1225.29
2019-05-22,10179.1,10160,10225,10160,10175,185294,1888191730,1224.16
2019-05-23,10129.08,10140,10185,10090,10110,257576,2609464550,1221.29
2019-05-24,10081.9,10105,10135,10080,10080,112117,1133778300,1218.21
2019-05-27,10034.8,10040,10070,9990,10025,261499,2620722365,1215.44
2019-05-28,10067.92,10025,10105,10015,10060,147296,1482269710,1217.39
2019-05-29,10207.05,10095,10220,10095,10200,196568,1999985525,1225.81
2019-05-30,10113.26,10180,10180,10085,10110,124000,1255984720,1220.06
2019-05-31,10152.22,10140,10175,10115,10140,150377,1525597195,1222.52
2019-06-03,9997.61,10125,10140,9935,9995,168400,1683939245,1213.08
2019-06-04,10003.84,9940,10020,9940,10000,138202,1378393090,1213.49
2019-06-05,9945.04,9940,9980,9930,9940,100460,999684455,1209.9
2019-06-07,9993.35,9950,9985,9920,9985,90117,897164610,1212.87
2019-06-10,10059.24,9970,10055,9965,10045,71259,713888250,1216.77
2019-06-11,9985.41,10040,10055,9945,9975,52127,520435090,1212.26
2019-06-12,10019.61,9960,10020,9950,10015,39772,397023835,1214.82
2019-06-13,10014.16,10025,10080,9995,10005,70587,709887535,1214.93
2019-06-14,10047.36,10030,10045,10015,10045,98115,985131545,1216.91
2019-06-17,10084.04,10075,10085,10055,10080,32389,326144710,1219.18
2019-06-18,10072.49,10080,10080,10025,10065,30752,309171995,1218.46
2019-06-19,9917.6,9915,9940,9880,9905,103682,1027944655,1209.1
2019-06-20,9674.74,9850,9865,9655,9665,156439,1528474515,1194.19
2019-06-21,9680.35,9650,9705,9630,9695,331420,3200345700,1194.39
2019-06-24,9579.7,9625,9645,9560,9580,123632,1185751145,1188.22
2019-06-25,9579.16,9560,9580,9525,9580,188914,1804947915,1188.33
2019-06-26,9586.16,9585,9640,9570,9580,244305,2345896350,1188.74
2019-06-27,9608.03,9550,9610,9550,9610,163517,1567315895,1189.97
2019-06-28,9563.31,9605,9610,9545,9560,85335,817428325,1187.19
2019-07-01,9619.89,9485,9635,9460,9625,119378,1139806130,1190.69
2019-07-02,9744.09,9690,9775,9665,9750,178653,1740522080,1198.3
2019-07-03,9828.68,9785,9845,9745,9835,237246,2329247960,1203.55
2019-07-04,9803.91,9805,9835,9775,9795,92714,908552765,1202.11
2019-07-05,9833.83,9780,9835,9780,9825,97915,961134040,1203.85
2019-07-08,10024.69,9905,10015,9895,10015,204008,2033436790,1215.58
2019-07-09,9984.07,9985,10000,9955,9995,64730,645718935,1212.9
2019-07-10,10029.54,10020,10025,9980,10015,133151,1332086255,1215.89
2019-07-11,9871.54,9915,9950,9825,9880,123957,1224427030,1206.66
2019-07-12,9968.85,9885,9965,9885,9965,64986,645300415,1213.04
2019-07-15,9975.59,9960,10015,9940,9975,178382,1777613605,1213.35
2019-07-16,9953.36,9990,10020,9930,9950,81751,816054320,1211.91
2019-07-17,10011.08,10000,10015,9960,10010,66062,660254485,1215.41
2019-07-18,9963.66,10000,10060,9905,9970,179660,1793682765,1212.53
2019-07-19,9898.74,9890,9905,9825,9895,124667,1230894420,1208.51
2019-07-22,9967.87,9940,9975,9920,9965,88325,878741685,1212.73
2019-07-23,9971.05,9945,9980,9935,9975,40191,400410860,1212.94
2019-07-24,9947.9,10000,10000,9940,9955,99137,988023850,1211.5
2019-07-25,10019.39,9955,10020,9945,10020,111605,1114574245,1215.92
2019-07-26,10066.25,10045,10095,10035,10075,211064,2125020415,1218.6
2019-07-29,10052.17,10080,10090,10010,10060,123325,1240059335,1217.78
2019-07-30,10035.56,10060,10065,10005,10030,110233,1105920415,1216.85
2019-07-31,10048.31,10015,10050,10005,10045,69882,700529905,1217.57
2019-08-01,10143.36,10140,10190,10105,10145,174039,1766471410,1223.24
2019-08-02,10312.04,10275,10305,10205,10305,243782,2501650335,1233.54
2019-08-05,10620.71,10400,10655,10385,10625,672105,7077472210,1251.87
2019-08-06,10610.38,10695,10720,10510,10615,499050,5297463680,1251.25
2019-08-07,10611.03,10580,10640,10545,10600,213651,2264457515,1251.36
2019-08-08,10498.87,10575,10625,10490,10505,316945,3341290260,1244.66
2019-08-09,10541.3,10470,10530,10470,10530,166739,1750953030,1247.24
2019-08-12,10635.92,10570,10640,10570,10625,149713,1589272745,1252.8
2019-08-13,10761.26,10665,10735,10645,10735,142466,1521075320,1260.73
2019-08-14,10576.3,10485,10580,10470,10565,285134,3003221345,1249.94
2019-08-16,10542.09,10580,10620,10520,10540,447573,4739876320,1247.91
2019-08-19,10524.87,10505,10555,10495,10540,78683,828506865,1246.78
2019-08-20,10488.73,10560,10580,10450,10495,226569,2385553445,1244.72
2019-08-21,10381.8,10490,10515,10335,10390,371851,3860619630,1238.32
2019-08-22,10478.64,10395,10475,10395,10475,111524,1163921990,1244.2
2019-08-23,10570.48,10570,10605,10515,10540,148385,1566947080,1249.77
2019-08-26,10671.82,10675,10710,10620,10660,212695,2267698385,1255.65
2019-08-27,10564.65,10605,10615,10550,10550,99979,1057826585,1249.36
2019-08-28,10594.69,10580,10600,10560,10595,109081,1154871580,1251.01
2019-08-29,10639.74,10585,10645,10575,10645,73381,778990900,1253.69
2019-08-30,10554.75,10510,10555,10475,10555,206561,2171320775,1248.64
2019-09-02,10545.96,10580,10610,10525,10545,174668,1847310000,1248.12
2019-09-03,10637.21,10595,10645,10590,10635,106004,1125175990,1253.59
2019-09-04,10499.76,10570,10570,10490,10505,248241,2612424035,1245.44
2019-09-05,10358.47,10425,10445,10295,10370,304391,3151816645,1236.98
2019-09-06,10281.77,10315,10330,10280,10305,90656,934187790,1232.34
2019-09-09,10240.68,10265,10270,10175,10240,188411,1929344105,1230.9
2019-09-10,10245.86,10200,10235,10175,10235,56842,580161620,1231.17
2019-09-11,10198.68,10205,10250,10170,10205,131760,1346219955,1228.35
2019-09-16,10061.49,10100,10125,10065,10075,171279,1728404690,1220.09
2019-09-17,10197.94,10110,10205,10100,10205,82148,833620775,1228.35
2019-09-18,10210.76,10140,10225,10135,10225,67138,684075360,1229.08
2019-09-19,10265.09,10250,10315,10230,10255,213527,2194784680,1232.48
2019-09-20,10163.44,10280,10290,10150,10160,131298,1342040145,1226.29
2019-09-23,10274.54,10235,10280,10210,10265,126176,1292436205,1233.0
2019-09-24,10296.03,10290,10295,10235,10295,53704,550968405,1234.24
2019-09-25,10339.11,10300,10365,10285,10345,68690,709961570,1236.72
2019-09-26,10353.39,10335,10380,10330,10360,119987,1242266765,1237.65
2019-09-27,10371.2,10365,10410,10365,10380,61732,641815695,1238.68
2019-09-30,10322.07,10415,10430,10305,10320,48713,505454865,1235.79
2019-10-01,10369.92,10360,10375,10310,10370,39599,409707645,1238.58
2019-10-02,10493.28,10435,10485,10395,10485,65058,679573195,1246.02
2019-10-04,10304.28,10430,10430,10270,10320,94979,981456745,1234.55
2019-10-07,10325.62,10280,10335,10280,10325,44681,461006805,1236.0
2019-10-08,10282.86,10330,10330,10255,10265,96990,997598925,1233.52
2019-10-10,10316.4,10370,10395,10225,10320,70166,723623285,1235.38
2019-10-11,10190.13,10225,10245,10165,10195,71976,734068280,1227.73
2019-10-14,10113.18,10090,10145,10060,10125,144472,1458647655,1223.08
2019-10-15,10128.11,10120,10150,10095,10130,52477,530602465,1224.01
2019-10-16,10184.69,10125,10190,10105,10180,75555,767317800,1227.63
2019-10-17,10158.86,10175,10175,10130,10165,23634,239923310,1225.77
2019-10-18,10071.6,10050,10080,10030,10075,124308,1249457740,1220.57
2019-10-21,9893.71,10045,10045,9910,9915,199738,1990512230,1209.71
2019-10-22,9871.77,9910,9940,9865,9875,129865,1284433525,1208.47
2019-10-23,9920.76,9915,9980,9890,9915,117130,1163532165,1211.47
2019-10-24,9920.08,9890,9925,9835,9925,113900,1125441845,1211.37
2019-10-25,9929.49,9945,9975,9920,9935,95128,945326695,1211.99
2019-10-28,9888.24,9905,9905,9840,9880,63824,629647475,1209.51
2019-10-29,9763.96,9850,9870,9760,9760,124964,1226697515,1201.86
2019-10-30,9848.95,9815,9870,9815,9850,127299,1253385635,1207.13
2019-10-31,9771.6,9785,9795,9705,9770,196297,1910909525,1202.27
2019-11-01,9811.09,9855,9890,9800,9810,133181,1311940640,1204.75
2019-11-04,9715.95,9775,9775,9685,9705,102139,992186685,1198.96
2019-11-05,9687.49,9710,9735,9675,9675,132001,1280908805,1197.21
2019-11-06,9682.94,9660,9690,9640,9660,51816,500960180,1197.0
2019-11-07,9713.79,9735,9750,9695,9705,34275,333372060,1198.76
2019-11-08,9664.67,9645,9675,9610,9675,72011,694289135,1195.66
2019-11-11,9811.43,9700,9830,9680,9830,76128,741647285,1204.75
2019-11-12,9734.88,9800,9805,9740,9740,66250,647230390,1200.1
2019-11-13,9836.52,9795,9865,9795,9845,105639,1038836770,1206.41
2019-11-14,9885.73,9895,9915,9860,9875,118688,1173732220,1209.58
2019-11-15,9825.45,9850,9860,9790,9830,48067,471865995,1205.99
2019-11-18,9793.72,9795,9820,9760,9780,63678,623267710,1204.03
2019-11-19,9858.8,9850,9880,9830,9850,83957,827510305,1208.06
2019-11-20,9894.5,9890,9900,9865,9890,50418,498346830,1210.23
2019-11-21,10028.31,9925,10035,9920,10030,309184,3088941090,1218.4
2019-11-22,10042.53,10015,10055,9990,10055,150359,1505799330,1219.23
2019-11-25,9991.03,10025,10030,9955,9985,155615,1554457090,1216.23
2019-11-26,10001.1,9930,9990,9895,9985,64906,645806170,1216.75
2019-11-27,10007.36,9940,10005,9940,10005,52081,519941295,1217.06
2019-11-28,10063.06,10045,10060,10015,10045,43396,435703775,1220.58
2019-11-29,10073.29,10035,10085,10025,10085,51456,517439760,1220.99
2019-12-02,10120.55,10075,10115,10020,10110,125350,1261956800,1223.99
2019-12-03,10181.96,10145,10185,10120,10175,100820,1023978955,1227.71
2019-12-04,10312.91,10230,10325,10225,10310,195310,2007638925,1235.57
2019-12-05,10243.11,10270,10270,10195,10230,80843,827079855,1231.33
2019-12-06,10213.28,10200,10265,10160,10220,72462,739622695,1229.47
2019-12-09,10227.49,10200,10235,10185,10230,37564,383528860,1230.4
2019-12-10,10271.82,10250,10290,10220,10260,53102,544805690,1233.09
2019-12-11,10318.62,10245,10310,10230,10310,78739,808892550,1235.88
2019-12-12,10170.28,10225,10260,10155,10170,92218,941358735,1227.05
2019-12-13,9904.44,9930,9970,9870,9915,360489,3573840540,1210.98
2019-12-16,9928.46,9990,10000,9905,9925,105633,1051060355,1212.53
2019-12-17,9818.65,9885,9885,9785,9820,158120,1553348120,1205.8
2019-12-18,9868.24,9790,9870,9775,9870,45768,448613605,1208.9
2019-12-19,9808.59,9840,9840,9765,9810,126478,1238199795,1205.18
2019-12-20,9737.41,9750,9815,9725,9740,128382,1252836505,1200.83
2019-12-23,9778.42,9715,9780,9715,9780,160192,1561734345,1203.31
2019-12-24,9776.15,9780,9805,9755,9780,120468,1177013940,1203.21
2019-12-26,9732.2,9750,9750,9715,9740,120115,1168765070,1200.41
2019-12-27,9733.17,9740,9745,9710,9740,90239,877668355,1200.52
2019-12-30,9670.8,9735,9735,9655,9670,243008,2356330150,1196.69
2020-01-02,9713.38,9645,9705,9625,9700,129587,1253561840,1199.28
2020-01-03,9852.23,9695,9860,9670,9845,313540,3061122905,1207.87
2020-01-06,9933.91,9875,9945,9845,9940,205758,2032745545,1212.84
2020-01-07,9833.1,9860,9860,9795,9840,128660,1263900205,1206.52
2020-01-08,9925.89,9935,10045,9895,9930,254035,2535363405,1212.32
2020-01-09,9710.3,9770,9785,9700,9715,276524,2689416300,1199.07
2020-01-10,9767.15,9715,9795,9715,9760,153323,1494487170,1202.69
2020-01-13,9666.88,9705,9715,9625,9665,302459,2920881965,1196.48
2020-01-14,9664.84,9640,9670,9580,9670,237912,2290436905,1196.27
2020-01-15,9692.18,9750,9780,9680,9690,188101,1829900300,1197.93
2020-01-16,9757.76,9705,9755,9690,9755,57757,562327190,1202.04
2020-01-17,9730.0,9715,9740,9675,9735,71835,697556040,1200.45
2020-01-20,9722.09,9755,9765,9675,9710,116017,1127105140,1200.03
2020-01-21,9866.38,9730,9865,9710,9865,199983,1963703995,1208.95
2020-01-22,9824.06,9875,9895,9785,9815,89484,878969720,1206.25
2020-01-23,9889.25,9835,9885,9830,9885,73493,724190885,1210.29
2020-01-28,10034.89,10055,10055,9995,10020,215692,2160741850,1219.21
2020-01-29,10041.52,10000,10045,9980,10035,101779,1018695285,1219.52
2020-01-30,10180.09,10070,10180,10065,10170,236501,2397282320,1228.01
2020-01-31,10303.25,10195,10290,10150,10290,175413,1790716750,1235.48
2020-02-03,10354.84,10355,10405,10320,10355,1053771,10912217705,1238.58
2020-02-04,10213.9,10280,10320,10185,10215,132273,1354631740,1229.98
2020-02-05,10284.21,10160,10300,10160,10285,466686,4787294585,1234.23
2020-02-06,10084.69,10160,10170,10055,10085,446948,4518544310,1222.31
