날짜,종가,NAV,괴리율
2019-11-07,10145,10145.05,-0.0
2019-11-08,10125,10119.38,0.06
2019-11-11,10200,10196.28,0.04
2019-11-12,10155,10157.07,-0.02
2019-11-13,10210,10210.06,-0.0
2019-11-14,10250,10234.64,0.15
2019-11-15,10205,10204.55,0.0
2019-11-18,10190,10187.96,0.02
2019-11-19,10220,10222.32,-0.02
2019-11-20,10240,10240.72,-0.01
2019-11-21,10310,10310.32,-0.0
2019-11-22,10320,10317.66,0.02
2019-11-25,10280,10292.68,-0.12
2019-11-26,10295,10297.09,-0.02
2019-11-27,10305,10300.0,0.05
2019-11-28,10320,10329.94,-0.1
2019-11-29,10345,10333.8,0.11
2019-12-02,10355,10359.49,-0.04
2019-12-03,10385,10391.29,-0.06
2019-12-04,10455,10458.09,-0.03
2019-12-05,10425,10422.48,0.02
2019-12-06,10415,10407.26,0.07
2019-12-09,10415,10415.29,-0.0
2019-12-10,10435,10438.22,-0.03
2019-12-11,10460,10462.02,-0.02
2019-12-12,10390,10386.3,0.04
2019-12-13,10260,10250.56,0.09
2019-12-16,10265,10263.86,0.01
2019-12-17,10210,10207.17,0.03
2019-12-18,10230,10233.67,-0.04
2019-12-19,10205,10202.46,0.02
2019-12-20,10165,10166.18,-0.01
2019-12-23,10190,10187.45,0.03
2019-12-24,10185,10186.7,-0.02
2019-12-26,10170,10163.43,0.06
2019-12-27,10165,10165.39,-0.0
2019-12-30,10130,10133.11,-0.03
2020-01-02,10155,10155.53,-0.01
2020-01-03,10225,10228.93,-0.04
2020-01-06,10270,10271.34,-0.01
2020-01-07,10230,10218.01,0.12
2020-01-08,10270,10267.33,0.03
2020-01-09,10165,10155.49,0.09
2020-01-10,10185,10186.81,-0.02
2020-01-13,10135,10134.88,0.0
2020-01-14,10140,10133.29,0.07
2020-01-15,10150,10148.37,0.02
2020-01-16,10185,10182.97,0.02
2020-01-17,10170,10168.8,0.01
2020-01-20,10160,10165.39,-0.05
2020-01-21,10235,10241.02,-0.06
2020-01-22,10220,10218.73,0.01
2020-01-23,10250,10253.78,-0.04
2020-01-28,10325,10329.35,-0.04
2020-01-29,10335,10332.18,0.03
2020-01-30,10400,10404.57,-0.04
2020-01-31,10460,10468.28,-0.08
2020-02-03,10485,10494.79,-0.09
2020-02-04,10425,10422.18,0.03
2020-02-05,10460,10458.32,0.02
2020-02-06,10355,10357.75,-0.03
2020-02-07,10420,10423.14,-0.03
2020-02-10,10425,10431.22,-0.06
2020-02-11,10380,10378.68,0.01
2020-02-12,10355,10353.07,0.02
2020-02-13,10385,10387.41,-0.02
2020-02-14,10395,10394.24,0.01
2020-02-17,10395,10399.75,-0.05
2020-02-18,10450,10448.22,0.02
2020-02-19,10450,10444.93,0.05
2020-02-20,10530,10532.25,-0.02
2020-02-21,10620,10637.27,-0.16
2020-02-24,10715,10720.23,-0.05
2020-02-25,10635,10637.93,-0.03
2020-02-26,10690,10695.25,-0.05
2020-02-27,10695,10693.72,0.01
2020-02-28,10675,10672.24,0.03
2020-03-02,10495,10487.81,0.07
2020-03-03,10500,10502.0,-0.02
2020-03-04,10440,10430.02,0.1
2020-03-05,10380,10394.49,-0.14
2020-03-06,10480,10478.52,0.01
2020-03-09,10590,10589.48,0.0
2020-03-10,10490,10478.97,0.11
2020-03-11,10495,10506.61,-0.11
2020-03-12,10610,10601.72,0.08
2020-03-13,10690,10720.08,-0.28
2020-03-16,10785,10776.6,0.08
2020-03-17,10935,10943.27,-0.08
2020-03-18,10975,10968.14,0.06
2020-03-19,11315,11302.89,0.11
2020-03-20,10970,10978.01,-0.07
2020-03-23,11155,11139.67,0.14
2020-03-24,10985,10990.94,-0.05
2020-03-25,10805,10812.75,-0.07
2020-03-26,10850,10855.86,-0.05
2020-03-27,10670,10673.33,-0.03
2020-03-30,10785,10805.75,-0.19
2020-03-31,10735,10730.83,0.04
2020-04-01,10850,10842.97,0.06
2020-04-02,10825,10830.68,-0.05
2020-04-03,10860,10870.67,-0.1
2020-04-06,10840,10843.48,-0.03
2020-04-07,10770,10767.74,0.02
2020-04-08,10770,10789.94,-0.18
2020-04-09,10760,10754.82,0.05
2020-04-10,10655,10684.59,-0.28
2020-04-13,10745,10728.98,0.15
2020-04-14,10725,10737.78,-0.12
2020-04-16,10835,10843.08,-0.07
2020-04-17,10730,10744.78,-0.14
2020-04-20,10755,10769.5,-0.13
2020-04-21,10845,10850.8,-0.05
2020-04-22,10855,10887.06,-0.29
2020-04-23,10835,10854.55,-0.18
2020-04-24,10910,10902.44,0.07
2020-04-27,10815,10824.61,-0.09
2020-04-28,10805,10815.86,-0.1
2020-04-29,10760,10757.66,0.02
2020-05-04,10845,10845.14,-0.0
2020-05-06,10795,10792.78,0.02
2020-05-07,10810,10822.89,-0.12
2020-05-08,10765,10776.2,-0.1
2020-05-11,10765,10781.56,-0.15
2020-05-12,10820,10824.9,-0.05
2020-05-13,10800,10818.93,-0.17
2020-05-14,10835,10849.32,-0.13
2020-05-15,10870,10866.3,0.03
2020-05-18,10880,10874.32,0.05
2020-05-19,10825,10809.91,0.14
2020-05-20,10850,10860.32,-0.1
2020-05-21,10860,10863.09,-0.03
2020-05-22,10920,10935.68,-0.14
2020-05-25,10980,10990.54,-0.1
2020-05-26,10905,10900.52,0.04
2020-05-27,10900,10902.36,-0.02
2020-05-28,10945,10954.67,-0.09
2020-05-29,10920,10939.82,-0.18
2020-06-01,10810,10827.65,-0.16
2020-06-02,10820,10823.23,-0.03
2020-06-03,10740,10738.42,0.01
2020-06-04,10760,10769.28,-0.09
2020-06-05,10665,10667.65,-0.02
2020-06-08,10630,10640.19,-0.1
2020-06-09,10570,10574.81,-0.05
2020-06-10,10515,10526.34,-0.11
2020-06-11,10570,10567.26,0.03
2020-06-12,10625,10639.66,-0.14
2020-06-15,10745,10748.29,-0.03
2020-06-16,10665,10665.97,-0.01
2020-06-17,10720,10729.53,-0.09
2020-06-18,10675,10676.6,-0.01
2020-06-19,10680,10678.29,0.02
2020-06-22,10735,10739.33,-0.04
2020-06-23,10685,10681.84,0.03
2020-06-24,10605,10602.32,0.03
2020-06-25,10640,10650.1,-0.09
2020-06-26,10605,10611.13,-0.06
2020-06-29,10595,10594.25,0.01
2020-06-30,10630,10621.97,0.08
2020-07-01,10635,10637.05,-0.02
2020-07-02,10595,10607.11,-0.11
2020-07-03,10590,10594.76,-0.04
2020-07-06,10560,10562.88,-0.03
2020-07-07,10560,10567.37,-0.07
2020-07-08,10550,10562.9,-0.12
2020-07-09,10555,10569.17,-0.13
2020-07-10,10635,10644.23,-0.09
2020-07-13,10600,10614.16,-0.13
2020-07-14,10650,10657.58,-0.07
2020-07-15,10605,10609.06,-0.04
2020-07-16,10650,10649.68,0.0
2020-07-17,10650,10661.4,-0.11
2020-07-20,10625,10633.97,-0.08
2020-07-21,10580,10583.57,-0.03
2020-07-22,10545,10557.05,-0.11
2020-07-23,10565,10584.43,-0.18
2020-07-24,10610,10630.38,-0.19
2020-07-27,10560,10569.34,-0.09
2020-07-28,10565,10589.72,-0.23
2020-07-29,10530,10554.38,-0.23
2020-07-30,10550,10554.37,-0.04
2020-07-31,10520,10526.08,-0.06
2020-08-03,10540,10547.21,-0.07
2020-08-04,10540,10556.05,-0.15
2020-08-05,10505,10507.4,-0.02
2020-08-06,10465,10464.94,0.0
2020-08-07,10470,10480.83,-0.1
2020-08-10,10465,10483.37,-0.18
2020-08-11,10475,10475.06,-0.0
2020-08-12,10470,10476.27,-0.06
2020-08-13,10455,10467.06,-0.12
2020-08-14,10470,10472.2,-0.02
2020-08-18,10470,10467.7,0.02
2020-08-19,10435,10440.22,-0.05
2020-08-20,10495,10490.64,0.04
2020-08-21,10480,10484.33,-0.04
2020-08-24,10510,10519.67,-0.09
2020-08-25,10475,10477.16,-0.02
2020-08-26,10480,10486.88,-0.07
2020-08-27,10470,10476.19,-0.06
2020-08-28,10455,10464.57,-0.09
2020-08-31,10485,10495.49,-0.1
2020-09-01,10460,10463.63,-0.03
2020-09-02,10480,10483.99,-0.04
2020-09-03,10500,10504.22,-0.04
2020-09-04,10510,10523.62,-0.13
2020-09-07,10505,10509.42,-0.04
2020-09-08,10490,10497.98,-0.08
2020-09-09,10510,10509.39,0.01
2020-09-10,10470,10480.32,-0.1
2020-09-11,10490,10493.48,-0.03
2020-09-14,10465,10462.54,0.02
2020-09-15,10420,10422.76,-0.03
2020-09-16,10395,10388.8,0.06
2020-09-17,10380,10374.93,0.05
2020-09-18,10260,10259.73,0.0
2020-09-21,10240,10231.36,0.08
2020-09-22,10295,10305.59,-0.1
2020-09-23,10290,10302.91,-0.13
2020-09-24,10370,10379.1,-0.09
2020-09-25,10370,10369.21,0.01
2020-09-28,10370,10372.88,-0.03
2020-09-29,10345,10347.92,-0.03
2020-10-05,10290,10291.43,-0.01
2020-10-06,10265,10271.08,-0.06
2020-10-07,10245,10242.0,0.03
2020-10-08,10200,10196.01,0.04
2020-10-12,10140,10146.07,-0.06
2020-10-13,10140,10146.69,-0.07
2020-10-14,10135,10143.76,-0.09
2020-10-15,10110,10113.06,-0.03
2020-10-16,10145,10144.38,0.01
2020-10-19,10100,10111.61,-0.11
2020-10-20,10080,10081.6,-0.02
2020-10-21,10010,10009.99,0.0
2020-10-22,10020,10025.06,-0.05
2020-10-23,10030,10025.04,0.05
2020-10-26,9960,9977.23,-0.17
2020-10-27,9955,9966.58,-0.12
2020-10-28,9995,10009.09,-0.14
2020-10-29,10010,10011.77,-0.02
2020-10-30,10025,10037.31,-0.12
2020-11-02,10030,10033.78,-0.04
2020-11-03,10025,10037.35,-0.12
2020-11-04,10050,10073.62,-0.23
2020-11-05,9985,9984.34,0.01
2020-11-06,9915,9917.09,-0.02
2020-11-09,9850,9853.3,-0.03
2020-11-10,9860,9870.09,-0.1
2020-11-11,9815,9835.57,-0.21
2020-11-12,9870,9868.56,0.01
2020-11-13,9860,9875.33,-0.16
2020-11-16,9815,9809.53,0.06
2020-11-17,9780,9797.16,-0.18
2020-11-18,9775,9768.8,0.06
2020-11-19,9875,9868.83,0.06
2020-11-20,9865,9868.75,-0.04
2020-11-23,9830,9836.74,-0.07
2020-11-24,9835,9842.87,-0.08
2020-11-25,9810,9808.27,0.02
2020-11-26,9765,9780.9,-0.16
2020-11-27,9770,9767.47,0.03
2020-11-30,9795,9801.04,-0.06
2020-12-01,9795,9797.48,-0.03
2020-12-02,9740,9742.63,-0.03
2020-12-03,9700,9708.22,-0.08
2020-12-04,9585,9578.91,0.06
2020-12-07,9575,9588.56,-0.14
2020-12-08,9605,9615.99,-0.11
2020-12-09,9600,9600.11,-0.0
2020-12-10,9625,9626.73,-0.02
2020-12-11,9645,9647.09,-0.02
2020-12-14,9660,9664.72,-0.05
2020-12-15,9665,9675.33,-0.11
2020-12-16,9680,9680.67,-0.01
2020-12-17,9675,9671.13,0.04
2020-12-18,9735,9730.26,0.05
2020-12-21,9760,9755.86,0.04
2020-12-22,9800,9806.28,-0.06
2020-12-23,9800,9795.76,0.04
2020-12-24,9745,9746.91,-0.02
2020-12-28,9700,9702.45,-0.03
2020-12-29,9655,9672.22,-0.18
2020-12-30,9620,9619.78,0.0
2021-01-04,9585,9580.27,0.05
2021-01-05,9625,9633.52,-0.09
2021-01-06,9620,9614.99,0.05
2021-01-07,9630,9631.02,-0.01
2021-01-08,9660,9662.93,-0.03
2021-01-11,9725,9726.69,-0.02
2021-01-12,9740,9743.52,-0.04
2021-01-13,9700,9703.25,-0.03
2021-01-14,9730,9750.17,-0.21
2021-01-15,9740,9742.05,-0.02
2021-01-18,9780,9782.95,-0.03
2021-01-19,9770,9778.53,-0.09
2021-01-20,9750,9746.63,0.03
2021-01-21,9735,9735.14,-0.0
2021-01-22,9775,9785.67,-0.11
2021-01-25,9760,9758.08,0.02
2021-01-26,9805,9807.63,-0.03
2021-01-27,9785,9789.93,-0.05
2021-01-28,9925,9917.56,0.08
2021-01-29,9915,9908.73,0.06
2021-02-01,9885,9893.72,-0.09
2021-02-02,9890,9906.07,-0.16
2021-02-03,9880,9882.29,-0.02
2021-02-04,9915,9915.06,-0.0
2021-02-05,9960,9960.23,-0.0
2021-02-08,9925,9922.85,0.02
2021-02-09,9895,9898.06,-0.03
2021-02-10,9815,9816.43,-0.01
2021-02-15,9760,9762.38,-0.02
2021-02-16,9750,9757.94,-0.08
2021-02-17,9820,9817.28,0.03
2021-02-18,9820,9820.91,-0.01
2021-02-19,9800,9799.59,0.0
2021-02-22,9830,9834.14,-0.04
2021-02-23,9845,9843.86,0.01
2021-02-24,9855,9853.63,0.01
2021-02-25,9820,9819.08,0.01
2021-02-26,9960,9969.7,-0.1
2021-03-02,9965,9970.52,-0.06
2021-03-03,9935,9939.5,-0.05
2021-03-04,9965,9977.72,-0.13
2021-03-05,9970,9990.06,-0.2
2021-03-08,10045,10049.35,-0.04
2021-03-09,10110,10114.0,-0.04
2021-03-10,10125,10135.91,-0.11
2021-03-11,10070,10063.97,0.06
2021-03-12,10040,10048.03,-0.08
2021-03-15,10075,10079.06,-0.04
2021-03-16,10010,10025.03,-0.15
2021-03-17,10020,10027.69,-0.08
2021-03-18,9955,9966.69,-0.12
2021-03-19,10020,10031.29,-0.11
2021-03-22,10010,10010.95,-0.01
2021-03-23,10010,10006.49,0.04
2021-03-24,10055,10052.57,0.02
2021-03-25,10050,10060.6,-0.11
2021-03-26,10015,10026.88,-0.12
2021-03-29,10040,10037.49,0.03
2021-03-30,10055,10057.83,-0.03
2021-03-31,10035,10039.34,-0.04
2021-04-01,10040,10040.28,-0.0
2021-04-02,10000,9999.54,0.0
2021-04-05,10000,10002.23,-0.02
2021-04-06,9930,9938.45,-0.09
2021-04-07,9895,9905.74,-0.11
2021-04-08,9910,9910.26,-0.0
2021-04-09,9945,9945.61,-0.01
2021-04-12,9975,9979.29,-0.04
2021-04-13,9985,9987.26,-0.02
2021-04-14,9905,9889.59,0.16
2021-04-15,9910,9910.53,-0.01
2021-04-16,9890,9894.58,-0.05
2021-04-19,9900,9914.28,-0.14
2021-04-20,9860,9863.07,-0.03
2021-04-21,9915,9908.94,0.06
2021-04-22,9900,9908.02,-0.08
2021-04-23,9910,9912.5,-0.03
2021-04-26,9865,9873.96,-0.09
2021-04-27,9840,9844.41,-0.04
2021-04-28,9865,9865.74,-0.01
2021-04-29,9830,9829.34,0.01
2021-04-30,9855,9861.16,-0.06
2021-05-03,9950,9953.49,-0.04
2021-05-04,9940,9946.48,-0.07
2021-05-06,9980,9980.18,-0.0
2021-05-07,9940,9947.37,-0.07
2021-05-10,9875,9885.27,-0.1
2021-05-11,9925,9926.94,-0.02
2021-05-12,9970,9968.32,0.02
2021-05-13,10015,10015.92,-0.01
2021-05-14,10005,10010.03,-0.05
2021-05-17,10050,10065.07,-0.15
2021-05-18,10010,10018.96,-0.09
2021-05-20,10040,10034.04,0.06
2021-05-21,9990,9994.98,-0.05
2021-05-24,9990,9990.48,-0.0
2021-05-25,9955,9941.75,0.13
2021-05-26,9905,9901.67,0.03
2021-05-27,9900,9912.3,-0.12
2021-05-28,9890,9882.11,0.08
2021-05-31,9855,9851.82,0.03
2021-06-01,9810,9803.39,0.07
2021-06-02,9870,9876.12,-0.06
2021-06-03,9880,9875.27,0.05
2021-06-04,9895,9897.43,-0.02
2021-06-07,9865,9874.31,-0.09
2021-06-08,9870,9883.22,-0.13
2021-06-09,9890,9884.12,0.06
2021-06-10,9890,9891.15,-0.01
2021-06-11,9845,9858.15,-0.13
2021-06-14,9900,9903.14,-0.03
2021-06-15,9905,9911.86,-0.07
2021-06-16,9900,9905.11,-0.05
2021-06-17,10025,10028.11,-0.03
2021-06-18,10030,10038.39,-0.08
2021-06-21,10055,10052.49,0.02
2021-06-22,10030,10039.02,-0.09
2021-06-23,10075,10078.0,-0.03
2021-06-24,10050,10066.45,-0.16
2021-06-25,10000,10001.34,-0.01
2021-06-28,10015,10024.56,-0.1
2021-06-29,10005,10005.46,-0.0
2021-06-30,9985,9982.56,0.02
2021-07-01,10040,10044.6,-0.05
2021-07-02,10060,10061.49,-0.01
2021-07-05,10030,10023.61,0.06
2021-07-06,10015,10015.1,-0.0
2021-07-07,10090,10085.75,0.04
2021-07-08,10135,10166.1,-0.31
2021-07-09,10170,10190.25,-0.2
2021-07-12,10170,10165.57,0.04
2021-07-13,10150,10157.29,-0.07
2021-07-14,10180,10174.39,0.06
2021-07-15,10115,10118.3,-0.03
2021-07-16,10100,10103.38,-0.03
2021-07-19,10175,10169.82,0.05
2021-07-20,10195,10197.42,-0.02
2021-07-21,10215,10230.27,-0.15
2021-07-22,10195,10182.54,0.12
2021-07-23,10190,10204.75,-0.14
2021-07-26,10230,10238.33,-0.08
2021-07-27,10195,10201.32,-0.06
2021-07-28,10235,10236.67,-0.02
2021-07-29,10160,10163.17,-0.03
2021-07-30,10195,10195.86,-0.01
2021-08-02,10195,10200.18,-0.05
2021-08-03,10180,10186.08,-0.06
2021-08-04,10135,10139.18,-0.04
2021-08-05,10135,10140.96,-0.06
2021-08-06,10125,10119.43,0.06
2021-08-09,10145,10146.82,-0.02
2021-08-10,10190,10192.41,-0.02
2021-08-11,10245,10232.92,0.12
2021-08-12,10280,10282.63,-0.03
2021-08-13,10340,10351.53,-0.11
2021-08-17,10420,10422.53,-0.02
2021-08-18,10345,10347.16,-0.02
2021-08-19,10415,10404.92,0.1
2021-08-20,10445,10454.24,-0.09
2021-08-23,10395,10394.92,0.0
2021-08-24,10320,10315.08,0.05
2021-08-25,10325,10339.2,-0.14
2021-08-26,10360,10354.59,0.05
2021-08-27,10350,10349.33,0.01
2021-08-30,10325,10332.68,-0.07
2021-08-31,10260,10261.15,-0.01
2021-09-01,10240,10247.05,-0.07
2021-09-02,10280,10279.3,0.01
2021-09-03,10230,10251.2,-0.21
2021-09-06,10230,10234.55,-0.04
2021-09-07,10250,10254.07,-0.04
2021-09-08,10325,10325.89,-0.01
2021-09-09,10355,10349.21,0.06
2021-09-10,10345,10350.79,-0.06
2021-09-13,10410,10410.12,-0.0
2021-09-14,10365,10372.1,-0.07
2021-09-15,10360,10366.01,-0.06
2021-09-16,10370,10372.24,-0.02
2021-09-17,10395,10405.99,-0.11
2021-09-23,10410,10390.9,0.18
2021-09-24,10415,10422.89,-0.08
2021-09-27,10400,10414.04,-0.13
2021-09-28,10480,10489.42,-0.09
2021-09-29,10465,10476.19,-0.11
2021-09-30,10480,10486.12,-0.06
2021-10-01,10510,10520.8,-0.1
2021-10-05,10525,10525.18,-0.0
2021-10-06,10560,10561.69,-0.02
2021-10-07,10530,10543.26,-0.13
2021-10-08,10565,10571.72,-0.06
2021-10-12,10610,10609.53,0.0
2021-10-13,10565,10564.11,0.01
2021-10-14,10490,10500.32,-0.1
2021-10-15,10450,10464.03,-0.13
2021-10-18,10510,10509.2,0.01
2021-10-19,10430,10432.23,-0.02
2021-10-20,10380,10390.69,-0.1
2021-10-21,10415,10413.1,0.02
2021-10-22,10415,10411.46,0.03
2021-10-25,10325,10337.95,-0.13
2021-10-26,10315,10326.26,-0.11
2021-10-27,10350,10351.73,-0.02
2021-10-28,10350,10348.63,0.01
2021-10-29,10335,10345.6,-0.1
2021-11-01,10405,10418.95,-0.13
2021-11-02,10390,10393.25,-0.03
2021-11-03,10445,10454.6,-0.09
2021-11-04,10450,10469.64,-0.19
2021-11-05,10485,10478.66,0.06
2021-11-08,10455,10469.85,-0.14
2021-11-09,10415,10409.94,0.05
2021-11-10,10445,10440.66,0.04
2021-11-11,10445,10436.53,0.08
2021-11-12,10435,10427.84,0.07
2021-11-15,10415,10415.86,-0.01
2021-11-16,10420,10436.26,-0.16
2021-11-17,10445,10451.39,-0.06
2021-11-18,10425,10430.57,-0.05
2021-11-19,10465,10481.68,-0.16
2021-11-22,10475,10481.58,-0.06
2021-11-23,10515,10513.0,0.02
2021-11-24,10480,10488.91,-0.08
2021-11-25,10515,10520.81,-0.06
2021-11-26,10535,10554.45,-0.18
2021-11-29,10540,10539.45,0.01
2021-11-30,10495,10500.77,-0.05
2021-12-01,10415,10423.27,-0.08
2021-12-02,10390,10395.3,-0.05
2021-12-03,10415,10433.58,-0.18
2021-12-06,10450,10461.09,-0.11
2021-12-07,10425,10421.52,0.03
2021-12-08,10390,10389.86,0.0
2021-12-09,10370,10383.99,-0.13
2021-12-10,10425,10435.65,-0.1
2021-12-13,10425,10440.14,-0.15
2021-12-14,10440,10444.2,-0.04
2021-12-15,10480,10485.48,-0.05
2021-12-16,10460,10464.12,-0.04
2021-12-17,10440,10445.16,-0.05
2021-12-20,10530,10532.56,-0.02
2021-12-21,10540,10548.83,-0.08
2021-12-22,10540,10543.56,-0.03
2021-12-23,10495,10504.19,-0.09
2021-12-24,10495,10493.6,0.01
2021-12-27,10490,10500.05,-0.1
2021-12-28,10495,10505.51,-0.1
2021-12-29,10500,10499.9,0.0
2021-12-30,10515,10529.2,-0.13
2022-01-03,10545,10551.57,-0.06
2022-01-04,10560,10562.51,-0.02
2022-01-05,10585,10587.52,-0.02
2022-01-06,10610,10633.8,-0.22
2022-01-07,10610,10633.72,-0.22
2022-01-10,10600,10595.8,0.04
2022-01-11,10565,10573.61,-0.08
2022-01-12,10520,10529.25,-0.09
2022-01-13,10505,10503.36,0.02
2022-01-14,10500,10488.81,0.11
2022-01-17,10535,10544.03,-0.09
2022-01-18,10525,10527.48,-0.02
2022-01-19,10530,10534.1,-0.04
2022-01-20,10535,10535.36,-0.0
2022-01-21,10555,10553.36,0.02
2022-01-24,10570,10576.58,-0.06
2022-01-25,10600,10595.23,0.05
2022-01-26,10590,10590.82,-0.01
2022-01-27,10635,10642.08,-0.07
2022-01-28,10660,10677.07,-0.16
2022-02-03,10670,10669.63,0.0
2022-02-04,10580,10590.67,-0.1
2022-02-07,10610,10614.24,-0.04
2022-02-08,10595,10592.45,0.02
2022-02-09,10575,10573.04,0.02
2022-02-10,10580,10576.41,0.03
2022-02-11,10605,10600.38,0.04
2022-02-14,10570,10531.99,0.36
2022-02-15,10605,10609.87,-0.05
2022-02-16,10580,10587.54,-0.07
2022-02-17,10585,10580.13,0.05
2022-02-18,10565,10571.61,-0.06
2022-02-21,10530,10536.43,-0.06
2022-02-22,10550,10548.14,0.02
2022-02-23,10555,10549.17,0.06
2022-02-24,10620,10635.4,-0.14
2022-02-25,10625,10632.43,-0.07
2022-02-28,10630,10644.15,-0.13
2022-03-02,10655,10668.34,-0.13
2022-03-03,10645,10652.13,-0.07
2022-03-04,10725,10745.42,-0.19
2022-03-07,10855,10863.19,-0.08
2022-03-08,10935,10945.85,-0.1
2022-03-10,10865,10860.65,0.04
2022-03-11,10885,10893.15,-0.07
2022-03-14,10975,10979.05,-0.04
2022-03-15,10980,11004.15,-0.22
2022-03-16,10915,10929.12,-0.13
2022-03-17,10735,10731.15,0.04
2022-03-18,10710,10676.81,0.31
2022-03-21,10750,10741.51,0.08
2022-03-22,10770,10774.96,-0.05
2022-03-23,10735,10730.6,0.04
2022-03-24,10770,10769.76,0.0
2022-03-25,10775,10779.44,-0.04
2022-03-28,10845,10847.2,-0.02
2022-03-29,10785,10779.44,0.05
2022-03-30,10695,10682.62,0.12
2022-03-31,10720,10711.62,0.08
2022-04-01,10745,10745.5,-0.0
2022-04-04,10725,10739.99,-0.14
2022-04-05,10715,10723.29,-0.08
2022-04-06,10770,10769.09,0.01
2022-04-07,10780,10779.89,0.0
2022-04-08,10820,10822.47,-0.02
2022-04-11,10900,10904.16,-0.04
2022-04-12,10925,10923.47,0.01
2022-04-13,10845,10850.29,-0.05
2022-04-14,10815,10812.12,0.03
2022-04-15,10860,10846.66,0.12
2022-04-18,10900,10906.94,-0.06
2022-04-19,10930,10928.46,0.01
2022-04-20,10910,10921.86,-0.11
2022-04-21,10935,10928.34,0.06
2022-04-22,10950,10956.36,-0.06
2022-04-25,11045,11044.33,0.01
2022-04-26,11050,11070.53,-0.19
2022-04-27,11175,11183.47,-0.08
2022-04-28,11250,11240.04,0.09
2022-04-29,11100,11106.11,-0.06
2022-05-02,11180,11195.31,-0.14
2022-05-03,11200,11193.65,0.06
2022-05-04,11185,11186.73,-0.02
2022-05-06,11245,11244.39,0.01
2022-05-09,11265,11261.58,0.03
2022-05-10,11275,11288.89,-0.12
2022-05-11,11280,11276.21,0.03
2022-05-12,11410,11394.98,0.13
2022-05-13,11350,11355.79,-0.05
2022-05-16,11345,11345.06,-0.0
2022-05-17,11285,11261.49,0.21
2022-05-18,11200,11205.05,-0.05
2022-05-19,11290,11301.85,-0.1
2022-05-20,11210,11190.77,0.17
2022-05-23,11175,11162.67,0.11
2022-05-24,11190,11196.06,-0.05
2022-05-25,11185,11165.82,0.17
2022-05-26,11205,11206.72,-0.02
2022-05-27,11110,11093.64,0.15
2022-05-30,10945,10952.39,-0.07
2022-05-31,10945,10945.92,-0.01
2022-06-02,11075,11072.34,0.02
2022-06-03,10980,10986.87,-0.06
2022-06-07,11130,11118.8,0.1
2022-06-08,11090,11097.23,-0.07
2022-06-09,11105,11119.22,-0.13
2022-06-10,11205,11219.29,-0.13
2022-06-13,11360,11367.35,-0.06
2022-06-14,11365,11383.49,-0.16
2022-06-15,11405,11411.46,-0.06
2022-06-16,11370,11373.19,-0.03
2022-06-17,11380,11378.87,0.01
2022-06-20,11405,11412.67,-0.07
2022-06-21,11440,11434.62,0.05
2022-06-22,11460,11489.94,-0.26
2022-06-23,11505,11517.83,-0.11
2022-06-24,11485,11478.84,0.05
2022-06-27,11370,11359.66,0.09
2022-06-28,11350,11332.98,0.15
2022-06-29,11480,11488.58,-0.07
2022-06-30,11485,11487.83,-0.02
2022-07-01,11480,11485.04,-0.04
2022-07-04,11475,11476.04,-0.01
2022-07-05,11500,11510.03,-0.09
2022-07-06,11565,11540.23,0.21
2022-07-07,11500,11501.56,-0.01
2022-07-08,11505,11510.35,-0.05
2022-07-11,11525,11536.47,-0.1
2022-07-12,11610,11618.27,-0.07
2022-07-13,11570,11556.66,0.12
2022-07-14,11595,11603.53,-0.07
2022-07-15,11725,11752.43,-0.23
2022-07-18,11660,11642.59,0.15
2022-07-19,11625,11615.22,0.08
2022-07-20,11605,11613.69,-0.07
2022-07-21,11575,11574.06,0.01
2022-07-22,11615,11623.91,-0.08
2022-07-25,11625,11618.41,0.06
2022-07-26,11585,11576.76,0.07
2022-07-27,11615,11624.69,-0.08
2022-07-28,11505,11496.6,0.07
2022-07-29,11510,11502.34,0.07
2022-08-01,11550,11535.71,0.12
2022-08-02,11555,11568.7,-0.12
2022-08-03,11605,11608.04,-0.03
2022-08-04,11605,11601.39,0.03
2022-08-05,11505,11505.55,-0.0
2022-08-08,11570,11575.14,-0.04
2022-08-09,11560,11561.66,-0.01
2022-08-10,11615,11614.63,0.0
2022-08-11,11550,11545.43,0.04
2022-08-12,11540,11543.1,-0.03
2022-08-16,11600,11597.86,0.02
2022-08-17,11600,11618.43,-0.16
2022-08-18,11695,11722.45,-0.23
2022-08-19,11750,11763.43,-0.11
2022-08-22,11875,11879.1,-0.03
2022-08-23,11930,11942.09,-0.1
2022-08-24,11910,11914.37,-0.04
2022-08-25,11835,11834.58,0.0
2022-08-26,11805,11802.22,0.02
2022-08-29,11970,11977.96,-0.07
2022-08-30,11945,11947.62,-0.02
2022-08-31,11875,11880.44,-0.05
2022-09-01,12010,12015.59,-0.05
2022-09-02,12085,12093.64,-0.07
2022-09-05,12175,12177.52,-0.02
2022-09-06,12170,12189.98,-0.16
2022-09-07,12300,12281.28,0.15
2022-09-08,12250,12260.65,-0.09
2022-09-13,12200,12194.21,0.05
2022-09-14,12340,12360.7,-0.17
2022-09-15,12385,12385.42,-0.0
2022-09-16,12340,12323.22,0.14
2022-09-19,12375,12373.45,0.01
2022-09-20,12345,12344.88,0.0
2022-09-21,12395,12403.86,-0.07
