종목,테스트,파라미터,시작연도,방향,시대 구간,사건,구간,기준,신호,제외,표본,평균(%),중앙값(%),승률(%),최고(%),최악(%),표준편차(%)
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,1일,종가,85,1,84,0.58,0.47,63.1,5.45,-4.65,1.68
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,1일,익일시가,85,1,84,0.21,0.09,53.57,4.46,-3.53,1.31
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,1주,종가,85,1,84,0.54,0.73,60.71,10.03,-12.54,3.86
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,1주,익일시가,85,1,84,0.18,0.36,55.95,9.1,-15.82,3.75
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,1개월,종가,85,2,83,1.8,2.21,67.47,20.12,-17.04,6.69
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,1개월,익일시가,85,2,83,1.45,2.11,65.06,18.56,-17.73,6.67
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,3개월,종가,85,6,79,4.51,5.29,63.29,31.91,-20.7,11.19
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,3개월,익일시가,85,6,79,4.18,4.77,64.56,30.5,-20.88,11.03
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,6개월,종가,85,9,76,8.4,12.24,69.74,46.5,-29.53,16.05
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,6개월,익일시가,85,9,76,8.11,11.56,71.05,41.01,-29.41,15.91
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,1년,종가,85,15,70,17.01,21.57,74.29,61.06,-33.49,23.11
QQQ,테스트 B(연속 등락),N=3,2011,연속 하락,2020년대,28,1년,익일시가,85,15,70,16.65,20.42,74.29,55.02,-33.37,23.03
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,1일,종가,74,0,74,-0.14,0.03,52.7,2.46,-5.48,1.36
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,1일,익일시가,74,0,74,-0.06,0.04,54.05,1.68,-3.59,0.91
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,1주,종가,74,0,74,0.06,0.23,54.05,4.92,-10.05,2.64
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,1주,익일시가,74,0,74,0.14,0.54,54.05,5.42,-8.64,2.47
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,1개월,종가,74,1,73,1.48,2.77,69.86,15.82,-15.91,6.26
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,1개월,익일시가,74,1,73,1.56,2.62,69.86,16.39,-15.53,6.13
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,3개월,종가,74,3,71,4.73,6.2,69.01,26.71,-21.85,9.45
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,3개월,익일시가,74,3,71,4.82,5.91,70.42,26.91,-21.56,9.33
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,6개월,종가,74,4,70,9.07,10.67,77.14,39.02,-29.73,13.76
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,6개월,익일시가,74,4,70,9.15,10.53,77.14,41.27,-29.89,13.67
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,1년,종가,74,10,64,18.86,24.5,79.69,58.84,-34.67,22.35
QQQ,테스트 B(연속 등락),N=4,2011,연속 상승,2020년대,27,1년,익일시가,74,10,64,18.99,24.28,79.69,61.41,-34.82,22.29
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,1일,종가,31,0,31,0.01,0.07,54.84,3.6,-2.59,1.38
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,1일,익일시가,31,0,31,-0.04,-0.11,45.16,2.14,-3.49,1.16
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,1주,종가,31,0,31,-0.5,0.04,54.84,8.55,-9.65,3.28
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,1주,익일시가,31,0,31,-0.56,0.07,54.84,6.49,-9.33,3.05
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,1개월,종가,31,1,30,1.12,1.62,66.67,12.25,-15.35,6.48
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,1개월,익일시가,31,1,30,1.02,1.5,66.67,11.44,-15.88,6.23
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,3개월,종가,31,1,30,3.91,5.9,63.33,19.42,-13.19,9.13
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,3개월,익일시가,31,1,30,3.83,5.51,66.67,19.88,-14.02,9.15
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,6개월,종가,31,1,30,9.67,13.51,80.0,35.74,-27.87,16.12
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,6개월,익일시가,31,1,30,9.57,13.19,80.0,36.35,-28.09,16.08
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,1년,종가,31,3,28,16.74,25.39,75.0,50.5,-33.52,25.34
QQQ,테스트 B(연속 등락),N=4,2011,연속 하락,2020년대,21,1년,익일시가,31,3,28,16.65,26.15,75.0,50.09,-33.72,25.25
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,1일,종가,39,0,39,-0.01,-0.02,46.15,2.97,-2.14,1.05
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,1일,익일시가,39,0,39,-0.14,-0.22,38.46,1.62,-3.04,0.95
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,1주,종가,39,0,39,0.41,0.62,56.41,6.8,-4.63,2.15
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,1주,익일시가,39,0,39,0.27,0.32,58.97,3.34,-4.49,1.87
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,1개월,종가,39,0,39,2.79,3.5,79.49,18.21,-11.62,5.76
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,1개월,익일시가,39,0,39,2.65,3.57,79.49,14.3,-11.89,5.55
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,3개월,종가,39,0,39,5.16,5.52,74.36,20.87,-9.83,7.18
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,3개월,익일시가,39,0,39,5.01,5.06,71.79,21.47,-9.94,7.0
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,6개월,종가,39,1,38,10.36,11.01,78.95,37.11,-17.52,11.71
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,6개월,익일시가,39,1,38,10.32,10.69,81.58,38.38,-17.61,11.74
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,1년,종가,39,7,32,20.07,24.69,84.38,46.76,-28.01,20.21
QQQ,테스트 B(연속 등락),N=5,2011,연속 상승,2020년대,22,1년,익일시가,39,7,32,20.01,25.36,84.38,48.11,-28.1,20.22
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,1일,종가,14,0,14,0.45,0.17,71.43,3.36,-2.04,1.22
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,1일,익일시가,14,0,14,0.49,0.01,50.0,6.79,-2.04,2.03
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,1주,종가,14,0,14,1.21,0.85,64.29,7.16,-3.5,2.94
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,1주,익일시가,14,0,14,1.27,1.36,57.14,8.9,-3.88,3.58
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,1개월,종가,14,1,13,3.22,2.98,76.92,9.18,-4.07,4.23
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,1개월,익일시가,14,1,13,3.28,2.3,69.23,12.8,-4.19,4.73
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,3개월,종가,14,1,13,3.18,5.37,69.23,14.92,-17.16,10.02
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,3개월,익일시가,14,1,13,3.2,5.37,69.23,14.47,-17.66,9.73
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,6개월,종가,14,1,13,13.05,14.05,84.62,34.5,-12.55,12.85
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,6개월,익일시가,14,1,13,13.05,14.55,84.62,33.98,-12.66,12.44
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,1년,종가,14,3,11,21.59,29.4,81.82,51.28,-21.11,22.09
QQQ,테스트 B(연속 등락),N=5,2011,연속 하락,2020년대,13,1년,익일시가,14,3,11,21.58,27.8,81.82,50.69,-21.21,21.34
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,1일,종가,18,0,18,0.04,0.13,61.11,1.32,-2.09,0.81
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,1일,익일시가,18,0,18,0.08,0.23,72.22,1.4,-2.36,0.85
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,1주,종가,18,0,18,0.66,0.27,66.67,5.17,-4.34,2.21
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,1주,익일시가,18,0,18,0.7,0.42,66.67,5.19,-4.25,2.26
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,1개월,종가,18,0,18,3.1,3.78,72.22,14.66,-12.66,5.81
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,1개월,익일시가,18,0,18,3.14,3.65,83.33,14.69,-13.0,5.81
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,3개월,종가,18,0,18,6.2,6.44,77.78,19.34,-5.66,7.58
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,3개월,익일시가,18,0,18,6.24,6.37,77.78,19.37,-5.5,7.55
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,6개월,종가,18,1,17,13.0,12.55,94.12,37.29,-17.71,11.98
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,6개월,익일시가,18,1,17,13.05,12.94,94.12,37.39,-17.57,12.0
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,1년,종가,18,3,15,21.96,27.57,86.67,44.93,-28.99,20.8
QQQ,테스트 B(연속 등락),N=6,2011,연속 상승,2020년대,16,1년,익일시가,18,3,15,22.04,28.08,86.67,45.03,-28.88,20.82
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,1일,종가,4,0,4,2.0,1.94,100.0,3.3,0.82,1.06
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,1일,익일시가,4,0,4,2.41,1.5,100.0,5.35,1.29,1.97
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,1주,종가,4,0,4,3.22,2.72,75.0,8.4,-0.96,3.87
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,1주,익일시가,4,0,4,3.6,4.1,75.0,6.3,-0.11,3.1
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,1개월,종가,4,1,3,3.86,6.91,66.67,7.65,-2.99,5.94
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,1개월,익일시가,4,1,3,5.1,6.65,66.67,10.81,-2.16,6.62
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,3개월,종가,4,1,3,5.39,6.24,100.0,6.5,3.43,1.7
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,3개월,익일시가,4,1,3,6.64,6.23,100.0,9.36,4.32,2.55
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,6개월,종가,4,1,3,14.72,16.1,100.0,21.29,6.77,7.36
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,6개월,익일시가,4,1,3,16.15,17.1,100.0,24.85,6.51,9.21
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,1년,종가,4,2,2,22.12,22.12,100.0,39.07,5.16,23.98
QQQ,테스트 B(연속 등락),N=6,2011,연속 하락,2020년대,4,1년,익일시가,4,2,2,24.61,24.61,100.0,43.16,6.07,26.23
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,1일,종가,11,0,11,-0.18,0.14,54.55,1.31,-2.19,1.12
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,1일,익일시가,11,0,11,-0.32,-0.13,45.45,1.28,-2.21,1.12
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,1주,종가,11,0,11,0.66,1.05,54.55,4.96,-4.21,2.41
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,1주,익일시가,11,0,11,0.52,1.02,63.64,4.68,-4.23,2.3
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,1개월,종가,11,0,11,2.63,1.8,72.73,16.56,-10.91,6.92
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,1개월,익일시가,11,0,11,2.49,1.69,72.73,16.24,-10.93,6.83
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,3개월,종가,11,0,11,6.2,7.09,72.73,18.9,-5.28,8.1
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,3개월,익일시가,11,0,11,6.05,7.05,72.73,18.58,-5.41,8.01
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,6개월,종가,11,1,10,11.56,12.01,90.0,36.98,-15.28,13.79
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,6개월,익일시가,11,1,10,11.42,11.94,90.0,36.22,-15.39,13.68
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,1년,종가,11,2,9,14.83,19.13,77.78,46.69,-31.71,26.22
QQQ,테스트 B(연속 등락),N=7,2011,연속 상승,2020년대,10,1년,익일시가,11,2,9,14.68,19.09,77.78,45.88,-31.8,26.09
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,1일,종가,6,0,6,0.57,0.63,83.33,1.28,-0.21,0.58
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,1일,익일시가,6,0,6,0.52,0.47,66.67,1.3,-0.04,0.53
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,1주,종가,6,0,6,1.5,0.79,50.0,6.18,-1.23,2.95
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,1주,익일시가,6,0,6,1.45,0.63,50.0,6.46,-1.26,3.05
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,1개월,종가,6,0,6,3.67,2.55,66.67,16.73,-2.56,7.01
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,1개월,익일시가,6,0,6,3.62,2.39,66.67,17.03,-2.88,7.16
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,3개월,종가,6,0,6,5.15,4.91,66.67,16.47,-10.08,10.29
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,3개월,익일시가,6,0,6,5.11,4.84,66.67,16.78,-10.38,10.41
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,6개월,종가,6,1,5,4.51,10.62,80.0,18.33,-20.39,15.03
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,6개월,익일시가,6,1,5,4.41,10.6,80.0,18.21,-20.66,15.15
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,1년,종가,6,2,4,11.75,21.48,75.0,37.79,-33.75,31.5
QQQ,테스트 B(연속 등락),N=8,2011,연속 상승,2020년대,6,1년,익일시가,6,2,4,11.71,21.58,75.0,37.65,-33.97,31.58
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,1일,종가,5,0,5,0.32,0.1,60.0,1.82,-0.77,0.96
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,1일,익일시가,5,0,5,0.06,-0.24,40.0,1.35,-0.96,0.89
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,1주,종가,5,0,5,1.36,1.78,60.0,4.76,-1.92,2.88
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,1주,익일시가,5,0,5,1.1,1.62,60.0,4.28,-2.36,2.85
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,1개월,종가,5,0,5,3.68,1.07,80.0,14.55,-3.02,6.73
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,1개월,익일시가,5,0,5,3.41,0.91,80.0,14.03,-3.46,6.64
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,3개월,종가,5,0,5,5.88,3.71,80.0,17.19,-10.1,11.37
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,3개월,익일시가,5,0,5,5.61,3.55,80.0,16.97,-10.51,11.35
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,6개월,종가,5,1,4,2.1,6.1,75.0,18.53,-22.34,17.64
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,6개월,익일시가,5,1,4,1.89,5.98,75.0,18.31,-22.7,17.72
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,1년,종가,5,2,3,10.24,26.41,66.67,37.86,-33.53,38.34
QQQ,테스트 B(연속 등락),N=9,2011,연속 상승,2020년대,5,1년,익일시가,5,2,3,10.03,26.33,66.67,37.6,-33.84,38.41
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,1일,종가,3,0,3,0.53,0.34,66.67,1.4,-0.14,0.79
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,1일,익일시가,3,0,3,0.56,0.5,66.67,1.32,-0.13,0.73
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,1주,종가,3,0,3,0.16,-0.98,33.33,2.5,-1.04,2.03
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,1주,익일시가,3,0,3,0.19,-0.89,33.33,2.42,-0.97,1.94
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,1개월,종가,3,0,3,5.34,2.52,66.67,13.7,-0.19,7.36
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,1개월,익일시가,3,0,3,5.37,2.68,66.67,13.61,-0.19,7.28
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,3개월,종가,3,0,3,1.49,1.18,66.67,14.18,-10.91,12.55
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,3개월,익일시가,3,0,3,1.51,1.34,66.67,14.09,-10.9,12.5
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,6개월,종가,3,1,2,-7.91,-7.91,50.0,9.63,-25.45,24.81
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,6개월,익일시가,3,1,2,-7.82,-7.82,50.0,9.81,-25.45,24.93
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,1년,종가,3,1,2,-1.69,-1.69,50.0,29.48,-32.87,44.09
QQQ,테스트 B(연속 등락),N=10,2011,연속 상승,2020년대,3,1년,익일시가,3,1,2,-1.59,-1.59,50.0,29.69,-32.86,44.23
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1일,종가,25,0,25,-1.03,-0.26,40.0,5.73,-8.93,2.96
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1일,익일시가,25,0,25,-0.48,-0.17,44.0,3.27,-7.96,2.69
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1주,종가,25,0,25,1.4,2.07,64.0,13.66,-11.88,5.96
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1주,익일시가,25,0,25,1.95,2.32,68.0,17.67,-10.22,5.68
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1개월,종가,25,1,24,1.66,3.52,58.33,21.58,-17.61,11.25
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1개월,익일시가,25,1,24,2.01,4.49,54.17,25.21,-18.13,11.6
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,3개월,종가,25,1,24,10.23,6.65,66.67,59.44,-23.39,21.8
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,3개월,익일시가,25,1,24,10.62,6.68,66.67,57.44,-23.29,22.16
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,6개월,종가,25,3,22,17.03,21.77,81.82,44.76,-21.87,17.66
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,6개월,익일시가,25,3,22,17.43,21.91,86.36,55.96,-21.76,18.19
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1년,종가,25,4,21,39.58,45.32,90.48,94.08,-42.94,32.56
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭등,전체,10,1년,익일시가,25,4,21,39.97,44.1,90.48,109.1,-41.35,33.16
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1일,종가,36,0,36,0.36,0.48,55.56,10.11,-12.46,4.66
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1일,익일시가,36,0,36,0.06,0.26,52.78,9.09,-11.88,3.97
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1주,종가,36,0,36,2.78,2.24,61.11,23.77,-12.49,7.52
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1주,익일시가,36,0,36,2.48,1.58,66.67,26.47,-14.76,7.21
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1개월,종가,36,2,34,0.42,-0.18,47.06,26.56,-15.61,9.8
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1개월,익일시가,36,2,34,0.16,-0.82,47.06,27.69,-15.9,9.76
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,3개월,종가,36,4,32,10.95,8.48,75.0,72.64,-17.49,19.21
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,3개월,익일시가,36,4,32,10.76,9.3,71.88,66.58,-17.54,18.3
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,6개월,종가,36,6,30,17.93,18.38,86.67,57.21,-14.29,16.84
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,6개월,익일시가,36,6,30,18.12,19.76,86.67,52.8,-16.43,17.28
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1년,종가,36,6,30,36.29,37.92,90.0,106.67,-16.36,28.55
KODEX 200,테스트 A(역대급 등락),K=5,2003,폭락,전체,10,1년,익일시가,36,6,30,36.43,36.86,90.0,100.86,-16.47,28.54
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1일,종가,38,0,38,-1.07,-0.28,34.21,5.73,-8.93,2.61
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1일,익일시가,38,0,38,-0.6,-0.53,36.84,3.27,-7.96,2.26
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1주,종가,38,0,38,0.98,0.95,57.89,13.66,-11.88,5.88
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1주,익일시가,38,0,38,1.46,2.29,60.53,17.67,-10.73,5.79
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1개월,종가,38,1,37,2.55,4.45,62.16,36.86,-17.61,11.51
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1개월,익일시가,38,1,37,2.88,4.09,59.46,37.93,-18.13,11.66
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,3개월,종가,38,3,35,9.73,6.86,68.57,59.44,-23.39,20.2
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,3개월,익일시가,38,3,35,10.08,6.71,65.71,57.44,-23.29,20.65
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,6개월,종가,38,7,31,19.09,21.94,83.87,63.12,-21.87,17.94
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,6개월,익일시가,38,7,31,19.52,23.12,87.1,65.87,-21.76,18.61
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1년,종가,38,8,30,44.09,46.84,93.33,198.77,-42.94,41.79
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭등,전체,14,1년,익일시가,38,8,30,44.6,45.88,93.33,203.8,-41.35,42.81
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1일,종가,49,0,49,0.44,0.27,55.1,10.11,-12.46,4.27
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1일,익일시가,49,0,49,-0.0,-0.1,48.98,9.09,-11.88,3.57
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1주,종가,49,0,49,1.78,0.78,53.06,23.77,-12.49,6.9
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1주,익일시가,49,0,49,1.34,0.5,57.14,26.47,-14.76,6.65
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1개월,종가,49,3,46,0.22,-0.18,47.83,26.56,-19.77,9.75
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1개월,익일시가,49,3,46,-0.19,-0.82,45.65,27.69,-20.32,9.48
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,3개월,종가,49,6,43,11.8,8.03,72.09,72.64,-17.49,21.08
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,3개월,익일시가,49,6,43,11.32,8.11,69.77,66.58,-17.54,19.52
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,6개월,종가,49,10,39,17.27,17.41,87.18,57.21,-14.29,16.23
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,6개월,익일시가,49,10,39,17.47,19.23,87.18,52.8,-16.43,16.61
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1년,종가,49,10,39,34.19,36.04,89.74,106.67,-16.36,27.06
KODEX 200,테스트 A(역대급 등락),K=10,2003,폭락,전체,10,1년,익일시가,49,10,39,34.37,35.15,89.74,100.86,-16.47,27.1
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,19,1일,종가,71,0,71,-0.57,-0.17,39.44,7.57,-8.93,2.64
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,19,1일,익일시가,71,0,71,-0.41,-0.26,42.25,3.27,-7.96,2.02
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,19,1주,종가,71,0,71,0.41,0.68,53.52,13.66,-11.88,5.17
KODEX 200,테스트 A(역대급 등락),K=20,2003,폭등,전체,19,1주,익일시가,71,0,71,0.58,1.47,54.93,17.67,-10.73,5.02
