종목,테스트,파라미터,시작연도,방향,시대 구간,사건,구간,기준,신호,제외,표본,평균(%),중앙값(%),승률(%),최고(%),최악(%),표준편차(%)
QQQ,테스트 B(연속 등락),N=9,2005,연속 하락,전체,3,1년,익일시가,3,0,3,28.47,31.42,100.0,33.16,20.83,6.68
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,1일,종가,9,0,9,0.4,0.34,66.67,1.4,-0.25,0.56
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,1일,익일시가,9,0,9,0.42,0.5,66.67,1.32,-0.29,0.52
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,1주,종가,9,0,9,1.01,1.01,66.67,3.12,-1.04,1.56
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,1주,익일시가,9,0,9,1.02,0.69,77.78,3.22,-0.97,1.49
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,1개월,종가,9,0,9,2.79,2.92,66.67,13.7,-2.89,4.84
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,1개월,익일시가,9,0,9,2.81,2.75,66.67,13.61,-2.75,4.75
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,3개월,종가,9,0,9,1.66,1.18,66.67,14.18,-10.91,9.04
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,3개월,익일시가,9,0,9,1.68,1.34,66.67,14.09,-10.9,9.07
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,6개월,종가,9,1,8,5.48,12.5,62.5,20.27,-25.45,16.33
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,6개월,익일시가,9,1,8,5.51,12.8,62.5,20.18,-25.45,16.36
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,1년,종가,9,1,8,15.75,21.36,75.0,45.43,-32.87,24.4
QQQ,테스트 B(연속 등락),N=10,2005,연속 상승,전체,9,1년,익일시가,9,1,8,15.78,21.4,75.0,45.2,-32.86,24.39
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1일,종가,1,0,1,-0.28,-0.28,0.0,-0.28,-0.28,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1일,익일시가,1,0,1,-0.45,-0.45,0.0,-0.45,-0.45,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1주,종가,1,0,1,4.77,4.77,100.0,4.77,4.77,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1주,익일시가,1,0,1,4.59,4.59,100.0,4.59,4.59,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1개월,종가,1,0,1,9.58,9.58,100.0,9.58,9.58,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1개월,익일시가,1,0,1,9.4,9.4,100.0,9.4,9.4,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,3개월,종가,1,0,1,15.21,15.21,100.0,15.21,15.21,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,3개월,익일시가,1,0,1,15.03,15.03,100.0,15.03,15.03,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,6개월,종가,1,0,1,28.34,28.34,100.0,28.34,28.34,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,6개월,익일시가,1,0,1,28.13,28.13,100.0,28.13,28.13,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1년,종가,1,0,1,33.95,33.95,100.0,33.95,33.95,
QQQ,테스트 B(연속 등락),N=10,2005,연속 하락,전체,1,1년,익일시가,1,0,1,33.73,33.73,100.0,33.73,33.73,
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,1일,종가,3,0,3,-2.94,-4.25,0.0,-0.25,-4.33,2.33
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,1일,익일시가,3,0,3,-3.02,-1.63,0.0,-0.41,-7.03,3.52
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,1주,종가,3,0,3,-1.41,-4.68,33.33,5.93,-5.49,6.38
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,1주,익일시가,3,0,3,-1.49,-2.07,33.33,5.77,-8.16,6.98
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,1개월,종가,3,0,3,-5.83,-7.88,33.33,4.71,-14.32,9.68
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,1개월,익일시가,3,0,3,-5.72,-8.02,33.33,7.59,-16.74,12.32
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,3개월,종가,3,0,3,-1.39,-7.16,33.33,18.93,-15.94,18.14
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,3개월,익일시가,3,0,3,-1.14,-7.3,33.33,22.19,-18.31,20.94
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,6개월,종가,3,0,3,10.29,7.6,66.67,31.05,-7.77,19.55
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,6개월,익일시가,3,0,3,10.57,7.43,66.67,34.65,-10.37,22.67
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,1년,종가,3,0,3,27.87,29.91,100.0,32.49,21.21,5.91
QQQ,테스트 A(역대급 등락),K=5,2008,폭등,전체,2,1년,익일시가,3,0,3,27.87,29.71,100.0,36.12,17.79,9.3
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,1일,종가,3,0,3,7.16,7.58,100.0,8.47,5.42,1.57
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,1일,익일시가,3,0,3,3.77,3.8,100.0,4.71,2.82,0.94
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,1주,종가,3,0,3,0.3,0.19,100.0,0.69,0.03,0.34
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,1주,익일시가,3,0,3,-2.84,-2.86,0.0,-0.65,-5.03,2.19
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,1개월,종가,3,0,3,12.58,14.5,66.67,23.7,-0.46,12.19
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,1개월,익일시가,3,0,3,8.92,8.53,66.67,19.35,-1.14,10.25
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,3개월,종가,3,0,3,22.7,31.98,66.67,41.02,-4.9,24.33
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,3개월,익일시가,3,0,3,18.54,25.1,66.67,36.06,-5.55,21.57
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,6개월,종가,3,0,3,41.66,53.59,100.0,62.53,8.86,28.76
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,6개월,익일시가,3,0,3,36.84,45.58,100.0,56.81,8.11,25.5
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,1년,종가,3,0,3,69.33,77.9,100.0,89.36,40.72,25.43
QQQ,테스트 A(역대급 등락),K=5,2008,폭락,전체,2,1년,익일시가,3,0,3,63.7,68.63,100.0,82.7,39.76,21.89
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,1일,종가,3,0,3,-2.94,-4.25,0.0,-0.25,-4.33,2.33
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,1일,익일시가,3,0,3,-3.02,-1.63,0.0,-0.41,-7.03,3.52
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,1주,종가,3,0,3,-1.41,-4.68,33.33,5.93,-5.49,6.38
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,1주,익일시가,3,0,3,-1.49,-2.07,33.33,5.77,-8.16,6.98
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,1개월,종가,3,0,3,-5.83,-7.88,33.33,4.71,-14.32,9.68
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,1개월,익일시가,3,0,3,-5.72,-8.02,33.33,7.59,-16.74,12.32
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,3개월,종가,3,0,3,-1.39,-7.16,33.33,18.93,-15.94,18.14
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,3개월,익일시가,3,0,3,-1.14,-7.3,33.33,22.19,-18.31,20.94
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,6개월,종가,3,0,3,10.29,7.6,66.67,31.05,-7.77,19.55
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,6개월,익일시가,3,0,3,10.57,7.43,66.67,34.65,-10.37,22.67
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,1년,종가,3,0,3,27.87,29.91,100.0,32.49,21.21,5.91
QQQ,테스트 A(역대급 등락),K=10,2008,폭등,전체,2,1년,익일시가,3,0,3,27.87,29.71,100.0,36.12,17.79,9.3
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,1일,종가,4,0,4,6.09,6.5,100.0,8.47,2.88,2.49
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,1일,익일시가,4,0,4,3.62,3.48,100.0,4.71,2.82,0.83
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,1주,종가,4,0,4,-1.73,0.11,75.0,0.69,-7.83,4.07
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,1주,익일시가,4,0,4,-4.03,-3.94,0.0,-0.65,-7.58,2.97
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,1개월,종가,4,0,4,5.5,7.02,50.0,23.7,-15.76,17.32
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,1개월,익일시가,4,0,4,2.8,3.7,50.0,19.35,-15.54,14.82
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,3개월,종가,4,0,4,11.12,13.54,50.0,41.02,-23.61,30.51
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,3개월,익일시가,4,0,4,8.05,9.77,50.0,36.06,-23.41,27.39
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,6개월,종가,4,0,4,26.29,31.22,75.0,62.53,-19.83,38.68
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,6개월,익일시가,4,0,4,22.72,26.85,75.0,56.81,-19.62,35.08
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,1년,종가,4,0,4,54.9,59.31,100.0,89.36,11.63,35.54
QQQ,테스트 A(역대급 등락),K=10,2008,폭락,전체,2,1년,익일시가,4,0,4,50.75,54.2,100.0,82.7,11.93,31.45
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,1일,종가,7,0,7,-3.25,-3.04,14.29,1.84,-11.98,4.47
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,1일,익일시가,7,0,7,-1.17,-1.15,28.57,2.91,-7.03,3.26
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,1주,종가,7,0,7,-1.47,0.73,57.14,5.93,-11.25,5.97
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,1주,익일시가,7,0,7,0.66,0.8,57.14,7.02,-8.16,5.25
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,1개월,종가,7,0,7,3.62,4.71,71.43,17.08,-14.32,11.6
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,1개월,익일시가,7,0,7,6.28,7.59,71.43,24.26,-16.74,15.19
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,3개월,종가,7,0,7,13.57,18.93,71.43,35.49,-15.94,19.65
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,3개월,익일시가,7,0,7,16.6,22.19,71.43,41.51,-18.31,23.13
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,6개월,종가,7,0,7,26.95,31.05,85.71,53.21,-7.77,22.59
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,6개월,익일시가,7,0,7,30.43,34.65,85.71,62.61,-10.37,27.03
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,1년,종가,7,0,7,47.05,33.41,100.0,76.73,21.21,22.76
QQQ,테스트 A(역대급 등락),K=20,2008,폭등,전체,4,1년,익일시가,7,0,7,50.98,36.12,100.0,87.58,17.79,28.22
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,1일,종가,7,0,7,4.62,5.42,85.71,8.47,-0.8,3.13
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,1일,익일시가,7,0,7,2.76,2.82,100.0,4.71,1.38,1.24
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,1주,종가,7,0,7,-0.69,0.19,71.43,11.7,-12.54,7.76
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,1주,익일시가,7,0,7,-2.37,-2.86,28.57,10.18,-15.82,8.5
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,1개월,종가,7,0,7,4.55,1.46,57.14,23.7,-15.76,12.85
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,1개월,익일시가,7,0,7,2.56,0.13,57.14,19.35,-15.54,11.03
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,3개월,종가,7,0,7,9.14,1.49,57.14,41.02,-23.61,23.68
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,3개월,익일시가,7,0,7,6.81,0.11,57.14,36.06,-23.41,20.86
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,6개월,종가,7,0,7,26.34,34.91,71.43,62.53,-19.83,31.04
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,6개월,익일시가,7,0,7,23.57,33.08,71.43,56.81,-19.62,27.82
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,1년,종가,7,0,7,53.27,61.06,100.0,89.36,11.63,27.57
QQQ,테스트 A(역대급 등락),K=20,2008,폭락,전체,3,1년,익일시가,7,0,7,50.13,55.02,100.0,82.7,11.93,24.01
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,1일,종가,346,0,346,0.07,0.11,55.78,4.35,-5.18,1.14
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,1일,익일시가,346,0,346,0.01,0.06,53.76,3.7,-3.74,0.89
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,1주,종가,346,0,346,0.2,0.51,60.69,7.56,-13.58,2.58
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,1주,익일시가,346,0,346,0.15,0.41,58.96,8.08,-12.16,2.46
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,1개월,종가,346,1,345,1.45,2.03,69.28,15.03,-25.03,5.23
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,1개월,익일시가,346,1,345,1.4,1.91,70.72,15.64,-24.87,5.19
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,3개월,종가,346,5,341,4.2,5.12,73.61,28.43,-35.63,8.48
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,3개월,익일시가,346,5,341,4.15,5.1,73.02,28.47,-35.52,8.45
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,6개월,종가,346,7,339,8.52,9.87,81.42,44.68,-43.31,11.86
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,6개월,익일시가,346,7,339,8.47,9.56,81.71,44.73,-43.52,11.82
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,1년,종가,346,16,330,18.18,19.65,89.09,67.76,-35.13,17.46
QQQ,테스트 B(연속 등락),N=3,2008,연속 상승,전체,52,1년,익일시가,346,16,330,18.11,19.7,89.09,65.25,-34.68,17.38
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,1일,종가,230,1,229,0.37,0.41,60.7,6.18,-5.22,1.7
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,1일,익일시가,230,1,229,0.23,0.21,55.9,6.47,-5.42,1.42
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,1주,종가,230,1,229,0.6,0.7,61.14,10.03,-13.43,3.43
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,1주,익일시가,230,1,229,0.47,0.47,56.77,16.33,-15.82,3.46
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,1개월,종가,230,2,228,1.74,2.41,64.91,22.07,-18.55,6.1
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,1개월,익일시가,230,2,228,1.61,2.43,63.6,19.7,-18.08,6.02
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,3개월,종가,230,6,224,4.56,5.17,71.88,42.46,-39.65,10.32
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,3개월,익일시가,230,6,224,4.44,4.81,73.21,39.7,-40.07,10.19
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,6개월,종가,230,9,221,7.92,9.72,76.02,56.8,-41.25,15.08
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,6개월,익일시가,230,9,221,7.82,9.84,76.02,53.75,-41.33,15.05
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,1년,종가,230,15,215,16.71,18.64,84.19,81.78,-37.61,20.89
QQQ,테스트 B(연속 등락),N=3,2008,연속 하락,전체,84,1년,익일시가,230,15,215,16.6,18.61,84.19,78.25,-37.22,20.91
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,1일,종가,193,0,193,0.01,0.1,56.99,2.62,-5.48,1.09
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,1일,익일시가,193,0,193,0.02,0.09,53.89,2.25,-3.59,0.8
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,1주,종가,193,0,193,0.17,0.43,58.55,6.55,-10.05,2.24
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,1주,익일시가,193,0,193,0.18,0.34,58.03,6.67,-8.64,2.15
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,1개월,종가,193,1,192,1.54,2.38,70.83,15.82,-15.91,5.1
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,1개월,익일시가,193,1,192,1.55,2.2,71.88,16.39,-16.1,5.04
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,3개월,종가,193,3,190,4.55,4.97,75.79,27.52,-21.85,7.95
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,3개월,익일시가,193,3,190,4.57,4.81,76.32,26.91,-21.56,7.92
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,6개월,종가,193,4,189,8.71,9.45,81.48,44.47,-41.31,11.6
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,6개월,익일시가,193,4,189,8.72,9.39,80.95,43.52,-41.21,11.59
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,1년,종가,193,10,183,18.1,20.43,87.43,64.37,-37.25,17.75
QQQ,테스트 B(연속 등락),N=4,2008,연속 상승,전체,77,1년,익일시가,193,10,183,18.12,20.5,87.43,63.29,-37.01,17.77
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,1일,종가,90,0,90,-0.06,0.12,54.44,6.24,-6.34,1.76
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,1일,익일시가,90,0,90,-0.01,-0.07,46.67,5.09,-7.09,1.51
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,1주,종가,90,0,90,0.62,0.77,63.33,11.45,-9.65,3.57
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,1주,익일시가,90,0,90,0.68,0.75,63.33,12.75,-9.33,3.64
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,1개월,종가,90,1,89,1.89,2.0,66.29,15.09,-17.13,6.35
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,1개월,익일시가,90,1,89,1.93,2.59,68.54,13.83,-16.4,6.2
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,3개월,종가,90,1,89,4.27,4.18,71.91,36.6,-34.45,9.79
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,3개월,익일시가,90,1,89,4.33,4.78,69.66,35.48,-33.87,9.87
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,6개월,종가,90,1,89,9.04,10.67,75.28,51.8,-39.76,15.06
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,6개월,익일시가,90,1,89,9.07,10.83,78.65,50.56,-39.23,14.9
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,1년,종가,90,3,87,17.64,19.75,85.06,70.98,-41.0,21.27
QQQ,테스트 B(연속 등락),N=4,2008,연속 하락,전체,63,1년,익일시가,90,3,87,17.67,19.59,85.06,69.58,-41.0,21.13
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,1일,종가,110,0,110,0.14,0.09,57.27,3.36,-2.49,0.92
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,1일,익일시가,110,0,110,0.06,0.08,54.55,1.65,-3.04,0.78
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,1주,종가,110,0,110,0.47,0.63,62.73,6.89,-4.63,1.88
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,1주,익일시가,110,0,110,0.39,0.36,60.0,5.12,-4.49,1.7
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,1개월,종가,110,0,110,1.81,1.8,71.82,18.21,-12.88,4.54
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,1개월,익일시가,110,0,110,1.72,1.91,71.82,14.3,-12.93,4.41
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,3개월,종가,110,0,110,4.24,4.23,76.36,20.87,-15.15,6.95
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,3개월,익일시가,110,0,110,4.15,4.24,76.36,21.47,-15.23,6.86
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,6개월,종가,110,1,109,9.25,9.37,82.57,37.11,-17.52,9.49
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,6개월,익일시가,110,1,109,9.19,9.29,83.49,38.38,-17.61,9.5
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,1년,종가,110,7,103,18.26,21.3,87.38,47.56,-28.01,15.65
QQQ,테스트 B(연속 등락),N=5,2008,연속 상승,전체,71,1년,익일시가,110,7,103,18.19,20.84,87.38,48.11,-28.1,15.63
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,1일,종가,41,0,41,0.61,0.12,56.1,11.05,-3.53,2.27
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,1일,익일시가,41,0,41,0.51,0.29,56.1,7.35,-3.9,2.0
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,1주,종가,41,0,41,1.73,1.29,68.29,14.4,-6.09,4.03
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,1주,익일시가,41,0,41,1.63,1.18,63.41,11.96,-6.42,3.78
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,1개월,종가,41,1,40,1.62,1.83,60.0,15.59,-19.77,6.7
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,1개월,익일시가,41,1,40,1.52,2.06,65.0,13.92,-20.81,6.71
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,3개월,종가,41,1,40,3.61,5.28,72.5,36.89,-36.0,11.01
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,3개월,익일시가,41,1,40,3.5,5.25,72.5,34.91,-36.82,10.76
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,6개월,종가,41,1,40,10.03,10.23,80.0,50.38,-40.76,15.1
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,6개월,익일시가,41,1,40,9.91,9.51,77.5,48.2,-41.53,14.81
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,1년,종가,41,3,38,20.59,20.35,89.47,71.3,-34.02,21.66
QQQ,테스트 B(연속 등락),N=5,2008,연속 하락,전체,34,1년,익일시가,41,3,38,20.38,19.78,89.47,68.83,-31.48,21.03
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,1일,종가,63,0,63,-0.02,0.13,58.73,1.32,-3.68,0.78
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,1일,익일시가,63,0,63,0.06,0.22,66.67,1.66,-3.07,0.76
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,1주,종가,63,0,63,0.44,0.36,66.67,5.17,-7.24,1.95
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,1주,익일시가,63,0,63,0.52,0.47,68.25,5.19,-6.65,1.99
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,1개월,종가,63,0,63,1.18,1.48,61.9,14.66,-12.66,4.73
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,1개월,익일시가,63,0,63,1.25,1.5,63.49,14.69,-13.0,4.7
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,3개월,종가,63,0,63,3.39,3.95,68.25,19.34,-18.54,7.52
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,3개월,익일시가,63,0,63,3.47,3.87,68.25,19.37,-18.57,7.55
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,6개월,종가,63,1,62,9.91,9.81,85.48,37.29,-17.71,9.81
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,6개월,익일시가,63,1,62,10.0,9.8,85.48,37.39,-17.57,9.87
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,1년,종가,63,3,60,19.68,22.32,91.67,48.41,-28.99,14.4
QQQ,테스트 B(연속 등락),N=6,2008,연속 상승,전체,57,1년,익일시가,63,3,60,19.79,22.53,91.67,48.35,-28.88,14.46
QQQ,테스트 B(연속 등락),N=6,2008,연속 하락,전체,17,1일,종가,18,0,18,0.79,0.78,66.67,5.04,-2.69,1.91
QQQ,테스트 B(연속 등락),N=6,2008,연속 하락,전체,17,1일,익일시가,18,0,18,0.22,0.42,55.56,5.35,-4.92,2.13
QQQ,테스트 B(연속 등락),N=6,2008,연속 하락,전체,17,1주,종가,18,0,18,0.73,1.14,61.11,8.4,-6.19,3.65
QQQ,테스트 B(연속 등락),N=6,2008,연속 하락,전체,17,1주,익일시가,18,0,18,0.16,0.42,61.11,6.3,-7.69,3.66
QQQ,테스트 B(연속 등락),N=6,2008,연속 하락,전체,17,1개월,종가,18,1,17,-0.38,-0.55,47.06,8.87,-24.72,8.32
QQQ,테스트 B(연속 등락),N=6,2008,연속 하락,전체,17,1개월,익일시가,18,1,17,-0.86,-0.48,47.06,10.81,-24.68,8.38
QQQ,테스트 B(연속 등락),N=6,2008,연속 하락,전체,17,3개월,종가,18,1,17,3.73,6.45,82.35,16.37,-33.27,11.26
QQQ,테스트 B(연속 등락),N=6,2008,연속 하락,전체,17,3개월,익일시가,18,1,17,3.22,6.02,76.47,13.06,-33.24,11.12
QQQ,테스트 B(연속 등락),N=6,2008,연속 하락,전체,17,6개월,종가,18,1,17,7.63,6.02,82.35,25.86,-36.98,14.73
