종목,월,방향,손절선(%),구간,신호,제외,합계(%),평균(%),승률(%),최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능
229200,3,위,3.0,뒤 절반,6,0,3.14,0.52,50.0,6.97,-3.04,3.77,1,1,6.33,아니오
229200,3,위,3.0,최근 10년,10,0,-6.83,-0.68,40.0,6.97,-6.62,3.9,2,3,5.3,예
229200,3,위,3.0,최근 5년,5,0,3.52,0.7,60.0,6.97,-3.04,4.18,1,1,6.0,아니오
229200,3,위,4.0,전체,11,0,-14.07,-1.28,36.36,6.97,-6.62,4.1,3,2,6.18,예
229200,3,위,4.0,앞 절반,5,0,-15.24,-3.05,20.0,2.66,-6.62,3.66,3,0,5.6,아니오
229200,3,위,4.0,뒤 절반,6,0,1.17,0.2,50.0,6.97,-4.0,4.15,0,2,6.67,아니오
229200,3,위,4.0,최근 10년,10,0,-12.24,-1.22,40.0,6.97,-6.62,4.32,3,2,5.9,예
229200,3,위,4.0,최근 5년,5,0,1.56,0.31,60.0,6.97,-4.0,4.63,0,2,6.4,아니오
229200,3,위,5.0,전체,11,0,-17.06,-1.55,36.36,6.97,-6.62,4.32,2,3,6.27,예
229200,3,위,5.0,앞 절반,5,0,-16.23,-3.25,20.0,2.66,-6.62,3.75,2,1,5.8,아니오
229200,3,위,5.0,뒤 절반,6,0,-0.83,-0.14,50.0,6.97,-5.0,4.57,0,2,6.67,아니오
229200,3,위,5.0,최근 10년,10,0,-15.23,-1.52,40.0,6.97,-6.62,4.55,2,3,6.0,예
229200,3,위,5.0,최근 5년,5,0,-0.44,-0.09,60.0,6.97,-5.0,5.1,0,2,6.4,아니오
229200,3,위,6.0,전체,11,0,-17.95,-1.63,36.36,6.97,-6.62,4.5,2,2,6.91,예
229200,3,위,6.0,앞 절반,5,0,-14.56,-2.91,20.0,2.66,-6.62,3.73,1,1,5.8,아니오
229200,3,위,6.0,뒤 절반,6,0,-3.39,-0.57,50.0,6.97,-6.56,5.13,1,1,7.83,아니오
229200,3,위,6.0,최근 10년,10,0,-16.12,-1.61,40.0,6.97,-6.62,4.74,2,2,6.7,예
229200,3,위,6.0,최근 5년,5,0,-3.01,-0.6,60.0,6.97,-6.56,5.73,1,1,7.8,아니오
229200,3,위,7.0,전체,11,0,-20.76,-1.89,36.36,6.97,-7.0,4.79,0,4,6.91,예
229200,3,위,7.0,앞 절반,5,0,-15.93,-3.19,20.0,2.66,-7.0,4.04,0,2,5.8,아니오
229200,3,위,7.0,뒤 절반,6,0,-4.83,-0.8,50.0,6.97,-7.0,5.45,0,2,7.83,아니오
229200,3,위,7.0,최근 10년,10,0,-18.93,-1.89,40.0,6.97,-7.0,5.05,0,4,6.7,예
229200,3,위,7.0,최근 5년,5,0,-4.44,-0.89,60.0,6.97,-7.0,6.09,0,2,7.8,아니오
229200,3,위,8.0,전체,11,0,1.52,0.14,45.45,18.28,-8.0,7.74,0,3,7.45,예
229200,3,위,8.0,앞 절반,5,0,8.35,1.67,40.0,18.28,-8.0,10.03,0,1,7.0,아니오
229200,3,위,8.0,뒤 절반,6,0,-6.83,-1.14,50.0,6.97,-8.0,5.91,0,2,7.83,아니오
229200,3,위,8.0,최근 10년,10,0,3.35,0.33,50.0,18.28,-8.0,8.12,0,3,7.3,예
229200,3,위,8.0,최근 5년,5,0,-6.44,-1.29,60.0,6.97,-8.0,6.59,0,2,7.8,아니오
229200,3,위,9.0,전체,11,0,-0.16,-0.01,45.45,18.28,-9.0,7.92,0,2,7.55,예
229200,3,위,9.0,앞 절반,5,0,7.35,1.47,40.0,18.28,-9.0,10.28,0,1,7.2,아니오
229200,3,위,9.0,뒤 절반,6,0,-7.51,-1.25,50.0,6.97,-9.0,6.08,0,1,7.83,아니오
229200,3,위,9.0,최근 10년,10,0,1.67,0.17,50.0,18.28,-9.0,8.33,0,2,7.4,예
229200,3,위,9.0,최근 5년,5,0,-7.12,-1.42,60.0,6.97,-9.0,6.78,0,1,7.8,아니오
229200,3,위,10.0,전체,11,0,4.23,0.38,45.45,18.28,-10.0,7.6,0,1,7.91,예
229200,3,위,10.0,앞 절반,5,0,12.73,2.55,40.0,18.28,-3.62,9.12,0,0,8.0,아니오
229200,3,위,10.0,뒤 절반,6,0,-8.51,-1.42,50.0,6.97,-10.0,6.34,0,1,7.83,아니오
229200,3,위,10.0,최근 10년,10,0,6.05,0.61,50.0,18.28,-10.0,7.97,0,1,7.8,예
229200,3,위,10.0,최근 5년,5,0,-8.12,-1.62,60.0,6.97,-10.0,7.07,0,1,7.8,아니오
229200,3,위,무손절,전체,11,0,4.59,0.42,45.45,18.28,-9.63,7.55,0,0,7.91,예
229200,3,위,무손절,앞 절반,5,0,12.73,2.55,40.0,18.28,-3.62,9.12,0,0,8.0,아니오
229200,3,위,무손절,뒤 절반,6,0,-8.14,-1.36,50.0,6.97,-9.63,6.25,0,0,7.83,아니오
229200,3,위,무손절,최근 10년,10,0,6.42,0.64,50.0,18.28,-9.63,7.92,0,0,7.8,예
229200,3,위,무손절,최근 5년,5,0,-7.75,-1.55,60.0,6.97,-9.63,6.96,0,0,7.8,아니오
229200,4,아래,3.0,전체,11,0,17.17,1.56,81.82,7.77,-3.1,2.93,1,1,6.27,예
229200,4,아래,3.0,앞 절반,5,0,9.52,1.9,100.0,2.86,0.8,0.75,0,0,6.6,아니오
229200,4,아래,3.0,뒤 절반,6,0,7.65,1.28,66.67,7.77,-3.1,4.06,1,1,6.0,아니오
229200,4,아래,3.0,최근 10년,10,0,15.51,1.55,80.0,7.77,-3.1,3.08,1,1,6.2,예
229200,4,아래,3.0,최근 5년,5,0,-0.12,-0.02,60.0,2.51,-3.1,2.81,1,1,5.6,아니오
229200,4,아래,4.0,전체,11,0,15.16,1.38,81.82,7.77,-4.11,3.25,1,1,6.73,예
229200,4,아래,4.0,앞 절반,5,0,9.52,1.9,100.0,2.86,0.8,0.75,0,0,6.6,아니오
229200,4,아래,4.0,뒤 절반,6,0,5.64,0.94,66.67,7.77,-4.11,4.49,1,1,6.83,아니오
229200,4,아래,4.0,최근 10년,10,0,13.5,1.35,80.0,7.77,-4.11,3.43,1,1,6.7,예
229200,4,아래,4.0,최근 5년,5,0,-2.13,-0.43,60.0,2.51,-4.11,3.36,1,1,6.6,아니오
229200,4,아래,5.0,전체,11,0,14.41,1.31,81.82,7.77,-5.0,3.39,0,1,6.73,예
229200,4,아래,5.0,앞 절반,5,0,9.52,1.9,100.0,2.86,0.8,0.75,0,0,6.6,아니오
229200,4,아래,5.0,뒤 절반,6,0,4.89,0.82,66.67,7.77,-5.0,4.68,0,1,6.83,아니오
229200,4,아래,5.0,최근 10년,10,0,12.75,1.27,80.0,7.77,-5.0,3.57,0,1,6.7,예
229200,4,아래,5.0,최근 5년,5,0,-2.87,-0.57,60.0,2.51,-5.0,3.58,0,1,6.6,아니오
229200,4,아래,6.0,전체,11,0,18.63,1.69,81.82,7.77,-3.86,2.79,0,0,7.0,예
229200,4,아래,6.0,앞 절반,5,0,9.52,1.9,100.0,2.86,0.8,0.75,0,0,6.6,아니오
229200,4,아래,6.0,뒤 절반,6,0,9.11,1.52,66.67,7.77,-3.86,3.88,0,0,7.33,아니오
229200,4,아래,6.0,최근 10년,10,0,16.96,1.7,80.0,7.77,-3.86,2.94,0,0,7.0,예
229200,4,아래,6.0,최근 5년,5,0,1.34,0.27,60.0,2.51,-3.86,2.66,0,0,7.2,아니오
229200,4,아래,7.0,전체,11,0,18.63,1.69,81.82,7.77,-3.86,2.79,0,0,7.0,예
229200,4,아래,7.0,앞 절반,5,0,9.52,1.9,100.0,2.86,0.8,0.75,0,0,6.6,아니오
229200,4,아래,7.0,뒤 절반,6,0,9.11,1.52,66.67,7.77,-3.86,3.88,0,0,7.33,아니오
229200,4,아래,7.0,최근 10년,10,0,16.96,1.7,80.0,7.77,-3.86,2.94,0,0,7.0,예
229200,4,아래,7.0,최근 5년,5,0,1.34,0.27,60.0,2.51,-3.86,2.66,0,0,7.2,아니오
229200,4,아래,8.0,전체,11,0,18.63,1.69,81.82,7.77,-3.86,2.79,0,0,7.0,예
229200,4,아래,8.0,앞 절반,5,0,9.52,1.9,100.0,2.86,0.8,0.75,0,0,6.6,아니오
229200,4,아래,8.0,뒤 절반,6,0,9.11,1.52,66.67,7.77,-3.86,3.88,0,0,7.33,아니오
229200,4,아래,8.0,최근 10년,10,0,16.96,1.7,80.0,7.77,-3.86,2.94,0,0,7.0,예
229200,4,아래,8.0,최근 5년,5,0,1.34,0.27,60.0,2.51,-3.86,2.66,0,0,7.2,아니오
229200,4,아래,9.0,전체,11,0,18.63,1.69,81.82,7.77,-3.86,2.79,0,0,7.0,예
229200,4,아래,9.0,앞 절반,5,0,9.52,1.9,100.0,2.86,0.8,0.75,0,0,6.6,아니오
229200,4,아래,9.0,뒤 절반,6,0,9.11,1.52,66.67,7.77,-3.86,3.88,0,0,7.33,아니오
229200,4,아래,9.0,최근 10년,10,0,16.96,1.7,80.0,7.77,-3.86,2.94,0,0,7.0,예
229200,4,아래,9.0,최근 5년,5,0,1.34,0.27,60.0,2.51,-3.86,2.66,0,0,7.2,아니오
229200,4,아래,10.0,전체,11,0,18.63,1.69,81.82,7.77,-3.86,2.79,0,0,7.0,예
229200,4,아래,10.0,앞 절반,5,0,9.52,1.9,100.0,2.86,0.8,0.75,0,0,6.6,아니오
229200,4,아래,10.0,뒤 절반,6,0,9.11,1.52,66.67,7.77,-3.86,3.88,0,0,7.33,아니오
229200,4,아래,10.0,최근 10년,10,0,16.96,1.7,80.0,7.77,-3.86,2.94,0,0,7.0,예
229200,4,아래,10.0,최근 5년,5,0,1.34,0.27,60.0,2.51,-3.86,2.66,0,0,7.2,아니오
229200,4,아래,무손절,전체,11,0,18.63,1.69,81.82,7.77,-3.86,2.79,0,0,7.0,예
229200,4,아래,무손절,앞 절반,5,0,9.52,1.9,100.0,2.86,0.8,0.75,0,0,6.6,아니오
229200,4,아래,무손절,뒤 절반,6,0,9.11,1.52,66.67,7.77,-3.86,3.88,0,0,7.33,아니오
229200,4,아래,무손절,최근 10년,10,0,16.96,1.7,80.0,7.77,-3.86,2.94,0,0,7.0,예
229200,4,아래,무손절,최근 5년,5,0,1.34,0.27,60.0,2.51,-3.86,2.66,0,0,7.2,아니오
229200,4,위,3.0,전체,11,0,-18.96,-1.72,18.18,3.86,-3.71,2.24,1,5,5.18,예
229200,4,위,3.0,앞 절반,5,0,-13.46,-2.69,0.0,-1.67,-3.71,0.81,1,2,4.6,아니오
229200,4,위,3.0,뒤 절반,6,0,-5.5,-0.92,33.33,3.86,-3.0,2.79,0,3,5.67,아니오
229200,4,위,3.0,최근 10년,10,0,-17.29,-1.73,20.0,3.86,-3.71,2.36,1,5,5.0,예
229200,4,위,3.0,최근 5년,5,0,-2.5,-0.5,40.0,3.86,-3.0,2.9,0,2,5.6,아니오
229200,4,위,4.0,전체,11,0,-22.36,-2.03,18.18,3.86,-4.0,2.51,0,5,5.27,예
229200,4,위,4.0,앞 절반,5,0,-13.86,-2.77,0.0,-1.67,-4.0,1.14,0,2,4.8,아니오
229200,4,위,4.0,뒤 절반,6,0,-8.5,-1.42,33.33,3.86,-4.0,3.25,0,3,5.67,아니오
229200,4,위,4.0,최근 10년,10,0,-20.69,-2.07,20.0,3.86,-4.0,2.64,0,5,5.1,예
229200,4,위,4.0,최근 5년,5,0,-4.5,-0.9,40.0,3.86,-4.0,3.35,0,2,5.6,아니오
229200,4,위,5.0,전체,11,0,-21.02,-1.91,18.18,3.86,-5.0,2.68,0,3,6.45,예
229200,4,위,5.0,앞 절반,5,0,-9.52,-1.9,0.0,-0.8,-2.86,0.75,0,0,6.6,아니오
229200,4,위,5.0,뒤 절반,6,0,-11.5,-1.92,33.33,3.86,-5.0,3.74,0,3,6.33,아니오
229200,4,위,5.0,최근 10년,10,0,-19.35,-1.94,20.0,3.86,-5.0,2.83,0,3,6.4,예
229200,4,위,5.0,최근 5년,5,0,-6.5,-1.3,40.0,3.86,-5.0,3.82,0,2,6.4,아니오
229200,4,위,6.0,전체,11,0,-20.53,-1.87,18.18,3.86,-6.0,2.78,0,2,6.82,예
229200,4,위,6.0,앞 절반,5,0,-9.52,-1.9,0.0,-0.8,-2.86,0.75,0,0,6.6,아니오
229200,4,위,6.0,뒤 절반,6,0,-11.01,-1.83,33.33,3.86,-6.0,3.87,0,2,7.0,아니오
229200,4,위,6.0,최근 10년,10,0,-18.86,-1.89,20.0,3.86,-6.0,2.93,0,2,6.8,예
229200,4,위,6.0,최근 5년,5,0,-5.01,-1.0,40.0,3.86,-6.0,3.68,0,1,7.0,아니오
229200,4,위,7.0,전체,11,0,-17.86,-1.62,18.18,3.86,-7.0,2.63,0,1,6.91,예
229200,4,위,7.0,앞 절반,5,0,-9.52,-1.9,0.0,-0.8,-2.86,0.75,0,0,6.6,아니오
229200,4,위,7.0,뒤 절반,6,0,-8.34,-1.39,33.33,3.86,-7.0,3.63,0,1,7.17,아니오
229200,4,위,7.0,최근 10년,10,0,-16.19,-1.62,20.0,3.86,-7.0,2.77,0,1,6.9,예
229200,4,위,7.0,최근 5년,5,0,-1.34,-0.27,40.0,3.86,-2.51,2.66,0,0,7.2,아니오
229200,4,위,8.0,전체,11,0,-18.86,-1.71,18.18,3.86,-8.0,2.84,0,1,7.0,예
229200,4,위,8.0,앞 절반,5,0,-9.52,-1.9,0.0,-0.8,-2.86,0.75,0,0,6.6,아니오
229200,4,위,8.0,뒤 절반,6,0,-9.34,-1.56,33.33,3.86,-8.0,3.95,0,1,7.33,아니오
229200,4,위,8.0,최근 10년,10,0,-17.19,-1.72,20.0,3.86,-8.0,2.99,0,1,7.0,예
229200,4,위,8.0,최근 5년,5,0,-1.34,-0.27,40.0,3.86,-2.51,2.66,0,0,7.2,아니오
229200,4,위,9.0,전체,11,0,-18.63,-1.69,18.18,3.86,-7.77,2.79,0,0,7.0,예
229200,4,위,9.0,앞 절반,5,0,-9.52,-1.9,0.0,-0.8,-2.86,0.75,0,0,6.6,아니오
229200,4,위,9.0,뒤 절반,6,0,-9.11,-1.52,33.33,3.86,-7.77,3.88,0,0,7.33,아니오
229200,4,위,9.0,최근 10년,10,0,-16.96,-1.7,20.0,3.86,-7.77,2.94,0,0,7.0,예
229200,4,위,9.0,최근 5년,5,0,-1.34,-0.27,40.0,3.86,-2.51,2.66,0,0,7.2,아니오
229200,4,위,10.0,전체,11,0,-18.63,-1.69,18.18,3.86,-7.77,2.79,0,0,7.0,예
229200,4,위,10.0,앞 절반,5,0,-9.52,-1.9,0.0,-0.8,-2.86,0.75,0,0,6.6,아니오
229200,4,위,10.0,뒤 절반,6,0,-9.11,-1.52,33.33,3.86,-7.77,3.88,0,0,7.33,아니오
229200,4,위,10.0,최근 10년,10,0,-16.96,-1.7,20.0,3.86,-7.77,2.94,0,0,7.0,예
229200,4,위,10.0,최근 5년,5,0,-1.34,-0.27,40.0,3.86,-2.51,2.66,0,0,7.2,아니오
229200,4,위,무손절,전체,11,0,-18.63,-1.69,18.18,3.86,-7.77,2.79,0,0,7.0,예
229200,4,위,무손절,앞 절반,5,0,-9.52,-1.9,0.0,-0.8,-2.86,0.75,0,0,6.6,아니오
229200,4,위,무손절,뒤 절반,6,0,-9.11,-1.52,33.33,3.86,-7.77,3.88,0,0,7.33,아니오
229200,4,위,무손절,최근 10년,10,0,-16.96,-1.7,20.0,3.86,-7.77,2.94,0,0,7.0,예
229200,4,위,무손절,최근 5년,5,0,-1.34,-0.27,40.0,3.86,-2.51,2.66,0,0,7.2,아니오
229200,5,아래,3.0,전체,11,0,-15.98,-1.45,18.18,1.42,-3.0,1.66,0,4,6.09,예
229200,5,아래,3.0,앞 절반,5,0,-6.67,-1.33,20.0,1.42,-3.0,1.8,0,1,7.4,아니오
229200,5,아래,3.0,뒤 절반,6,0,-9.31,-1.55,16.67,1.01,-3.0,1.7,0,3,5.0,아니오
229200,5,아래,3.0,최근 10년,10,0,-13.42,-1.34,20.0,1.42,-3.0,1.71,0,4,6.0,예
229200,5,아래,3.0,최근 5년,5,0,-8.84,-1.77,20.0,1.01,-3.0,1.81,0,3,4.6,아니오
229200,5,아래,4.0,전체,11,0,-17.52,-1.59,18.18,1.42,-4.0,1.87,0,2,6.91,예
229200,5,아래,4.0,앞 절반,5,0,-5.94,-1.19,20.0,1.42,-2.56,1.66,0,0,7.8,아니오
229200,5,아래,4.0,뒤 절반,6,0,-11.59,-1.93,16.67,1.01,-4.0,2.11,0,2,6.17,아니오
229200,5,아래,4.0,최근 10년,10,0,-14.97,-1.5,20.0,1.42,-4.0,1.94,0,2,6.9,예
229200,5,아래,4.0,최근 5년,5,0,-11.12,-2.22,20.0,1.01,-4.0,2.22,0,2,6.0,아니오
229200,5,아래,5.0,전체,11,0,-19.52,-1.77,18.18,1.42,-5.0,2.15,0,2,7.09,예
229200,5,아래,5.0,앞 절반,5,0,-5.94,-1.19,20.0,1.42,-2.56,1.66,0,0,7.8,아니오
229200,5,아래,5.0,뒤 절반,6,0,-13.59,-2.26,16.67,1.01,-5.0,2.53,0,2,6.5,아니오
229200,5,아래,5.0,최근 10년,10,0,-16.97,-1.7,20.0,1.42,-5.0,2.25,0,2,7.1,예
229200,5,아래,5.0,최근 5년,5,0,-13.12,-2.62,20.0,1.01,-5.0,2.65,0,2,6.4,아니오
229200,5,아래,6.0,전체,11,0,-19.91,-1.81,18.18,1.42,-6.0,2.23,0,1,7.09,예
229200,5,아래,6.0,앞 절반,5,0,-5.94,-1.19,20.0,1.42,-2.56,1.66,0,0,7.8,아니오
229200,5,아래,6.0,뒤 절반,6,0,-13.97,-2.33,16.67,1.01,-6.0,2.66,0,1,6.5,아니오
229200,5,아래,6.0,최근 10년,10,0,-17.35,-1.74,20.0,1.42,-6.0,2.34,0,1,7.1,예
229200,5,아래,6.0,최근 5년,5,0,-13.51,-2.7,20.0,1.01,-6.0,2.79,0,1,6.4,아니오
229200,5,아래,7.0,전체,11,0,-20.91,-1.9,18.18,1.42,-7.0,2.43,0,1,7.09,예
229200,5,아래,7.0,앞 절반,5,0,-5.94,-1.19,20.0,1.42,-2.56,1.66,0,0,7.8,아니오
229200,5,아래,7.0,뒤 절반,6,0,-14.97,-2.5,16.67,1.01,-7.0,2.95,0,1,6.5,아니오
229200,5,아래,7.0,최근 10년,10,0,-18.35,-1.84,20.0,1.42,-7.0,2.55,0,1,7.1,예
229200,5,아래,7.0,최근 5년,5,0,-14.51,-2.9,20.0,1.01,-7.0,3.11,0,1,6.4,아니오
229200,5,아래,8.0,전체,11,0,-21.91,-1.99,18.18,1.42,-8.0,2.65,0,1,7.18,예
229200,5,아래,8.0,앞 절반,5,0,-5.94,-1.19,20.0,1.42,-2.56,1.66,0,0,7.8,아니오
229200,5,아래,8.0,뒤 절반,6,0,-15.97,-2.66,16.67,1.01,-8.0,3.27,0,1,6.67,아니오
229200,5,아래,8.0,최근 10년,10,0,-19.35,-1.94,20.0,1.42,-8.0,2.79,0,1,7.2,예
229200,5,아래,8.0,최근 5년,5,0,-15.51,-3.1,20.0,1.01,-8.0,3.45,0,1,6.6,아니오
229200,5,아래,9.0,전체,11,0,-22.91,-2.08,18.18,1.42,-9.0,2.89,0,1,7.18,예
229200,5,아래,9.0,앞 절반,5,0,-5.94,-1.19,20.0,1.42,-2.56,1.66,0,0,7.8,아니오
229200,5,아래,9.0,뒤 절반,6,0,-16.97,-2.83,16.67,1.01,-9.0,3.6,0,1,6.67,아니오
229200,5,아래,9.0,최근 10년,10,0,-20.35,-2.04,20.0,1.42,-9.0,3.04,0,1,7.2,예
229200,5,아래,9.0,최근 5년,5,0,-16.51,-3.3,20.0,1.01,-9.0,3.82,0,1,6.6,아니오
229200,5,아래,10.0,전체,11,0,-23.91,-2.17,18.18,1.42,-10.0,3.13,0,1,7.18,예
229200,5,아래,10.0,앞 절반,5,0,-5.94,-1.19,20.0,1.42,-2.56,1.66,0,0,7.8,아니오
229200,5,아래,10.0,뒤 절반,6,0,-17.97,-3.0,16.67,1.01,-10.0,3.95,0,1,6.67,아니오
229200,5,아래,10.0,최근 10년,10,0,-21.35,-2.14,20.0,1.42,-10.0,3.3,0,1,7.2,예
229200,5,아래,10.0,최근 5년,5,0,-17.51,-3.5,20.0,1.01,-10.0,4.2,0,1,6.6,아니오
229200,5,아래,무손절,전체,11,0,-20.39,-1.85,18.18,1.42,-6.48,2.33,0,0,7.55,예
229200,5,아래,무손절,앞 절반,5,0,-5.94,-1.19,20.0,1.42,-2.56,1.66,0,0,7.8,아니오
229200,5,아래,무손절,뒤 절반,6,0,-14.45,-2.41,16.67,1.01,-6.48,2.8,0,0,7.33,아니오
229200,5,아래,무손절,최근 10년,10,0,-17.83,-1.78,20.0,1.42,-6.48,2.44,0,0,7.6,예
229200,5,아래,무손절,최근 5년,5,0,-13.99,-2.8,20.0,1.01,-6.48,2.94,0,0,7.4,아니오
229200,5,위,3.0,전체,11,0,18.81,1.71,81.82,6.48,-3.0,2.58,0,1,7.18,예
229200,5,위,3.0,앞 절반,5,0,4.35,0.87,80.0,2.56,-3.0,2.3,0,1,7.0,아니오
229200,5,위,3.0,뒤 절반,6,0,14.45,2.41,83.33,6.48,-1.01,2.8,0,0,7.33,아니오
229200,5,위,3.0,최근 10년,10,0,16.25,1.62,80.0,6.48,-3.0,2.71,0,1,7.2,예
229200,5,위,3.0,최근 5년,5,0,13.99,2.8,80.0,6.48,-1.01,2.94,0,0,7.4,아니오
229200,5,위,4.0,전체,11,0,20.39,1.85,81.82,6.48,-1.42,2.33,0,0,7.55,예
229200,5,위,4.0,앞 절반,5,0,5.94,1.19,80.0,2.56,-1.42,1.66,0,0,7.8,아니오
229200,5,위,4.0,뒤 절반,6,0,14.45,2.41,83.33,6.48,-1.01,2.8,0,0,7.33,아니오
229200,5,위,4.0,최근 10년,10,0,17.83,1.78,80.0,6.48,-1.42,2.44,0,0,7.6,예
229200,5,위,4.0,최근 5년,5,0,13.99,2.8,80.0,6.48,-1.01,2.94,0,0,7.4,아니오
229200,5,위,5.0,전체,11,0,20.39,1.85,81.82,6.48,-1.42,2.33,0,0,7.55,예
229200,5,위,5.0,앞 절반,5,0,5.94,1.19,80.0,2.56,-1.42,1.66,0,0,7.8,아니오
229200,5,위,5.0,뒤 절반,6,0,14.45,2.41,83.33,6.48,-1.01,2.8,0,0,7.33,아니오
229200,5,위,5.0,최근 10년,10,0,17.83,1.78,80.0,6.48,-1.42,2.44,0,0,7.6,예
229200,5,위,5.0,최근 5년,5,0,13.99,2.8,80.0,6.48,-1.01,2.94,0,0,7.4,아니오
229200,5,위,6.0,전체,11,0,20.39,1.85,81.82,6.48,-1.42,2.33,0,0,7.55,예
229200,5,위,6.0,앞 절반,5,0,5.94,1.19,80.0,2.56,-1.42,1.66,0,0,7.8,아니오
229200,5,위,6.0,뒤 절반,6,0,14.45,2.41,83.33,6.48,-1.01,2.8,0,0,7.33,아니오
229200,5,위,6.0,최근 10년,10,0,17.83,1.78,80.0,6.48,-1.42,2.44,0,0,7.6,예
229200,5,위,6.0,최근 5년,5,0,13.99,2.8,80.0,6.48,-1.01,2.94,0,0,7.4,아니오
229200,5,위,7.0,전체,11,0,20.39,1.85,81.82,6.48,-1.42,2.33,0,0,7.55,예
229200,5,위,7.0,앞 절반,5,0,5.94,1.19,80.0,2.56,-1.42,1.66,0,0,7.8,아니오
229200,5,위,7.0,뒤 절반,6,0,14.45,2.41,83.33,6.48,-1.01,2.8,0,0,7.33,아니오
229200,5,위,7.0,최근 10년,10,0,17.83,1.78,80.0,6.48,-1.42,2.44,0,0,7.6,예
229200,5,위,7.0,최근 5년,5,0,13.99,2.8,80.0,6.48,-1.01,2.94,0,0,7.4,아니오
229200,5,위,8.0,전체,11,0,20.39,1.85,81.82,6.48,-1.42,2.33,0,0,7.55,예
229200,5,위,8.0,앞 절반,5,0,5.94,1.19,80.0,2.56,-1.42,1.66,0,0,7.8,아니오
229200,5,위,8.0,뒤 절반,6,0,14.45,2.41,83.33,6.48,-1.01,2.8,0,0,7.33,아니오
229200,5,위,8.0,최근 10년,10,0,17.83,1.78,80.0,6.48,-1.42,2.44,0,0,7.6,예
229200,5,위,8.0,최근 5년,5,0,13.99,2.8,80.0,6.48,-1.01,2.94,0,0,7.4,아니오
229200,5,위,9.0,전체,11,0,20.39,1.85,81.82,6.48,-1.42,2.33,0,0,7.55,예
229200,5,위,9.0,앞 절반,5,0,5.94,1.19,80.0,2.56,-1.42,1.66,0,0,7.8,아니오
229200,5,위,9.0,뒤 절반,6,0,14.45,2.41,83.33,6.48,-1.01,2.8,0,0,7.33,아니오
229200,5,위,9.0,최근 10년,10,0,17.83,1.78,80.0,6.48,-1.42,2.44,0,0,7.6,예
229200,5,위,9.0,최근 5년,5,0,13.99,2.8,80.0,6.48,-1.01,2.94,0,0,7.4,아니오
229200,5,위,10.0,전체,11,0,20.39,1.85,81.82,6.48,-1.42,2.33,0,0,7.55,예
229200,5,위,10.0,앞 절반,5,0,5.94,1.19,80.0,2.56,-1.42,1.66,0,0,7.8,아니오
229200,5,위,10.0,뒤 절반,6,0,14.45,2.41,83.33,6.48,-1.01,2.8,0,0,7.33,아니오
229200,5,위,10.0,최근 10년,10,0,17.83,1.78,80.0,6.48,-1.42,2.44,0,0,7.6,예
229200,5,위,10.0,최근 5년,5,0,13.99,2.8,80.0,6.48,-1.01,2.94,0,0,7.4,아니오
229200,5,위,무손절,전체,11,0,20.39,1.85,81.82,6.48,-1.42,2.33,0,0,7.55,예
229200,5,위,무손절,앞 절반,5,0,5.94,1.19,80.0,2.56,-1.42,1.66,0,0,7.8,아니오
229200,5,위,무손절,뒤 절반,6,0,14.45,2.41,83.33,6.48,-1.01,2.8,0,0,7.33,아니오
229200,5,위,무손절,최근 10년,10,0,17.83,1.78,80.0,6.48,-1.42,2.44,0,0,7.6,예
229200,5,위,무손절,최근 5년,5,0,13.99,2.8,80.0,6.48,-1.01,2.94,0,0,7.4,아니오
229200,6,아래,3.0,전체,11,0,13.17,1.2,72.73,7.77,-3.0,3.06,0,2,6.18,예
229200,6,아래,3.0,앞 절반,5,0,8.22,1.64,80.0,7.77,-3.0,3.93,0,1,6.2,아니오
229200,6,아래,3.0,뒤 절반,6,0,4.95,0.83,66.67,4.12,-3.0,2.46,0,1,6.17,아니오
229200,6,아래,3.0,최근 10년,10,0,12.31,1.23,70.0,7.77,-3.0,3.22,0,2,6.0,예
229200,6,아래,3.0,최근 5년,5,0,5.71,1.14,80.0,4.12,-3.0,2.6,0,1,5.8,아니오
229200,6,아래,4.0,전체,11,0,17.53,1.59,81.82,7.77,-4.0,2.92,0,1,6.82,예
229200,6,아래,4.0,앞 절반,5,0,7.22,1.44,80.0,7.77,-4.0,4.24,0,1,6.4,아니오
229200,6,아래,4.0,뒤 절반,6,0,10.31,1.72,83.33,4.12,-0.76,1.62,0,0,7.17,아니오
229200,6,아래,4.0,최근 10년,10,0,16.66,1.67,80.0,7.77,-4.0,3.06,0,1,6.7,예
229200,6,아래,4.0,최근 5년,5,0,11.07,2.21,100.0,4.12,1.13,1.2,0,0,7.0,아니오
229200,6,아래,5.0,전체,11,0,21.36,1.94,81.82,7.77,-0.76,2.36,0,0,7.18,예
229200,6,아래,5.0,앞 절반,5,0,11.05,2.21,80.0,7.77,-0.17,3.23,0,0,7.2,아니오
229200,6,아래,5.0,뒤 절반,6,0,10.31,1.72,83.33,4.12,-0.76,1.62,0,0,7.17,아니오
229200,6,아래,5.0,최근 10년,10,0,20.49,2.05,80.0,7.77,-0.76,2.46,0,0,7.1,예
229200,6,아래,5.0,최근 5년,5,0,11.07,2.21,100.0,4.12,1.13,1.2,0,0,7.0,아니오
229200,6,아래,6.0,전체,11,0,21.36,1.94,81.82,7.77,-0.76,2.36,0,0,7.18,예
