종목,월,방향,손절적용,구간,신호,제외,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 코스닥150선물인버스,3,위,가능,최근 5년,5,0,6.89,1.38,40.0,2.426,29.19,3,9.93,-5.26,7.22,1,1,7.0,아니오,2022-03-18,2026-03-20
KODEX 코스닥150선물인버스,4,아래,가능,전체,10,0,-14.22,-1.42,30.0,0.666,60.03,7,4.1,-5.0,2.99,0,3,6.3,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,아래,가능,앞 절반,5,0,-8.45,-1.69,20.0,0.299,76.99,4,0.68,-5.0,2.13,0,1,6.4,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,아래,가능,뒤 절반,5,0,-5.77,-1.15,40.0,0.696,58.96,3,4.1,-5.0,3.92,0,2,6.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,아래,가능,최근 10년,10,0,-14.22,-1.42,30.0,0.666,60.03,7,4.1,-5.0,2.99,0,3,6.3,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,아래,가능,최근 5년,5,0,-5.77,-1.15,40.0,0.696,58.96,3,4.1,-5.0,3.92,0,2,6.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,가능,전체,10,0,6.33,0.63,70.0,0.706,58.61,3,7.29,-5.0,3.45,0,1,6.7,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,가능,앞 절반,5,0,10.74,2.15,80.0,4.186,19.28,1,7.29,-0.68,3.06,0,0,6.8,아니오,2017-04-20,2021-04-20
KODEX 코스닥150선물인버스,4,위,가능,뒤 절반,5,0,-4.4,-0.88,60.0,0.344,74.4,2,2.33,-5.0,3.41,0,1,6.6,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,가능,최근 10년,10,0,6.33,0.63,70.0,0.706,58.61,3,7.29,-5.0,3.45,0,1,6.7,예,2017-04-20,2026-04-20
KODEX 코스닥150선물인버스,4,위,가능,최근 5년,5,0,-4.4,-0.88,60.0,0.344,74.4,2,2.33,-5.0,3.41,0,1,6.6,아니오,2022-04-20,2026-04-20
KODEX 코스닥150선물인버스,5,아래,가능,전체,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,가능,앞 절반,5,0,4.8,0.96,80.0,1.323,43.04,1,2.21,-1.12,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,아래,가능,뒤 절반,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,아래,가능,최근 10년,10,0,19.43,1.94,80.0,2.436,29.11,2,7.35,-1.12,2.52,0,0,7.6,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,아래,가능,최근 5년,5,0,14.62,2.92,80.0,3.563,21.91,1,7.35,-1.1,3.17,0,0,7.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,가능,전체,10,0,-17.08,-1.71,20.0,0.461,68.47,8,1.12,-5.0,2.02,0,1,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,가능,앞 절반,5,0,-4.8,-0.96,20.0,0.756,56.96,4,1.12,-2.21,1.35,0,0,7.8,아니오,2017-05-19,2021-05-20
KODEX 코스닥150선물인버스,5,위,가능,뒤 절반,5,0,-12.28,-2.46,20.0,0.33,75.19,4,1.1,-5.0,2.44,0,1,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,5,위,가능,최근 10년,10,0,-17.08,-1.71,20.0,0.461,68.47,8,1.12,-5.0,2.02,0,1,7.1,예,2017-05-19,2026-05-20
KODEX 코스닥150선물인버스,5,위,가능,최근 5년,5,0,-12.28,-2.46,20.0,0.33,75.19,4,1.1,-5.0,2.44,0,1,6.4,아니오,2022-05-20,2026-05-20
KODEX 코스닥150선물인버스,6,아래,가능,전체,10,0,-21.16,-2.12,10.0,0.367,73.18,8,1.02,-5.0,2.21,0,3,6.0,예,2017-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,아래,가능,앞 절반,5,0,-6.31,-1.26,20.0,0.416,70.63,3,1.02,-5.0,2.39,0,1,7.0,아니오,2017-06-20,2021-06-18
KODEX 코스닥150선물인버스,6,아래,가능,뒤 절반,5,0,-14.84,-2.97,0.0,0.0,100.0,5,-1.25,-5.0,1.88,0,2,5.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,아래,가능,최근 10년,10,0,-21.16,-2.12,10.0,0.367,73.18,8,1.02,-5.0,2.21,0,3,6.0,예,2017-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,아래,가능,최근 5년,5,0,-14.84,-2.97,0.0,0.0,100.0,5,-1.25,-5.0,1.88,0,2,5.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,위,가능,전체,10,0,19.45,1.95,80.0,2.518,28.42,1,8.39,-1.02,2.62,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,위,가능,앞 절반,5,0,9.7,1.94,60.0,3.517,22.14,1,8.39,-1.02,3.78,0,0,7.2,아니오,2017-06-20,2021-06-18
KODEX 코스닥150선물인버스,6,위,가능,뒤 절반,5,0,9.75,1.95,100.0,,,0,3.78,1.13,1.08,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,위,가능,최근 10년,10,0,19.45,1.95,80.0,2.518,28.42,1,8.39,-1.02,2.62,0,0,7.1,예,2017-06-20,2026-06-19
KODEX 코스닥150선물인버스,6,위,가능,최근 5년,5,0,9.75,1.95,100.0,,,0,3.78,1.13,1.08,0,0,7.0,아니오,2022-06-20,2026-06-19
KODEX 코스닥150선물인버스,7,아래,가능,전체,10,0,-14.72,-1.47,30.0,0.986,50.36,7,4.92,-5.0,3.76,0,3,6.8,예,2017-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,아래,가능,앞 절반,5,0,-11.39,-2.28,20.0,1.101,47.59,4,4.33,-5.0,3.87,0,2,6.2,아니오,2017-07-20,2021-07-20
KODEX 코스닥150선물인버스,7,아래,가능,뒤 절반,5,0,-3.33,-0.67,40.0,0.989,50.27,3,4.92,-5.0,3.9,0,1,7.4,아니오,2022-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,아래,가능,최근 10년,10,0,-14.72,-1.47,30.0,0.986,50.36,7,4.92,-5.0,3.76,0,3,6.8,예,2017-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,아래,가능,최근 5년,5,0,-3.33,-0.67,40.0,0.989,50.27,3,4.92,-5.0,3.9,0,1,7.4,아니오,2022-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,위,가능,전체,10,0,5.04,0.5,60.0,0.879,53.22,4,6.43,-5.0,4.14,0,2,6.8,예,2017-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,위,가능,앞 절반,5,0,11.8,2.36,80.0,0.931,51.78,1,6.43,-4.33,4.04,0,0,7.8,아니오,2017-07-20,2021-07-20
KODEX 코스닥150선물인버스,7,위,가능,뒤 절반,5,0,-6.75,-1.35,40.0,0.621,61.7,3,2.68,-5.0,3.7,0,2,5.8,아니오,2022-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,위,가능,최근 10년,10,0,5.04,0.5,60.0,0.879,53.22,4,6.43,-5.0,4.14,0,2,6.8,예,2017-07-20,2026-07-20
KODEX 코스닥150선물인버스,7,위,가능,최근 5년,5,0,-6.75,-1.35,40.0,0.621,61.7,3,2.68,-5.0,3.7,0,2,5.8,아니오,2022-07-20,2026-07-20
KODEX 코스닥150선물인버스,8,아래,가능,전체,11,0,8.58,0.78,54.55,1.156,46.38,5,8.26,-5.21,5.44,1,3,6.82,예,2016-08-19,2026-08-20
KODEX 코스닥150선물인버스,8,아래,가능,앞 절반,5,0,7.38,1.48,60.0,1.159,46.32,2,8.26,-5.0,6.29,0,2,7.4,아니오,2016-08-19,2020-08-20
KODEX 코스닥150선물인버스,8,아래,가능,뒤 절반,6,0,1.2,0.2,50.0,1.099,47.64,3,7.18,-5.21,5.15,1,1,6.33,아니오,2021-08-20,2026-08-20
KODEX 코스닥150선물인버스,8,아래,가능,최근 10년,10,0,13.58,1.36,60.0,1.195,45.56,4,8.26,-5.21,5.36,1,2,6.7,예,2017-08-18,2026-08-20
KODEX 코스닥150선물인버스,8,아래,가능,최근 5년,5,0,-5.98,-1.2,40.0,0.761,56.77,3,4.88,-5.21,4.31,1,1,6.2,아니오,2022-08-19,2026-08-20
KODEX 코스닥150선물인버스,8,위,가능,전체,11,0,-17.47,-1.59,36.36,0.581,63.25,7,4.51,-5.56,3.41,1,3,6.64,예,2016-08-19,2026-08-20
KODEX 코스닥150선물인버스,8,위,가능,앞 절반,5,0,-9.79,-1.96,20.0,1.262,44.2,4,4.51,-5.0,3.89,0,2,6.4,아니오,2016-08-19,2020-08-20
KODEX 코스닥150선물인버스,8,위,가능,뒤 절반,6,0,-7.68,-1.28,50.0,0.352,73.98,3,1.94,-5.56,3.3,1,1,6.83,아니오,2021-08-20,2026-08-20
KODEX 코스닥150선물인버스,8,위,가능,최근 10년,10,0,-21.98,-2.2,30.0,0.372,72.89,7,1.94,-5.56,2.89,1,3,6.5,예,2017-08-18,2026-08-20
KODEX 코스닥150선물인버스,8,위,가능,최근 5년,5,0,-2.68,-0.54,60.0,0.406,71.13,2,1.94,-5.56,3.07,1,0,7.6,아니오,2022-08-19,2026-08-20
KODEX 코스닥150선물인버스,9,아래,가능,전체,10,0,-26.98,-2.7,20.0,0.356,73.76,8,2.39,-6.28,2.96,1,4,4.9,예,2016-09-20,2025-09-19
KODEX 코스닥150선물인버스,9,아래,가능,앞 절반,5,0,-10.59,-2.12,20.0,0.09,91.78,4,0.24,-5.0,2.65,0,2,4.6,아니오,2016-09-20,2020-09-18
KODEX 코스닥150선물인버스,9,아래,가능,뒤 절반,5,0,-16.39,-3.28,20.0,0.509,66.26,4,2.39,-6.28,3.45,1,2,5.2,아니오,2021-09-17,2025-09-19
KODEX 코스닥150선물인버스,9,아래,가능,최근 10년,10,0,-26.98,-2.7,20.0,0.356,73.76,8,2.39,-6.28,2.96,1,4,4.9,예,2016-09-20,2025-09-19
KODEX 코스닥150선물인버스,9,아래,가능,최근 5년,5,0,-16.39,-3.28,20.0,0.509,66.26,4,2.39,-6.28,3.45,1,2,5.2,아니오,2021-09-17,2025-09-19
KODEX 코스닥150선물인버스,9,위,가능,전체,10,0,30.54,3.05,80.0,3.15,24.1,2,10.72,-2.39,3.77,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150선물인버스,9,위,가능,앞 절반,5,0,11.51,2.3,80.0,12.115,7.62,1,5.5,-0.24,2.9,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150선물인버스,9,위,가능,뒤 절반,5,0,19.03,3.81,80.0,2.24,30.86,1,10.72,-2.39,4.7,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150선물인버스,9,위,가능,최근 10년,10,0,30.54,3.05,80.0,3.15,24.1,2,10.72,-2.39,3.77,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150선물인버스,9,위,가능,최근 5년,5,0,19.03,3.81,80.0,2.24,30.86,1,10.72,-2.39,4.7,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150선물인버스,10,아래,가능,전체,10,0,0.87,0.09,50.0,1.046,48.87,5,5.3,-5.0,4.46,0,3,6.9,예,2016-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,아래,가능,앞 절반,5,0,-3.22,-0.64,40.0,1.125,47.05,3,5.3,-5.0,5.08,0,2,6.0,아니오,2016-10-20,2020-10-20
KODEX 코스닥150선물인버스,10,아래,가능,뒤 절반,5,0,4.08,0.82,60.0,1.126,47.04,2,4.94,-5.0,4.19,0,1,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,아래,가능,최근 10년,10,0,0.87,0.09,50.0,1.046,48.87,5,5.3,-5.0,4.46,0,3,6.9,예,2016-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,아래,가능,최근 5년,5,0,4.08,0.82,60.0,1.126,47.04,2,4.94,-5.0,4.19,0,1,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,가능,전체,10,0,6.19,0.62,50.0,1.317,43.17,5,12.85,-5.0,5.84,0,2,6.8,예,2016-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,가능,앞 절반,5,0,10.01,2.0,60.0,1.38,42.02,2,12.85,-5.0,7.26,0,1,6.4,아니오,2016-10-20,2020-10-20
KODEX 코스닥150선물인버스,10,위,가능,뒤 절반,5,0,-3.81,-0.76,40.0,0.94,51.56,3,5.46,-5.0,4.39,0,1,7.2,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,가능,최근 10년,10,0,6.19,0.62,50.0,1.317,43.17,5,12.85,-5.0,5.84,0,2,6.8,예,2016-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,가능,최근 5년,5,0,-3.81,-0.76,40.0,0.94,51.56,3,5.46,-5.0,4.39,0,1,7.2,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,11,아래,가능,전체,10,0,-19.01,-1.9,30.0,0.535,65.13,7,2.43,-5.0,2.92,0,3,6.6,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,가능,앞 절반,5,0,-7.5,-1.5,40.0,0.498,66.75,3,2.43,-5.0,3.19,0,1,7.0,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,가능,뒤 절반,5,0,-11.51,-2.3,20.0,0.575,63.5,4,1.93,-5.0,2.93,0,2,6.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,가능,최근 10년,10,0,-19.01,-1.9,30.0,0.535,65.13,7,2.43,-5.0,2.92,0,3,6.6,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,가능,최근 5년,5,0,-11.51,-2.3,20.0,0.575,63.5,4,1.93,-5.0,2.93,0,2,6.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,가능,전체,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,가능,앞 절반,5,0,8.05,1.61,60.0,2.106,32.2,2,5.55,-2.43,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,가능,뒤 절반,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,가능,최근 10년,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,가능,최근 5년,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,12,아래,가능,전체,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,가능,앞 절반,5,0,23.4,4.68,100.0,,,0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,가능,뒤 절반,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,가능,최근 10년,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,가능,최근 5년,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,위,가능,전체,10,0,-26.25,-2.63,10.0,0.642,60.9,9,2.02,-5.0,2.3,0,3,5.6,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,위,가능,앞 절반,5,0,-18.7,-3.74,0.0,0.0,100.0,5,-1.63,-5.0,1.39,0,2,5.4,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,위,가능,뒤 절반,5,0,-7.55,-1.51,20.0,0.843,54.27,4,2.02,-5.0,2.62,0,1,5.8,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,위,가능,최근 10년,10,0,-26.25,-2.63,10.0,0.642,60.9,9,2.02,-5.0,2.3,0,3,5.6,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,위,가능,최근 5년,5,0,-7.55,-1.51,20.0,0.843,54.27,4,2.02,-5.0,2.62,0,1,5.8,아니오,2021-12-20,2025-12-19
코스닥150 지수,1,아래,불가(고저가 없음),전체,17,0,1.28,0.08,58.82,0.722,58.06,7,9.65,-26.16,7.92,0,0,6.94,예,2010-01-20,2026-01-20
코스닥150 지수,1,아래,불가(고저가 없음),앞 절반,8,0,13.39,1.67,75.0,2.158,31.66,2,9.34,-1.22,3.34,0,0,6.88,아니오,2010-01-20,2017-01-20
코스닥150 지수,1,아래,불가(고저가 없음),뒤 절반,9,0,-12.1,-1.34,44.44,0.85,54.05,5,9.65,-26.16,10.53,0,0,7.0,아니오,2018-01-19,2026-01-20
코스닥150 지수,1,아래,불가(고저가 없음),최근 10년,10,0,-10.97,-1.1,50.0,0.71,58.48,5,9.65,-26.16,9.96,0,0,6.8,예,2017-01-20,2026-01-20
코스닥150 지수,1,아래,불가(고저가 없음),최근 5년,5,0,-15.92,-3.18,40.0,0.716,58.26,3,9.65,-26.16,13.8,0,0,6.4,아니오,2022-01-20,2026-01-20
코스닥150 지수,1,위,불가(고저가 없음),전체,17,0,-1.28,-0.08,41.18,1.384,41.94,10,26.16,-9.65,7.92,0,0,6.94,예,2010-01-20,2026-01-20
코스닥150 지수,1,위,불가(고저가 없음),앞 절반,8,0,-13.39,-1.67,25.0,0.463,68.34,6,1.22,-9.34,3.34,0,0,6.88,아니오,2010-01-20,2017-01-20
코스닥150 지수,1,위,불가(고저가 없음),뒤 절반,9,0,12.1,1.34,55.56,1.176,45.95,4,26.16,-9.65,10.53,0,0,7.0,아니오,2018-01-19,2026-01-20
코스닥150 지수,1,위,불가(고저가 없음),최근 10년,10,0,10.97,1.1,50.0,1.408,41.52,5,26.16,-9.65,9.96,0,0,6.8,예,2017-01-20,2026-01-20
코스닥150 지수,1,위,불가(고저가 없음),최근 5년,5,0,15.92,3.18,60.0,1.396,41.74,2,26.16,-9.65,13.8,0,0,6.4,아니오,2022-01-20,2026-01-20
코스닥150 지수,2,아래,불가(고저가 없음),전체,17,0,7.71,0.45,47.06,1.736,36.55,9,8.49,-4.52,3.07,0,0,5.88,예,2010-02-19,2026-02-20
코스닥150 지수,2,아래,불가(고저가 없음),앞 절반,8,0,-3.24,-0.41,25.0,1.422,41.29,6,2.18,-2.07,1.39,0,0,5.88,아니오,2010-02-19,2017-02-20
코스닥150 지수,2,아래,불가(고저가 없음),뒤 절반,9,0,10.96,1.22,66.67,1.181,45.85,3,8.49,-4.52,3.97,0,0,5.89,아니오,2018-02-20,2026-02-20
코스닥150 지수,2,아래,불가(고저가 없음),최근 10년,10,0,11.7,1.17,70.0,1.052,48.74,3,8.49,-4.52,3.74,0,0,5.9,예,2017-02-20,2026-02-20
코스닥150 지수,2,아래,불가(고저가 없음),최근 5년,5,0,-5.02,-1.0,40.0,0.564,63.94,3,2.78,-4.52,2.76,0,0,6.0,아니오,2022-02-18,2026-02-20
코스닥150 지수,2,위,불가(고저가 없음),전체,17,0,-7.71,-0.45,52.94,0.576,63.45,8,4.52,-8.49,3.07,0,0,5.88,예,2010-02-19,2026-02-20
코스닥150 지수,2,위,불가(고저가 없음),앞 절반,8,0,3.24,0.41,75.0,0.703,58.71,2,2.07,-2.18,1.39,0,0,5.88,아니오,2010-02-19,2017-02-20
코스닥150 지수,2,위,불가(고저가 없음),뒤 절반,9,0,-10.96,-1.22,33.33,0.847,54.15,6,4.52,-8.49,3.97,0,0,5.89,아니오,2018-02-20,2026-02-20
코스닥150 지수,2,위,불가(고저가 없음),최근 10년,10,0,-11.7,-1.17,30.0,0.951,51.26,7,4.52,-8.49,3.74,0,0,5.9,예,2017-02-20,2026-02-20
코스닥150 지수,2,위,불가(고저가 없음),최근 5년,5,0,5.02,1.0,60.0,1.773,36.06,2,4.52,-2.78,2.76,0,0,6.0,아니오,2022-02-18,2026-02-20
코스닥150 지수,3,아래,불가(고저가 없음),전체,17,0,-10.11,-0.59,52.94,0.671,59.83,8,9.74,-19.09,6.48,0,0,7.82,예,2010-03-19,2026-03-20
코스닥150 지수,3,아래,불가(고저가 없음),앞 절반,8,0,-5.93,-0.74,50.0,0.497,66.79,4,2.31,-6.92,3.06,0,0,8.0,아니오,2010-03-19,2017-03-20
코스닥150 지수,3,아래,불가(고저가 없음),뒤 절반,9,0,-4.18,-0.46,55.56,0.687,59.29,4,9.74,-19.09,8.71,0,0,7.67,아니오,2018-03-20,2026-03-20
코스닥150 지수,3,아래,불가(고저가 없음),최근 10년,10,0,-7.05,-0.7,50.0,0.782,56.1,5,9.74,-19.09,8.24,0,0,7.8,예,2017-03-20,2026-03-20
코스닥150 지수,3,아래,불가(고저가 없음),최근 5년,5,0,7.4,1.48,40.0,2.564,28.06,3,9.74,-7.17,7.21,0,0,7.8,아니오,2022-03-18,2026-03-20
코스닥150 지수,3,위,불가(고저가 없음),전체,17,0,10.11,0.59,47.06,1.489,40.17,9,19.09,-9.74,6.48,0,0,7.82,예,2010-03-19,2026-03-20
코스닥150 지수,3,위,불가(고저가 없음),앞 절반,8,0,5.93,0.74,50.0,2.011,33.21,4,6.92,-2.31,3.06,0,0,8.0,아니오,2010-03-19,2017-03-20
코스닥150 지수,3,위,불가(고저가 없음),뒤 절반,9,0,4.18,0.46,44.44,1.456,40.71,5,19.09,-9.74,8.71,0,0,7.67,아니오,2018-03-20,2026-03-20
코스닥150 지수,3,위,불가(고저가 없음),최근 10년,10,0,7.05,0.7,50.0,1.278,43.9,5,19.09,-9.74,8.24,0,0,7.8,예,2017-03-20,2026-03-20
코스닥150 지수,3,위,불가(고저가 없음),최근 5년,5,0,-7.4,-1.48,60.0,0.39,71.94,2,7.17,-9.74,7.21,0,0,7.8,아니오,2022-03-18,2026-03-20
코스닥150 지수,4,아래,불가(고저가 없음),전체,17,0,21.03,1.24,70.59,1.208,45.28,5,7.02,-3.76,2.82,0,0,7.12,예,2010-04-20,2026-04-20
코스닥150 지수,4,아래,불가(고저가 없음),앞 절반,8,0,9.53,1.19,75.0,0.847,54.15,2,4.33,-3.27,2.87,0,0,7.12,아니오,2010-04-20,2017-04-20
코스닥150 지수,4,아래,불가(고저가 없음),뒤 절반,9,0,11.5,1.28,66.67,1.678,37.34,3,7.02,-3.76,2.96,0,0,7.11,아니오,2018-04-20,2026-04-20
코스닥150 지수,4,아래,불가(고저가 없음),최근 10년,10,0,12.92,1.29,70.0,1.564,39.01,3,7.02,-3.76,2.79,0,0,7.0,예,2017-04-20,2026-04-20
코스닥150 지수,4,아래,불가(고저가 없음),최근 5년,5,0,1.49,0.3,60.0,0.883,53.11,2,2.61,-3.76,2.68,0,0,7.2,아니오,2022-04-20,2026-04-20
코스닥150 지수,4,위,불가(고저가 없음),전체,17,0,-21.03,-1.24,29.41,0.828,54.72,12,3.76,-7.02,2.82,0,0,7.12,예,2010-04-20,2026-04-20
코스닥150 지수,4,위,불가(고저가 없음),앞 절반,8,0,-9.53,-1.19,25.0,1.181,45.85,6,3.27,-4.33,2.87,0,0,7.12,아니오,2010-04-20,2017-04-20
코스닥150 지수,4,위,불가(고저가 없음),뒤 절반,9,0,-11.5,-1.28,33.33,0.596,62.66,6,3.76,-7.02,2.96,0,0,7.11,아니오,2018-04-20,2026-04-20
코스닥150 지수,4,위,불가(고저가 없음),최근 10년,10,0,-12.92,-1.29,30.0,0.64,60.99,7,3.76,-7.02,2.79,0,0,7.0,예,2017-04-20,2026-04-20
코스닥150 지수,4,위,불가(고저가 없음),최근 5년,5,0,-1.49,-0.3,40.0,1.133,46.89,3,3.76,-2.61,2.68,0,0,7.2,아니오,2022-04-20,2026-04-20
코스닥150 지수,5,아래,불가(고저가 없음),전체,17,0,-30.38,-1.79,17.65,0.525,65.56,14,1.9,-6.2,2.19,0,0,7.47,예,2010-05-20,2026-05-20
코스닥150 지수,5,아래,불가(고저가 없음),앞 절반,8,0,-13.14,-1.64,12.5,0.883,53.1,7,1.9,-5.17,2.05,0,0,7.38,아니오,2010-05-20,2017-05-19
코스닥150 지수,5,아래,불가(고저가 없음),뒤 절반,9,0,-17.24,-1.92,22.22,0.357,73.72,7,1.2,-6.2,2.42,0,0,7.56,아니오,2018-05-18,2026-05-20
코스닥150 지수,5,아래,불가(고저가 없음),최근 10년,10,0,-19.2,-1.92,20.0,0.37,73.0,8,1.2,-6.2,2.28,0,0,7.6,예,2017-05-19,2026-05-20
코스닥150 지수,5,아래,불가(고저가 없음),최근 5년,5,0,-14.17,-2.83,20.0,0.201,83.24,4,0.75,-6.2,2.74,0,0,7.4,아니오,2022-05-20,2026-05-20
코스닥150 지수,5,위,불가(고저가 없음),전체,17,0,30.38,1.79,82.35,1.904,34.44,3,6.2,-1.9,2.19,0,0,7.47,예,2010-05-20,2026-05-20
코스닥150 지수,5,위,불가(고저가 없음),앞 절반,8,0,13.14,1.64,87.5,1.132,46.9,1,5.17,-1.9,2.05,0,0,7.38,아니오,2010-05-20,2017-05-19
코스닥150 지수,5,위,불가(고저가 없음),뒤 절반,9,0,17.24,1.92,77.78,2.804,26.28,2,6.2,-1.2,2.42,0,0,7.56,아니오,2018-05-18,2026-05-20
코스닥150 지수,5,위,불가(고저가 없음),최근 10년,10,0,19.2,1.92,80.0,2.704,27.0,2,6.2,-1.2,2.28,0,0,7.6,예,2017-05-19,2026-05-20
코스닥150 지수,5,위,불가(고저가 없음),최근 5년,5,0,14.17,2.83,80.0,4.967,16.76,1,6.2,-0.75,2.74,0,0,7.4,아니오,2022-05-20,2026-05-20
코스닥150 지수,6,아래,불가(고저가 없음),전체,17,0,16.31,0.96,58.82,2.038,32.91,7,7.52,-5.62,2.75,0,0,7.12,예,2010-06-18,2026-06-19
코스닥150 지수,6,아래,불가(고저가 없음),앞 절반,8,0,-5.26,-0.66,37.5,0.483,67.41,5,1.24,-5.62,2.12,0,0,7.25,아니오,2010-06-18,2017-06-20
코스닥150 지수,6,아래,불가(고저가 없음),뒤 절반,9,0,21.57,2.4,77.78,5.762,14.79,2,7.52,-1.11,2.49,0,0,7.0,아니오,2018-06-20,2026-06-19
코스닥150 지수,6,아래,불가(고저가 없음),최근 10년,10,0,21.43,2.14,70.0,7.717,11.47,3,7.52,-1.11,2.48,0,0,7.1,예,2017-06-20,2026-06-19
코스닥150 지수,6,아래,불가(고저가 없음),최근 5년,5,0,13.2,2.64,100.0,,,0,4.02,1.48,1.11,0,0,7.0,아니오,2022-06-20,2026-06-19
코스닥150 지수,6,위,불가(고저가 없음),전체,17,0,-16.31,-0.96,41.18,0.491,67.09,10,5.62,-7.52,2.75,0,0,7.12,예,2010-06-18,2026-06-19
