종목,월,방향,손절적용,구간,신호,제외,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
코스닥150 지수,6,위,불가(고저가 없음),앞 절반,8,0,5.26,0.66,62.5,2.069,32.59,3,5.62,-1.24,2.12,0,0,7.25,아니오,2010-06-18,2017-06-20
코스닥150 지수,6,위,불가(고저가 없음),뒤 절반,9,0,-21.57,-2.4,22.22,0.174,85.21,7,1.11,-7.52,2.49,0,0,7.0,아니오,2018-06-20,2026-06-19
코스닥150 지수,6,위,불가(고저가 없음),최근 10년,10,0,-21.43,-2.14,30.0,0.13,88.53,7,1.11,-7.52,2.48,0,0,7.1,예,2017-06-20,2026-06-19
코스닥150 지수,6,위,불가(고저가 없음),최근 5년,5,0,-13.2,-2.64,0.0,0.0,100.0,5,-1.48,-4.02,1.11,0,0,7.0,아니오,2022-06-20,2026-06-19
코스닥150 지수,7,아래,불가(고저가 없음),전체,17,0,29.76,1.75,70.59,1.207,45.3,5,8.22,-4.51,3.74,0,0,7.88,예,2010-07-20,2026-07-20
코스닥150 지수,7,아래,불가(고저가 없음),앞 절반,8,0,17.43,2.18,75.0,1.384,41.94,2,8.22,-3.9,3.78,0,0,7.75,아니오,2010-07-20,2017-07-20
코스닥150 지수,7,아래,불가(고저가 없음),뒤 절반,9,0,12.33,1.37,66.67,1.107,47.46,3,6.23,-4.51,3.89,0,0,8.0,아니오,2018-07-20,2026-07-20
코스닥150 지수,7,아래,불가(고저가 없음),최근 10년,10,0,15.83,1.58,70.0,1.096,47.7,3,6.23,-4.51,3.73,0,0,7.9,예,2017-07-20,2026-07-20
코스닥150 지수,7,아래,불가(고저가 없음),최근 5년,5,0,4.28,0.86,60.0,1.172,46.05,2,4.72,-4.2,3.62,0,0,8.0,아니오,2022-07-20,2026-07-20
코스닥150 지수,7,위,불가(고저가 없음),전체,17,0,-29.76,-1.75,29.41,0.828,54.7,12,4.51,-8.22,3.74,0,0,7.88,예,2010-07-20,2026-07-20
코스닥150 지수,7,위,불가(고저가 없음),앞 절반,8,0,-17.43,-2.18,25.0,0.722,58.06,6,3.9,-8.22,3.78,0,0,7.75,아니오,2010-07-20,2017-07-20
코스닥150 지수,7,위,불가(고저가 없음),뒤 절반,9,0,-12.33,-1.37,33.33,0.903,52.54,6,4.51,-6.23,3.89,0,0,8.0,아니오,2018-07-20,2026-07-20
코스닥150 지수,7,위,불가(고저가 없음),최근 10년,10,0,-15.83,-1.58,30.0,0.912,52.3,7,4.51,-6.23,3.73,0,0,7.9,예,2017-07-20,2026-07-20
코스닥150 지수,7,위,불가(고저가 없음),최근 5년,5,0,-4.28,-0.86,40.0,0.853,53.95,3,4.2,-4.72,3.62,0,0,8.0,아니오,2022-07-20,2026-07-20
코스닥150 지수,8,아래,불가(고저가 없음),전체,17,0,-30.1,-1.77,35.29,0.688,59.25,11,5.61,-8.65,4.27,0,0,7.82,예,2010-08-20,2026-08-20
코스닥150 지수,8,아래,불가(고저가 없음),앞 절반,8,0,-3.2,-0.4,37.5,1.338,42.77,5,5.61,-4.89,4.16,0,0,7.88,아니오,2010-08-20,2017-08-18
코스닥150 지수,8,아래,불가(고저가 없음),뒤 절반,9,0,-26.9,-2.99,33.33,0.315,76.03,6,2.0,-8.65,4.22,0,0,7.78,아니오,2018-08-20,2026-08-20
코스닥150 지수,8,아래,불가(고저가 없음),최근 10년,10,0,-29.69,-2.97,30.0,0.338,74.73,7,2.0,-8.65,3.98,0,0,7.9,예,2017-08-18,2026-08-20
코스닥150 지수,8,아래,불가(고저가 없음),최근 5년,5,0,-2.02,-0.4,60.0,0.476,67.77,2,2.0,-5.46,3.18,0,0,7.8,아니오,2022-08-19,2026-08-20
코스닥150 지수,8,위,불가(고저가 없음),전체,17,0,30.1,1.77,64.71,1.454,40.75,6,8.65,-5.61,4.27,0,0,7.82,예,2010-08-20,2026-08-20
코스닥150 지수,8,위,불가(고저가 없음),앞 절반,8,0,3.2,0.4,62.5,0.747,57.23,3,4.89,-5.61,4.16,0,0,7.88,아니오,2010-08-20,2017-08-18
코스닥150 지수,8,위,불가(고저가 없음),뒤 절반,9,0,26.9,2.99,66.67,3.172,23.97,3,8.65,-2.0,4.22,0,0,7.78,아니오,2018-08-20,2026-08-20
코스닥150 지수,8,위,불가(고저가 없음),최근 10년,10,0,29.69,2.97,70.0,2.957,25.27,3,8.65,-2.0,3.98,0,0,7.9,예,2017-08-18,2026-08-20
코스닥150 지수,8,위,불가(고저가 없음),최근 5년,5,0,2.02,0.4,40.0,2.103,32.23,3,5.46,-2.0,3.18,0,0,7.8,아니오,2022-08-19,2026-08-20
코스닥150 지수,9,아래,불가(고저가 없음),전체,16,0,35.69,2.23,75.0,2.021,33.1,4,10.42,-2.89,3.44,0,0,6.31,예,2010-09-20,2025-09-19
코스닥150 지수,9,아래,불가(고저가 없음),앞 절반,8,0,4.87,0.61,75.0,0.651,60.57,2,3.82,-2.89,2.28,0,0,6.62,아니오,2010-09-20,2017-09-20
코스닥150 지수,9,아래,불가(고저가 없음),뒤 절반,8,0,30.82,3.85,75.0,5.623,15.1,2,10.42,-1.84,3.76,0,0,6.0,아니오,2018-09-20,2025-09-19
코스닥150 지수,9,아래,불가(고저가 없음),최근 10년,10,0,32.09,3.21,80.0,4.38,18.59,2,10.42,-1.84,3.59,0,0,6.3,예,2016-09-20,2025-09-19
코스닥150 지수,9,아래,불가(고저가 없음),최근 5년,5,0,19.9,3.98,80.0,2.955,25.28,1,10.42,-1.84,4.41,0,0,6.4,아니오,2021-09-17,2025-09-19
코스닥150 지수,9,위,불가(고저가 없음),전체,16,0,-35.69,-2.23,25.0,0.495,66.9,12,2.89,-10.42,3.44,0,0,6.31,예,2010-09-20,2025-09-19
코스닥150 지수,9,위,불가(고저가 없음),앞 절반,8,0,-4.87,-0.61,25.0,1.536,39.43,6,2.89,-3.82,2.28,0,0,6.62,아니오,2010-09-20,2017-09-20
코스닥150 지수,9,위,불가(고저가 없음),뒤 절반,8,0,-30.82,-3.85,25.0,0.178,84.9,6,1.84,-10.42,3.76,0,0,6.0,아니오,2018-09-20,2025-09-19
코스닥150 지수,9,위,불가(고저가 없음),최근 10년,10,0,-32.09,-3.21,20.0,0.228,81.41,8,1.84,-10.42,3.59,0,0,6.3,예,2016-09-20,2025-09-19
코스닥150 지수,9,위,불가(고저가 없음),최근 5년,5,0,-19.9,-3.98,20.0,0.338,74.72,4,1.84,-10.42,4.41,0,0,6.4,아니오,2021-09-17,2025-09-19
코스닥150 지수,10,아래,불가(고저가 없음),전체,16,0,3.13,0.2,43.75,1.449,40.83,9,11.76,-5.16,4.48,0,0,7.88,예,2010-10-20,2025-10-20
코스닥150 지수,10,아래,불가(고저가 없음),앞 절반,8,0,-4.38,-0.55,37.5,0.924,51.96,5,3.18,-4.07,2.48,0,0,7.75,아니오,2010-10-20,2017-10-20
코스닥150 지수,10,아래,불가(고저가 없음),뒤 절반,8,0,7.5,0.94,50.0,1.508,39.87,4,11.76,-5.16,5.96,0,0,8.0,아니오,2018-10-19,2025-10-20
코스닥150 지수,10,아래,불가(고저가 없음),최근 10년,10,0,6.96,0.7,50.0,1.377,42.08,5,11.76,-5.16,5.53,0,0,7.8,예,2016-10-20,2025-10-20
코스닥150 지수,10,아래,불가(고저가 없음),최근 5년,5,0,-3.02,-0.6,40.0,1.027,49.32,3,5.5,-4.72,4.3,0,0,7.8,아니오,2021-10-20,2025-10-20
코스닥150 지수,10,위,불가(고저가 없음),전체,16,0,-3.13,-0.2,56.25,0.69,59.17,7,5.16,-11.76,4.48,0,0,7.88,예,2010-10-20,2025-10-20
코스닥150 지수,10,위,불가(고저가 없음),앞 절반,8,0,4.38,0.55,62.5,1.082,48.04,3,4.07,-3.18,2.48,0,0,7.75,아니오,2010-10-20,2017-10-20
코스닥150 지수,10,위,불가(고저가 없음),뒤 절반,8,0,-7.5,-0.94,50.0,0.663,60.13,4,5.16,-11.76,5.96,0,0,8.0,아니오,2018-10-19,2025-10-20
코스닥150 지수,10,위,불가(고저가 없음),최근 10년,10,0,-6.96,-0.7,50.0,0.726,57.92,5,5.16,-11.76,5.53,0,0,7.8,예,2016-10-20,2025-10-20
코스닥150 지수,10,위,불가(고저가 없음),최근 5년,5,0,3.02,0.6,60.0,0.973,50.68,2,4.72,-5.5,4.3,0,0,7.8,아니오,2021-10-20,2025-10-20
코스닥150 지수,11,아래,불가(고저가 없음),전체,16,0,15.72,0.98,50.0,2.273,30.55,8,6.17,-2.96,2.94,0,0,7.19,예,2010-11-19,2025-11-20
코스닥150 지수,11,아래,불가(고저가 없음),앞 절반,8,0,9.71,1.21,50.0,2.987,25.08,4,5.49,-2.96,2.91,0,0,7.25,아니오,2010-11-19,2017-11-20
코스닥150 지수,11,아래,불가(고저가 없음),뒤 절반,8,0,6.0,0.75,50.0,1.805,35.65,4,6.17,-2.82,3.15,0,0,7.12,아니오,2018-11-20,2025-11-20
코스닥150 지수,11,아래,불가(고저가 없음),최근 10년,10,0,14.82,1.48,60.0,1.992,33.42,4,6.17,-2.82,3.22,0,0,7.3,예,2016-11-18,2025-11-20
코스닥150 지수,11,아래,불가(고저가 없음),최근 5년,5,0,5.84,1.17,60.0,1.608,38.34,2,6.17,-2.82,3.5,0,0,7.2,아니오,2021-11-19,2025-11-20
코스닥150 지수,11,위,불가(고저가 없음),전체,16,0,-15.72,-0.98,50.0,0.44,69.45,8,2.96,-6.17,2.94,0,0,7.19,예,2010-11-19,2025-11-20
코스닥150 지수,11,위,불가(고저가 없음),앞 절반,8,0,-9.71,-1.21,50.0,0.335,74.92,4,2.96,-5.49,2.91,0,0,7.25,아니오,2010-11-19,2017-11-20
코스닥150 지수,11,위,불가(고저가 없음),뒤 절반,8,0,-6.0,-0.75,50.0,0.554,64.35,4,2.82,-6.17,3.15,0,0,7.12,아니오,2018-11-20,2025-11-20
코스닥150 지수,11,위,불가(고저가 없음),최근 10년,10,0,-14.82,-1.48,40.0,0.502,66.58,6,2.82,-6.17,3.22,0,0,7.3,예,2016-11-18,2025-11-20
코스닥150 지수,11,위,불가(고저가 없음),최근 5년,5,0,-5.84,-1.17,40.0,0.622,61.66,3,2.82,-6.17,3.5,0,0,7.2,아니오,2021-11-19,2025-11-20
코스닥150 지수,12,아래,불가(고저가 없음),전체,16,0,-42.8,-2.67,12.5,0.491,67.08,14,3.09,-9.94,2.75,0,0,6.12,예,2010-12-20,2025-12-19
코스닥150 지수,12,아래,불가(고저가 없음),앞 절반,8,0,-29.25,-3.66,0.0,0.0,100.0,8,-1.13,-9.94,2.74,0,0,6.25,아니오,2010-12-20,2017-12-20
코스닥150 지수,12,아래,불가(고저가 없음),뒤 절반,8,0,-13.55,-1.69,25.0,0.577,63.41,6,3.09,-5.04,2.54,0,0,6.0,아니오,2018-12-20,2025-12-19
코스닥150 지수,12,아래,불가(고저가 없음),최근 10년,10,0,-26.62,-2.66,20.0,0.432,69.81,8,3.09,-9.94,3.43,0,0,6.0,예,2016-12-20,2025-12-19
코스닥150 지수,12,아래,불가(고저가 없음),최근 5년,5,0,-4.35,-0.87,40.0,0.639,61.02,3,3.09,-3.78,2.71,0,0,6.2,아니오,2021-12-20,2025-12-19
코스닥150 지수,12,위,불가(고저가 없음),전체,16,0,42.8,2.67,87.5,2.038,32.92,2,9.94,-3.09,2.75,0,0,6.12,예,2010-12-20,2025-12-19
코스닥150 지수,12,위,불가(고저가 없음),앞 절반,8,0,29.25,3.66,100.0,,,0,9.94,1.13,2.74,0,0,6.25,아니오,2010-12-20,2017-12-20
코스닥150 지수,12,위,불가(고저가 없음),뒤 절반,8,0,13.55,1.69,75.0,1.733,36.59,2,5.04,-3.09,2.54,0,0,6.0,아니오,2018-12-20,2025-12-19
코스닥150 지수,12,위,불가(고저가 없음),최근 10년,10,0,26.62,2.66,80.0,2.312,30.19,2,9.94,-3.09,3.43,0,0,6.0,예,2016-12-20,2025-12-19
코스닥150 지수,12,위,불가(고저가 없음),최근 5년,5,0,4.35,0.87,60.0,1.565,38.98,2,3.78,-3.09,2.71,0,0,6.2,아니오,2021-12-20,2025-12-19
코스닥 종합지수,1,아래,불가(고저가 없음),전체,30,0,-4.46,-0.15,43.33,1.216,45.14,17,8.95,-17.73,5.71,0,0,7.07,예,1997-01-20,2026-01-20
코스닥 종합지수,1,아래,불가(고저가 없음),앞 절반,15,0,-1.5,-0.1,40.0,1.429,41.17,9,8.74,-9.26,5.48,0,0,7.2,예,1997-01-20,2011-01-20
코스닥 종합지수,1,아래,불가(고저가 없음),뒤 절반,15,0,-2.96,-0.2,46.67,1.036,49.12,8,8.95,-17.73,6.13,0,0,6.93,예,2012-01-20,2026-01-20
코스닥 종합지수,1,아래,불가(고저가 없음),최근 10년,10,0,-1.64,-0.16,50.0,0.941,51.52,5,8.95,-17.73,7.57,0,0,6.8,예,2017-01-20,2026-01-20
코스닥 종합지수,1,아래,불가(고저가 없음),최근 5년,5,0,-6.84,-1.37,40.0,1.01,49.75,3,8.95,-17.73,10.26,0,0,6.4,아니오,2022-01-20,2026-01-20
코스닥 종합지수,1,위,불가(고저가 없음),전체,30,0,4.46,0.15,56.67,0.823,54.86,13,17.73,-8.95,5.71,0,0,7.07,예,1997-01-20,2026-01-20
코스닥 종합지수,1,위,불가(고저가 없음),앞 절반,15,0,1.5,0.1,60.0,0.7,58.83,6,9.26,-8.74,5.48,0,0,7.2,예,1997-01-20,2011-01-20
코스닥 종합지수,1,위,불가(고저가 없음),뒤 절반,15,0,2.96,0.2,53.33,0.965,50.88,7,17.73,-8.95,6.13,0,0,6.93,예,2012-01-20,2026-01-20
코스닥 종합지수,1,위,불가(고저가 없음),최근 10년,10,0,1.64,0.16,50.0,1.063,48.48,5,17.73,-8.95,7.57,0,0,6.8,예,2017-01-20,2026-01-20
코스닥 종합지수,1,위,불가(고저가 없음),최근 5년,5,0,6.84,1.37,60.0,0.99,50.25,2,17.73,-8.95,10.26,0,0,6.4,아니오,2022-01-20,2026-01-20
코스닥 종합지수,2,아래,불가(고저가 없음),전체,30,0,30.33,1.01,56.67,1.719,36.78,13,12.42,-4.39,3.75,0,0,5.97,예,1997-02-20,2026-02-20
코스닥 종합지수,2,아래,불가(고저가 없음),앞 절반,15,0,16.58,1.11,60.0,1.454,40.76,6,12.42,-4.39,4.14,0,0,6.0,예,1997-02-20,2011-02-18
코스닥 종합지수,2,아래,불가(고저가 없음),뒤 절반,15,0,13.75,0.92,53.33,2.047,32.82,7,10.41,-3.36,3.45,0,0,5.93,예,2012-02-20,2026-02-20
코스닥 종합지수,2,아래,불가(고저가 없음),최근 10년,10,0,20.3,2.03,80.0,1.62,38.16,2,10.41,-3.36,3.74,0,0,5.9,예,2017-02-20,2026-02-20
코스닥 종합지수,2,아래,불가(고저가 없음),최근 5년,5,0,-0.1,-0.02,60.0,0.649,60.63,2,3.16,-3.36,2.32,0,0,6.0,아니오,2022-02-18,2026-02-20
코스닥 종합지수,2,위,불가(고저가 없음),전체,30,0,-30.33,-1.01,43.33,0.582,63.22,17,4.39,-12.42,3.75,0,0,5.97,예,1997-02-20,2026-02-20
코스닥 종합지수,2,위,불가(고저가 없음),앞 절반,15,0,-16.58,-1.11,40.0,0.688,59.24,9,4.39,-12.42,4.14,0,0,6.0,예,1997-02-20,2011-02-18
코스닥 종합지수,2,위,불가(고저가 없음),뒤 절반,15,0,-13.75,-0.92,46.67,0.488,67.18,8,3.36,-10.41,3.45,0,0,5.93,예,2012-02-20,2026-02-20
코스닥 종합지수,2,위,불가(고저가 없음),최근 10년,10,0,-20.3,-2.03,20.0,0.617,61.84,8,3.36,-10.41,3.74,0,0,5.9,예,2017-02-20,2026-02-20
코스닥 종합지수,2,위,불가(고저가 없음),최근 5년,5,0,0.1,0.02,40.0,1.54,39.37,3,3.36,-3.16,2.32,0,0,6.0,아니오,2022-02-18,2026-02-20
코스닥 종합지수,3,아래,불가(고저가 없음),전체,30,0,-21.3,-0.71,43.33,0.868,53.52,17,9.4,-21.66,5.4,0,0,7.93,예,1997-03-20,2026-03-20
코스닥 종합지수,3,아래,불가(고저가 없음),앞 절반,15,0,-10.24,-0.68,40.0,0.928,51.85,9,4.14,-6.19,3.51,0,0,8.13,예,1997-03-20,2011-03-18
코스닥 종합지수,3,아래,불가(고저가 없음),뒤 절반,15,0,-11.07,-0.74,46.67,0.797,55.65,8,9.4,-21.66,6.92,0,0,7.73,예,2012-03-20,2026-03-20
코스닥 종합지수,3,아래,불가(고저가 없음),최근 10년,10,0,-11.82,-1.18,40.0,0.968,50.81,6,9.4,-21.66,8.5,0,0,7.8,예,2017-03-20,2026-03-20
코스닥 종합지수,3,아래,불가(고저가 없음),최근 5년,5,0,7.05,1.41,40.0,2.605,27.74,3,9.4,-5.65,6.52,0,0,7.8,아니오,2022-03-18,2026-03-20
코스닥 종합지수,3,위,불가(고저가 없음),전체,30,0,21.3,0.71,56.67,1.152,46.48,13,21.66,-9.4,5.4,0,0,7.93,예,1997-03-20,2026-03-20
코스닥 종합지수,3,위,불가(고저가 없음),앞 절반,15,0,10.24,0.68,60.0,1.077,48.15,6,6.19,-4.14,3.51,0,0,8.13,예,1997-03-20,2011-03-18
코스닥 종합지수,3,위,불가(고저가 없음),뒤 절반,15,0,11.07,0.74,53.33,1.255,44.35,7,21.66,-9.4,6.92,0,0,7.73,예,2012-03-20,2026-03-20
코스닥 종합지수,3,위,불가(고저가 없음),최근 10년,10,0,11.82,1.18,60.0,1.033,49.19,4,21.66,-9.4,8.5,0,0,7.8,예,2017-03-20,2026-03-20
코스닥 종합지수,3,위,불가(고저가 없음),최근 5년,5,0,-7.05,-1.41,60.0,0.384,72.26,2,5.65,-9.4,6.52,0,0,7.8,아니오,2022-03-18,2026-03-20
코스닥 종합지수,4,아래,불가(고저가 없음),전체,30,0,37.37,1.25,66.67,1.145,46.61,10,14.6,-7.44,4.12,0,0,7.23,예,1997-04-19,2026-04-20
코스닥 종합지수,4,아래,불가(고저가 없음),앞 절반,15,0,23.07,1.54,60.0,1.478,40.36,6,14.6,-7.44,5.27,0,0,7.4,예,1997-04-19,2011-04-20
코스닥 종합지수,4,아래,불가(고저가 없음),뒤 절반,15,0,14.31,0.95,73.33,0.884,53.07,4,4.84,-4.14,2.66,0,0,7.07,예,2012-04-20,2026-04-20
코스닥 종합지수,4,아래,불가(고저가 없음),최근 10년,10,0,10.06,1.01,70.0,1.165,46.18,3,4.84,-3.21,2.6,0,0,7.0,예,2017-04-20,2026-04-20
코스닥 종합지수,4,아래,불가(고저가 없음),최근 5년,5,0,2.82,0.56,60.0,1.067,48.39,2,4.84,-3.21,3.21,0,0,7.2,아니오,2022-04-20,2026-04-20
코스닥 종합지수,4,위,불가(고저가 없음),전체,30,0,-37.37,-1.25,33.33,0.873,53.39,20,7.44,-14.6,4.12,0,0,7.23,예,1997-04-19,2026-04-20
코스닥 종합지수,4,위,불가(고저가 없음),앞 절반,15,0,-23.07,-1.54,40.0,0.677,59.64,9,7.44,-14.6,5.27,0,0,7.4,예,1997-04-19,2011-04-20
코스닥 종합지수,4,위,불가(고저가 없음),뒤 절반,15,0,-14.31,-0.95,26.67,1.131,46.93,11,4.14,-4.84,2.66,0,0,7.07,예,2012-04-20,2026-04-20
코스닥 종합지수,4,위,불가(고저가 없음),최근 10년,10,0,-10.06,-1.01,30.0,0.858,53.82,7,3.21,-4.84,2.6,0,0,7.0,예,2017-04-20,2026-04-20
코스닥 종합지수,4,위,불가(고저가 없음),최근 5년,5,0,-2.82,-0.56,40.0,0.938,51.61,3,3.21,-4.84,3.21,0,0,7.2,아니오,2022-04-20,2026-04-20
코스닥 종합지수,5,아래,불가(고저가 없음),전체,30,0,-38.42,-1.28,30.0,1.106,47.49,21,12.06,-16.93,5.08,0,0,7.67,예,1997-05-20,2026-05-20
코스닥 종합지수,5,아래,불가(고저가 없음),앞 절반,15,0,-18.54,-1.24,40.0,0.956,51.11,9,12.06,-16.93,7.16,0,0,7.73,예,1997-05-20,2011-05-20
코스닥 종합지수,5,아래,불가(고저가 없음),뒤 절반,15,0,-19.88,-1.33,20.0,0.365,73.26,12,0.84,-5.18,1.48,0,0,7.6,예,2012-05-18,2026-05-20
코스닥 종합지수,5,아래,불가(고저가 없음),최근 10년,10,0,-10.56,-1.06,20.0,0.537,65.07,8,0.84,-2.63,1.11,0,0,7.6,예,2017-05-19,2026-05-20
코스닥 종합지수,5,아래,불가(고저가 없음),최근 5년,5,0,-6.9,-1.38,20.0,0.433,69.78,4,0.84,-2.63,1.31,0,0,7.4,아니오,2022-05-20,2026-05-20
코스닥 종합지수,5,위,불가(고저가 없음),전체,30,0,38.42,1.28,70.0,0.904,52.51,9,16.93,-12.06,5.08,0,0,7.67,예,1997-05-20,2026-05-20
코스닥 종합지수,5,위,불가(고저가 없음),앞 절반,15,0,18.54,1.24,60.0,1.046,48.89,6,16.93,-12.06,7.16,0,0,7.73,예,1997-05-20,2011-05-20
코스닥 종합지수,5,위,불가(고저가 없음),뒤 절반,15,0,19.88,1.33,80.0,2.74,26.74,3,5.18,-0.84,1.48,0,0,7.6,예,2012-05-18,2026-05-20
코스닥 종합지수,5,위,불가(고저가 없음),최근 10년,10,0,10.56,1.06,80.0,1.863,34.93,2,2.63,-0.84,1.11,0,0,7.6,예,2017-05-19,2026-05-20
코스닥 종합지수,5,위,불가(고저가 없음),최근 5년,5,0,6.9,1.38,80.0,2.309,30.22,1,2.63,-0.84,1.31,0,0,7.4,아니오,2022-05-20,2026-05-20
코스닥 종합지수,6,아래,불가(고저가 없음),전체,30,0,27.1,0.9,66.67,1.033,49.18,10,7.48,-4.88,3.05,0,0,7.2,예,1997-06-20,2026-06-19
코스닥 종합지수,6,아래,불가(고저가 없음),앞 절반,15,0,5.97,0.4,60.0,0.853,53.96,6,7.48,-4.88,3.79,0,0,7.4,예,1997-06-20,2011-06-20
코스닥 종합지수,6,아래,불가(고저가 없음),뒤 절반,15,0,21.13,1.41,73.33,2.239,30.88,4,5.22,-1.69,2.09,0,0,7.0,예,2012-06-20,2026-06-19
코스닥 종합지수,6,아래,불가(고저가 없음),최근 10년,10,0,20.59,2.06,90.0,1.762,36.21,1,5.22,-1.39,2.09,0,0,7.1,예,2017-06-20,2026-06-19
코스닥 종합지수,6,아래,불가(고저가 없음),최근 5년,5,0,13.7,2.74,100.0,,,0,5.22,1.27,1.54,0,0,7.0,아니오,2022-06-20,2026-06-19
코스닥 종합지수,6,위,불가(고저가 없음),전체,30,0,-27.1,-0.9,33.33,0.968,50.82,20,4.88,-7.48,3.05,0,0,7.2,예,1997-06-20,2026-06-19
코스닥 종합지수,6,위,불가(고저가 없음),앞 절반,15,0,-5.97,-0.4,40.0,1.172,46.04,9,4.88,-7.48,3.79,0,0,7.4,예,1997-06-20,2011-06-20
코스닥 종합지수,6,위,불가(고저가 없음),뒤 절반,15,0,-21.13,-1.41,26.67,0.447,69.12,11,1.69,-5.22,2.09,0,0,7.0,예,2012-06-20,2026-06-19
코스닥 종합지수,6,위,불가(고저가 없음),최근 10년,10,0,-20.59,-2.06,10.0,0.568,63.79,9,1.39,-5.22,2.09,0,0,7.1,예,2017-06-20,2026-06-19
코스닥 종합지수,6,위,불가(고저가 없음),최근 5년,5,0,-13.7,-2.74,0.0,0.0,100.0,5,-1.27,-5.22,1.54,0,0,7.0,아니오,2022-06-20,2026-06-19
코스닥 종합지수,7,아래,불가(고저가 없음),전체,31,0,53.33,1.72,58.06,2.135,31.89,13,10.17,-4.79,3.9,0,0,8.03,예,1996-07-20,2026-07-20
코스닥 종합지수,7,아래,불가(고저가 없음),앞 절반,15,0,26.83,1.79,53.33,2.287,30.43,7,10.17,-4.79,4.6,0,0,8.2,예,1996-07-20,2010-07-20
코스닥 종합지수,7,아래,불가(고저가 없음),뒤 절반,16,0,26.5,1.66,62.5,2.096,32.29,6,7.36,-4.26,3.25,0,0,7.88,예,2011-07-20,2026-07-20
코스닥 종합지수,7,아래,불가(고저가 없음),최근 10년,10,0,16.18,1.62,70.0,1.518,39.72,3,6.51,-4.26,3.1,0,0,7.9,예,2017-07-20,2026-07-20
코스닥 종합지수,7,아래,불가(고저가 없음),최근 5년,5,0,6.85,1.37,60.0,2.841,26.03,2,3.99,-1.63,2.37,0,0,8.0,아니오,2022-07-20,2026-07-20
코스닥 종합지수,7,위,불가(고저가 없음),전체,31,0,-53.33,-1.72,41.94,0.468,68.11,18,4.79,-10.17,3.9,0,0,8.03,예,1996-07-20,2026-07-20
코스닥 종합지수,7,위,불가(고저가 없음),앞 절반,15,0,-26.83,-1.79,46.67,0.437,69.57,8,4.79,-10.17,4.6,0,0,8.2,예,1996-07-20,2010-07-20
코스닥 종합지수,7,위,불가(고저가 없음),뒤 절반,16,0,-26.5,-1.66,37.5,0.477,67.71,10,4.26,-7.36,3.25,0,0,7.88,예,2011-07-20,2026-07-20
코스닥 종합지수,7,위,불가(고저가 없음),최근 10년,10,0,-16.18,-1.62,30.0,0.659,60.28,7,4.26,-6.51,3.1,0,0,7.9,예,2017-07-20,2026-07-20
코스닥 종합지수,7,위,불가(고저가 없음),최근 5년,5,0,-6.85,-1.37,40.0,0.352,73.97,3,1.63,-3.99,2.37,0,0,8.0,아니오,2022-07-20,2026-07-20
코스닥 종합지수,8,아래,불가(고저가 없음),전체,31,0,-28.15,-0.91,48.39,0.645,60.78,16,9.02,-11.55,4.66,0,0,8.0,예,1996-08-20,2026-08-20
코스닥 종합지수,8,아래,불가(고저가 없음),앞 절반,15,0,4.63,0.31,66.67,0.59,62.9,5,9.02,-11.55,5.28,0,0,8.13,예,1996-08-20,2010-08-20
코스닥 종합지수,8,아래,불가(고저가 없음),뒤 절반,16,0,-32.78,-2.05,31.25,0.615,61.92,11,4.67,-7.28,3.82,0,0,7.88,예,2011-08-19,2026-08-20
코스닥 종합지수,8,아래,불가(고저가 없음),최근 10년,10,0,-27.55,-2.76,30.0,0.307,76.52,7,2.51,-7.28,3.65,0,0,7.9,예,2017-08-18,2026-08-20
코스닥 종합지수,8,아래,불가(고저가 없음),최근 5년,5,0,-4.13,-0.83,60.0,0.335,74.91,2,2.51,-5.82,3.33,0,0,7.8,아니오,2022-08-19,2026-08-20
코스닥 종합지수,8,위,불가(고저가 없음),전체,31,0,28.15,0.91,51.61,1.55,39.22,15,11.55,-9.02,4.66,0,0,8.0,예,1996-08-20,2026-08-20
코스닥 종합지수,8,위,불가(고저가 없음),앞 절반,15,0,-4.63,-0.31,33.33,1.695,37.1,10,11.55,-9.02,5.28,0,0,8.13,예,1996-08-20,2010-08-20
코스닥 종합지수,8,위,불가(고저가 없음),뒤 절반,16,0,32.78,2.05,68.75,1.626,38.08,5,7.28,-4.67,3.82,0,0,7.88,예,2011-08-19,2026-08-20
코스닥 종합지수,8,위,불가(고저가 없음),최근 10년,10,0,27.55,2.76,70.0,3.259,23.48,3,7.28,-2.51,3.65,0,0,7.9,예,2017-08-18,2026-08-20
코스닥 종합지수,8,위,불가(고저가 없음),최근 5년,5,0,4.13,0.83,40.0,2.985,25.09,3,5.82,-2.51,3.33,0,0,7.8,아니오,2022-08-19,2026-08-20
코스닥 종합지수,9,아래,불가(고저가 없음),전체,30,0,65.03,2.17,70.0,1.734,36.58,9,12.98,-5.22,4.29,0,0,6.43,예,1996-09-20,2025-09-19
코스닥 종합지수,9,아래,불가(고저가 없음),앞 절반,15,0,27.59,1.84,66.67,1.328,42.96,5,12.98,-5.22,5.15,0,0,6.47,예,1996-09-20,2010-09-20
코스닥 종합지수,9,아래,불가(고저가 없음),뒤 절반,15,0,37.44,2.5,73.33,3.269,23.42,4,11.53,-2.08,3.39,0,0,6.4,예,2011-09-20,2025-09-19
