종목,사이클 위치,진입 연도,분할 방식,미체결 처리,진입일,진입가,2번째 몫 체결일,2번째 몫 체결가,2번째 몫 체결 사유,3번째 몫 체결일,3번째 몫 체결가,3번째 몫 체결 사유,4번째 몫 체결일,4번째 몫 체결가,4번째 몫 체결 사유,청산일,청산가,투자 비율(%),첫 몫 대비 평균 매수가(%),수익률(%),보유 중 최악(%)
S&P 500 지수,중간선거해,2018,A 시간 4등분,해당 없음,2018-09-28,2913.98,2018-10-31,2711.74,월말,2018-11-30,2760.1699,월말,2018-12-31,2506.8501,월말,2019-06-28,2941.76,100.0,-6.82,8.34,-11.86
S&P 500 지수,중간선거해,2022,A 시간 4등분,해당 없음,2022-09-30,3585.6201,2022-10-31,3871.98,월말,2022-11-30,4080.1101,월말,2022-12-30,3839.5,월말,2023-06-30,4450.3799,100.0,6.99,16.01,-1.01
S&P 500 지수,중간선거해,1930,B 사다리 5%,12월 말 일괄 매수,1930-09-30,18.59,1930-10-20,17.57,단계 도달,1930-11-06,16.65,단계 도달,,,,1931-06-30,14.83,100.0,-5.5,-15.58,-30.55
S&P 500 지수,중간선거해,1934,B 사다리 5%,12월 말 일괄 매수,1934-09-28,9.08,1934-12-31,9.5,12월 말 일괄,1934-12-31,9.5,12월 말 일괄,,,,1935-06-28,10.24,100.0,3.04,9.45,-13.85
S&P 500 지수,중간선거해,1938,B 사다리 5%,12월 말 일괄 매수,1938-09-30,12.24,1938-12-30,13.14,12월 말 일괄,1938-12-30,13.14,12월 말 일괄,,,,1939-06-30,10.86,100.0,4.78,-15.33,-18.76
S&P 500 지수,중간선거해,1942,B 사다리 5%,12월 말 일괄 매수,1942-09-30,8.85,1942-12-31,9.77,12월 말 일괄,1942-12-31,9.77,12월 말 일괄,,,,1943-06-30,12.35,100.0,6.7,30.79,0.26
S&P 500 지수,중간선거해,1946,B 사다리 5%,12월 말 일괄 매수,1946-09-30,14.96,1946-10-10,14.33,단계 도달,1946-12-31,15.3,12월 말 일괄,,,,1947-06-30,15.21,100.0,-0.72,2.41,-7.29
S&P 500 지수,중간선거해,1950,B 사다리 5%,12월 말 일괄 매수,1950-09-29,19.45,1950-12-29,20.43,12월 말 일괄,1950-12-29,20.43,12월 말 일괄,,,,1951-06-29,20.96,100.0,3.3,4.32,-0.77
S&P 500 지수,중간선거해,1954,B 사다리 5%,12월 말 일괄 매수,1954-09-30,32.31,1954-12-31,35.98,12월 말 일괄,1954-12-31,35.98,12월 말 일괄,,,,1955-06-30,41.03,100.0,7.3,18.35,-0.65
S&P 500 지수,중간선거해,1958,B 사다리 5%,12월 말 일괄 매수,1958-09-30,50.06,1958-12-31,55.21,12월 말 일괄,1958-12-31,55.21,12월 말 일괄,,,,1959-06-30,58.47,100.0,6.63,9.54,-0.05
S&P 500 지수,중간선거해,1962,B 사다리 5%,12월 말 일괄 매수,1962-09-28,56.27,1962-12-31,63.1,12월 말 일괄,1962-12-31,63.1,12월 말 일괄,,,,1963-06-28,69.37,100.0,7.78,14.38,-1.65
S&P 500 지수,중간선거해,1966,B 사다리 5%,12월 말 일괄 매수,1966-09-30,76.56,1966-12-30,80.33,12월 말 일괄,1966-12-30,80.33,12월 말 일괄,,,,1967-06-30,90.64,100.0,3.23,14.69,-1.46
S&P 500 지수,중간선거해,1970,B 사다리 5%,12월 말 일괄 매수,1970-09-30,84.3,1970-12-31,92.15,12월 말 일괄,1970-12-31,92.15,12월 말 일괄,,,,1971-06-30,98.7,100.0,6.02,10.43,-0.6
S&P 500 지수,중간선거해,1974,B 사다리 5%,12월 말 일괄 매수,1974-09-30,63.54,1974-12-31,68.56,12월 말 일괄,1974-12-31,68.56,12월 말 일괄,,,,1975-06-30,95.19,100.0,5.13,42.5,-0.66
S&P 500 지수,중간선거해,1978,B 사다리 5%,12월 말 일괄 매수,1978-09-29,102.54,1978-10-26,96.03,단계 도달,1978-12-29,96.11,12월 말 일괄,,,,1979-06-29,102.91,100.0,-4.3,4.87,-4.5
S&P 500 지수,중간선거해,1982,B 사다리 5%,12월 말 일괄 매수,1982-09-30,120.42,1982-12-31,140.64,12월 말 일괄,1982-12-31,140.64,12월 말 일괄,,,,1983-06-30,167.64,100.0,10.6,25.87,0.3
S&P 500 지수,중간선거해,1986,B 사다리 5%,12월 말 일괄 매수,1986-09-30,231.32,1986-12-31,242.17,12월 말 일괄,1986-12-31,242.17,12월 말 일괄,,,,1987-06-30,304.0,100.0,3.08,27.49,0.33
S&P 500 지수,중간선거해,1990,B 사다리 5%,12월 말 일괄 매수,1990-09-28,306.05,1990-12-31,330.22,12월 말 일괄,1990-12-31,330.22,12월 말 일괄,,,,1991-06-28,371.16,100.0,5.13,15.36,-3.19
S&P 500 지수,중간선거해,1994,B 사다리 5%,12월 말 일괄 매수,1994-09-30,462.71,1994-12-30,459.27,12월 말 일괄,1994-12-30,459.27,12월 말 일괄,,,,1995-06-30,544.75,100.0,-0.5,18.32,-1.24
S&P 500 지수,중간선거해,1998,B 사다리 5%,12월 말 일괄 매수,1998-09-30,1017.01,1998-10-09,984.39,단계 도달,1998-12-31,1229.23,12월 말 일괄,,,,1999-06-30,1372.71,100.0,4.88,28.7,-1.89
S&P 500 지수,중간선거해,2002,B 사다리 5%,12월 말 일괄 매수,2002-09-30,815.28,2002-12-31,879.82,12월 말 일괄,2002-12-31,879.82,12월 말 일괄,,,,2003-06-30,974.5,100.0,5.14,13.68,-6.59
S&P 500 지수,중간선거해,2006,B 사다리 5%,12월 말 일괄 매수,2006-09-29,1335.85,2006-12-29,1418.3,12월 말 일괄,2006-12-29,1418.3,12월 말 일괄,,,,2007-06-29,1503.35,100.0,4.03,8.18,-1.12
S&P 500 지수,중간선거해,2010,B 사다리 5%,12월 말 일괄 매수,2010-09-30,1141.2,2010-12-31,1257.64,12월 말 일괄,2010-12-31,1257.64,12월 말 일괄,,,,2011-06-30,1320.64,100.0,6.58,8.58,-0.12
S&P 500 지수,중간선거해,2014,B 사다리 5%,12월 말 일괄 매수,2014-09-30,1972.29,2014-10-16,1862.76,단계 도달,2014-12-31,2058.8999,12월 말 일괄,,,,2015-06-30,2063.1101,100.0,-0.55,5.19,-1.86
S&P 500 지수,중간선거해,2018,B 사다리 5%,12월 말 일괄 매수,2018-09-28,2913.98,2018-10-12,2767.1299,단계 도달,2018-12-17,2545.9399,단계 도달,,,,2019-06-28,2941.76,100.0,-6.18,7.6,-14.0
S&P 500 지수,중간선거해,2022,B 사다리 5%,12월 말 일괄 매수,2022-09-30,3585.6201,2022-12-30,3839.5,12월 말 일괄,2022-12-30,3839.5,12월 말 일괄,,,,2023-06-30,4450.3799,100.0,4.61,18.65,-0.08
S&P 500 지수,중간선거해,1930,B 사다리 5%,현금 유지,1930-09-30,18.59,1930-10-20,17.57,단계 도달,1930-11-06,16.65,단계 도달,,,,1931-06-30,14.83,100.0,-5.5,-15.58,-30.55
S&P 500 지수,중간선거해,1934,B 사다리 5%,현금 유지,1934-09-28,9.08,,,미체결,,,미체결,,,,1935-06-28,10.24,33.33,0.0,4.26,-3.74
S&P 500 지수,중간선거해,1938,B 사다리 5%,현금 유지,1938-09-30,12.24,,,미체결,,,미체결,,,,1939-06-30,10.86,33.33,0.0,-3.76,-4.96
S&P 500 지수,중간선거해,1942,B 사다리 5%,현금 유지,1942-09-30,8.85,,,미체결,,,미체결,,,,1943-06-30,12.35,33.33,0.0,13.18,0.26
S&P 500 지수,중간선거해,1946,B 사다리 5%,현금 유지,1946-09-30,14.96,1946-10-10,14.33,단계 도달,,,미체결,,,,1947-06-30,15.21,66.67,-2.15,2.6,-3.95
S&P 500 지수,중간선거해,1950,B 사다리 5%,현금 유지,1950-09-29,19.45,,,미체결,,,미체결,,,,1951-06-29,20.96,33.33,0.0,2.59,-0.77
S&P 500 지수,중간선거해,1954,B 사다리 5%,현금 유지,1954-09-30,32.31,,,미체결,,,미체결,,,,1955-06-30,41.03,33.33,0.0,9.0,-0.65
S&P 500 지수,중간선거해,1958,B 사다리 5%,현금 유지,1958-09-30,50.06,,,미체결,,,미체결,,,,1959-06-30,58.47,33.33,0.0,5.6,-0.05
S&P 500 지수,중간선거해,1962,B 사다리 5%,현금 유지,1962-09-28,56.27,,,미체결,,,미체결,,,,1963-06-28,69.37,33.33,0.0,7.76,-1.65
S&P 500 지수,중간선거해,1966,B 사다리 5%,현금 유지,1966-09-30,76.56,,,미체결,,,미체결,,,,1967-06-30,90.64,33.33,0.0,6.13,-1.46
S&P 500 지수,중간선거해,1970,B 사다리 5%,현금 유지,1970-09-30,84.3,,,미체결,,,미체결,,,,1971-06-30,98.7,33.33,0.0,5.69,-0.6
S&P 500 지수,중간선거해,1974,B 사다리 5%,현금 유지,1974-09-30,63.54,,,미체결,,,미체결,,,,1975-06-30,95.19,33.33,0.0,16.6,-0.66
S&P 500 지수,중간선거해,1978,B 사다리 5%,현금 유지,1978-09-29,102.54,1978-10-26,96.03,단계 도달,,,미체결,,,,1979-06-29,102.91,66.67,-3.28,2.51,-4.5
S&P 500 지수,중간선거해,1982,B 사다리 5%,현금 유지,1982-09-30,120.42,,,미체결,,,미체결,,,,1983-06-30,167.64,33.33,0.0,13.07,0.3
S&P 500 지수,중간선거해,1986,B 사다리 5%,현금 유지,1986-09-30,231.32,,,미체결,,,미체결,,,,1987-06-30,304.0,33.33,0.0,10.47,0.33
S&P 500 지수,중간선거해,1990,B 사다리 5%,현금 유지,1990-09-28,306.05,,,미체결,,,미체결,,,,1991-06-28,371.16,33.33,0.0,7.09,-1.15
S&P 500 지수,중간선거해,1994,B 사다리 5%,현금 유지,1994-09-30,462.71,,,미체결,,,미체결,,,,1995-06-30,544.75,33.33,0.0,5.91,-1.24
S&P 500 지수,중간선거해,1998,B 사다리 5%,현금 유지,1998-09-30,1017.01,1998-10-09,984.39,단계 도달,,,미체결,,,,1999-06-30,1372.71,66.67,-1.63,24.81,-1.89
S&P 500 지수,중간선거해,2002,B 사다리 5%,현금 유지,2002-09-30,815.28,,,미체결,,,미체결,,,,2003-06-30,974.5,33.33,0.0,6.51,-1.57
S&P 500 지수,중간선거해,2006,B 사다리 5%,현금 유지,2006-09-29,1335.85,,,미체결,,,미체결,,,,2007-06-29,1503.35,33.33,0.0,4.18,-0.11
S&P 500 지수,중간선거해,2010,B 사다리 5%,현금 유지,2010-09-30,1141.2,,,미체결,,,미체결,,,,2011-06-30,1320.64,33.33,0.0,5.24,-0.12
S&P 500 지수,중간선거해,2014,B 사다리 5%,현금 유지,2014-09-30,1972.29,2014-10-16,1862.76,단계 도달,,,미체결,,,,2015-06-30,2063.1101,66.67,-2.86,5.12,-1.86
S&P 500 지수,중간선거해,2018,B 사다리 5%,현금 유지,2018-09-28,2913.98,2018-10-12,2767.1299,단계 도달,2018-12-17,2545.9399,단계 도달,,,,2019-06-28,2941.76,100.0,-6.18,7.6,-14.0
S&P 500 지수,중간선거해,2022,B 사다리 5%,현금 유지,2022-09-30,3585.6201,,,미체결,,,미체결,,,,2023-06-30,4450.3799,33.33,0.0,8.04,-0.08
S&P 500 지수,중간선거해,1930,B 사다리 10%,12월 말 일괄 매수,1930-09-30,18.59,1930-11-06,16.65,단계 도달,1930-12-17,15.11,단계 도달,,,,1931-06-30,14.83,100.0,-10.36,-11.0,-26.79
S&P 500 지수,중간선거해,1934,B 사다리 10%,12월 말 일괄 매수,1934-09-28,9.08,1934-12-31,9.5,12월 말 일괄,1934-12-31,9.5,12월 말 일괄,,,,1935-06-28,10.24,100.0,3.04,9.45,-13.85
S&P 500 지수,중간선거해,1938,B 사다리 10%,12월 말 일괄 매수,1938-09-30,12.24,1938-12-30,13.14,12월 말 일괄,1938-12-30,13.14,12월 말 일괄,,,,1939-06-30,10.86,100.0,4.78,-15.33,-18.76
S&P 500 지수,중간선거해,1942,B 사다리 10%,12월 말 일괄 매수,1942-09-30,8.85,1942-12-31,9.77,12월 말 일괄,1942-12-31,9.77,12월 말 일괄,,,,1943-06-30,12.35,100.0,6.7,30.79,0.26
S&P 500 지수,중간선거해,1946,B 사다리 10%,12월 말 일괄 매수,1946-09-30,14.96,1946-12-31,15.3,12월 말 일괄,1946-12-31,15.3,12월 말 일괄,,,,1947-06-30,15.21,100.0,1.5,0.16,-9.32
S&P 500 지수,중간선거해,1950,B 사다리 10%,12월 말 일괄 매수,1950-09-29,19.45,1950-12-29,20.43,12월 말 일괄,1950-12-29,20.43,12월 말 일괄,,,,1951-06-29,20.96,100.0,3.3,4.32,-0.77
S&P 500 지수,중간선거해,1954,B 사다리 10%,12월 말 일괄 매수,1954-09-30,32.31,1954-12-31,35.98,12월 말 일괄,1954-12-31,35.98,12월 말 일괄,,,,1955-06-30,41.03,100.0,7.3,18.35,-0.65
S&P 500 지수,중간선거해,1958,B 사다리 10%,12월 말 일괄 매수,1958-09-30,50.06,1958-12-31,55.21,12월 말 일괄,1958-12-31,55.21,12월 말 일괄,,,,1959-06-30,58.47,100.0,6.63,9.54,-0.05
S&P 500 지수,중간선거해,1962,B 사다리 10%,12월 말 일괄 매수,1962-09-28,56.27,1962-12-31,63.1,12월 말 일괄,1962-12-31,63.1,12월 말 일괄,,,,1963-06-28,69.37,100.0,7.78,14.38,-1.65
S&P 500 지수,중간선거해,1966,B 사다리 10%,12월 말 일괄 매수,1966-09-30,76.56,1966-12-30,80.33,12월 말 일괄,1966-12-30,80.33,12월 말 일괄,,,,1967-06-30,90.64,100.0,3.23,14.69,-1.46
S&P 500 지수,중간선거해,1970,B 사다리 10%,12월 말 일괄 매수,1970-09-30,84.3,1970-12-31,92.15,12월 말 일괄,1970-12-31,92.15,12월 말 일괄,,,,1971-06-30,98.7,100.0,6.02,10.43,-0.6
S&P 500 지수,중간선거해,1974,B 사다리 10%,12월 말 일괄 매수,1974-09-30,63.54,1974-12-31,68.56,12월 말 일괄,1974-12-31,68.56,12월 말 일괄,,,,1975-06-30,95.19,100.0,5.13,42.5,-0.66
S&P 500 지수,중간선거해,1978,B 사다리 10%,12월 말 일괄 매수,1978-09-29,102.54,1978-12-29,96.11,12월 말 일괄,1978-12-29,96.11,12월 말 일괄,,,,1979-06-29,102.91,100.0,-4.27,4.84,-3.27
S&P 500 지수,중간선거해,1982,B 사다리 10%,12월 말 일괄 매수,1982-09-30,120.42,1982-12-31,140.64,12월 말 일괄,1982-12-31,140.64,12월 말 일괄,,,,1983-06-30,167.64,100.0,10.6,25.87,0.3
S&P 500 지수,중간선거해,1986,B 사다리 10%,12월 말 일괄 매수,1986-09-30,231.32,1986-12-31,242.17,12월 말 일괄,1986-12-31,242.17,12월 말 일괄,,,,1987-06-30,304.0,100.0,3.08,27.49,0.33
S&P 500 지수,중간선거해,1990,B 사다리 10%,12월 말 일괄 매수,1990-09-28,306.05,1990-12-31,330.22,12월 말 일괄,1990-12-31,330.22,12월 말 일괄,,,,1991-06-28,371.16,100.0,5.13,15.36,-3.19
S&P 500 지수,중간선거해,1994,B 사다리 10%,12월 말 일괄 매수,1994-09-30,462.71,1994-12-30,459.27,12월 말 일괄,1994-12-30,459.27,12월 말 일괄,,,,1995-06-30,544.75,100.0,-0.5,18.32,-1.24
S&P 500 지수,중간선거해,1998,B 사다리 10%,12월 말 일괄 매수,1998-09-30,1017.01,1998-12-31,1229.23,12월 말 일괄,1998-12-31,1229.23,12월 말 일괄,,,,1999-06-30,1372.71,100.0,13.01,19.44,-1.89
S&P 500 지수,중간선거해,2002,B 사다리 10%,12월 말 일괄 매수,2002-09-30,815.28,2002-12-31,879.82,12월 말 일괄,2002-12-31,879.82,12월 말 일괄,,,,2003-06-30,974.5,100.0,5.14,13.68,-6.59
S&P 500 지수,중간선거해,2006,B 사다리 10%,12월 말 일괄 매수,2006-09-29,1335.85,2006-12-29,1418.3,12월 말 일괄,2006-12-29,1418.3,12월 말 일괄,,,,2007-06-29,1503.35,100.0,4.03,8.18,-1.12
S&P 500 지수,중간선거해,2010,B 사다리 10%,12월 말 일괄 매수,2010-09-30,1141.2,2010-12-31,1257.64,12월 말 일괄,2010-12-31,1257.64,12월 말 일괄,,,,2011-06-30,1320.64,100.0,6.58,8.58,-0.12
S&P 500 지수,중간선거해,2014,B 사다리 10%,12월 말 일괄 매수,2014-09-30,1972.29,2014-12-31,2058.8999,12월 말 일괄,2014-12-31,2058.8999,12월 말 일괄,,,,2015-06-30,2063.1101,100.0,2.89,1.67,-1.86
S&P 500 지수,중간선거해,2018,B 사다리 10%,12월 말 일괄 매수,2018-09-28,2913.98,2018-12-17,2545.9399,단계 도달,2018-12-31,2506.8501,12월 말 일괄,,,,2019-06-28,2941.76,100.0,-9.28,11.28,-8.99
S&P 500 지수,중간선거해,2022,B 사다리 10%,12월 말 일괄 매수,2022-09-30,3585.6201,2022-12-30,3839.5,12월 말 일괄,2022-12-30,3839.5,12월 말 일괄,,,,2023-06-30,4450.3799,100.0,4.61,18.65,-0.08
S&P 500 지수,중간선거해,1930,B 사다리 10%,현금 유지,1930-09-30,18.59,1930-11-06,16.65,단계 도달,1930-12-17,15.11,단계 도달,,,,1931-06-30,14.83,100.0,-10.36,-11.0,-26.79
S&P 500 지수,중간선거해,1934,B 사다리 10%,현금 유지,1934-09-28,9.08,,,미체결,,,미체결,,,,1935-06-28,10.24,33.33,0.0,4.26,-3.74
S&P 500 지수,중간선거해,1938,B 사다리 10%,현금 유지,1938-09-30,12.24,,,미체결,,,미체결,,,,1939-06-30,10.86,33.33,0.0,-3.76,-4.96
S&P 500 지수,중간선거해,1942,B 사다리 10%,현금 유지,1942-09-30,8.85,,,미체결,,,미체결,,,,1943-06-30,12.35,33.33,0.0,13.18,0.26
S&P 500 지수,중간선거해,1946,B 사다리 10%,현금 유지,1946-09-30,14.96,,,미체결,,,미체결,,,,1947-06-30,15.21,33.33,0.0,0.56,-2.65
S&P 500 지수,중간선거해,1950,B 사다리 10%,현금 유지,1950-09-29,19.45,,,미체결,,,미체결,,,,1951-06-29,20.96,33.33,0.0,2.59,-0.77
S&P 500 지수,중간선거해,1954,B 사다리 10%,현금 유지,1954-09-30,32.31,,,미체결,,,미체결,,,,1955-06-30,41.03,33.33,0.0,9.0,-0.65
S&P 500 지수,중간선거해,1958,B 사다리 10%,현금 유지,1958-09-30,50.06,,,미체결,,,미체결,,,,1959-06-30,58.47,33.33,0.0,5.6,-0.05
S&P 500 지수,중간선거해,1962,B 사다리 10%,현금 유지,1962-09-28,56.27,,,미체결,,,미체결,,,,1963-06-28,69.37,33.33,0.0,7.76,-1.65
S&P 500 지수,중간선거해,1966,B 사다리 10%,현금 유지,1966-09-30,76.56,,,미체결,,,미체결,,,,1967-06-30,90.64,33.33,0.0,6.13,-1.46
S&P 500 지수,중간선거해,1970,B 사다리 10%,현금 유지,1970-09-30,84.3,,,미체결,,,미체결,,,,1971-06-30,98.7,33.33,0.0,5.69,-0.6
S&P 500 지수,중간선거해,1974,B 사다리 10%,현금 유지,1974-09-30,63.54,,,미체결,,,미체결,,,,1975-06-30,95.19,33.33,0.0,16.6,-0.66
S&P 500 지수,중간선거해,1978,B 사다리 10%,현금 유지,1978-09-29,102.54,,,미체결,,,미체결,,,,1979-06-29,102.91,33.33,0.0,0.12,-3.27
S&P 500 지수,중간선거해,1982,B 사다리 10%,현금 유지,1982-09-30,120.42,,,미체결,,,미체결,,,,1983-06-30,167.64,33.33,0.0,13.07,0.3
S&P 500 지수,중간선거해,1986,B 사다리 10%,현금 유지,1986-09-30,231.32,,,미체결,,,미체결,,,,1987-06-30,304.0,33.33,0.0,10.47,0.33
S&P 500 지수,중간선거해,1990,B 사다리 10%,현금 유지,1990-09-28,306.05,,,미체결,,,미체결,,,,1991-06-28,371.16,33.33,0.0,7.09,-1.15
S&P 500 지수,중간선거해,1994,B 사다리 10%,현금 유지,1994-09-30,462.71,,,미체결,,,미체결,,,,1995-06-30,544.75,33.33,0.0,5.91,-1.24
S&P 500 지수,중간선거해,1998,B 사다리 10%,현금 유지,1998-09-30,1017.01,,,미체결,,,미체결,,,,1999-06-30,1372.71,33.33,0.0,11.66,-1.89
S&P 500 지수,중간선거해,2002,B 사다리 10%,현금 유지,2002-09-30,815.28,,,미체결,,,미체결,,,,2003-06-30,974.5,33.33,0.0,6.51,-1.57
S&P 500 지수,중간선거해,2006,B 사다리 10%,현금 유지,2006-09-29,1335.85,,,미체결,,,미체결,,,,2007-06-29,1503.35,33.33,0.0,4.18,-0.11
S&P 500 지수,중간선거해,2010,B 사다리 10%,현금 유지,2010-09-30,1141.2,,,미체결,,,미체결,,,,2011-06-30,1320.64,33.33,0.0,5.24,-0.12
S&P 500 지수,중간선거해,2014,B 사다리 10%,현금 유지,2014-09-30,1972.29,,,미체결,,,미체결,,,,2015-06-30,2063.1101,33.33,0.0,1.53,-1.86
S&P 500 지수,중간선거해,2018,B 사다리 10%,현금 유지,2018-09-28,2913.98,2018-12-17,2545.9399,단계 도달,,,미체결,,,,2019-06-28,2941.76,66.67,-6.74,5.5,-8.99
S&P 500 지수,중간선거해,2022,B 사다리 10%,현금 유지,2022-09-30,3585.6201,,,미체결,,,미체결,,,,2023-06-30,4450.3799,33.33,0.0,8.04,-0.08
S&P 500 지수,중간선거해,1930,C1 RSI(14) 30 아래,12월 말 일괄 매수,1930-09-30,18.59,1930-10-10,18.11,지표 신호,1930-10-20,17.57,지표 신호,,,,1931-06-30,14.83,100.0,-2.74,-17.98,-32.52
S&P 500 지수,중간선거해,1934,C1 RSI(14) 30 아래,12월 말 일괄 매수,1934-09-28,9.08,1934-12-31,9.5,12월 말 일괄,1934-12-31,9.5,12월 말 일괄,,,,1935-06-28,10.24,100.0,3.04,9.45,-13.85
S&P 500 지수,중간선거해,1938,C1 RSI(14) 30 아래,12월 말 일괄 매수,1938-09-30,12.24,1938-12-30,13.14,12월 말 일괄,1938-12-30,13.14,12월 말 일괄,,,,1939-06-30,10.86,100.0,4.78,-15.33,-18.76
S&P 500 지수,중간선거해,1942,C1 RSI(14) 30 아래,12월 말 일괄 매수,1942-09-30,8.85,1942-12-31,9.77,12월 말 일괄,1942-12-31,9.77,12월 말 일괄,,,,1943-06-30,12.35,100.0,6.7,30.79,0.26
S&P 500 지수,중간선거해,1946,C1 RSI(14) 30 아래,12월 말 일괄 매수,1946-09-30,14.96,1946-12-31,15.3,12월 말 일괄,1946-12-31,15.3,12월 말 일괄,,,,1947-06-30,15.21,100.0,1.5,0.16,-9.32
S&P 500 지수,중간선거해,1950,C1 RSI(14) 30 아래,12월 말 일괄 매수,1950-09-29,19.45,1950-12-29,20.43,12월 말 일괄,1950-12-29,20.43,12월 말 일괄,,,,1951-06-29,20.96,100.0,3.3,4.32,-0.77
S&P 500 지수,중간선거해,1954,C1 RSI(14) 30 아래,12월 말 일괄 매수,1954-09-30,32.31,1954-12-31,35.98,12월 말 일괄,1954-12-31,35.98,12월 말 일괄,,,,1955-06-30,41.03,100.0,7.3,18.35,-0.65
S&P 500 지수,중간선거해,1958,C1 RSI(14) 30 아래,12월 말 일괄 매수,1958-09-30,50.06,1958-12-31,55.21,12월 말 일괄,1958-12-31,55.21,12월 말 일괄,,,,1959-06-30,58.47,100.0,6.63,9.54,-0.05
S&P 500 지수,중간선거해,1962,C1 RSI(14) 30 아래,12월 말 일괄 매수,1962-09-28,56.27,1962-10-02,56.1,지표 신호,1962-10-23,53.49,지표 신호,,,,1963-06-28,69.37,100.0,-1.8,25.54,-3.2
S&P 500 지수,중간선거해,1966,C1 RSI(14) 30 아래,12월 말 일괄 매수,1966-09-30,76.56,1966-10-07,73.2,지표 신호,1966-12-30,80.33,12월 말 일괄,,,,1967-06-30,90.64,100.0,0.03,18.35,-1.46
S&P 500 지수,중간선거해,1970,C1 RSI(14) 30 아래,12월 말 일괄 매수,1970-09-30,84.3,1970-12-31,92.15,12월 말 일괄,1970-12-31,92.15,12월 말 일괄,,,,1971-06-30,98.7,100.0,6.02,10.43,-0.6
S&P 500 지수,중간선거해,1974,C1 RSI(14) 30 아래,12월 말 일괄 매수,1974-09-30,63.54,1974-12-09,65.6,지표 신호,1974-12-31,68.56,12월 말 일괄,,,,1975-06-30,95.19,100.0,3.61,44.59,-0.66
S&P 500 지수,중간선거해,1978,C1 RSI(14) 30 아래,12월 말 일괄 매수,1978-09-29,102.54,1978-10-23,98.18,지표 신호,1978-12-29,96.11,12월 말 일괄,,,,1979-06-29,102.91,100.0,-3.58,4.08,-5.2
S&P 500 지수,중간선거해,1982,C1 RSI(14) 30 아래,12월 말 일괄 매수,1982-09-30,120.42,1982-12-31,140.64,12월 말 일괄,1982-12-31,140.64,12월 말 일괄,,,,1983-06-30,167.64,100.0,10.6,25.87,0.3
S&P 500 지수,중간선거해,1986,C1 RSI(14) 30 아래,12월 말 일괄 매수,1986-09-30,231.32,1986-12-31,242.17,12월 말 일괄,1986-12-31,242.17,12월 말 일괄,,,,1987-06-30,304.0,100.0,3.08,27.49,0.33
S&P 500 지수,중간선거해,1990,C1 RSI(14) 30 아래,12월 말 일괄 매수,1990-09-28,306.05,1990-12-31,330.22,12월 말 일괄,1990-12-31,330.22,12월 말 일괄,,,,1991-06-28,371.16,100.0,5.13,15.36,-3.19
S&P 500 지수,중간선거해,1994,C1 RSI(14) 30 아래,12월 말 일괄 매수,1994-09-30,462.71,1994-12-30,459.27,12월 말 일괄,1994-12-30,459.27,12월 말 일괄,,,,1995-06-30,544.75,100.0,-0.5,18.32,-1.24
S&P 500 지수,중간선거해,1998,C1 RSI(14) 30 아래,12월 말 일괄 매수,1998-09-30,1017.01,1998-12-31,1229.23,12월 말 일괄,1998-12-31,1229.23,12월 말 일괄,,,,1999-06-30,1372.71,100.0,13.01,19.44,-1.89
S&P 500 지수,중간선거해,2002,C1 RSI(14) 30 아래,12월 말 일괄 매수,2002-09-30,815.28,2002-12-31,879.82,12월 말 일괄,2002-12-31,879.82,12월 말 일괄,,,,2003-06-30,974.5,100.0,5.14,13.68,-6.59
S&P 500 지수,중간선거해,2006,C1 RSI(14) 30 아래,12월 말 일괄 매수,2006-09-29,1335.85,2006-12-29,1418.3,12월 말 일괄,2006-12-29,1418.3,12월 말 일괄,,,,2007-06-29,1503.35,100.0,4.03,8.18,-1.12
S&P 500 지수,중간선거해,2010,C1 RSI(14) 30 아래,12월 말 일괄 매수,2010-09-30,1141.2,2010-12-31,1257.64,12월 말 일괄,2010-12-31,1257.64,12월 말 일괄,,,,2011-06-30,1320.64,100.0,6.58,8.58,-0.12
S&P 500 지수,중간선거해,2014,C1 RSI(14) 30 아래,12월 말 일괄 매수,2014-09-30,1972.29,2014-10-16,1862.76,지표 신호,2014-12-31,2058.8999,12월 말 일괄,,,,2015-06-30,2063.1101,100.0,-0.55,5.19,-1.86
S&P 500 지수,중간선거해,2018,C1 RSI(14) 30 아래,12월 말 일괄 매수,2018-09-28,2913.98,2018-10-11,2728.3701,지표 신호,2018-10-25,2705.5701,지표 신호,,,,2019-06-28,2941.76,100.0,-4.61,5.83,-15.42
S&P 500 지수,중간선거해,2022,C1 RSI(14) 30 아래,12월 말 일괄 매수,2022-09-30,3585.6201,2022-12-30,3839.5,12월 말 일괄,2022-12-30,3839.5,12월 말 일괄,,,,2023-06-30,4450.3799,100.0,4.61,18.65,-0.08
S&P 500 지수,중간선거해,1930,C1 RSI(14) 30 아래,현금 유지,1930-09-30,18.59,1930-10-10,18.11,지표 신호,1930-10-20,17.57,지표 신호,,,,1931-06-30,14.83,100.0,-2.74,-17.98,-32.52
S&P 500 지수,중간선거해,1934,C1 RSI(14) 30 아래,현금 유지,1934-09-28,9.08,,,미체결,,,미체결,,,,1935-06-28,10.24,33.33,0.0,4.26,-3.74
S&P 500 지수,중간선거해,1938,C1 RSI(14) 30 아래,현금 유지,1938-09-30,12.24,,,미체결,,,미체결,,,,1939-06-30,10.86,33.33,0.0,-3.76,-4.96
