종목,사이클 위치,진입 연도,분할 방식,미체결 처리,진입일,진입가,2번째 몫 체결일,2번째 몫 체결가,2번째 몫 체결 사유,3번째 몫 체결일,3번째 몫 체결가,3번째 몫 체결 사유,4번째 몫 체결일,4번째 몫 체결가,4번째 몫 체결 사유,청산일,청산가,투자 비율(%),첫 몫 대비 평균 매수가(%),수익률(%),보유 중 최악(%)
DIA,중간선거해,2022,B 사다리 10%,현금 유지,2022-09-30,287.3,,,미체결,,,미체결,,,,2023-06-30,343.85,33.33,0.0,6.56,-0.08
DIA,중간선거해,1998,C1 RSI(14) 30 아래,12월 말 일괄 매수,1998-09-30,78.1875,1998-12-31,91.5312,12월 말 일괄,1998-12-31,91.5312,12월 말 일괄,,,,1999-06-30,109.375,100.0,10.77,26.29,-1.59
DIA,중간선거해,2002,C1 RSI(14) 30 아래,12월 말 일괄 매수,2002-09-30,76.0,2002-12-31,83.51,12월 말 일괄,2002-12-31,83.51,12월 말 일괄,,,,2003-06-30,89.91,100.0,6.38,11.21,-8.09
DIA,중간선거해,2006,C1 RSI(14) 30 아래,12월 말 일괄 매수,2006-09-29,116.74,2006-12-29,124.41,12월 말 일괄,2006-12-29,124.41,12월 말 일괄,,,,2007-06-29,134.2,100.0,4.29,10.23,-1.84
DIA,중간선거해,2010,C1 RSI(14) 30 아래,12월 말 일괄 매수,2010-09-30,107.91,2010-12-31,115.63,12월 말 일괄,2010-12-31,115.63,12월 말 일괄,,,,2011-06-30,123.83,100.0,4.66,9.65,-0.26
DIA,중간선거해,2014,C1 RSI(14) 30 아래,12월 말 일괄 매수,2014-09-30,170.07,2014-12-31,177.88,12월 말 일괄,2014-12-31,177.88,12월 말 일괄,,,,2015-06-30,175.82,100.0,3.02,0.35,-2.91
DIA,중간선거해,2018,C1 RSI(14) 30 아래,12월 말 일괄 매수,2018-09-28,264.4,2018-10-12,253.3,지표 신호,2018-10-25,249.77,지표 신호,,,,2019-06-28,265.85,100.0,-3.3,3.98,-15.14
DIA,중간선거해,2022,C1 RSI(14) 30 아래,12월 말 일괄 매수,2022-09-30,287.3,2022-12-30,331.33,12월 말 일괄,2022-12-30,331.33,12월 말 일괄,,,,2023-06-30,343.85,100.0,9.72,9.08,-0.08
DIA,중간선거해,1998,C1 RSI(14) 30 아래,현금 유지,1998-09-30,78.1875,,,미체결,,,미체결,,,,1999-06-30,109.375,33.33,0.0,13.3,-1.59
DIA,중간선거해,2002,C1 RSI(14) 30 아래,현금 유지,2002-09-30,76.0,,,미체결,,,미체결,,,,2003-06-30,89.91,33.33,0.0,6.1,-1.74
DIA,중간선거해,2006,C1 RSI(14) 30 아래,현금 유지,2006-09-29,116.74,,,미체결,,,미체결,,,,2007-06-29,134.2,33.33,0.0,4.99,-0.09
DIA,중간선거해,2010,C1 RSI(14) 30 아래,현금 유지,2010-09-30,107.91,,,미체결,,,미체결,,,,2011-06-30,123.83,33.33,0.0,4.92,-0.26
DIA,중간선거해,2014,C1 RSI(14) 30 아래,현금 유지,2014-09-30,170.07,,,미체결,,,미체결,,,,2015-06-30,175.82,33.33,0.0,1.13,-2.31
DIA,중간선거해,2018,C1 RSI(14) 30 아래,현금 유지,2018-09-28,264.4,2018-10-12,253.3,지표 신호,2018-10-25,249.77,지표 신호,,,,2019-06-28,265.85,100.0,-3.3,3.98,-15.14
DIA,중간선거해,2022,C1 RSI(14) 30 아래,현금 유지,2022-09-30,287.3,,,미체결,,,미체결,,,,2023-06-30,343.85,33.33,0.0,6.56,-0.08
DIA,중간선거해,1998,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1998-09-30,78.1875,1998-12-31,91.5312,12월 말 일괄,1998-12-31,91.5312,12월 말 일괄,,,,1999-06-30,109.375,100.0,10.77,26.29,-1.59
DIA,중간선거해,2002,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2002-09-30,76.0,2002-10-07,74.74,지표 신호,2002-12-31,83.51,12월 말 일괄,,,,2003-06-30,89.91,100.0,2.5,15.42,-4.61
DIA,중간선거해,2006,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2006-09-29,116.74,2006-12-29,124.41,12월 말 일괄,2006-12-29,124.41,12월 말 일괄,,,,2007-06-29,134.2,100.0,4.29,10.23,-1.84
DIA,중간선거해,2010,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2010-09-30,107.91,2010-12-31,115.63,12월 말 일괄,2010-12-31,115.63,12월 말 일괄,,,,2011-06-30,123.83,100.0,4.66,9.65,-0.26
DIA,중간선거해,2014,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2014-09-30,170.07,2014-12-31,177.88,12월 말 일괄,2014-12-31,177.88,12월 말 일괄,,,,2015-06-30,175.82,100.0,3.02,0.35,-2.91
DIA,중간선거해,2018,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2018-09-28,264.4,2018-10-12,253.3,지표 신호,2018-10-25,249.77,지표 신호,,,,2019-06-28,265.85,100.0,-3.3,3.98,-15.14
DIA,중간선거해,2022,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2022-09-30,287.3,2022-12-30,331.33,12월 말 일괄,2022-12-30,331.33,12월 말 일괄,,,,2023-06-30,343.85,100.0,9.72,9.08,-0.08
DIA,중간선거해,1998,C2 20일 이격도 95% 아래,현금 유지,1998-09-30,78.1875,,,미체결,,,미체결,,,,1999-06-30,109.375,33.33,0.0,13.3,-1.59
DIA,중간선거해,2002,C2 20일 이격도 95% 아래,현금 유지,2002-09-30,76.0,2002-10-07,74.74,지표 신호,,,미체결,,,,2003-06-30,89.91,66.67,-0.84,12.87,-2.95
DIA,중간선거해,2006,C2 20일 이격도 95% 아래,현금 유지,2006-09-29,116.74,,,미체결,,,미체결,,,,2007-06-29,134.2,33.33,0.0,4.99,-0.09
DIA,중간선거해,2010,C2 20일 이격도 95% 아래,현금 유지,2010-09-30,107.91,,,미체결,,,미체결,,,,2011-06-30,123.83,33.33,0.0,4.92,-0.26
DIA,중간선거해,2014,C2 20일 이격도 95% 아래,현금 유지,2014-09-30,170.07,,,미체결,,,미체결,,,,2015-06-30,175.82,33.33,0.0,1.13,-2.31
DIA,중간선거해,2018,C2 20일 이격도 95% 아래,현금 유지,2018-09-28,264.4,2018-10-12,253.3,지표 신호,2018-10-25,249.77,지표 신호,,,,2019-06-28,265.85,100.0,-3.3,3.98,-15.14
DIA,중간선거해,2022,C2 20일 이격도 95% 아래,현금 유지,2022-09-30,287.3,,,미체결,,,미체결,,,,2023-06-30,343.85,33.33,0.0,6.56,-0.08
QQQ,중간선거해,2002,일시매수,해당 없음,2002-09-30,20.72,,,,,,,,,,2003-06-30,29.95,100.0,0.0,44.55,-4.63
QQQ,중간선거해,2006,일시매수,해당 없음,2006-09-29,40.65,,,,,,,,,,2007-06-29,47.6,100.0,0.0,17.1,-1.89
QQQ,중간선거해,2010,일시매수,해당 없음,2010-09-30,49.07,,,,,,,,,,2011-06-30,57.05,100.0,0.0,16.26,-1.77
QQQ,중간선거해,2014,일시매수,해당 없음,2014-09-30,98.79,,,,,,,,,,2015-06-30,107.07,100.0,0.0,8.38,-8.65
QQQ,중간선거해,2018,일시매수,해당 없음,2018-09-28,185.79,,,,,,,,,,2019-06-28,186.74,100.0,0.0,0.51,-22.78
QQQ,중간선거해,2022,일시매수,해당 없음,2022-09-30,267.26,,,,,,,,,,2023-06-30,369.42,100.0,0.0,38.22,-4.86
QQQ,중간선거해,2002,A 시간 4등분,해당 없음,2002-09-30,20.72,2002-10-31,24.55,월말,2002-11-29,27.72,월말,2002-12-31,24.37,월말,2003-06-30,29.95,100.0,16.22,24.37,-3.16
QQQ,중간선거해,2006,A 시간 4등분,해당 없음,2006-09-29,40.65,2006-10-31,42.58,월말,2006-11-30,44.04,월말,2006-12-29,43.16,월말,2007-06-29,47.6,100.0,4.72,11.81,-1.2
QQQ,중간선거해,2010,A 시간 4등분,해당 없음,2010-09-30,49.07,2010-10-29,52.18,월말,2010-11-30,52.09,월말,2010-12-31,54.46,월말,2011-06-30,57.05,100.0,5.72,9.97,-0.44
QQQ,중간선거해,2014,A 시간 4등분,해당 없음,2014-09-30,98.79,2014-10-31,101.4,월말,2014-11-28,106.01,월말,2014-12-31,103.25,월말,2015-06-30,107.07,100.0,3.55,4.67,-2.87
QQQ,중간선거해,2018,A 시간 4등분,해당 없음,2018-09-28,185.79,2018-10-31,169.82,월말,2018-11-30,169.37,월말,2018-12-31,154.26,월말,2019-06-28,186.74,100.0,-9.0,10.45,-13.4
QQQ,중간선거해,2022,A 시간 4등분,해당 없음,2022-09-30,267.26,2022-10-31,277.95,월말,2022-11-30,293.36,월말,2022-12-30,266.28,월말,2023-06-30,369.42,100.0,3.19,33.95,-5.6
QQQ,중간선거해,2002,B 사다리 5%,12월 말 일괄 매수,2002-09-30,20.72,2002-12-31,24.37,12월 말 일괄,2002-12-31,24.37,12월 말 일괄,,,,2003-06-30,29.95,100.0,11.09,30.11,-1.54
QQQ,중간선거해,2006,B 사다리 5%,12월 말 일괄 매수,2006-09-29,40.65,2006-12-29,43.16,12월 말 일괄,2006-12-29,43.16,12월 말 일괄,,,,2007-06-29,47.6,100.0,4.03,12.56,-0.63
QQQ,중간선거해,2010,B 사다리 5%,12월 말 일괄 매수,2010-09-30,49.07,2010-12-31,54.46,12월 말 일괄,2010-12-31,54.46,12월 말 일괄,,,,2011-06-30,57.05,100.0,7.06,8.59,-0.59
QQQ,중간선거해,2014,B 사다리 5%,12월 말 일괄 매수,2014-09-30,98.79,2014-10-14,92.97,단계 도달,2014-12-31,103.25,12월 말 일괄,,,,2015-06-30,107.07,100.0,-0.64,9.08,-3.86
QQQ,중간선거해,2018,B 사다리 5%,12월 말 일괄 매수,2018-09-28,185.79,2018-10-11,169.6,단계 도달,2018-10-25,171.06,단계 도달,,,,2019-06-28,186.74,100.0,-5.71,6.59,-18.11
QQQ,중간선거해,2022,B 사다리 5%,12월 말 일괄 매수,2022-09-30,267.26,2022-12-30,266.28,12월 말 일괄,2022-12-30,266.28,12월 말 일괄,,,,2023-06-30,369.42,100.0,-0.24,38.56,-2.35
QQQ,중간선거해,2002,B 사다리 5%,현금 유지,2002-09-30,20.72,,,미체결,,,미체결,,,,2003-06-30,29.95,33.33,0.0,14.85,-1.54
QQQ,중간선거해,2006,B 사다리 5%,현금 유지,2006-09-29,40.65,,,미체결,,,미체결,,,,2007-06-29,47.6,33.33,0.0,5.7,-0.63
QQQ,중간선거해,2010,B 사다리 5%,현금 유지,2010-09-30,49.07,,,미체결,,,미체결,,,,2011-06-30,57.05,33.33,0.0,5.42,-0.59
QQQ,중간선거해,2014,B 사다리 5%,현금 유지,2014-09-30,98.79,2014-10-14,92.97,단계 도달,,,미체결,,,,2015-06-30,107.07,66.67,-3.04,7.85,-3.86
QQQ,중간선거해,2018,B 사다리 5%,현금 유지,2018-09-28,185.79,2018-10-11,169.6,단계 도달,2018-10-25,171.06,단계 도달,,,,2019-06-28,186.74,100.0,-5.71,6.59,-18.11
QQQ,중간선거해,2022,B 사다리 5%,현금 유지,2022-09-30,267.26,,,미체결,,,미체결,,,,2023-06-30,369.42,33.33,0.0,12.74,-1.62
QQQ,중간선거해,2002,B 사다리 10%,12월 말 일괄 매수,2002-09-30,20.72,2002-12-31,24.37,12월 말 일괄,2002-12-31,24.37,12월 말 일괄,,,,2003-06-30,29.95,100.0,11.09,30.11,-1.54
QQQ,중간선거해,2006,B 사다리 10%,12월 말 일괄 매수,2006-09-29,40.65,2006-12-29,43.16,12월 말 일괄,2006-12-29,43.16,12월 말 일괄,,,,2007-06-29,47.6,100.0,4.03,12.56,-0.63
QQQ,중간선거해,2010,B 사다리 10%,12월 말 일괄 매수,2010-09-30,49.07,2010-12-31,54.46,12월 말 일괄,2010-12-31,54.46,12월 말 일괄,,,,2011-06-30,57.05,100.0,7.06,8.59,-0.59
QQQ,중간선거해,2014,B 사다리 10%,12월 말 일괄 매수,2014-09-30,98.79,2014-12-31,103.25,12월 말 일괄,2014-12-31,103.25,12월 말 일괄,,,,2015-06-30,107.07,100.0,2.97,5.26,-2.88
QQQ,중간선거해,2018,B 사다리 10%,12월 말 일괄 매수,2018-09-28,185.79,2018-10-25,171.06,단계 도달,2018-12-24,143.5,단계 도달,,,,2019-06-28,186.74,100.0,-11.26,13.27,-12.97
QQQ,중간선거해,2022,B 사다리 10%,12월 말 일괄 매수,2022-09-30,267.26,2022-12-30,266.28,12월 말 일괄,2022-12-30,266.28,12월 말 일괄,,,,2023-06-30,369.42,100.0,-0.24,38.56,-2.35
QQQ,중간선거해,2002,B 사다리 10%,현금 유지,2002-09-30,20.72,,,미체결,,,미체결,,,,2003-06-30,29.95,33.33,0.0,14.85,-1.54
QQQ,중간선거해,2006,B 사다리 10%,현금 유지,2006-09-29,40.65,,,미체결,,,미체결,,,,2007-06-29,47.6,33.33,0.0,5.7,-0.63
QQQ,중간선거해,2010,B 사다리 10%,현금 유지,2010-09-30,49.07,,,미체결,,,미체결,,,,2011-06-30,57.05,33.33,0.0,5.42,-0.59
QQQ,중간선거해,2014,B 사다리 10%,현금 유지,2014-09-30,98.79,,,미체결,,,미체결,,,,2015-06-30,107.07,33.33,0.0,2.79,-2.88
QQQ,중간선거해,2018,B 사다리 10%,현금 유지,2018-09-28,185.79,2018-10-25,171.06,단계 도달,2018-12-24,143.5,단계 도달,,,,2019-06-28,186.74,100.0,-11.26,13.27,-12.97
QQQ,중간선거해,2022,B 사다리 10%,현금 유지,2022-09-30,267.26,,,미체결,,,미체결,,,,2023-06-30,369.42,33.33,0.0,12.74,-1.62
QQQ,중간선거해,2002,C1 RSI(14) 30 아래,12월 말 일괄 매수,2002-09-30,20.72,2002-12-31,24.37,12월 말 일괄,2002-12-31,24.37,12월 말 일괄,,,,2003-06-30,29.95,100.0,11.09,30.11,-1.54
QQQ,중간선거해,2006,C1 RSI(14) 30 아래,12월 말 일괄 매수,2006-09-29,40.65,2006-12-29,43.16,12월 말 일괄,2006-12-29,43.16,12월 말 일괄,,,,2007-06-29,47.6,100.0,4.03,12.56,-0.63
QQQ,중간선거해,2010,C1 RSI(14) 30 아래,12월 말 일괄 매수,2010-09-30,49.07,2010-12-31,54.46,12월 말 일괄,2010-12-31,54.46,12월 말 일괄,,,,2011-06-30,57.05,100.0,7.06,8.59,-0.59
QQQ,중간선거해,2014,C1 RSI(14) 30 아래,12월 말 일괄 매수,2014-09-30,98.79,2014-10-16,91.79,지표 신호,2014-12-31,103.25,12월 말 일괄,,,,2015-06-30,107.07,100.0,-1.09,9.58,-2.88
QQQ,중간선거해,2018,C1 RSI(14) 30 아래,12월 말 일괄 매수,2018-09-28,185.79,2018-10-11,169.6,지표 신호,2018-10-25,171.06,지표 신호,,,,2019-06-28,186.74,100.0,-5.71,6.59,-18.11
QQQ,중간선거해,2022,C1 RSI(14) 30 아래,12월 말 일괄 매수,2022-09-30,267.26,2022-12-30,266.28,12월 말 일괄,2022-12-30,266.28,12월 말 일괄,,,,2023-06-30,369.42,100.0,-0.24,38.56,-2.35
QQQ,중간선거해,2002,C1 RSI(14) 30 아래,현금 유지,2002-09-30,20.72,,,미체결,,,미체결,,,,2003-06-30,29.95,33.33,0.0,14.85,-1.54
QQQ,중간선거해,2006,C1 RSI(14) 30 아래,현금 유지,2006-09-29,40.65,,,미체결,,,미체결,,,,2007-06-29,47.6,33.33,0.0,5.7,-0.63
QQQ,중간선거해,2010,C1 RSI(14) 30 아래,현금 유지,2010-09-30,49.07,,,미체결,,,미체결,,,,2011-06-30,57.05,33.33,0.0,5.42,-0.59
QQQ,중간선거해,2014,C1 RSI(14) 30 아래,현금 유지,2014-09-30,98.79,2014-10-16,91.79,지표 신호,,,미체결,,,,2015-06-30,107.07,66.67,-3.67,8.34,-2.88
QQQ,중간선거해,2018,C1 RSI(14) 30 아래,현금 유지,2018-09-28,185.79,2018-10-11,169.6,지표 신호,2018-10-25,171.06,지표 신호,,,,2019-06-28,186.74,100.0,-5.71,6.59,-18.11
QQQ,중간선거해,2022,C1 RSI(14) 30 아래,현금 유지,2022-09-30,267.26,,,미체결,,,미체결,,,,2023-06-30,369.42,33.33,0.0,12.74,-1.62
QQQ,중간선거해,2002,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2002-09-30,20.72,2002-10-04,20.35,지표 신호,2002-12-10,25.6,지표 신호,,,,2003-06-30,29.95,100.0,6.1,36.24,-2.51
QQQ,중간선거해,2006,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2006-09-29,40.65,2006-12-29,43.16,12월 말 일괄,2006-12-29,43.16,12월 말 일괄,,,,2007-06-29,47.6,100.0,4.03,12.56,-0.63
QQQ,중간선거해,2010,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2010-09-30,49.07,2010-12-31,54.46,12월 말 일괄,2010-12-31,54.46,12월 말 일괄,,,,2011-06-30,57.05,100.0,7.06,8.59,-0.59
QQQ,중간선거해,2014,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2014-09-30,98.79,2014-10-14,92.97,지표 신호,2014-10-16,91.79,지표 신호,,,,2015-06-30,107.07,100.0,-4.42,13.4,-3.86
QQQ,중간선거해,2018,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2018-09-28,185.79,2018-10-11,169.6,지표 신호,2018-10-25,171.06,지표 신호,,,,2019-06-28,186.74,100.0,-5.71,6.59,-18.11
QQQ,중간선거해,2022,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2022-09-30,267.26,2022-10-11,262.75,지표 신호,2022-10-17,269.35,지표 신호,,,,2023-06-30,369.42,100.0,-0.31,38.66,-2.76
QQQ,중간선거해,2002,C2 20일 이격도 95% 아래,현금 유지,2002-09-30,20.72,2002-10-04,20.35,지표 신호,2002-12-10,25.6,지표 신호,,,,2003-06-30,29.95,100.0,6.1,36.24,-2.51
QQQ,중간선거해,2006,C2 20일 이격도 95% 아래,현금 유지,2006-09-29,40.65,,,미체결,,,미체결,,,,2007-06-29,47.6,33.33,0.0,5.7,-0.63
QQQ,중간선거해,2010,C2 20일 이격도 95% 아래,현금 유지,2010-09-30,49.07,,,미체결,,,미체결,,,,2011-06-30,57.05,33.33,0.0,5.42,-0.59
QQQ,중간선거해,2014,C2 20일 이격도 95% 아래,현금 유지,2014-09-30,98.79,2014-10-14,92.97,지표 신호,2014-10-16,91.79,지표 신호,,,,2015-06-30,107.07,100.0,-4.42,13.4,-3.86
QQQ,중간선거해,2018,C2 20일 이격도 95% 아래,현금 유지,2018-09-28,185.79,2018-10-11,169.6,지표 신호,2018-10-25,171.06,지표 신호,,,,2019-06-28,186.74,100.0,-5.71,6.59,-18.11
QQQ,중간선거해,2022,C2 20일 이격도 95% 아래,현금 유지,2022-09-30,267.26,2022-10-11,262.75,지표 신호,2022-10-17,269.35,지표 신호,,,,2023-06-30,369.42,100.0,-0.31,38.66,-2.76
S&P 500 지수,중간선거해,1930,일시매수,해당 없음,1930-09-30,18.59,,,,,,,,,,1931-06-30,14.83,100.0,0.0,-20.23,-34.37
S&P 500 지수,중간선거해,1934,일시매수,해당 없음,1934-09-28,9.08,,,,,,,,,,1935-06-28,10.24,100.0,0.0,12.78,-11.23
S&P 500 지수,중간선거해,1938,일시매수,해당 없음,1938-09-30,12.24,,,,,,,,,,1939-06-30,10.86,100.0,0.0,-11.27,-14.87
S&P 500 지수,중간선거해,1942,일시매수,해당 없음,1942-09-30,8.85,,,,,,,,,,1943-06-30,12.35,100.0,0.0,39.55,0.79
S&P 500 지수,중간선거해,1946,일시매수,해당 없음,1946-09-30,14.96,,,,,,,,,,1947-06-30,15.21,100.0,0.0,1.67,-7.95
S&P 500 지수,중간선거해,1950,일시매수,해당 없음,1950-09-29,19.45,,,,,,,,,,1951-06-29,20.96,100.0,0.0,7.76,-2.31
S&P 500 지수,중간선거해,1954,일시매수,해당 없음,1954-09-30,32.31,,,,,,,,,,1955-06-30,41.03,100.0,0.0,26.99,-1.95
S&P 500 지수,중간선거해,1958,일시매수,해당 없음,1958-09-30,50.06,,,,,,,,,,1959-06-30,58.47,100.0,0.0,16.8,-0.16
S&P 500 지수,중간선거해,1962,일시매수,해당 없음,1962-09-28,56.27,,,,,,,,,,1963-06-28,69.37,100.0,0.0,23.28,-4.94
S&P 500 지수,중간선거해,1966,일시매수,해당 없음,1966-09-30,76.56,,,,,,,,,,1967-06-30,90.64,100.0,0.0,18.39,-4.39
S&P 500 지수,중간선거해,1970,일시매수,해당 없음,1970-09-30,84.3,,,,,,,,,,1971-06-30,98.7,100.0,0.0,17.08,-1.79
S&P 500 지수,중간선거해,1974,일시매수,해당 없음,1974-09-30,63.54,,,,,,,,,,1975-06-30,95.19,100.0,0.0,49.81,-1.98
S&P 500 지수,중간선거해,1978,일시매수,해당 없음,1978-09-29,102.54,,,,,,,,,,1979-06-29,102.91,100.0,0.0,0.36,-9.8
S&P 500 지수,중간선거해,1982,일시매수,해당 없음,1982-09-30,120.42,,,,,,,,,,1983-06-30,167.64,100.0,0.0,39.21,0.91
S&P 500 지수,중간선거해,1986,일시매수,해당 없음,1986-09-30,231.32,,,,,,,,,,1987-06-30,304.0,100.0,0.0,31.42,0.99
S&P 500 지수,중간선거해,1990,일시매수,해당 없음,1990-09-28,306.05,,,,,,,,,,1991-06-28,371.16,100.0,0.0,21.27,-3.46
S&P 500 지수,중간선거해,1994,일시매수,해당 없음,1994-09-30,462.71,,,,,,,,,,1995-06-30,544.75,100.0,0.0,17.73,-3.73
S&P 500 지수,중간선거해,1998,일시매수,해당 없음,1998-09-30,1017.01,,,,,,,,,,1999-06-30,1372.71,100.0,0.0,34.98,-5.66
S&P 500 지수,중간선거해,2002,일시매수,해당 없음,2002-09-30,815.28,,,,,,,,,,2003-06-30,974.5,100.0,0.0,19.53,-4.72
S&P 500 지수,중간선거해,2006,일시매수,해당 없음,2006-09-29,1335.85,,,,,,,,,,2007-06-29,1503.35,100.0,0.0,12.54,-0.34
S&P 500 지수,중간선거해,2010,일시매수,해당 없음,2010-09-30,1141.2,,,,,,,,,,2011-06-30,1320.64,100.0,0.0,15.72,-0.37
S&P 500 지수,중간선거해,2014,일시매수,해당 없음,2014-09-30,1972.29,,,,,,,,,,2015-06-30,2063.1101,100.0,0.0,4.6,-5.57
S&P 500 지수,중간선거해,2018,일시매수,해당 없음,2018-09-28,2913.98,,,,,,,,,,2019-06-28,2941.76,100.0,0.0,0.95,-19.32
S&P 500 지수,중간선거해,2022,일시매수,해당 없음,2022-09-30,3585.6201,,,,,,,,,,2023-06-30,4450.3799,100.0,0.0,24.12,-0.24
S&P 500 지수,중간선거해,1930,A 시간 4등분,해당 없음,1930-09-30,18.59,1930-10-31,16.94,월말,1930-11-28,16.38,월말,1930-12-31,15.34,월말,1931-06-30,14.83,100.0,-9.99,-11.37,-27.09
S&P 500 지수,중간선거해,1934,A 시간 4등분,해당 없음,1934-09-28,9.08,1934-10-31,8.81,월말,1934-11-30,9.54,월말,1934-12-31,9.5,월말,1935-06-28,10.24,100.0,1.57,11.03,-12.6
S&P 500 지수,중간선거해,1938,A 시간 4등분,해당 없음,1938-09-30,12.24,1938-10-31,13.17,월말,1938-11-30,12.73,월말,1938-12-30,13.14,월말,1939-06-30,10.86,100.0,4.65,-15.21,-18.65
S&P 500 지수,중간선거해,1942,A 시간 4등분,해당 없음,1942-09-30,8.85,1942-10-30,9.36,월말,1942-11-30,9.29,월말,1942-12-31,9.77,월말,1943-06-30,12.35,100.0,5.15,32.71,0.2
S&P 500 지수,중간선거해,1946,A 시간 4등분,해당 없음,1946-09-30,14.96,1946-10-31,14.84,월말,1946-11-29,14.68,월말,1946-12-31,15.3,월말,1947-06-30,15.21,100.0,-0.12,1.8,-7.84
S&P 500 지수,중간선거해,1950,A 시간 4등분,해당 없음,1950-09-29,19.45,1950-10-31,19.53,월말,1950-11-30,19.51,월말,1950-12-29,20.43,월말,1951-06-29,20.96,100.0,1.4,6.28,-1.91
S&P 500 지수,중간선거해,1954,A 시간 4등분,해당 없음,1954-09-30,32.31,1954-10-29,31.68,월말,1954-11-30,34.24,월말,1954-12-31,35.98,월말,1955-06-30,41.03,100.0,3.59,22.59,-0.49
S&P 500 지수,중간선거해,1958,A 시간 4등분,해당 없음,1958-09-30,50.06,1958-10-31,51.33,월말,1958-11-28,52.48,월말,1958-12-31,55.21,월말,1959-06-30,58.47,100.0,4.28,12.01,-0.04
S&P 500 지수,중간선거해,1962,A 시간 4등분,해당 없음,1962-09-28,56.27,1962-10-31,56.52,월말,1962-11-30,62.26,월말,1962-12-31,63.1,월말,1963-06-28,69.37,100.0,5.51,16.84,-1.24
S&P 500 지수,중간선거해,1966,A 시간 4등분,해당 없음,1966-09-30,76.56,1966-10-31,80.2,월말,1966-11-30,80.45,월말,1966-12-30,80.33,월말,1967-06-30,90.64,100.0,3.64,14.23,-1.1
S&P 500 지수,중간선거해,1970,A 시간 4등분,해당 없음,1970-09-30,84.3,1970-10-30,83.25,월말,1970-11-30,87.2,월말,1970-12-31,92.15,월말,1971-06-30,98.7,100.0,2.72,13.98,-0.59
S&P 500 지수,중간선거해,1974,A 시간 4등분,해당 없음,1974-09-30,63.54,1974-10-31,73.9,월말,1974-11-29,69.97,월말,1974-12-31,68.56,월말,1975-06-30,95.19,100.0,8.26,38.38,-4.2
S&P 500 지수,중간선거해,1978,A 시간 4등분,해당 없음,1978-09-29,102.54,1978-10-31,93.15,월말,1978-11-30,94.7,월말,1978-12-29,96.11,월말,1979-06-29,102.91,100.0,-5.89,6.65,-2.63
S&P 500 지수,중간선거해,1982,A 시간 4등분,해당 없음,1982-09-30,120.42,1982-10-29,133.72,월말,1982-11-30,138.53,월말,1982-12-31,140.64,월말,1983-06-30,167.64,100.0,10.31,26.2,0.23
S&P 500 지수,중간선거해,1986,A 시간 4등분,해당 없음,1986-09-30,231.32,1986-10-31,243.98,월말,1986-11-28,249.22,월말,1986-12-31,242.17,월말,1987-06-30,304.0,100.0,4.4,25.88,-0.15
S&P 500 지수,중간선거해,1990,A 시간 4등분,해당 없음,1990-09-28,306.05,1990-10-31,304.0,월말,1990-11-30,322.22,월말,1990-12-31,330.22,월말,1991-06-28,371.16,100.0,3.0,17.74,-1.19
S&P 500 지수,중간선거해,1994,A 시간 4등분,해당 없음,1994-09-30,462.71,1994-10-31,472.35,월말,1994-11-30,453.69,월말,1994-12-30,459.27,월말,1995-06-30,544.75,100.0,-0.17,17.94,-2.81
S&P 500 지수,중간선거해,1998,A 시간 4등분,해당 없음,1998-09-30,1017.01,1998-10-30,1098.67,월말,1998-11-30,1163.63,월말,1998-12-31,1229.23,월말,1999-06-30,1372.71,100.0,10.28,22.39,-1.42
S&P 500 지수,중간선거해,2002,A 시간 4등분,해당 없음,2002-09-30,815.28,2002-10-31,885.76,월말,2002-11-29,936.31,월말,2002-12-31,879.82,월말,2003-06-30,974.5,100.0,7.59,11.1,-8.71
S&P 500 지수,중간선거해,2006,A 시간 4등분,해당 없음,2006-09-29,1335.85,2006-10-31,1377.9399,월말,2006-11-30,1400.63,월말,2006-12-29,1418.3,월말,2007-06-29,1503.35,100.0,3.49,8.74,-0.61
S&P 500 지수,중간선거해,2010,A 시간 4등분,해당 없음,2010-09-30,1141.2,2010-10-29,1183.26,월말,2010-11-30,1180.55,월말,2010-12-31,1257.64,월말,2011-06-30,1320.64,100.0,4.21,11.05,-0.09
S&P 500 지수,중간선거해,2014,A 시간 4등분,해당 없음,2014-09-30,1972.29,2014-10-31,2018.05,월말,2014-11-28,2067.5601,월말,2014-12-31,2058.8999,월말,2015-06-30,2063.1101,100.0,2.85,1.71,-1.77
