종목,사이클 위치,진입 연도,방향,손절선(%),진입일,진입가,청산일,보유일,청산가,수익률(%),보유 중 최악(%),청산 사유
S&P 500 지수,대선해,1936,위,손절불가,1936-10-01,16.04,1937-06-30,184,15.4,-3.99,-5.74,기한청산
S&P 500 지수,대선해,1940,위,손절불가,1940-10-01,10.81,1941-06-30,186,9.85,-8.88,-13.97,기한청산
S&P 500 지수,대선해,1944,위,손절불가,1944-10-02,12.8,1945-06-29,185,14.87,16.17,-1.02,기한청산
S&P 500 지수,대선해,1948,위,손절불가,1948-10-01,15.67,1949-06-30,187,14.16,-9.64,-13.53,기한청산
S&P 500 지수,대선해,1952,위,손절불가,1952-10-01,24.48,1953-06-30,185,24.14,-1.39,-3.84,기한청산
S&P 500 지수,대선해,1956,위,손절불가,1956-10-01,44.7,1957-06-28,186,47.37,5.97,-5.17,기한청산
S&P 500 지수,대선해,1960,위,손절불가,1960-10-03,53.36,1961-06-30,186,64.64,21.14,-2.17,기한청산
S&P 500 지수,대선해,1964,위,손절불가,1964-10-01,84.08,1965-06-30,187,84.12,0.05,-2.95,기한청산
S&P 500 지수,대선해,1968,위,손절불가,1968-10-01,102.86,1969-06-30,175,97.71,-5.01,-6.45,기한청산
S&P 500 지수,대선해,1972,위,손절불가,1972-10-02,110.16,1973-06-29,185,104.26,-5.36,-7.18,기한청산
S&P 500 지수,대선해,1976,위,손절불가,1976-10-01,104.17,1977-06-30,188,100.48,-3.54,-7.73,기한청산
S&P 500 지수,대선해,1980,위,손절불가,1980-10-01,127.13,1981-06-30,187,131.21,3.21,-0.66,기한청산
S&P 500 지수,대선해,1984,위,손절불가,1984-10-01,164.62,1985-06-28,188,191.85,16.54,-1.79,기한청산
S&P 500 지수,대선해,1988,위,손절불가,1988-10-03,271.38,1989-06-30,188,317.98,17.17,-2.79,기한청산
S&P 500 지수,대선해,1992,위,손절불가,1992-10-01,416.29,1993-06-30,188,450.53,8.23,-3.27,기한청산
S&P 500 지수,대선해,1996,위,손절불가,1996-10-01,689.08,1997-06-30,188,885.14,28.45,0.54,기한청산
S&P 500 지수,대선해,2000,위,손절불가,2000-10-02,1436.23,2001-06-29,187,1224.38,-14.75,-23.18,기한청산
S&P 500 지수,대선해,2004,위,손절불가,2004-10-01,1131.5,2005-06-30,188,1191.33,5.29,-3.24,기한청산
S&P 500 지수,대선해,2008,위,손절불가,2008-10-01,1161.0601,2009-06-30,187,919.32,-20.82,-41.73,기한청산
S&P 500 지수,대선해,2012,위,손절불가,2012-10-01,1444.49,2013-06-28,185,1606.28,11.2,-6.31,기한청산
S&P 500 지수,대선해,2016,위,손절불가,2016-10-03,2161.2,2017-06-30,187,2423.4099,12.13,-3.52,기한청산
S&P 500 지수,대선해,2020,위,손절불가,2020-10-01,3380.8,2021-06-30,187,4297.5,27.11,-3.28,기한청산
S&P 500 지수,대선해,2024,위,손절불가,2024-10-01,5708.75,2025-06-30,185,6204.9502,8.69,-12.72,기한청산
S&P 500 지수,대선다음해,1929,위,손절불가,1929-10-01,29.98,1930-06-30,185,20.46,-31.75,-41.09,기한청산
S&P 500 지수,대선다음해,1933,위,손절불가,1933-10-02,9.62,1934-06-29,185,9.81,1.98,-10.5,기한청산
S&P 500 지수,대선다음해,1937,위,손절불가,1937-10-01,13.72,1938-06-30,187,11.56,-15.74,-38.05,기한청산
S&P 500 지수,대선다음해,1941,위,손절불가,1941-10-01,10.17,1942-06-30,185,8.3,-18.39,-26.55,기한청산
S&P 500 지수,대선다음해,1945,위,손절불가,1945-10-01,16.33,1946-06-28,183,18.43,12.86,-0.18,기한청산
S&P 500 지수,대선다음해,1949,위,손절불가,1949-10-03,15.6,1950-06-30,184,17.69,13.4,0.83,기한청산
S&P 500 지수,대선다음해,1953,위,손절불가,1953-10-01,23.49,1954-06-30,185,29.21,24.35,-0.43,기한청산
S&P 500 지수,대선다음해,1957,위,손절불가,1957-10-01,42.76,1958-06-30,188,45.24,5.8,-8.84,기한청산
S&P 500 지수,대선다음해,1961,위,손절불가,1961-10-02,66.77,1962-06-29,187,54.75,-18.0,-21.64,기한청산
S&P 500 지수,대선다음해,1965,위,손절불가,1965-10-01,89.9,1966-06-30,188,84.74,-5.74,-6.97,기한청산
S&P 500 지수,대선다음해,1969,위,손절불가,1969-10-01,92.52,1970-06-30,189,72.72,-21.4,-25.11,기한청산
S&P 500 지수,대선다음해,1973,위,손절불가,1973-10-01,108.21,1974-06-28,188,86.0,-20.52,-20.52,기한청산
S&P 500 지수,대선다음해,1977,위,손절불가,1977-10-03,96.74,1978-06-30,188,95.53,-1.25,-10.17,기한청산
S&P 500 지수,대선다음해,1981,위,손절불가,1981-10-01,117.08,1982-06-30,188,109.61,-6.38,-8.44,기한청산
S&P 500 지수,대선다음해,1985,위,손절불가,1985-10-01,185.07,1986-06-30,188,250.84,35.54,-1.73,기한청산
S&P 500 지수,대선다음해,1989,위,손절불가,1989-10-02,350.87,1990-06-29,188,358.02,2.04,-7.95,기한청산
S&P 500 지수,대선다음해,1993,위,손절불가,1993-10-01,461.28,1994-06-30,188,444.27,-3.69,-4.85,기한청산
S&P 500 지수,대선다음해,1997,위,손절불가,1997-10-01,955.41,1998-06-30,187,1133.84,18.68,-8.21,기한청산
S&P 500 지수,대선다음해,2001,위,손절불가,2001-10-01,1038.55,2002-06-28,187,989.82,-4.69,-6.26,기한청산
S&P 500 지수,대선다음해,2005,위,손절불가,2005-10-03,1226.7,2006-06-30,187,1270.2,3.55,-4.06,기한청산
S&P 500 지수,대선다음해,2009,위,손절불가,2009-10-01,1029.85,2010-06-30,187,1030.71,0.08,-0.45,기한청산
S&P 500 지수,대선다음해,2013,위,손절불가,2013-10-01,1695.0,2014-06-30,187,1960.23,15.65,-2.33,기한청산
S&P 500 지수,대선다음해,2017,위,손절불가,2017-10-02,2529.1201,2018-06-29,187,2718.3701,7.48,0.22,기한청산
S&P 500 지수,대선다음해,2021,위,손절불가,2021-10-01,4357.04,2022-06-30,187,3785.3799,-13.12,-15.84,기한청산
S&P 500 지수,대선다음해,2025,위,손절불가,2025-10-01,6711.2002,2026-06-30,186,7499.3599,11.74,-5.48,기한청산
나스닥 종합 지수,중간선거해,1974,위,손절불가,1974-10-01,55.48,1975-06-30,188,87.02,56.85,-1.1,기한청산
나스닥 종합 지수,중간선거해,1978,위,손절불가,1978-10-02,133.3,1979-06-29,188,138.13,3.62,-16.82,기한청산
나스닥 종합 지수,중간선거해,1982,위,손절불가,1982-10-01,188.7,1983-06-30,189,318.7,68.89,-0.36,기한청산
나스닥 종합 지수,중간선거해,1986,위,손절불가,1986-10-01,352.3,1987-06-30,188,424.7,20.55,-1.42,기한청산
나스닥 종합 지수,중간선거해,1990,위,손절불가,1990-10-01,354.7,1991-06-28,188,475.92,34.18,-8.26,기한청산
나스닥 종합 지수,중간선거해,1994,위,손절불가,1994-10-03,760.88,1995-06-30,188,933.45,22.68,-5.5,기한청산
나스닥 종합 지수,중간선거해,1998,위,손절불가,1998-10-01,1612.33,1999-06-30,187,2686.1201,66.6,-11.98,기한청산
나스닥 종합 지수,중간선거해,2002,위,손절불가,2002-10-01,1213.72,2003-06-30,187,1622.8,33.7,-8.21,기한청산
나스닥 종합 지수,중간선거해,2006,위,손절불가,2006-10-02,2237.6001,2007-06-29,186,2603.23,16.34,0.27,기한청산
나스닥 종합 지수,중간선거해,2010,위,손절불가,2010-10-01,2370.75,2011-06-30,188,2773.52,16.99,-1.11,기한청산
나스닥 종합 지수,중간선거해,2014,위,손절불가,2014-10-01,4422.0898,2015-06-30,187,4986.8701,12.77,-4.71,기한청산
나스닥 종합 지수,중간선거해,2018,위,손절불가,2018-10-01,8037.2998,2019-06-28,186,8006.2402,-0.39,-22.95,기한청산
나스닥 종합 지수,중간선거해,2022,위,손절불가,2022-10-03,10815.4297,2023-06-30,186,13787.9199,27.48,-5.57,기한청산
나스닥 종합 지수,대선전해,1971,위,손절불가,1971-10-01,109.58,1972-06-30,190,130.08,18.71,-8.46,기한청산
나스닥 종합 지수,대선전해,1975,위,손절불가,1975-10-01,73.8,1976-06-30,189,90.32,22.38,0.49,기한청산
나스닥 종합 지수,대선전해,1979,위,손절불가,1979-10-01,149.59,1980-06-30,189,157.78,5.47,-17.05,기한청산
나스닥 종합 지수,대선전해,1983,위,손절불가,1983-10-03,294.64,1984-06-29,188,239.65,-18.66,-21.28,기한청산
나스닥 종합 지수,대선전해,1987,위,손절불가,1987-10-01,448.5,1988-06-30,189,394.7,-12.0,-34.92,기한청산
나스닥 종합 지수,대선전해,1991,위,손절불가,1991-10-01,528.51,1992-06-30,189,563.6,6.64,-2.78,기한청산
나스닥 종합 지수,대선전해,1995,위,손절불가,1995-10-02,1027.5699,1996-06-28,188,1185.02,15.32,-4.29,기한청산
나스닥 종합 지수,대선전해,1999,위,손절불가,1999-10-01,2736.8501,2000-06-30,189,3966.1101,44.92,-1.78,기한청산
나스닥 종합 지수,대선전해,2003,위,손절불가,2003-10-01,1832.25,2004-06-30,187,2047.79,11.76,0.22,기한청산
나스닥 종합 지수,대선전해,2007,위,손절불가,2007-10-01,2740.99,2008-06-30,188,2292.98,-16.34,-20.86,기한청산
나스닥 종합 지수,대선전해,2011,위,손절불가,2011-10-03,2335.8301,2012-06-29,187,2935.05,25.65,2.95,기한청산
나스닥 종합 지수,대선전해,2015,위,손절불가,2015-10-01,4627.0801,2016-06-30,188,4842.6699,4.66,-7.79,기한청산
나스닥 종합 지수,대선전해,2019,위,손절불가,2019-10-01,7908.6802,2020-06-30,188,10058.7695,27.19,-13.25,기한청산
나스닥 종합 지수,대선전해,2023,위,손절불가,2023-10-02,13307.7695,2024-06-28,186,17732.5996,33.25,-5.35,기한청산
나스닥 종합 지수,대선해,1972,위,손절불가,1972-10-02,129.3,1973-06-29,185,100.98,-21.9,-23.1,기한청산
나스닥 종합 지수,대선해,1976,위,손절불가,1976-10-01,90.44,1977-06-30,188,99.73,10.27,-2.9,기한청산
나스닥 종합 지수,대선해,1980,위,손절불가,1980-10-01,189.62,1981-06-30,187,215.75,13.78,-0.46,기한청산
나스닥 종합 지수,대선해,1984,위,손절불가,1984-10-01,247.86,1985-06-28,188,296.2,19.5,-3.94,기한청산
나스닥 종합 지수,대선해,1988,위,손절불가,1988-10-03,384.5,1989-06-30,188,435.3,13.21,-5.05,기한청산
나스닥 종합 지수,대선해,1992,위,손절불가,1992-10-01,578.33,1993-06-30,188,703.95,21.72,-2.27,기한청산
나스닥 종합 지수,대선해,1996,위,손절불가,1996-10-01,1221.51,1997-06-30,188,1442.0699,18.06,-1.68,기한청산
나스닥 종합 지수,대선해,2000,위,손절불가,2000-10-02,3568.8999,2001-06-29,187,2160.54,-39.46,-54.08,기한청산
나스닥 종합 지수,대선해,2004,위,손절불가,2004-10-01,1942.2,2005-06-30,188,2056.96,5.91,-2.02,기한청산
나스닥 종합 지수,대선해,2008,위,손절불가,2008-10-01,2069.3999,2009-06-30,187,1835.04,-11.33,-38.7,기한청산
나스닥 종합 지수,대선해,2012,위,손절불가,2012-10-01,3113.53,2013-06-28,185,3403.25,9.31,-8.88,기한청산
나스닥 종합 지수,대선해,2016,위,손절불가,2016-10-03,5300.8701,2017-06-30,187,6140.4199,15.84,-4.8,기한청산
나스닥 종합 지수,대선해,2020,위,손절불가,2020-10-01,11326.5098,2021-06-30,187,14503.9502,28.05,-3.66,기한청산
나스닥 종합 지수,대선해,2024,위,손절불가,2024-10-01,17910.3594,2025-06-30,185,20369.7305,13.73,-14.75,기한청산
나스닥 종합 지수,대선다음해,1973,위,손절불가,1973-10-01,110.97,1974-06-28,188,75.96,-31.55,-31.55,기한청산
나스닥 종합 지수,대선다음해,1977,위,손절불가,1977-10-03,101.16,1978-06-30,188,120.3,18.92,-4.62,기한청산
나스닥 종합 지수,대선다음해,1981,위,손절불가,1981-10-01,181.09,1982-06-30,188,171.3,-5.41,-7.27,기한청산
나스닥 종합 지수,대선다음해,1985,위,손절불가,1985-10-01,281.8,1986-06-30,188,405.5,43.9,-1.7,기한청산
나스닥 종합 지수,대선다음해,1989,위,손절불가,1989-10-02,475.2,1990-06-29,188,462.3,-2.71,-13.57,기한청산
나스닥 종합 지수,대선다음해,1993,위,손절불가,1993-10-01,763.23,1994-06-30,188,705.96,-7.5,-9.1,기한청산
나스닥 종합 지수,대선다음해,1997,위,손절불가,1997-10-01,1690.3,1998-06-30,187,1894.74,12.09,-11.29,기한청산
나스닥 종합 지수,대선다음해,2001,위,손절불가,2001-10-01,1480.46,2002-06-28,187,1463.21,-1.17,-3.81,기한청산
나스닥 종합 지수,대선다음해,2005,위,손절불가,2005-10-03,2155.4299,2006-06-30,187,2172.0901,0.77,-5.47,기한청산
나스닥 종합 지수,대선다음해,2009,위,손절불가,2009-10-01,2057.48,2010-06-30,187,2109.24,2.52,-0.6,기한청산
나스닥 종합 지수,대선다음해,2013,위,손절불가,2013-10-01,3817.98,2014-06-30,187,4408.1802,15.46,-3.67,기한청산
나스닥 종합 지수,대선다음해,2017,위,손절불가,2017-10-02,6516.7202,2018-06-29,187,7510.2998,15.25,0.23,기한청산
나스닥 종합 지수,대선다음해,2021,위,손절불가,2021-10-01,14566.7002,2022-06-30,187,11028.7402,-24.29,-26.91,기한청산
나스닥 종합 지수,대선다음해,2025,위,손절불가,2025-10-01,22755.1602,2026-06-30,186,26213.7207,15.2,-8.62,기한청산
