종목,사이클 위치,진입 연도,방향,손절선(%),진입일,진입가,청산일,보유일,청산가,수익률(%),보유 중 최악(%),청산 사유
QQQ,대선전해,2019,위,무손절,2019-10-01,187.27,2020-06-30,188,247.6,32.22,-11.93,기한청산
QQQ,대선전해,2023,위,무손절,2023-10-02,361.26,2024-06-28,186,479.11,32.62,-5.23,기한청산
QQQ,대선전해,1999,위,-5.0,1999-10-01,60.2109,2000-06-30,189,93.4375,55.18,-4.65,기한청산
QQQ,대선전해,2003,위,-5.0,2003-10-01,33.15,2004-06-30,187,37.74,13.85,-0.66,기한청산
QQQ,대선전해,2007,위,-5.0,2007-10-01,52.0,2007-11-12,30,49.4,-5.0,-5.0,장중손절
QQQ,대선전해,2011,위,-5.0,2011-10-03,51.14,2012-06-29,187,64.16,25.46,-2.03,기한청산
QQQ,대선전해,2015,위,-5.0,2015-10-01,102.22,2016-02-08,88,96.29,-5.8,-5.8,갭손절
QQQ,대선전해,2019,위,-5.0,2019-10-01,187.27,2020-03-12,112,177.9065,-5.0,-5.0,장중손절
QQQ,대선전해,2023,위,-5.0,2023-10-02,361.26,2023-10-26,18,343.197,-5.0,-5.0,장중손절
QQQ,대선전해,1999,위,-8.0,1999-10-01,60.2109,2000-06-30,189,93.4375,55.18,-4.65,기한청산
QQQ,대선전해,2003,위,-8.0,2003-10-01,33.15,2004-06-30,187,37.74,13.85,-0.66,기한청산
QQQ,대선전해,2007,위,-8.0,2007-10-01,52.0,2008-01-07,67,47.84,-8.0,-8.0,장중손절
QQQ,대선전해,2011,위,-8.0,2011-10-03,51.14,2012-06-29,187,64.16,25.46,-2.03,기한청산
QQQ,대선전해,2015,위,-8.0,2015-10-01,102.22,2016-06-30,188,107.54,5.2,-7.22,기한청산
QQQ,대선전해,2019,위,-8.0,2019-10-01,187.27,2020-03-16,114,172.2884,-8.0,-8.0,장중손절
QQQ,대선전해,2023,위,-8.0,2023-10-02,361.26,2024-06-28,186,479.11,32.62,-5.23,기한청산
QQQ,대선전해,1999,위,-10.0,1999-10-01,60.2109,2000-06-30,189,93.4375,55.18,-4.65,기한청산
QQQ,대선전해,2003,위,-10.0,2003-10-01,33.15,2004-06-30,187,37.74,13.85,-0.66,기한청산
QQQ,대선전해,2007,위,-10.0,2007-10-01,52.0,2008-01-09,69,46.8,-10.0,-10.0,장중손절
QQQ,대선전해,2011,위,-10.0,2011-10-03,51.14,2012-06-29,187,64.16,25.46,-2.03,기한청산
QQQ,대선전해,2015,위,-10.0,2015-10-01,102.22,2016-06-30,188,107.54,5.2,-7.22,기한청산
QQQ,대선전해,2019,위,-10.0,2019-10-01,187.27,2020-03-18,116,168.543,-10.0,-10.0,장중손절
QQQ,대선전해,2023,위,-10.0,2023-10-02,361.26,2024-06-28,186,479.11,32.62,-5.23,기한청산
QQQ,대선전해,1999,위,-12.0,1999-10-01,60.2109,2000-06-30,189,93.4375,55.18,-4.65,기한청산
QQQ,대선전해,2003,위,-12.0,2003-10-01,33.15,2004-06-30,187,37.74,13.85,-0.66,기한청산
QQQ,대선전해,2007,위,-12.0,2007-10-01,52.0,2008-01-16,74,45.76,-12.0,-12.0,장중손절
QQQ,대선전해,2011,위,-12.0,2011-10-03,51.14,2012-06-29,187,64.16,25.46,-2.03,기한청산
QQQ,대선전해,2015,위,-12.0,2015-10-01,102.22,2016-06-30,188,107.54,5.2,-7.22,기한청산
QQQ,대선전해,2019,위,-12.0,2019-10-01,187.27,2020-06-30,188,247.6,32.22,-11.93,기한청산
QQQ,대선전해,2023,위,-12.0,2023-10-02,361.26,2024-06-28,186,479.11,32.62,-5.23,기한청산
QQQ,대선전해,1999,위,-15.0,1999-10-01,60.2109,2000-06-30,189,93.4375,55.18,-4.65,기한청산
QQQ,대선전해,2003,위,-15.0,2003-10-01,33.15,2004-06-30,187,37.74,13.85,-0.66,기한청산
QQQ,대선전해,2007,위,-15.0,2007-10-01,52.0,2008-01-22,77,42.83,-17.63,-17.63,갭손절
QQQ,대선전해,2011,위,-15.0,2011-10-03,51.14,2012-06-29,187,64.16,25.46,-2.03,기한청산
QQQ,대선전해,2015,위,-15.0,2015-10-01,102.22,2016-06-30,188,107.54,5.2,-7.22,기한청산
QQQ,대선전해,2019,위,-15.0,2019-10-01,187.27,2020-06-30,188,247.6,32.22,-11.93,기한청산
QQQ,대선전해,2023,위,-15.0,2023-10-02,361.26,2024-06-28,186,479.11,32.62,-5.23,기한청산
QQQ,대선전해,1999,위,-20.0,1999-10-01,60.2109,2000-06-30,189,93.4375,55.18,-4.65,기한청산
QQQ,대선전해,2003,위,-20.0,2003-10-01,33.15,2004-06-30,187,37.74,13.85,-0.66,기한청산
QQQ,대선전해,2007,위,-20.0,2007-10-01,52.0,2008-03-07,109,41.6,-20.0,-20.0,장중손절
QQQ,대선전해,2011,위,-20.0,2011-10-03,51.14,2012-06-29,187,64.16,25.46,-2.03,기한청산
QQQ,대선전해,2015,위,-20.0,2015-10-01,102.22,2016-06-30,188,107.54,5.2,-7.22,기한청산
QQQ,대선전해,2019,위,-20.0,2019-10-01,187.27,2020-06-30,188,247.6,32.22,-11.93,기한청산
QQQ,대선전해,2023,위,-20.0,2023-10-02,361.26,2024-06-28,186,479.11,32.62,-5.23,기한청산
QQQ,대선전해,1999,위,-25.0,1999-10-01,60.2109,2000-06-30,189,93.4375,55.18,-4.65,기한청산
QQQ,대선전해,2003,위,-25.0,2003-10-01,33.15,2004-06-30,187,37.74,13.85,-0.66,기한청산
QQQ,대선전해,2007,위,-25.0,2007-10-01,52.0,2008-06-30,188,45.17,-13.13,-21.06,기한청산
QQQ,대선전해,2011,위,-25.0,2011-10-03,51.14,2012-06-29,187,64.16,25.46,-2.03,기한청산
QQQ,대선전해,2015,위,-25.0,2015-10-01,102.22,2016-06-30,188,107.54,5.2,-7.22,기한청산
QQQ,대선전해,2019,위,-25.0,2019-10-01,187.27,2020-06-30,188,247.6,32.22,-11.93,기한청산
QQQ,대선전해,2023,위,-25.0,2023-10-02,361.26,2024-06-28,186,479.11,32.62,-5.23,기한청산
QQQ,대선전해,1999,위,-30.0,1999-10-01,60.2109,2000-06-30,189,93.4375,55.18,-4.65,기한청산
QQQ,대선전해,2003,위,-30.0,2003-10-01,33.15,2004-06-30,187,37.74,13.85,-0.66,기한청산
QQQ,대선전해,2007,위,-30.0,2007-10-01,52.0,2008-06-30,188,45.17,-13.13,-21.06,기한청산
QQQ,대선전해,2011,위,-30.0,2011-10-03,51.14,2012-06-29,187,64.16,25.46,-2.03,기한청산
QQQ,대선전해,2015,위,-30.0,2015-10-01,102.22,2016-06-30,188,107.54,5.2,-7.22,기한청산
QQQ,대선전해,2019,위,-30.0,2019-10-01,187.27,2020-06-30,188,247.6,32.22,-11.93,기한청산
QQQ,대선전해,2023,위,-30.0,2023-10-02,361.26,2024-06-28,186,479.11,32.62,-5.23,기한청산
QQQ,대선해,2000,위,무손절,2000-10-02,86.75,2001-06-29,187,45.7,-47.32,-61.27,기한청산
QQQ,대선해,2004,위,무손절,2004-10-01,36.1,2005-06-30,188,36.78,1.88,-4.85,기한청산
QQQ,대선해,2008,위,무손절,2008-10-01,38.5,2009-06-30,187,36.38,-5.51,-34.94,기한청산
QQQ,대선해,2012,위,무손절,2012-10-01,68.47,2013-06-28,185,71.27,4.09,-10.46,기한청산
QQQ,대선해,2016,위,무손절,2016-10-03,118.55,2017-06-30,187,137.64,16.1,-4.3,기한청산
QQQ,대선해,2020,위,무손절,2020-10-01,282.25,2021-06-30,187,354.43,25.57,-5.41,기한청산
QQQ,대선해,2024,위,무손절,2024-10-01,481.27,2025-06-30,185,551.64,14.62,-16.39,기한청산
QQQ,대선해,2000,위,-5.0,2000-10-02,86.75,2000-10-04,2,82.4125,-5.0,-5.0,장중손절
QQQ,대선해,2004,위,-5.0,2004-10-01,36.1,2005-06-30,188,36.78,1.88,-4.85,기한청산
QQQ,대선해,2008,위,-5.0,2008-10-01,38.5,2008-10-03,2,36.575,-5.0,-5.0,장중손절
QQQ,대선해,2012,위,-5.0,2012-10-01,68.47,2012-10-25,18,65.0465,-5.0,-5.0,장중손절
QQQ,대선해,2016,위,-5.0,2016-10-03,118.55,2017-06-30,187,137.64,16.1,-4.3,기한청산
QQQ,대선해,2020,위,-5.0,2020-10-01,282.25,2020-10-30,21,268.1375,-5.0,-5.0,장중손절
QQQ,대선해,2024,위,-5.0,2024-10-01,481.27,2025-04-03,126,456.44,-5.16,-5.16,갭손절
QQQ,대선해,2000,위,-8.0,2000-10-02,86.75,2000-10-09,5,79.81,-8.0,-8.0,장중손절
QQQ,대선해,2004,위,-8.0,2004-10-01,36.1,2005-06-30,188,36.78,1.88,-4.85,기한청산
QQQ,대선해,2008,위,-8.0,2008-10-01,38.5,2008-10-06,3,35.26,-8.42,-8.42,갭손절
QQQ,대선해,2012,위,-8.0,2012-10-01,68.47,2012-11-13,29,62.93,-8.09,-8.09,갭손절
QQQ,대선해,2016,위,-8.0,2016-10-03,118.55,2017-06-30,187,137.64,16.1,-4.3,기한청산
QQQ,대선해,2020,위,-8.0,2020-10-01,282.25,2021-06-30,187,354.43,25.57,-5.41,기한청산
QQQ,대선해,2024,위,-8.0,2024-10-01,481.27,2025-04-04,127,438.14,-8.96,-8.96,갭손절
QQQ,대선해,2000,위,-10.0,2000-10-02,86.75,2000-10-10,6,78.075,-10.0,-10.0,장중손절
QQQ,대선해,2004,위,-10.0,2004-10-01,36.1,2005-06-30,188,36.78,1.88,-4.85,기한청산
QQQ,대선해,2008,위,-10.0,2008-10-01,38.5,2008-10-06,3,34.65,-10.0,-10.0,장중손절
QQQ,대선해,2012,위,-10.0,2012-10-01,68.47,2012-11-16,32,61.623,-10.0,-10.0,장중손절
QQQ,대선해,2016,위,-10.0,2016-10-03,118.55,2017-06-30,187,137.64,16.1,-4.3,기한청산
QQQ,대선해,2020,위,-10.0,2020-10-01,282.25,2021-06-30,187,354.43,25.57,-5.41,기한청산
QQQ,대선해,2024,위,-10.0,2024-10-01,481.27,2025-04-04,127,433.143,-10.0,-10.0,장중손절
QQQ,대선해,2000,위,-12.0,2000-10-02,86.75,2000-10-11,7,76.34,-12.0,-12.0,장중손절
QQQ,대선해,2004,위,-12.0,2004-10-01,36.1,2005-06-30,188,36.78,1.88,-4.85,기한청산
QQQ,대선해,2008,위,-12.0,2008-10-01,38.5,2008-10-06,3,33.88,-12.0,-12.0,장중손절
QQQ,대선해,2012,위,-12.0,2012-10-01,68.47,2013-06-28,185,71.27,4.09,-10.46,기한청산
QQQ,대선해,2016,위,-12.0,2016-10-03,118.55,2017-06-30,187,137.64,16.1,-4.3,기한청산
QQQ,대선해,2020,위,-12.0,2020-10-01,282.25,2021-06-30,187,354.43,25.57,-5.41,기한청산
QQQ,대선해,2024,위,-12.0,2024-10-01,481.27,2025-04-04,127,423.5176,-12.0,-12.0,장중손절
QQQ,대선해,2000,위,-15.0,2000-10-02,86.75,2000-10-26,18,73.7375,-15.0,-15.0,장중손절
QQQ,대선해,2004,위,-15.0,2004-10-01,36.1,2005-06-30,188,36.78,1.88,-4.85,기한청산
QQQ,대선해,2008,위,-15.0,2008-10-01,38.5,2008-10-07,4,32.725,-15.0,-15.0,장중손절
QQQ,대선해,2012,위,-15.0,2012-10-01,68.47,2013-06-28,185,71.27,4.09,-10.46,기한청산
QQQ,대선해,2016,위,-15.0,2016-10-03,118.55,2017-06-30,187,137.64,16.1,-4.3,기한청산
QQQ,대선해,2020,위,-15.0,2020-10-01,282.25,2021-06-30,187,354.43,25.57,-5.41,기한청산
QQQ,대선해,2024,위,-15.0,2024-10-01,481.27,2025-04-07,128,408.66,-15.09,-15.09,갭손절
QQQ,대선해,2000,위,-20.0,2000-10-02,86.75,2000-11-13,30,69.4,-20.0,-20.0,장중손절
QQQ,대선해,2004,위,-20.0,2004-10-01,36.1,2005-06-30,188,36.78,1.88,-4.85,기한청산
QQQ,대선해,2008,위,-20.0,2008-10-01,38.5,2008-10-10,7,30.52,-20.73,-20.73,갭손절
QQQ,대선해,2012,위,-20.0,2012-10-01,68.47,2013-06-28,185,71.27,4.09,-10.46,기한청산
QQQ,대선해,2016,위,-20.0,2016-10-03,118.55,2017-06-30,187,137.64,16.1,-4.3,기한청산
QQQ,대선해,2020,위,-20.0,2020-10-01,282.25,2021-06-30,187,354.43,25.57,-5.41,기한청산
QQQ,대선해,2024,위,-20.0,2024-10-01,481.27,2025-06-30,185,551.64,14.62,-16.39,기한청산
QQQ,대선해,2000,위,-25.0,2000-10-02,86.75,2000-11-29,41,65.0625,-25.0,-25.0,장중손절
QQQ,대선해,2004,위,-25.0,2004-10-01,36.1,2005-06-30,188,36.78,1.88,-4.85,기한청산
QQQ,대선해,2008,위,-25.0,2008-10-01,38.5,2008-10-24,17,28.23,-26.68,-26.68,갭손절
QQQ,대선해,2012,위,-25.0,2012-10-01,68.47,2013-06-28,185,71.27,4.09,-10.46,기한청산
QQQ,대선해,2016,위,-25.0,2016-10-03,118.55,2017-06-30,187,137.64,16.1,-4.3,기한청산
QQQ,대선해,2020,위,-25.0,2020-10-01,282.25,2021-06-30,187,354.43,25.57,-5.41,기한청산
QQQ,대선해,2024,위,-25.0,2024-10-01,481.27,2025-06-30,185,551.64,14.62,-16.39,기한청산
QQQ,대선해,2000,위,-30.0,2000-10-02,86.75,2000-11-30,42,60.725,-30.0,-30.0,장중손절
QQQ,대선해,2004,위,-30.0,2004-10-01,36.1,2005-06-30,188,36.78,1.88,-4.85,기한청산
QQQ,대선해,2008,위,-30.0,2008-10-01,38.5,2008-11-19,35,26.95,-30.0,-30.0,장중손절
QQQ,대선해,2012,위,-30.0,2012-10-01,68.47,2013-06-28,185,71.27,4.09,-10.46,기한청산
QQQ,대선해,2016,위,-30.0,2016-10-03,118.55,2017-06-30,187,137.64,16.1,-4.3,기한청산
QQQ,대선해,2020,위,-30.0,2020-10-01,282.25,2021-06-30,187,354.43,25.57,-5.41,기한청산
QQQ,대선해,2024,위,-30.0,2024-10-01,481.27,2025-06-30,185,551.64,14.62,-16.39,기한청산
QQQ,대선다음해,2001,위,무손절,2001-10-01,28.73,2002-06-28,187,26.1,-9.15,-15.11,기한청산
QQQ,대선다음해,2005,위,무손절,2005-10-03,39.56,2006-06-30,187,38.77,-2.0,-6.07,기한청산
QQQ,대선다음해,2009,위,무손절,2009-10-01,41.0,2010-06-30,187,42.71,4.17,-0.88,기한청산
QQQ,대선다음해,2013,위,무손절,2013-10-01,79.68,2014-06-30,187,93.91,17.86,-4.18,기한청산
QQQ,대선다음해,2017,위,무손절,2017-10-02,145.58,2018-06-29,187,171.65,17.91,-0.09,기한청산
QQQ,대선다음해,2021,위,무손절,2021-10-01,360.18,2022-06-30,187,280.28,-22.18,-25.24,기한청산
QQQ,대선다음해,2025,위,무손절,2025-10-01,603.25,2026-06-30,186,736.4,22.07,-7.9,기한청산
QQQ,대선다음해,2001,위,-5.0,2001-10-01,28.73,2002-06-12,175,27.24,-5.19,-5.19,갭손절
QQQ,대선다음해,2005,위,-5.0,2005-10-03,39.56,2005-10-12,7,37.582,-5.0,-5.0,장중손절
QQQ,대선다음해,2009,위,-5.0,2009-10-01,41.0,2010-06-30,187,42.71,4.17,-0.88,기한청산
QQQ,대선다음해,2013,위,-5.0,2013-10-01,79.68,2014-06-30,187,93.91,17.86,-4.18,기한청산
QQQ,대선다음해,2017,위,-5.0,2017-10-02,145.58,2018-06-29,187,171.65,17.91,-0.09,기한청산
QQQ,대선다음해,2021,위,-5.0,2021-10-01,360.18,2022-01-24,78,342.171,-5.0,-5.0,장중손절
QQQ,대선다음해,2025,위,-5.0,2025-10-01,603.25,2026-03-27,122,570.81,-5.38,-5.38,갭손절
QQQ,대선다음해,2001,위,-8.0,2001-10-01,28.73,2002-06-14,177,26.4316,-8.0,-8.0,장중손절
QQQ,대선다음해,2005,위,-8.0,2005-10-03,39.56,2006-06-30,187,38.77,-2.0,-6.07,기한청산
QQQ,대선다음해,2009,위,-8.0,2009-10-01,41.0,2010-06-30,187,42.71,4.17,-0.88,기한청산
QQQ,대선다음해,2013,위,-8.0,2013-10-01,79.68,2014-06-30,187,93.91,17.86,-4.18,기한청산
QQQ,대선다음해,2017,위,-8.0,2017-10-02,145.58,2018-06-29,187,171.65,17.91,-0.09,기한청산
QQQ,대선다음해,2021,위,-8.0,2021-10-01,360.18,2022-02-23,99,331.3656,-8.0,-8.0,장중손절
QQQ,대선다음해,2025,위,-8.0,2025-10-01,603.25,2026-06-30,186,736.4,22.07,-7.9,기한청산
QQQ,대선다음해,2001,위,-10.0,2001-10-01,28.73,2002-06-20,181,25.857,-10.0,-10.0,장중손절
QQQ,대선다음해,2005,위,-10.0,2005-10-03,39.56,2006-06-30,187,38.77,-2.0,-6.07,기한청산
QQQ,대선다음해,2009,위,-10.0,2009-10-01,41.0,2010-06-30,187,42.71,4.17,-0.88,기한청산
QQQ,대선다음해,2013,위,-10.0,2013-10-01,79.68,2014-06-30,187,93.91,17.86,-4.18,기한청산
QQQ,대선다음해,2017,위,-10.0,2017-10-02,145.58,2018-06-29,187,171.65,17.91,-0.09,기한청산
QQQ,대선다음해,2021,위,-10.0,2021-10-01,360.18,2022-02-24,100,318.84,-11.48,-11.48,갭손절
QQQ,대선다음해,2025,위,-10.0,2025-10-01,603.25,2026-06-30,186,736.4,22.07,-7.9,기한청산
QQQ,대선다음해,2001,위,-12.0,2001-10-01,28.73,2002-06-24,183,25.2824,-12.0,-12.0,장중손절
QQQ,대선다음해,2005,위,-12.0,2005-10-03,39.56,2006-06-30,187,38.77,-2.0,-6.07,기한청산
QQQ,대선다음해,2009,위,-12.0,2009-10-01,41.0,2010-06-30,187,42.71,4.17,-0.88,기한청산
QQQ,대선다음해,2013,위,-12.0,2013-10-01,79.68,2014-06-30,187,93.91,17.86,-4.18,기한청산
QQQ,대선다음해,2017,위,-12.0,2017-10-02,145.58,2018-06-29,187,171.65,17.91,-0.09,기한청산
QQQ,대선다음해,2021,위,-12.0,2021-10-01,360.18,2022-04-26,142,316.9584,-12.0,-12.0,장중손절
QQQ,대선다음해,2025,위,-12.0,2025-10-01,603.25,2026-06-30,186,736.4,22.07,-7.9,기한청산
QQQ,대선다음해,2001,위,-15.0,2001-10-01,28.73,2002-06-26,185,24.4205,-15.0,-15.0,장중손절
QQQ,대선다음해,2005,위,-15.0,2005-10-03,39.56,2006-06-30,187,38.77,-2.0,-6.07,기한청산
QQQ,대선다음해,2009,위,-15.0,2009-10-01,41.0,2010-06-30,187,42.71,4.17,-0.88,기한청산
QQQ,대선다음해,2013,위,-15.0,2013-10-01,79.68,2014-06-30,187,93.91,17.86,-4.18,기한청산
QQQ,대선다음해,2017,위,-15.0,2017-10-02,145.58,2018-06-29,187,171.65,17.91,-0.09,기한청산
QQQ,대선다음해,2021,위,-15.0,2021-10-01,360.18,2022-05-06,150,306.153,-15.0,-15.0,장중손절
QQQ,대선다음해,2025,위,-15.0,2025-10-01,603.25,2026-06-30,186,736.4,22.07,-7.9,기한청산
QQQ,대선다음해,2001,위,-20.0,2001-10-01,28.73,2002-06-28,187,26.1,-9.15,-15.11,기한청산
QQQ,대선다음해,2005,위,-20.0,2005-10-03,39.56,2006-06-30,187,38.77,-2.0,-6.07,기한청산
QQQ,대선다음해,2009,위,-20.0,2009-10-01,41.0,2010-06-30,187,42.71,4.17,-0.88,기한청산
QQQ,대선다음해,2013,위,-20.0,2013-10-01,79.68,2014-06-30,187,93.91,17.86,-4.18,기한청산
QQQ,대선다음해,2017,위,-20.0,2017-10-02,145.58,2018-06-29,187,171.65,17.91,-0.09,기한청산
QQQ,대선다음해,2021,위,-20.0,2021-10-01,360.18,2022-05-12,154,287.45,-20.19,-20.19,갭손절
QQQ,대선다음해,2025,위,-20.0,2025-10-01,603.25,2026-06-30,186,736.4,22.07,-7.9,기한청산
QQQ,대선다음해,2001,위,-25.0,2001-10-01,28.73,2002-06-28,187,26.1,-9.15,-15.11,기한청산
QQQ,대선다음해,2005,위,-25.0,2005-10-03,39.56,2006-06-30,187,38.77,-2.0,-6.07,기한청산
QQQ,대선다음해,2009,위,-25.0,2009-10-01,41.0,2010-06-30,187,42.71,4.17,-0.88,기한청산
QQQ,대선다음해,2013,위,-25.0,2013-10-01,79.68,2014-06-30,187,93.91,17.86,-4.18,기한청산
QQQ,대선다음해,2017,위,-25.0,2017-10-02,145.58,2018-06-29,187,171.65,17.91,-0.09,기한청산
QQQ,대선다음해,2021,위,-25.0,2021-10-01,360.18,2022-06-16,178,270.135,-25.0,-25.0,장중손절
QQQ,대선다음해,2025,위,-25.0,2025-10-01,603.25,2026-06-30,186,736.4,22.07,-7.9,기한청산
QQQ,대선다음해,2001,위,-30.0,2001-10-01,28.73,2002-06-28,187,26.1,-9.15,-15.11,기한청산
QQQ,대선다음해,2005,위,-30.0,2005-10-03,39.56,2006-06-30,187,38.77,-2.0,-6.07,기한청산
QQQ,대선다음해,2009,위,-30.0,2009-10-01,41.0,2010-06-30,187,42.71,4.17,-0.88,기한청산
QQQ,대선다음해,2013,위,-30.0,2013-10-01,79.68,2014-06-30,187,93.91,17.86,-4.18,기한청산
QQQ,대선다음해,2017,위,-30.0,2017-10-02,145.58,2018-06-29,187,171.65,17.91,-0.09,기한청산
QQQ,대선다음해,2021,위,-30.0,2021-10-01,360.18,2022-06-30,187,280.28,-22.18,-25.24,기한청산
QQQ,대선다음해,2025,위,-30.0,2025-10-01,603.25,2026-06-30,186,736.4,22.07,-7.9,기한청산
S&P 500 지수,중간선거해,1930,위,손절불가,1930-10-01,19.42,1931-06-30,186,14.83,-23.64,-37.18,기한청산
S&P 500 지수,중간선거해,1934,위,손절불가,1934-10-01,8.83,1935-06-28,184,10.24,15.97,-8.72,기한청산
S&P 500 지수,중간선거해,1938,위,손절불가,1938-10-03,12.52,1939-06-30,184,10.86,-13.26,-16.77,기한청산
S&P 500 지수,중간선거해,1942,위,손절불가,1942-10-01,8.92,1943-06-30,184,12.35,38.45,1.46,기한청산
S&P 500 지수,중간선거해,1946,위,손절불가,1946-10-01,14.92,1947-06-30,186,15.21,1.94,-7.71,기한청산
S&P 500 지수,중간선거해,1950,위,손절불가,1950-10-02,19.69,1951-06-29,185,20.96,6.45,-3.5,기한청산
S&P 500 지수,중간선거해,1954,위,손절불가,1954-10-01,32.29,1955-06-30,188,41.03,27.07,-1.89,기한청산
S&P 500 지수,중간선거해,1958,위,손절불가,1958-10-01,49.98,1959-06-30,187,58.47,16.99,0.38,기한청산
S&P 500 지수,중간선거해,1962,위,손절불가,1962-10-01,55.49,1963-06-28,187,69.37,25.01,-3.6,기한청산
S&P 500 지수,중간선거해,1966,위,손절불가,1966-10-03,74.9,1967-06-30,187,90.64,21.01,-2.27,기한청산
S&P 500 지수,중간선거해,1970,위,손절불가,1970-10-01,84.32,1971-06-30,188,98.7,17.05,-1.81,기한청산
S&P 500 지수,중간선거해,1974,위,손절불가,1974-10-01,63.39,1975-06-30,188,95.19,50.17,-1.75,기한청산
S&P 500 지수,중간선거해,1978,위,손절불가,1978-10-02,102.96,1979-06-29,188,102.91,-0.05,-10.17,기한청산
S&P 500 지수,중간선거해,1982,위,손절불가,1982-10-01,121.97,1983-06-30,189,167.64,37.44,-0.38,기한청산
S&P 500 지수,중간선거해,1986,위,손절불가,1986-10-01,233.6,1987-06-30,188,304.0,30.14,0.05,기한청산
S&P 500 지수,중간선거해,1990,위,손절불가,1990-10-01,314.94,1991-06-28,188,371.16,17.85,-6.19,기한청산
S&P 500 지수,중간선거해,1994,위,손절불가,1994-10-03,461.74,1995-06-30,188,544.75,17.98,-3.53,기한청산
S&P 500 지수,중간선거해,1998,위,손절불가,1998-10-01,986.39,1999-06-30,187,1372.71,39.17,-2.73,기한청산
S&P 500 지수,중간선거해,2002,위,손절불가,2002-10-01,847.91,2003-06-30,187,974.5,14.93,-8.39,기한청산
S&P 500 지수,중간선거해,2006,위,손절불가,2006-10-02,1331.3199,2007-06-29,186,1503.35,12.92,0.21,기한청산
S&P 500 지수,중간선거해,2010,위,손절불가,2010-10-01,1146.24,2011-06-30,188,1320.64,15.21,-0.8,기한청산
S&P 500 지수,중간선거해,2014,위,손절불가,2014-10-01,1946.16,2015-06-30,187,2063.1101,6.01,-4.3,기한청산
S&P 500 지수,중간선거해,2018,위,손절불가,2018-10-01,2924.5901,2019-06-28,186,2941.76,0.59,-19.61,기한청산
S&P 500 지수,중간선거해,2022,위,손절불가,2022-10-03,3678.4299,2023-06-30,186,4450.3799,20.99,-2.76,기한청산
S&P 500 지수,대선전해,1931,위,손절불가,1931-10-01,9.53,1932-06-30,186,4.43,-53.52,-53.83,기한청산
S&P 500 지수,대선전해,1935,위,손절불가,1935-10-01,11.48,1936-06-30,188,14.84,29.27,-3.31,기한청산
S&P 500 지수,대선전해,1939,위,손절불가,1939-10-02,12.88,1940-06-28,185,9.98,-22.52,-30.2,기한청산
S&P 500 지수,대선전해,1943,위,손절불가,1943-10-01,12.09,1944-06-30,188,12.98,7.36,-9.1,기한청산
S&P 500 지수,대선전해,1947,위,손절불가,1947-10-01,15.16,1948-06-30,185,16.74,10.42,-8.71,기한청산
S&P 500 지수,대선전해,1951,위,손절불가,1951-10-01,23.47,1952-06-30,185,24.96,6.35,-4.56,기한청산
S&P 500 지수,대선전해,1955,위,손절불가,1955-10-03,42.49,1956-06-29,187,46.97,10.54,-3.98,기한청산
S&P 500 지수,대선전해,1959,위,손절불가,1959-10-01,56.94,1960-06-30,188,56.92,-0.04,-6.09,기한청산
S&P 500 지수,대선전해,1963,위,손절불가,1963-10-01,72.22,1964-06-30,187,81.69,13.11,-3.61,기한청산
S&P 500 지수,대선전해,1967,위,손절불가,1967-10-02,96.32,1968-06-28,182,99.58,3.38,-8.93,기한청산
S&P 500 지수,대선전해,1971,위,손절불가,1971-10-01,98.93,1972-06-30,190,107.14,8.3,-8.86,기한청산
S&P 500 지수,대선전해,1975,위,손절불가,1975-10-01,82.93,1976-06-30,189,104.28,25.74,1.07,기한청산
S&P 500 지수,대선전해,1979,위,손절불가,1979-10-01,108.56,1980-06-30,189,114.24,5.23,-9.52,기한청산
S&P 500 지수,대선전해,1983,위,손절불가,1983-10-03,165.81,1984-06-29,188,153.18,-7.62,-10.12,기한청산
S&P 500 지수,대선전해,1987,위,손절불가,1987-10-01,327.33,1988-06-30,189,273.5,-16.45,-31.59,기한청산
S&P 500 지수,대선전해,1991,위,손절불가,1991-10-01,389.2,1992-06-30,189,408.14,4.87,-3.59,기한청산
S&P 500 지수,대선전해,1995,위,손절불가,1995-10-02,581.72,1996-06-28,188,670.63,15.28,-0.86,기한청산
S&P 500 지수,대선전해,1999,위,손절불가,1999-10-01,1282.8101,2000-06-30,189,1454.6,13.39,-2.76,기한청산
S&P 500 지수,대선전해,2003,위,손절불가,2003-10-01,1018.22,2004-06-30,187,1140.84,12.04,0.2,기한청산
S&P 500 지수,대선전해,2007,위,손절불가,2007-10-01,1547.04,2008-06-30,188,1280.0,-17.26,-17.69,기한청산
S&P 500 지수,대선전해,2011,위,손절불가,2011-10-03,1099.23,2012-06-29,187,1362.16,23.92,2.25,기한청산
S&P 500 지수,대선전해,2015,위,손절불가,2015-10-01,1923.8199,2016-06-30,188,2098.8601,9.1,-4.92,기한청산
S&P 500 지수,대선전해,2019,위,손절불가,2019-10-01,2940.25,2020-06-30,188,3100.29,5.44,-23.9,기한청산
S&P 500 지수,대선전해,2023,위,손절불가,2023-10-02,4288.3901,2024-06-28,186,5460.48,27.33,-3.99,기한청산
S&P 500 지수,대선해,1928,위,손절불가,1928-10-01,21.36,1929-06-28,185,27.41,28.32,-1.17,기한청산
S&P 500 지수,대선해,1932,위,손절불가,1932-10-03,8.06,1933-06-30,178,10.91,35.36,-31.39,기한청산
