종목,조합,월,방향,손절선(%),진입일,진입가,청산일,보유일,청산가,수익률(%),보유 중 최악(%),청산 사유
KODEX 200,만기→다음주금,9,위,무손절,2014-09-19,26265.0,2014-09-26,5,25765.0,-1.9,-2.38,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2015-09-18,24115.0,2015-09-25,5,23475.0,-2.65,-3.32,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2016-09-13,25075.0,2016-09-23,5,25750.0,2.69,-0.06,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2017-09-15,31385.0,2017-09-22,5,31675.0,0.92,0.1,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2018-09-21,30085.0,2018-09-28,2,30125.0,0.13,-0.23,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2019-09-20,27640.0,2019-09-27,5,27200.0,-1.59,-1.88,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2020-09-18,31820.0,2020-09-25,5,30350.0,-4.62,-5.09,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2021-09-17,41070.0,2021-09-24,2,40965.0,-0.26,-0.79,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2022-09-16,30880.0,2022-09-23,5,29780.0,-3.56,-3.82,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2023-09-15,34595.0,2023-09-22,5,33200.0,-4.03,-4.81,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2024-09-20,34515.0,2024-09-27,5,35535.0,2.96,-0.1,기한청산
KODEX 200,만기→다음주금,9,위,무손절,2025-09-19,47485.0,2025-09-26,5,47045.0,-0.93,-1.7,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2003-09-19,9540.0,2003-09-26,5,8940.0,6.29,0.42,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2004-09-17,10900.0,2004-09-24,5,10660.0,2.2,-1.93,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2005-09-16,15180.0,2005-09-23,4,15135.0,0.3,-2.04,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2006-09-15,17800.0,2006-09-22,5,17620.0,1.01,-1.57,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2007-09-21,24370.0,2007-09-28,2,24735.0,-1.5,-1.85,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2008-09-19,19080.0,2008-09-26,5,19210.0,-0.68,-2.36,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2009-09-18,22380.0,2009-09-25,5,22300.0,0.36,-1.32,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2010-09-17,23830.0,2010-09-24,2,24000.0,-0.71,-0.92,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2011-09-16,23885.0,2011-09-23,5,22030.0,7.77,-2.09,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2012-09-21,26390.0,2012-09-28,5,26310.0,0.3,-0.13,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2013-09-17,26140.0,2013-09-27,5,26295.0,-0.59,-0.92,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2014-09-19,26265.0,2014-09-26,5,25765.0,1.9,0.38,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2015-09-18,24115.0,2015-09-25,5,23475.0,2.65,0.89,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2016-09-13,25075.0,2016-09-23,5,25750.0,-2.69,-3.17,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2017-09-15,31385.0,2017-09-22,5,31675.0,-0.92,-2.26,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2018-09-21,30085.0,2018-09-28,2,30125.0,-0.13,-0.95,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2019-09-20,27640.0,2019-09-27,5,27200.0,1.59,-0.72,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2020-09-18,31820.0,2020-09-25,5,30350.0,4.62,-0.75,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2021-09-17,41070.0,2021-09-24,2,40965.0,0.26,-0.49,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2022-09-16,30880.0,2022-09-23,5,29780.0,3.56,-0.47,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2023-09-15,34595.0,2023-09-22,5,33200.0,4.03,0.3,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2024-09-20,34515.0,2024-09-27,5,35535.0,-2.96,-4.37,기한청산
KODEX 200,만기→다음주금,9,아래,-5.0,2025-09-19,47485.0,2025-09-26,5,47045.0,0.93,-2.19,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2003-09-19,9540.0,2003-09-26,5,8940.0,6.29,0.42,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2004-09-17,10900.0,2004-09-24,5,10660.0,2.2,-1.93,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2005-09-16,15180.0,2005-09-23,4,15135.0,0.3,-2.04,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2006-09-15,17800.0,2006-09-22,5,17620.0,1.01,-1.57,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2007-09-21,24370.0,2007-09-28,2,24735.0,-1.5,-1.85,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2008-09-19,19080.0,2008-09-26,5,19210.0,-0.68,-2.36,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2009-09-18,22380.0,2009-09-25,5,22300.0,0.36,-1.32,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2010-09-17,23830.0,2010-09-24,2,24000.0,-0.71,-0.92,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2011-09-16,23885.0,2011-09-23,5,22030.0,7.77,-2.09,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2012-09-21,26390.0,2012-09-28,5,26310.0,0.3,-0.13,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2013-09-17,26140.0,2013-09-27,5,26295.0,-0.59,-0.92,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2014-09-19,26265.0,2014-09-26,5,25765.0,1.9,0.38,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2015-09-18,24115.0,2015-09-25,5,23475.0,2.65,0.89,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2016-09-13,25075.0,2016-09-23,5,25750.0,-2.69,-3.17,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2017-09-15,31385.0,2017-09-22,5,31675.0,-0.92,-2.26,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2018-09-21,30085.0,2018-09-28,2,30125.0,-0.13,-0.95,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2019-09-20,27640.0,2019-09-27,5,27200.0,1.59,-0.72,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2020-09-18,31820.0,2020-09-25,5,30350.0,4.62,-0.75,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2021-09-17,41070.0,2021-09-24,2,40965.0,0.26,-0.49,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2022-09-16,30880.0,2022-09-23,5,29780.0,3.56,-0.47,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2023-09-15,34595.0,2023-09-22,5,33200.0,4.03,0.3,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2024-09-20,34515.0,2024-09-27,5,35535.0,-2.96,-4.37,기한청산
KODEX 200,만기→다음주금,9,아래,무손절,2025-09-19,47485.0,2025-09-26,5,47045.0,0.93,-2.19,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2002-12-20,9050.0,2002-12-26,3,8598.0,-5.0,-5.0,장중손절
KODEX 200,만기→다음주금,12,위,-5.0,2003-12-19,10460.0,2003-12-26,4,10230.0,-2.2,-2.49,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2004-12-17,11200.0,2004-12-24,5,11230.0,0.27,-0.62,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2005-12-16,17000.0,2005-12-23,5,17545.0,3.21,-0.06,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2006-12-15,18540.0,2006-12-22,5,18750.0,1.13,0.08,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2007-12-21,24020.0,2007-12-28,4,24480.0,1.92,0.79,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2008-12-19,15450.0,2008-12-24,3,14678.0,-5.0,-5.0,장중손절
KODEX 200,만기→다음주금,12,위,-5.0,2009-12-18,21855.0,2009-12-24,4,22375.0,2.38,-0.64,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2010-12-17,26820.0,2010-12-24,5,26980.0,0.6,-1.06,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2011-12-16,24085.0,2011-12-23,5,24575.0,2.03,-4.92,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2012-12-21,26215.0,2012-12-28,4,26610.0,1.51,0.08,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2013-12-20,26070.0,2013-12-27,4,26560.0,1.88,0.0,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2014-12-19,24730.0,2014-12-26,4,25010.0,1.13,0.0,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2015-12-18,24345.0,2015-12-24,4,24580.0,0.97,-0.53,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2016-12-16,26140.0,2016-12-23,5,26135.0,-0.02,-0.29,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2017-12-15,32650.0,2017-12-22,5,32130.0,-1.59,-2.07,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2018-12-21,26480.0,2018-12-28,4,26580.0,0.38,-1.85,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2019-12-20,29530.0,2019-12-27,4,29885.0,1.2,-1.0,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2020-12-18,37150.0,2020-12-24,4,37850.0,1.88,-1.84,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2021-12-17,39850.0,2021-12-24,5,40115.0,0.66,-2.02,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2022-12-16,30695.0,2022-12-23,5,30235.0,-1.5,-1.68,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2023-12-15,34365.0,2023-12-22,5,35050.0,1.99,-0.25,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2024-12-20,31865.0,2024-12-27,4,32145.0,0.88,0.03,기한청산
KODEX 200,만기→다음주금,12,위,-5.0,2025-12-19,57120.0,2025-12-26,4,59110.0,3.48,1.7,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2002-12-20,9050.0,2002-12-27,4,8470.0,-6.41,-6.52,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2003-12-19,10460.0,2003-12-26,4,10230.0,-2.2,-2.49,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2004-12-17,11200.0,2004-12-24,5,11230.0,0.27,-0.62,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2005-12-16,17000.0,2005-12-23,5,17545.0,3.21,-0.06,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2006-12-15,18540.0,2006-12-22,5,18750.0,1.13,0.08,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2007-12-21,24020.0,2007-12-28,4,24480.0,1.92,0.79,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2008-12-19,15450.0,2008-12-26,4,14680.0,-4.98,-5.79,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2009-12-18,21855.0,2009-12-24,4,22375.0,2.38,-0.64,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2010-12-17,26820.0,2010-12-24,5,26980.0,0.6,-1.06,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2011-12-16,24085.0,2011-12-23,5,24575.0,2.03,-4.92,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2012-12-21,26215.0,2012-12-28,4,26610.0,1.51,0.08,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2013-12-20,26070.0,2013-12-27,4,26560.0,1.88,0.0,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2014-12-19,24730.0,2014-12-26,4,25010.0,1.13,0.0,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2015-12-18,24345.0,2015-12-24,4,24580.0,0.97,-0.53,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2016-12-16,26140.0,2016-12-23,5,26135.0,-0.02,-0.29,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2017-12-15,32650.0,2017-12-22,5,32130.0,-1.59,-2.07,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2018-12-21,26480.0,2018-12-28,4,26580.0,0.38,-1.85,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2019-12-20,29530.0,2019-12-27,4,29885.0,1.2,-1.0,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2020-12-18,37150.0,2020-12-24,4,37850.0,1.88,-1.84,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2021-12-17,39850.0,2021-12-24,5,40115.0,0.66,-2.02,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2022-12-16,30695.0,2022-12-23,5,30235.0,-1.5,-1.68,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2023-12-15,34365.0,2023-12-22,5,35050.0,1.99,-0.25,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2024-12-20,31865.0,2024-12-27,4,32145.0,0.88,0.03,기한청산
KODEX 200,만기→다음주금,12,위,무손절,2025-12-19,57120.0,2025-12-26,4,59110.0,3.48,1.7,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2002-12-20,9050.0,2002-12-27,4,8470.0,6.41,-0.44,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2003-12-19,10460.0,2003-12-26,4,10230.0,2.2,-0.86,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2004-12-17,11200.0,2004-12-24,5,11230.0,-0.27,-1.52,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2005-12-16,17000.0,2005-12-23,5,17545.0,-3.21,-3.76,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2006-12-15,18540.0,2006-12-22,5,18750.0,-1.13,-1.75,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2007-12-21,24020.0,2007-12-28,4,24480.0,-1.92,-3.29,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2008-12-19,15450.0,2008-12-26,4,14680.0,4.98,-2.2,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2009-12-18,21855.0,2009-12-24,4,22375.0,-2.38,-2.86,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2010-12-17,26820.0,2010-12-24,5,26980.0,-0.6,-1.32,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2011-12-16,24085.0,2011-12-23,5,24575.0,-2.03,-2.49,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2012-12-21,26215.0,2012-12-28,4,26610.0,-1.51,-1.77,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2013-12-20,26070.0,2013-12-27,4,26560.0,-1.88,-2.05,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2014-12-19,24730.0,2014-12-26,4,25010.0,-1.13,-1.52,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2015-12-18,24345.0,2015-12-24,4,24580.0,-0.97,-2.2,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2016-12-16,26140.0,2016-12-23,5,26135.0,0.02,-0.84,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2017-12-15,32650.0,2017-12-22,5,32130.0,1.59,-1.0,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2018-12-21,26480.0,2018-12-28,4,26580.0,-0.38,-0.83,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2019-12-20,29530.0,2019-12-27,4,29885.0,-1.2,-2.07,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2020-12-18,37150.0,2020-12-24,4,37850.0,-1.88,-2.25,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2021-12-17,39850.0,2021-12-24,5,40115.0,-0.66,-1.08,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2022-12-16,30695.0,2022-12-23,5,30235.0,1.5,-0.46,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2023-12-15,34365.0,2023-12-22,5,35050.0,-1.99,-2.82,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2024-12-20,31865.0,2024-12-27,4,32145.0,-0.88,-2.24,기한청산
KODEX 200,만기→다음주금,12,아래,-5.0,2025-12-19,57120.0,2025-12-26,4,59110.0,-3.48,-4.02,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2002-12-20,9050.0,2002-12-27,4,8470.0,6.41,-0.44,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2003-12-19,10460.0,2003-12-26,4,10230.0,2.2,-0.86,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2004-12-17,11200.0,2004-12-24,5,11230.0,-0.27,-1.52,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2005-12-16,17000.0,2005-12-23,5,17545.0,-3.21,-3.76,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2006-12-15,18540.0,2006-12-22,5,18750.0,-1.13,-1.75,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2007-12-21,24020.0,2007-12-28,4,24480.0,-1.92,-3.29,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2008-12-19,15450.0,2008-12-26,4,14680.0,4.98,-2.2,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2009-12-18,21855.0,2009-12-24,4,22375.0,-2.38,-2.86,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2010-12-17,26820.0,2010-12-24,5,26980.0,-0.6,-1.32,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2011-12-16,24085.0,2011-12-23,5,24575.0,-2.03,-2.49,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2012-12-21,26215.0,2012-12-28,4,26610.0,-1.51,-1.77,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2013-12-20,26070.0,2013-12-27,4,26560.0,-1.88,-2.05,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2014-12-19,24730.0,2014-12-26,4,25010.0,-1.13,-1.52,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2015-12-18,24345.0,2015-12-24,4,24580.0,-0.97,-2.2,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2016-12-16,26140.0,2016-12-23,5,26135.0,0.02,-0.84,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2017-12-15,32650.0,2017-12-22,5,32130.0,1.59,-1.0,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2018-12-21,26480.0,2018-12-28,4,26580.0,-0.38,-0.83,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2019-12-20,29530.0,2019-12-27,4,29885.0,-1.2,-2.07,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2020-12-18,37150.0,2020-12-24,4,37850.0,-1.88,-2.25,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2021-12-17,39850.0,2021-12-24,5,40115.0,-0.66,-1.08,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2022-12-16,30695.0,2022-12-23,5,30235.0,1.5,-0.46,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2023-12-15,34365.0,2023-12-22,5,35050.0,-1.99,-2.82,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2024-12-20,31865.0,2024-12-27,4,32145.0,-0.88,-2.24,기한청산
KODEX 200,만기→다음주금,12,아래,무손절,2025-12-19,57120.0,2025-12-26,4,59110.0,-3.48,-4.02,기한청산
KODEX 200,만기→말일,9,위,-5.0,2003-09-19,9540.0,2003-09-23,2,9063.0,-5.0,-5.0,장중손절
KODEX 200,만기→말일,9,위,-5.0,2004-09-17,10900.0,2004-09-30,6,10960.0,0.55,-3.21,기한청산
KODEX 200,만기→말일,9,위,-5.0,2005-09-16,15180.0,2005-09-30,9,15685.0,3.33,-0.3,기한청산
KODEX 200,만기→말일,9,위,-5.0,2006-09-15,17800.0,2006-09-29,10,17970.0,0.96,-1.38,기한청산
KODEX 200,만기→말일,9,위,-5.0,2007-09-21,24370.0,2007-09-28,2,24735.0,1.5,0.92,기한청산
KODEX 200,만기→말일,9,위,-5.0,2008-09-19,19080.0,2008-09-30,7,17835.0,-6.53,-6.53,갭손절
KODEX 200,만기→말일,9,위,-5.0,2009-09-18,22380.0,2009-09-30,8,22160.0,-0.98,-1.9,기한청산
KODEX 200,만기→말일,9,위,-5.0,2010-09-17,23830.0,2010-09-30,6,24360.0,2.22,-0.55,기한청산
KODEX 200,만기→말일,9,위,-5.0,2011-09-16,23885.0,2011-09-23,5,22480.0,-5.88,-5.88,갭손절
KODEX 200,만기→말일,9,위,-5.0,2012-09-21,26390.0,2012-09-28,5,26310.0,-0.3,-1.72,기한청산
KODEX 200,만기→말일,9,위,-5.0,2013-09-17,26140.0,2013-09-30,6,26075.0,-0.25,-0.78,기한청산
KODEX 200,만기→말일,9,위,-5.0,2014-09-19,26265.0,2014-09-30,7,25615.0,-2.47,-2.89,기한청산
KODEX 200,만기→말일,9,위,-5.0,2015-09-18,24115.0,2015-09-30,6,23640.0,-1.97,-4.19,기한청산
KODEX 200,만기→말일,9,위,-5.0,2016-09-13,25075.0,2016-09-30,10,25665.0,2.35,-0.06,기한청산
KODEX 200,만기→말일,9,위,-5.0,2017-09-15,31385.0,2017-09-29,10,31700.0,1.0,-0.08,기한청산
KODEX 200,만기→말일,9,위,-5.0,2018-09-21,30085.0,2018-09-28,2,30125.0,0.13,-0.23,기한청산
KODEX 200,만기→말일,9,위,-5.0,2019-09-20,27640.0,2019-09-30,6,27430.0,-0.76,-2.01,기한청산
KODEX 200,만기→말일,9,위,-5.0,2020-09-18,31820.0,2020-09-24,4,30229.0,-5.0,-5.0,장중손절
KODEX 200,만기→말일,9,위,-5.0,2021-09-17,41070.0,2021-09-30,6,40195.0,-2.13,-3.42,기한청산
KODEX 200,만기→말일,9,위,-5.0,2022-09-16,30880.0,2022-09-26,6,29336.0,-5.0,-5.0,장중손절
KODEX 200,만기→말일,9,위,-5.0,2023-09-15,34595.0,2023-09-26,7,32865.0,-5.0,-5.0,장중손절
KODEX 200,만기→말일,9,위,-5.0,2024-09-20,34515.0,2024-09-30,6,34720.0,0.59,-0.1,기한청산
KODEX 200,만기→말일,9,위,-5.0,2025-09-19,47485.0,2025-09-30,7,47635.0,0.32,-1.7,기한청산
KODEX 200,만기→말일,9,위,무손절,2003-09-19,9540.0,2003-09-30,7,8900.0,-6.71,-7.65,기한청산
KODEX 200,만기→말일,9,위,무손절,2004-09-17,10900.0,2004-09-30,6,10960.0,0.55,-3.21,기한청산
KODEX 200,만기→말일,9,위,무손절,2005-09-16,15180.0,2005-09-30,9,15685.0,3.33,-0.3,기한청산
KODEX 200,만기→말일,9,위,무손절,2006-09-15,17800.0,2006-09-29,10,17970.0,0.96,-1.38,기한청산
KODEX 200,만기→말일,9,위,무손절,2007-09-21,24370.0,2007-09-28,2,24735.0,1.5,0.92,기한청산
KODEX 200,만기→말일,9,위,무손절,2008-09-19,19080.0,2008-09-30,7,18670.0,-2.15,-6.53,기한청산
KODEX 200,만기→말일,9,위,무손절,2009-09-18,22380.0,2009-09-30,8,22160.0,-0.98,-1.9,기한청산
KODEX 200,만기→말일,9,위,무손절,2010-09-17,23830.0,2010-09-30,6,24360.0,2.22,-0.55,기한청산
KODEX 200,만기→말일,9,위,무손절,2011-09-16,23885.0,2011-09-30,10,23120.0,-3.2,-9.99,기한청산
KODEX 200,만기→말일,9,위,무손절,2012-09-21,26390.0,2012-09-28,5,26310.0,-0.3,-1.72,기한청산
KODEX 200,만기→말일,9,위,무손절,2013-09-17,26140.0,2013-09-30,6,26075.0,-0.25,-0.78,기한청산
KODEX 200,만기→말일,9,위,무손절,2014-09-19,26265.0,2014-09-30,7,25615.0,-2.47,-2.89,기한청산
KODEX 200,만기→말일,9,위,무손절,2015-09-18,24115.0,2015-09-30,6,23640.0,-1.97,-4.19,기한청산
KODEX 200,만기→말일,9,위,무손절,2016-09-13,25075.0,2016-09-30,10,25665.0,2.35,-0.06,기한청산
KODEX 200,만기→말일,9,위,무손절,2017-09-15,31385.0,2017-09-29,10,31700.0,1.0,-0.08,기한청산
KODEX 200,만기→말일,9,위,무손절,2018-09-21,30085.0,2018-09-28,2,30125.0,0.13,-0.23,기한청산
KODEX 200,만기→말일,9,위,무손절,2019-09-20,27640.0,2019-09-30,6,27430.0,-0.76,-2.01,기한청산
KODEX 200,만기→말일,9,위,무손절,2020-09-18,31820.0,2020-09-29,7,31085.0,-2.31,-5.09,기한청산
KODEX 200,만기→말일,9,위,무손절,2021-09-17,41070.0,2021-09-30,6,40195.0,-2.13,-3.42,기한청산
KODEX 200,만기→말일,9,위,무손절,2022-09-16,30880.0,2022-09-30,10,28275.0,-8.44,-9.26,기한청산
KODEX 200,만기→말일,9,위,무손절,2023-09-15,34595.0,2023-09-27,8,32875.0,-4.97,-5.78,기한청산
KODEX 200,만기→말일,9,위,무손절,2024-09-20,34515.0,2024-09-30,6,34720.0,0.59,-0.1,기한청산
KODEX 200,만기→말일,9,위,무손절,2025-09-19,47485.0,2025-09-30,7,47635.0,0.32,-1.7,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2003-09-19,9540.0,2003-09-30,7,8900.0,6.71,0.42,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2004-09-17,10900.0,2004-09-30,6,10960.0,-0.55,-1.93,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2005-09-16,15180.0,2005-09-30,9,15685.0,-3.33,-4.68,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2006-09-15,17800.0,2006-09-29,10,17970.0,-0.96,-1.57,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2007-09-21,24370.0,2007-09-28,2,24735.0,-1.5,-1.85,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2008-09-19,19080.0,2008-09-30,7,18670.0,2.15,-2.36,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2009-09-18,22380.0,2009-09-30,8,22160.0,0.98,-1.32,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2010-09-17,23830.0,2010-09-30,6,24360.0,-2.22,-2.64,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2011-09-16,23885.0,2011-09-30,10,23120.0,3.2,-2.09,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2012-09-21,26390.0,2012-09-28,5,26310.0,0.3,-0.13,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2013-09-17,26140.0,2013-09-30,6,26075.0,0.25,-0.92,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2014-09-19,26265.0,2014-09-30,7,25615.0,2.47,0.38,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2015-09-18,24115.0,2015-09-30,6,23640.0,1.97,0.89,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2016-09-13,25075.0,2016-09-30,10,25665.0,-2.35,-3.77,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2017-09-15,31385.0,2017-09-29,10,31700.0,-1.0,-2.26,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2018-09-21,30085.0,2018-09-28,2,30125.0,-0.13,-0.95,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2019-09-20,27640.0,2019-09-30,6,27430.0,0.76,-0.72,기한청산
KODEX 200,만기→말일,9,아래,-5.0,2020-09-18,31820.0,2020-09-29,7,31085.0,2.31,-0.75,기한청산
