종목,조합,월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),손익분기 대비(%p),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),보유 중 최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일,1차 판정
KODEX 코스닥150,만기→다음주금,12,아래,무손절,뒤 절반,6,-0.54,-0.09,33.33,1.754,36.32,-2.99,1.92,-1.09,4,2.93,-1.82,-4.54,1.73,0,0,4.5,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,아래,무손절,최근 10년,10,-3.97,-0.4,40.0,0.83,54.64,-14.64,1.23,-1.48,6,2.93,-3.8,-4.54,1.8,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
KODEX 코스닥150,만기→다음주금,12,아래,무손절,최근 5년,5,-1.44,-0.29,20.0,2.681,27.17,-7.17,2.93,-1.09,4,2.93,-1.82,-4.54,1.85,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,9,위,-5.0,전체,10,-24.11,-2.41,20.0,0.495,60.2,-40.2,1.99,-4.01,7,2.1,-5.0,-5.0,3.0,0,5,5.6,예,2016-09-13,2025-09-19,제외
KODEX 코스닥150,만기→말일,9,위,-5.0,앞 절반,5,-8.76,-1.75,20.0,0.527,52.38,-32.38,1.87,-3.54,3,1.87,-5.0,-5.0,3.1,0,2,5.4,아니오,2016-09-13,2020-09-18,판정 안 함
KODEX 코스닥150,만기→말일,9,위,-5.0,뒤 절반,5,-15.34,-3.07,20.0,0.482,67.47,-47.47,2.1,-4.36,4,2.1,-5.0,-5.0,3.1,0,3,5.8,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,위,-5.0,최근 10년,10,-24.11,-2.41,20.0,0.495,60.2,-40.2,1.99,-4.01,7,2.1,-5.0,-5.0,3.0,0,5,5.6,예,2016-09-13,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,위,-5.0,최근 5년,5,-15.34,-3.07,20.0,0.482,67.47,-47.47,2.1,-4.36,4,2.1,-5.0,-5.0,3.1,0,3,5.8,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,위,무손절,전체,10,-29.57,-2.96,20.0,0.415,63.63,-43.63,1.99,-4.79,7,2.1,-11.22,-12.24,4.04,0,0,7.2,예,2016-09-13,2025-09-19,제외
KODEX 코스닥150,만기→말일,9,위,무손절,앞 절반,5,-9.15,-1.83,20.0,0.509,53.03,-33.03,1.87,-3.67,3,1.87,-5.26,-11.02,3.21,0,0,7.0,아니오,2016-09-13,2020-09-18,판정 안 함
KODEX 코스닥150,만기→말일,9,위,무손절,뒤 절반,5,-20.41,-4.08,20.0,0.374,72.8,-52.8,2.1,-5.63,4,2.1,-11.22,-12.24,4.83,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,위,무손절,최근 10년,10,-29.57,-2.96,20.0,0.415,63.63,-43.63,1.99,-4.79,7,2.1,-11.22,-12.24,4.04,0,0,7.2,예,2016-09-13,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,위,무손절,최근 5년,5,-20.41,-4.08,20.0,0.374,72.8,-52.8,2.1,-5.63,4,2.1,-11.22,-12.24,4.83,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,아래,-5.0,전체,10,29.57,2.96,70.0,2.412,26.37,43.63,4.79,-1.99,2,11.22,-2.1,-4.56,4.04,0,0,7.2,예,2016-09-13,2025-09-19,후보
KODEX 코스닥150,만기→말일,9,아래,-5.0,앞 절반,5,9.15,1.83,60.0,1.966,26.97,33.03,3.67,-1.87,1,5.26,-1.87,-4.04,3.21,0,0,7.0,아니오,2016-09-13,2020-09-18,판정 안 함
KODEX 코스닥150,만기→말일,9,아래,-5.0,뒤 절반,5,20.41,4.08,80.0,2.676,27.2,52.8,5.63,-2.1,1,11.22,-2.1,-4.56,4.83,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,아래,-5.0,최근 10년,10,29.57,2.96,70.0,2.412,26.37,43.63,4.79,-1.99,2,11.22,-2.1,-4.56,4.04,0,0,7.2,예,2016-09-13,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,아래,-5.0,최근 5년,5,20.41,4.08,80.0,2.676,27.2,52.8,5.63,-2.1,1,11.22,-2.1,-4.56,4.83,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,아래,무손절,전체,10,29.57,2.96,70.0,2.412,26.37,43.63,4.79,-1.99,2,11.22,-2.1,-4.56,4.04,0,0,7.2,예,2016-09-13,2025-09-19,후보
KODEX 코스닥150,만기→말일,9,아래,무손절,앞 절반,5,9.15,1.83,60.0,1.966,26.97,33.03,3.67,-1.87,1,5.26,-1.87,-4.04,3.21,0,0,7.0,아니오,2016-09-13,2020-09-18,판정 안 함
KODEX 코스닥150,만기→말일,9,아래,무손절,뒤 절반,5,20.41,4.08,80.0,2.676,27.2,52.8,5.63,-2.1,1,11.22,-2.1,-4.56,4.83,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,아래,무손절,최근 10년,10,29.57,2.96,70.0,2.412,26.37,43.63,4.79,-1.99,2,11.22,-2.1,-4.56,4.04,0,0,7.2,예,2016-09-13,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,9,아래,무손절,최근 5년,5,20.41,4.08,80.0,2.676,27.2,52.8,5.63,-2.1,1,11.22,-2.1,-4.56,4.83,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,만기→말일,12,위,-5.0,전체,11,28.33,2.58,90.91,0.667,60.0,30.91,3.33,-5.0,1,7.13,-5.0,-5.0,3.12,0,1,7.0,예,2015-12-18,2025-12-19,후보
KODEX 코스닥150,만기→말일,12,위,-5.0,앞 절반,5,19.19,3.84,100.0,,,,3.84,,0,7.13,0.73,-4.43,2.61,0,0,6.6,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,만기→말일,12,위,-5.0,뒤 절반,6,9.14,1.52,83.33,0.566,63.87,19.46,2.83,-5.0,1,3.84,-5.0,-5.0,3.33,0,1,7.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,위,-5.0,최근 10년,10,24.32,2.43,90.0,0.652,60.55,29.45,3.26,-5.0,1,7.13,-5.0,-5.0,3.25,0,1,7.0,예,2016-12-16,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,위,-5.0,최근 5년,5,5.83,1.17,80.0,0.542,64.86,15.14,2.71,-5.0,1,3.84,-5.0,-5.0,3.59,0,1,7.4,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,위,무손절,전체,11,29.01,2.64,90.91,0.772,56.43,34.48,3.33,-4.32,1,7.13,-4.32,-5.21,2.96,0,0,7.0,예,2015-12-18,2025-12-19,후보
KODEX 코스닥150,만기→말일,12,위,무손절,앞 절반,5,19.19,3.84,100.0,,,,3.84,,0,7.13,0.73,-4.43,2.61,0,0,6.6,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,만기→말일,12,위,무손절,뒤 절반,6,9.82,1.64,83.33,0.655,60.42,22.91,2.83,-4.32,1,3.84,-4.32,-5.21,3.07,0,0,7.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,위,무손절,최근 10년,10,25.0,2.5,90.0,0.754,57.0,33.0,3.26,-4.32,1,7.13,-4.32,-5.21,3.08,0,0,7.0,예,2016-12-16,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,위,무손절,최근 5년,5,6.52,1.3,80.0,0.627,61.45,18.55,2.71,-4.32,1,3.84,-4.32,-5.21,3.3,0,0,7.4,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,아래,-5.0,전체,11,-28.23,-2.57,9.09,1.327,42.98,-33.89,4.32,-3.25,10,4.32,-5.0,-5.0,2.75,0,3,6.73,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,만기→말일,12,아래,-5.0,앞 절반,5,-16.59,-3.32,0.0,0.0,100.0,-100.0,,-3.32,5,-0.73,-5.0,-5.0,1.94,0,2,6.4,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,만기→말일,12,아래,-5.0,뒤 절반,6,-11.64,-1.94,16.67,1.353,42.5,-25.83,4.32,-3.19,5,4.32,-5.0,-5.0,3.33,0,1,7.0,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,아래,-5.0,최근 10년,10,-24.21,-2.42,10.0,1.362,42.34,-32.34,4.32,-3.17,9,4.32,-5.0,-5.0,2.85,0,3,6.7,예,2016-12-16,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,아래,-5.0,최근 5년,5,-8.33,-1.67,20.0,1.365,42.28,-22.28,4.32,-3.16,4,4.32,-5.0,-5.0,3.64,0,1,7.0,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,아래,무손절,전체,11,-29.01,-2.64,9.09,1.295,43.57,-34.48,4.32,-3.33,10,4.32,-7.13,-7.13,2.96,0,0,7.0,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,만기→말일,12,아래,무손절,앞 절반,5,-19.19,-3.84,0.0,0.0,100.0,-100.0,,-3.84,5,-0.73,-7.13,-7.13,2.61,0,0,6.6,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,만기→말일,12,아래,무손절,뒤 절반,6,-9.82,-1.64,16.67,1.527,39.58,-22.91,4.32,-2.83,5,4.32,-3.84,-5.65,3.07,0,0,7.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,아래,무손절,최근 10년,10,-25.0,-2.5,10.0,1.325,43.0,-33.0,4.32,-3.26,9,4.32,-7.13,-7.13,3.08,0,0,7.0,예,2016-12-16,2025-12-19,판정 안 함
KODEX 코스닥150,만기→말일,12,아래,무손절,최근 5년,5,-6.52,-1.3,20.0,1.594,38.55,-18.55,4.32,-2.71,4,4.32,-3.84,-5.65,3.3,0,0,7.4,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,위,-5.0,전체,10,-26.13,-2.61,20.0,0.471,67.98,-47.98,1.74,-3.7,8,3.45,-5.61,-5.61,3.09,1,4,4.6,예,2016-09-20,2025-09-19,제외
KODEX 코스닥150,20일→다음주금,9,위,-5.0,앞 절반,5,-10.75,-2.15,20.0,0.013,98.71,-78.71,0.04,-2.7,4,0.04,-5.0,-5.0,2.62,0,2,4.6,아니오,2016-09-20,2020-09-18,판정 안 함
KODEX 코스닥150,20일→다음주금,9,위,-5.0,뒤 절반,5,-15.38,-3.08,20.0,0.733,57.69,-37.69,3.45,-4.71,4,3.45,-5.61,-5.61,3.76,1,2,4.6,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,위,-5.0,최근 10년,10,-26.13,-2.61,20.0,0.471,67.98,-47.98,1.74,-3.7,8,3.45,-5.61,-5.61,3.09,1,4,4.6,예,2016-09-20,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,위,-5.0,최근 5년,5,-15.38,-3.08,20.0,0.733,57.69,-37.69,3.45,-4.71,4,3.45,-5.61,-5.61,3.76,1,2,4.6,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,위,무손절,전체,10,-36.24,-3.62,20.0,0.351,74.01,-54.01,1.74,-4.97,8,3.45,-10.33,-11.08,4.45,0,0,5.8,예,2016-09-20,2025-09-19,제외
KODEX 코스닥150,20일→다음주금,9,위,무손절,앞 절반,5,-16.03,-3.21,20.0,0.009,99.13,-79.13,0.04,-4.02,4,0.04,-10.33,-11.02,4.48,0,0,5.6,아니오,2016-09-20,2020-09-18,판정 안 함
KODEX 코스닥150,20일→다음주금,9,위,무손절,뒤 절반,5,-20.21,-4.04,20.0,0.584,63.15,-43.15,3.45,-5.92,4,3.45,-10.05,-11.08,4.91,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,위,무손절,최근 10년,10,-36.24,-3.62,20.0,0.351,74.01,-54.01,1.74,-4.97,8,3.45,-10.33,-11.08,4.45,0,0,5.8,예,2016-09-20,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,위,무손절,최근 5년,5,-20.21,-4.04,20.0,0.584,63.15,-43.15,3.45,-5.92,4,3.45,-10.05,-11.08,4.91,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,아래,-5.0,전체,10,36.24,3.62,80.0,2.847,25.99,54.01,4.97,-1.74,2,10.33,-3.45,-4.56,4.45,0,0,5.8,예,2016-09-20,2025-09-19,후보
KODEX 코스닥150,20일→다음주금,9,아래,-5.0,앞 절반,5,16.03,3.21,80.0,113.587,0.87,79.13,4.02,-0.04,1,10.33,-0.04,-2.51,4.48,0,0,5.6,아니오,2016-09-20,2020-09-18,판정 안 함
KODEX 코스닥150,20일→다음주금,9,아래,-5.0,뒤 절반,5,20.21,4.04,80.0,1.714,36.85,43.15,5.92,-3.45,1,10.05,-3.45,-4.56,4.91,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,아래,-5.0,최근 10년,10,36.24,3.62,80.0,2.847,25.99,54.01,4.97,-1.74,2,10.33,-3.45,-4.56,4.45,0,0,5.8,예,2016-09-20,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,아래,-5.0,최근 5년,5,20.21,4.04,80.0,1.714,36.85,43.15,5.92,-3.45,1,10.05,-3.45,-4.56,4.91,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,아래,무손절,전체,10,36.24,3.62,80.0,2.847,25.99,54.01,4.97,-1.74,2,10.33,-3.45,-4.56,4.45,0,0,5.8,예,2016-09-20,2025-09-19,후보
KODEX 코스닥150,20일→다음주금,9,아래,무손절,앞 절반,5,16.03,3.21,80.0,113.587,0.87,79.13,4.02,-0.04,1,10.33,-0.04,-2.51,4.48,0,0,5.6,아니오,2016-09-20,2020-09-18,판정 안 함
KODEX 코스닥150,20일→다음주금,9,아래,무손절,뒤 절반,5,20.21,4.04,80.0,1.714,36.85,43.15,5.92,-3.45,1,10.05,-3.45,-4.56,4.91,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,아래,무손절,최근 10년,10,36.24,3.62,80.0,2.847,25.99,54.01,4.97,-1.74,2,10.33,-3.45,-4.56,4.45,0,0,5.8,예,2016-09-20,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,9,아래,무손절,최근 5년,5,20.21,4.04,80.0,1.714,36.85,43.15,5.92,-3.45,1,10.05,-3.45,-4.56,4.91,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,위,-5.0,전체,11,17.89,1.63,72.73,1.463,40.6,32.13,3.01,-2.06,3,9.82,-2.74,-3.44,3.53,0,0,5.18,예,2015-12-18,2025-12-19,후보
KODEX 코스닥150,20일→다음주금,12,위,-5.0,앞 절반,5,15.98,3.2,80.0,1.709,36.91,43.09,4.68,-2.74,1,9.82,-2.74,-2.74,4.51,0,0,5.0,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,20일→다음주금,12,위,-5.0,뒤 절반,6,1.91,0.32,66.67,0.779,56.21,10.46,1.34,-1.71,2,3.57,-2.53,-3.44,2.03,0,0,5.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,위,-5.0,최근 10년,10,20.63,2.06,80.0,1.754,36.31,43.69,3.01,-1.71,2,9.82,-2.53,-3.44,3.39,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,위,-5.0,최근 5년,5,2.82,0.56,80.0,0.529,65.42,14.58,1.34,-2.53,1,3.57,-2.53,-3.44,2.17,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,위,무손절,전체,11,17.89,1.63,72.73,1.463,40.6,32.13,3.01,-2.06,3,9.82,-2.74,-3.44,3.53,0,0,5.18,예,2015-12-18,2025-12-19,후보
KODEX 코스닥150,20일→다음주금,12,위,무손절,앞 절반,5,15.98,3.2,80.0,1.709,36.91,43.09,4.68,-2.74,1,9.82,-2.74,-2.74,4.51,0,0,5.0,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,20일→다음주금,12,위,무손절,뒤 절반,6,1.91,0.32,66.67,0.779,56.21,10.46,1.34,-1.71,2,3.57,-2.53,-3.44,2.03,0,0,5.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,위,무손절,최근 10년,10,20.63,2.06,80.0,1.754,36.31,43.69,3.01,-1.71,2,9.82,-2.53,-3.44,3.39,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,위,무손절,최근 5년,5,2.82,0.56,80.0,0.529,65.42,14.58,1.34,-2.53,1,3.57,-2.53,-3.44,2.17,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,전체,11,-17.79,-1.62,27.27,0.687,59.29,-32.02,2.06,-2.99,8,2.74,-5.14,-5.14,2.97,1,2,4.73,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,앞 절반,5,-14.45,-2.89,20.0,0.637,61.07,-41.07,2.74,-4.3,4,2.74,-5.14,-5.14,3.25,1,1,4.4,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,뒤 절반,6,-3.34,-0.56,33.33,1.013,49.67,-16.34,1.71,-1.69,4,2.53,-5.0,-5.0,2.51,0,1,5.0,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,최근 10년,10,-20.52,-2.05,20.0,0.573,63.58,-43.58,1.71,-2.99,8,2.53,-5.14,-5.14,2.74,1,2,4.8,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,아래,-5.0,최근 5년,5,-4.24,-0.85,20.0,1.494,40.1,-20.1,2.53,-1.69,4,2.53,-5.0,-5.0,2.69,0,1,5.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,아래,무손절,전체,11,-17.89,-1.63,27.27,0.684,59.4,-32.13,2.06,-3.01,8,2.74,-9.82,-9.82,3.53,0,0,5.18,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,20일→다음주금,12,아래,무손절,앞 절반,5,-15.98,-3.2,20.0,0.585,63.09,-43.09,2.74,-4.68,4,2.74,-9.82,-9.82,4.51,0,0,5.0,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,20일→다음주금,12,아래,무손절,뒤 절반,6,-1.91,-0.32,33.33,1.284,43.79,-10.46,1.71,-1.34,4,2.53,-3.57,-6.05,2.03,0,0,5.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,아래,무손절,최근 10년,10,-20.63,-2.06,20.0,0.57,63.69,-43.69,1.71,-3.01,8,2.53,-9.82,-9.82,3.39,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→다음주금,12,아래,무손절,최근 5년,5,-2.82,-0.56,20.0,1.892,34.58,-14.58,2.53,-1.34,4,2.53,-3.57,-6.05,2.17,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,9,위,-5.0,전체,10,-26.71,-2.67,20.0,0.297,77.13,-57.13,1.07,-3.61,8,2.1,-5.61,-5.61,2.81,1,4,4.9,예,2016-09-20,2025-09-19,제외
KODEX 코스닥150,20일→말일,9,위,-5.0,앞 절반,5,-10.75,-2.15,20.0,0.013,98.71,-78.71,0.04,-2.7,4,0.04,-5.0,-5.0,2.62,0,2,4.6,아니오,2016-09-20,2020-09-18,판정 안 함
KODEX 코스닥150,20일→말일,9,위,-5.0,뒤 절반,5,-15.96,-3.19,20.0,0.466,68.22,-48.22,2.1,-4.52,4,2.1,-5.61,-5.61,3.2,1,2,5.2,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,위,-5.0,최근 10년,10,-26.71,-2.67,20.0,0.297,77.13,-57.13,1.07,-3.61,8,2.1,-5.61,-5.61,2.81,1,4,4.9,예,2016-09-20,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,위,-5.0,최근 5년,5,-15.96,-3.19,20.0,0.466,68.22,-48.22,2.1,-4.52,4,2.1,-5.61,-5.61,3.2,1,2,5.2,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,위,무손절,전체,10,-29.73,-2.97,20.0,0.268,78.84,-58.84,1.07,-3.98,8,2.1,-10.05,-11.08,3.52,0,0,6.3,예,2016-09-20,2025-09-19,제외
KODEX 코스닥150,20일→말일,9,위,무손절,앞 절반,5,-11.14,-2.23,20.0,0.013,98.75,-78.75,0.04,-2.79,4,0.04,-5.26,-11.02,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18,판정 안 함
KODEX 코스닥150,20일→말일,9,위,무손절,뒤 절반,5,-18.59,-3.72,20.0,0.407,71.1,-51.1,2.1,-5.17,4,2.1,-10.05,-11.08,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,위,무손절,최근 10년,10,-29.73,-2.97,20.0,0.268,78.84,-58.84,1.07,-3.98,8,2.1,-10.05,-11.08,3.52,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,위,무손절,최근 5년,5,-18.59,-3.72,20.0,0.407,71.1,-51.1,2.1,-5.17,4,2.1,-10.05,-11.08,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,아래,-5.0,전체,10,29.73,2.97,80.0,3.725,21.16,58.84,3.98,-1.07,2,10.05,-2.1,-4.56,3.52,0,0,6.3,예,2016-09-20,2025-09-19,후보
KODEX 코스닥150,20일→말일,9,아래,-5.0,앞 절반,5,11.14,2.23,80.0,79.022,1.25,78.75,2.79,-0.04,1,5.26,-0.04,-2.51,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18,판정 안 함
KODEX 코스닥150,20일→말일,9,아래,-5.0,뒤 절반,5,18.59,3.72,80.0,2.46,28.9,51.1,5.17,-2.1,1,10.05,-2.1,-4.56,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,아래,-5.0,최근 10년,10,29.73,2.97,80.0,3.725,21.16,58.84,3.98,-1.07,2,10.05,-2.1,-4.56,3.52,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,아래,-5.0,최근 5년,5,18.59,3.72,80.0,2.46,28.9,51.1,5.17,-2.1,1,10.05,-2.1,-4.56,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,아래,무손절,전체,10,29.73,2.97,80.0,3.725,21.16,58.84,3.98,-1.07,2,10.05,-2.1,-4.56,3.52,0,0,6.3,예,2016-09-20,2025-09-19,후보
KODEX 코스닥150,20일→말일,9,아래,무손절,앞 절반,5,11.14,2.23,80.0,79.022,1.25,78.75,2.79,-0.04,1,5.26,-0.04,-2.51,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18,판정 안 함
KODEX 코스닥150,20일→말일,9,아래,무손절,뒤 절반,5,18.59,3.72,80.0,2.46,28.9,51.1,5.17,-2.1,1,10.05,-2.1,-4.56,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,아래,무손절,최근 10년,10,29.73,2.97,80.0,3.725,21.16,58.84,3.98,-1.07,2,10.05,-2.1,-4.56,3.52,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,9,아래,무손절,최근 5년,5,18.59,3.72,80.0,2.46,28.9,51.1,5.17,-2.1,1,10.05,-2.1,-4.56,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 코스닥150,20일→말일,12,위,-5.0,전체,11,32.86,2.99,90.91,1.4,41.67,49.24,3.54,-2.53,1,9.82,-2.53,-3.44,3.11,0,0,6.09,예,2015-12-18,2025-12-19,후보
KODEX 코스닥150,20일→말일,12,위,-5.0,앞 절반,5,24.4,4.88,100.0,,,,4.88,,0,9.82,1.86,-3.16,3.05,0,0,5.8,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,20일→말일,12,위,-5.0,뒤 절반,6,8.46,1.41,83.33,0.869,53.5,29.83,2.2,-2.53,1,3.57,-2.53,-3.44,2.32,0,0,6.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,위,-5.0,최근 10년,10,28.85,2.88,90.0,1.379,42.03,47.97,3.49,-2.53,1,9.82,-2.53,-3.44,3.26,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,위,-5.0,최근 5년,5,5.15,1.03,80.0,0.759,56.85,23.15,1.92,-2.53,1,3.57,-2.53,-3.44,2.38,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,위,무손절,전체,11,32.86,2.99,90.91,1.4,41.67,49.24,3.54,-2.53,1,9.82,-2.53,-3.44,3.11,0,0,6.09,예,2015-12-18,2025-12-19,후보
KODEX 코스닥150,20일→말일,12,위,무손절,앞 절반,5,24.4,4.88,100.0,,,,4.88,,0,9.82,1.86,-3.16,3.05,0,0,5.8,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,20일→말일,12,위,무손절,뒤 절반,6,8.46,1.41,83.33,0.869,53.5,29.83,2.2,-2.53,1,3.57,-2.53,-3.44,2.32,0,0,6.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,위,무손절,최근 10년,10,28.85,2.88,90.0,1.379,42.03,47.97,3.49,-2.53,1,9.82,-2.53,-3.44,3.26,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,위,무손절,최근 5년,5,5.15,1.03,80.0,0.759,56.85,23.15,1.92,-2.53,1,3.57,-2.53,-3.44,2.38,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,아래,-5.0,전체,11,-32.28,-2.93,9.09,0.726,57.93,-48.84,2.53,-3.48,10,2.53,-5.14,-5.14,2.44,1,3,5.64,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,20일→말일,12,아래,-5.0,앞 절반,5,-22.4,-4.48,0.0,0.0,100.0,-100.0,,-4.48,5,-3.25,-5.14,-5.14,0.82,1,2,5.2,아니오,2015-12-18,2019-12-20,판정 안 함
