대상,격자 칸,진입 달력일,청산 상대 거래일,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 코스닥150선물인버스,16일 → 말일-2,16,-2,121,0,121,0.51,-0.49,44.63,55.37,18.88,-23.77,5.4,5.11,3.2,54,67,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,0.39,-0.3,-2.37,3.71,0.4056,0.4336,0.5564,0.3736,,True,예
KODEX 코스닥150선물인버스,16일 → 말일-1,16,-1,121,0,121,0.22,-0.54,47.11,52.07,24.86,-25.7,5.68,4.68,3.82,57,63,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,0.39,-0.12,1.4,-1.2,0.4306,0.6993,0.7682,0.8511,,True,예
KODEX 코스닥150선물인버스,16일 → 말일,16,0,121,0,121,0.22,-0.06,48.76,50.41,11.8,-23.94,5.68,4.76,4.17,59,61,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,0.41,0.3,2.56,-2.4,0.4056,0.5305,0.5714,0.6474,,True,예
KODEX 코스닥150선물인버스,16일 → 말일+1,16,1,121,0,121,-0.16,-0.09,49.59,50.41,11.67,-19.72,5.41,4.3,4.53,60,61,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,0.39,0.59,5.9,-4.52,0.3996,0.2697,0.1868,0.3377,,False,예
KODEX 코스닥150선물인버스,16일 → 말일+2,16,2,121,0,121,-0.08,-0.73,46.28,52.07,11.71,-23.42,5.92,5.07,4.65,56,63,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,0.41,-0.04,1.78,-2.86,0.4356,0.8951,0.7093,0.5724,,False,예
KODEX 코스닥150선물인버스,16일 → 말일+3,16,3,120,0,120,-0.22,-0.93,42.5,55.83,20.62,-22.89,6.47,5.68,4.71,51,67,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,0.32,0.01,-0.32,-0.57,0.5475,0.987,1.0,0.9401,,False,예
KODEX 코스닥150선물인버스,17일 → 말일-3,17,-3,121,0,121,0.27,0.14,50.41,49.59,12.47,-17.61,4.36,3.47,2.98,61,60,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,0.41,0.49,4.43,-3.21,0.3457,0.2498,0.3417,0.5075,,False,예
KODEX 코스닥150선물인버스,17일 → 말일-2,17,-2,121,0,121,0.52,-0.56,45.45,54.55,18.88,-23.77,5.21,4.7,2.96,55,66,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,0.4,-0.37,-1.55,2.88,0.3896,0.3247,0.7093,0.5095,,True,예
KODEX 코스닥150선물인버스,17일 → 말일-1,17,-1,121,0,121,0.22,-0.27,47.11,51.24,24.86,-25.7,5.44,4.41,3.62,57,62,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,0.4,0.15,1.4,-2.02,0.4136,0.7802,0.7682,0.7233,,True,예
KODEX 코스닥150선물인버스,17일 → 말일,17,0,121,0,121,0.22,0.11,50.41,48.76,12.44,-23.94,5.44,4.36,4.04,61,59,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,0.42,0.46,4.21,-4.06,0.3966,0.3237,0.3377,0.3826,,False,예
KODEX 코스닥150선물인버스,17일 → 말일+1,17,1,121,0,121,-0.15,-0.14,48.76,50.41,12.66,-19.72,5.22,4.12,4.27,59,61,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,0.4,0.54,5.07,-4.52,0.3906,0.3117,0.2498,0.3377,,False,예
KODEX 코스닥150선물인버스,17일 → 말일+2,17,2,121,0,121,-0.07,-0.77,44.63,54.55,14.39,-23.42,5.73,5.01,4.23,54,66,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,0.42,-0.08,0.13,-0.38,0.4256,0.8751,1.0,1.0,,False,예
KODEX 코스닥150선물인버스,17일 → 말일+3,17,3,120,0,120,-0.21,-1.34,41.67,57.5,19.24,-22.89,6.24,5.57,4.4,50,69,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,0.33,-0.4,-1.16,1.1,0.5405,0.5574,0.8631,0.8482,,False,예
KODEX 코스닥150선물인버스,18일 → 말일-3,18,-3,121,0,121,0.17,0.13,51.24,47.93,12.34,-17.61,4.17,3.09,2.94,62,58,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,0.31,0.48,5.25,-4.87,0.4845,0.2667,0.2577,0.3087,,False,예
KODEX 코스닥150선물인버스,18일 → 말일-2,18,-2,121,0,121,0.42,-0.11,47.93,50.41,18.88,-23.77,5.04,4.11,3.08,58,61,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,0.3,0.08,0.93,-1.25,0.5045,0.8811,0.9221,0.8571,,True,예
KODEX 코스닥150선물인버스,18일 → 말일-1,18,-1,121,0,121,0.12,-0.27,47.11,52.89,24.86,-25.7,5.3,4.06,3.38,57,64,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,0.29,0.15,1.4,-0.37,0.5514,0.7802,0.7682,1.0,,True,예
KODEX 코스닥150선물인버스,18일 → 말일,18,0,121,0,121,0.13,0.23,51.24,47.93,12.48,-23.94,5.33,3.99,4.0,62,58,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,0.32,0.59,5.04,-4.88,0.5085,0.2068,0.2587,0.3007,,False,예
KODEX 코스닥150선물인버스,18일 → 말일+1,18,1,121,0,121,-0.25,-0.15,47.11,50.41,10.83,-19.72,5.01,3.91,4.14,57,61,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,0.3,0.54,3.42,-4.52,0.5275,0.3247,0.4446,0.3377,,False,예
KODEX 코스닥150선물인버스,18일 → 말일+2,18,2,121,0,121,-0.17,-0.55,47.93,51.24,11.45,-23.42,5.62,4.29,4.34,58,62,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,0.32,0.14,3.43,-3.69,0.5514,0.8172,0.4316,0.4386,,False,예
KODEX 코스닥150선물인버스,18일 → 말일+3,18,3,120,0,120,-0.27,-0.95,45.0,53.33,18.74,-22.89,6.16,4.93,4.67,54,64,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,0.27,-0.02,2.18,-3.07,0.6194,0.991,0.6404,0.5145,,False,예
KODEX 코스닥150선물인버스,19일 → 말일-3,19,-3,121,0,121,0.13,0.25,54.55,45.45,12.34,-16.74,4.03,2.62,2.86,66,55,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,0.27,0.6,8.56,-7.35,0.5534,0.1678,0.0659,0.1139,,False,예
KODEX 코스닥150선물인버스,19일 → 말일-2,19,-2,121,0,121,0.38,0.14,51.24,46.28,18.88,-22.95,4.94,3.59,3.16,62,56,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,0.26,0.33,4.24,-5.38,0.5644,0.3836,0.3776,0.2527,,False,예
KODEX 코스닥150선물인버스,19일 → 말일-1,19,-1,121,0,121,0.08,-0.11,47.11,50.41,24.86,-24.91,5.22,3.75,3.34,57,61,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,0.25,0.31,1.4,-2.85,0.6324,0.5485,0.7682,0.5824,,True,예
KODEX 코스닥150선물인버스,19일 → 말일,19,0,121,0,121,0.09,0.32,52.07,47.11,12.85,-24.85,5.26,3.74,3.95,63,57,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,0.28,0.68,5.86,-5.71,0.5674,0.1499,0.1968,0.2188,,False,예
KODEX 코스닥150선물인버스,19일 → 말일+1,19,1,121,0,121,-0.29,0.0,49.59,47.93,12.85,-21.78,4.96,3.42,4.14,60,58,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,0.26,0.69,5.9,-7.0,0.5874,0.2088,0.1868,0.1229,,False,예
KODEX 코스닥150선물인버스,19일 → 말일+2,19,2,121,0,121,-0.2,-0.39,47.93,52.07,17.61,-24.66,5.77,4.19,4.23,58,63,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,0.29,0.3,3.43,-2.86,0.5874,0.6204,0.4316,0.5724,,False,예
KODEX 코스닥150선물인버스,19일 → 말일+3,19,3,120,0,120,-0.32,-0.52,45.0,53.33,21.36,-24.75,6.09,4.59,4.46,54,64,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,0.23,0.41,2.18,-3.07,0.6743,0.5315,0.6404,0.5145,,False,예
KODEX 코스닥150선물인버스,20일 → 말일-3,20,-3,120,0,120,0.18,0.37,53.33,45.0,11.6,-16.43,3.72,2.68,2.77,64,54,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,0.32,0.72,7.35,-7.8,0.4815,0.0849,0.1149,0.0969,,False,예
KODEX 코스닥150선물인버스,20일 → 말일-2,20,-2,121,0,121,0.42,0.0,49.59,47.93,13.15,-22.68,4.54,3.6,2.85,60,58,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,0.3,0.19,2.58,-3.73,0.5025,0.6663,0.6304,0.4366,,False,예
KODEX 코스닥150선물인버스,20일 → 말일-1,20,-1,121,0,121,0.12,0.0,49.59,48.76,16.99,-24.64,4.75,3.39,3.2,60,59,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,0.29,0.42,3.88,-4.5,0.5574,0.4076,0.3976,0.3576,,False,예
KODEX 코스닥150선물인버스,20일 → 말일,20,0,121,0,121,0.13,0.33,52.89,46.28,12.85,-22.86,4.89,3.47,3.69,64,56,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,0.32,0.68,6.69,-6.53,0.5075,0.1429,0.1349,0.1588,,False,예
KODEX 코스닥150선물인버스,20일 → 말일+1,20,1,121,0,121,-0.24,0.0,49.59,49.59,12.85,-18.57,4.62,3.31,3.81,60,60,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,0.3,0.69,5.9,-5.34,0.5205,0.2088,0.1868,0.2547,,False,예
KODEX 코스닥150선물인버스,20일 → 말일+2,20,2,121,0,121,-0.15,0.0,49.59,49.59,17.06,-22.32,5.49,3.95,4.26,60,60,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,0.33,0.69,5.08,-5.34,0.5305,0.2258,0.2438,0.2358,,False,예
KODEX 코스닥150선물인버스,20일 → 말일+3,20,3,120,0,120,-0.29,-0.61,44.17,55.0,21.36,-21.79,5.88,4.58,4.21,53,66,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,0.25,0.33,1.34,-1.4,0.6494,0.6214,0.7832,0.7852,,False,예
KODEX 코스닥150선물인버스,21일 → 말일-3,21,-3,120,0,120,0.0,0.02,50.0,49.17,9.97,-20.14,3.46,2.33,2.36,60,59,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,0.14,0.37,4.01,-3.63,0.7572,0.4036,0.3916,0.4476,,False,예
KODEX 코스닥150선물인버스,21일 → 말일-2,21,-2,120,0,120,0.26,0.13,51.67,47.5,13.15,-26.11,4.38,3.04,2.77,62,57,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,0.14,0.32,4.66,-4.17,0.7592,0.3956,0.3297,0.3796,,False,예
KODEX 코스닥150선물인버스,21일 → 말일-1,21,-1,121,0,121,-0.05,-0.21,46.28,52.07,17.19,-27.99,4.57,3.12,2.86,56,63,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,0.13,0.21,0.58,-1.2,0.8042,0.6464,0.9281,0.8511,,False,예
KODEX 코스닥150선물인버스,21일 → 말일,21,0,121,0,121,-0.04,0.08,50.41,47.93,12.85,-26.28,4.75,3.18,3.43,61,58,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,0.16,0.43,4.21,-4.88,0.7353,0.3546,0.3377,0.3007,,True,예
KODEX 코스닥150선물인버스,21일 → 말일+1,21,1,121,0,121,-0.41,-0.42,47.11,51.24,12.85,-22.18,4.48,3.07,3.62,57,62,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,0.13,0.26,3.42,-3.69,0.7722,0.6503,0.4446,0.4346,,False,예
KODEX 코스닥150선물인버스,21일 → 말일+2,21,2,121,0,121,-0.32,-0.11,48.76,50.41,17.06,-25.77,5.37,3.6,4.11,59,61,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,0.17,0.58,4.26,-4.52,0.7602,0.2627,0.3367,0.3307,,False,예
KODEX 코스닥150선물인버스,21일 → 말일+3,21,3,120,0,120,-0.41,-0.63,45.0,55.0,21.36,-25.26,5.76,4.11,4.12,54,66,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,0.13,0.3,2.18,-1.4,0.8122,0.6513,0.6404,0.7852,,False,예
KODEX 코스닥150선물인버스,22일 → 말일-3,22,-3,116,0,116,-0.07,-0.05,49.14,50.0,10.87,-17.75,3.21,2.14,2.24,57,58,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,0.07,0.3,3.15,-2.8,0.8921,0.5405,0.5514,0.5674,,False,예
KODEX 코스닥150선물인버스,22일 → 말일-2,22,-2,120,0,120,0.18,0.03,50.0,49.17,14.07,-23.9,4.1,2.81,2.49,60,59,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,0.06,0.22,3.0,-2.5,0.8731,0.5664,0.5604,0.6394,,False,예
KODEX 코스닥150선물인버스,22일 → 말일-1,22,-1,121,0,121,-0.12,-0.49,42.15,54.55,15.37,-25.83,4.33,3.15,2.65,51,66,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,0.05,-0.07,-3.56,1.28,0.9131,0.8342,0.4466,0.7912,,False,예
KODEX 코스닥150선물인버스,22일 → 말일,22,0,121,0,121,-0.11,-0.21,45.45,52.07,13.78,-24.08,4.57,3.33,3.12,55,63,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,0.09,0.15,-0.75,-0.75,0.8711,0.7572,0.9271,0.9261,,False,예
KODEX 코스닥150선물인버스,22일 → 말일+1,22,1,121,0,121,-0.48,-0.41,42.98,56.2,13.78,-19.86,4.34,3.21,3.31,52,68,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,0.07,0.28,-0.72,1.27,0.8891,0.6234,0.9261,0.7862,,False,예
KODEX 코스닥150선물인버스,22일 → 말일+2,22,2,121,0,121,-0.38,-0.33,47.93,51.24,17.06,-23.55,5.31,3.64,4.15,58,62,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,0.1,0.36,3.43,-3.69,0.8611,0.5335,0.4316,0.4386,,False,예
KODEX 코스닥150선물인버스,22일 → 말일+3,22,3,120,0,120,-0.48,-0.75,45.0,54.17,21.21,-23.02,5.62,4.01,4.22,54,65,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,0.06,0.18,2.18,-2.23,0.9021,0.7932,0.6404,0.6414,,False,예
KODEX 코스닥150선물인버스,23일 → 말일-3,23,-3,111,0,111,-0.29,-0.14,46.85,52.25,11.92,-13.97,3.21,2.0,2.34,52,58,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,-0.15,0.21,0.86,-0.55,0.7682,0.6913,0.9201,1.0,,False,예
KODEX 코스닥150선물인버스,23일 → 말일-2,23,-2,119,0,119,-0.03,-0.05,48.74,50.42,18.44,-20.4,3.98,2.57,2.54,58,60,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,-0.15,0.15,1.74,-1.24,0.7702,0.7572,0.7632,0.8492,,False,예
KODEX 코스닥150선물인버스,23일 → 말일-1,23,-1,121,0,121,-0.31,-0.34,42.15,56.2,24.39,-22.43,4.47,2.82,2.68,51,68,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,-0.14,0.08,-3.56,2.94,0.7862,0.9021,0.4466,0.5195,,False,예
KODEX 코스닥150선물인버스,23일 → 말일,23,0,121,0,121,-0.32,-0.32,45.45,54.55,9.93,-21.79,4.33,2.87,2.98,55,66,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,-0.12,0.03,-0.75,1.73,0.8052,0.981,0.9271,0.7043,,False,예
KODEX 코스닥150선물인버스,23일 → 말일+1,23,1,121,0,121,-0.69,-0.71,42.15,56.2,9.93,-18.6,4.11,2.8,3.32,51,68,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,-0.14,-0.02,-1.54,1.27,0.7463,0.9151,0.7782,0.7862,,False,예
KODEX 코스닥150선물인버스,23일 → 말일+2,23,2,121,0,121,-0.6,-0.69,43.8,54.55,15.44,-21.59,4.83,3.26,3.73,53,66,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,-0.12,-0.0,-0.7,-0.38,0.7922,0.976,0.9351,1.0,,False,예
KODEX 코스닥150선물인버스,23일 → 말일+3,23,3,120,0,120,-0.7,-1.12,40.0,58.33,20.11,-21.69,5.23,3.86,3.85,48,70,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,-0.16,-0.18,-2.82,1.93,0.8092,0.8162,0.5704,0.7163,,False,예
KODEX 코스닥150선물인버스,24일 → 말일-3,24,-3,102,0,102,-0.22,-0.03,49.02,50.0,7.34,-13.97,2.43,1.5,1.91,50,51,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,-0.08,0.32,3.03,-2.8,0.8601,0.5095,0.6074,0.5924,,False,예
KODEX 코스닥150선물인버스,24일 → 말일-2,24,-2,115,0,115,-0.02,-0.11,46.09,51.3,11.19,-20.4,3.22,2.27,2.07,53,59,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,-0.14,0.08,-0.92,-0.36,0.7932,0.8671,0.8392,1.0,,False,예
KODEX 코스닥150선물인버스,24일 → 말일-1,24,-1,120,0,120,-0.3,-0.43,40.0,57.5,16.78,-22.43,3.71,2.59,2.32,48,69,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,-0.13,-0.01,-5.7,4.24,0.8072,0.9321,0.2208,0.3437,,False,예
KODEX 코스닥150선물인버스,24일 → 말일,24,0,121,0,121,-0.29,-0.59,44.63,54.55,8.69,-20.59,3.8,2.69,2.74,54,66,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,-0.1,-0.23,-1.57,1.73,0.8501,0.5754,0.7732,0.7043,,False,예
KODEX 코스닥150선물인버스,24일 → 말일+1,24,1,121,0,121,-0.65,-0.55,40.5,55.37,8.94,-16.18,3.8,2.74,3.18,49,67,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,-0.11,0.14,-3.2,0.44,0.8072,0.8541,0.5055,0.9341,,False,예
KODEX 코스닥150선물인버스,24일 → 말일+2,24,2,121,0,121,-0.57,-0.58,47.11,52.89,16.51,-20.04,4.69,3.1,3.83,57,64,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,-0.08,0.11,2.6,-2.04,0.8521,0.8631,0.5604,0.7113,,False,예
KODEX 코스닥150선물인버스,24일 → 말일+3,24,3,120,0,120,-0.69,-0.73,44.17,53.33,18.96,-19.49,4.99,3.39,4.09,53,64,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,-0.15,0.21,1.34,-3.07,0.8282,0.7692,0.7832,0.5145,,False,예
KODEX 코스닥150선물인버스,25일 → 말일-3,25,-3,77,0,77,-0.23,-0.35,40.26,53.25,5.07,-13.97,2.43,1.65,1.68,31,41,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,3.83,3.6,911,1046,-0.09,0.0,-5.73,0.45,0.8591,0.993,0.2837,1.0,,False,예
KODEX 코스닥150선물인버스,25일 → 말일-2,25,-2,111,0,111,0.0,-0.14,45.05,53.15,11.19,-20.4,3.08,2.05,1.73,50,59,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,4.36,3.73,988,1086,-0.12,0.05,-1.96,1.49,0.8422,0.9341,0.6893,0.7772,,True,예
KODEX 코스닥150선물인버스,25일 → 말일-1,25,-1,118,0,118,-0.21,-0.45,43.22,55.93,16.78,-22.43,3.55,2.31,2.16,51,66,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,4.24,3.96,1016,1184,-0.04,-0.03,-2.48,2.67,0.9481,0.9011,0.6304,0.5824,,False,예
KODEX 코스닥150선물인버스,25일 → 말일,25,0,121,0,121,-0.2,-0.5,45.45,52.89,10.47,-20.59,3.7,2.62,2.63,55,64,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,4.24,4.08,1083,1238,-0.01,-0.15,-0.75,0.08,0.994,0.7323,0.9271,1.0,,False,예
KODEX 코스닥150선물인버스,25일 → 말일+1,25,1,121,0,121,-0.56,-0.61,42.15,54.55,8.91,-16.18,3.61,2.62,3.05,51,66,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,4.0,4.17,1077,1354,-0.02,0.08,-1.54,-0.38,0.956,0.964,0.7782,1.0,,False,예
KODEX 코스닥150선물인버스,25일 → 말일+2,25,2,121,0,121,-0.47,-0.69,42.98,55.37,16.51,-20.04,4.56,3.4,3.5,52,67,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,4.41,4.46,1097,1354,0.01,-0.0,-1.53,0.44,0.998,0.976,0.7892,0.9401,,False,예
KODEX 코스닥150선물인버스,25일 → 말일+3,25,3,120,0,120,-0.61,-0.62,41.67,57.5,17.83,-19.49,4.83,3.58,3.66,50,69,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,4.89,4.67,1047,1379,-0.07,0.31,-1.16,1.1,0.9301,0.6394,0.8631,0.8482,,False,예
코스닥150 지수,15일 → 말일-3,15,-3,200,0,200,-0.35,-0.25,48.0,52.0,19.03,-17.48,4.36,3.07,3.51,96,104,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,-0.2,-0.24,-1.86,1.86,0.5904,0.4096,0.6044,0.6044,,False,예
코스닥150 지수,15일 → 말일-2,15,-2,200,0,200,-0.52,-0.34,47.0,53.0,27.93,-22.55,4.91,3.24,3.86,94,106,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,-0.19,-0.17,-0.36,0.39,0.5754,0.5445,1.0,1.0,,False,예
코스닥150 지수,15일 → 말일-1,15,-1,200,0,200,-0.23,0.18,50.5,49.5,31.92,-25.65,5.09,3.41,3.95,101,99,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,-0.21,0.13,0.05,-0.03,0.5534,0.6454,1.0,1.0,,True,예
코스닥150 지수,15일 → 말일,15,0,200,0,200,-0.11,-0.05,49.5,50.5,29.17,-15.8,5.22,3.84,3.99,99,101,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,-0.22,-0.22,-2.36,2.36,0.5195,0.4975,0.5315,0.5315,,False,예
코스닥150 지수,15일 → 말일+1,15,1,200,0,200,0.1,0.26,53.5,46.5,22.08,-13.29,5.01,3.73,4.09,107,93,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,-0.22,-0.06,-0.34,0.36,0.5355,0.8581,0.954,0.955,,False,예
코스닥150 지수,15일 → 말일+2,15,2,200,0,200,0.13,0.6,52.0,48.0,26.88,-16.05,5.48,4.21,4.3,104,96,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,-0.23,0.25,-1.62,1.62,0.5275,0.4456,0.6643,0.6643,,False,예
코스닥150 지수,15일 → 말일+3,15,3,200,0,200,0.15,0.18,51.5,48.5,26.42,-19.02,5.78,4.45,4.41,103,97,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,-0.19,-0.25,-1.85,1.85,0.6184,0.5504,0.5914,0.5914,,False,예
코스닥150 지수,16일 → 말일-3,16,-3,200,0,200,-0.45,-0.13,49.5,50.5,17.76,-12.76,4.08,2.7,3.54,99,101,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,-0.29,-0.12,-0.36,0.36,0.3786,0.7003,0.9351,0.9351,,False,예
코스닥150 지수,16일 → 말일-2,16,-2,200,0,200,-0.62,-0.12,47.5,52.5,26.57,-18.13,4.65,2.97,3.87,95,105,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,-0.29,0.05,0.14,-0.11,0.4036,0.7912,0.9391,0.9381,,False,예
코스닥150 지수,16일 → 말일-1,16,-1,200,0,200,-0.33,-0.35,48.5,51.5,30.52,-21.41,4.87,3.34,3.78,97,103,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,-0.31,-0.41,-1.95,1.97,0.3866,0.2058,0.6294,0.6244,,False,예
