대상,월,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
코스피 종합지수,3,최근 5년,5,0,5,-2.09,1.87,60.0,40.0,4.1,-12.61,7.01,99,0,99,-1.22,0.6,56.57,43.43,5.44,-14.73,4.97,-0.87,1.27,3.43,-3.43,,,,,표본 부족으로 검정 불가,True,아니오
코스피 종합지수,4,앞 절반,23,0,23,0.21,0.74,56.52,43.48,9.97,-10.27,4.48,509,0,509,0.58,0.58,56.19,43.81,18.17,-17.85,6.09,-0.37,0.17,0.33,-0.33,0.7742,0.8671,1.0,1.0,,False,예
코스피 종합지수,4,뒤 절반,24,0,24,0.33,0.48,54.17,45.83,6.11,-6.1,2.81,462,0,462,1.09,0.73,59.52,40.48,26.08,-8.15,4.0,-0.76,-0.24,-5.36,5.36,0.2997,0.7493,0.6563,0.6563,,False,예
코스피 종합지수,4,최근 10년,10,0,10,1.36,2.08,60.0,40.0,6.11,-2.4,2.8,201,0,201,2.28,1.23,67.16,32.84,26.08,-2.89,4.67,-0.92,0.85,-7.16,7.16,0.5495,0.4356,0.7413,0.7413,,False,예
코스피 종합지수,4,최근 5년,5,0,5,1.93,2.95,60.0,40.0,6.11,-2.4,3.49,101,0,101,2.75,1.0,64.36,35.64,26.08,-2.89,5.81,-0.82,1.95,-4.36,4.36,,,,,표본 부족으로 검정 불가,False,아니오
코스피 종합지수,5,앞 절반,23,0,23,0.59,0.16,52.17,47.83,10.46,-10.06,4.41,507,0,507,0.88,0.34,55.23,44.77,16.61,-18.33,5.13,-0.29,-0.17,-3.05,3.05,0.8162,0.7852,0.8412,0.8412,,False,예
코스피 종합지수,5,뒤 절반,24,0,24,1.75,1.66,66.67,33.33,17.58,-3.98,4.27,433,0,433,1.01,0.91,64.43,35.57,22.19,-10.04,3.84,0.74,0.75,2.23,-2.23,0.3187,0.3427,0.8362,0.8362,,False,예
코스피 종합지수,5,최근 10년,10,0,10,2.44,1.66,70.0,30.0,17.58,-3.85,5.76,186,0,186,1.74,1.56,66.13,33.87,22.19,-7.73,4.22,0.7,0.1,3.87,-3.87,0.5874,0.8581,1.0,1.0,,False,예
코스피 종합지수,5,최근 5년,5,0,5,4.15,1.77,80.0,20.0,17.58,-3.85,8.02,93,0,93,2.97,2.7,77.42,22.58,22.19,-4.23,4.99,1.18,-0.93,2.58,-2.58,,,,,표본 부족으로 검정 불가,False,아니오
코스피 종합지수,6,앞 절반,23,0,23,-0.22,-0.94,34.78,65.22,8.07,-5.79,4.21,506,0,506,-0.27,-0.75,41.5,58.5,19.3,-13.88,5.27,0.05,-0.19,-6.72,6.72,0.9421,0.8671,0.6833,0.6833,,False,예
코스피 종합지수,6,뒤 절반,24,0,24,-0.04,-0.19,45.83,54.17,5.94,-6.36,2.78,449,0,449,0.12,0.36,55.01,44.99,13.81,-12.66,3.28,-0.16,-0.55,-9.18,9.18,0.8402,0.4216,0.3906,0.3906,,False,예
코스피 종합지수,6,최근 10년,10,0,10,-1.04,-0.95,30.0,70.0,1.65,-6.36,2.3,193,0,193,-0.14,0.24,53.37,46.63,13.81,-12.66,3.89,-0.9,-1.18,-23.37,23.37,0.3916,0.2547,0.1918,0.1918,,False,예
코스피 종합지수,6,최근 5년,5,0,5,-1.81,-1.56,20.0,80.0,1.65,-6.36,2.97,95,0,95,-0.15,-0.26,47.37,52.63,13.81,-12.66,5.11,-1.66,-1.3,-27.37,27.37,,,,,표본 부족으로 검정 불가,False,아니오
코스피 종합지수,7,앞 절반,23,0,23,-0.02,-0.55,47.83,52.17,9.85,-9.36,4.62,529,0,529,0.38,0.28,52.74,47.26,18.94,-17.09,5.69,-0.4,-0.83,-4.91,4.91,0.7243,0.4835,0.6913,0.6913,,False,예
코스피 종합지수,7,뒤 절반,24,0,24,1.04,1.27,66.67,33.33,5.61,-3.33,2.33,484,0,484,1.01,0.94,64.26,35.74,13.0,-20.57,3.66,0.03,0.34,2.41,-2.41,0.994,0.6374,0.8302,0.8302,,False,예
코스피 종합지수,7,최근 10년,10,0,10,0.28,0.74,60.0,40.0,2.71,-3.33,1.93,211,0,211,-0.03,0.27,54.98,45.02,17.91,-20.57,4.36,0.31,0.47,5.02,-5.02,0.7692,0.5834,0.7702,0.7702,,False,예
코스피 종합지수,7,최근 5년,5,0,5,1.22,1.24,80.0,20.0,2.71,-0.89,1.32,105,0,105,0.29,1.19,66.67,33.33,17.91,-20.57,5.76,0.92,0.06,13.33,-13.33,,,,,표본 부족으로 검정 불가,False,아니오
코스피 종합지수,8,앞 절반,23,0,23,-0.51,-1.56,30.43,69.57,20.33,-8.9,6.0,529,0,529,-1.11,-1.38,31.19,68.81,22.6,-12.07,5.16,0.6,-0.19,-0.76,0.76,0.5854,0.9411,1.0,1.0,,False,예
코스피 종합지수,8,뒤 절반,24,0,24,1.22,1.19,62.5,37.5,8.2,-4.31,2.86,467,0,467,0.58,0.36,55.89,44.11,14.36,-13.45,3.1,0.64,0.83,6.61,-6.61,0.2837,0.1419,0.5345,0.5345,,False,예
코스피 종합지수,8,최근 10년,10,0,10,1.25,1.09,70.0,30.0,4.53,-0.83,1.84,201,0,201,0.6,0.38,55.22,44.78,9.53,-4.57,2.35,0.64,0.7,14.78,-14.78,0.3616,0.3776,0.5165,0.5165,,False,예
코스피 종합지수,8,최근 5년,5,0,5,0.34,-0.48,40.0,60.0,2.07,-0.83,1.45,100,0,100,0.73,-0.02,49.0,51.0,9.53,-4.15,2.74,-0.38,-0.46,-9.0,9.0,,,,,표본 부족으로 검정 불가,True,아니오
코스피 종합지수,9,앞 절반,23,0,23,-0.89,-0.12,47.83,52.17,3.99,-10.46,4.14,493,0,493,-1.03,-0.25,47.26,52.54,11.22,-14.75,4.67,0.14,0.13,0.56,-0.36,0.8931,0.9431,1.0,1.0,,False,예
코스피 종합지수,9,뒤 절반,23,0,23,-1.35,-0.74,30.43,69.57,2.53,-8.97,2.73,411,0,411,0.25,0.24,53.04,46.96,10.36,-12.0,3.4,-1.59,-0.98,-22.61,22.61,0.017,0.1239,0.026,0.026,,False,예
코스피 종합지수,9,최근 10년,10,0,10,-1.94,-1.05,20.0,80.0,0.88,-8.97,2.95,179,0,179,-0.96,-0.55,41.9,58.1,8.96,-12.0,3.68,-0.99,-0.5,-21.9,21.9,0.3706,0.7153,0.1838,0.1838,,False,예
코스피 종합지수,9,최근 5년,5,0,5,-3.11,-2.28,0.0,100.0,-0.0,-8.97,3.58,87,0,87,-2.06,-1.82,27.59,72.41,8.96,-12.0,4.52,-1.05,-0.46,-27.59,27.59,,,,,표본 부족으로 검정 불가,False,아니오
코스피 종합지수,10,앞 절반,23,0,23,-0.76,-0.39,43.48,56.52,13.9,-16.77,5.63,499,0,499,0.05,0.01,50.1,49.9,32.18,-27.14,7.97,-0.81,-0.4,-6.62,6.62,0.6414,0.6933,0.6593,0.6593,,False,예
코스피 종합지수,10,뒤 절반,23,0,23,-0.27,-0.35,47.83,52.17,7.68,-7.83,3.65,421,0,421,-0.54,-0.48,43.71,56.29,18.86,-22.69,4.93,0.27,0.13,4.12,-4.12,0.8262,0.973,0.8262,0.8262,,False,예
코스피 종합지수,10,최근 10년,10,0,10,-0.47,-1.43,40.0,60.0,7.68,-5.87,4.0,182,0,182,-0.57,-1.01,40.66,59.34,18.86,-13.22,4.72,0.09,-0.42,-0.66,0.66,0.975,0.6254,1.0,1.0,,False,예
코스피 종합지수,10,최근 5년,5,0,5,0.83,-1.41,40.0,60.0,7.68,-4.08,4.69,90,0,90,0.77,-0.76,45.56,54.44,18.86,-8.14,5.37,0.06,-0.65,-5.56,5.56,,,,,표본 부족으로 검정 불가,True,아니오
코스피 종합지수,11,앞 절반,23,0,23,0.14,0.61,60.87,39.13,6.68,-16.49,4.82,528,0,528,0.65,0.89,57.58,42.42,18.34,-26.61,6.27,-0.51,-0.28,3.29,-3.29,0.6414,0.8472,0.8332,0.8332,,False,예
코스피 종합지수,11,뒤 절반,23,0,23,0.78,1.15,69.57,30.43,13.43,-4.44,3.43,451,0,451,0.28,0.29,54.77,45.23,13.43,-8.92,3.24,0.49,0.86,14.8,-14.8,0.4496,0.2228,0.1958,0.1958,,False,예
코스피 종합지수,11,최근 10년,10,0,10,-0.57,-0.31,50.0,50.0,1.77,-4.44,2.0,205,0,205,-0.24,-0.43,43.9,56.1,12.66,-6.99,3.32,-0.33,0.13,6.1,-6.1,0.7732,0.8661,0.7582,0.7582,,False,예
코스피 종합지수,11,최근 5년,5,0,5,-0.91,-1.06,40.0,60.0,1.77,-4.44,2.5,102,0,102,-0.52,-0.67,43.14,56.86,10.16,-6.99,3.67,-0.39,-0.4,-3.14,3.14,,,,,표본 부족으로 검정 불가,False,아니오
코스피 종합지수,12,앞 절반,23,0,23,0.34,0.72,56.52,43.48,7.17,-11.54,4.26,439,0,439,0.74,0.84,59.23,40.55,26.12,-14.8,5.46,-0.4,-0.13,-2.7,2.93,0.7043,0.8462,0.8342,0.8352,,False,예
코스피 종합지수,12,뒤 절반,23,0,23,0.48,-0.06,47.83,52.17,4.82,-4.78,2.21,427,0,427,0.78,0.63,59.25,40.75,11.72,-9.82,3.04,-0.3,-0.69,-11.42,11.42,0.6593,0.3526,0.2617,0.2617,,True,예
코스피 종합지수,12,최근 10년,10,0,10,0.4,-0.2,40.0,60.0,4.82,-4.15,2.51,193,0,193,0.55,-0.04,49.22,50.78,9.08,-9.82,3.4,-0.15,-0.16,-9.22,9.22,0.8981,0.6643,0.7672,0.7672,,True,예
코스피 종합지수,12,최근 5년,5,0,5,0.51,0.49,60.0,40.0,4.82,-4.15,3.24,98,0,98,-0.12,-0.37,44.9,55.1,7.49,-9.82,3.87,0.63,0.86,15.1,-15.1,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,1,앞 절반,5,0,5,0.17,1.12,60.0,40.0,3.7,-6.46,4.2,81,0,81,1.03,0.66,54.32,45.68,17.05,-7.49,5.29,-0.86,0.46,5.68,-5.68,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,1,뒤 절반,6,0,6,1.92,-1.59,50.0,50.0,26.39,-9.6,12.81,96,0,96,1.26,-0.34,50.0,50.0,30.57,-17.96,12.41,0.66,-1.25,0.0,0.0,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,1,최근 10년,10,0,10,1.12,0.11,50.0,50.0,26.39,-9.6,10.0,195,0,195,1.09,-0.73,47.69,52.31,32.77,-17.96,10.17,0.03,0.84,2.31,-2.31,0.979,0.8621,1.0,1.0,,False,예
KODEX 코스닥150,1,최근 5년,5,0,5,3.2,1.32,60.0,40.0,26.39,-9.6,13.88,96,0,96,2.71,1.15,56.25,43.75,32.77,-17.96,13.21,0.49,0.17,3.75,-3.75,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,2,앞 절반,5,0,5,-1.99,-0.81,20.0,80.0,0.77,-8.23,3.57,72,0,72,-1.65,-0.54,37.5,62.5,4.72,-9.9,3.7,-0.34,-0.27,-17.5,17.5,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,2,뒤 절반,6,0,6,-0.15,0.38,50.0,50.0,4.33,-5.92,3.68,90,0,90,2.74,2.43,74.44,25.56,13.87,-5.92,4.38,-2.89,-2.05,-24.44,24.44,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,2,최근 10년,10,0,10,-1.16,-0.63,30.0,70.0,4.33,-8.23,3.72,177,0,177,0.13,0.38,52.54,47.46,13.87,-9.9,5.06,-1.29,-1.01,-22.54,22.54,0.3886,0.5035,0.2308,0.2308,,False,예
KODEX 코스닥150,2,최근 5년,5,0,5,1.0,1.06,60.0,40.0,4.33,-2.55,2.63,89,0,89,3.09,2.53,78.65,21.35,13.87,-4.17,4.19,-2.08,-1.47,-18.65,18.65,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,3,앞 절반,5,0,5,2.55,-1.83,40.0,60.0,18.28,-3.62,9.12,84,0,84,0.59,0.44,53.57,46.43,28.6,-6.54,5.56,1.96,-2.27,-13.57,13.57,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150,3,뒤 절반,6,0,6,-1.36,-0.08,50.0,50.0,6.97,-9.63,6.25,101,0,101,-0.15,0.69,56.44,43.56,12.76,-11.73,6.42,-1.21,-0.77,-6.44,6.44,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,3,최근 10년,10,0,10,0.64,-0.08,50.0,50.0,18.28,-9.63,7.92,201,0,201,0.48,0.79,56.22,43.78,28.6,-11.73,6.42,0.16,-0.87,-6.22,6.22,0.9321,0.7502,0.7333,0.7333,,False,예
KODEX 코스닥150,3,최근 5년,5,0,5,-1.55,0.23,60.0,40.0,6.97,-9.63,6.96,99,0,99,-0.52,1.04,57.58,42.42,12.76,-11.73,6.71,-1.04,-0.81,2.42,-2.42,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150,4,앞 절반,5,0,5,-1.9,-2.08,0.0,100.0,-0.8,-2.86,0.75,80,0,80,-0.95,-1.26,25.0,75.0,11.12,-5.3,2.94,-0.95,-0.82,-25.0,25.0,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,4,뒤 절반,6,0,6,-1.52,-1.74,33.33,66.67,3.86,-7.77,3.88,102,0,102,0.21,-0.14,48.04,50.98,11.89,-7.77,4.34,-1.73,-1.6,-14.71,15.69,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,4,최근 10년,10,0,10,-1.7,-2.1,20.0,80.0,3.86,-7.77,2.94,201,0,201,-0.6,-1.05,35.32,64.18,11.89,-8.13,3.84,-1.1,-1.04,-15.32,15.82,0.4026,0.3556,0.3357,0.3387,,False,예
KODEX 코스닥150,4,최근 5년,5,0,5,-0.27,-1.15,40.0,60.0,3.86,-2.51,2.66,101,0,101,0.53,0.0,49.5,49.5,11.89,-6.59,4.04,-0.8,-1.15,-9.5,10.5,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,5,앞 절반,5,0,5,1.19,2.02,80.0,20.0,2.56,-1.42,1.66,76,0,76,0.93,1.39,78.95,21.05,10.4,-10.9,3.81,0.25,0.63,1.05,-1.05,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,5,뒤 절반,6,0,6,2.41,2.06,83.33,16.67,6.48,-1.01,2.8,95,0,95,0.67,1.15,70.53,29.47,9.41,-7.44,3.82,1.74,0.92,12.81,-12.81,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,5,최근 10년,10,0,10,1.78,1.43,80.0,20.0,6.48,-1.42,2.44,186,0,186,0.65,1.15,71.51,28.49,10.4,-10.9,3.76,1.13,0.28,8.49,-8.49,0.3217,0.7243,0.7263,0.7263,,False,예
KODEX 코스닥150,5,최근 5년,5,0,5,2.8,3.28,80.0,20.0,6.48,-1.01,2.94,93,0,93,0.43,1.12,65.59,34.41,9.41,-7.44,4.0,2.37,2.16,14.41,-14.41,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,6,앞 절반,5,0,5,-2.21,-0.86,20.0,80.0,0.17,-7.77,3.23,79,0,79,-1.79,-0.67,37.97,62.03,6.95,-9.13,3.68,-0.42,-0.19,-17.97,17.97,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,6,뒤 절반,6,0,6,-1.72,-1.73,16.67,83.33,0.76,-4.12,1.62,97,0,97,-2.56,-1.42,31.96,67.01,5.24,-15.53,4.43,0.85,-0.31,-15.29,16.32,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,6,최근 10년,10,0,10,-2.05,-1.73,20.0,80.0,0.76,-7.77,2.46,193,0,193,-1.78,-1.06,38.34,61.14,8.55,-15.53,4.31,-0.27,-0.67,-18.34,18.86,0.7962,0.6124,0.3227,0.3217,,False,예
KODEX 코스닥150,6,최근 5년,5,0,5,-2.21,-2.19,0.0,100.0,-1.13,-4.12,1.2,95,0,95,-2.58,-1.56,28.42,70.53,8.55,-15.53,4.62,0.37,-0.63,-28.42,29.47,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,7,앞 절반,5,0,5,-1.76,-3.02,40.0,60.0,4.48,-6.1,4.15,84,0,84,-1.77,-1.51,33.33,65.48,11.53,-9.43,4.86,0.01,-1.51,6.67,-5.48,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,7,뒤 절반,6,0,6,-0.87,-2.03,33.33,66.67,4.04,-4.04,3.0,105,0,105,0.44,0.6,53.33,46.67,16.73,-27.22,8.14,-1.32,-2.63,-20.0,20.0,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,7,최근 10년,10,0,10,-1.41,-2.38,30.0,70.0,4.48,-6.1,3.56,211,0,211,-0.57,-0.74,42.65,56.87,16.73,-27.22,6.77,-0.84,-1.64,-12.65,13.13,0.6933,0.3377,0.5085,0.5005,,False,예
KODEX 코스닥150,7,최근 5년,5,0,5,-0.61,-1.9,40.0,60.0,4.04,-4.04,3.28,105,0,105,0.6,1.24,56.19,43.81,16.73,-27.22,8.37,-1.21,-3.14,-16.19,16.19,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,8,앞 절반,5,0,5,2.83,2.63,80.0,20.0,8.43,-4.55,5.08,83,0,83,3.1,3.06,80.72,19.28,10.82,-4.59,3.49,-0.27,-0.43,-0.72,0.72,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,8,뒤 절반,6,0,6,1.51,0.11,50.0,50.0,7.31,-1.9,3.88,101,0,101,0.6,0.48,56.44,43.56,15.24,-4.83,3.33,0.91,-0.37,-6.44,6.44,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,8,최근 10년,10,0,10,2.78,1.96,70.0,30.0,8.43,-1.9,3.86,201,0,201,1.92,1.51,73.13,26.87,15.24,-4.83,3.4,0.86,0.45,-3.13,3.13,0.4426,0.8352,1.0,1.0,,False,예
KODEX 코스닥150,8,최근 5년,5,0,5,0.35,-1.09,40.0,60.0,5.12,-1.9,2.95,100,0,100,0.47,0.37,54.0,46.0,15.24,-4.83,3.28,-0.12,-1.45,-14.0,14.0,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150,9,앞 절반,5,0,5,-2.23,-0.73,20.0,80.0,0.04,-5.26,2.73,76,0,76,-0.89,-1.02,31.58,65.79,5.41,-5.77,2.87,-1.34,0.28,-11.58,14.21,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,9,뒤 절반,5,0,5,-3.72,-3.65,20.0,80.0,2.1,-10.05,4.37,75,0,75,-2.68,-2.18,33.33,66.67,9.72,-15.84,6.15,-1.04,-1.46,-13.33,13.33,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,9,최근 10년,10,0,10,-2.97,-3.05,20.0,80.0,2.1,-10.05,3.52,183,0,183,-1.62,-1.18,32.79,66.12,9.72,-15.84,4.54,-1.36,-1.87,-12.79,13.88,0.3117,0.1808,0.5055,0.4995,,False,예
KODEX 코스닥150,9,최근 5년,5,0,5,-3.72,-3.65,20.0,80.0,2.1,-10.05,4.37,91,0,91,-2.61,-2.18,28.57,71.43,9.72,-15.84,5.61,-1.1,-1.46,-8.57,8.57,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,10,앞 절반,5,0,5,-1.5,-0.98,40.0,60.0,5.32,-12.04,6.78,74,0,74,-1.79,-1.6,40.54,59.46,11.6,-19.99,7.34,0.29,0.62,-0.54,0.54,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,10,뒤 절반,6,0,6,-0.19,-0.42,50.0,50.0,4.88,-5.61,4.44,90,0,90,-0.41,-0.23,47.78,52.22,10.22,-13.19,5.31,0.23,-0.2,2.22,-2.22,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,10,최근 10년,10,0,10,-0.76,-0.42,50.0,50.0,5.32,-12.04,5.65,182,0,182,-1.22,-0.5,45.05,54.4,11.6,-19.99,6.29,0.46,0.08,4.95,-4.4,0.8432,0.8831,1.0,1.0,,False,예
KODEX 코스닥150,10,최근 5년,5,0,5,0.65,0.39,60.0,40.0,4.88,-5.61,4.41,90,0,90,-0.04,0.22,52.22,47.78,10.22,-13.19,5.33,0.68,0.18,7.78,-7.78,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,11,앞 절반,5,0,5,-2.07,-3.15,40.0,60.0,1.06,-5.37,2.72,83,0,83,-1.04,-1.16,33.73,65.06,12.75,-9.46,5.12,-1.03,-2.0,6.27,-5.06,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,11,뒤 절반,6,0,6,-0.6,0.24,50.0,50.0,2.26,-5.87,3.25,103,0,103,-0.52,-0.48,45.63,54.37,14.71,-13.0,4.52,-0.08,0.72,4.37,-4.37,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,11,최근 10년,10,0,10,-1.44,-1.91,40.0,60.0,2.26,-5.87,3.08,205,0,205,-0.19,-0.55,43.9,55.61,14.71,-13.0,5.02,-1.25,-1.36,-3.9,4.39,0.4306,0.4416,1.0,0.7792,,False,예
KODEX 코스닥150,11,최근 5년,5,0,5,-1.14,-1.24,40.0,60.0,2.26,-5.87,3.32,102,0,102,-0.33,-0.52,46.08,53.92,14.71,-13.0,4.73,-0.81,-0.73,-6.08,6.08,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,12,앞 절반,5,0,5,4.88,4.01,100.0,0.0,9.82,1.86,3.05,78,0,78,4.91,5.39,93.59,6.41,11.84,-4.41,3.59,-0.03,-1.37,6.41,-6.41,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,12,뒤 절반,6,0,6,1.41,1.91,83.33,16.67,3.57,-2.53,2.32,100,0,100,-0.01,0.39,53.0,46.0,8.23,-8.67,3.76,1.42,1.52,30.33,-29.33,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150,12,최근 10년,10,0,10,2.88,2.99,90.0,10.0,9.82,-2.53,3.26,193,0,193,2.37,2.31,72.02,27.46,12.85,-8.67,4.47,0.52,0.68,17.98,-17.46,0.7123,0.6963,0.3127,0.3077,,False,예
KODEX 코스닥150,12,최근 5년,5,0,5,1.03,1.08,80.0,20.0,3.57,-2.53,2.38,98,0,98,-0.21,0.28,51.02,47.96,8.23,-8.67,3.68,1.24,0.8,28.98,-27.96,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,1,앞 절반,5,0,5,0.81,-0.32,40.0,60.0,6.83,-3.68,4.74,79,0,79,-0.18,-0.45,46.84,51.9,7.82,-15.41,5.73,0.99,0.14,-6.84,8.1,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150선물인버스,1,뒤 절반,5,0,5,-2.43,-1.3,40.0,60.0,9.74,-22.86,12.49,76,0,76,-3.19,-2.1,36.84,61.84,13.05,-25.13,10.87,0.76,0.81,3.16,-1.84,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,1,최근 10년,10,0,10,-0.81,-0.81,40.0,60.0,9.74,-22.86,9.07,195,0,195,-0.65,0.27,50.77,48.21,20.37,-26.28,9.19,-0.16,-1.08,-10.77,11.79,0.978,0.6763,0.5325,0.5145,,False,예
KODEX 코스닥150선물인버스,1,최근 5년,5,0,5,-2.43,-1.3,40.0,60.0,9.74,-22.86,12.49,96,0,96,-1.77,-1.1,43.75,55.21,20.37,-26.28,11.86,-0.66,-0.19,-3.75,4.79,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,2,앞 절반,5,0,5,3.42,1.57,100.0,0.0,8.47,0.6,3.56,71,0,71,3.62,2.26,78.87,16.9,10.63,-4.77,4.23,-0.2,-0.69,21.13,-16.9,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,2,뒤 절반,5,0,5,-1.09,-1.56,40.0,60.0,2.49,-4.21,2.58,74,0,74,-3.39,-2.89,17.57,82.43,4.22,-12.95,4.23,2.3,1.33,22.43,-22.43,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,2,최근 10년,10,0,10,1.17,0.6,70.0,30.0,8.47,-4.21,3.78,177,0,177,-0.19,-0.59,43.5,54.8,10.63,-12.95,5.08,1.36,1.19,26.5,-24.8,0.3666,0.4376,0.1359,0.2148,,False,예
KODEX 코스닥150선물인버스,2,최근 5년,5,0,5,-1.09,-1.56,40.0,60.0,2.49,-4.21,2.58,89,0,89,-3.22,-2.81,16.85,83.15,4.22,-12.95,3.99,2.13,1.25,23.15,-23.15,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,3,앞 절반,5,0,5,-2.65,0.33,60.0,40.0,3.04,-16.76,8.22,83,0,83,-2.38,-1.18,37.35,60.24,6.18,-24.85,6.1,-0.27,1.51,22.65,-20.24,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150선물인버스,3,뒤 절반,5,0,5,1.54,-0.9,40.0,60.0,9.93,-6.58,7.16,82,0,82,0.75,-0.9,43.9,56.1,13.4,-11.58,6.9,0.79,0.0,-3.9,3.9,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150선물인버스,3,최근 10년,10,0,10,-0.55,-0.29,50.0,50.0,9.93,-16.76,7.59,201,0,201,-0.86,-1.28,39.8,59.2,13.4,-24.85,6.35,0.31,1.0,10.2,-9.2,0.8671,0.6404,0.7323,0.7323,,False,예
KODEX 코스닥150선물인버스,3,최근 5년,5,0,5,1.54,-0.9,40.0,60.0,9.93,-6.58,7.16,99,0,99,0.44,-1.35,42.42,57.58,13.4,-11.58,6.85,1.1,0.44,-2.42,2.42,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150선물인버스,4,앞 절반,5,0,5,2.15,0.95,80.0,20.0,7.29,-0.68,3.06,80,0,80,0.73,0.91,68.75,30.0,7.79,-12.24,3.54,1.41,0.04,11.25,-10.0,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,4,뒤 절반,5,0,5,-0.06,0.76,60.0,40.0,2.33,-4.1,2.56,81,0,81,-1.64,-1.7,30.86,65.43,6.35,-11.24,3.96,1.58,2.46,29.14,-25.43,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150선물인버스,4,최근 10년,10,0,10,1.04,0.91,70.0,30.0,7.29,-4.1,2.9,201,0,201,-0.0,0.22,54.73,43.28,7.79,-12.24,3.78,1.05,0.69,15.27,-13.28,0.4116,0.5694,0.5415,0.5355,,False,예
KODEX 코스닥150선물인버스,4,최근 5년,5,0,5,-0.06,0.76,60.0,40.0,2.33,-4.1,2.56,101,0,101,-0.86,-0.36,42.57,54.46,6.35,-11.24,3.96,0.8,1.13,17.43,-14.46,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150선물인버스,5,앞 절반,5,0,5,-0.96,-0.83,20.0,80.0,1.12,-2.21,1.35,77,0,77,-0.91,-1.4,27.27,72.73,11.86,-10.21,3.94,-0.05,0.57,-7.27,7.27,,,,,표본 부족으로 검정 불가,False,아니오
