대상,월,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 인버스,1,최근 5년,5,0,5,-0.61,-0.42,40.0,60.0,5.79,-7.98,4.91,96,0,96,-0.9,-0.24,45.83,54.17,9.9,-18.9,6.12,0.29,-0.18,-5.83,5.83,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,2,앞 절반,8,0,8,0.11,-0.01,50.0,50.0,3.68,-2.53,1.69,125,0,125,-0.7,-0.59,24.0,72.8,6.99,-5.33,2.18,0.81,0.58,26.0,-22.8,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,2,뒤 절반,9,0,9,1.65,1.76,77.78,22.22,10.53,-8.37,4.94,143,0,143,0.77,1.31,72.73,25.87,12.77,-23.94,6.22,0.88,0.45,5.05,-3.65,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,2,최근 10년,10,0,10,1.48,1.64,70.0,30.0,10.53,-8.37,4.69,177,0,177,0.59,0.83,66.1,32.77,12.77,-23.94,5.69,0.89,0.81,3.9,-2.77,0.5774,0.3886,1.0,1.0,,False,예
KODEX 인버스,2,최근 5년,5,0,5,0.13,1.76,80.0,20.0,4.7,-8.37,5.01,89,0,89,-1.5,0.33,60.67,38.2,5.67,-23.94,6.35,1.64,1.43,19.33,-18.2,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,3,앞 절반,8,0,8,-1.24,-0.29,25.0,62.5,1.39,-5.55,2.34,143,0,143,-1.39,-1.01,25.17,72.73,1.89,-8.75,2.17,0.15,0.72,-0.17,-10.23,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,3,뒤 절반,9,0,9,0.21,-0.88,44.44,55.56,14.13,-11.4,7.01,162,0,162,0.07,-0.63,37.04,61.11,17.87,-18.3,5.08,0.14,-0.25,7.41,-5.56,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 인버스,3,최근 10년,10,0,10,0.19,-0.44,40.0,50.0,14.13,-11.4,6.61,201,0,201,0.19,-0.47,40.3,57.71,17.87,-18.3,4.86,0.0,0.02,-0.3,-7.71,0.99,0.9331,1.0,0.7463,,False,예
KODEX 인버스,3,최근 5년,5,0,5,2.25,-1.16,40.0,60.0,14.13,-4.07,7.64,99,0,99,0.8,-0.93,36.36,63.64,17.87,-5.23,5.21,1.46,-0.23,3.64,-3.64,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 인버스,4,앞 절반,8,0,8,-0.7,-0.83,37.5,62.5,2.83,-3.39,2.01,143,0,143,-0.46,-0.4,47.55,52.45,3.51,-4.89,2.07,-0.24,-0.42,-10.05,10.05,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,4,뒤 절반,9,0,9,-1.19,-1.56,44.44,55.56,2.8,-5.8,2.9,161,0,161,-1.97,-0.53,42.86,57.14,2.94,-22.87,4.8,0.78,-1.03,1.59,-1.59,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,4,최근 10년,10,0,10,-1.41,-2.11,40.0,60.0,2.8,-5.8,2.82,201,0,201,-2.05,-1.33,35.82,64.18,2.94,-22.87,4.34,0.64,-0.78,4.18,-4.18,0.6494,0.4496,1.0,1.0,,False,예
KODEX 인버스,4,최근 5년,5,0,5,-1.93,-2.84,40.0,60.0,2.3,-5.8,3.31,101,0,101,-2.48,-0.78,35.64,64.36,2.94,-22.87,5.38,0.55,-2.06,4.36,-4.36,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,5,앞 절반,8,0,8,-1.23,-1.82,25.0,75.0,1.71,-3.03,1.62,130,0,130,-0.37,-0.86,36.92,62.31,9.36,-5.34,2.64,-0.86,-0.96,-11.92,12.69,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,5,뒤 절반,9,0,9,-2.27,-1.42,33.33,66.67,4.13,-17.08,6.0,152,0,152,-1.93,-1.43,30.92,67.11,8.88,-24.02,4.96,-0.34,0.01,2.41,-0.44,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,5,최근 10년,10,0,10,-2.27,-1.43,30.0,70.0,4.13,-17.08,5.66,186,0,186,-1.79,-1.43,32.8,65.05,8.88,-24.02,4.68,-0.48,0.0,-2.8,4.95,0.7532,0.9461,1.0,0.7592,,False,예
KODEX 인버스,5,최근 5년,5,0,5,-3.83,-1.42,20.0,80.0,4.13,-17.08,7.93,93,0,93,-3.26,-2.77,21.51,77.42,4.51,-24.02,5.55,-0.57,1.34,-1.51,2.58,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,6,앞 절반,8,0,8,-0.37,-0.83,37.5,62.5,3.44,-4.12,2.24,137,0,137,0.14,0.0,49.64,49.64,8.01,-4.23,2.06,-0.51,-0.83,-12.14,12.86,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,6,뒤 절반,9,0,9,0.65,0.57,66.67,33.33,5.01,-2.56,2.16,156,0,156,-0.81,-0.68,39.74,57.69,13.69,-16.48,4.43,1.46,1.25,26.92,-24.36,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,6,최근 10년,10,0,10,0.48,0.47,60.0,40.0,5.01,-2.56,2.1,193,0,193,-0.52,-0.67,39.38,58.03,13.69,-16.48,4.22,1.01,1.15,20.62,-18.03,0.3726,0.2238,0.1988,0.3187,,False,예
KODEX 인버스,6,최근 5년,5,0,5,1.17,1.12,80.0,20.0,5.01,-2.56,2.73,95,0,95,-0.72,-0.22,43.16,53.68,13.69,-16.48,5.57,1.9,1.34,36.84,-33.68,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,7,앞 절반,8,0,8,-0.76,-1.05,37.5,62.5,2.47,-4.06,2.45,149,0,149,-0.98,-0.75,36.24,63.09,4.87,-6.81,2.52,0.22,-0.3,1.26,-0.59,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,7,뒤 절반,9,0,9,-1.38,-0.89,33.33,66.67,3.11,-9.67,3.63,169,0,169,-0.42,-0.45,44.38,55.03,12.84,-9.67,3.34,-0.95,-0.44,-11.05,11.64,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,7,최근 10년,10,0,10,-1.05,-0.52,40.0,60.0,3.11,-9.67,3.57,211,0,211,-0.74,-0.52,41.23,58.29,12.84,-22.11,3.87,-0.31,-0.0,-1.23,1.71,0.7692,0.95,1.0,1.0,,False,예
KODEX 인버스,7,최근 5년,5,0,5,-2.68,-1.72,20.0,80.0,1.12,-9.67,4.11,105,0,105,-1.66,-1.44,26.67,72.38,12.84,-22.11,4.82,-1.02,-0.28,-6.67,7.62,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,8,앞 절반,8,0,8,-0.38,0.46,62.5,25.0,3.45,-8.0,3.52,141,0,141,0.14,0.0,49.65,48.23,15.71,-9.15,3.25,-0.52,0.46,12.85,-23.23,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 인버스,8,뒤 절반,9,0,9,-1.15,-1.55,33.33,66.67,1.81,-4.6,2.16,162,0,162,-0.5,-0.25,45.06,53.7,5.39,-10.56,2.82,-0.65,-1.3,-11.73,12.96,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,8,최근 10년,10,0,10,-1.0,-1.01,40.0,60.0,1.81,-4.6,2.09,201,0,201,-0.41,-0.16,46.77,52.24,5.39,-10.56,2.63,-0.59,-0.86,-6.77,7.76,0.4565,0.3177,0.7662,0.7532,,False,예
KODEX 인버스,8,최근 5년,5,0,5,0.06,0.39,60.0,40.0,1.81,-1.82,1.68,100,0,100,-0.59,0.1,51.0,47.0,5.39,-10.56,3.1,0.65,0.29,9.0,-7.0,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,9,앞 절반,8,0,8,0.84,0.87,75.0,25.0,2.91,-1.61,1.69,129,0,129,-0.65,-0.07,47.29,51.94,3.78,-6.94,2.4,1.49,0.94,27.71,-26.94,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,9,뒤 절반,9,0,9,1.86,0.8,66.67,33.33,8.68,-0.67,2.94,148,0,148,0.85,0.51,54.05,44.59,12.73,-11.11,4.17,1.01,0.3,12.61,-11.26,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,9,최근 10년,10,0,10,1.56,0.77,60.0,40.0,8.68,-1.09,2.92,183,0,183,0.55,0.32,52.46,46.45,12.73,-11.11,3.87,1.01,0.45,7.54,-6.45,0.3766,0.6643,0.7652,0.7672,,False,예
KODEX 인버스,9,최근 5년,5,0,5,2.68,2.3,60.0,40.0,8.68,-0.67,3.77,91,0,91,1.75,1.91,67.03,30.77,12.73,-11.11,4.83,0.93,0.39,-7.03,9.23,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,10,앞 절반,8,0,8,0.02,0.4,50.0,50.0,5.34,-6.18,3.39,140,0,140,-0.44,0.03,50.0,49.29,5.61,-13.2,3.15,0.45,0.37,0.0,0.71,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,10,뒤 절반,9,0,9,0.33,1.35,55.56,44.44,5.95,-8.05,4.45,147,0,147,0.87,1.24,61.9,38.1,13.88,-17.89,5.03,-0.54,0.12,-6.35,6.35,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,10,최근 10년,10,0,10,0.39,1.13,60.0,40.0,5.95,-8.05,4.2,182,0,182,0.47,0.76,58.24,41.21,13.88,-17.89,4.73,-0.08,0.37,1.76,-1.21,0.972,0.7023,1.0,1.0,,False,예
KODEX 인버스,10,최근 5년,5,0,5,-0.94,1.35,60.0,40.0,3.92,-8.05,4.9,90,0,90,-0.89,0.84,54.44,45.56,7.69,-17.89,5.32,-0.05,0.51,5.56,-5.56,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 인버스,11,앞 절반,8,0,8,-0.41,-1.25,37.5,62.5,4.12,-3.04,2.19,142,0,142,-0.59,-0.89,35.92,63.38,4.23,-4.9,1.99,0.18,-0.36,1.58,-0.88,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,11,뒤 절반,9,0,9,0.77,1.07,55.56,44.44,4.4,-1.91,2.02,166,0,166,0.33,0.64,57.23,40.96,7.01,-12.08,3.5,0.44,0.44,-1.67,3.48,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,11,최근 10년,10,0,10,0.54,0.26,50.0,50.0,4.4,-1.91,2.04,205,0,205,0.37,0.44,55.61,42.93,7.01,-12.08,3.28,0.17,-0.18,-5.61,7.07,0.8771,0.8072,0.7522,0.7483,,False,예
KODEX 인버스,11,최근 5년,5,0,5,1.01,1.07,60.0,40.0,4.4,-1.09,2.21,102,0,102,0.72,0.75,53.92,44.12,7.01,-8.45,3.44,0.29,0.33,6.08,-4.12,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,12,앞 절반,8,0,8,-1.25,-1.18,25.0,75.0,0.86,-3.17,1.49,138,0,138,-0.83,-0.86,31.88,67.39,5.16,-7.62,2.39,-0.42,-0.32,-6.88,7.61,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,12,뒤 절반,9,0,9,-1.93,-0.94,11.11,88.89,2.97,-6.54,3.0,155,0,155,-1.85,-1.32,34.19,63.23,9.37,-11.26,4.19,-0.08,0.38,-23.08,25.66,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 인버스,12,최근 10년,10,0,10,-1.77,-0.78,10.0,90.0,2.97,-6.54,2.87,193,0,193,-1.75,-1.0,27.98,69.95,9.37,-11.26,3.8,-0.02,0.22,-17.98,20.05,0.977,0.6184,0.2997,0.1928,,False,예
KODEX 인버스,12,최근 5년,5,0,5,-1.82,-2.08,20.0,80.0,2.97,-6.54,3.46,98,0,98,-0.98,-0.45,42.86,55.1,9.37,-9.16,4.21,-0.85,-1.62,-22.86,24.9,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,1,앞 절반,18,0,18,0.39,-0.46,44.44,55.56,7.6,-6.81,4.9,359,0,359,1.96,0.73,57.94,42.06,50.15,-11.42,8.16,-1.57,-1.19,-13.49,13.49,0.4076,0.2667,0.3097,0.3097,,True,예
코스피200 지수,1,뒤 절반,19,0,19,-0.49,0.11,52.63,47.37,8.46,-6.89,4.03,352,0,352,0.18,-0.23,46.88,52.84,23.11,-9.49,4.61,-0.68,0.34,5.76,-5.47,0.5155,0.7413,0.6424,0.8132,,True,예
코스피200 지수,1,최근 10년,10,0,10,-0.14,0.56,60.0,40.0,8.46,-6.89,4.68,195,0,195,0.71,0.39,54.36,45.64,23.11,-9.49,5.59,-0.86,0.17,5.64,-5.64,0.6314,0.7812,0.7622,0.7622,,True,예
코스피200 지수,1,최근 5년,5,0,5,0.78,0.53,60.0,40.0,8.46,-5.89,5.11,96,0,96,1.33,0.49,54.17,45.83,23.11,-9.49,6.6,-0.55,0.04,5.83,-5.83,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,2,앞 절반,18,0,18,-0.96,-1.45,44.44,55.56,8.76,-6.59,4.14,333,0,333,-0.71,-1.04,38.74,60.96,21.14,-16.07,5.76,-0.25,-0.41,5.71,-5.41,0.7932,0.8122,0.7732,0.7712,,False,예
코스피200 지수,2,뒤 절반,19,0,19,-0.72,-0.17,36.84,63.16,8.58,-9.65,3.53,323,0,323,-0.41,-0.18,45.2,54.8,28.65,-13.11,5.17,-0.31,0.01,-8.36,8.36,0.7902,0.8501,0.4905,0.4905,,False,예
코스피200 지수,2,최근 10년,10,0,10,-1.47,-1.75,30.0,70.0,8.58,-9.65,4.58,177,0,177,-0.44,-1.0,33.9,66.1,28.65,-11.55,6.13,-1.03,-0.75,-3.9,3.9,0.5604,0.3966,1.0,1.0,,False,예
코스피200 지수,2,최근 5년,5,0,5,-0.19,-1.9,20.0,80.0,8.58,-5.08,5.19,89,0,89,1.7,-0.54,38.2,61.8,28.65,-5.71,7.24,-1.89,-1.36,-18.2,18.2,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,3,앞 절반,18,0,18,-0.81,-0.67,44.44,55.56,6.3,-8.81,3.32,380,0,380,-0.2,-0.11,49.21,50.79,16.79,-18.66,4.64,-0.61,-0.55,-4.77,4.77,0.6264,0.7512,0.8112,0.8112,,False,예
코스피200 지수,3,뒤 절반,19,0,19,0.86,0.52,63.16,36.84,10.83,-13.67,5.05,366,0,366,0.84,0.82,66.94,33.06,18.84,-16.21,4.55,0.02,-0.3,-3.78,3.78,0.979,0.5375,0.8212,0.8212,,False,예
코스피200 지수,3,최근 10년,10,0,10,-0.37,0.24,50.0,50.0,10.83,-13.67,6.43,201,0,201,-0.67,0.21,54.23,45.77,18.84,-16.21,5.12,0.29,0.03,-4.23,4.23,0.8531,0.9351,1.0,1.0,,False,예
코스피200 지수,3,최근 5년,5,0,5,-2.31,0.91,60.0,40.0,4.05,-13.67,7.46,99,0,99,-1.18,0.61,59.6,40.4,5.38,-16.21,5.29,-1.13,0.29,0.4,-0.4,,,,,표본 부족으로 검정 불가,True,아니오
코스피200 지수,4,앞 절반,18,0,18,-1.24,-0.91,44.44,55.56,5.29,-10.24,4.5,369,0,369,0.69,0.88,57.99,42.01,18.85,-17.13,5.96,-1.93,-1.8,-13.55,13.55,0.1568,0.1548,0.3417,0.3417,,False,예
코스피200 지수,4,뒤 절반,19,0,19,1.17,1.25,63.16,36.84,6.03,-2.82,2.36,365,0,365,1.54,0.86,61.1,38.9,28.08,-2.98,3.92,-0.37,0.39,2.06,-2.06,0.6813,0.6264,1.0,1.0,,False,예
코스피200 지수,4,최근 10년,10,0,10,1.46,2.08,60.0,40.0,6.03,-2.82,2.79,201,0,201,2.21,1.26,63.18,36.82,28.08,-2.98,4.81,-0.75,0.83,-3.18,3.18,0.6324,0.5005,1.0,1.0,,False,예
코스피200 지수,4,최근 5년,5,0,5,2.04,3.16,60.0,40.0,6.03,-1.86,3.25,101,0,101,2.77,0.9,63.37,36.63,28.08,-2.98,6.08,-0.73,2.27,-3.37,3.37,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,5,앞 절반,18,0,18,0.14,0.66,55.56,44.44,5.41,-11.07,4.62,367,0,367,-0.17,-0.24,48.23,51.5,15.31,-19.09,5.4,0.31,0.89,7.33,-7.05,0.8382,0.6364,0.6034,0.6054,,False,예
코스피200 지수,5,뒤 절반,19,0,19,1.55,1.48,63.16,36.84,19.31,-4.14,4.81,338,0,338,0.97,0.78,60.36,39.64,27.93,-8.46,4.01,0.58,0.69,2.8,-2.8,0.5115,0.3267,0.8282,0.8282,,False,예
코스피200 지수,5,최근 10년,10,0,10,2.58,1.49,70.0,30.0,19.31,-4.14,6.28,186,0,186,1.92,1.45,65.59,34.41,27.93,-7.77,4.88,0.66,0.04,4.41,-4.41,0.6643,0.9051,1.0,1.0,,False,예
코스피200 지수,5,최근 5년,5,0,5,4.35,1.5,80.0,20.0,19.31,-4.14,8.84,93,0,93,3.43,2.93,77.42,22.58,27.93,-4.38,5.94,0.92,-1.43,2.58,-2.58,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,6,앞 절반,18,0,18,-0.26,-1.41,44.44,55.56,6.38,-5.32,3.69,366,0,366,-0.25,-0.26,47.54,52.19,19.49,-14.27,4.33,-0.02,-1.15,-3.1,3.37,0.99,0.1309,0.8172,0.8162,,False,예
코스피200 지수,6,뒤 절반,19,0,19,-0.36,-0.2,47.37,52.63,4.08,-6.08,2.34,350,0,350,0.1,0.12,52.0,47.71,15.52,-12.73,3.32,-0.46,-0.31,-4.63,4.92,0.5355,0.6663,0.8342,0.8312,,False,예
코스피200 지수,6,최근 10년,10,0,10,-0.8,-0.68,40.0,60.0,2.29,-6.08,2.31,193,0,193,0.19,0.31,53.89,46.11,15.52,-12.73,4.17,-1.0,-0.99,-13.89,13.89,0.3836,0.3137,0.5165,0.5165,,False,예
코스피200 지수,6,최근 5년,5,0,5,-1.53,-1.35,20.0,80.0,2.29,-6.08,3.07,95,0,95,0.33,-0.15,47.37,52.63,15.52,-12.73,5.49,-1.86,-1.2,-27.37,27.37,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,7,앞 절반,18,0,18,-1.19,-2.06,33.33,66.67,9.15,-9.79,4.23,383,0,383,-0.27,-0.82,40.21,59.79,20.03,-17.12,5.98,-0.93,-1.24,-6.88,6.88,0.5205,0.2647,0.6324,0.6324,,False,예
코스피200 지수,7,뒤 절반,19,0,19,1.19,1.38,68.42,31.58,5.84,-2.99,2.49,382,0,382,0.91,0.88,62.83,37.17,13.93,-21.61,3.99,0.28,0.5,5.59,-5.59,0.7423,0.4995,0.6224,0.6224,,False,예
코스피200 지수,7,최근 10년,10,0,10,0.28,0.66,60.0,40.0,2.93,-2.99,1.94,211,0,211,0.01,0.33,54.98,45.02,19.98,-21.61,4.57,0.28,0.34,5.02,-5.02,0.7892,0.6613,0.7762,0.7762,,False,예
코스피200 지수,7,최근 5년,5,0,5,1.14,1.38,80.0,20.0,2.31,-0.89,1.21,105,0,105,0.2,1.14,65.71,34.29,19.98,-21.61,6.08,0.94,0.25,14.29,-14.29,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,8,앞 절반,18,0,18,0.64,-0.16,44.44,55.56,19.37,-8.71,6.36,385,0,385,0.1,-0.28,47.27,52.73,21.86,-10.36,5.61,0.55,0.12,-2.83,2.83,0.6893,0.8811,0.8152,0.8152,,True,예
코스피200 지수,8,뒤 절반,19,0,19,0.68,0.37,52.63,47.37,8.6,-4.25,2.97,364,0,364,0.28,0.14,52.2,47.8,10.5,-14.24,2.81,0.4,0.23,0.43,-0.43,0.5574,0.7403,1.0,1.0,,False,예
코스피200 지수,8,최근 10년,10,0,10,1.03,0.95,60.0,40.0,4.74,-2.02,2.19,201,0,201,0.41,0.17,52.74,47.26,9.96,-5.01,2.58,0.62,0.78,7.26,-7.26,0.4306,0.4206,0.7493,0.7493,,False,예
코스피200 지수,8,최근 5년,5,0,5,-0.12,-0.84,40.0,60.0,1.93,-2.02,1.74,100,0,100,0.52,-0.09,47.0,53.0,9.96,-4.99,2.95,-0.63,-0.75,-7.0,7.0,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,9,앞 절반,18,0,18,-0.84,0.91,55.56,44.44,4.62,-11.0,4.54,352,0,352,-0.8,0.48,53.98,46.02,11.39,-15.64,5.62,-0.04,0.43,1.58,-1.58,0.9481,0.6733,1.0,1.0,,True,예
코스피200 지수,9,뒤 절반,18,0,18,-1.38,-0.97,33.33,66.67,1.96,-8.51,2.3,317,0,317,-0.03,-0.21,47.0,53.0,11.98,-11.68,3.5,-1.34,-0.76,-13.67,13.67,0.0879,0.2038,0.3227,0.3227,,False,예
코스피200 지수,9,최근 10년,10,0,10,-1.74,-0.87,40.0,60.0,0.94,-8.51,2.81,179,0,179,-0.66,-0.34,42.46,57.54,11.98,-11.68,3.93,-1.08,-0.53,-2.46,2.46,0.3616,0.7293,1.0,1.0,,False,예
코스피200 지수,9,최근 5년,5,0,5,-2.85,-2.36,40.0,60.0,0.12,-8.51,3.53,87,0,87,-1.72,-1.9,28.74,71.26,11.98,-11.68,4.92,-1.14,-0.46,11.26,-11.26,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,10,앞 절반,18,0,18,-0.28,0.22,50.0,50.0,14.2,-15.31,6.08,376,0,376,0.41,0.44,53.72,46.28,37.84,-26.84,9.0,-0.69,-0.22,-3.72,3.72,0.7453,0.9481,0.7852,0.7852,,False,예
코스피200 지수,10,뒤 절반,18,0,18,-0.44,-1.15,44.44,55.56,8.25,-6.36,3.94,322,0,322,0.07,-0.42,44.1,55.59,20.88,-12.05,4.53,-0.51,-0.73,0.35,-0.03,0.6424,0.3107,1.0,1.0,,False,예
코스피200 지수,10,최근 10년,10,0,10,-0.28,-1.15,40.0,60.0,8.25,-5.25,4.1,182,0,182,-0.29,-0.71,41.21,58.79,20.88,-12.05,4.77,0.01,-0.44,-1.21,1.21,0.995,0.6663,1.0,1.0,,False,예
코스피200 지수,10,최근 5년,5,0,5,1.01,-1.34,40.0,60.0,8.25,-3.9,4.94,90,0,90,1.08,-0.76,45.56,54.44,20.88,-7.08,5.59,-0.07,-0.58,-5.56,5.56,,,,,표본 부족으로 검정 불가,True,아니오
코스피200 지수,11,앞 절반,18,0,18,-0.24,1.27,55.56,44.44,6.42,-14.27,4.89,384,0,384,-0.06,0.41,53.65,46.35,19.02,-25.69,6.72,-0.18,0.86,1.91,-1.91,0.9371,0.4505,1.0,1.0,,True,예
코스피200 지수,11,뒤 절반,18,0,18,0.54,0.7,55.56,44.44,13.86,-4.43,3.92,348,0,348,0.06,-0.02,50.0,50.0,13.86,-7.52,3.17,0.48,0.72,5.56,-5.56,0.5185,0.4286,0.8092,0.8092,,False,예
코스피200 지수,11,최근 10년,10,0,10,-0.52,-0.21,50.0,50.0,1.62,-4.43,2.08,205,0,205,-0.32,-0.44,42.93,57.07,13.11,-7.52,3.39,-0.2,0.23,7.07,-7.07,0.8681,0.7692,0.7483,0.7483,,False,예
코스피200 지수,11,최근 5년,5,0,5,-0.97,-1.09,40.0,60.0,1.26,-4.43,2.37,102,0,102,-0.63,-0.68,44.12,55.88,9.27,-7.52,3.61,-0.34,-0.4,-4.12,4.12,,,,,표본 부족으로 검정 불가,False,아니오
코스피200 지수,12,앞 절반,18,0,18,0.48,0.17,66.67,33.33,8.8,-11.44,4.88,335,0,335,0.48,0.72,59.1,40.9,26.94,-14.6,5.79,-0.0,-0.55,7.56,-7.56,0.976,0.5714,0.6314,0.6314,,False,예
코스피200 지수,12,뒤 절반,18,0,18,0.32,-0.24,44.44,55.56,6.61,-5.03,2.79,331,0,331,0.52,0.09,51.36,48.34,10.47,-9.6,3.38,-0.2,-0.33,-6.92,7.22,0.8402,0.5814,0.6254,0.6174,,True,예
코스피200 지수,12,최근 10년,10,0,10,0.7,-0.24,40.0,60.0,6.61,-4.26,3.12,193,0,193,0.83,-0.11,48.19,51.3,10.47,-9.6,3.85,-0.12,-0.13,-8.19,8.7,0.9411,0.6823,0.7453,0.7453,,True,예
코스피200 지수,12,최근 5년,5,0,5,1.03,0.72,60.0,40.0,6.61,-4.26,3.94,98,0,98,0.31,-0.43,45.92,54.08,9.39,-9.6,4.38,0.72,1.15,14.08,-14.08,,,,,표본 부족으로 검정 불가,False,아니오
코스피 종합지수,1,앞 절반,23,0,23,1.53,1.82,65.22,34.78,8.66,-6.85,4.4,491,0,491,2.69,1.32,62.53,37.27,47.18,-10.87,7.02,-1.16,0.5,2.69,-2.49,0.4466,0.7443,0.8222,0.8222,,False,예
코스피 종합지수,1,뒤 절반,24,0,24,-0.45,0.04,50.0,50.0,6.93,-6.96,4.02,450,0,450,-0.04,-0.14,46.67,53.33,21.23,-12.83,4.49,-0.41,0.18,3.33,-3.33,0.6324,0.7433,0.8282,0.8282,,False,예
코스피 종합지수,1,최근 10년,10,0,10,-0.3,0.54,60.0,40.0,6.93,-6.96,4.42,195,0,195,0.54,0.16,53.85,46.15,21.23,-10.9,5.43,-0.84,0.38,6.15,-6.15,0.6084,0.8741,0.7463,0.7463,,True,예
코스피 종합지수,1,최근 5년,5,0,5,0.42,0.98,60.0,40.0,6.93,-6.96,4.95,96,0,96,1.02,0.77,55.21,44.79,21.23,-10.9,6.53,-0.6,0.21,4.79,-4.79,,,,,표본 부족으로 검정 불가,False,아니오
코스피 종합지수,2,앞 절반,23,0,23,-0.7,0.04,52.17,47.83,7.06,-7.64,3.63,470,0,470,-0.45,-0.56,44.47,55.32,18.5,-15.13,4.75,-0.26,0.61,7.71,-7.49,0.7453,0.5305,0.5145,0.5165,,True,예
코스피 종합지수,2,뒤 절반,24,0,24,-0.62,0.03,54.17,45.83,7.5,-9.5,3.24,411,0,411,0.05,0.15,52.55,47.45,26.15,-12.17,4.64,-0.66,-0.11,1.61,-1.61,0.4605,0.8841,1.0,1.0,,True,예
코스피 종합지수,2,최근 10년,10,0,10,-1.43,-1.6,30.0,70.0,7.5,-9.5,4.28,177,0,177,-0.45,-0.82,33.9,66.1,26.15,-11.44,5.74,-0.98,-0.77,-3.9,3.9,0.5544,0.4356,1.0,1.0,,False,예
코스피 종합지수,2,최근 5년,5,0,5,-0.2,-1.65,20.0,80.0,7.5,-4.57,4.55,89,0,89,1.59,-0.44,37.08,62.92,26.15,-5.19,6.58,-1.79,-1.21,-17.08,17.08,,,,,표본 부족으로 검정 불가,False,아니오
코스피 종합지수,3,앞 절반,23,0,23,0.96,0.91,60.87,39.13,10.04,-8.54,3.78,514,0,514,1.36,0.97,60.7,39.3,19.91,-16.25,4.94,-0.4,-0.06,0.17,-0.17,0.7383,0.973,1.0,1.0,,False,예
코스피 종합지수,3,뒤 절반,24,0,24,0.53,0.49,66.67,33.33,12.04,-12.61,4.63,469,0,469,0.83,0.97,68.23,31.77,20.38,-15.86,4.24,-0.31,-0.48,-1.56,1.56,0.7193,0.3497,1.0,1.0,,False,예
코스피 종합지수,3,최근 10년,10,0,10,-0.08,0.43,60.0,40.0,12.04,-12.61,6.41,201,0,201,-0.57,0.38,54.23,45.77,20.38,-15.86,5.08,0.49,0.05,5.77,-5.77,0.7502,0.8781,0.7632,0.7632,,True,예
