대상,격자 칸,진입 달력일,청산 상대 거래일,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
코스피 종합지수,18일 → 말일-3,18,-3,560,0,560,-0.06,-0.04,49.11,50.89,11.97,-15.37,3.64,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,-0.09,-0.09,-1.5,1.57,0.6304,0.5265,0.4496,0.4216,,False,예
코스피 종합지수,18일 → 말일-2,18,-2,560,0,560,-0.04,0.18,52.32,47.32,15.07,-17.93,3.9,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,-0.09,0.11,1.21,-1.52,0.6484,0.4336,0.5894,0.4745,,True,예
코스피 종합지수,18일 → 말일-1,18,-1,560,0,560,0.11,0.18,53.21,46.79,15.97,-17.99,4.18,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,-0.1,0.0,0.67,-0.64,0.6553,0.9321,0.7073,0.7363,,False,예
코스피 종합지수,18일 → 말일,18,0,560,0,560,0.32,0.33,54.82,45.18,21.05,-19.48,4.39,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,-0.09,0.03,0.74,-0.7,0.6464,0.8721,0.7542,0.7762,,False,예
코스피 종합지수,18일 → 말일+1,18,1,560,0,560,0.56,0.53,55.18,44.64,20.14,-20.52,4.6,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,-0.07,0.08,-0.43,0.34,0.6793,0.6633,0.8591,0.8961,,False,예
코스피 종합지수,18일 → 말일+2,18,2,560,0,560,0.63,0.48,55.54,44.46,21.03,-23.81,4.87,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,-0.08,0.01,-0.03,0.06,0.6843,0.991,1.0,0.965,,False,예
코스피 종합지수,18일 → 말일+3,18,3,560,0,560,0.74,0.61,55.36,44.46,21.29,-23.32,5.09,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,-0.07,0.14,0.49,-0.64,0.7313,0.5215,0.8751,0.8142,,False,예
코스피 종합지수,19일 → 말일-3,19,-3,560,0,560,-0.14,-0.07,48.57,51.43,15.68,-15.37,3.36,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,-0.16,-0.13,-2.03,2.1,0.4046,0.3576,0.2987,0.2837,,False,예
코스피 종합지수,19일 → 말일-2,19,-2,560,0,560,-0.11,0.12,52.68,47.32,17.84,-17.93,3.67,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,-0.16,0.04,1.57,-1.52,0.4116,0.7922,0.4775,0.4745,,True,예
코스피 종합지수,19일 → 말일-1,19,-1,560,0,560,0.04,0.19,52.14,47.86,17.8,-18.04,3.93,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,-0.17,0.01,-0.4,0.43,0.4306,0.8771,0.9321,0.8921,,False,예
코스피 종합지수,19일 → 말일,19,0,560,0,560,0.25,0.19,52.86,47.14,20.38,-19.48,4.18,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,-0.17,-0.11,-1.22,1.27,0.4226,0.4945,0.5844,0.5574,,False,예
코스피 종합지수,19일 → 말일+1,19,1,560,0,560,0.49,0.3,52.68,47.32,20.86,-21.77,4.39,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,-0.14,-0.15,-2.93,3.02,0.4615,0.4266,0.1928,0.1768,,False,예
코스피 종합지수,19일 → 말일+2,19,2,560,0,560,0.56,0.32,54.64,45.36,21.04,-25.01,4.68,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,-0.15,-0.15,-0.92,0.96,0.4585,0.3866,0.7053,0.6763,,False,예
코스피 종합지수,19일 → 말일+3,19,3,560,0,560,0.66,0.62,56.25,43.75,20.96,-24.53,4.9,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,-0.14,0.15,1.39,-1.35,0.5035,0.4755,0.5594,0.5614,,False,예
코스피 종합지수,20일 → 말일-3,20,-3,555,0,555,-0.21,-0.08,48.83,51.17,11.63,-17.26,3.17,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,-0.23,-0.14,-1.78,1.85,0.2218,0.3127,0.3576,0.3297,,False,예
코스피 종합지수,20일 → 말일-2,20,-2,560,0,560,-0.18,0.1,52.5,47.5,14.15,-19.76,3.47,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,-0.23,0.03,1.39,-1.35,0.2278,0.8541,0.5375,0.5465,,True,예
코스피 종합지수,20일 → 말일-1,20,-1,560,0,560,-0.03,0.07,52.5,47.5,15.29,-15.66,3.73,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,-0.25,-0.11,-0.04,0.07,0.2438,0.5245,0.967,1.0,,True,예
코스피 종합지수,20일 → 말일,20,0,560,0,560,0.17,0.22,53.04,46.96,20.33,-16.77,3.99,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,-0.24,-0.08,-1.04,1.09,0.2448,0.6334,0.6503,0.6114,,False,예
코스피 종합지수,20일 → 말일+1,20,1,560,0,560,0.42,0.37,53.75,46.25,21.91,-19.5,4.19,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,-0.22,-0.09,-1.86,1.95,0.2657,0.6474,0.4216,0.4006,,False,예
코스피 종합지수,20일 → 말일+2,20,2,560,0,560,0.48,0.31,54.82,45.0,22.09,-22.84,4.52,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,-0.22,-0.15,-0.75,0.6,0.2817,0.3766,0.7692,0.8012,,False,예
코스피 종합지수,20일 → 말일+3,20,3,560,0,560,0.59,0.36,55.0,45.0,20.58,-22.34,4.74,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,-0.22,-0.11,0.14,-0.1,0.2997,0.5894,1.0,1.0,,False,예
코스피 종합지수,21일 → 말일-3,21,-3,548,0,548,-0.22,0.01,50.36,49.64,13.41,-16.47,2.95,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,-0.24,-0.05,-0.24,0.31,0.1958,0.7532,0.8931,0.8551,,True,예
코스피 종합지수,21일 → 말일-2,21,-2,556,0,556,-0.2,0.03,50.18,49.82,12.96,-18.99,3.25,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,-0.24,-0.05,-0.93,0.97,0.2208,0.7263,0.6184,0.6244,,True,예
코스피 종합지수,21일 → 말일-1,21,-1,560,0,560,-0.04,0.17,53.04,46.96,17.46,-18.61,3.56,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,-0.26,-0.01,0.49,-0.47,0.2328,0.994,0.7662,0.7992,,True,예
코스피 종합지수,21일 → 말일,21,0,560,0,560,0.16,0.21,53.57,46.25,22.6,-19.41,3.82,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,-0.25,-0.1,-0.51,0.37,0.2298,0.5475,0.8462,0.8751,,False,예
코스피 종합지수,21일 → 말일+1,21,1,560,0,560,0.41,0.45,54.46,45.54,21.68,-22.31,4.01,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,-0.23,-0.0,-1.14,1.23,0.2408,0.999,0.6364,0.6054,,False,예
코스피 종합지수,21일 → 말일+2,21,2,560,0,560,0.48,0.4,55.36,44.64,22.58,-25.53,4.36,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,-0.23,-0.07,-0.21,0.24,0.2647,0.6903,0.9351,0.9021,,False,예
코스피 종합지수,21일 → 말일+3,21,3,560,0,560,0.58,0.38,55.0,45.0,22.84,-25.05,4.62,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,-0.22,-0.09,0.14,-0.1,0.2857,0.6484,1.0,1.0,,False,예
코스피 종합지수,22일 → 말일-3,22,-3,537,0,537,-0.15,-0.07,48.42,51.58,10.39,-17.63,2.7,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,-0.17,-0.12,-2.19,2.26,0.3756,0.4136,0.2737,0.2667,,False,예
코스피 종합지수,22일 → 말일-2,22,-2,550,0,550,-0.12,0.04,50.55,49.45,9.96,-16.69,3.06,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,-0.17,-0.03,-0.56,0.61,0.3776,0.7962,0.7802,0.7433,,True,예
코스피 종합지수,22일 → 말일-1,22,-1,558,0,558,0.04,0.12,52.33,47.67,15.36,-19.33,3.43,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,-0.18,-0.06,-0.21,0.24,0.4246,0.7243,1.0,0.964,,False,예
코스피 종합지수,22일 → 말일,22,0,560,0,560,0.25,0.27,53.39,46.61,19.34,-21.71,3.74,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,-0.17,-0.03,-0.69,0.73,0.4206,0.8571,0.7722,0.7383,,False,예
코스피 종합지수,22일 → 말일+1,22,1,560,0,560,0.49,0.39,54.11,45.89,18.45,-19.01,3.89,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,-0.15,-0.07,-1.5,1.59,0.4505,0.7363,0.5175,0.4965,,False,예
코스피 종합지수,22일 → 말일+2,22,2,560,0,560,0.56,0.27,55.36,44.64,19.32,-22.36,4.28,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,-0.15,-0.2,-0.21,0.24,0.4555,0.2827,0.9351,0.9021,,False,예
코스피 종합지수,22일 → 말일+3,22,3,560,0,560,0.66,0.49,54.46,45.54,19.58,-21.86,4.55,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,-0.14,0.02,-0.4,0.43,0.5045,0.9121,0.8482,0.8452,,False,예
코스피 종합지수,23일 → 말일-3,23,-3,517,0,517,-0.06,-0.01,49.71,50.29,13.75,-18.01,2.51,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,-0.08,-0.06,-0.9,0.97,0.6424,0.6523,0.6274,0.6324,,False,예
코스피 종합지수,23일 → 말일-2,23,-2,541,0,541,-0.03,0.1,52.31,47.69,15.87,-20.2,2.84,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,-0.07,0.03,1.2,-1.16,0.7013,0.8741,0.5784,0.6124,,True,예
코스피 종합지수,23일 → 말일-1,23,-1,553,0,553,0.14,0.19,53.89,46.11,15.83,-21.18,3.33,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,-0.08,0.01,1.34,-1.32,0.7043,0.8751,0.4875,0.4915,,False,예
코스피 종합지수,23일 → 말일,23,0,560,0,560,0.34,0.28,54.64,45.18,19.34,-22.06,3.59,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,-0.07,-0.03,0.56,-0.7,0.7103,0.8791,0.8092,0.7762,,False,예
코스피 종합지수,23일 → 말일+1,23,1,560,0,560,0.58,0.48,55.71,44.29,18.45,-19.01,3.76,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,-0.05,0.02,0.11,-0.02,0.7443,0.8951,0.965,1.0,,False,예
코스피 종합지수,23일 → 말일+2,23,2,560,0,560,0.65,0.43,56.43,43.57,19.32,-22.36,4.15,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,-0.06,-0.03,0.86,-0.83,0.7642,0.8232,0.7403,0.7682,,False,예
코스피 종합지수,23일 → 말일+3,23,3,560,0,560,0.76,0.54,56.43,43.39,19.58,-21.86,4.48,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,-0.05,0.07,1.56,-1.71,0.8082,0.7193,0.4975,0.4476,,False,예
코스피 종합지수,24일 → 말일-3,24,-3,480,0,480,-0.04,0.08,51.04,48.96,8.11,-13.25,2.11,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,-0.06,0.03,0.44,-0.37,0.7453,0.8881,0.8921,0.9251,,True,예
코스피 종합지수,24일 → 말일-2,24,-2,525,0,525,0.01,0.07,52.19,47.81,9.01,-15.36,2.45,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,-0.04,-0.0,1.08,-1.04,0.8631,0.984,0.6174,0.6553,,False,예
코스피 종합지수,24일 → 말일-1,24,-1,544,0,544,0.16,0.17,53.31,46.69,15.55,-16.4,3.02,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,-0.06,-0.01,0.77,-0.74,0.8102,0.981,0.7033,0.7053,,False,예
코스피 종합지수,24일 → 말일,24,0,555,0,555,0.36,0.22,54.41,45.59,18.57,-17.54,3.35,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,-0.05,-0.09,0.33,-0.29,0.7822,0.5974,0.9131,0.9091,,False,예
코스피 종합지수,24일 → 말일+1,24,1,560,0,560,0.6,0.48,56.96,43.04,20.27,-12.91,3.59,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,-0.04,0.02,1.36,-1.27,0.8082,0.8821,0.5475,0.5724,,False,예
코스피 종합지수,24일 → 말일+2,24,2,560,0,560,0.67,0.39,55.18,44.82,22.86,-16.37,4.05,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,-0.04,-0.07,-0.39,0.42,0.8492,0.6693,0.8771,0.8551,,False,예
코스피 종합지수,24일 → 말일+3,24,3,560,0,560,0.78,0.49,54.64,45.36,25.86,-15.93,4.41,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,-0.02,0.02,-0.22,0.25,0.8851,0.9291,0.9081,0.9061,,False,예
코스피 종합지수,25일 → 말일-3,25,-3,399,0,399,0.02,0.06,52.13,47.62,9.37,-9.97,1.84,10145,0,10145,0.02,0.05,50.61,49.32,32.18,-30.6,4.66,0.0,0.01,1.52,-1.71,0.998,0.975,0.5554,0.4905,,False,예
코스피 종합지수,25일 → 말일-2,25,-2,509,0,509,0.06,0.06,52.26,47.74,10.28,-15.36,2.18,10705,0,10705,0.05,0.07,51.11,48.85,34.54,-32.69,4.73,0.01,-0.01,1.15,-1.11,0.9121,0.9351,0.6144,0.6384,,False,예
코스피 종합지수,25일 → 말일-1,25,-1,536,0,536,0.19,0.1,52.43,47.57,15.55,-16.4,2.81,11265,0,11265,0.22,0.18,52.54,47.43,44.84,-32.64,4.93,-0.02,-0.08,-0.12,0.14,0.962,0.6214,1.0,1.0,,False,예
코스피 종합지수,25일 → 말일,25,0,555,0,555,0.39,0.21,54.59,45.23,18.57,-14.16,3.09,11825,0,11825,0.41,0.3,54.08,45.88,47.18,-27.14,5.0,-0.02,-0.09,0.51,-0.65,0.9111,0.5784,0.8452,0.7802,,False,예
코스피 종합지수,25일 → 말일+1,25,1,560,0,560,0.63,0.46,58.04,41.96,20.27,-10.86,3.42,12385,0,12385,0.64,0.46,55.61,44.3,41.04,-29.25,5.08,-0.0,0.0,2.43,-2.34,0.964,0.969,0.2727,0.2917,,False,예
코스피 종합지수,25일 → 말일+2,25,2,560,0,560,0.71,0.48,56.96,43.04,22.86,-16.28,3.9,12385,0,12385,0.71,0.47,55.57,44.4,42.73,-32.19,5.36,-0.0,0.01,1.4,-1.36,0.972,0.999,0.5504,0.5824,,False,예
코스피 종합지수,25일 → 말일+3,25,3,560,0,560,0.81,0.5,56.61,43.39,25.86,-15.93,4.25,12385,0,12385,0.81,0.47,54.86,45.1,43.1,-31.75,5.64,0.01,0.03,1.74,-1.71,0.994,0.8781,0.4505,0.4476,,False,예
KODEX 코스닥150,15일 → 말일-3,15,-3,131,0,131,-0.24,0.21,51.15,48.85,19.35,-17.43,4.71,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.17,0.16,0.89,-0.33,0.6703,0.6743,0.9351,1.0,,True,예
KODEX 코스닥150,15일 → 말일-2,15,-2,131,0,131,-0.35,0.16,51.91,46.56,28.28,-22.45,5.52,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.16,0.2,2.57,-3.61,0.7203,0.5415,0.5764,0.3946,,True,예
KODEX 코스닥150,15일 → 말일-1,15,-1,131,0,131,-0.12,0.38,52.67,47.33,32.04,-26.07,5.82,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.17,0.25,1.53,-1.2,0.7293,0.4496,0.7173,0.7832,,True,예
KODEX 코스닥150,15일 → 말일,15,0,131,0,131,-0.11,0.0,49.62,49.62,29.42,-15.65,5.89,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.18,-0.14,-1.4,1.03,0.7213,0.8322,0.7612,0.8292,,False,예
KODEX 코스닥150,15일 → 말일+1,15,1,131,0,131,0.16,0.45,54.2,45.04,21.81,-13.07,5.53,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.19,0.15,1.71,-1.99,0.6863,0.8142,0.7233,0.7223,,False,예
KODEX 코스닥150,15일 → 말일+2,15,2,131,0,131,0.14,0.43,51.15,48.85,27.18,-15.39,6.12,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.2,0.09,-1.23,1.68,0.6903,0.8751,0.8711,0.7293,,False,예
KODEX 코스닥150,15일 → 말일+3,15,3,130,0,130,0.3,0.53,53.85,46.15,26.52,-18.28,6.47,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.12,-0.04,-0.58,0.73,0.8222,0.9391,0.9281,0.8581,,False,예
KODEX 코스닥150,16일 → 말일-3,16,-3,131,0,131,-0.35,-0.11,49.62,50.38,18.38,-12.78,4.33,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.29,-0.16,-0.64,1.19,0.4805,0.6274,0.8621,0.7922,,False,예
KODEX 코스닥150,16일 → 말일-2,16,-2,131,0,131,-0.48,0.27,52.67,44.27,27.24,-18.08,5.18,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.28,0.31,3.33,-5.9,0.5445,0.3377,0.4496,0.1678,,True,예
KODEX 코스닥150,16일 → 말일-1,16,-1,131,0,131,-0.24,0.15,51.15,48.85,30.96,-21.91,5.53,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.29,0.02,0.01,0.32,0.5634,0.8631,1.0,1.0,,True,예
KODEX 코스닥150,16일 → 말일,16,0,131,0,131,-0.22,0.0,49.62,48.85,28.37,-11.22,5.66,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.3,-0.14,-1.4,0.27,0.5594,0.8322,0.7612,1.0,,False,예
KODEX 코스닥150,16일 → 말일+1,16,1,131,0,131,0.05,0.0,49.62,49.62,20.82,-11.06,5.32,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.3,-0.29,-2.87,2.59,0.4885,0.5045,0.5215,0.5205,,False,예
KODEX 코스닥150,16일 → 말일+2,16,2,131,0,131,0.03,0.52,51.91,47.33,26.14,-12.84,5.86,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.32,0.18,-0.46,0.15,0.5425,0.7532,1.0,1.0,,False,예
KODEX 코스닥150,16일 → 말일+3,16,3,130,0,130,0.18,0.92,53.08,46.15,25.49,-17.62,6.23,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.23,0.35,-1.35,0.73,0.6533,0.5445,0.7872,0.8581,,False,예
KODEX 코스닥150,17일 → 말일-3,17,-3,131,0,131,-0.35,0.36,50.38,49.62,18.38,-12.87,4.18,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.28,0.31,0.13,0.43,0.4905,0.4186,1.0,0.9421,,True,예
KODEX 코스닥150,17일 → 말일-2,17,-2,131,0,131,-0.47,0.36,53.44,44.27,27.24,-18.08,5.0,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.27,0.4,4.09,-5.9,0.5514,0.2288,0.3477,0.1678,,True,예
KODEX 코스닥150,17일 → 말일-1,17,-1,131,0,131,-0.24,0.24,51.15,48.85,30.96,-21.91,5.32,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.28,0.11,0.01,0.32,0.5674,0.6923,1.0,1.0,,True,예
KODEX 코스닥150,17일 → 말일,17,0,131,0,131,-0.22,-0.24,48.85,50.38,28.37,-11.87,5.42,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.3,-0.38,-2.17,1.8,0.5604,0.4366,0.6214,0.6873,,False,예
KODEX 코스닥150,17일 → 말일+1,17,1,131,0,131,0.05,0.0,49.62,48.85,20.82,-11.75,5.13,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.3,-0.29,-2.87,1.82,0.4995,0.5045,0.5215,0.6424,,False,예
KODEX 코스닥150,17일 → 말일+2,17,2,131,0,131,0.03,0.52,54.96,45.04,26.14,-15.02,5.7,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.31,0.18,2.59,-2.14,0.5524,0.7532,0.5524,0.6753,,False,예
KODEX 코스닥150,17일 → 말일+3,17,3,130,0,130,0.18,0.97,55.38,44.62,25.49,-16.75,6.04,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.23,0.4,0.96,-0.81,0.6553,0.4785,0.8631,0.9381,,False,예
KODEX 코스닥150,18일 → 말일-3,18,-3,131,0,131,-0.27,-0.04,48.85,50.38,18.38,-12.78,4.0,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.2,-0.08,-1.4,1.19,0.6084,0.8202,0.7363,0.7922,,False,예
KODEX 코스닥150,18일 → 말일-2,18,-2,131,0,131,-0.39,0.04,50.38,48.85,27.24,-18.08,4.84,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.2,0.08,1.04,-1.32,0.6603,0.8392,0.8571,0.7892,,True,예
KODEX 코스닥150,18일 → 말일-1,18,-1,131,0,131,-0.16,0.04,50.38,48.85,30.96,-21.91,5.17,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.21,-0.1,-0.76,0.32,0.6743,0.9121,0.9271,1.0,,True,예
KODEX 코스닥150,18일 → 말일,18,0,131,0,131,-0.14,-0.2,49.62,50.38,28.37,-11.23,5.32,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.22,-0.33,-1.4,1.8,0.6683,0.4735,0.7612,0.6873,,False,예
KODEX 코스닥150,18일 → 말일+1,18,1,131,0,131,0.13,-0.04,48.09,51.15,20.82,-10.02,4.93,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.22,-0.33,-4.39,4.11,0.6274,0.4486,0.3247,0.3157,,True,예
KODEX 코스닥150,18일 → 말일+2,18,2,131,0,131,0.11,0.18,51.15,48.85,26.14,-12.29,5.59,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.23,-0.15,-1.23,1.68,0.6434,0.8072,0.8711,0.7293,,False,예
KODEX 코스닥150,18일 → 말일+3,18,3,130,0,130,0.23,0.62,53.08,46.92,25.49,-16.5,5.96,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.19,0.05,-1.35,1.5,0.7303,0.957,0.7872,0.7203,,False,예
KODEX 코스닥150,19일 → 말일-3,19,-3,131,0,131,-0.23,-0.31,41.98,58.02,17.2,-12.78,3.91,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.17,-0.35,-8.27,8.83,0.6723,0.3676,0.042,0.032,,False,예
KODEX 코스닥150,19일 → 말일-2,19,-2,131,0,131,-0.36,-0.34,44.27,55.73,25.98,-18.08,4.79,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.16,-0.3,-5.07,5.55,0.7133,0.3277,0.2388,0.2018,,False,예
KODEX 코스닥150,19일 → 말일-1,19,-1,131,0,131,-0.12,-0.16,48.85,50.38,29.67,-21.91,5.13,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.17,-0.3,-2.28,1.85,0.7243,0.5634,0.6513,0.7253,,False,예
KODEX 코스닥150,19일 → 말일,19,0,131,0,131,-0.1,0.17,50.38,49.62,28.6,-12.04,5.38,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.18,0.04,-0.64,1.03,0.7293,0.8581,0.9171,0.8292,,True,예
KODEX 코스닥150,19일 → 말일+1,19,1,131,0,131,0.17,-0.08,47.33,51.91,23.89,-11.93,4.96,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.19,-0.37,-5.16,4.88,0.6943,0.3896,0.2328,0.2308,,True,예
KODEX 코스닥150,19일 → 말일+2,19,2,131,0,131,0.16,0.12,50.38,49.62,27.15,-16.15,5.77,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.19,-0.22,-1.99,2.44,0.7093,0.7303,0.7463,0.6124,,False,예
KODEX 코스닥150,19일 → 말일+3,19,3,130,0,130,0.27,0.18,50.77,49.23,27.98,-18.15,6.01,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.14,-0.39,-3.65,3.8,0.7822,0.4665,0.4226,0.3646,,False,예
KODEX 코스닥150,20일 → 말일-3,20,-3,130,0,130,-0.3,-0.47,43.85,55.38,16.55,-10.15,3.61,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.23,-0.52,-6.41,6.2,0.5534,0.1598,0.1179,0.1349,,False,예
KODEX 코스닥150,20일 → 말일-2,20,-2,131,0,131,-0.43,-0.31,44.27,54.96,25.28,-12.08,4.41,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.23,-0.27,-5.07,4.79,0.6104,0.3886,0.2388,0.2687,,False,예
KODEX 코스닥150,20일 → 말일-1,20,-1,131,0,131,-0.2,-0.47,45.8,53.44,28.95,-15.9,4.68,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.25,-0.61,-5.34,4.91,0.6144,0.1838,0.2358,0.2677,,False,예
KODEX 코스닥150,20일 → 말일,20,0,131,0,131,-0.18,-0.45,46.56,53.44,26.39,-12.04,4.87,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.26,-0.59,-4.46,4.85,0.6164,0.1978,0.3197,0.2777,,False,예
KODEX 코스닥150,20일 → 말일+1,20,1,131,0,131,0.09,-0.26,46.56,52.67,18.96,-11.93,4.51,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.26,-0.56,-5.92,5.64,0.5664,0.1888,0.1588,0.1678,,True,예
KODEX 코스닥150,20일 → 말일+2,20,2,131,0,131,0.09,-0.36,47.33,51.91,24.2,-15.65,5.38,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.26,-0.7,-5.04,4.73,0.6144,0.1638,0.2907,0.2937,,True,예
KODEX 코스닥150,20일 → 말일+3,20,3,130,0,130,0.22,0.32,52.31,46.92,23.55,-18.15,5.66,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.19,-0.25,-2.11,1.5,0.7133,0.6274,0.6543,0.7203,,False,예
