대상,격자 칸,진입 달력일,청산 상대 거래일,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 인버스,15일 → 말일-3,15,-3,뒤 절반,102,0,102,-0.23,-0.06,48.04,50.0,19.38,-9.03,3.84,1662,0,1662,-0.51,-0.33,42.54,55.35,33.55,-22.93,4.6,0.28,0.27,5.5,-5.35,0.5015,0.2747,0.2577,0.2557,,False,예
KODEX 인버스,15일 → 말일-3,15,-3,최근 10년,120,0,120,-0.32,-0.41,45.0,53.33,19.38,-9.03,3.57,1968,0,1968,-0.53,-0.36,41.62,56.25,33.55,-22.93,4.27,0.21,-0.05,3.38,-2.92,0.5215,0.8342,0.4156,0.4965,,False,예
KODEX 인버스,15일 → 말일-3,15,-3,최근 5년,60,0,60,-0.48,-0.66,45.0,53.33,19.38,-9.03,4.51,979,0,979,-0.8,-0.45,40.35,57.71,33.55,-22.93,5.22,0.32,-0.21,4.65,-4.38,0.6294,0.6513,0.5225,0.5285,,False,예
KODEX 인버스,15일 → 말일-2,15,-2,앞 절반,101,0,101,-0.43,-0.69,34.65,65.35,5.65,-7.64,2.16,1762,0,1762,-0.38,-0.45,39.16,59.82,18.95,-13.75,2.62,-0.06,-0.24,-4.51,5.53,0.8252,0.2787,0.4066,0.2887,,False,예
KODEX 인버스,15일 → 말일-2,15,-2,뒤 절반,102,0,102,-0.17,-0.31,45.1,54.9,26.71,-11.45,4.55,1763,0,1763,-0.41,-0.31,43.85,54.68,41.75,-23.16,5.03,0.24,-0.0,1.25,0.22,0.6613,0.983,0.8292,1.0,,False,예
KODEX 인버스,15일 → 말일-2,15,-2,최근 10년,120,0,120,-0.28,-0.5,40.83,59.17,26.71,-11.45,4.23,2088,0,2088,-0.46,-0.34,42.05,56.47,41.75,-23.16,4.67,0.17,-0.16,-1.22,2.7,0.7183,0.5475,0.7932,0.5694,,False,예
KODEX 인버스,15일 → 말일-2,15,-2,최근 5년,60,0,60,-0.4,-0.48,43.33,56.67,26.71,-11.45,5.36,1039,0,1039,-0.65,-0.47,42.35,55.82,41.75,-23.16,5.8,0.25,-0.01,0.98,0.84,0.7233,0.982,0.8711,0.8911,,False,예
KODEX 인버스,15일 → 말일-1,15,-1,앞 절반,101,0,101,-0.58,-0.58,32.67,64.36,4.52,-8.63,2.12,1862,0,1862,-0.51,-0.49,38.4,59.77,17.78,-14.19,2.52,-0.07,-0.09,-5.73,4.58,0.7842,0.7892,0.2338,0.3836,,False,예
KODEX 인버스,15일 → 말일-1,15,-1,뒤 절반,102,0,102,-0.2,-0.23,49.02,50.98,29.51,-14.06,4.97,1864,0,1864,-0.42,-0.36,43.83,54.77,44.88,-24.73,5.31,0.22,0.14,5.19,-3.79,0.6024,0.5724,0.3037,0.4446,,False,예
KODEX 인버스,15일 → 말일-1,15,-1,최근 10년,120,0,120,-0.31,-0.47,44.17,55.83,29.51,-14.06,4.61,2208,0,2208,-0.45,-0.42,41.76,56.79,44.88,-24.73,4.92,0.14,-0.05,2.41,-0.96,0.7423,0.8811,0.6314,0.9101,,False,예
KODEX 인버스,15일 → 말일-1,15,-1,최근 5년,60,0,60,-0.33,-0.61,45.0,55.0,29.51,-14.06,5.98,1099,0,1099,-0.54,-0.57,43.04,55.41,44.88,-24.73,6.19,0.21,-0.04,1.96,-0.41,0.7892,0.9041,0.8052,1.0,,False,예
KODEX 인버스,15일 → 말일,15,0,앞 절반,101,0,101,-0.55,-0.58,35.64,64.36,6.03,-8.75,2.23,1962,0,1962,-0.46,-0.41,40.67,58.1,15.71,-13.2,2.51,-0.09,-0.17,-5.03,6.25,0.7063,0.5425,0.2917,0.1988,,False,예
KODEX 인버스,15일 → 말일,15,0,뒤 절반,102,0,102,-0.26,-0.29,47.06,50.98,12.77,-14.45,4.4,1965,0,1965,-0.48,-0.24,46.77,52.01,17.87,-24.02,4.73,0.22,-0.05,0.29,-1.03,0.6194,0.8352,0.9061,0.8422,,False,예
KODEX 인버스,15일 → 말일,15,0,최근 10년,120,0,120,-0.34,-0.57,42.5,55.83,12.77,-14.45,4.08,2328,0,2328,-0.48,-0.33,44.72,54.04,17.87,-24.02,4.4,0.13,-0.25,-2.22,1.8,0.7173,0.3586,0.6354,0.6763,,False,예
KODEX 인버스,15일 → 말일,15,0,최근 5년,60,0,60,-0.61,-0.46,46.67,53.33,9.78,-14.45,4.83,1159,0,1159,-0.81,-0.34,44.61,54.18,17.87,-24.02,5.2,0.2,-0.11,2.06,-0.85,0.7832,0.7592,0.7902,1.0,,False,예
KODEX 인버스,15일 → 말일+1,15,1,앞 절반,101,0,101,-0.7,-0.99,30.69,68.32,6.3,-9.55,2.5,2062,0,2062,-0.6,-0.64,37.68,60.72,15.85,-13.2,2.72,-0.1,-0.34,-6.99,7.6,0.7063,0.1638,0.1568,0.1279,,False,예
KODEX 인버스,15일 → 말일+1,15,1,뒤 절반,102,0,102,-0.33,-0.11,47.06,50.0,11.55,-18.68,4.62,2066,0,2066,-0.53,-0.23,46.37,52.57,23.62,-27.78,4.78,0.2,0.12,0.69,-2.57,0.6993,0.6863,0.9181,0.6134,,False,예
KODEX 인버스,15일 → 말일+1,15,1,최근 10년,120,0,120,-0.46,-0.55,42.5,55.0,11.55,-18.68,4.31,2448,0,2448,-0.57,-0.39,43.79,54.94,23.62,-27.78,4.46,0.11,-0.16,-1.29,0.06,0.8152,0.6174,0.7163,0.9261,,False,예
KODEX 인버스,15일 → 말일+1,15,1,최근 5년,60,0,60,-0.6,-0.11,46.67,50.0,10.51,-18.68,5.18,1219,0,1219,-0.77,-0.23,46.68,52.34,23.62,-27.78,5.27,0.18,0.12,-0.01,-2.34,0.8172,0.7832,1.0,0.7892,,False,예
KODEX 인버스,15일 → 말일+2,15,2,앞 절반,101,0,101,-0.6,-0.97,37.62,61.39,7.12,-9.55,2.72,2062,0,2062,-0.51,-0.55,40.45,58.49,16.88,-12.54,2.93,-0.09,-0.42,-2.82,2.9,0.7343,0.1668,0.6124,0.5265,,False,예
KODEX 인버스,15일 → 말일+2,15,2,뒤 절반,102,0,102,-0.52,0.12,50.98,48.04,11.15,-19.16,5.07,2066,0,2066,-0.78,-0.38,44.58,54.4,22.45,-32.48,5.23,0.25,0.5,6.4,-6.37,0.6424,0.1608,0.2128,0.2248,,True,예
KODEX 인버스,15일 → 말일+2,15,2,최근 10년,120,0,120,-0.59,-0.11,47.5,50.83,11.15,-19.16,4.73,2448,0,2448,-0.73,-0.37,44.12,54.74,22.45,-32.48,4.9,0.14,0.25,3.38,-3.91,0.7902,0.4456,0.5115,0.4585,,False,예
KODEX 인버스,15일 → 말일+2,15,2,최근 5년,60,0,60,-0.67,0.27,51.67,46.67,8.53,-19.16,5.83,1219,0,1219,-0.89,-0.37,45.61,53.32,22.45,-32.48,5.96,0.22,0.65,6.06,-6.66,0.8002,0.2098,0.3596,0.3477,,True,예
KODEX 인버스,15일 → 말일+3,15,3,앞 절반,101,0,101,-0.46,-0.48,40.59,59.41,6.35,-10.29,2.77,2062,0,2062,-0.33,-0.41,43.16,55.72,22.26,-10.95,3.08,-0.13,-0.07,-2.57,3.68,0.6454,0.7612,0.5954,0.4685,,False,예
KODEX 인버스,15일 → 말일+3,15,3,뒤 절반,101,0,101,-0.84,-0.23,45.54,54.46,18.16,-20.88,5.32,2045,0,2045,-0.98,-0.36,44.25,54.23,19.23,-33.91,5.46,0.14,0.13,1.29,0.23,0.7483,0.6673,0.8482,1.0,,False,예
KODEX 인버스,15일 → 말일+3,15,3,최근 10년,119,0,119,-0.88,-0.42,43.7,56.3,18.16,-20.88,4.98,2428,0,2428,-0.96,-0.38,43.57,54.78,19.23,-33.91,5.15,0.07,-0.03,0.12,1.52,0.9471,0.9141,1.0,0.7203,,False,예
KODEX 인버스,15일 → 말일+3,15,3,최근 5년,59,0,59,-1.11,-0.43,44.07,55.93,18.16,-20.88,6.1,1199,0,1199,-1.22,-0.34,44.2,54.05,19.23,-33.91,6.27,0.11,-0.09,-0.14,1.89,0.9471,0.9111,1.0,0.7542,,False,예
KODEX 인버스,16일 → 말일-3,16,-3,앞 절반,102,0,102,-0.26,-0.59,35.29,61.76,7.12,-6.03,2.19,1678,0,1678,-0.25,-0.51,40.35,57.93,22.67,-12.32,2.77,-0.01,-0.08,-5.05,3.84,0.982,0.7532,0.2947,0.4805,,False,예
KODEX 인버스,16일 → 말일-3,16,-3,뒤 절반,102,0,102,-0.16,0.0,48.04,49.02,11.73,-8.81,3.22,1661,0,1661,-0.51,-0.33,42.5,55.39,33.55,-22.93,4.6,0.35,0.33,5.53,-6.37,0.3926,0.2008,0.2727,0.1838,,False,예
KODEX 인버스,16일 → 말일-3,16,-3,최근 10년,120,0,120,-0.24,-0.18,44.17,52.5,11.73,-8.81,3.01,1968,0,1968,-0.53,-0.36,41.62,56.25,33.55,-22.93,4.27,0.29,0.19,2.55,-3.75,0.4116,0.4126,0.5395,0.3786,,False,예
KODEX 인버스,16일 → 말일-3,16,-3,최근 5년,60,0,60,-0.43,-0.06,45.0,50.0,11.73,-8.81,3.67,979,0,979,-0.8,-0.45,40.35,57.71,33.55,-22.93,5.22,0.37,0.39,4.65,-7.71,0.5744,0.2637,0.5225,0.2557,,False,예
KODEX 인버스,16일 → 말일-2,16,-2,앞 절반,102,0,102,-0.37,-0.48,33.33,65.69,6.01,-6.09,2.12,1779,0,1779,-0.36,-0.44,39.57,59.42,18.95,-13.75,2.61,-0.01,-0.05,-6.24,6.27,0.974,0.8881,0.2148,0.2108,,False,예
KODEX 인버스,16일 → 말일-2,16,-2,뒤 절반,102,0,102,-0.1,-0.33,45.1,54.9,18.59,-11.45,3.94,1762,0,1762,-0.41,-0.31,43.81,54.71,41.75,-23.16,5.03,0.31,-0.03,1.28,0.19,0.5185,0.973,0.8282,1.0,,False,예
KODEX 인버스,16일 → 말일-2,16,-2,최근 10년,120,0,120,-0.21,-0.48,40.0,60.0,18.59,-11.45,3.67,2088,0,2088,-0.46,-0.34,42.05,56.47,41.75,-23.16,4.67,0.25,-0.14,-2.05,3.53,0.5774,0.5824,0.6454,0.4545,,False,예
KODEX 인버스,16일 → 말일-2,16,-2,최근 5년,60,0,60,-0.35,-0.36,45.0,55.0,18.59,-11.45,4.52,1039,0,1039,-0.65,-0.47,42.35,55.82,41.75,-23.16,5.8,0.3,0.11,2.65,-0.82,0.6743,0.7802,0.6723,1.0,,False,예
KODEX 인버스,16일 → 말일-1,16,-1,앞 절반,102,0,102,-0.52,-0.48,35.29,64.71,4.34,-6.55,2.08,1880,0,1880,-0.49,-0.47,38.78,59.41,17.78,-14.19,2.51,-0.03,-0.01,-3.48,5.29,0.9001,0.962,0.5475,0.3007,,False,예
KODEX 인버스,16일 → 말일-1,16,-1,뒤 절반,102,0,102,-0.14,-0.21,48.04,51.96,21.21,-14.06,4.41,1863,0,1863,-0.42,-0.36,43.8,54.8,44.88,-24.73,5.31,0.28,0.16,4.24,-2.84,0.5794,0.5674,0.3936,0.5914,,False,예
KODEX 인버스,16일 → 말일-1,16,-1,최근 10년,120,0,120,-0.24,-0.39,43.33,56.67,21.21,-14.06,4.1,2208,0,2208,-0.45,-0.42,41.76,56.79,44.88,-24.73,4.92,0.21,0.03,1.58,-0.13,0.6074,0.8611,0.7742,1.0,,False,예
KODEX 인버스,16일 → 말일-1,16,-1,최근 5년,60,0,60,-0.28,-0.61,43.33,56.67,21.21,-14.06,5.19,1099,0,1099,-0.54,-0.57,43.04,55.41,44.88,-24.73,6.19,0.26,-0.04,0.29,1.25,0.7512,0.9041,1.0,0.8971,,False,예
KODEX 인버스,16일 → 말일,16,0,앞 절반,102,0,102,-0.49,-0.54,38.24,61.76,6.03,-6.68,2.13,1981,0,1981,-0.43,-0.4,41.19,57.6,15.71,-13.2,2.51,-0.05,-0.14,-2.96,4.17,0.7852,0.5624,0.5465,0.4386,,False,예
KODEX 인버스,16일 → 말일,16,0,뒤 절반,102,0,102,-0.18,0.0,49.02,48.04,12.77,-14.45,4.31,1964,0,1964,-0.48,-0.24,46.74,52.04,17.87,-24.02,4.73,0.3,0.24,2.28,-4.0,0.5095,0.6274,0.7013,0.4176,,False,예
KODEX 인버스,16일 → 말일,16,0,최근 10년,120,0,120,-0.25,-0.2,44.17,53.33,12.77,-14.45,4.01,2328,0,2328,-0.48,-0.33,44.72,54.04,17.87,-24.02,4.4,0.22,0.13,-0.55,-0.7,0.5584,0.6494,0.9031,0.9181,,False,예
KODEX 인버스,16일 → 말일,16,0,최근 5년,60,0,60,-0.53,-0.18,48.33,51.67,8.9,-14.45,4.71,1159,0,1159,-0.81,-0.34,44.61,54.18,17.87,-24.02,5.2,0.28,0.17,3.73,-2.52,0.6683,0.6843,0.5844,0.7802,,False,예
KODEX 인버스,16일 → 말일+1,16,1,앞 절반,102,0,102,-0.62,-0.84,35.29,63.73,6.72,-7.5,2.56,2082,0,2082,-0.57,-0.6,38.28,60.13,15.85,-13.2,2.73,-0.06,-0.24,-2.99,3.59,0.8551,0.3806,0.5674,0.4885,,False,예
KODEX 인버스,16일 → 말일+1,16,1,뒤 절반,102,0,102,-0.26,-0.11,49.02,50.0,11.55,-18.68,4.32,2065,0,2065,-0.53,-0.23,46.34,52.59,23.62,-27.78,4.78,0.27,0.12,2.68,-2.59,0.5624,0.7213,0.6104,0.6843,,False,예
KODEX 인버스,16일 → 말일+1,16,1,최근 10년,120,0,120,-0.38,-0.53,44.17,55.0,11.55,-18.68,4.04,2448,0,2448,-0.57,-0.39,43.79,54.94,23.62,-27.78,4.46,0.19,-0.14,0.38,0.06,0.6613,0.6783,1.0,0.9261,,False,예
KODEX 인버스,16일 → 말일+1,16,1,최근 5년,60,0,60,-0.53,0.11,51.67,48.33,8.42,-18.68,4.81,1219,0,1219,-0.77,-0.23,46.68,52.34,23.62,-27.78,5.27,0.24,0.33,4.99,-4.0,0.7433,0.4975,0.5085,0.5944,,True,예
KODEX 인버스,16일 → 말일+2,16,2,앞 절반,102,0,102,-0.5,-0.6,38.24,61.76,8.15,-7.5,2.79,2082,0,2082,-0.45,-0.52,41.02,57.93,16.88,-12.54,2.96,-0.04,-0.08,-2.78,3.84,0.8901,0.8362,0.6234,0.4835,,False,예
KODEX 인버스,16일 → 말일+2,16,2,뒤 절반,102,0,102,-0.45,0.0,48.04,49.02,11.15,-18.59,4.88,2065,0,2065,-0.78,-0.39,44.55,54.43,22.45,-32.48,5.23,0.33,0.39,3.49,-5.41,0.5524,0.3167,0.5275,0.3107,,False,예
KODEX 인버스,16일 → 말일+2,16,2,최근 10년,120,0,120,-0.51,-0.31,45.0,52.5,11.15,-18.59,4.57,2448,0,2448,-0.73,-0.37,44.12,54.74,22.45,-32.48,4.9,0.22,0.06,0.88,-2.24,0.6404,0.9141,0.9271,0.7103,,False,예
KODEX 인버스,16일 → 말일+2,16,2,최근 5년,60,0,60,-0.6,0.28,50.0,46.67,10.12,-18.59,5.62,1219,0,1219,-0.89,-0.37,45.61,53.32,22.45,-32.48,5.96,0.29,0.66,4.39,-6.66,0.7243,0.1998,0.5095,0.3477,,False,예
KODEX 인버스,16일 → 말일+3,16,3,앞 절반,101,0,101,-0.37,-0.55,43.56,56.44,6.35,-8.25,2.92,2061,0,2061,-0.31,-0.41,43.33,55.6,22.26,-10.95,3.11,-0.05,-0.14,0.24,0.83,0.8641,0.6194,1.0,0.9201,,False,예
KODEX 인버스,16일 → 말일+3,16,3,뒤 절반,102,0,102,-0.74,-0.35,46.08,53.92,18.16,-19.16,5.16,2064,0,2064,-0.96,-0.34,44.62,53.83,19.23,-33.91,5.44,0.22,-0.01,1.46,0.09,0.6503,0.977,0.8262,1.0,,False,예
KODEX 인버스,16일 → 말일+3,16,3,최근 10년,119,0,119,-0.8,-0.49,43.7,56.3,18.16,-19.16,4.86,2428,0,2428,-0.96,-0.38,43.57,54.78,19.23,-33.91,5.15,0.16,-0.1,0.12,1.52,0.7952,0.7383,1.0,0.7203,,False,예
KODEX 인버스,16일 → 말일+3,16,3,최근 5년,59,0,59,-1.03,-0.14,47.46,52.54,18.16,-19.16,5.97,1199,0,1199,-1.22,-0.34,44.2,54.05,19.23,-33.91,6.27,0.18,0.2,3.25,-1.5,0.8791,0.6364,0.6583,0.8801,,False,예
KODEX 인버스,17일 → 말일-3,17,-3,앞 절반,102,0,102,-0.13,-0.25,41.18,53.92,6.16,-4.73,2.05,1677,0,1677,-0.25,-0.51,40.37,57.9,22.67,-12.32,2.77,0.12,0.27,0.81,-3.98,0.6673,0.3506,0.9151,0.4815,,False,예
KODEX 인버스,17일 → 말일-3,17,-3,뒤 절반,102,0,102,-0.18,-0.13,45.1,52.94,11.73,-8.81,3.19,1661,0,1661,-0.51,-0.33,42.5,55.39,33.55,-22.93,4.6,0.33,0.21,2.59,-2.45,0.4116,0.3856,0.5994,0.6044,,False,예
KODEX 인버스,17일 → 말일-3,17,-3,최근 10년,120,0,120,-0.24,-0.14,43.33,53.33,11.73,-8.81,2.98,1968,0,1968,-0.53,-0.36,41.62,56.25,33.55,-22.93,4.27,0.29,0.23,1.72,-2.92,0.4066,0.3227,0.6923,0.4965,,False,예
KODEX 인버스,17일 → 말일-3,17,-3,최근 5년,60,0,60,-0.4,-0.19,41.67,55.0,11.73,-8.81,3.61,979,0,979,-0.8,-0.45,40.35,57.71,33.55,-22.93,5.22,0.41,0.26,1.32,-2.71,0.5415,0.4466,0.9101,0.7153,,False,예
KODEX 인버스,17일 → 말일-2,17,-2,앞 절반,102,0,102,-0.24,-0.37,35.29,62.75,6.01,-5.43,1.99,1778,0,1778,-0.36,-0.44,39.54,59.45,18.95,-13.75,2.61,0.12,0.07,-4.24,3.3,0.6503,0.6973,0.3417,0.4575,,False,예
KODEX 인버스,17일 → 말일-2,17,-2,뒤 절반,102,0,102,-0.12,-0.21,43.14,54.9,18.59,-11.45,3.9,1762,0,1762,-0.41,-0.31,43.81,54.71,41.75,-23.16,5.03,0.29,0.1,-0.68,0.19,0.5445,0.6843,0.9211,1.0,,False,예
KODEX 인버스,17일 → 말일-2,17,-2,최근 10년,120,0,120,-0.2,-0.24,39.17,59.17,18.59,-11.45,3.63,2088,0,2088,-0.46,-0.34,42.05,56.47,41.75,-23.16,4.67,0.25,0.1,-2.88,2.7,0.5704,0.5804,0.5075,0.5694,,False,예
KODEX 인버스,17일 → 말일-2,17,-2,최근 5년,60,0,60,-0.32,-0.21,43.33,53.33,18.59,-11.45,4.48,1039,0,1039,-0.65,-0.47,42.35,55.82,41.75,-23.16,5.8,0.33,0.26,0.98,-2.49,0.6414,0.5375,0.8711,0.7752,,False,예
KODEX 인버스,17일 → 말일-1,17,-1,앞 절반,102,0,102,-0.4,-0.38,37.25,61.76,3.72,-6.44,1.91,1879,0,1879,-0.49,-0.47,38.8,59.39,17.78,-14.19,2.52,0.09,0.09,-1.54,2.37,0.6933,0.6673,0.7353,0.6753,,False,예
KODEX 인버스,17일 → 말일-1,17,-1,뒤 절반,102,0,102,-0.15,-0.16,48.04,50.98,21.21,-14.06,4.37,1863,0,1863,-0.42,-0.36,43.8,54.8,44.88,-24.73,5.31,0.27,0.2,4.24,-3.82,0.5934,0.4825,0.3936,0.4665,,False,예
KODEX 인버스,17일 → 말일-1,17,-1,최근 10년,120,0,120,-0.23,-0.33,43.33,55.83,21.21,-14.06,4.06,2208,0,2208,-0.45,-0.42,41.76,56.79,44.88,-24.73,4.92,0.22,0.09,1.58,-0.96,0.6014,0.6863,0.7742,0.9101,,False,예
KODEX 인버스,17일 → 말일-1,17,-1,최근 5년,60,0,60,-0.24,-0.4,46.67,53.33,21.21,-14.06,5.13,1099,0,1099,-0.54,-0.57,43.04,55.41,44.88,-24.73,6.19,0.29,0.16,3.63,-2.08,0.7163,0.8122,0.5964,0.7912,,False,예
KODEX 인버스,17일 → 말일,17,0,앞 절반,102,0,102,-0.36,-0.4,41.18,55.88,6.03,-6.56,1.99,1980,0,1980,-0.43,-0.4,41.16,57.63,15.71,-13.2,2.51,0.07,0.01,0.01,-1.74,0.7572,0.9361,1.0,0.7463,,False,예
KODEX 인버스,17일 → 말일,17,0,뒤 절반,102,0,102,-0.19,0.0,48.04,49.02,12.77,-14.45,4.31,1964,0,1964,-0.48,-0.24,46.74,52.04,17.87,-24.02,4.73,0.29,0.24,1.3,-3.02,0.5275,0.6274,0.8531,0.5475,,False,예
KODEX 인버스,17일 → 말일,17,0,최근 10년,120,0,120,-0.25,-0.35,45.0,51.67,12.77,-14.45,4.01,2328,0,2328,-0.48,-0.33,44.72,54.04,17.87,-24.02,4.4,0.23,-0.02,0.28,-2.37,0.5504,0.8951,1.0,0.6064,,False,예
KODEX 인버스,17일 → 말일,17,0,최근 5년,60,0,60,-0.49,-0.26,48.33,50.0,11.02,-14.45,4.72,1159,0,1159,-0.81,-0.34,44.61,54.18,17.87,-24.02,5.2,0.32,0.08,3.73,-4.18,0.6254,0.8541,0.5844,0.5834,,False,예
KODEX 인버스,17일 → 말일+1,17,1,앞 절반,102,0,102,-0.5,-0.76,40.2,57.84,6.72,-7.38,2.39,2081,0,2081,-0.57,-0.61,38.25,60.16,15.85,-13.2,2.73,0.07,-0.15,1.95,-2.32,0.7812,0.5694,0.6713,0.6843,,False,예
KODEX 인버스,17일 → 말일+1,17,1,뒤 절반,102,0,102,-0.27,-0.11,49.02,50.0,11.55,-18.68,4.33,2065,0,2065,-0.53,-0.23,46.34,52.59,23.62,-27.78,4.78,0.26,0.12,2.68,-2.59,0.5814,0.7213,0.6104,0.6843,,False,예
KODEX 인버스,17일 → 말일+1,17,1,최근 10년,120,0,120,-0.37,-0.42,45.0,53.33,11.55,-18.68,4.05,2448,0,2448,-0.57,-0.39,43.79,54.94,23.62,-27.78,4.46,0.2,-0.02,1.21,-1.61,0.6543,0.9121,0.9231,0.8621,,False,예
KODEX 인버스,17일 → 말일+1,17,1,최근 5년,60,0,60,-0.5,0.11,50.0,50.0,8.42,-18.68,4.78,1219,0,1219,-0.77,-0.23,46.68,52.34,23.62,-27.78,5.27,0.28,0.34,3.32,-2.34,0.6953,0.4825,0.6783,0.7892,,False,예
KODEX 인버스,17일 → 말일+2,17,2,앞 절반,102,0,102,-0.37,-0.52,43.14,56.86,8.15,-7.38,2.67,2081,0,2081,-0.46,-0.52,40.99,57.95,16.88,-12.54,2.96,0.09,-0.0,2.15,-1.09,0.7882,0.975,0.6873,0.8322,,False,예
KODEX 인버스,17일 → 말일+2,17,2,뒤 절반,102,0,102,-0.46,-0.23,47.06,50.98,12.22,-18.59,4.93,2065,0,2065,-0.78,-0.39,44.55,54.43,22.45,-32.48,5.23,0.32,0.16,2.51,-3.45,0.5654,0.7223,0.6863,0.5345,,False,예
KODEX 인버스,17일 → 말일+2,17,2,최근 10년,120,0,120,-0.5,-0.24,45.83,52.5,12.22,-18.59,4.61,2448,0,2448,-0.73,-0.37,44.12,54.74,22.45,-32.48,4.9,0.23,0.12,1.72,-2.24,0.6284,0.7652,0.7822,0.7103,,False,예
KODEX 인버스,17일 → 말일+2,17,2,최근 5년,60,0,60,-0.56,0.28,50.0,46.67,12.22,-18.59,5.67,1219,0,1219,-0.89,-0.37,45.61,53.32,22.45,-32.48,5.96,0.33,0.66,4.39,-6.66,0.6893,0.1998,0.5095,0.3477,,False,예
KODEX 인버스,17일 → 말일+3,17,3,앞 절반,101,0,101,-0.24,-0.42,45.54,54.46,5.91,-8.14,2.85,2061,0,2061,-0.31,-0.41,43.33,55.6,22.26,-10.95,3.1,0.08,-0.01,2.22,-1.15,0.7962,0.9111,0.6783,0.8422,,False,예
KODEX 인버스,17일 → 말일+3,17,3,뒤 절반,102,0,102,-0.75,-0.17,45.1,52.94,17.11,-19.67,5.15,2064,0,2064,-0.96,-0.34,44.62,53.83,19.23,-33.91,5.44,0.2,0.16,0.48,-0.89,0.6643,0.6553,1.0,0.9191,,False,예
KODEX 인버스,17일 → 말일+3,17,3,최근 10년,119,0,119,-0.79,-0.42,43.7,54.62,17.11,-19.67,4.85,2428,0,2428,-0.96,-0.38,43.57,54.78,19.23,-33.91,5.15,0.17,-0.03,0.12,-0.16,0.7842,0.9141,1.0,1.0,,False,예
KODEX 인버스,17일 → 말일+3,17,3,최근 5년,59,0,59,-0.99,0.0,47.46,49.15,17.11,-19.67,5.95,1199,0,1199,-1.22,-0.34,44.2,54.05,19.23,-33.91,6.27,0.22,0.34,3.25,-4.89,0.8482,0.4665,0.6583,0.4635,,False,예
KODEX 인버스,18일 → 말일-3,18,-3,앞 절반,102,0,102,-0.13,-0.44,40.2,57.84,6.0,-4.23,2.08,1676,0,1676,-0.25,-0.51,40.33,57.94,22.67,-12.32,2.77,0.12,0.07,-0.14,-0.09,0.6294,0.8551,1.0,1.0,,False,예
KODEX 인버스,18일 → 말일-3,18,-3,뒤 절반,102,0,102,-0.16,-0.13,43.14,54.9,11.73,-9.21,3.15,1662,0,1662,-0.51,-0.33,42.48,55.42,33.55,-22.93,4.6,0.35,0.2,0.66,-0.51,0.3986,0.4306,0.9161,1.0,,False,예
KODEX 인버스,18일 → 말일-3,18,-3,최근 10년,120,0,120,-0.21,-0.14,42.5,55.0,11.73,-9.21,2.95,1968,0,1968,-0.53,-0.36,41.62,56.25,33.55,-22.93,4.27,0.32,0.22,0.88,-1.25,0.3676,0.3307,0.8452,0.7572,,False,예
KODEX 인버스,18일 → 말일-3,18,-3,최근 5년,60,0,60,-0.19,-0.17,40.0,56.67,11.73,-8.24,3.51,979,0,979,-0.8,-0.45,40.35,57.71,33.55,-22.93,5.22,0.61,0.28,-0.35,-1.05,0.3546,0.4136,1.0,0.9051,,False,예
KODEX 인버스,18일 → 말일-2,18,-2,앞 절반,102,0,102,-0.24,-0.43,40.2,58.82,6.44,-5.31,2.17,1777,0,1777,-0.37,-0.44,39.5,59.48,18.95,-13.75,2.61,0.13,0.01,0.69,-0.66,0.6264,0.9131,0.9301,0.9321,,False,예
KODEX 인버스,18일 → 말일-2,18,-2,뒤 절반,102,0,102,-0.1,-0.32,41.18,53.92,18.59,-11.25,3.95,1763,0,1763,-0.41,-0.31,43.79,54.74,41.75,-23.16,5.02,0.32,-0.01,-2.61,-0.81,0.5315,0.981,0.6024,0.8991,,False,예
KODEX 인버스,18일 → 말일-2,18,-2,최근 10년,120,0,120,-0.18,-0.34,39.17,56.67,18.59,-11.25,3.68,2088,0,2088,-0.46,-0.34,42.05,56.47,41.75,-23.16,4.67,0.28,-0.0,-2.88,0.2,0.5345,0.9391,0.5075,1.0,,False,예
KODEX 인버스,18일 → 말일-2,18,-2,최근 5년,60,0,60,-0.1,-0.52,38.33,56.67,18.59,-10.9,4.53,1039,0,1039,-0.65,-0.47,42.35,55.82,41.75,-23.16,5.8,0.55,-0.05,-4.02,0.84,0.4136,0.9461,0.5814,0.8911,,False,예
KODEX 인버스,18일 → 말일-1,18,-1,앞 절반,102,0,102,-0.39,-0.46,35.29,61.76,5.17,-5.8,2.13,1878,0,1878,-0.49,-0.47,38.76,59.42,17.78,-14.19,2.52,0.1,0.01,-3.47,2.34,0.6613,0.8561,0.5415,0.6993,,False,예
KODEX 인버스,18일 → 말일-1,18,-1,뒤 절반,102,0,102,-0.13,-0.33,42.16,55.88,21.21,-14.06,4.45,1864,0,1864,-0.42,-0.36,43.83,54.77,44.88,-24.73,5.31,0.29,0.03,-1.67,1.11,0.5095,0.7862,0.8182,0.9071,,False,예
