대상,격자 칸,진입 달력일,청산 상대 거래일,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
코스피 종합지수,18일 → 말일-3,18,-3,앞 절반,280,0,280,-0.28,-0.3,46.07,53.93,11.97,-15.29,4.22,5493,0,5493,-0.23,-0.37,45.09,54.8,32.18,-23.35,5.12,-0.05,0.07,0.98,-0.87,0.8631,0.7832,0.7732,0.8222,,False,예
코스피 종합지수,18일 → 말일-3,18,-3,뒤 절반,280,0,280,0.15,0.24,52.14,47.86,11.67,-15.37,2.96,4623,0,4623,0.33,0.45,57.24,42.74,26.38,-30.6,4.04,-0.18,-0.21,-5.09,5.11,0.4815,0.2328,0.0829,0.0829,,False,예
코스피 종합지수,18일 → 말일-3,18,-3,최근 10년,120,0,120,0.13,-0.02,48.33,51.67,8.4,-11.68,2.84,1964,0,1964,0.47,0.36,56.36,43.64,26.38,-27.46,4.18,-0.35,-0.37,-8.03,8.03,0.3966,0.1259,0.0819,0.0819,,True,예
코스피 종합지수,18일 → 말일-3,18,-3,최근 5년,60,0,60,0.13,0.1,51.67,48.33,8.4,-11.68,3.43,975,0,975,0.75,0.49,57.95,42.05,26.38,-27.46,5.0,-0.63,-0.39,-6.28,6.28,0.2757,0.2717,0.3337,0.3337,,False,예
코스피 종합지수,18일 → 말일-2,18,-2,앞 절반,280,0,280,-0.24,-0.15,48.57,51.07,15.07,-16.02,4.38,5772,0,5772,-0.17,-0.37,45.7,54.23,34.54,-22.07,5.17,-0.07,0.22,2.87,-3.16,0.7962,0.4046,0.3576,0.3007,,False,예
코스피 종합지수,18일 → 말일-2,18,-2,뒤 절반,280,0,280,0.16,0.24,56.07,43.57,11.48,-17.93,3.34,4902,0,4902,0.3,0.37,57.38,42.59,26.88,-32.69,4.15,-0.14,-0.13,-1.31,0.98,0.5614,0.3437,0.6464,0.7493,,False,예
코스피 종합지수,18일 → 말일-2,18,-2,최근 10년,120,0,120,0.07,0.18,55.0,45.0,10.47,-16.97,3.53,2084,0,2084,0.38,0.28,55.81,44.19,26.88,-31.8,4.5,-0.31,-0.1,-0.81,0.81,0.4086,0.6014,0.8621,0.8621,,False,예
코스피 종합지수,18일 → 말일-2,18,-2,최근 5년,60,0,60,0.05,0.39,55.0,45.0,10.47,-16.97,4.38,1035,0,1035,0.61,0.42,55.56,44.44,26.88,-31.8,5.45,-0.56,-0.03,-0.56,0.56,0.4166,0.9141,1.0,1.0,,False,예
코스피 종합지수,18일 → 말일-1,18,-1,앞 절반,280,0,280,-0.03,-0.16,49.64,50.36,15.97,-17.04,4.82,6051,0,6051,0.06,-0.1,48.62,51.33,44.84,-25.88,5.58,-0.1,-0.06,1.02,-0.97,0.7762,0.8531,0.7692,0.7652,,False,예
코스피 종합지수,18일 → 말일-1,18,-1,뒤 절반,280,0,280,0.26,0.32,56.79,43.21,14.53,-17.99,3.41,5181,0,5181,0.38,0.42,57.04,42.96,27.83,-32.64,4.06,-0.12,-0.1,-0.25,0.25,0.6064,0.5804,1.0,1.0,,False,예
코스피 종합지수,18일 → 말일-1,18,-1,최근 10년,120,0,120,0.02,0.21,56.67,43.33,14.53,-17.99,3.9,2204,0,2204,0.31,0.29,54.58,45.42,27.83,-32.64,4.66,-0.28,-0.08,2.08,-2.08,0.4795,0.8072,0.7013,0.7013,,False,예
코스피 종합지수,18일 → 말일-1,18,-1,최근 5년,60,0,60,-0.05,0.11,53.33,46.67,14.53,-17.99,4.96,1095,0,1095,0.47,0.37,53.61,46.39,27.83,-32.64,5.74,-0.52,-0.26,-0.27,0.27,0.4785,0.7313,1.0,1.0,,True,예
코스피 종합지수,18일 → 말일,18,0,앞 절반,280,0,280,0.25,0.35,53.57,46.43,21.05,-19.48,5.18,6330,0,6330,0.32,0.1,51.3,48.63,47.18,-27.14,5.78,-0.08,0.25,2.28,-2.2,0.8392,0.2877,0.4006,0.4076,,False,예
코스피 종합지수,18일 → 말일,18,0,뒤 절반,280,0,280,0.39,0.33,56.07,43.93,14.36,-14.73,3.43,5460,0,5460,0.5,0.46,57.14,42.86,26.15,-22.69,3.92,-0.12,-0.13,-1.07,1.07,0.6254,0.5305,0.7562,0.7562,,False,예
코스피 종합지수,18일 → 말일,18,0,최근 10년,120,0,120,-0.04,-0.18,48.33,51.67,13.39,-14.73,3.89,2324,0,2324,0.24,0.11,51.46,48.54,26.15,-20.57,4.41,-0.28,-0.28,-3.13,3.13,0.5205,0.3766,0.5754,0.5754,,False,예
코스피 종합지수,18일 → 말일,18,0,최근 5년,60,0,60,-0.0,-0.24,48.33,51.67,13.39,-14.73,4.75,1155,0,1155,0.51,0.17,51.6,48.4,26.15,-20.57,5.27,-0.51,-0.42,-3.27,3.27,0.4336,0.4356,0.6154,0.6154,,False,예
코스피 종합지수,18일 → 말일+1,18,1,앞 절반,280,0,280,0.56,0.61,53.93,46.07,20.14,-20.52,5.39,6609,0,6609,0.6,0.21,52.07,47.78,41.04,-29.25,5.81,-0.04,0.4,1.86,-1.71,0.8402,0.1788,0.5744,0.6184,,False,예
코스피 종합지수,18일 → 말일+1,18,1,뒤 절반,280,0,280,0.57,0.48,56.43,43.21,16.93,-9.78,3.64,5739,0,5739,0.67,0.64,59.59,40.39,32.54,-24.64,4.1,-0.1,-0.16,-3.16,2.82,0.6903,0.4496,0.3017,0.3706,,False,예
코스피 종합지수,18일 → 말일+1,18,1,최근 10년,120,0,120,0.12,-0.04,49.17,50.83,16.93,-9.34,3.91,2444,0,2444,0.4,0.22,53.23,46.77,32.54,-24.64,4.46,-0.28,-0.26,-4.07,4.07,0.4655,0.3656,0.4066,0.4066,,True,예
코스피 종합지수,18일 → 말일+1,18,1,최근 5년,60,0,60,0.08,-0.56,43.33,56.67,16.93,-8.39,4.8,1215,0,1215,0.59,0.05,50.7,49.3,32.54,-24.64,5.32,-0.51,-0.61,-7.37,7.37,0.4406,0.2318,0.3147,0.3147,,True,예
코스피 종합지수,18일 → 말일+2,18,2,앞 절반,280,0,280,0.64,0.64,53.93,46.07,21.03,-23.81,5.58,6609,0,6609,0.68,0.28,52.67,47.27,42.73,-32.19,6.04,-0.04,0.36,1.26,-1.2,0.8671,0.2847,0.7043,0.7073,,False,예
코스피 종합지수,18일 → 말일+2,18,2,뒤 절반,280,0,280,0.62,0.38,57.14,42.86,19.26,-15.62,4.03,5739,0,5739,0.74,0.61,58.81,41.19,41.09,-23.42,4.47,-0.12,-0.23,-1.67,1.67,0.7113,0.2707,0.6004,0.6004,,False,예
코스피 종합지수,18일 → 말일+2,18,2,최근 10년,120,0,120,0.25,0.05,52.5,47.5,19.26,-15.62,4.62,2444,0,2444,0.55,0.21,53.52,46.48,41.09,-23.42,5.01,-0.3,-0.16,-1.02,1.02,0.4915,0.5215,0.8531,0.8531,,False,예
코스피 종합지수,18일 → 말일+2,18,2,최근 5년,60,0,60,0.13,-0.11,48.33,51.67,19.26,-15.62,5.85,1215,0,1215,0.69,0.18,52.26,47.74,41.09,-23.42,6.15,-0.56,-0.29,-3.93,3.93,0.4545,0.5664,0.5944,0.5944,,True,예
코스피 종합지수,18일 → 말일+3,18,3,앞 절반,280,0,280,0.77,0.31,52.5,47.14,21.29,-23.32,5.96,6609,0,6609,0.79,0.25,52.08,47.86,41.97,-31.75,6.41,-0.02,0.06,0.42,-0.72,0.8871,0.961,0.956,0.9131,,False,예
코스피 종합지수,18일 → 말일+3,18,3,뒤 절반,280,0,280,0.7,0.7,58.21,41.79,20.96,-13.55,4.06,5739,0,5739,0.82,0.62,58.01,41.99,43.1,-20.54,4.61,-0.11,0.08,0.21,-0.21,0.7223,0.6893,0.951,0.951,,False,예
코스피 종합지수,18일 → 말일+3,18,3,최근 10년,120,0,120,0.46,0.07,51.67,48.33,20.96,-13.55,4.67,2444,0,2444,0.75,0.25,53.6,46.4,43.1,-20.54,5.17,-0.29,-0.18,-1.93,1.93,0.5165,0.5345,0.6993,0.6993,,False,예
코스피 종합지수,18일 → 말일+3,18,3,최근 5년,60,0,60,0.44,0.09,51.67,48.33,20.96,-13.55,5.76,1215,0,1215,0.99,0.35,53.91,46.09,43.1,-20.54,6.25,-0.55,-0.26,-2.24,2.24,0.4775,0.6084,0.8042,0.8042,,False,예
코스피 종합지수,19일 → 말일-3,19,-3,앞 절반,280,0,280,-0.44,-0.27,44.64,55.36,10.18,-15.29,3.74,5492,0,5492,-0.23,-0.37,45.08,54.81,32.18,-23.35,5.13,-0.21,0.11,-0.44,0.55,0.5195,0.6793,0.9101,0.8551,,False,예
코스피 종합지수,19일 → 말일-3,19,-3,뒤 절반,280,0,280,0.17,0.28,52.5,47.5,15.68,-15.37,2.91,4623,0,4623,0.33,0.45,57.24,42.74,26.38,-30.6,4.04,-0.16,-0.17,-4.74,4.76,0.5235,0.3636,0.1279,0.1259,,False,예
코스피 종합지수,19일 → 말일-3,19,-3,최근 10년,120,0,120,0.26,0.27,53.33,46.67,15.68,-11.68,3.01,1964,0,1964,0.47,0.36,56.36,43.64,26.38,-27.46,4.18,-0.21,-0.09,-3.03,3.03,0.6154,0.7572,0.5135,0.5135,,False,예
코스피 종합지수,19일 → 말일-3,19,-3,최근 5년,60,0,60,0.35,0.57,58.33,41.67,10.67,-11.68,3.27,975,0,975,0.75,0.49,57.95,42.05,26.38,-27.46,5.0,-0.4,0.08,0.38,-0.38,0.4925,0.8162,1.0,1.0,,False,예
코스피 종합지수,19일 → 말일-2,19,-2,앞 절반,280,0,280,-0.41,-0.01,50.0,50.0,12.24,-13.83,3.94,5771,0,5771,-0.17,-0.37,45.69,54.24,34.54,-22.07,5.17,-0.23,0.35,4.31,-4.24,0.4446,0.1479,0.1409,0.1578,,False,예
코스피 종합지수,19일 → 말일-2,19,-2,뒤 절반,280,0,280,0.18,0.19,55.36,44.64,17.84,-17.93,3.35,4902,0,4902,0.3,0.37,57.38,42.59,26.88,-32.69,4.15,-0.12,-0.18,-2.03,2.05,0.6044,0.2388,0.4905,0.4585,,False,예
코스피 종합지수,19일 → 말일-2,19,-2,최근 10년,120,0,120,0.21,0.08,52.5,47.5,17.84,-16.97,3.76,2084,0,2084,0.38,0.28,55.81,44.19,26.88,-31.8,4.5,-0.17,-0.2,-3.31,3.31,0.6304,0.3197,0.4515,0.4515,,False,예
코스피 종합지수,19일 → 말일-2,19,-2,최근 5년,60,0,60,0.28,0.33,51.67,48.33,13.16,-16.97,4.31,1035,0,1035,0.61,0.42,55.56,44.44,26.88,-31.8,5.45,-0.33,-0.09,-3.89,3.89,0.6314,0.8072,0.5944,0.5944,,False,예
코스피 종합지수,19일 → 말일-1,19,-1,앞 절반,280,0,280,-0.2,-0.08,49.64,50.36,13.04,-18.04,4.4,6050,0,6050,0.06,-0.1,48.61,51.34,44.84,-25.88,5.58,-0.26,0.03,1.03,-0.98,0.4346,0.8851,0.7612,0.7562,,False,예
코스피 종합지수,19일 → 말일-1,19,-1,뒤 절반,280,0,280,0.28,0.28,54.64,45.36,17.8,-17.99,3.37,5181,0,5181,0.38,0.42,57.04,42.96,27.83,-32.64,4.06,-0.11,-0.14,-2.39,2.39,0.6444,0.4436,0.4695,0.4695,,False,예
코스피 종합지수,19일 → 말일-1,19,-1,최근 10년,120,0,120,0.16,0.1,52.5,47.5,17.8,-17.99,4.03,2204,0,2204,0.31,0.29,54.58,45.42,27.83,-32.64,4.66,-0.15,-0.19,-2.08,2.08,0.7093,0.5075,0.6414,0.6414,,False,예
코스피 종합지수,19일 → 말일-1,19,-1,최근 5년,60,0,60,0.17,0.0,50.0,50.0,12.56,-17.99,4.77,1095,0,1095,0.47,0.37,53.61,46.39,27.83,-32.64,5.74,-0.3,-0.37,-3.61,3.61,0.6843,0.5475,0.5884,0.5884,,False,예
코스피 종합지수,19일 → 말일,19,0,앞 절반,280,0,280,0.09,0.15,51.07,48.93,17.47,-19.48,4.76,6329,0,6329,0.32,0.1,51.29,48.63,47.18,-27.14,5.78,-0.24,0.05,-0.22,0.3,0.4895,0.9271,0.954,0.9051,,False,예
코스피 종합지수,19일 → 말일,19,0,뒤 절반,280,0,280,0.41,0.3,54.64,45.36,20.38,-12.33,3.51,5460,0,5460,0.5,0.46,57.14,42.86,26.15,-22.69,3.92,-0.1,-0.15,-2.5,2.5,0.6993,0.4216,0.3916,0.3916,,False,예
코스피 종합지수,19일 → 말일,19,0,최근 10년,120,0,120,0.1,-0.19,47.5,52.5,20.38,-12.33,4.16,2324,0,2324,0.24,0.11,51.46,48.54,26.15,-20.57,4.41,-0.14,-0.3,-3.96,3.96,0.7632,0.3497,0.4545,0.4545,,True,예
코스피 종합지수,19일 → 말일,19,0,최근 5년,60,0,60,0.22,-0.04,48.33,51.67,16.56,-12.33,4.64,1155,0,1155,0.51,0.17,51.6,48.4,26.15,-20.57,5.27,-0.29,-0.21,-3.27,3.27,0.6593,0.6933,0.6154,0.6154,,True,예
코스피 종합지수,19일 → 말일+1,19,1,앞 절반,280,0,280,0.4,0.11,50.36,49.64,16.6,-21.77,4.99,6608,0,6608,0.6,0.21,52.06,47.79,41.04,-29.25,5.81,-0.21,-0.09,-1.7,1.85,0.5425,0.6923,0.5954,0.5495,,False,예
코스피 종합지수,19일 → 말일+1,19,1,뒤 절반,280,0,280,0.59,0.4,55.0,45.0,20.86,-9.4,3.71,5739,0,5739,0.67,0.64,59.59,40.39,32.54,-24.64,4.1,-0.08,-0.24,-4.59,4.61,0.7682,0.2627,0.1179,0.1189,,False,예
코스피 종합지수,19일 → 말일+1,19,1,최근 10년,120,0,120,0.26,-0.09,49.17,50.83,20.86,-9.4,4.18,2444,0,2444,0.4,0.22,53.23,46.77,32.54,-24.64,4.46,-0.14,-0.31,-4.07,4.07,0.7203,0.2617,0.4066,0.4066,,True,예
코스피 종합지수,19일 → 말일+1,19,1,최근 5년,60,0,60,0.31,-0.25,46.67,53.33,20.86,-8.27,4.92,1215,0,1215,0.59,0.05,50.7,49.3,32.54,-24.64,5.32,-0.28,-0.3,-4.03,4.03,0.7033,0.5145,0.6154,0.6154,,True,예
코스피 종합지수,19일 → 말일+2,19,2,앞 절반,280,0,280,0.48,0.55,54.64,45.36,17.46,-25.01,5.21,6608,0,6608,0.68,0.28,52.66,47.28,42.73,-32.19,6.04,-0.2,0.26,1.98,-1.92,0.5664,0.4116,0.5025,0.5035,,False,예
코스피 종합지수,19일 → 말일+2,19,2,뒤 절반,280,0,280,0.64,0.28,54.64,45.36,21.04,-15.51,4.1,5739,0,5739,0.74,0.61,58.81,41.19,41.09,-23.42,4.47,-0.1,-0.33,-4.17,4.17,0.7782,0.1189,0.1558,0.1558,,False,예
코스피 종합지수,19일 → 말일+2,19,2,최근 10년,120,0,120,0.39,-0.09,48.33,51.67,21.04,-15.51,4.88,2444,0,2444,0.55,0.21,53.52,46.48,41.09,-23.42,5.01,-0.15,-0.29,-5.19,5.19,0.7063,0.2727,0.2677,0.2677,,True,예
코스피 종합지수,19일 → 말일+2,19,2,최근 5년,60,0,60,0.37,-0.28,48.33,51.67,21.04,-15.51,5.93,1215,0,1215,0.69,0.18,52.26,47.74,41.09,-23.42,6.15,-0.32,-0.45,-3.93,3.93,0.6673,0.3716,0.5944,0.5944,,True,예
코스피 종합지수,19일 → 말일+3,19,3,앞 절반,280,0,280,0.61,0.63,55.0,45.0,17.71,-24.53,5.59,6608,0,6608,0.79,0.25,52.07,47.87,41.97,-31.75,6.41,-0.19,0.39,2.93,-2.87,0.6334,0.3117,0.3277,0.3277,,False,예
코스피 종합지수,19일 → 말일+3,19,3,뒤 절반,280,0,280,0.72,0.6,57.5,42.5,20.96,-12.66,4.1,5739,0,5739,0.82,0.62,58.01,41.99,43.1,-20.54,4.61,-0.09,-0.01,-0.51,0.51,0.7762,0.981,0.8941,0.8941,,False,예
코스피 종합지수,19일 → 말일+3,19,3,최근 10년,120,0,120,0.6,0.03,50.83,49.17,20.96,-12.66,4.86,2444,0,2444,0.75,0.25,53.6,46.4,43.1,-20.54,5.17,-0.15,-0.23,-2.77,2.77,0.7552,0.4216,0.5844,0.5844,,False,예
코스피 종합지수,19일 → 말일+3,19,3,최근 5년,60,0,60,0.67,-0.1,48.33,51.67,20.96,-12.66,5.73,1215,0,1215,0.99,0.35,53.91,46.09,43.1,-20.54,6.25,-0.32,-0.45,-5.58,5.58,0.6653,0.3846,0.4246,0.4246,,True,예
코스피 종합지수,20일 → 말일-3,20,-3,앞 절반,277,0,277,-0.55,-0.25,45.13,54.87,11.31,-15.09,3.64,5492,0,5492,-0.23,-0.37,45.08,54.81,32.18,-23.35,5.13,-0.32,0.13,0.04,0.07,0.3327,0.5974,1.0,1.0,,False,예
코스피 종합지수,20일 → 말일-3,20,-3,뒤 절반,278,0,278,0.13,0.18,52.52,47.48,11.63,-17.26,2.57,4623,0,4623,0.33,0.45,57.21,42.76,26.38,-30.6,4.04,-0.2,-0.27,-4.7,4.72,0.3906,0.1149,0.0919,0.0919,,False,예
코스피 종합지수,20일 → 말일-3,20,-3,최근 10년,119,0,119,0.16,0.01,50.42,49.58,11.63,-7.56,2.54,1964,0,1964,0.47,0.36,56.36,43.64,26.38,-27.46,4.18,-0.32,-0.35,-5.94,5.94,0.4436,0.1598,0.1868,0.1868,,False,예
코스피 종합지수,20일 → 말일-3,20,-3,최근 5년,60,0,60,0.23,0.25,55.0,45.0,11.63,-7.56,2.89,975,0,975,0.75,0.49,57.95,42.05,26.38,-27.46,5.0,-0.52,-0.24,-2.95,2.95,0.3696,0.4655,0.6603,0.6603,,False,예
코스피 종합지수,20일 → 말일-2,20,-2,앞 절반,280,0,280,-0.51,-0.25,47.86,52.14,12.09,-12.48,3.79,5771,0,5771,-0.17,-0.37,45.69,54.24,34.54,-22.07,5.17,-0.34,0.12,2.16,-2.09,0.2428,0.6304,0.4326,0.4755,,False,예
코스피 종합지수,20일 → 말일-2,20,-2,뒤 절반,280,0,280,0.14,0.28,57.14,42.86,14.15,-19.76,3.08,4902,0,4902,0.3,0.37,57.38,42.59,26.88,-32.69,4.15,-0.16,-0.09,-0.24,0.26,0.5145,0.5125,0.955,0.955,,False,예
코스피 종합지수,20일 → 말일-2,20,-2,최근 10년,120,0,120,0.1,0.11,53.33,46.67,14.15,-13.09,3.24,2084,0,2084,0.38,0.28,55.81,44.19,26.88,-31.8,4.5,-0.28,-0.17,-2.47,2.47,0.4446,0.3816,0.5894,0.5894,,False,예
코스피 종합지수,20일 → 말일-2,20,-2,최근 5년,60,0,60,0.15,0.27,51.67,48.33,14.15,-13.09,3.87,1035,0,1035,0.61,0.42,55.56,44.44,26.88,-31.8,5.45,-0.45,-0.14,-3.89,3.89,0.5115,0.7133,0.5944,0.5944,,False,예
코스피 종합지수,20일 → 말일-1,20,-1,앞 절반,280,0,280,-0.3,-0.07,48.21,51.79,15.29,-15.66,4.22,6050,0,6050,0.06,-0.1,48.61,51.34,44.84,-25.88,5.58,-0.37,0.04,-0.4,0.45,0.2757,0.8631,0.9011,0.8961,,False,예
코스피 종합지수,20일 → 말일-1,20,-1,뒤 절반,280,0,280,0.24,0.3,56.79,43.21,13.54,-14.16,3.15,5181,0,5181,0.38,0.42,57.02,42.98,27.83,-32.64,4.05,-0.15,-0.12,-0.23,0.23,0.5534,0.4905,1.0,1.0,,False,예
코스피 종합지수,20일 → 말일-1,20,-1,최근 10년,120,0,120,0.05,0.1,53.33,46.67,13.54,-14.16,3.55,2204,0,2204,0.31,0.29,54.58,45.42,27.83,-32.64,4.66,-0.26,-0.19,-1.25,1.25,0.5155,0.4965,0.7782,0.7782,,False,예
코스피 종합지수,20일 → 말일-1,20,-1,최근 5년,60,0,60,0.04,-0.02,48.33,51.67,13.54,-14.16,4.35,1095,0,1095,0.47,0.37,53.61,46.39,27.83,-32.64,5.74,-0.43,-0.39,-5.27,5.27,0.5714,0.5215,0.4196,0.4196,,True,예
코스피 종합지수,20일 → 말일,20,0,앞 절반,280,0,280,-0.02,0.02,50.0,50.0,20.33,-16.77,4.56,6329,0,6329,0.32,0.1,51.29,48.63,47.18,-27.14,5.78,-0.35,-0.08,-1.29,1.37,0.3047,0.6753,0.6713,0.6294,,False,예
코스피 종합지수,20일 → 말일,20,0,뒤 절반,280,0,280,0.37,0.37,56.07,43.93,17.58,-12.61,3.33,5460,0,5460,0.5,0.46,57.12,42.88,26.15,-22.69,3.92,-0.13,-0.09,-1.05,1.05,0.5814,0.6344,0.7423,0.7423,,False,예
코스피 종합지수,20일 → 말일,20,0,최근 10년,120,0,120,-0.01,-0.02,49.17,50.83,17.58,-12.61,3.75,2324,0,2324,0.24,0.11,51.46,48.54,26.15,-20.57,4.41,-0.25,-0.12,-2.3,2.3,0.5834,0.6823,0.7003,0.7003,,False,예
코스피 종합지수,20일 → 말일,20,0,최근 5년,60,0,60,0.11,-0.15,46.67,53.33,17.58,-12.61,4.41,1155,0,1155,0.51,0.17,51.6,48.4,26.15,-20.57,5.27,-0.4,-0.32,-4.94,4.94,0.5335,0.5544,0.4436,0.4436,,True,예
코스피 종합지수,20일 → 말일+1,20,1,앞 절반,280,0,280,0.29,0.1,50.71,49.29,19.44,-19.5,4.79,6608,0,6608,0.6,0.21,52.06,47.79,41.04,-29.25,5.81,-0.31,-0.11,-1.34,1.5,0.3636,0.6703,0.6833,0.6414,,False,예
코스피 종합지수,20일 → 말일+1,20,1,뒤 절반,280,0,280,0.55,0.56,56.79,43.21,21.91,-8.79,3.51,5739,0,5739,0.67,0.64,59.57,40.41,32.54,-24.64,4.1,-0.12,-0.08,-2.79,2.81,0.6753,0.7463,0.3487,0.3467,,False,예
코스피 종합지수,20일 → 말일+1,20,1,최근 10년,120,0,120,0.15,-0.08,48.33,51.67,21.91,-8.79,3.84,2444,0,2444,0.4,0.22,53.23,46.77,32.54,-24.64,4.46,-0.24,-0.3,-4.9,4.9,0.5235,0.2727,0.3097,0.3097,,True,예
코스피 종합지수,20일 → 말일+1,20,1,최근 5년,60,0,60,0.19,-0.23,45.0,55.0,21.91,-8.27,4.67,1215,0,1215,0.59,0.05,50.7,49.3,32.54,-24.64,5.32,-0.4,-0.28,-5.7,5.7,0.5664,0.5524,0.4515,0.4515,,True,예
코스피 종합지수,20일 → 말일+2,20,2,앞 절반,280,0,280,0.37,0.19,51.43,48.21,20.32,-22.84,5.03,6608,0,6608,0.68,0.28,52.66,47.28,42.73,-32.19,6.04,-0.31,-0.09,-1.23,0.94,0.3916,0.7642,0.7203,0.8072,,False,예
코스피 종합지수,20일 → 말일+2,20,2,뒤 절반,280,0,280,0.6,0.35,58.21,41.79,22.09,-15.51,3.94,5739,0,5739,0.73,0.61,58.79,41.21,41.09,-23.42,4.47,-0.14,-0.26,-0.58,0.58,0.6883,0.2398,0.9041,0.9041,,False,예
코스피 종합지수,20일 → 말일+2,20,2,최근 10년,120,0,120,0.29,-0.19,49.17,50.83,22.09,-15.51,4.67,2444,0,2444,0.55,0.21,53.52,46.48,41.09,-23.42,5.01,-0.26,-0.4,-4.35,4.35,0.5455,0.1608,0.3477,0.3477,,True,예
코스피 종합지수,20일 → 말일+2,20,2,최근 5년,60,0,60,0.26,-0.26,46.67,53.33,22.09,-15.51,5.91,1215,0,1215,0.69,0.18,52.26,47.74,41.09,-23.42,6.15,-0.43,-0.44,-5.6,5.6,0.5694,0.3886,0.4306,0.4306,,True,예
코스피 종합지수,20일 → 말일+3,20,3,앞 절반,280,0,280,0.5,0.13,52.5,47.5,20.58,-22.34,5.42,6608,0,6608,0.79,0.25,52.07,47.87,41.97,-31.75,6.41,-0.29,-0.12,0.43,-0.37,0.4196,0.7033,0.8951,0.8941,,False,예
코스피 종합지수,20일 → 말일+3,20,3,뒤 절반,280,0,280,0.68,0.49,57.5,42.5,20.44,-12.66,3.96,5739,0,5739,0.81,0.62,57.99,42.01,43.1,-20.54,4.61,-0.13,-0.13,-0.49,0.49,0.6883,0.6254,0.8791,0.8791,,False,예
코스피 종합지수,20일 → 말일+3,20,3,최근 10년,120,0,120,0.5,-0.08,48.33,51.67,20.44,-12.66,4.68,2444,0,2444,0.75,0.25,53.6,46.4,43.1,-20.54,5.17,-0.25,-0.33,-5.27,5.27,0.5754,0.2757,0.2567,0.2567,,True,예
코스피 종합지수,20일 → 말일+3,20,3,최근 5년,60,0,60,0.56,-0.29,46.67,53.33,20.44,-12.66,5.75,1215,0,1215,0.99,0.35,53.91,46.09,43.1,-20.54,6.25,-0.43,-0.64,-7.24,7.24,0.5734,0.2258,0.2717,0.2717,,True,예
코스피 종합지수,21일 → 말일-3,21,-3,앞 절반,274,0,274,-0.45,-0.28,46.35,53.65,13.41,-13.48,3.49,5558,0,5558,-0.2,-0.35,45.45,54.44,32.18,-23.35,5.11,-0.25,0.08,0.9,-0.79,0.3736,0.8162,0.8012,0.8482,,False,예
코스피 종합지수,21일 → 말일-3,21,-3,뒤 절반,274,0,274,0.01,0.17,54.38,45.62,7.67,-16.47,2.26,4558,0,4558,0.31,0.43,57.04,42.94,26.38,-30.6,4.04,-0.3,-0.26,-2.66,2.68,0.2088,0.1558,0.4096,0.3686,,False,예
코스피 종합지수,21일 → 말일-3,21,-3,최근 10년,119,0,119,0.07,0.11,53.78,46.22,7.67,-10.73,2.19,1964,0,1964,0.47,0.36,56.36,43.64,26.38,-27.46,4.18,-0.4,-0.24,-2.58,2.58,0.3087,0.3397,0.5774,0.5774,,False,예
코스피 종합지수,21일 → 말일-3,21,-3,최근 5년,60,0,60,0.03,0.1,53.33,46.67,4.88,-10.73,2.41,975,0,975,0.75,0.49,57.95,42.05,26.38,-27.46,5.0,-0.72,-0.39,-4.62,4.62,0.2118,0.2707,0.4755,0.4755,,False,예
코스피 종합지수,21일 → 말일-2,21,-2,앞 절반,278,0,278,-0.43,-0.37,45.68,54.32,12.96,-14.42,3.64,5771,0,5771,-0.17,-0.37,45.68,54.25,34.54,-22.07,5.17,-0.25,-0.0,0.01,0.06,0.3996,0.972,1.0,1.0,,False,예
코스피 종합지수,21일 → 말일-2,21,-2,뒤 절반,278,0,278,0.03,0.24,54.68,45.32,9.68,-18.99,2.8,4902,0,4902,0.3,0.37,57.36,42.62,26.88,-32.69,4.15,-0.27,-0.13,-2.69,2.71,0.3077,0.3756,0.3866,0.3576,,False,예
코스피 종합지수,21일 → 말일-2,21,-2,최근 10년,119,0,119,0.01,0.16,52.94,47.06,9.68,-16.07,2.95,2084,0,2084,0.38,0.28,55.81,44.19,26.88,-31.8,4.5,-0.38,-0.12,-2.86,2.86,0.3347,0.5185,0.5205,0.5205,,False,예
코스피 종합지수,21일 → 말일-2,21,-2,최근 5년,60,0,60,-0.05,0.21,55.0,45.0,6.73,-16.07,3.47,1035,0,1035,0.61,0.42,55.56,44.44,26.88,-31.8,5.45,-0.66,-0.2,-0.56,0.56,0.3407,0.6244,1.0,1.0,,True,예
코스피 종합지수,21일 → 말일-1,21,-1,앞 절반,280,0,280,-0.21,-0.13,47.86,52.14,17.46,-18.61,4.14,6050,0,6050,0.06,-0.11,48.6,51.36,44.84,-25.88,5.58,-0.27,-0.02,-0.74,0.79,0.4146,0.973,0.8082,0.8112,,False,예
코스피 종합지수,21일 → 말일-1,21,-1,뒤 절반,280,0,280,0.13,0.36,58.21,41.79,9.64,-17.11,2.88,5181,0,5181,0.38,0.42,57.0,43.0,27.83,-32.64,4.05,-0.25,-0.06,1.22,-1.22,0.3137,0.7413,0.6833,0.6833,,False,예
